en_ar_TRANSFORMERS	VerCoop
11 - يشجع في هذا الصدد حكومة بوروندي على أن تضع، بالتعاون مع جميع الشركاء الدوليين، استراتيجية لنزع السلاح والتسريح وإعادة الإدماج وأن تضع الأسس لإعادة الإدماج الاجتماعي والاقتصادي المستدام للجنود المسرحين والمقاتلين السابقين واللاجئين العائدين والمشردين وغيرهم من الفئات الضعيفة المتضررة من النزاع، ولا سيما النساء والأطفال، وفقا لقرارات مجلس الأمن 1325 (2000) و 1612 (2005) و 1674 (2006) و 1820 (2008)؛	1
”ويعرب مجلس الأمن عن بالغ قلقه إزاء تدهور الحالة الأمنية في جمهورية أفريقيا الوسطى، ولا سيما في أعقاب الهجمات التي شُنت على مدن بيراو وأواندا - دجالي وسام ووندجا.	0
:: الطلب إلى البعثة أن تقوم، بالتعاون مع الكيانات ذات الصلة التابعة لفريق الأمم المتحدة القطري، بإنشاء وتنفيذ آلية رصد وإبلاغ على الصعيد القطري بشأن الانتهاكات الجسيمة المرتكبة ضد الأطفال، عملا بالقرار 1612 (2005).	1
وخلافا للإشاعات المستمرة، لا يوجد دليل على أن ضباط الشرطة الوطنية لتيمور - ليشتي، بمن فيهم الأفراد المسلحون والزي الرسمي للقوات المسلحة التيمورية، كانوا ضالعين في إطلاق النار.	0
11 - ولا يزال الوجود النشط للميليشيات العرقية والمجتمعية يشكل مصدرا رئيسيا لعدم الاستقرار، ولا سيما في الجزء الغربي من البلد، الذي كان في الأشهر الأخيرة مسرحا لاشتباكات عنيفة بين الأعراق.	0
ولم يحرز أي تقدم فيما يتعلق بوضع خطة عمل لوقف تجنيد واستخدام الجنود الأطفال عملا بقرارات مجلس الأمن 1539 (2004) و 1612 (2005) و 1925 (2010).	0
كانوا مسلحين وكلهم كانوا يوجهون بنادقهم نحونا	0
ولأول مرة منذ بداية الأزمة في عام 2012، قُتل عاملان في مجال تقديم المساعدة الإنسانية في 29 أيار/مايو في منطقة تمبكتو عندما صدمت سيارتهما جهازا متفجرا مرتجلا متحكما به عن بعد، واختطفت مركبتان تابعتان لمنظمات غير حكومية دولية في 8 و 9 تشرين الثاني/نوفمبر بالقرب من ميناكا (منطقة غاو).	0
36 - واستأثرت أفريقيا ومنطقة آسيا والمحيط الهادئ بنسبة 53 في المائة من عمليات الاختطاف المسجلة في جميع أنحاء العالم في عام 2012، وهو ما يمثل زيادة عن نسبة 18 في المائة في عام 2004، واستأثر الشرق الأوسط بنسبة 19 في المائة من عمليات الاختطاف المسجلة في جميع أنحاء العالم في عام 2012، أي بزيادة من نسبة 4 في المائة في عام 2008.	0
ويطلب المجلس إلى [الدولة المتأثرة] أن تطبق فورا الإجراءات المناسبة لمسألة حقوق الملكية وأن توقف جميع أشكال التمييز ضد [سكان الأقليات] في توفير المنافع الاجتماعية والمساعدة في التعمير.	1
وبالإضافة إلى ذلك، تنص المادة 75 (3) على أنه يجوز للمحكمة، قبل إصدار أمر بالجبر، أن تدعو الشخص المدان أو المجني عليهم أو غيرهم من الأشخاص المهتمين أو الدول المهتمة إلى الإدلاء ببيانات من الشخص المدان أو المجني عليهم أو باسمهم أو غيرهم من الأشخاص المهتمين أو من الدول المهتمة، وأن تأخذ هذه البيانات في الاعتبار.	0
118 - ومن الظروف الأخرى التي ينبغي مراعاتها فيما يتعلق بمرحلة التخطيط للجريمة تدابير المراقبة التي تستهدف السيد الحريري والتي اتخذتها قوات الأمن الداخلي، والتنصت على هواتف السيد الحريري بواسطة دائرة الاستخبارات العسكرية (انظر الفرع المعنون "التنصت على المكالمات الهاتفية بالهاري").	0
تدابير خاصة لحماية النساء والفتيات من التمييز والعنف على أساس نوع الجنس، والاغتصاب وغيره من أشكال العنف الجنسي (إتاحة سبل الانتصاف القانوني؛ ومراكز الأزمات؛ والملاجئ؛ والرعاية الصحية؛ وبرامج المشورة وغيرها من برامج المساعدة؛ وآليات الرصد والإبلاغ).	0
يشجع [البعثة] على تعزيز تفاعلها مع السكان المدنيين للتوعية بولايتها وأنشطتها وفهمها وجمع معلومات موثوقة عن انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان المرتكبة ضد المدنيين.	1
ولذلك ستحيل اللجنة التوصيات إلى لجنة مكافحة الإرهاب المنشأة عملا بالقرار 1373 (2001).	1
ويخشى معظم الشهود المحتملين المقيمين خارج الدولة الإدلاء بشهاداتهم، حتى على أساس سري، لأنهم يخشون على سلامة أفراد الأسرة ويفترضون أن سلوكهم لا يزال تحت رقابة سرية من السلطات.	0
وفي نهاية الجولة الرابعة من المفاوضات في أواخر تشرين الثاني/نوفمبر، ظلت مواقف الطرفين بشأن المسائل الرئيسية دون تغيير.	1
”ويقر مجلس الأمن بالعمل الهام الذي تقوم به كيانات الأمم المتحدة وغيرها من المنظمات المتعددة الأطراف في دعم الجهود الرامية إلى منع وقمع تمويل الإرهاب والمنظمات الإرهابية، ولا سيما فرقة العمل للإجراءات المالية، وفريق مكافحة غسل الأموال لشرق أفريقيا والجنوب الأفريقي، وفريق العمل الحكومي الدولي لمكافحة غسل الأموال في غرب أفريقيا، وفرقة العمل المعنية بالإجراءات المالية في الشرق الأوسط وشمال أفريقيا لتعزيز القدرات والتعاون.	1
