en_ar_DEEP	MatCoop
ومن غير الواضح في الوقت الحالي متى يمكن التوصل إلى اتفاق بشأن إعادة هيكلة الشرطة يسمح ببدء المفاوضات، لكن الاتحاد الأوروبي على استعداد للمساعدة في مزيد من المفاوضات بمجرد التوصل إلى اتفاق يلبي شروط المفوضية الأوروبية.	0
كل هذه الظروف تثير المظالم أو تخلق الظروف الملائمة لاستغلال الأفراد من مختلف الخلفيات والأديان والمعتقدات الذين عقدوا العزم على التحريض على الأعمال الإرهابية.	0
نحن نقدم تدريبًا أساسيًا (على سبيل المثال، حول استخدام الأسلحة، والانضباط،...) والذي يمكن أن يستغرق أسبوعين أو نحو ذلك، اعتمادًا على الفرد.	0
ومن بين 168 طفلاً، اختطف 135 طفلاً لأغراض التجنيد، في حين اختطف 33 طفلاً لأسباب ثقافية وسياسية أو لأسباب أخرى.	0
كما أن زيادة التنسيق وقابلية التشغيل البيني بين تلك المنظمات، فضلاً عن تطوير وتقاسم الاستراتيجيات المشتركة والسياسات التشغيلية وأفضل الممارسات في إدارة الأزمات المدنية، من شأنها أن تعزز الكفاءة والتماسك في إدارة الأزمات.	0
ثانياً، حتى في إطار البحث عن السلام في خضم الصراع، يجب احترام المعايير الأساسية لحقوق الإنسان والقانون الإنساني.	1
وبعد المعركة الثانية للسيطرة على بيدوة، تلقى حبسادي مرة أخرى دعمًا لوجستيًا من حلفائه في مقديشو.	1
(هـ) السماح بإنشاء صحف مستقلة ووسائل إعلام أخرى؛ السماح للمواطنين بالوصول بحرية إلى الإنترنت ووسائل التواصل الاجتماعي والاتصالات الدولية والبث والمنشورات الأجنبية، بما في ذلك الثقافة الشعبية للبلدان الأخرى؛ وإلغاء المشاركة الإجبارية في المنظمات الجماهيرية وجلسات التلقين؛	1
والحكومتان شريكتان أساسيتان للجنة في جهودها الرامية إلى جعل النظام أكثر فعالية وأكثر تركيزا على التهديد، وقد قدمتا العديد من الاقتراحات المفيدة فضلا عن تزويد الفريق بمعلومات مفصلة عن التطورات الأخيرة.	1
وحشدت وكالات المعونة الاستجابة، إلا أن تدفقات غو غير العادية سلطت الضوء على الحاجة إلى إنذار مبكر وخطط استعداد لحالات الطوارئ.	1
3. يجب على الدول أن تقدم إلى العدالة أولئك الذين يمولون أو يخططون أو يدعمون أو يرتكبون الأعمال الإرهابية أو يوفرون ملاذات آمنة، وفقا للقانون الدولي، ولا سيما على أساس مبدأ التسليم أو المحاكمة؛	1
59 - وفي محاولة لمساعدة المؤسسات المالية وغيرها على فهم مجموعة الأساليب التي يستخدمها الأفراد والكيانات المدرجة أسماؤهم في القائمة لجمع الأموال ونقلها، أصدر الفريق، كجزء من فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، تكليفا بإجراء دراسة عن الإرهاب - مؤشرات التمويل بناءً على أنشطة الأفراد المتهمين والمدانين بارتكاب أعمال إرهابية.	1
2. قرر مجلس الأمن في الفقرة 8 من القرار تشكيل فريق عمل تابع للمجلس لمراجعة تقارير الآلية المشار إليها في الفقرة 3 من القرار، لاستعراض التقدم المحرز في تطوير وتنفيذ خطط العمل المشار إليها. المنصوص عليها في الفقرة 7 من القرار والنظر في المعلومات الأخرى ذات الصلة المقدمة إليه.	1
"ويدعو مجلس الأمن حكومة الوحدة الوطنية والانتقال إلى البدء فورا في العمل مع اللجنة الدولية لدعم العملية الانتقالية ومع بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لإنشاء آليات للتنسيق الوثيق من أجل التعجيل بإصلاح القطاع الأمني، واعتماد عملية التشريعات الأساسية والتحضيرات الانتخابية.	1
وقد دفعها إلى القيام بذلك الحاجة إلى ضمان أن تظل الإجراءات التي يتخذها مجلس الأمن ضد تنظيم القاعدة وحركة الطالبان ذات صلة بالتهديد وأن أهداف الجزاءات محددة بشكل جيد بما فيه الكفاية للسماح للدول الأعضاء باتخاذ الإجراء المطلوب ضدهم.	0
23 - يطلب إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم، بالتعاون الوثيق مع هيئات الأمم المتحدة الأخرى لمكافحة الإرهاب، تقريرا إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، وأن يقدم بيانا شفهيا أوليا تقديم تحديث إلى اللجنة في غضون 60 يومًا بشأن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب الذين تم تجنيدهم أو الانضمام إليهم من قبل تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة، بما في ذلك:	1
لقد ترك غالبية الأطفال الذين كانوا مرتبطين سابقًا بالجماعات المسلحة في نيبال الجماعات المسلحة دون أي تدابير لتعافيهم وإعادة إدماجهم، أو إطار لحمايتهم.	1
2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة من غير الدول صنع أسلحة نووية أو كيميائية أو بيولوجية أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استخدامها. وسائل إيصالها، ولا سيما لأغراض إرهابية، وكذلك محاولة الانخراط في أي من الأنشطة المذكورة أعلاه، أو المشاركة فيها كشريك، أو مساعدتها أو تمويلها؛	0
وفي ذلك الاجتماع، اتفق الطرفان على مزيد من التعاون في قضايا مسح السكك الحديدية وعودة اللاجئين والنازحين داخليا.	0
وباستثناء المواجهات المتفرقة بين المتظاهرين والشرطة، لم ترد أنباء عن وقوع أي أعمال عنف.	0
وبينما تستمر تدابير مكافحة القرصنة في إثبات فعاليتها، يجب على المجتمع الدولي أن يواصل دعم الحكومة الصومالية في جهودها للوفاء بالتزاماتها، على النحو المبين في رؤية 2016 والاتفاق الصومالي.	1
يحث جميع الأطراف المعنية، بما في ذلك الدول الأعضاء وكيانات الأمم المتحدة والمؤسسات المالية، على دعم تطوير وتعزيز قدرات المؤسسات الوطنية، ولا سيما النظم القضائية والصحية، وشبكات المجتمع المدني المحلية من أجل تقديم مساعدة مستدامة ضحايا العنف الجنسي في النزاعات المسلحة وحالات ما بعد النزاع.	0
اغتنمنا هذه الفرصة للنظر في الوضع السياسي والأمني ​​في منطقة الساحل والصحراء، فضلا عن الجهود الرامية إلى التغلب على التحديات المطروحة وتعزيز السلام والأمن والاستقرار الدائمين.	1
وأدت الاشتباكات المتكررة بين قوات القوات المسلحة لجمهورية الكونغو الديمقراطية والجماعات المسلحة العاملة في المنطقة إلى سقوط العديد من الضحايا بين المدنيين.	0
35 - يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، أن يقوم فريق الرصد المنشأة بموجب القرار 1267، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، بدعم اللجنة أيضا لمدة ثلاثين شهرا، وفقا للولاية المنصوص عليها. في مرفق هذا القرار، ويطلب إلى الأمين العام أن يتخذ أي ترتيبات ضرورية لهذا الغرض؛	0
ويجب أن يحدد التقرير أيضًا المساهمات التي يمكن للمجلس تقديمها نحو التنفيذ الفعال للقانون الإنساني الحالي. وينبغي أن يدرس التقرير ما إذا كانت هناك أي ثغرات كبيرة في القواعد القانونية القائمة، من خلال مراجعة التقارير الأخيرة في هذا الصدد.	0
161 - وعلاوة على ذلك، رأت دائرة الاستئناف في المحكمة الدولية ليوغوسلافيا السابقة، في حكمها الصادر في عام 1995 في قضية تاديتش (الاستئناف التمهيدي)، أن الجزء الرئيسي من القانون الإنساني الدولي ينطبق أيضا على النزاعات الداخلية كمسألة من مسائل القانون العرفي، وأن وبالإضافة إلى ذلك، فإن الانتهاكات الجسيمة لهذه القواعد تشكل جرائم حرب.	1
وتعتقد أوغندا أن إنهاء الإفلات من العقاب هو الرادع الوحيد الموثوق به ضد الجرائم التي تثير قلق المجتمع الدولي.	0
وخلال هذه الفترة، ستواصل اللجنة تحقيقاتها في الجريمة ومساعدة السلطات اللبنانية على مواصلة التحقيق.	1
27 - وعلى الرغم من التأخير، فإن ما يشجعني هو أن جميع الأطراف المعنية قد وافقت الآن على استئناف تبادل الزيارات العائلية، مما يسمح لآلاف الأفراد في الإقليم والمخيمات في منطقة تندوف بالاستفادة من هذا البرنامج الإنساني.	1
ولتنفيذ خطتهم، يعتزمون توحيد الميليشيات المختلفة الخاضعة لسيطرتهم وتجهيزهم وتدريبهم في فير فر (إثيوبيا) وواجد (منطقة باكول).	1
129 - لدى معظم الدول أحكام كافية للمساعدة القانونية المتبادلة وتسليم المجرمين. وجميعها لديها إجراءات معمول بها لتبادل المعلومات.	1
وأنهت اللجنة استعراضها على النحو الواجب قبل الموعد النهائي الجديد.	1
ولا ينبغي لهذا المجلس أن يسمح بمكافأة تلك الاستراتيجية من خلال معالجة الرد على الإرهاب بدلا من الإرهاب نفسه. ويجب رفضه وليس استرضائه.	0
18 - ورغم أن هذه هي المرة الأولى التي شرعت فيها منظومة الأمم المتحدة في بذل جهد تخطيطي بهذا القدر من الاتساع والتعقيد، ويغطي تقريبا جميع مجالات العمل الرئيسية في مجال المرأة والسلام والأمن، فإن خطة العمل على نطاق المنظومة توفر حلا شاملا. ثروة من المعلومات عن الأنشطة التي تضطلع بها منظومة الأمم المتحدة لصالح المرأة في مناطق الصراع وما بعد الصراع.	1
5 - يعلن أن أعمال الإرهاب وأساليبه وممارساته تتعارض مع مقاصد الأمم المتحدة ومبادئها، وأن تمويل الأعمال الإرهابية والتخطيط لها والتحريض عليها عن علم يتعارض أيضا مع مقاصد الأمم المتحدة ومبادئها؛	1
1 - يدين بشكل قاطع جميع أعمال الإرهاب وأساليبه وممارساته باعتبارها إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأيا كان مرتكبها، ولا سيما تلك التي يمكن أن تهدد السلام والأمن الدوليين؛	0
57 - وينبغي للبعثة أن تواصل إعطاء الأولوية لرصد انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والإبلاغ عنها، ولا سيما عمليات القتل والعنف الجنسي والانتهاكات الجسيمة ضد الأطفال، مع دعم الحكومة في الوقت نفسه في جهودها الرامية إلى معالجة إرث الانتهاكات الجسيمة من خلال آليات العدالة الانتقالية. وتعزيز الجهود لمكافحة الإفلات من العقاب.	1
وعلى الرغم من تطبيق هذا الحظر من خلال ضوابط صارمة على الحدود، لا يزال المواطنون يخاطرون بالفرار، وخاصة إلى الصين.	0
53 - ويجري تنفيذ خطط متكاملة لدعم الانسحاب المقرر للعنصرين العسكري والمدني للبعثة في الفترة من 15 تشرين الأول/أكتوبر إلى 31 كانون الأول/ديسمبر 2010.	1
وفي ختام الاجتماع، اعتمدت اللجنة وثيقة ختامية تطلعية تحث جميع الدول الأعضاء على ضمان عدم التسامح مطلقا مع الإرهاب واتخاذ إجراءات عاجلة لمنع ومكافحة الإرهاب بجميع أشكاله ومظاهره من خلال التنفيذ الكامل والفعال للاتفاق. دقة.	1
تنفيذ سياسة المساواة بين الجنسين وتمكين النساء والفتيات.	1
25 - يطلب إلى جميع الدول الأعضاء، ولا سيما حكومة أفغانستان، إبلاغ اللجنة إذا علمت بأي معلومات تشير إلى ضرورة النظر في إدراج أي فرد أو مجموعة أو مؤسسة أو كيان تم رفع اسمه من القائمة بموجب الفقرة 1 من هذا القرار. ، ويطلب كذلك أن تقدم حكومة أفغانستان إلى اللجنة تقريراً سنوياً عن حالة الأفراد الذين تفيد التقارير بأنهم تصالحوا والذين رفعت اللجنة أسمائهم من القائمة في العام السابق؛	0
وكما يظهر من ضميمة هذه الرسالة، كانت قوات النظام وحشية بشكل خاص في مدينة الرقة، حيث استغلت غطاء الضربات الجوية التي قادتها الولايات المتحدة على داعش لذبح المدنيين الأبرياء على نطاق غير مسبوق.	0
بناء قدرات الدول على منع الانتشار والرد على هجمات أسلحة الدمار الشامل	1
تحث الدول الأعضاء، وفقا لبرنامج عمل الأمم المتحدة المتعلق بالأسلحة الصغيرة والأسلحة الخفيفة لمنع الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة ومكافحته والقضاء عليه، على اتخاذ إجراءات فعالة من خلال جملة أمور منها حل الصراعات وتطوير وتنسيق تنفيذ التشريعات الوطنية، بطريقة تتفق مع المسؤوليات الحالية للدول بموجب القانون الدولي ذي الصلة، لمراقبة الاتجار غير المشروع بالأسلحة الصغيرة إلى أطراف النزاع المسلح التي لا تحترم بالكامل الأحكام ذات الصلة من القانون الدولي المنطبق فيما يتعلق بحقوق الإنسان. وحماية الأطفال في النزاعات المسلحة.	1
وبالمثل، وجدت اللجنة أدلة كافية على استمرار ارتكاب الاغتصاب والعنف الجنسي بشكل منهجي ضد النساء أثناء تشريدهن، وذلك لإدامة الشعور بعدم الأمان بينهن والخوف من مغادرة المواقع المخصصة للمشردين.	0
إن المحاولات الحالية التي يبذلها مجلس الأمن لإلقاء اللوم على إريتريا غير مبررة، سواء من الناحية القانونية أو السياسية.	0
وعلاوة على ذلك، وبقدر ما تهدف عملية الجزاءات إلى تشجيع تغيير السلوك، فإن وصف الوقائع التي أدت إلى رفع الأسماء من القائمة يمكن أن يسترشد به أمين المظالم في سياق الحوار مع مقدمي الالتماسات ويقدم أمثلة للأفراد والكيانات المدرجة أسماؤهم في القائمة بشكل عام.	0
وعلى استعداد لمواصلة مساعدة لبنان في البحث عن الحقيقة ومحاسبة المسؤولين عن هذا العمل الإرهابي على جريمتهم،	1
وقد أنشأ الاتحاد الروسي وأوكرانيا وبيلاروسيا وحدات استخبارات مالية تعمل بكامل طاقتها. وفي عام 2010، اعتمدت بيلاروسيا وأوكرانيا تعديلات على قوانينهما لمكافحة غسل الأموال ومكافحة تمويل الإرهاب بشأن تحديد هوية العميل، والعناية الواجبة بالعملاء، وحفظ السجلات، والتأكد من الملكية المستفيدة، والمعاملات المشبوهة، كما قامت بتوسيع معايير الرقابة على تحويل الأموال. من خلال نظام البريد الحكومي.	1
- إدانة التحريض على العنف ضد المدنيين في حالات النزاع المسلح والدعوة إلى الوقف الفوري له.	0
ومن خلال استمرار التزامه بالتفاعل وتبادل المعلومات مع عموم الأعضاء كجزء من مسؤولياته الأساسية، يمكن للمجلس أن يأمل في تحسين المواقف الراسخة تجاهه بين عموم الأعضاء.	1
وكانت الشاحنات تحمل القوات المسلحة الحكومية، واستخدمت فيما بعد لنقل الممتلكات المنهوبة من القرية.	1
10 - يشدد على الحاجة الملحة إلى التنفيذ الكامل والفوري لهذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب، ويشدد على الحاجة الخاصة والعاجلة إلى تنفيذ هذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب المرتبطين بتنظيم داعش وجبهة النصرة والخلايا الأخرى والمنتسبين إليها، الجماعات المنشقة عن تنظيم القاعدة أو المتفرعة عنه، على النحو الذي حددته اللجنة، ويعرب عن استعداده للنظر، بموجب القرار 2161 (2014)، في تحديد الأفراد المرتبطين بتنظيم القاعدة الذين يرتكبون الأفعال المحددة في الفقرة 6 أعلاه؛	1
وقد تم تمويل الكثير من الجهود المكثفة لتمكين وحدات البعثة المتكاملة من التصدي بشكل قادر للتهديد الذي تشكله الألغام والأجهزة المتفجرة المرتجلة من خلال الصندوق الاستئماني لبعثة الدعم الدولية.	1
وقد سلمت قائمة بأسماء القادة العسكريين الثلاثة الكبار المتهمين في التجمع الكونغولي من أجل الديمقراطية - غوما، ولاحظت أن اثنين منهم قد تمت ترقيتهما.	1
ولا تزال فعالية وحدات مكافحة الجريمة المنظمة العابرة للحدود الوطنية في مالي تواجه عوائق كبيرة بسبب القيود المفروضة على الموارد على الرغم من اشتراك خلية الجريمة المنظمة عبر الوطنية التابعة لشرطة الأمم المتحدة مع نظيراتها المالية في الموقع.	0
o في 30 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخاً على شارع تجاري في قرية حطلة، دير الزور، مما أدى إلى مقتل 12 شخصاً، من بينهم 5 أطفال و4 نساء، وإصابة 11 آخرين؛ ودمرت 6 محلات تجارية و3 منازل.	0
وإذ يشير إلى الحق في حرية التعبير المنصوص عليه في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في عام 1948 ("الإعلان العالمي")، وإذ يشير أيضا إلى الحق في حرية التعبير في المادة 19 من العهد الدولي الخاص بحقوق الإنسان، الحقوق المدنية والسياسية التي اعتمدتها الجمعية العامة في عام 1966 ("العهد الدولي الخاص بالحقوق المدنية والسياسية") وأن أي قيود عليها يجب أن تكون فقط على النحو الذي ينص عليه القانون وتكون ضرورية للأسباب المنصوص عليها في الفقرة 3 من المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية،	0
وفي العديد من الأماكن، تتولى اللاجئات والنازحات داخليًا أدوارًا جديدة، ويجب الاستفادة من فرص التغيير الإيجابي ودعمها بشكل أكثر فعالية.	1
(3) يعاقب الجاني بالسجن لمدة تتراوح بين عشر سنوات وخمس عشرة سنة مع مصادرة الممتلكات حسبما تراه المحكمة مناسبا، أو بحكم استثنائي،	0
وأدى غياب سلطة الدولة أيضا إلى إنشاء مجموعات مجتمعية للدفاع عن النفس لحماية المجتمعات المحلية من الجماعات المسلحة، التي كثيرا ما أصبحت هي نفسها مصدرا للصراع.	0
وحتى 31 أغسطس/آب، عاد أكثر من 29,000 لاجئ إلى بلدانهم الأصلية، بما في ذلك 11,724 لاجئاً بمساعدة المفوضية السامية للأمم المتحدة لشؤون اللاجئين، كما عاد ما يقدر بنحو 18,000 لاجئ تلقائياً إلى ليبيريا.	1
وادعى العديد من المحاورين أن بعض البلدان المجاورة لعبت دورًا مزعزعًا للاستقرار.	0
يحدد التقرير، وفقًا لاختصاصاته، الحقائق والظروف ذات الصلة بالحوادث التي وقعت يومي 28 و29 أبريل ومن 23 إلى 25 مايو والأحداث أو القضايا الأخرى ذات الصلة التي ساهمت في الأزمة؛ ويوضح المسؤولية عن الأحداث ويوصي بإجراءات المساءلة.	1
ولا ينبغي السماح للإرهابيين والمتواطئين معهم باستغلال الثغرات في القانون القائم وبالتالي الإفلات من المسؤولية عن أفعالهم.	0
وعقب المشاورات، أدلى رئيس المجلس ببيان للصحافة، دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى وضع حد للعوائق التي تعترض حرية حركة القوات المحايدة، وحثوا جميع الأطراف على إظهار المسؤولية وضبط النفس حتى تجرى الحملة الانتخابية المقبلة في أجواء سلمية وفي موعدها المقرر.	0
واجتمعت بعثة التقييم مع طائفة واسعة من أصحاب المصلحة الدوليين والإيفواريين، بما في ذلك الرئيس غباغبو، ورئيس الوزراء سورو، ورئيسا أركان قوات الدفاع والأمن في كوت ديفوار، والقوات الجديدة، وممثلي الأحزاب السياسية ورؤساء الأركان. للمؤسسات الوطنية المسؤولة عن تنفيذ العمليات الرئيسية بموجب اتفاق واغادوغو.	0
(ب) تشجيع الدول على تزويد المسؤولين المعنيين بالتدريب اللازم لتنفيذ الإطار القانوني لمكافحة الإرهاب، في مجالات مثل التحقيق والملاحقة القضائية وإصدار الأحكام وتسليم المجرمين.	1
يطلب إلى الأمين العام أن يضمن حصول موظفي الأمم المتحدة المشاركين في أنشطة صنع السلام وحفظ السلام وبناء السلام على التدريب المناسب في مجال القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، بما في ذلك الأحكام المتعلقة بالأطفال والجنسين، ومهارات التفاوض والاتصال، والوعي الثقافي والتنسيق المدني العسكري، ويحث الدول والمنظمات الدولية والإقليمية ذات الصلة على ضمان إدراج التدريب المناسب في برامجها للموظفين المشاركين في أنشطة مماثلة.	1
ستُعقد في تموز/يوليه 2009 حلقة عمل للدول الأعضاء في الجماعة الكاريبية بشأن صياغة الردود على لجان مجلس الأمن الثلاث المعنية بمكافحة الإرهاب.	1
وعلى الرغم من هذا التقدم، فقد أظهرت العديد من الزيارات وورش العمل التي أجرتها اللجنة في المنطقة أن التعاون الإقليمي في مسائل مكافحة الإرهاب يتطلب المزيد من التعزيز. 184. وينبغي لدول المنطقة الفرعية أن تقوم بما يلي:	1
50 - خلال الفترة المشمولة بالتقرير، نُشرت الأصول الجوية للبعثة المتكاملة مؤقتا في كيدال لإجراء عمليات استطلاع ومراقبة لتحركات الجماعات المسلحة، ولا سيما في وادي تيلمسي (منطقة غاو).	1
(ص) التصديق دون تأخير على الاتفاقية الدولية لحماية جميع الأشخاص من الاختفاء القسري، واتفاقية حقوق الأشخاص ذوي الإعاقة، ونظام روما الأساسي للمحكمة الجنائية الدولية، والاتفاقيات الأساسية لمنظمة العمل الدولية؛	1
- المطالبة بالوقف الفوري والكامل لجميع أطراف النزاع المسلح لجميع أعمال العنف الجنسي ضد المدنيين، تماشياً مع القرارات 1325 (2000)، 1820 (2008)، 1888 (2009)، و1889 (2009)؛ تجنيد الأطفال واستخدامهم بما يتماشى مع القرارين 1612 (2005) و1882 (2009)؛ والهجمات العشوائية على المدنيين بما يتماشى مع القرار 1894 (2009)،	0
ويشدد القرار بشكل خاص على الحاجة الملحة إلى توفير حماية مادية أفضل للسكان النازحين وكذلك للفئات الضعيفة الأخرى، وخاصة النساء والأطفال. وينبغي تركيز الجهود في المناطق التي تكون فيها هذه الفئات والمجموعات الأكثر عرضة للخطر.	0
إن إرساء سيادة القانون بشكل حقيقي في جمهورية الكونغو الديمقراطية يتطلب تشكيل جيش ونظام قضائي وقوة شرطة تتسم بالفعالية والديمقراطية.	0
ضمان التنسيق والتنفيذ الفعالين لسياسة مكافحة الألغام والمبادئ التوجيهية الجنسانية لبرامج الأعمال المتعلقة بالألغام. الفريق العامل المشترك بين الوكالات المعني بنزع السلاح والتسريح وإعادة الإدماج (برئاسة إدارة عمليات حفظ السلام وبرنامج الأمم المتحدة الإنمائي) أنشأته اللجنة الأوروبية للسلام والأمن لتحسين أداء المنظمة في مجال نزع السلاح والتسريح وإعادة الإدماج، ويقدم الفريق العامل المشترك بين الوكالات المشورة الاستراتيجية، بما في ذلك احتياجات التدريب والسياسات والاستراتيجيات؛ الحفاظ على ومراجعة المجموعة المطورة من إرشادات الأمم المتحدة بشأن نزع السلاح والتسريح وإعادة الإدماج؛ تطوير وإدارة مركز موارد الأمم المتحدة لنزع السلاح والتسريح وإعادة الإدماج؛ ويسهل تخطيط عمليات نزع السلاح والتسريح وإعادة الإدماج بين وكالات الأمم المتحدة ذات الصلة.	1
كما أنها تدعم الأنشطة الأخرى المتعلقة بتنفيذ هدف فريق الاتصال المتمثل في التصدي للقرصنة بجميع جوانبها.	1
49 - ومن الواضح أنه عندما تبدأ البعثة انسحابها من بيراو في 21 تشرين الأول/أكتوبر 2010، فإن القوات الوطنية لجمهورية أفريقيا الوسطى قد لا تكون على الفور في وضع يسمح لها بنشر قوات إضافية والحفاظ عليها.	0
وترصد عملية الأمم المتحدة في كوت ديفوار عن كثب أعمال التحريض على الكراهية والعنف في وسائل الإعلام الإيفوارية، وتقدم تقارير شهرية إلى مجلس الأمن، وستواصل تعزيز قدرتها على رصد وتحليل وسائل الإعلام في الفترة التي تسبق الانتخابات.	1
داخل الجيش، تتم عملية إعداد التقارير وجميع الاتصالات الأخرى أعلى وأسفل سلسلة القيادة كما هو الحال مع معظم القوات المسلحة التقليدية.	1
ويتطلب البرنامج من المقاتلين السابقين العودة علناً، والتخلي عن أسلحتهم، والموافقة على احترام شرعية الحكومة وسيادة القانون وآلية المراقبة المجتمعية، إلى جانب تدابير أخرى تعتمد على الفرد المعني.	1
وذكرت أن التعاون بين الحكومة والمجتمع المدني يشكل جزءاً أساسياً من الجهود الرامية إلى منع الناس من اللجوء إلى الإرهاب، وأشارت إلى أنها تكثف جهودها لتحديد خطاب الكراهية على الإنترنت والتحقيق فيه.	1
وفيما يتعلق بشبه جزيرة القرم، أبلغ الأمين العام المساعد المجلس أنه، بالإضافة إلى انتهاكات حقوق الإنسان المبلغ عنها في السابق، حدثت زيادة في عدد حالات الاختفاء القسري، وأعرب عن قلقه إزاء اختطاف أربعة من تتار القرم خلال الفترة الشهر السابق في شبه جزيرة القرم، وتم العثور على أحدهم ميتًا.	0
تلاحظ أن هناك حاجة إلى اتخاذ مجموعة من التدابير من جانب المجتمع الدولي لتقاسم العبء الذي تتحمله الدول الأفريقية المضيفة للاجئين ودعم جهودها الرامية إلى ضمان الأمن والطابع المدني والإنساني لمخيمات اللاجئين ومستوطناتهم، بما في ذلك في مجالات إنفاذ القانون، نزع سلاح العناصر المسلحة، والحد من تدفق الأسلحة إلى مخيمات اللاجئين ومستوطناتهم، وفصل اللاجئين عن الأشخاص الآخرين غير المؤهلين للحصول على الحماية الدولية الممنوحة للاجئين أو الذين لا يحتاجون إلى حماية دولية، وتسريح المقاتلين السابقين وإعادة إدماجهم.	1
وللمرة الأولى منذ بداية الأزمة في عام 2012، قُتل اثنان من العاملين في المجال الإنساني في 29 مايو/أيار في منطقة تمبكتو عندما اصطدمت سيارتهم بجهاز متفجر مرتجل يتم التحكم فيه عن بعد. وقد اختطفت مركبتان تابعتان لمنظمة غير حكومية دولية يومي 8 و9 تشرين الثاني/نوفمبر بالقرب من ميناكا (منطقة غاو).	0
كما أقامت المديرية التنفيذية علاقات قوية بشكل خاص مع بعض المنظمات الإقليمية ودون الإقليمية، ولا سيما الجماعة الكاريبية، ولجنة البلدان الأمريكية لمكافحة الإرهاب في الأمريكتين التابعة لمنظمة الدول الأمريكية، والمركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، والاتحاد الأفريقي. والجماعة الاقتصادية لدول غرب أفريقيا، والهيئة الحكومية الدولية المعنية ببرنامج بناء القدرات الإنمائية لمكافحة الإرهاب (ICPAT)، والجماعة الإنمائية للجنوب الأفريقي في أفريقيا؛ وفي أوروبا، ومجلس أوروبا، والاتحاد الأوروبي، ومنظمة الأمن والتعاون في أوروبا؛ منتدى جزر المحيط الهادئ في المحيط الهادئ؛ وبنك التنمية الآسيوي ورابطة دول جنوب شرق آسيا في آسيا.	1
ومن شأن نقطة الاستفسار هذه أن تكمل مكاتب المساعدة الوطنية التي أوصى الفريق في السابق بأن تنشئها الدول الأعضاء (S/2007/132، الفقرات 61 إلى 64، و S/2007/677، الفقرة 138).	1
وكثيرا ما يتهرب قادة مؤسسات الحكم الذاتي المؤقتة من التزاماتهم بموجب القرار 1244 (1999) والإطار الدستوري.	0
أما أولئك الذين ولدوا قبل 25 مايو/أيار 1988 أو تم تجنيدهم بعد 25 مايو/أيار 2006 فسيتم تسريحهم فوراً، وفقاً لما يقتضيه اتفاق السلام الشامل.	1
ولا يزال النقص في عنصر شرطة البعثة يشكل سببا رئيسيا للقلق ويؤثر على قدرة البعثة على تنفيذ المهام الموكلة إليها.	0
1 - تؤكد سورية مرة أخرى على المبادرة التي أطلقتها منذ أكثر من عشرين عاماً لعقد مؤتمر دولي برعاية الأمم المتحدة لتعريف الإرهاب والتمييز بينه وبين نضال الشعوب ضد الاحتلال الأجنبي.	0
ومن الواضح أن هذه الظروف تمثل أكبر عقبة أمام الاستقرار والتقدم في أفغانستان، وأنها إذا سمح لها بالاستمرار فإنها تهدد بإبطال التقدم الذي تم إحرازه على مدى ما يقرب من ثلاث سنوات.	0
