en_ar_GOOGLE	MatCoop
إن استخدام القوة المميتة في مثل هذه المواقف يجب أن يحترم مبدأي التمييز والتناسب، ويجب أن تخضع الانتهاكات للمساءلة.	0
وقامت بعثة الشرطة التابعة للاتحاد الأوروبي بإضفاء اللامركزية على مهام الاتصال الخاصة بها، وذلك لتحسين التنسيق على المستوى المحلي، بينما ساهمت الأعمال التحضيرية التي سبقت وصول قوة الاتحاد الأوروبي في تسهيل عملية الانتقال.	1
وإذا كانت البنوك مفرطة في تقييدها في اتخاذ القرار بشأن ما يجب فحصه كحالة محتملة لتمويل الإرهاب، فمن المرجح أن تفشل في استخدام الأساليب الجديدة بقدر ما تكتشف استخدام الأساليب القديمة.	1
الاتفاقية الأوروبية لقمع الإرهاب، تم التوقيع عليها في 13 فبراير 1992، وتم التصديق عليها في 15 أبريل 1992، ودخلت حيز التنفيذ في جمهورية تشيكوسلوفاكيا الاتحادية في 15 يوليو 1992.	1
وفي حين أن البعض يتباطأ في الاستجابة للجنة، فإن عددا متزايدا يحرص على المشاركة في عملها، سواء عن طريق تقديم الأسماء أو عن طريق الترويج لأفكار لمجالات جديدة يمكن أن تساعد فيها الجزاءات أو غيرها من إجراءات مجلس الأمن في وقف تدفق المجندين وتقليل احتمالات ذلك. لمزيد من الهجمات من قبل الإرهابيين المرتبطين بتنظيم القاعدة وطالبان.	1
وأفادت إحدى المنظمات عن أساليب قتل قاسية وغير إنسانية، مثل حالتي قتل بالصلب.	0
&#39;2` نزع سلاح جميع الجماعات والميليشيات المسلحة في شرق جمهورية الكونغو الديمقراطية، باستخدام جميع الوسائل اللازمة؛	1
43 - ترحب اللجنة بقيام مديريتها التنفيذية بقيادة العمل المنجز في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب من أجل إعداد خلاصة وافية للصكوك الدولية والإقليمية والقواعد والممارسات الجيدة لمراقبة الحدود فيما يتعلق بمكافحة الإرهاب والعمل. لوضع إطار للإدارة المنسقة للمخاطر الأمنية على الحدود.	1
يتطلب التحقيق والملاحقة القضائية في القضايا التي تنطوي على طرق دفع جديدة مستوى عالٍ من المهارة الفنية وإجراءات سريعة من قبل السلطات. كما أنها تتطلب أشكالاً معززة من التعاون الدولي، لا سيما في مجال الحفاظ على الأدلة الإلكترونية.	1
ولكن كان هناك قلق أيضاً لأنه في كل مرة تظهر فيها بادرة أمل في الشرق الأوسط، يقابلها تزايد العنف والدمار.	0
وإذ يقر بالمساهمة الهامة لعمليات حظر الأسلحة التي يفرضها المجلس في مكافحة النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة، والتخفيف من حدة الصراعات وتهيئة الظروف المؤاتية للتسوية السلمية للحالات التي تهدد أو تنتهك السلام والأمن الدوليين، وإذ يسلم أيضا مساهمة عمليات حظر الأسلحة التي فرضها المجلس في دعم منع نشوب الصراعات، وبناء السلام بعد انتهاء الصراع، ونزع السلاح والتسريح وإعادة الإدماج، وإصلاح قطاع الأمن،	0
إلا أن النساء والأطفال كانوا أيضاً ضحايا لعمليات القتل خلال العديد من الهجمات.	0
12 - خلال الفترة المشمولة بالتقرير، واصلت حكومة تشاد ومفوضية الأمم المتحدة لشؤون اللاجئين تنفيذ برامج لتوعية اللاجئين والمشردين بالطابع المدني للمخيمات. وفي 12 أيلول/سبتمبر، ألقت المفرزة الأمنية المتكاملة القبض على 11 شخصاً في مخيم قوز عامر للاجئين بالقرب من قوز بيضة (منطقة دار سيلا)، للاشتباه في قيامهم بأنشطة تجنيد في المخيم لصالح إحدى الجماعات المسلحة خلال الأشهر القليلة الماضية.	1
ويفرض قرار مجلس الأمن 1373 (2001) بالفعل التزامات على الدول باتخاذ إجراءات معينة لقمع الإرهاب وتجنيد أعضاء في الجماعات الإرهابية، ومنع تحركات الإرهابيين، وتقديم الإرهابيين إلى العدالة.	1
(ح) وضع منهجيات لتحسين فعالية التعاون مع فرادى الدول والمنظمات دون الإقليمية والإقليمية والدولية، والترتيبات المتعددة الأطراف التي تتناول ضوابط التصدير والكيانات ذات الصلة داخل منظومة الأمم المتحدة، وتقييم مستوى التعاون بين اللجان المنشأة عملاً القرارات 1540 (2004)، 1267 (1999) و 1373 (2001)، بتقييم مستوى تبادل المعلومات وتنسيق الزيارات إلى البلدان، على وجه الخصوص، وتقديم توصيات محددة، إذا كان ذلك مناسبا، لتعزيز التعاون.	1
وفي الوقت نفسه، من الضروري أن يفي جميع أصحاب المصلحة الصوماليين، وخاصة المؤسسات الاتحادية الانتقالية، بوعودهم لحل التحديات السياسية والاقتصادية والأمنية الهائلة التي تواجههم.	0
27 - ومع بداية هطول الأمطار، حدث انخفاض عام في أعمال العنف بين القبائل، ولا سيما الغارات على الماشية والصراعات على مناطق المياه والرعي.	0
ولكن إلى حد ما، تمكن تنظيم القاعدة من التعافي من خسارة أفغانستان كقاعدة تدريب للإرهاب من خلال استغلال الوضع في العراق.	0
وسيتم اتخاذ إجراءات حازمة لمنع ومكافحة العنف القائم على نوع الجنس، بما في ذلك الاستغلال والانتهاك الجنسيين.	1
3 - ويشير المستوى الملحوظ للتعاون بين اللجنة والدول الأعضاء الأخرى خلال الاستعراض إلى أن مجموعة كبيرة من الدول لا تزال تشاطر مجلس الأمن قلقه بشأن ضرورة وجود رد دولي منسق على التهديد الذي يشكله تنظيم القاعدة وحركة الطالبان.	1
وقد شجعت الدعوات المتكررة من قبل الجماعات للحصول على التبرعات، وادعاءاتها بعدم القدرة على شن هجمات بسبب نقص الأموال، على زيادة التركيز على إضافة الممولين إلى القائمة.	0
(أ) التأكد من أن موظفي الجمارك لديهم التدابير العملية والموارد اللازمة لكشف ومنع حركة العملات والسندات القابلة للتداول لحاملها عبر الحدود، والكشف عن تهريب الأسلحة والأسلحة ومنعه؛	1
وفي الاجتماع المعقود في 21 أيار/مايو، كانت هناك إشارة محددة إلى مسألة الأسلحة على النحو المبين في الفقرة 93.	0
ويقوم الفريق بالفعل بإجراء اتصالات مع المكاتب الإقليمية لمكتب شؤون نزع السلاح لتحسين تبادل المعلومات (لا سيما بشأن إدارة مخزونات الذخائر، التي ثبت أنها تمثل مشكلة في الحالة الليبية).	1
Ø الدعوة إلى الالتزام الصارم من جانب أطراف النزاع المسلح بالقانون الإنساني الدولي وقانون حقوق الإنسان المعمول بهما فيما يتعلق بحماية النساء والفتيات المتضررات من النزاع المسلح.	0
140. في 14 ديسمبر 2004، بدأت المحادثات بين حكومة السودان ووفد الحركة الوطنية للإصلاح والتنمية في نجامينا، بوساطة تشادية. وفي 17 ديسمبر/كانون الأول، وقع الطرفان على بروتوكولين، أحدهما بشأن وصول المساعدات الإنسانية والآخر بشأن القضايا الأمنية في منطقة الحرب.	1
وبناء على النتائج التي توصلت إليها اللجنة والتحقيقات اللبنانية حتى الآن، وعلى أساس الأدلة المادية والوثائقية التي تم جمعها، والخيوط التي تم تتبعها حتى الآن، هناك أدلة متقاربة تشير إلى تورط لبناني وسوري في هذا العمل الإرهابي.	0
&quot;(أ) تحديد الوقائع والظروف ذات الصلة بالحوادث التي وقعت في 28 و 29 نيسان/أبريل و 23 و 24 و 25 أيار/مايو وما يتصل بها من أحداث أو قضايا ساهمت في الأزمة، بما في ذلك المسائل المتعلقة بأداء قطاع الأمن؛	1
وكما ذكر أعلاه، فإن هذا النهج يسترشد بفهمه المتزايد للتحديات المستمرة في مجال مكافحة الإرهاب، وهو الفهم المكتسب من حواره النشط مع الدول، بما في ذلك في إطار زياراته التقييمية القطرية. وتواصل المديرية التنفيذية تقديم إحالات محددة للمساعدة التقنية تتعلق بالاحتياجات المحددة في الدول التي تمت زيارتها. وهي تفعل ذلك على أساس مستهدف للمانحين الذين يُنظر إليهم على أنهم متقبلون، سواء كان ذلك بسبب مشاركتهم في البرامج القائمة في دولة معينة أو بسبب اهتمامهم وقدراتهم القوية في مجال تقني ذي صلة.	1
وألحق المهاجمون أضرارا جسيمة ببوابة المدخل الرئيسية، وجزء من الجدار الخارجي المحيط بالسجن، والأسلاك الشائكة على الجدار المحيط، وشاحنة نقل السجناء الوحيدة في السجن.	0
44 - ترحب اللجنة بالعمل الذي تقوم به المديرية التنفيذية لمواصلة التعاون الوثيق مع خبراء لجان مجلس الأمن المنشأة عملا بالقرار 1540 (2004) والقرارين 1267 (1999) و 1989 (2011)، بما في ذلك من خلال التبادل المنتظم. المعلومات وتبادل تقارير البعثات وإعداد الوثائق المشتركة والبيانات المشتركة لرؤساء اللجان المقدمة إلى المجلس.	1
10 - تشمل التدابير التي اتخذتها الدول الأنشطة المحظورة التي تقوم بها الجهات من غير الدول، على النحو الوارد في الفقرة 2 من القرار 1540 (2004) فيما يتعلق بالأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، والضوابط المفروضة على المواد ذات الصلة، وفقا للفقرة 3 من القرار.	0
وأعرب الأعضاء عن استعدادهم للنظر، في الوقت المناسب، في التقارير المستكملة بشأن التخطيط للانتقال السلس نحو إطار المساعدة الإنمائية المستدامة بحلول نهاية ولاية مكتب الأمم المتحدة في تيمور - ليشتي في أيار/مايو 2006.	0
 التنسيق المنهجي بين العناصر المدنية والعسكرية للبعثة ومع الجهات الفاعلة الإنسانية، من أجل تعزيز الخبرات في مجال حماية المدنيين.	1
لكن الفريق يرى فرصة لمعالجة هذه القضية من خلال حظر الأسلحة، ويوصي بما يلي: (أ) أن تدرج اللجنة صراحة المتفجرات المدنية والمتفجرات المرتجلة في وثيقة شرح الشروط الخاصة بها؛ (2) أن تقوم اللجنة بتجميع تجارب الدول الأعضاء في التعامل مع هذا التهديد في وثيقة تنشرها على موقعها الإلكتروني؛ و(3) أن يحدد مجلس الأمن في أي قرار مستقبلي بشأن هذه المسألة أن &quot;المواد ذات الصلة بجميع أنواعها&quot; تشمل المتفجرات المدنية والمتفجرات المرتجلة.	1
5. من أجل مساعدة الحكومة في تنفيذ برنامجها وتوطيد وتعزيز آليات المتابعة القائمة، سيتم إنشاء فريق عمل دولي (IWG) على المستوى الوزاري، والذي سيجتمع مرة واحدة شهريًا في كوت ديفوار. يقوم ساحل العاج بتقييم ورصد ومتابعة عملية السلام، بما في ذلك خريطة الطريق المتفق عليها في بريتوريا وأي اتفاقات لاحقة أخرى، من خلال تحديد درجة تعاون الأطراف والجهات الفاعلة الأخرى المعنية، واحترامها للالتزامات التي تم التعهد بها، وإذا لزم الأمر. وأي موقف من شأنه أن يعيق الاختتام الناجح لعملية السلام والمصالحة في كوت ديفوار، وتقديم التوصيات المناسبة إلى مجلس السلام والأمن التابع للاتحاد الأفريقي ومجلس الأمن التابع للأمم المتحدة.	1
&quot;ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء التهديد الذي تشكله القرصنة والسطو المسلح في البحر على الملاحة الدولية، وسلامة الطرق البحرية التجارية، والأمن والتنمية الاقتصادية للدول في المناطق المعنية، فضلا عن سلامة ورفاه البحارة وغيرهم من الأشخاص، بما في ذلك من خلال أخذهم كرهائن، وتزايد العنف الذي يستخدمه القراصنة والأشخاص المتورطون في أعمال القرصنة والسطو المسلح في البحر. ويدين مجلس الأمن بأشد العبارات أخذ الرهائن واستخدام العنف ضدهم الرهائن، ويهيب بالدول أن تتعاون أيضاً، حسب الاقتضاء، لتأمين الإفراج المبكر عن الرهائن، بما في ذلك من خلال تبادل المعلومات والاستخبارات.	0
79 - تمتلك أربع دول أنظمة قانونية فعالة لضمان المساعدة القانونية المتبادلة وتسليم المجرمين، ولكن لا توجد دولة لديها آليات كافية لتبادل المعلومات بسرعة وفعالية مع نظيراتها الدولية.	1
يقرر أن تكون ولاية [البعثة] على النحو التالي: ... &#39;5` مساعدة سلطات ... [البلد المتأثر] في وضع وتنفيذ برامج لنزع السلاح والتسريح وإعادة الإدماج للجنود السابقين المقاتلين وتفكيك الميليشيات وجماعات الدفاع عن النفس، بما يتفق مع أهداف المصالحة ومع مراعاة الاحتياجات الخاصة للأطفال المسرحين؛	1
التقرير المتعلق بنتائج استعراض الأسماء المدرجة في القائمة الموحدة المبينة في الفقرة 25 من القرار 1822 (2008)، قيد النظر حاليا من قبل لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وتنظيم القاعدة. حركة طالبان والأفراد والكيانات المرتبطة بها.	0
وإذ يؤكد الالتزام الواقع على عاتق جميع الدول الأعضاء بتنفيذ القرار 1373 (2001) بالكامل، بما في ذلك ما يتعلق بطالبان أو القاعدة، وأي أفراد أو جماعات أو مؤسسات أو كيانات مرتبطة بتنظيم القاعدة أو أسامة بن لادن أو حركة طالبان، التي شاركت في تمويل الأنشطة أو الأعمال الإرهابية أو التخطيط لها أو تيسيرها أو تجنيدها أو الإعداد لها أو ارتكابها أو دعمها بأي شكل آخر، وكذلك في تسهيل تنفيذ التزامات مكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،	0
وطلب أعضاء مجلس الأمن أيضا من رئيس المجلس أن ينقل إلى الممثل الدائم لجمهورية الكونغو الديمقراطية قلقهم إزاء طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان وأن يدعو الحكومة إلى مواصلة المشاركة في مكافحة الإفلات من العقاب وفي تعزيز احترام حقوق الإنسان وسيادة القانون.	0
كما تم إحراز تقدم في تبادل المعلومات المتعلقة بهؤلاء الأفراد - وخاصة من خلال المنظمة الدولية للشرطة الجنائية (الإنتربول) - وكذلك في التعاون في مجال أمن الحدود.	1
وفي العديد من الأماكن، تتولى اللاجئات والنازحات داخليًا أدوارًا جديدة، ويجب الاستفادة من فرص التغيير الإيجابي ودعمها بشكل أكثر فعالية.	1
في 20 تموز/يوليه، اجتمع المجلس في مناقشة مفتوحة (الجلسة 4174) للنظر في دوره في منع نشوب الصراعات المسلحة.	1
كما سيساعد اللجنة في تقييمها لاحتياجات المساعدة التقنية بهدف استكشاف السبل الكفيلة بتيسير تقديم المساعدة التقنية إلى الدول الأعضاء المعنية بشكل أكثر فعالية.	1
ومثل هذه الآلية ضرورية للتحقيق بشكل كامل في مصير الأشخاص المفقودين.	1
6. إن تراجع تنظيم القاعدة يرجع جزئياً إلى الحملة الدولية المتواصلة لتقييد نفوذه، وجزئياً نتيجة لصناعته.	1
15 - وفي 8 أيلول/سبتمبر، بلغ القوام الإجمالي لقوة عملية الأمم المتحدة في كوت ديفوار 430 6 فردا، مقابل القوام المأذون به البالغ 090 7 فردا، بما في ذلك 200 مراقب عسكري.	1
وفي حين أكد مجلس الأمن أن العقوبات المالية تنطبق أيضا على توفير استضافة الإنترنت والخدمات ذات الصلة، فإن الإرهابيين والجماعات الإرهابية قادرون على استخدام خدمات الإنترنت على نطاق واسع.	0
وخلال الأشهر الثلاثة الماضية، قامت وحدة التحقيق الخاصة المشتركة التابعة لبعثة الأمم المتحدة لتحقيق الاستقرار في هايتي بالتحقيق في أربع حالات إعدام بإجراءات موجزة مزعومة على الأقل.	1
إجراءات الإغاثة والخدمات الاجتماعية التي تراعي الفوارق بين الجنسين ومعايير الأهلية. هـ.1. تطوير وتنفيذ وتقييم السياسات والاستراتيجيات المتعلقة بتعميم مراعاة المنظور الجنساني في جميع برامج إعادة الإعمار والتأهيل في مرحلة ما بعد الصراع.	1
24 - ونظمت اللجنة، بمساعدة مديريتها التنفيذية، عددا من المناسبات الخاصة مع الدول الأعضاء والمنظمات الدولية والإقليمية بشأن القضايا ذات الاهتمام المشترك والراهن، بما في ذلك مكافحة الإرهاب من خلال استخدام تكنولوجيات الاتصالات والمعلومات الجديدة.	1
ويواصل الأفراد والخلايا المرتبطة بتنظيم القاعدة والمنتسبين إليه الابتكار فيما يتعلق بالأهداف والتكتيكات والتكنولوجيا.	0
177- ولا تزال المحاكم والهياكل المنشأة بموجب الدستور في طور النمو، ولا يزال النظام يعتمد اعتماداً كبيراً على الموظفين الدوليين الذين يؤدون مهامهم التنفيذية.	1
وسوف يعطي صوتاً للشباب من خلال العمل كمنتدى يضمن تماسك السياسات ويعزز اهتمام الشباب بالسياسات الحكومية.	1
كما عززت الدول تنفيذ التدابير المطلوبة لمكافحة الإرهاب على المستوى المؤسسي.	1
وتُمنح استثناءات لإمدادات الأسلحة والأعتدة الفتاكة ذات الصلة المقدمة إلى قوات الأمن الإيفوارية، والمخصصة حصرا لدعم العملية الإيفوارية لإصلاح القطاع الأمني أو استخدامها فيها، على النحو الذي يتم إخطار اللجنة به مسبقا.	1
وقد تعرضت قرية نوري القريبة من بلدة مورني في غرب دارفور لهجوم شنته قوات الجنجويد والقوات الحكومية في كانون الأول/ديسمبر 2003.	0
118 - توصي اللجنة بإجراء مزيد من التحقيقات لتحديد أي من رجال الرائد رينادو التالين كان موجودا في فاتو آهي: مويسيس راموس، بلاسيدو ريبيرو غونسالفيس، ديوليندو باروس، أنطونيو سافيو، فيلومينو سواريس مينيزيس، فرانسيسكو دي أوغوستو، جيلسون خوسيه أنطونيو. دا سيلفا، جوانينيو ماريا غوتيريس، يواكيم باريتو، خوسيه جوميز، ناتالينو بورخيس بيريرا، أندريه دا كوستا بينتو مارتينيو ألميدا، أبيليو دا كوستا دي جيسوس، فرانسيسكو زيمينيس ألفيس، فيلسبيرتو جارسيا، داريو دا سيلفا ليونج، نيلسون جالوتشو، ونيكسون جالوتشو.	0
17 - ونعتقد أن الخطوات المذكورة أعلاه مجتمعة توفر الأساس لنهج استراتيجي لتعزيز قوى السلام في الصومال. ومن شأن هذا النهج أن يكمل التدابير التي اتخذها المجلس بالفعل لاحتواء الصراع.	1
سابعا. بناء القدرات ودعم المحاكمات المتعلقة بالقرصنة في المنطقة	1
في جلسة مجلس الأمن 6897، المعقودة في 20 كانون الأول/ديسمبر 2012، فيما يتعلق بنظر المجلس في البند المعنون &quot;بناء السلام بعد انتهاء النزاع&quot;، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
وقد ذكرت الحكومة مرارا وتكرارا أن القادة العسكريين تلقوا تعليمات بعدم القصف.	1
ونعرب عن قلقنا البالغ إزاء محنة الفلسطينيين في قطاع غزة.	0
وتم فصل النساء والأطفال عن الرجال، واحتجازهم في منطقة حول المسجد، ثم أخذهم خاطفوهم بعد ذلك لاغتصابهم.	0
وأعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمة من البنك الدولي، كتيبا عن الأهداف يبين الوضع الحالي لتيمور - ليشتي ويحدد الآثار المترتبة على السياسة العامة لتحقيق الأهداف والمؤشرات.	1
وكان معظم الشهود المحتملين المقيمين خارج الدولة يخشون الإدلاء بشهادتهم، حتى على أساس سري، لأنهم كانوا يخشون على سلامة أفراد أسرهم ويفترضون أن سلوكهم لا يزال يخضع للمراقبة السرية من قبل السلطات.	0
(ج) الاتصال بحكومة [البلد المتأثر] ومفوضية الأمم المتحدة لشؤون اللاجئين لدعم جهودهما الرامية إلى نقل مخيمات اللاجئين القريبة من الحدود، و وتزويد المفوضية، على أساس التوفر واسترداد التكاليف، بالمساعدة اللوجستية لهذا الغرض؛	1
183) المعلومات المقدمة في التقارير السابقة التي فحصتها اللجنة تستند بشكل رئيسي إلى روايات الشهود التي تم جمعها من خلال مقابلات مع النازحين واللاجئين.	0
تم اكتشاف 32 مجموعة من الرفات، يفترض أنها لأفراد عسكريين عراقيين، وبعضها يحمل بطاقات هوية. وسيتم تسليمهم إلى السلطات العراقية فور الانتهاء من الإجراءات اللازمة.	1
531 - لاحظت اللجنة في البداية أنها حددت هوية 10 مسؤولين رفيعي المستوى في الحكومة المركزية، و17 مسؤولا حكوميا يعملون على المستوى المحلي في دارفور، و14 عضوا من الجنجويد، و7 أعضاء من مختلف الجماعات المتمردة، و3 ضباط من جيش أجنبي. (الذين شاركوا بصفتهم الفردية في النزاع) الذين يشتبه في أنهم يتحملون المسؤولية الجنائية الفردية عن الجرائم المرتكبة في دارفور.	0
وفي أمريكا الوسطى ومنطقة البحر الكاريبي، تدير عملية حوار سان خوسيه برامج بشأن التكامل ومنع الإرهاب والتحريض.	1
4 - وفي كوت ديفوار، أجرى الفريق اتصالات وثيقة مع الفروع السياسية والشرطية والعسكرية لعملية الأمم المتحدة في كوت ديفوار.	1
يوصى بمواءمة وتنسيق مساهمات الأمم المتحدة في خطة تحقيق الاستقرار كجزء من المراجعة المقبلة لإطار عمل الأمم المتحدة للمساعدة الإنمائية.	1
بمعنى آخر، لا يتم قتل السكان الذين نجوا من الهجمات على القرى بشكل مباشر في محاولة للقضاء على الجماعة؛ بل يضطرون إلى ترك منازلهم والعيش معًا في مناطق تختارها الحكومة.	0
(ج) التعاون الوثيق من أجل التنفيذ الكامل للجزاءات المفروضة على الإرهابيين والمرتبطين بهم، ولا سيما تنظيم القاعدة وحركة الطالبان والمرتبطين بهما، على النحو المبين في القرارات 1267 (1999)، و 1390 (2002)، و 1455 (2003)، لاتخاذ إجراءات عاجلة واتخاذ الإجراءات اللازمة لحرمانهم من الوصول إلى الموارد المالية التي يحتاجون إليها لتنفيذ أعمالهم، والتعاون بشكل كامل مع فريق الرصد المنشأ عملا بالقرار 1363 (2001)؛	0
وقد تحسنت إمكانية وصول المساعدات الإنسانية إلى دارفور بشكل كبير بسبب الرفع التدريجي للقيود المفروضة على إيصال المساعدات الإنسانية منذ الصيف الماضي.	1
ثانيًا، حتى لو كان من الممكن إثبات هذا السبب المشروع، فإن طالب اللجوء يخضع لاستثناءات الاستبعاد المنصوص عليها في المادة 1و، والتي تحرم المذنبين بارتكاب أفعال شنيعة وجرائم عامة خطيرة من الحماية الدولية للاجئين وتضمن عدم إساءة معاملة هؤلاء الأشخاص. مؤسسة اللجوء لتجنب التعرض للمساءلة القانونية عن أفعالهم.	0
يقرر بموجب هذا، بعد أن تلقى طلب [الدولة المتضررة]، إنشاء محكمة دولية لغرض وحيد هو محاكمة الأشخاص المسؤولين عن أعمال الإبادة الجماعية وغيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي المرتكبة في إقليم [الدولة المتضررة] والمواطنين [ الدولة المتضررة] المسؤولة عن الإبادة الجماعية وغيرها من الانتهاكات المماثلة المرتكبة في أراضي الدول المجاورة بين [التواريخ] ....	1
&quot;ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء الأنشطة التي تقوم بها المنظمات الإرهابية في منطقة الساحل، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، ويكرر إدانته القوية للهجمات الإرهابية الأخيرة التي ارتكبت في المنطقة.	0
25 - وشهدت فترة إدارة الأمم المتحدة الانتقالية في تيمور الشرقية أيضا إنشاء العديد من مؤسسات الدولة الحديثة. وتشمل هذه البرلمان الوطني، ومجلس الوزراء، وهياكل الحكم المحلي، وجهاز الشرطة، وقوة الدفاع.	1
9- وتشكل حالة المدافعين عن حقوق الإنسان في جميع أنحاء البلاد سبباً آخر يدعو إلى القلق الشديد. ويتعرض العديد منهم للمضايقات والاعتقال التعسفي والاحتجاز غير المبرر.	0
66 - يعد تعزيز مؤسسات سيادة القانون في هايتي، بما في ذلك إصلاح الشرطة الوطنية الهايتية، أمرا ضروريا لصيانة الاستقرار الداخلي بشكل فعال وبسط سلطة الدولة.	1
وبحسب إفادات شهود عيان، فقد تم استهداف مدنيين، بينهم نساء وأطفال ومسنين، خلال الهجوم.	0
وتتواصل الجهود الرامية إلى منع تفشي وباء الكوليرا في مقديشو، بما في ذلك إضافة الكلور إلى إمدادات المياه والتعاون الوثيق مع القطاع الصحي.	1
الدعوة إلى امتثال أطراف النزاع المسلح بشكل صارم للقانون الإنساني الدولي وقانون حقوق الإنسان المعمول بهما فيما يتعلق بالأطفال المتضررين من النزاع المسلح.	0
وخلال الهجمات، ورد أن الجنجويد دمروا الأدوات ومعدات تجهيز الأغذية وأوعية المياه وغيرها من الأدوات المنزلية الضرورية لبقاء السكان على قيد الحياة.	0
لتحديد ما إذا كان أحد الإدخالات في القائمة يفتقر إلى محددات الهوية، تطبق اللجنة في كثير من الأحيان المعايير التي يستخدمها الإنتربول، الذي يصدر إلى وكالات إنفاذ القانون الوطنية الإنتربول - نشرات خاصة لمجلس الأمن التابع للأمم المتحدة بشأن جميع الأفراد والكيانات المدرجة في القائمة والتي لديها ما لا يقل عن معرفين.	1
تنفيذ سياستها بشأن المساواة بين الجنسين وخطة العمل لتعميم قضايا المساواة بين الجنسين في أربعة مجالات عمل: التنسيق وإدارة المعلومات والدعوة والسياسة.	1
وخلال هذه الفترة، ستواصل اللجنة تحقيقاتها في الجريمة ومساعدة السلطات اللبنانية على مواصلة التحقيق.	1
80 - لدى أربع دول قوانين شاملة لمكافحة الإرهاب.	1
وحشدت وكالات المعونة الاستجابة، إلا أن تدفقات غو غير العادية سلطت الضوء على الحاجة إلى إنذار مبكر وخطط استعداد لحالات الطوارئ.	1
... مشددًا على أهمية التحقيق في [انتهاكات حقوق الإنسان المزعومة وانتهاكات القانون الإنساني الدولي]، بما في ذلك تلك التي حدثت طوال الأزمة، والتي ارتكبتها جميع الأطراف، بغض النظر عن وضعهم أو انتماءاتهم السياسية، والتأكيد من جديد على أن المسؤولين عن تلك الانتهاكات ويجب محاسبة مثل هذه الانتهاكات وتقديمها إلى العدالة بغض النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين...، وحث الحكومة على زيادة وتسريع جهودها لمكافحة الإفلات من العقاب،	0
وفي الجمهورية العربية السورية، فإن العلاقة المحتملة بين أعداد كبيرة من المقاتلين الأجانب المنتسبين إلى تنظيم القاعدة وجبهة النصرة، التي تنشئ جمعيات على أساس لغة مشتركة، يمكن أن تؤدي إلى ظهور شبكات متطرفة عربية وأوروبية جديدة.	0
(أ) التشجيع على وضع أهداف قابلة للقياس للحد من العنف المسلح؛	1
إنشاء أنظمة لدعم العنف القائم على النوع الاجتماعي.	1
- المساهمة، حسب الاقتضاء، في تطوير السلطات الإيفوارية لقدرات الشرطة والدرك، ولا سيما من خلال التدريب على مكافحة الحشود، واستعادة وجودها في جميع أنحاء [البلد المتأثر].	1
20 - يقرر أن تتلقى اللجنة، عند النظر في طلبات رفع الأسماء من القائمة، مساعدة من مكتب لأمين المظالم ينشأ لفترة أولية مدتها 18 شهرا اعتبارا من تاريخ اتخاذ هذا القرار، ويطلب إلى الأمين العام أن يقوم بذلك بشكل وثيق التشاور مع اللجنة، لتعيين شخص بارز يتمتع بأخلاق رفيعة وحياد ونزاهة ويتمتع بمؤهلات وخبرة عالية في المجالات ذات الصلة، مثل القانون وحقوق الإنسان ومكافحة الإرهاب والجزاءات، ليكون أمينا للمظالم، وتكون ولايته مبينة في المرفق II من هذا القرار، ويقرر كذلك أن يقوم أمين المظالم بهذه المهام بطريقة مستقلة ومحايدة، ولا يجوز له أن يطلب أو يتلقى تعليمات من أي حكومة؛	1
177) ركز تحقيق اللجنة في قضية أبو عدس على السعي لتحديد مكان وجود السيد أبو عدس وتقييم احتمال أن يكون السيد أبو عدس هو في الواقع المفجر الانتحاري المزعوم.	1
375. يحظر عدد من الصكوك الدولية لحقوق الإنسان استخدام التعذيب.	1
وفي الوقت نفسه، يجري حشد الموارد بدعم من عملية الأمم المتحدة في كوت ديفوار واليونيسيف وبرنامج الأغذية العالمي لإعادة تأهيل وإعادة إدماج 511 طفلا جنديا، من بينهم 204 فتيات، تم إطلاق سراحهم وتسليمهم إلى اليونيسيف من قبل قيادة القوات الجديدة.	1
ويتعين على الزعماء الصوماليين أن يعملوا على إيجاد عملية سياسية مفتوحة أمام كل المستعدين لرفض المعارضة العنيفة.	0
علاوة على ذلك، ترى شيلي أن الفقرة 2 من منطوق مشروع القرار تتضمن إدانة الهجمات الانتحارية ضد المدنيين فقط.	0
21 - ورغم أنه تم بالتأكيد إحراز تقدم على مدى العقد الماضي، فمن الواضح أنه لا يزال هناك الكثير الذي يتعين القيام به لجعل الدول الأعضاء والمناطق آمنة من خطر الإرهاب.	1
