en_ar_TRANSFORMERS	MatConf
واستُدعي الرجال الذين كانوا محتجزين في كايليك وأطلق عليهم النار أمام الجميع أو بدلاً من ذلك أخذوا بعيداً وأُطلق عليهم النار.	1
وليس من الضروري، ولكن قد يكون من المهم، إثبات أن الهجوم جاء نتيجة لوجود سياسة أو خطة.	1
ولاحظت إحدى الدول أنه على الرغم من أن الجهود العالمية لمكافحة الإرهاب قد أضعفت إلى حد كبير قيادة تنظيم القاعدة، فإن مصدر التهديد قد تحول إلى جماعات منتسبة إلى تنظيم أساسي ولكنها منفصلة عنه، وكذلك إلى أفراد متضررين من إيديولوجية هذه الجماعات ومن تحريضها على العنف، وشددت عدة دول على ضرورة عدم ربط الإرهاب بأي دين أو جنسية أو حضارة أو جماعة، وعلى أن التهديد الإرهابي ينبع من مصادر متعددة، بما في ذلك جماعات اليمين المتطرف وكراهية الأجانب.	0
وكجزء من المخطط، بُذلت جهود كبيرة لإدراج الأفراد المؤهلين في مجتمعات الأقليات.	0
يقرر أن تنطبق التدابير المشار إليها في الفقرة [ذات الصلة] أعلاه [حظر السفر وتجميد الأصول] على الأفراد والكيانات التالية، حسب الاقتضاء، حسبما تحدده اللجنة:... (هـ) الأفراد أو الكيانات الذين يعملون في [البلد المتضرر] ويرتكبون انتهاكات خطيرة تشمل استهداف... النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛	1
ويجري وضع معايير وإجراءات مشتركة في ستة مجالات رئيسية هي: مدونة قواعد السلوك؛ والمواد والاستراتيجيات التدريبية؛ وتوحيد إجراءات إحالة الشكاوى داخل وكالة ما؛ وتوعية المجتمعات المحلية؛ وتوحيد إجراءات الشركاء المنفذين لوكالات الأمم المتحدة وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية امتثالا لنشرة الأمين العام (ST/SGB/2003/13) بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والاعتداء الجنسي؛ وإحالة الشكاوى التي تتلقاها إحدى الوكالات بشأن حادث تعرض له موظف في وكالة أخرى.	0
وأوضح أن العملية الانتقالية تستغرق وقتاً طويلاً، مؤكداً على ضرورة القيام بعمل سياسي مشترك ضد جماعات المعارضة المسلحة التي تهدد العملية السلمية.	0
وفي الآونة الأخيرة، هناك دلائل على أن الصيد غير المشروع للأحياء البرية عبر الحدود قد يكون عاملا في ديناميات الصراع في وسط أفريقيا، وهناك أدلة على أن الصراع في مالي كان جزئيا نتيجة للاتجار بالأسلحة عبر الحدود الناجم عن النزاع في ليبيا.	1
ويحظر القانون الدولي أيضا الهجمات العشوائية على المدنيين، أي أي أي هجوم على المناطق أو الأماكن التي يمكن أن يوجد فيها مدنيون ومقاتلون على حد سواء، وهو ليس موجها نحو هدف عسكري محدد، أو يستخدم أساليب أو وسائل قتال لا يمكن توجيهها إلى هدف عسكري محدد.	1
37 - وكجزء من الجهود التي تبذلها الشعبة لتعيين خبراء مؤهلين تأهيلا جيدا للعمل في أفرقة وأفرقة وأفرقة رصد الجزاءات، وكما يحدث سنويا، أُرسلت مذكرة شفوية إلى جميع الدول الأعضاء في كانون الأول/ديسمبر لطلب تسمية مرشحين مؤهلين لعضوية قائمة خبراء الشعبة.	0
ويتعرض الأشخاص الذين يضبطون وهم يمارسون المسيحية لعقوبات قاسية في انتهاك للحق في حرية الدين وحظر التمييز الديني.	1
وعندما يتم القبض عليهم أو إعادتهم قسراً إلى أوطانهم، يخضعهم مسؤولون من جمهورية كوريا الشعبية الديمقراطية بشكل منهجي للاضطهاد والتعذيب والاحتجاز التعسفي المطول، وفي بعض الحالات، للعنف الجنسي، بما في ذلك أثناء عمليات التفتيش الجسدي الغازية.	1
وقد غرقت في ظروف سيئة من الطقس بالقرب من الساحل الصومالي في تموز/يوليه 2013 بعد فشل ميكانيكي، ومنذ ذلك الحين احتجز القراصنة أفراد طاقمها الباقين على قيد الحياة على الشاطئ.	1
وفي معظم الحالات، نجحت السفن - من خلال اليقظة والوعي بالحالة والاستجابة الحازمة وفقا لأفضل الممارسات الإدارية للحماية من القرصنة القائمة في الصومال - في منع المهاجمين من الصعود على متن السفن.	0
وهكذا، فإن معظم انتهاكات حقوق الإنسان التي وقعت في هذين اليومين يمكن وصفها بأنها مذبحة تكررت فيها عمليات الإعدام بإجراءات موجزة والتعذيب والاختفاء والاحتجاز التعسفي على أيدي وحدات من قوات الأمن والقوات الموازية التي تعمل بالتنسيق أو بالتواطؤ معها.	1
27 - وبالإضافة إلى ذلك، قررت اللجنة أن قائمة الأصناف والمواد والمعدات والسلع والتكنولوجيا المتصلة ببرامج القذائف التسيارية الواردة في مرفق التقرير السابق للجنة (S/2014/253) تحل محل القائمة السابقة (انظر S/2012/947) وتخضع للتدابير التي فرضها مجلس الأمن في الفقرات 8 (أ) و (ب) و (ج) من القرار 1718 (2006).	0
وأضاف أن منظمة الأمن والتعاون في أوروبا لم تراقب بعد سحب الأسلحة الثقيلة من خط المراقبة.	1
ولا يزال المجتمع الدولي ملتزما بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي له أن يعزز جهوده لتحقيق التنفيذ الكامل للقرارات ذات الصلة والصكوك الدولية لمكافحة الإرهاب.	0
105- وتتمثل ولاية الحكومة في وضع وتنفيذ السياسة العامة للبلد.	0
وتشعر اللجنة بالقلق لأن المسائل الهيكلية، بما في ذلك القوانين والسياسات التي تنتهك الحق في الغذاء الكافي والتحرر من الجوع، لا تزال قائمة، الأمر الذي قد يؤدي إلى تكرر المجاعة الجماعية.	1
وبغية تحديد هوية الجناة، قررت اللجنة أنه يجب أن تكون هناك مجموعة موثوقة من المواد تتفق مع الظروف الأخرى التي جرى التحقق منها، مما يدل على أن شخصا ما قد يكون من المعقول الاشتباه في ضلوعه في ارتكاب جريمة.	0
التجارة غير المشروعة في الأسلحة الصغيرة والأسلحة الخفيفة	0
169 - وقد وقع الانفجار الذي أسفر عن مقتل السيد الحريري و 22 شخصا آخرين فوق الأرض.	1
ولا تزال الحدود المسامية تشكل تحديات أمام المراقبة الفعالة للحدود، وينبغي بذل المزيد من الجهود لوضع نُهُج إقليمية وأفضل الممارسات (مثل خفارة المجتمعات المحلية) للتصدي لتلك التحديات.	0
81 - ويعتقد الفريق أن هناك، حسب الظروف، عدة طرق يمكن أن تكون فعالة لمنع إساءة استخدام أصول كيان مشبوه (ولكن غير مدرج في القائمة)، مثل إخراج الأفراد المشتبه في ارتكابهم أعمالا غير مشروعة، أو الأفراد المدرجين في القائمة الموحدة، من مراكز السيطرة أو النفوذ؛ وحظر نقل مصالحهم أو بيعها أو التصرف فيها على نحو آخر؛ ومنع الكيانات من القيام بأي تحويلات للأصول إلى هؤلاء الأفراد، سواء بصفتهم مالكين أو مديرين.	0
وقد أدت الأنشطة الإرهابية التي تقوم بها جماعة بوكو حرام إلى نزوح ما يقدر بـ 000 45 لاجئ نيجيري وعودة مهاجرين إلى الكاميرون وتشاد والنيجر، من بينهم أشخاص يشتبه في أنهم متمردون.	1
وقد أثار هذا العنصر الأخير بعض القلق لدى خبراء حقوق الإنسان، بمن فيهم المقرر الخاص السابق المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، على أساس أنه قد يكون من المبالغة في دعوة الدول إلى تجريم الدعوة غير المباشرة.	0
29 - وتشجع اللجنة المديرية التنفيذية على مواصلة تحليلها للمسائل الإقليمية والمواضيعية، بما في ذلك لأغراض إحاطة اللجنة والعضوية على نطاق أوسع، مع مراعاة تطور الحالة العالمية والتركيز على مواضيع رئيسية مثل استخدام تكنولوجيات المعلومات والاتصالات الجديدة وإساءة استعمالها، وحماية حقوق ضحايا الإرهاب، والتحديات الناشئة في مقاضاة مرتكبي الإرهاب، وإقامة شراكات استراتيجية مع الجهات الفاعلة غير الحكومية ذات الصلة (بما في ذلك جماعات النساء والشباب، والزعماء الدينيون، ووسائط الإعلام، والقطاع الخاص)، وحماية الهياكل الأساسية السياحية، والاختطاف طلبا للفدية، ومكافحة التطرف العنيف والجرائم التي تمول الإرهاب.	0
وفي 29 تشرين الثاني/نوفمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام برميلين من القنابل على عيادة في قرية كفر سيجنة في إدلب، ودمرتها جزئيا.	1
وهناك معلومات تفيد بأنه بالنظر إلى أن هذه الجماعات تسيطر سيطرة شاملة فعالة على الأفراد العسكريين الذين يقاتلون لصالح الجماعات المتمردة، فإنها كانت على علم ببعض الجرائم التي يرتكبها هؤلاء الأفراد العسكريون، أو، على الأقل، كان ينبغي لها أن تعرف ما كان يحدث ولكنها لم تتخذ أي إجراء لوقف ارتكاب الفظائع.	1
ويمكن لتجميد الأصول أن يقيد الممولين الإرهابيين، ويحد من إمكانية وصولهم إلى النظام المصرفي الرسمي ويحد من نطاق الشراكة مع الكيانات التجارية المشروعة.	1
16 - وفي محاولة لاحتواء فيروس إيبولا، أغلقت بعض بلدان غرب أفريقيا حدودها وأوقفت الرحلات الجوية التجارية إلى الدول الثلاث الأكثر تضررا، وهي غينيا وليبريا وسيراليون، وفرضت كوت ديفوار قيودا على الطيران من وإلى الدول الثلاث في 10 آب/أغسطس، أعقبها إغلاق للحدود البرية في 22 آب/أغسطس.	0
23 - وتود اللجنة أن تعرب عن تقديرها لفريق الرصد للتقرير الرفيع المستوى والتوصيات الواردة فيه، وكذلك للدعم والمساعدة الفنيين الرفيعي المستوى المقدمين إلى اللجنة، وتتطلع إلى تلقي التقرير السابع، الذي سيقدمه الفريق وفقا للمرفق الثاني للقرار 1735 (2006)، في 30 أيلول/سبتمبر 2007.	0
بـاء - تفريق جماعات الميليشيات في إيتوري	1
في 18 تموز/يوليه 2011، عقد المجلس جلسة خاصة مع البلدان المساهمة بقوات وبأفراد شرطة في العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور.	0
”ويلاحظ مجلس الأمن أن عددا من العقبات يقوض الجهود الرامية إلى تأمين وصول المساعدة الإنسانية ووكالات الأمم المتحدة إلى المحتاجين، بما في ذلك الهجمات على العاملين في مجال تقديم المساعدة الإنسانية، ومنع السلطات من الوصول، وعدم وجود تعامل منظم مع الجهات الفاعلة من غير الدول.	1
49 - وواصلت الحكومة أيضا جهودها الرامية إلى تقديم المساعدة الغذائية إلى السكان الذين يعانون من انعدام الأمن الغذائي والفئات الضعيفة بدعم من برنامج الأغذية العالمي، بما في ذلك من خلال برنامج تغذية الأم والطفل التابع لوزارة الصحة (000 47 مستفيد في عام 2010 حتى 30 حزيران/يونيه)، وبرنامج التغذية المدرسية التابع لوزارة التعليم (000 241 مستفيد)، وبرنامج الغذاء مقابل العمل/الأصول (600 مستفيد)، الذي يستهدف المجتمعات التي تعاني من انعدام الأمن الغذائي، وفي 27 أيار/مايو، تم افتتاح مصنع لإنتاج الأغذية الممزوجة المغذية لتوزيعها من خلال برنامج تغذية الأم والطفل بدعم تقني وإداري من برنامج الأغذية العالمي.	0
وبطبيعة الحال، ترى اللجنة أنه ينبغي اعتبار جميع الناس، بمن فيهم المتهمون بارتكاب جرائم خطيرة، أبرياء إلى أن تثبت إدانتهم بعد محاكمة عادلة.	0
وباستثناء دولة واحدة، لم تقدم سوى القليل جدا من المعلومات ذات الصلة، فإن جميع دول شرق آسيا أعضاء في عدة منظمات أو آليات إقليمية للتعاون الدولي في مجال مكافحة الإرهاب، وسعت إلى تعزيز هذه العلاقات.	0
وقام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في الجبهة الوطنية الموحدة من أجل إتاحة هذه الأسلحة.	0
- يواصل الاتحاد الروسي الإبقاء بصورة غير قانونية على قاعدته العسكرية في غوداوتا، التي تعمل بدون موافقة جورجيا وفي مواجهة الالتزامات الدولية التي تعهدت بها روسيا؛	1
12 - وفي الوقت نفسه، أُحرز مزيد من التقدم نحو إنشاء ”خلية إنشطار استخبارية“ في إطار الآلية الثلاثية، وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، يرافقه ضباط عسكريون روانديون وأوغنديون وكونغوليون، بزيارة كيسانغاني لتقييم التقدم المحرز نحو إنشائها.	0
ويؤكد مجددا ضرورة عقد مؤتمر دولي في أقرب وقت ممكن لتنفيذ بلاغ جنيف من أجل تيسير عملية سياسية بقيادة سورية تفضي إلى مرحلة انتقالية من شأنها أن تعجل بإنهاء الصراع في سوريا.	0
وفي حين أن اللجنة مقتنعة، استنادا إلى الأدلة التي قدمها شهود مستقلون، بأن القوات المسلحة التيمورية بدأت تبادل إطلاق النار، في الوقت الذي اعتقد فيه كل من الجانبين أنهما تعرضا لهجوم من الطرف الآخر.	1
15 - وعملا بالقرار 2129 (2013)، ستواصل اللجنة، بمساعدة المديرية التنفيذية، العمل عن كثب مع الدول الأعضاء، بما في ذلك خلال الزيارات القطرية، بشأن وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب وتحديد الممارسات والعناصر والمعايير الجيدة المتاحة.	0
وإذ يرحب بنتائج اجتماع مجلس السلام الاستشاري المعقود في 6 حزيران/يونيه 2010 الذي ناقش فيه 600 1 مندوب أفغاني يمثلون شريحة عريضة من جميع الجماعات الأفغانية العرقية والدينية والمسؤولين الحكوميين وعلماء الدين وزعماء القبائل والمجتمع المدني واللاجئين الأفغان المقيمين في إيران وباكستان، مسألة وضع حد لانعدام الأمن ووضع خطة للسلام الدائم في البلد،	0
إن جمهورية كوريا الشعبية الديمقراطية ترفض رفضا قاطعا القرار المناهض لجمهورية كوريا الشعبية الديمقراطية بشأن حقوق الإنسان الذي خُلق على أساس المؤامرات والأكاذيب والتضليل، والذي فرضته الولايات المتحدة وغيرها من البلدان المعادية بطريقة متشددة وتعسفية.	0
إن منع الحركة غير المشروعة عبر الحدود أمر حيوي لمكافحة الإرهاب والاتجار بالمخدرات وتهريبها تجاريا.	0
نشر الشرطة المدنية الدولية المؤهلة والمدربة تدريبا جيدا كعنصر من عناصر عمليات حفظ السلام، من أجل تعزيز قدرة الأمم المتحدة ومساعدة الدولة المضيفة في إنفاذ القانون. (رهن التشاور)	0
51 - واستحدثت ثلاث دول أطرا قانونية فعالة لكفالة تبادل المساعدة القانونية وتسليم المجرمين، فضلا عن آليات ملائمة، لتبادل المعلومات مع النظراء الدوليين على وجه السرعة وبصورة فعالة.	0
ورحبت المفوضية بعمليات تبادل الخبرات وأفضل الممارسات هذه في مجال جبر أضرار الضحايا وشجعت الدول الأخرى على مواصلة السير على هذا الدرب.	0
وفي نهاية الجولة الرابعة من المفاوضات في أواخر تشرين الثاني/نوفمبر، ظلت مواقف الطرفين بشأن المسائل الرئيسية دون تغيير.	0
وفي ذلك السياق، نعتقد أنه من المهم أن نسترعي انتباه مجلس الأمن البالغ الجدية إلى التهديدات التي تشكلها المنظمات الدينية المتطرفة والمتطرفة مثل حزب التحرير، ونحث المجلس على فرض أشد الجزاءات صرامة على المنظمات الإرهابية.	0
وتدرس الأمم المتحدة أفضل السبل لتعزيز قدرات بعثات الأمم المتحدة السياسية الخاصة وعمليات حفظ السلام وأفرقة الأمم المتحدة القطرية في مجال مكافحة الإرهاب.	0
)أ( يقرر أن يؤذن ]لبعثة حفظ السلام[ باتخاذ الإجراءات اللازمة، في مناطق وزع قواتها وحسبما تراه في حدود قدراتها، من أجل:...	1
وآمل أن تساعد هذه الخطوة الإيجابية على تهيئة مناخ يفضي إلى إنهاء المأزق الحالي ويمهد الطريق للتقدم الذي طال انتظاره نحو حل سياسي عادل ودائم ومقبول للطرفين للصراع.	0
1 - أن يحيط علماً بالإحاطة التي قدمتها الأمانة فيما يتعلق بمراجعة مكتب خدمات الرقابة الداخلية لمدفوعات التعويضات والمطالبات الفلسطينية المتأخرة وأنشطة التصفية من الفئة دال، والنص المقترح للفرع المتعلق بلجنة التعويضات الذي سيدرج في التقرير السنوي لمكتب خدمات الرقابة الداخلية لعام 2005، ومشاركة مركز التنسيق الذي عينه المكتب في العملية التي تقوم بها الأمانة لتحديد المطالبات التي يحتمل أن تكون مكررة في الفئتين ألف وجيم، وطلب مجلس مراجعي حسابات الأمم المتحدة الحصول على تعليقات على مشاريع ملاحظاته فيما يتعلق بالزيارتين اللتين قام بهما إلى الأردن والكويت فيما يتصل بالمدفوعات، وطلب المجلس إبداء تعليقات رداً على مشروع تقريره عن حالة تنفيذ التوصيات الناشئة عن مراجعته لحسابات البيانات المالية للجنة لفترة السنتين 2002-2003، والرسائل التي أجرتها اللجنة مع لجنة التحقيق المستقلة؛ وأن يطلب إلى الأمانة تقديم معلومات مستكملة عن هذه المسألة في اجتماع غير رسمي يعقده مجلس الإدارة في المستقبل؛ وأن تبقي هذه المسألة على جدول أعمال مجلس الإدارة.	0
وقدمت الضحية، التي اغتصبت 14 مرة على مدى أسبوع واحد، المعلومات التالية:	1
(و) التعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن ومع اللجنة المنشأة عملا بالفقرة 6 من قراره 1373 (2001)؛	0
ومع ذلك، فقد أعلن الحزب الديمقراطي الاشتراكي التابع لنائب رئيس الوزراء أنه لن ينسحب من تحالف التحالف من أجل التغيير من أجل عدم تعريض استقرار الحكومة للخطر.	0
في 12 شباط/فبراير 2013، عقد مجلس الأمن مناقشة مفتوحة بشأن حماية المدنيين في النزاعات المسلحة، تناولت التحديات الأساسية الخمسة التي حددها الأمين العام، وفي 17 تموز/يوليه 2013، ناقش مجلس الأمن، في مناقشة مفتوحة أيضا، مسألة حماية الصحفيين.	0
57 - ولا تزال قوة المفرزة الأمنية المتكاملة، بعد ثلاث سنوات فقط من إنشائها، في مرحلة التكوين، وقد نجحت في إثبات قدرتها على إحداث تغيير في أمن السكان الضعفاء في الشرق.	1
ومع ذلك، لا يزال الأطفال مرتبطين بالجيش الماوي ولم يحرز أي تقدم في تأمين الإفراج الرسمي عنهم؛ ولا يزال الأطفال يقتلون ويجرحون في المظاهرات السياسية وبالأجهزة المتفجرة التي تركت وراءها خلال الصراع.	1
وفي الآونة الأخيرة، في تموز/يوليه 2014، شنت جماعة بوكو حرام غارة عبر الحدود على الكاميرون أدت إلى اختطاف زوجة نائب رئيس الوزراء، أمادو علي، ووفاة ثلاثة آخرين.	1
إن الانزلاق ذهابا وإيابا عبر هذه الحدود هو عدد مهاجرين من المقاتلين الشباب - المحاربين الإقليميين - الذين ينظرون إلى الحرب على أنها أساسا فرصة اقتصادية.	1
وتجدر الإشارة أيضا إلى أن قرار روسيا هذا يتزامن مع الأعمال الاستفزازية للانفصاليين وتراكمهم العسكري المكثف.	1
حاء - منع الاستغلال والانتهاك الجنسيين من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها وشركاء الأمم المتحدة والتصدي لهما؛	0
1 - يكرر الإعراب عن قلقه إزاء استمرار الأزمة وتدهور الحالة في كوت ديفوار، مما يهدد بشكل خطير السلام والاستقرار في منطقة غرب أفريقيا؛	1
أولا، أنشئت المحكمة للنظر في الجرائم التي يحتمل أن تهدد السلم والأمن.	0
ويبدو أن عملية الأمم المتحدة في كوت ديفوار قد سمحت للبعثة بأن تطير بطائرتها المتبقية من طراز Mi-24 وطائرة من طراز BAC 167 Strachmaster من ياموسوكرو إلى قاعدة أبيدجان الجوية في 24 كانون الثاني/يناير 2005 بعد أن قام فريق مراقبي الأمم المتحدة العسكريين في ياموسوكرو بتفتيشهما بحثا عن أسلحة.	0
وعلى الرغم من أن التهديد الذي تشكله الميليشيات غير المشروعة في الغرب سيظل منخفضا، مقارنة بمعظم أفغانستان، فإن هذه القوات لا تزال تشكل ثاني أكبر خطر على الأمن الإقليمي، وراء التهديدات المتصلة بالمخدرات والتهديدات الإجرامية.	1
122 - وبهدف تعزيز قدرات المسؤولين عن إنفاذ القانون في جنوب آسيا على مكافحة الإرهاب والجرائم المتصلة به، وفي الوقت نفسه، لتعزيز التعاون الإقليمي وتبادل المعلومات فيما بين موظفي إنفاذ القانون، يسرت المديرية التنفيذية للجنة مكافحة الإرهاب عقد سلسلة من حلقات العمل (ابتداء من تشرين الثاني/نوفمبر 2009) تهدف إلى الجمع بين المسؤولين عن إنفاذ القانون - وفي المقام الأول ضباط الشرطة والمدعين العامين - لتبادل الخبرات والدروس المستفادة وأفضل الممارسات في معالجة القضايا المتصلة بالجرائم الدولية والإرهاب.	0
وفي الختام، أوضح الفريق سينغا أن قوة الأمم المتحدة لمراقبة فض الاشتباك شهدت منذ آذار/مارس 2012 قتالا بين جماعات المعارضة والجيش السوري في المنطقة الفاصلة، وهو ما يشكل انتهاكا واضحا للولاية.	1
وفي تموز/يوليه 2010، سنت أنغولا تشريعا ينص على تدابير وقائية وتقييدية لمكافحة غسل الأموال وتمويل الإرهاب، وفي 15 نيسان/أبريل 2010، قدمت أنغولا طلبها للانضمام إلى فريق شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال.	0
وإذ يشدد على استمرار إسهام التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005) في استقرار كوت ديفوار، ولا سيما في سياق الانتخابات الرئاسية المقررة، وإذ يؤكد أن هذه التدابير تهدف إلى دعم عملية السلام في كوت ديفوار،	0
وضع مبادئ توجيهية جنسانية لنزع السلاح والتسريح وإعادة الإدماج؛ وتوفير ترتيبات أمنية لمواقع نزع السلاح داخل مناطق نزع السلاح والتسريح وإعادة الإدماج، مع إيلاء اهتمام خاص لاحتياجات المرأة؛ وتنظيم اجتماعات مع المقاتلات السابقات والمرتبطات بالقوات المقاتلة لتقييم احتياجات وآليات إعادة الإدماج.	0
(ج) التشجيع على وضع إجراءات لضمان عدم ارتكاب ملتمسي اللجوء واللاجئين أعمالا إرهابية.	0
وإذ يؤكد من جديد أنه يجب عدم السماح للأعمال الإرهابية بتعطيل عملية الانتقال السياسي والاقتصادي في العراق، وإذ يؤكد من جديد كذلك التزامات الدول الأعضاء بموجب القرار 1618 (2005) المؤرخ 4 آب/أغسطس 2005 وغيره من القرارات والاتفاقيات الدولية ذات الصلة فيما يتعلق، في جملة أمور، بالأنشطة الإرهابية في العراق ومنه أو ضد مواطنيه،	0
وفي إحدى هذه الحوادث، في قرية كورتشا - تورغو، في وقت مبكر من الصباح، وفي وقت ما في آب/أغسطس 2003، هاجم مئات من عرب الجنجويد القرية، وكانوا يرتدون الزي العسكري الأخضر ويركبون الخيول والجمال، وطوقوا القرية وبدأوا بإطلاق النار على الرجال والفتيان.	1
تصدير الأسلحة: رصد وكشف التهريب	1
ويحتجز حاليا ما لا يقل عن ٧٠ عضوا رئيسيا في المؤتمر الشعبي دون توجيه تهم إليهم أو محاكمتهم، وفر عدد منهم من السودان إلى المنفى.	1
ولم تنفذ جميع الدول السبع سوى جزئيا تدابير لمنع تهريب الأسلحة والمتفجرات.	0
وينظر المجلس في إمكانية استخدام اللجنة الدولية لتقصي الحقائق المنشأة وفقا للمادة 90 من البروتوكول الإضافي الأول لاتفاقيات جنيف.	0
يرتبط السيد عريف بتنظيم القاعدة أو بأي خلية أو جماعة منتسبة أو منشقة أو متفرعة عنه من أجل "المشاركة في تمويل أو تخطيط أو تيسير أو إعداد أو ارتكاب أعمال أو أنشطة من جانب جبهة النصرة لشعب الشام، بالاشتراك مع هذه الجماعة أو باسمها أو باسمها أو لدعمها" و"التجنيد لصالح" جابهت النصرة، المعروف باسم جبهة النصرة لشعب الشام (QE.A.137.14).	1
(د) اعتماد نهج متمحور حول الضحايا وقائم على حقوق الإنسان إزاء الاتجار بالأشخاص، بما في ذلك عن طريق منح الضحايا الحق في البقاء في البلد والحصول على الحماية القانونية والخدمات الأساسية، مثل العلاج الطبي والتعليم وفرص العمل التي تعادل تلك المتاحة لمواطنيهم؛	0
531 - وتلاحظ اللجنة بادئ ذي بدء أنها حددت 10 مسؤولين رفيعي المستوى في الحكومة المركزية، و 17 مسؤولا حكوميا يعملون على الصعيد المحلي في دارفور، و 14 فردا من الجنجويد، و 7 أعضاء من مختلف جماعات المتمردين، و 3 ضباط من جيش أجنبي (شاركوا بصفتهم الشخصية في النزاع) يشتبه في تحملهم المسؤولية الجنائية الفردية عن الجرائم المرتكبة في دارفور.	0
وبالمثل، يلزم أن تكون الجماعات المدرجة في القائمة قادرة على استخدام القوة لدعم أهدافها، وفي المجالات التي تكون فيها أكثر نشاطا، لا يبدو أن هناك نقصا في الأسلحة والمتفجرات.	1
وبينما بذلت الحكومة والحزب الشيوعي النيبالي الماوي جهودا لمعالجة مشكلة دفع مستحقات أفراد الحزب الشيوعي النيبالي الماوي غير المؤهلين، لم يكن هناك أي التزام بتوفير أموال أو برامج لإنعاش وإعادة إدماج الأطفال المتضررين من النزاع المسلح، بمن فيهم الكثيرون الذين أفرج عنهم بصورة غير رسمية، وكان هناك حماس محدود لعرض المساعدة من الأمم المتحدة.	0
ومن دواعي القلق أيضا التدهور السريع لحالة الاقتصاد، الذي يفاقمه الصراع المستمر.	1
وتحقيقا لهذه الغاية، حددت الإدارة عدة معايير أساسية لهذه العملية، من بينها إنشاء لجان الجمعية الإلزامية الثلاث المعنية بالسياسات والمالية والمجتمعات المحلية والوساطة.	0
:: شن هجمات على المباني والمواد والوحدات الطبية ووسائل النقل والأفراد الذين يستخدمون الشعارات المميزة لاتفاقيات جنيف وفقا للقانون الدولي؛	1
ومن خلال جزء من كتلة المحركات، التي عُثر عليها وجمعت في مسرح الجريمة، استنتج أن المحرك يأتي من سيارة من طراز ميتسوبيشي سرقت في 12 تشرين الأول/أكتوبر 2004 في مدينة ساغاميهارا، اليابان.	1
تحث الدول وكيانات الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية والأطراف المعنية الأخرى على اتخاذ التدابير المناسبة لمكافحة الأنشطة غير المشروعة دون الإقليمية والعابرة للحدود الضارة بالأطفال، فضلا عن سائر الانتهاكات والتجاوزات المرتكبة ضد الأطفال في حالات النزاع المسلح انتهاكا للقانون الدولي الساري.	0
ثم هاجموا مخفر الشرطة وقتلوا اثنين من رجال الشرطة وأزالوا الأسلحة والذخائر.	1
17 - وفي 7 كانون الثاني/يناير 2003، أصدرت محكمة الأمر العسكري أحكاما بالإعدام على 30 شخصا من أصل 150 شخصا اتهموا في البداية بالتواطؤ و/أو المشاركة في اغتيال الرئيس الراحل لوران ديزيريه كابيلا.	1
وتواصل القوة تحسين قدراتها في مجال مكافحة الحشود والشغب لكي تكون أكثر استعدادا لمواجهة أي تجدد للعنف.	1
3 - يوعز إلى اللجنة أن تحيل إلى اللجنة المنشأة عملا بالقرار 1988 (2011) جميع طلبات الإدراج في القائمة وطلبات الرفع منها والاستكمالات المقترحة للمعلومات القائمة المتصلة بالفرع ألف (”الكيانات المرتبطة بحركة الطالبان“) والفرع باء (”الكيانات وغيرها من الجماعات والمؤسسات المرتبطة بحركة الطالبان“) من القائمة الموحدة التي كانت معروضة على اللجنة حتى تاريخ اتخاذ هذا القرار، لكي يتسنى للجنة المنشأة عملا بالقرار 1988 (2011) النظر في تلك المسائل وفقا للقرار 1988 (2011)؛	0
وباختصار، فإن الاغتصاب هو أي اعتداء بدني ذي طابع جنسي يرتكب دون موافقة الضحية، أي بالقوة أو الإكراه، مثل ما ينجم عن الخوف من العنف أو الإكراه أو الاحتجاز أو استغلال بيئة قسرية.	1
أولا وقبل كل شيء، لا تزال الشواغل المتعلقة بالجبهة الأمنية ذات أهمية قصوى.	0
85 - منذ فرض تدابير مجلس الأمن على كوت ديفوار، فرضت الحكومة قيودا على شراء الأسلحة والذخائر، ويرجع ذلك إلى برنامج مكثف للشراء قبل فرض الحظر والاستخدام المحدود للأسلحة والذخائر خلال الفترة القصيرة من النزاع المسلح المكثف في عام 2004.	1
