en_ar_TRANSFORMERS	VerConf
:: تقييم التقدم المحرز في عملية بناء السلام قبل النظر في القرارات المتعلقة بالتخفيض التدريجي و/أو الانتقال من شكل من أشكال مشاركة الأمم المتحدة إلى شكل آخر، التي يمكن أن تشمل ما يلي: (أ) مستوى الدعم المقدم من المجتمع الدولي والتزامه؛ (ب) سبل تعزيز قدرة أفرقة الأمم المتحدة القطرية لتمكينها من مواصلة دعم جهود بناء السلام الطويلة الأجل في البلدان المدرجة في جدول الأعمال؛ (ج) الفرص والمخاطر الخاصة بكل بلد لتوطيد السلام.	0
:: تنفيذ استراتيجية اتصالات أكثر استباقية بهدف تعزيز فهم دور اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب.	0
وفي 45 بلدا في أفريقيا جنوب الصحراء الكبرى، وضعت اليونسكو خريطة شاملة للسياسات والموارد الحالية لتقديم صورة عن كيفية تعزيز ثقافة السلام.	0
(أ) كفالة أن تتوافر لموظفي الجمارك التدابير والموارد العملية اللازمة لكشف ومنع حركة العملات والصكوك القابلة للتداول لحاملها عبر الحدود، ولكشف ومنع تهريب الأسلحة والأسلحة؛	0
وتلقت اللجنة معلومات موثوقة تفيد بأن العديد من الأفراد اقتيدوا على أيدي عناصر الاستخبارات العسكرية أو الأمن.	0
8 - يكرر طلبه إلى جميع أطراف النـزاع المسلح أن توقف جميع أعمال العنف الجنسي وقفا تاما وفوريا، ودعوته هذه الأطراف إلى التعهد بالتزامات محددة محددة زمنيا لمكافحة العنف الجنسي وتنفيذها، تشمل، في جملة أمور، إصدار أوامر واضحة من خلال سلاسل القيادة تحظر العنف الجنسي، والمساءلة عن انتهاك هذه الأوامر، وحظر العنف الجنسي في مدونات قواعد السلوك، والأدلة الميدانية العسكرية وأدلة الشرطة أو ما يعادلها، وإلى التعهد بالتزامات محددة بشأن التحقيق في الانتهاكات المزعومة في الوقت المناسب وتنفيذها؛ ويهيب كذلك بجميع الأطراف المعنية في النـزاع المسلح أن تتعاون في إطار هذه الالتزامات، مع أفراد بعثات الأمم المتحدة المناسبين الذين يرصدون تنفيذها، ويهيب بالأطراف أن تعين، حسب الاقتضاء، ممثلا رفيع المستوى مسؤولا عن كفالة تنفيذ هذه الالتزامات؛	1
ولا تزال تيمور - ليشتي تواجه تحديات هامة في الحد من الفقر وإيجاد فرص العمل، ولا سيما للشباب.	1
وتبعا لظروف كل حالة، يمكن بالتالي الاشتباه في أن هؤلاء الأفراد قد ارتكبوا، بموجب مبدأ العمل الإجرامي المشترك، الجرائم ضد الإنسانية المتمثلة في قتل المدنيين واغتصاب المدنيين وتعذيبهم وتشريدهم قسرا وجرائم الحرب المتمثلة في شن هجمات عشوائية على المدنيين وتدمير الأعيان المدنية والنهب.	0
47- وبذلت الحكومة عدة جهود للوقاية من الأمراض والأمراض ومكافحتها.	0
٩٦ - وأبلغ العميد رواق اللجنة بأنه على علم بأنه لا يوجد قانون محدد يسمح بتسليح " الاحتياطيين " وذكر أن وزير الدفاع أذن له بذلك بعد أن قدم الاقتراح.	0
ومن الصعب تحديد تدابير نجاحها، كما أن المرونة الظاهرة للمجموعات المستهدفة تثير تساؤلات بشأن أثرها وتركز على أوجه قصورها.	1
28 - وفي 28 تشرين الأول/أكتوبر، اجتمعت اللجنة مع مارتن شاينين، المقرر الخاص المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، وأطلع السيد شاين اللجنة على مقترحاته الرامية إلى تحسين نظام الجزاءات، وأعقب ذلك تبادل بنّاء للآراء بشأن المسائل المتصلة بنزاهة ووضوح إجراءات اللجنة، ولا سيما فيما يتعلق بإدراج الأسماء في القائمة ورفعها منها.	0
وتلقت اللجنة أيضا تقارير موثوقة تتعلق بقتل شرطي آخر على يد حشد من أفراد الشرطة في المنطقة نفسها.	0
" ويعرب مجلس الأمن عن بالغ قلقه إزاء التوترات في ولايتي النيل الأزرق وجنوب كردفان.	1
واستمرت المناقشات والمفاوضات بشأن كفالة المساءلة عن الجرائم بموجب القانون الدولي لسنوات في بوروندي، بما في ذلك مع الأمم المتحدة.	0
19 - وفي 12 آب/أغسطس، شرع برنامج العدالة الوطني، برنامج دعم العدالة، بدعم من الاتحاد الأوروبي وبعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد وبرنامج الأمم المتحدة الإنمائي، في عملية تنافسية للتعاقد مع منظمة (منظمات) غير حكومية لإنشاء وتشغيل ثلاث عيادات للمساعدة القانونية في شرق تشاد.	0
فالتعذيب والاغتصاب وغير ذلك من ضروب القسوة التعسفية على أيدي الحراس والسجناء الزميلين منتشرة على نطاق واسع وترتكب دون عقاب.	0
ويساورنا القلق بشكل خاص إزاء الانتشار غير المنظم للأسلحة في ليبيا وخارجها نتيجة للصراع.	1
16 - ولا يزال تنظيم القاعدة المرتبط بتنظيم طالبان الباكستاني (QE.T. 132.11)، ولاشكار - إي - تاييبا، وهاركات المجاهدين (QE.H.8.01)، يضطلع بدور هام في التمرد في أفغانستان.	0
ويسرني أن أبلغكم بأنه تم الآن تأمين التمويل لإنشاء مكتبة قانونية تحت رعاية اللاجئين في رابوني (انظر S/2007/619، الفقرة 41).	0
ومع ذلك، يمكن تحسين فعالية الضوابط بدرجة كبيرة بزيادة دوريات الشرطة والحصول على معدات الكشف، ولا سيما في ضوء حدود المنطقة دون الإقليمية التي يسهل اختراقها.	0
يلاحظ أن الأغلبية الساحقة من المشردين داخليا وغيرهم من الفئات الضعيفة في حالات النزاع المسلح هم من المدنيين، ومن حقهم، بصفتهم هذه، الحصول على الحماية الممنوحة للمدنيين بموجب القانون الإنساني الدولي القائم.	0
وقد أدينت هذه الحادثة السياسية البشعة إدانة صارخة في بيان صحفي صدر مباشرة بعد حادثة مكتب الرئيس إرنست باي كوروما، وفي العديد من النشرات الصحفية اللاحقة الصادرة عن جماعات المصالح السياسية الأخرى، بما في ذلك حزب المؤتمر الشعبي العام وحزب الحركة الشعبية من أجل التغيير، واللجنة المستقلة لوسائط الإعلام، ولجنة تسجيل الأحزاب السياسية، وحملة الحكم الرشيد.	1
ورفض إلقاء القبض على علي كوشيب وأحمد هارون.	1
يؤكد مسؤولية جميع الأطراف والجماعات المسلحة في [البلد المتضرر] عن اتخاذ الخطوات المناسبة لحماية السكان المدنيين في البلد، بما يتسق مع القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، ولا سيما عن طريق تجنب أي استخدام عشوائي أو مفرط للقوة في المناطق المأهولة بالسكان.	1
والحكومة الألمانية تدين بشدة أعمال العنف هذه.	1
19 - وشهدت الفترة المشمولة بالتقرير عددا من التقارير عن أنشطة عسكرية إندونيسية مزعومة في مناطق أوكوسي الحدودية التي لم تحل بعد.	0
ويسلم مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بوجه خاص أثناء النزاعات المسلحة وحالات ما بعد انتهاء الصراع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال قضايا حقوق الإنسان للمرأة يمكن استهدافهم في عدد من هذه الحالات.	1
وكان الفريق مؤلفا من سبعة خبراء متخصصين في التحقيقات اللاحقة للانفجار.	0
وعلى الرغم من أن فترة الحملة الرسمية لم تبدأ بعد، فقد أعربت أحزاب المعارضة والمجتمع المدني عن قلقهم إزاء تعطيل السلطات الوطنية، ولا سيما الشرطة، لأنشطتها السياسية.	1
وأصدر المجلس بيانا صحفيا في 26 تموز/يوليه أدان فيه الهجوم الإرهابي على قوة الأمم المتحدة المؤقتة في لبنان، الذي أصيب فيه ستة من حفظة السلام التابعين للأمم المتحدة من فرنسا.	1
19 - وفيما يتعلق بحظر السفر، نص المجلس، عملا بالفقرة 10 من القرار 1807 (2008)، على استثناءات للسفر على أساس الحاجة الإنسانية، بما في ذلك الالتزامات الدينية، من أجل تعزيز السلام والمصالحة الوطنية والاستقرار في المنطقة، ومن أجل عبور الأفراد العائدين إلى أراضي دولة جنسيتهم أو المشاركين في الجهود الرامية إلى تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان أو القانون الإنساني الدولي إلى العدالة.	0
وفي ختام الاجتماع، اعتمدت اللجنة وثيقة ختامية تطلعية تحث جميع الدول الأعضاء على كفالة عدم التسامح مطلقا مع الإرهاب واتخاذ إجراءات عاجلة لمنع ومكافحة الإرهاب بجميع أشكاله ومظاهره من خلال التنفيذ الكامل والفعال للقرار.	0
الدعوة إلى امتثال أطراف النـزاع المسلح امتثالا صارما لأحكام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين المنطبقة، بما في ذلك ما يتعلق بما يلي:	0
وكما هو معروف، اتخذ القرار في عام ١٩٩٦ في ضوء المواجهة الحادة بين طرفي النزاع الجورجي - الأبخازي التي استمرت بعد الحرب الدامية في الفترة ١٩٩٢-١٩٩٣.	0
وفي 23 آب/أغسطس، قدم الرئيس بالنيابة للجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006) تقريره عن أعمال اللجنة الذي يقدم كل 90 يوما إلى المجلس.	0
وفيما يتعلق بالأبعاد العسكرية لإصلاح قطاع الأمن، أوضحت الحكومة أنها ترغب في الاعتماد إلى حد كبير على المعونة الثنائية لبناء قدرات الجيش.	1
وبالمثل، لم تتمكن اللجنة من التحقق من ادعاءات الشهود الرئيسيين بأن جثثاً كانت ستُنقل سراً من مشرحة بغية خفض عدد الوفيات الرسمية المرتبطة بالمسيرة.	1
واعتمد الاتحاد الروسي أيضا تشريعا لحماية حقوق ضحايا الإرهاب، واتخذ تدابير تتعلق بظروف احتجاز الأفراد المشتبه في ارتكابهم عملا إرهابيا.	0
(هـ) تقديم برنامج عمل شامل إلى اللجنة لاستعراضه والموافقة عليه، حسب الاقتضاء، يقدم فيه فريق الرصد تفاصيل الأنشطة المتوخاة من أجل الوفاء بمسؤولياته، بما في ذلك السفر المقترح، على أساس التنسيق الوثيق مع المديرية التنفيذية لمكافحة الإرهاب وفريق الخبراء التابع للجنة المنشأة عملا بالقرار 1540 لتفادي الازدواجية وتعزيز أوجه التآزر؛	0
ولا تزال محاكمة قضية مقتل الناشط في مجال حقوق الإنسان فلوريبرت شيبيا باهيزيري وسائقه فيديل بازانا في 2 حزيران/يونيه 2010 جارية.	0
30 - وتشمل المخاطر المحتملة التي قد يتعرض لها غير الموقعين على طاولة المفاوضات إصرار الطرفين على شروط مسبقة غير واقعية للمفاوضات، وثمة خطر آخر يتمثل في تعنت الطرفين إزاء المفاوضات وأثناء المفاوضات، ويمكن التخفيف من حدة هذه المخاطر عن طريق تحديد مواقف موحدة فيما بين المجتمع الدولي فيما يتعلق بعملية السلام ومواصلة الحوار الوثيق مع الطرفين، كما أن هناك خطرا آخر يتمثل في قيام الشركاء الإقليميين و/أو الدوليين بمبادرات متوازية لعملية السلام تقوض هذا العنصر من عناصر الإطار.	1
وبما أن فئات الجرائم الدولية قد أدرجت في موضع آخر من التقرير، فقد يكفي هنا التذكير بإيجاز بمختلف طرائق المشاركة في الجرائم الدولية التي تنشأ عنها مسؤولية جنائية فردية.	0
أولا، في حين أن سيراليون هي العضو الأكثر تقدما في مبادرة ساحل غرب أفريقيا، فإن بطء وتيرة التقدم في أماكن أخرى يعوق تبادل المعلومات الاستخبارية والإنذار المبكر.	1
وتؤدي التطورات الأخيرة في المنطقة إلى تعزيز الشواغل التي أعرب عنها محاوروها للبعثة باستمرار.	1
وتؤكد رومانيا مرة أخرى أن أي عمل إرهابي غير مقبول ويجب إدانته.	1
248 - وأسفر العديد من الهجمات البرية والجوية على القرى عن القتل العشوائي للمدنيين.	0
ونلاحظ أن الأمين العام، في تقريره (S/2008/728)، يعرب عن قلقه إزاء الحالة الأمنية في شرق جمهورية الكونغو الديمقراطية.	1
وذكرت فرقة العمل المعنية بالإجراءات المالية بشأن فريق استعراض التعاون الدولي في مجال غسل الأموال في حزيران/يونيه 2009 أن ست دول في المنطقة دون الإقليمية تعاني من أوجه قصور في مكافحة غسل الأموال وتمويل الإرهاب.	1
211 - أنشأت جميع دول هذه المنطقة دون الإقليمية وحدات استخبارات مالية تشغيلية، وإن كان بعضها لا يزال يعمل على تحسين القدرات.	0
”ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة، ويذكِّر المجلس الدول بأنه يجب عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.	0
" ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء الحالة الأمنية في جمهورية أفريقيا الوسطى.	1
وإذ يقرر أن الحالة في الصومال لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،	1
وعلى الرغم من أن التهديد الذي تشكله الميليشيات غير المشروعة في الغرب سيظل منخفضا، مقارنة بمعظم أفغانستان، فإن هذه القوات لا تزال تشكل ثاني أكبر خطر على الأمن الإقليمي، وراء التهديدات المتصلة بالمخدرات والتهديدات الإجرامية.	0
وكان هناك تأييد واسع النطاق للجهود الرامية إلى تحييد الخطر الذي يشكله تحالف القوى الديمقراطية والجماعات المسلحة الأخرى في شرق جمهورية الكونغو الديمقراطية، بما فيها القوات الديمقراطية لتحرير رواندا، على النحو المطلوب في القرار 2147 (2014).	0
لقد ورثت حكومة باكستان الديمقراطية الجديدة تحديات سياسية واقتصادية وأمنية.	1
ويشكل الهجوم على آرو شارو والقرى المجاورة، بالإضافة إلى عواقبه المباشرة، مصدر قلق بالغ لأنه قد يشير إلى بدء استهداف متعمد للسكان المشردين داخليا من جانب الميليشيات، وعدم قدرة القوات الحكومية، أو عدم استعدادها، على توفير حماية فعالة للمخيمات والقرى التي يقيم فيها المشردون داخليا.	1
ومن الأهمية بمكان أن المساءلة، بعد انتهاء الصراع، تتعلق بمساعدة بلد/مجتمع على التكيف مع نفسه، ومساعدة المجتمعات المحلية على المضي قدما.	0
:: استخدام تجويع المدنيين كوسيلة من وسائل الحرب بحرمانهم من الأشياء التي لا غنى عنها لبقائهم على قيد الحياة، بما في ذلك تعمد إعاقة إمدادات الإغاثة على النحو المنصوص عليه في القانون الإنساني الدولي الساري.	0
144 - وفي حين تدرك اللجنة أن رئيس قوات الدفاع يواجه نزهة جماعية للأفراد وضرورة الحفاظ على انضباط القوة، فإنها تلاحظ وجود تباينات كبيرة بين الإجراء الذي اتخذه والإجراءات التي يقتضيها القانون، وأعلن رئيس قوات الدفاع في 16 آذار/مارس أن الملتمسين سيعتبرون مدنيين اعتبارا من 1 آذار/مارس، وأن المشورة القانونية قد طلبتها قوات الدفاع من المستشار القانوني لمجلس الوزراء المعين دوليا، ولم يكن هناك مستشار قانوني داخل القوات المسلحة أو الوزارة.	1
وستواصل بعثة الأمم المتحدة في السودان، إلى جانب فريق التنفيذ الرفيع المستوى التابع للاتحاد الأفريقي والشركاء الدوليين الآخرين، بذل الجهود لمساعدة الطرفين على كسر الجمود الحالي.	0
ومع ذلك، من المهم الإشارة إلى أن الحكومة الإيفوارية تظل مسؤولة عن سلامة وأمن مواطنيها إلى جانب تدابير بناء الثقة تلك، ففي 6 أيلول/سبتمبر، هاجمت مجموعة من الوطنيين الشباب وزير الإدارة الإقليمية عيسى دياكيت في أبيدجان في 6 أيلول/سبتمبر.	0
وهم يقومون بكل هذه الأعمال، ثم يطلبون الحماية والضمانات ويستخدمونها كستار للدخان من أجل مواصلة ابتزازهم والحصول على مزيد من التنازلات منا.	1
وفيما يتعلق بالحالة الإنسانية، تشعر غواتيمالا بالقلق لأن 20 مليون شخص في منطقة الساحل يحتاجون، وفقا لمكتب تنسيق الشؤون الإنسانية، إلى المساعدة الإنسانية، لا سيما في موريتانيا والنيجر وبوركينا فاسو وتشاد.	1
إننا نسعى إلى تركيز اهتمام المجتمع الدولي على الحقيقة المفزعة المتمثلة في أن روسيا، بالانسحاب من القرار المذكور أعلاه، تعتبر نفسها لم تعد ملزمة بالالتزام بمنع بيع جميع أنواع الأسلحة والمعدات الدفاعية وقطع الغيار والذخائر والمركبات المدرعة والمعدات (الفقرة 3) وتوريدها للجانب الأبخازي، فضلا عن منع استئجار مواطنيها وتسجيلهم في أي مجموعة مسلحة في منطقة الصراع (الفقرة 5 أ).	0
ونتحدى أي شخص أن يقول إنه يوجد الآن اندلاع واحد للعنف أو المعركة في أي مكان في السودان.	1
وتتوفر أموال ضخمة لتنظيم القاعدة في العراق، وتمكنت جماعات أخرى من جمع الأموال عن طريق الجريمة أو الهبات.	0
74 - وأضاف أن الدول الأعضاء في الاتحاد الأوروبي ملزمة أيضا بتجريم ”الاستفزازات العامة“ عملا بالتعديلات التي أدخلت في عام 2008 على القرار الإطاري للاتحاد الأوروبي بشأن مكافحة الإرهاب لعام 2002.	1
7 - يلاحظ مع القلق تقارير عملية الأمم المتحدة في كوت ديفوار عن رصد وسائط الإعلام والمنافذ الإعلامية المشار إليها فيها للتحريض على العنف واستئناف النزاع الداخلي، ويشدد على أنها لا تزال مستعدة لفرض جزاءات على من يعرقلون العملية الانتخابية، ولا سيما الإجراءات التي تتخذها اللجنة الانتخابية المستقلة وجميع الجهات الفاعلة الأخرى المعنية، وإعلان نتائج الانتخابات الرئاسية والبرلمانية والتصديق عليها؛	1
وخلال مناقشاتنا السابقة، كانت بلجيكا تشاطر الأمين العام القلق الذي أعرب عنه بشأن الخطر الذي يشكله العنف في العراق على مجتمع ومؤسسات وعملية سياسية ما زالت هشة.	1
وفي الآونة الأخيرة، هناك دلائل على أن الصيد غير المشروع للأحياء البرية عبر الحدود قد يكون عاملا في ديناميات الصراع في وسط أفريقيا، وهناك أدلة على أن الصراع في مالي كان جزئيا نتيجة للاتجار بالأسلحة عبر الحدود الناجم عن النزاع في ليبيا.	0
وتشدد بوجه خاص على الحاجة الملحة إلى توفير حماية مادية أفضل للسكان المشردين وغيرهم من الفئات الضعيفة، ولا سيما النساء والأطفال، وينبغي تركيز الجهود على المناطق التي تكون فيها هذه الفئات والسكان أكثر عرضة للخطر.	0
وتصفها القوات الجوية لكوت ديفوار رسميا بأنها طائرات ”استطلاع“، رغم أن الفريق لاحظ أن طائرة واحدة لديها نقاط صلابة تضاف تحت جناحيها، وقد تم تكييفها لمحاولة حمل ذخائر غير محددة من جانب منظمة حلف شمال الأطلسي لأغراض العمل العسكري.	0
:: تقديم تقرير إلى اللجنة المنشأة عملا بالقرار 1540 (2004) بعد كل اجتماع	0
باسم لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، أتشرف بأن أقدم إلى مجلس الأمن تقرير اللجنة للنظر الشامل في أعمال اللجنة ومديريتها التنفيذية في الفترة من 2011 إلى 2013 (انظر المرفق).	0
6 - كما أن تطبيق تدابير الحماية الذاتية، بما في ذلك نشر أفراد الأمن المسلحين المتعاقد معهم من القطاع الخاص على متن السفن ومفارز حماية السفن، إلى جانب زيادة الوعي بالحالة السائدة والتدريب والمناورات المراوغة واستخدام السفن التجارية للقنوات البحرية الآمنة، قد يكون قد شجع القراصنة على عدم مهاجمة السفن.	0
والواقع أن أذربيجان نفسها تنتهك تلك القرارات، التي تحث الأطراف المعنية على مواصلة المفاوضات في إطار مجموعة مينسك التابعة لمنظمة الأمن والتعاون في أوروبا، وكذلك من خلال الاتصالات المختلفة فيما بينها.	1
وفي ذلك الصدد، نشعر بقلق بالغ إزاء الحالة الأمنية في أفغانستان، التي تدهورت منذ العام الماضي نتيجة للأنشطة التخريبية للعناصر المتبقية من طالبان والقاعدة، والمصادمات بين أمراء الحرب وتجارة المخدرات.	1
وفي كل حادث من هذه الحوادث، أُجبرت النساء على التعري تحت تهديد السلاح، واغتصبتهن الجنجويد ثم تركن عاريات على الطريق.	0
وتعتقد أوغندا أن وضع حد للإفلات من العقاب هو الرادع الوحيد الموثوق به ضد الجرائم التي تشكل أخطر شواغل المجتمع الدولي.	1
ولا تزال الحالة الإنسانية في الصومال مصدر قلق كبير.	1
وترى اللجنة أن التشريد القسري للسكان المدنيين كان منهجياً وواسع النطاق على حد سواء وأن هذا العمل يشكل جريمة ضد الإنسانية.	0
" ويرحب مجلس الأمن في هذا الصدد بالإجراءات التي اتخذها حتى الآن الموقعون على إطار السلام والأمن والتعاون والجهات الضامنة له، بما في ذلك عقد الاجتماع الأول '11+4` لآلية الرقابة الإقليمية لإطار السلام والأمن والتعاون في أديس أبابا في 26 أيار/مايو 2013، والاجتماعين الأولين للجنة الدعم التقني في نيروبي في 24 حزيران/يونيه و 22 تموز/يوليه 2013، اللذين يهدفان إلى إحراز تقدم في وضع معايير لتقييم تنفيذ إطار السلام والأمن والتعاون من جانب جميع الموقعين.	0
والمحكمة الخاصة لسيراليون، وهي أول محكمة لجرائم الحرب منذ نورمبرغ تتخذ من البلد الذي وقعت فيه الفظائع مقرا لها، مصممة على إعطاء الأولوية لتوعية الجمهور ونشر العدالة.	0
ويرى وفد آخر أنه لا ينبغي الخلط بين الحماية الفعالة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة العدوانية.	1
ولا يمكن للدول أن تهزأ بهذا الالتزام الأساسي دون أن تعاني من عواقب سلوكها المعادي للقانون.	1
غير أن الحالة الأمنية لا تزال مصدر قلق حقيقي للجميع، على الرغم من انخفاض الأحداث المتصلة بالأمن في كانون الأول/ديسمبر 2011 وكانون الثاني/يناير 2012، مقارنة بفترة الإبلاغ السابقة التي استغرقت شهرين في العام الماضي.	1
44 - وترحب اللجنة بالعمل الذي تقوم به المديرية التنفيذية لمواصلة التعاون الوثيق مع خبراء لجان مجلس الأمن المنشأة عملا بالقرار 1540 (2004) والقرارين 1267 (1999) و 1989 (2011)، بما في ذلك من خلال التبادل المنتظم للمعلومات وتبادل تقارير البعثات وإعداد الوثائق والبيانات المشتركة التي يصدرها رؤساء اللجان إلى المجلس.	0
ويذكّر المجلس الدول بأن عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين الدولي والقانون الإنساني الدولي.	0
وتشمل هذه الزيارات إجمالا ما يلي: ثماني زيارات شاملة (أوزبكستان، والجماهيرية العربية الليبية، وجمهورية لاو الديمقراطية الشعبية، وجنوب أفريقيا، وكمبوديا، ومصر، والمملكة العربية السعودية)؛ وزيارتين إقليميتين شملتا ستة بلدان (بلجيكا، والدانمرك، ولكسمبرغ، وهولندا في أوروبا الغربية، وبوركينا فاسو والسنغال في غرب أفريقيا)؛ وسبع زيارات مركزة (أستراليا، وبنما، وجمهورية كوريا، وسنغافورة، ومدغشقر، والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية، ونيوزيلندا)؛ وثلاث زيارات متابعة (بنغلاديش، وكينيا، ومالي).	0
غير أنه على الرغم من الاهتمام المتزايد والتطورات الإيجابية التي حدثت مؤخرا في هذا المجال، لا يزال هناك العديد من التحديات على أرض الواقع فيما يتعلق بالتنفيذ، ولا سيما التحديات المتعلقة باستمرار انعدام الوضوح فيما يتعلق بمفهوم وتفعيل حماية المدنيين، وآليات التنسيق الداخلية والخارجية، والإنذار المبكر والاستجابة السريعة، ودعم قوات الأمن التابعة للحكومة المضيفة، وقدرات القوات والموارد.	1
وصل وزير الداخلية لوباتو إلى مقر القيادة مرتدياً سترة واقية من الرصاص وفي حالة شديدة التوتر يصرخ "اقتلوهم جميعاً"	1
وتمكن خبراء الطب الشرعي التابعون للجنة من التحقق من أن بعض العسكريين دُفنوا في الخنادق الموجودة حول المخيم العسكري، وأن جميع المدنيين دُفنوا في مقابر متعددة في البلدة.	0
ويعرب المجلس عن قلقه إزاء الدعم الخارجي الذي تتلقاه الجماعات المسلحة التشادية، على نحو ما أفاد به الأمين العام.	1
ويشير المجلس إلى الأهمية التي يعلقها على وضع حد للإفلات من العقاب، وعلى تحقيق العدالة فيما يتعلق بالجرائم المرتكبة في دارفور.	1
وتنتقل المهارات والأساليب التقنية بشكل متزايد من تنظيم تنظيم تنظيم القاعدة إلى تنظيمات أخرى، مما يدعم مستوى من الابتكار يزيد من التهديد.	1
ويساور أذربيجان قلق بالغ إزاء استمرار أنشطة الاستيطان غير القانونية في الأراضي الفلسطينية المحتلة.	1
”ويقر مجلس الأمن بالجهود التي تبذلها جامعة الدول العربية للإسهام في المساعي الجماعية الرامية إلى تسوية الصراعات في الشرق الأوسط بالوسائل السلمية، فضلا عن تعزيز الاستجابات الدولية للتحولات التي تشهدها المنطقة، ويشجعها كذلك، ويؤكد من جديد التزامه القوي بسيادة واستقلال ووحدة وسلامة أراضي بلدان المنطقة وبمقاصد الميثاق ومبادئه.	0
غير أنه في عام 2007، وبعد إصدار أمر القبض على هارون وكوشيب، رفض الرئيس البشير علنا تنفيذهما، وطعن في سلطة مجلس الأمن، وذكر أن هارون قد فعل ما أمر به.	1
وقد واصلت حواري مع السلطات اللبنانية بشأن هذه المسألة وأتطلع إلى الوفاء بهذه الالتزامات في وقت مبكر.	0
ومع ذلك، يساورنا القلق إزاء التطورات الأخيرة التي شهدت زيادة في التوترات بين أفراد المجتمعات المحلية وقوات القوة الدولية للمساعدة الأمنية.	1
ونأمل، في مواجهة هذا التهديد الواضح للسلم والأمن الدوليين، أن يعمل مجلس الأمن دون استخدام المعايير المزدوجة التي تميزت بها أعماله السابقة في هذا الشأن، من أجل الاعتماد العاجل والنهائي لمشروع القرار الذي تقدمه الجزائر باسم الدول الأعضاء في المجموعة العربية.	1
(ك) القيام، في ضوء النفقات التي تكبدتها القيادة والجهاز العسكري والأمني في الماضي، بإعادة ترتيب الأولويات وتخصيص الموارد المتاحة لضمان، حسب الاقتضاء، التحرر من الجوع وغير ذلك من المعايير الدنيا الأساسية للمواطنين، بمن فيهم المواطنون العاملون في القوات المسلحة؛	0
ويجب على الولايات المتحدة أن تتخلى عن الاستخفاف والإهمال المتعمدين اللذين كانت تمارسهما منذ ما يقرب من سبع سنوات وأدىا إلى تدهور الحالة في المنطقة.	1
وسيتلقى المقاتلون المسرحون بدل إقامة يناهز 940 دولاراً من دولارات الولايات المتحدة، يدفع 25 في المائة منها عند التسريح، و25 في المائة بعد ذلك بـ 45 يوماً، والباقي بعد 90 يوماً.	0
ويبدو أن التغيير الحقيقي يأتي من الاحتجاج الشعبي أكثر منه من أعمال العنف الخفية.	0
ووفقا لتلك القرارات، يجب على هذا الجهاز أن يطالب حكومة الولايات المتحدة بأن تصدر على الفور حكما على لويس بوسادا كاريليس لارتكابه أعمالا إرهابية أو أن تسلمه إلى جمهورية فنزويلا البوليفارية، التي ما فتئ نظامها القضائي يلاحقه منذ سنوات.	1
ولا تزال ولاية النيل الأزرق أيضا مصدر قلق لنا.	1
ونود أيضا أن نعرب عن قلقنا من أن تكرار تلك الحوادث يمكن أن يؤدي إلى حالة غير مستقرة في المنطقة، مما يجعل من الصعب التوصل إلى حل سلمي للحالة في كوسوفو، وهو حل يقبله الطرفان.	1
وعلى الرغم من أن الرئيس تصرف في حدود صلاحياته الدستورية، فقد ناقشت معه الشواغل من أن يؤدي العفو الصادر في 25 كانون الأول/ديسمبر 2009 إلى تفاقم تصورات الإفلات من العقاب.	1
وللأسف، هناك أيضا أمثلة عديدة يمكن لآليات تقصي الحقائق أن تسهم فيها في إثبات الحقيقة وضمان المساءلة ومنع وقوع المزيد من انتهاكات حقوق الإنسان، ولكن المجلس لم يتخذ إجراءات فعالة بسبب اعتبارات سياسية.	1
وفي وقت لاحق من عام 2006، اعتمدت الجمعية العامة بالإجماع استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، وهي استراتيجية ذات أهمية كبيرة لإعادة تأكيد الالتزام الجماعي للمجتمع الدولي بمكافحة التهديد المشترك للإرهاب.	0
