en_ar_DEEPL	VerConf
وبعبارة أخرى، كانت اللجنة الوطنية على دراية تامة بالادعاءات الخطيرة المتعلقة بالجرائم المرتكبة في دارفور.	1
ويمكن أن تؤدي الموارد القابلة للنهب، على وجه الخصوص، والتي يمكن الوصول إليها مباشرة من قبل كوادر المقاتلين (وليس من خلال سلسلة القيادة)، إلى إطالة أمد الصراع من خلال خلق مشاكل انضباطية تجعل من الصعب على القادة فرض تسوية على الأتباع.	0
وفي هذا السياق، ما زلنا نشعر بالقلق إزاء الفئات الأكثر ضعفاً في تيمور - ليشتي: الفقراء والنازحين.	1
ويساورنا القلق بشكل خاص من انتشار الأسلحة في ليبيا وخارج حدودها خارج نطاق السيطرة نتيجة للصراع.	1
إن التواجد المحدود للمفوضية في المخيمات وبين اللاجئين هو عقبة أخرى وضعها بلد اللجوء في طريق تنفيذ المفوضية لولايتها.	1
88. أفادت إحدى الدول بأن استراتيجيتها الوطنية لمكافحة الإرهاب تتطلب أن تكون إجراءات السلطات متسقة وشفافة وأن تكفل احترام سيادة القانون والديمقراطية والحقوق الأساسية والحكم الرشيد.	1
إدانة التحريض على العنف ضد المدنيين في حالات النزاع المسلح والدعوة إلى الوقف الفوري للتحريض على العنف ضد المدنيين في حالات النزاع المسلح.	1
وبالفعل، فإن أذربيجان نفسها تنتهك تلك القرارات التي تحث الأطراف المعنية على مواصلة المفاوضات في إطار مجموعة مينسك التابعة لمنظمة الأمن والتعاون في أوروبا، وكذلك من خلال الاتصالات المختلفة فيما بينها.	1
وتؤيد اللجنة أيضا التوصية الداعية إلى توجيه طلبات الحصول على المعلومات بشكل أكثر دقة إلى الدول التي يعمل فيها فرد أو كيان مدرج في القائمة أو يسعى إلى العمل فيها، دون فرض عبء إبلاغ ثقيل للغاية على تلك الدول.	0
وأعربوا عن قلقهم إزاء الاستخدام المكثف للإنترنت من قبل تنظيم القاعدة والمرتبطين به، وإزاء عدم مسؤولية بعض وسائل الإعلام في تغطيتها للقضايا الحساسة، وإزاء استخدام الإرهابيين للهواتف الساتلية.	0
228. وقبل الشروع في عرض نتائج تقصي الحقائق الذي قامت به اللجنة وكذلك التقييم القانوني لهذه الوقائع، يجدر تقديم بعض الحقائق عن كل من التشريد والتدمير، وذلك لإعطاء صورة واضحة عن حجم ونطاق الحالة.	0
3. يجب تحديد هوية أعضاء فرق الموت وتقديمهم إلى العدالة;	0
25. انخفضت عمليات اختطاف الأطفال لأغراض عسكرية التي اتسمت بها فترة النزاع بشكل ملحوظ خلال الفترة المشمولة بالتقرير.	0
وأكد المجلس في القرار أن الإذن لا ينطبق إلا فيما يتعلق بالحالة في الصومال وأنه لا يمس حقوق أو التزامات أو مسؤوليات الدول الأعضاء بموجب القانون الدولي، بما في ذلك أي حقوق أو التزامات بموجب اتفاقية الأمم المتحدة لقانون البحار، بما في ذلك المبدأ العام للولاية الحصرية لدولة العلم على سفنها في أعالي البحار, وفيما يتعلق بأي حالة أخرى، شدد على وجه الخصوص على أن القرار لا يعتبر منشئا لقانون دولي عرفي، وأشار إلى أن هذا الإذن لم يقدم إلا بعد تلقي الرسالة المؤرخة 8 تشرين الأول/أكتوبر 2014 التي تنقل طلب رئيس جمهورية الصومال الاتحادية.	0
وتهدف هذه المبادرة، المفتوحة لجميع الدول الأعضاء، إلى تعزيز تخفيضات قابلة للقياس في العنف المسلح في جميع أنحاء العالم وكذلك تحسينات ملموسة في مجال الأمن البشري بحلول عام 2015.	0
يجب اتخاذ خطوات لقمع تمويل الإرهاب بشكل كافٍ.	1
أعرب أعضاء المجلس عن قلقهم الشديد إزاء الجرائم المستمرة التي تُرتكب في ليبيا.	1
64. وسألت البعثة الأفراد العسكريين الحكوميين عن التقارير التي تفيد بمقتل نحو 70 شخصاً، معظمهم من المسلمين، على أيدي جنود الحكومة بعد استعادتهم للبلدة.	0
يجب أن أقول أن الموضوع الذي تم اختياره لمناقشتنا اليوم، رغم أنه آسر، إلا أنه يشكل تحديًا كبيرًا.	1
(أ) أن يطلب إلى الاتحاد الأفريقي الإبقاء على قوات بعثة الاتحاد الأفريقي في الصومال بعد رحيل القوات الإثيوبية وتقديم المساعدة المبينة أدناه من أجل دعم تعزيز البعثة;	0
وحشدت وكالات الإغاثة استجابتها، إلا أن التدفقات غير الاعتيادية للـ"غو" أبرزت الحاجة إلى خطط متطورة للإنذار المبكر والتأهب للطوارئ.	0
16. وفي 17 آذار/مارس، أصدرت مجموعة الـ 7 مذكرة صاغت فيها شكاوى ضد رئيس الجمهورية وعددت العقبات والصعوبات التي ينبغي معالجتها من أجل دفع عملية السلام إلى الأمام.	1
وركز الاجتماع، الذي نظمته المديرية التنفيذية بالاشتراك مع مجلس أوروبا، على منع الإرهاب.	0
232. ويصل العدد التقديري للسكان المتأثرين بالنزاع في دارفور إلى جانب اللاجئين في تشاد (1.65 مليون نازح داخليا، و 000 627 شخص متأثرين بالنزاع بطريقة أو بأخرى، و 051 203 لاجئ) إلى رقم مذهل يبلغ حوالي 2.5 مليون شخص متأثرين بطريقة أو بأخرى - غالبيتهم العظمى بالنزوح من ديارهم.	0
وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وبالدور الذي يؤديه منذ إنشائه، وإذ يلاحظ الدور الهام الذي يضطلع به أمين المظالم في تحسين الإنصاف والشفافية، وإذ يشير إلى التزام مجلس الأمن الراسخ بكفالة أن يكون مكتب أمين المظالم قادرا على مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته، وإذ يشير أيضا إلى البيان الرئاسي لمجلس الأمن (S/PRST/2011/5) المؤرخ 28 شباط/فبراير 2011،	0
وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون في المغرب (S/2007/731، المرفق)، يدعي كل منهما وقوع انتهاكات لبنود الاتفاقات العسكرية المبرمة في عام 1991.	1
ووفقًا لهذه السياسة، لم تتردد حكومتي فور علمها بالوجود غير المرغوب فيه للمتمردين الأوغنديين التابعين لجيش الرب للمقاومة، في توجيه إنذار نهائي لهم بمغادرة الأراضي الوطنية فورًا.	1
كما لا تزال ولاية النيل الأزرق مصدر قلق لنا.	1
وتجدر الإشارة إلى أن الحركتين لم تدافع عن قضيتهما من وجهة نظر قبلية، بل تحدثتا باسم جميع الدارفوريين، ووجهتا هجماتهما بشكل أساسي إلى المنشآت الحكومية.	0
"يدين مجلس الأمن إدانة قاطعة الهجوم الإرهابي الذي وقع في مأرب، الجمهورية اليمنية، في 2 تموز/يوليه 2007، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذه الهجمات وأسرهم، ولشعبي وحكومتي الجمهورية اليمنية ومملكة إسبانيا.	1
(د) المواجهة المسلحة بين جنود القوات المسلحة التيمورية وضباط الشرطة الوطنية لتيمور - ليشتي في مقر الشرطة الوطنية لتيمور - ليشتي في 25 أيار/مايو، والتي أسفرت عن وقوع العديد من الإصابات ووفاة جندي من القوات المسلحة التيمورية يدعى بوري.	1
31. يبلغ قوام الوحدات المتكاملة المشتركة، الذي ظل دون تغيير منذ نيسان/أبريل 2009، 900 32 فرد (حوالي 83 في المائة من قوامها المقرر البالغ 639 39 فردا).	0
148. إن تنفيذ تدابير مراقبة الحدود أمر ضروري للتطبيق العملي لاستراتيجيات الدول لمكافحة الإرهاب.	0
إن استنتاج عدم انتهاج وتنفيذ سياسة الإبادة الجماعية في دارفور من قبل السلطات الحكومية، مباشرة أو من خلال الميليشيات الخاضعة لسيطرتها، لا ينبغي أن يؤخذ بأي حال من الأحوال على أنه انتقاص من خطورة الجرائم التي ارتكبت في تلك المنطقة.	1
وفي تلك المناسبة، قدم أيضا معلومات مستكملة عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب المرتبطون بتنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، عملا بالفقرة 26 من القرار 2178 (2014).	1
A. إنشاء مركز القيادة المتكاملة	0
وترفض جمهورية كوريا الشعبية الديمقراطية رفضا قاطعا القرار المناهض لحقوق الإنسان في جمهورية كوريا الشعبية الديمقراطية الذي تم تلفيقه على أساس مؤامرات وأكاذيب ومعلومات مضللة وفرضته الولايات المتحدة وبلدان معادية أخرى بطريقة متعجرفة وتعسفية.	1
وقد بدأ البرنامج بملاحظة الارتباطات وبناء الملامح التي قد تكون ذات صلة بالدول الأخرى، ويشيد الفريق بالطريقة التي يتم بها مشاركة النتائج على الصعيد الدولي.	0
وتصل قيمة هذه الأصول، التي تبلغ 2.319.386 مليون دولار أمريكي، إلى ما يقرب من 91 مليون دولار أمريكي (بأسعار الصرف في حزيران/يونيه 2005)، باستثناء الأصول المجمدة في خمس دول لم تحدد المبالغ.	0
"يعرب مجلس الأمن عن قلقه المتزايد إزاء التهديدات الخطيرة التي يشكلها الاتجار بالمخدرات وما يتصل به من جريمة منظمة عبر وطنية على السلام والاستقرار الدوليين في غرب أفريقيا ومنطقة الساحل على النحو المشار إليه في استراتيجية الأمم المتحدة المتكاملة لمنطقة الساحل.	1
لقد ناشدنا المجلس في عدة مناسبات العمل على إجبار إسرائيل على وقف هجماتها العسكرية وضمان حماية السكان المدنيين ووقف الإجراءات العقابية غير القانونية التي تتعمد من خلالها التسبب بكارثة إنسانية في قطاع غزة.	1
13. وقد أدى هذا الوضع إلى تعقيد الجهود الرامية إلى تحقيق السلام والمصالحة.	0
"ويدين مجلس الأمن بشدة استمرار أعمال العنف وانتهاكات حقوق الإنسان التي ترتكبها جميع الجماعات المسلحة، بما في ذلك عمليات الإعدام بإجراءات موجزة والعنف الجنسي والعنف القائم على نوع الجنس وتجنيد الأطفال واستخدامهم على نطاق واسع، ويطالب جميع الجماعات المسلحة بأن توقف فورا جميع أشكال العنف والأنشطة المزعزعة للاستقرار وأن يقوم أفرادها على الفور وبشكل دائم بتسريح أعضائها وإلقاء أسلحتهم وتسريح الأطفال من صفوفها، ويؤكد مجددا أن المسؤولين عن انتهاكات حقوق الإنسان وانتهاكات القانون الإنساني الدولي سيخضعون للمساءلة وينبغي ألا يكونوا مؤهلين للاندماج في القوات المسلحة لجمهورية الكونغو الديمقراطية أو غيرها من عناصر قوات الأمن التابعة للدولة.	1
وأعرب المدعي العام عن أسفه لتدهور الوضع الأمني في ليبيا وتزايد عدم الاستقرار السياسي ونتيجة لذلك فإن البيئة الحالية لا تساعد على سد فجوة الإفلات من العقاب في ليبيا.	1
لا تنفذ أي دولة تدابير كافية لحماية المنظمات غير الربحية من تمويل الإرهاب.	0
ولا يزال الرفع التدريجي للخط الأخضر يستند إلى تقييم شامل للتهديدات؛ والمشاورات مع مركز القيادة المتكاملة؛ والتحسن في الوضع الأمني العام، ولا سيما الاحتمال المنخفض المقدر لوقوع مواجهة عسكرية بين المتحاربين السابقين.	0
وبالإضافة إلى ذلك، ازدادت المخاوف من احتلال ممتلكات الأقليات، حيث أفادت تقارير من الجالية الكرواتية في بلدية فيتينا ومن الغجر الذين يعيشون في بلدة غنيلاني بأن ألبان كوسوفو كانوا يتفقدون المنازل الخالية، وفي بعض الحالات كانوا يقومون بتخويف أفراد الجالية.	1
لقد كنت في أفغانستان لمدة أربعة أيام في نهاية شهر يونيو/حزيران لتقييم الوضع الإنساني، نظراً للمخاوف المتزايدة بشأن خطورة القضايا الإنسانية وحماية المدنيين.	1
سيتم تطوير البحوث وتحليل السياسات حول مجموعة من القضايا، بما في ذلك منع النزاعات وآليات الإنذار المبكر.	0
وإذ يساوره بالغ القلق إزاء الأنشطة المسلحة وأعمال اللصوصية في [المنطقة] التي تهدد أمن السكان المدنيين وسير العمليات الإنسانية في تلك المناطق واستقرار تلك البلدان، والتي تؤدي إلى انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني الدولي.	1
كما أدان أعضاء مجلس الأمن الهجمات المستمرة ضد قوات الأمن اليمنية في حضرموت في 9 تشرين الأول/ أكتوبر، وكذلك في البيضاء في 8 تشرين الأول/ أكتوبر، والتي تهدف إلى تقويض استقرار اليمن.	1
319. ومن الواضح أن التدمير الواسع النطاق للقرى الذي قامت به القوات الحكومية والجنجويد لم يكن مبررا بالضرورة العسكرية.	0
:: :: التوصية بخيارات ملموسة لتعزيز استخدام المجلس للأدوات المختلفة للحد من الآثار السلبية لتورط الإرهابيين في الجريمة العابرة للحدود على جهوده الرامية إلى حل النزاعات، ودعم الدول في جهودها الرامية إلى تعزيز الضوابط الحدودية وجهود مكافحة الجريمة العابرة للحدود	0
وفقًا للشبكة السورية لحقوق الإنسان، قتل النظام السوري في نوفمبر/تشرين الثاني 6 ناشطين إعلاميين، من بينهم ناشط توفي تحت التعذيب في أحد معتقلات النظام السوري، وأصاب 5 آخرين.	0
وسلط أعضاء اللجنة الضوء على أن التاريخ أظهر أن الدول التي ارتكبت مثل هذه الجرائم البشعة ضد شعوبها كانت مصدرًا دائمًا لعدم الاستقرار وانعدام الأمن لجيرانها.	1
ويرجع ذلك أساساً إلى أن الإرهاب له طبيعة متطورة.	1
(و) رحب باستعداد المديرية التنفيذية للمشاركة بفعالية في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، التي أنشئت لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، وأكد أهمية ذلك؛	0
كما قام بزيارة مخيم العيون للاجئين.	0
:: تسليط الضوء على الممارسات الجيدة في التصدي للمخاطر المحددة والاستجابة لاحتياجات وقدرات وأولويات النساء والفتيات اللاجئات والنازحات داخلياً وعديمات الجنسية أثناء الفرار وأثناء النزوح وعند العودة، بما في ذلك الاحتياجات الخاصة لمختلف فئات النساء والفتيات اللاتي يتعرضن لأشكال متعددة ومتقاطعة من التمييز، وذلك بالتشاور مع منظمات المجتمع المدني المحلية والنساء والفتيات أنفسهن	0
ويأتي هذا النهج في أعقاب الالتزام الذي قطعه وزراء منتدى التعاون الاقتصادي لدول آسيا والمحيط الهادئ في تشرين الثاني/نوفمبر 2005 بإجراء تقييم، قبل نهاية عام 2006، لمدى تعرض المطارات للهجوم من قبل أنظمة الدفاع الجوي المحمولة.	0
3. وبالإضافة إلى إعادة التأكيد في الإعلان، على أهمية التحرك بسرعة نحو إجراء الانتخابات في تشرين الأول/أكتوبر، اتفقت الأطراف في الإعلان، على ضرورة الانتهاء من تفكيك الميليشيات ونزع سلاحها بحلول 20 آب/أغسطس، وعلى أن تحدد اللجنة الثلاثية التي تضم عملية الأمم المتحدة في كوت ديفوار ومكتب رئيس الوزراء الإيفواري ووساطة الاتحاد الأفريقي التدابير الإضافية اللازمة للتعجيل بالعملية.	0
16. وعلى الرغم من الهزيمة العسكرية لحركة 23 آذار/مارس، لا تزال الجماعات المسلحة الكونغولية والأجنبية، بما في ذلك تحالف القوى الديمقراطية والقوات الديمقراطية لتحرير رواندا والعديد من جماعات المايي - مايي تشكل تهديدا للسكان المدنيين وللاستقرار والتنمية عموما في شرق جمهورية الكونغو الديمقراطية ومنطقة البحيرات الكبرى.	1
- إدخال آلية شفافة للإدارة والحوكمة الرشيدة لمكافحة الاحتيال والفساد.	0
609. وتستند توصية اللجنة بإحالة مجلس الأمن إلى المحكمة الجنائية الدولية إلى الافتراض الصحيح بأن المحاكم السودانية غير راغبة وغير قادرة على محاكمة الجرائم الدولية العديدة التي ارتكبت في دارفور منذ عام 2003.	0
:: تقديم أولئك الذين يمولون أو يخططون أو يدعمون أو يسهلون أو يرتكبون الأعمال الإرهابية إلى العدالة، مع الإشارة على وجه الخصوص إلى مبدأ "التسليم أو المحاكمة"، وفقا للقانون الدولي، بما في ذلك قانون حقوق الإنسان	1
(ك) توفير التدريب العسكري، بما في ذلك في مجال حقوق الإنسان والقانون الإنساني الدولي وحماية الطفل ومنع العنف القائم على نوع الجنس، لمختلف أفراد ووحدات الألوية المتكاملة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي من جمهورية الكونغو الديمقراطية، وذلك في إطار الجهود الدولية الأوسع نطاقا لدعم إصلاح قطاع الأمن;	0
وإذ يلاحظ مع القلق الطابع المتغير للتهديد الذي يمثله تنظيم القاعدة وأسامة بن لادن وحركة الطالبان وغيرهما من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم، ولا سيما الطرق التي يتم بها الترويج للأيديولوجيات الإرهابية،	1
وطلب أعضاء مجلس الأمن أيضا من رئيس المجلس أن ينقل إلى الممثل الدائم لجمهورية الكونغو الديمقراطية قلقهم بشأن طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان وأن يدعو الحكومة إلى مواصلة المشاركة في مكافحة الإفلات من العقاب وتعزيز احترام حقوق الإنسان وسيادة القانون.	0
وبدلاً من الشعار الشهير لكأس العالم 2014، والذي تظهر فيه ثلاث أيادٍ منتصرة تحمل الكرة الأرضية، لتشكل معاً الكأس المرموقة، يظهر كاريكاتير السلطة الفلسطينية "كأساً" لثلاثة أيادٍ تحمل ثلاثة أشخاص رافعين أيديهم مستسلمين.	1
ويشمل ذلك أولئك الذين تم تحديدهم على أنهم محوريون في تلقين وتجنيد الانتحاريين.	0
ويحث كذلك جميع الدول الأعضاء، بالتنسيق مع المؤسسات المالية الدولية ووكالات الأمم المتحدة، على زيادة دعمها لمعالجة الأثر السياسي والاجتماعي والاقتصادي والمالي المتزايد لأزمة اللاجئين على البلدان المضيفة.	0
ومع ذلك، فقد أصدر فريق الخبراء تقريراً قوياً وذا مصداقية، وللمرة الأولى اعترفت هيئة دولية بحجم انتهاكات حقوق الإنسان التي ارتكبت في الأيام الأخيرة من النزاع الوحشي في سريلانكا، عندما قتل ما لا يقل عن 10,000 مدني.	0
وقدم الرئيس إحاطة إلى المجلس عن مناقشات اللجنة في جلستها المعقودة في 3 أيلول/سبتمبر، التي ركزت على تقرير منتصف المدة لفريق الخبراء المنشأ عملا بالقرار 1874 (2009)، الصادر في 1 آب/أغسطس، وعلى تحديث فريق الخبراء لتقريره عن الحادث، الصادر أيضا في 1 آب/أغسطس، بشأن إطلاق جمهورية كوريا الشعبية الديمقراطية لقذائف تسيارية في حزيران/يونيه وتموز/يوليه 2014.	0
وهذا أمر غير مقبول ويتعارض حتى مع الحظر المعلن عنه من قبل القوات المناهضة للحكومة على الألغام الأرضية.	1
وفي حين أن تصرفات حزب الله مؤسفة، وكما قلت، فإن لإسرائيل الحق في الدفاع عن نفسها، إلا أن الاستخدام المفرط للقوة أمر يستحق الإدانة.	1
في أكتوبر 1980، وضعت القوات الجوية الفرنسية في الخدمة ست طائرات هجوم وتدريب خفيفة من طراز Dassault/Dornier Alpha Jet CI.	0
23. خلال الزيارات الميدانية الأخيرة لمخيمات اللاجئين ومواقع المشردين داخليا والقرى المجاورة، سجلت البعثة عددا أقل من التقارير عن انتهاكات حقوق الإنسان.	0
نحن قلقون للغاية من أن العمليات المخصصة التي تم إنشاؤها لهذا الغرض يبدو أنها فشلت.	1
وفي هذا السياق، أكد أعضاء المجلس من جديد على ضرورة استخلاص الدروس المستفادة من المواجهة المسلحة التي أعقبت الانتخابات الرئاسية لعام 2010 في البلاد.	0
إن محاولات مجلس الأمن الحالية لإلقاء اللوم على إريتريا لا مبرر لها، سواء من الناحية القانونية أو السياسية.	1
ويشكل هذا النمط المقلق من الأنشطة مصدر قلق بالغ يهدد بتقويض سلامة عمليات الأمم المتحدة بشكل خطير.	1
531. وتشير اللجنة في البداية إلى أنها حددت 10 من كبار المسؤولين في الحكومة المركزية، و 17 مسؤولا حكوميا يعملون على المستوى المحلي في دارفور، و 14 من أفراد الجنجويد، و 7 من أفراد مختلف الجماعات المتمردة، و 3 ضباط من جيش أجنبي (شاركوا بصفتهم الفردية في الصراع) يشتبه في تحملهم المسؤولية الجنائية الفردية عن الجرائم المرتكبة في دارفور.	1
كما تلقت اللجنة تقارير موثوقة بشأن مقتل شرطي آخر على يد الحشد في المنطقة نفسها.	0
يتطلب التوجيه الواضح لعمل اللجنة ومديريتها التنفيذية توجيهاً واضحاً في مجال السياسات في جميع المجالات الرئيسية لولاية اللجنة.	1
وأسفرت عملية مماثلة تم تنفيذها في بريشتينا في 18 نوفمبر/تشرين الثاني عن اعتقال ستة أشخاص.	0
فأجاب الضباط المسلحون بأنهم "كانوا جميعًا متشابهين على أي حال"، وبدأوا في تخريب المنزل.	0
دار بين الكولونيل ريس والسيد مالك تبادل لفظي ساخن.	1
تشعر فييت نام بقلق عميق إزاء التدهور المقلق للحالة الأمنية والإنسانية في الجزء الشرقي من جمهورية الكونغو الديمقراطية.	1
ويمكن أن يتوخى تعزيز الاختصاصات في مجالات مثل الشرطة والعدالة والتعليم والثقافة والإعلام والاقتصاد. ويمكن أن يسمح بإقامة روابط أفقية بين البلديات ذات الأغلبية الصربية في كوسوفو.	0
في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، فيما يتصل بنظر المجلس في البند المعنون "الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
في ظل هذه الظروف، حيث تتلاقى التفاوتات العميقة والإقصاء السياسي والاقتصادي والاجتماعي، تبرز عملية تهدف إلى تغيير النظام السائد وتسعى إلى إحداث تغييرات وبدائل اقتصادية وسياسية تسمح بالمشاركة وفتح مساحات ووسائل تعبير جديدة، ما يعني باختصار المطالبة بالحقوق الأساسية.	1
تعرب البوسنة والهرسك عن قلقها إزاء الجمود السياسي الحالي في تشكيل حكومة جديدة وتحديد عملية إصلاح دستوري واضحة.	1
أولاً، لقد خلقوا حالة طوارئ إنسانية مستمرة تهدد السلام والاستقرار في هايتي.	1
وتشمل الاتجاهات الأخرى الاستخدام المتزايد لوثائق الهوية المزورة للحصول على وثائق سفر مشروعة وآمنة، والاستخدام المتزايد للإنترنت وتكنولوجيات الاتصالات الأخرى (سواء للتحريض على الأعمال الإرهابية أو لجذب مجندين جدد)، والظاهرة الناشئة المتمثلة في عمل الإرهابيين بمفردهم أو في خلايا صغيرة.	0
كما يؤكد مجلس الأمن من جديد دعمه للممثل الخاص للأمين العام، السيد أحمدو ولد عبد الله، لما يبذله من جهود من أجل دفع العملية السياسية في الصومال.	0
وعلاوة على ذلك، ترى شيلي أن الفقرة 2 من منطوق مشروع القرار تتضمن إدانة للهجمات الانتحارية ضد المدنيين فقط.	1
ومع ذلك، فإن الكشف والوقاية الفعالين على الحدود غالباً ما يكونان منعدمين بسبب عدم كفاية تطبيق مؤشرات المخاطر ومعايير الاستهداف؛ وغياب تبادل المعلومات والتعاون من قبل مسؤولي الجمارك، وإدارات إنفاذ القانون والهجرة ووحدات الاستخبارات المالية؛ ونقص الموارد البشرية والمادية المخصصة.	1
وفي حالة دارفور، يمكن العثور على هذا القصد التمييزي والاضطهادي في مناسبات عديدة لدى بعض الميليشيات العربية، وكذلك لدى الحكومة المركزية: فالهجمات المنهجية على القرى التي يقطنها مدنيون (أو معظمهم من المدنيين) ينتمون إلى بعض القبائل "الأفريقية" (الفور والمساليت والزغاوة)، والتدمير والحرق المنهجي لتلك القرى والتهجير القسري للمدنيين من القرى تشهد على وجود نية اضطهادية واضحة.	0
وينبغي أن تهدف هذه المساعدة إلى إنشاء سلطة ثلاثية تتولى مسؤولية مراقبة وإنفاذ أي قواعد وأنظمة يتم الاتفاق عليها ووضعها من أجل رفاهية السكان الذين يزيد عددهم عن مليون نسمة الذين يتجمعون على الخليج ومن أجل التنمية الاقتصادية للدول الساحلية الثلاث، وبالتالي تشجيع التجارة البحرية الدولية.	0
وقد شجعني في كل تلك المناقشات أن أجد تقاربًا في الآراء: فقد تعجبنا جميعًا من الكيفية التي حققت بها ليبيريا الكثير منذ نهاية القتال في عام 2003، ولكننا جميعًا أدركنا تمامًا مدى التحديات المذهلة التي لا تزال تواجه ليبيريا، وأننا في نهاية المطاف، لا نعتبر أي شيء أمر مفروغ منه.	1
من جانبهم، اتهم قادة الحكومة ومؤيدوها الحركة الوطنية لكوت ديفوار وغيرها من "حركات التمرد" بالاستعانة بقوات أجنبية وارتكاب فظائع، لا سيما قتل العشرات من أفراد الدرك في بواكيه.	1
126. وحقق الفريق في سلسلة التوريد الخاصة بتسليم هذه المركبات لتحديد ما إذا كان المشاركون فيها على علم مسبق بأن المستخدم النهائي سيكون وزارة الدفاع الإيفوارية.	0
أصبح حوالي 20,000 شخص بلا مأوى في أبيدجان بسبب التدمير المتعمد لمدن الصفيح.	0
وإذ يقرر أن الوضع في المنطقة لا يزال يشكل تهديداً للسلم والأمن الدوليين,	1
وإذ تؤكد من جديد دعوتها جميع الدول إلى أن تصبح أطرافا في الاتفاقيات والبروتوكولات الدولية لمكافحة الإرهاب في أقرب وقت ممكن، سواء كانت أطرافا في الاتفاقيات الإقليمية المتعلقة بهذه المسألة أم لا، وأن تنفذ التزاماتها بموجب الاتفاقيات التي هي طرف فيها تنفيذا كاملا,	0
وعلى هذا النحو، تمثل مدينة كابول بيئة غنية بالأهداف المحتملة، وقد وقعت عدة هجمات ضد منشآت عسكرية وسفارات غربية.	0
تشعر جمهورية جنوب السودان بقلق بالغ إزاء تدهور الوضع الأمني في المناطق الحدودية لكل من جمهورية السودان وجمهورية جنوب السودان.	1
أولاً، حثت مجلس الأمن على إعطاء حقوق الإنسان مزيداً من الاعتراف والأهمية في قراراته وبياناته الرئاسية.	1
151. ويرى آخرون، مثل الفريق العامل المعني بالمساواة بين الجنسين، مع اعترافهم بمزايا هذه التدابير بالنسبة لإنفاذ القانون، أن إدخال التنظيم الإلزامي يمكن أن ينتهك حقوق الإنسان الأساسية.	1
وقد تعمق العديد منها في الأسباب الجذرية للعنف والانتهاكات، مما أدى إلى إطلاق آليات العدالة الانتقالية التي تعالج الحق في معرفة الحقيقة والعدالة وسبل الانتصاف والتعويضات وضمانات عدم التكرار، وبالتالي فقد استرشدت بها جهود بناء السلام والمصالحة الأكثر استدامة وساعدت في التسوية السياسية للنزاعات.	0
وأعربت المفوضة السامية عن قلقها إزاء استمرار الانتهاكات الواسعة النطاق وثقافة الإفلات من العقاب السائدة في جميع أنحاء البلاد، ولا سيما في منطقة الثقة، وتآكل سيادة القانون داخل المناطق التي تسيطر عليها الحكومة والقوات الجديدة.	1
وتعتقد أوغندا أن إنهاء الإفلات من العقاب هو الرادع الوحيد الموثوق ضد الجرائم التي تثير قلق المجتمع الدولي البالغ.	1
"ويعرب مجلس الأمن عن قلقه إزاء تزايد استخدام الإرهابيين ومؤيديهم لتكنولوجيا الاتصالات لأغراض الدعوة إلى الإرهاب وتجنيد الآخرين وتحريضهم على ارتكاب أعمال إرهابية، بما في ذلك من خلال الإنترنت، وتمويل وتسهيل سفر المقاتلين الإرهابيين الأجانب وأنشطتهم اللاحقة.	1
ووصف الرئيس بشكل قاطع الحادث المؤسف بأنه قبيح وغير مقبول، لأنه ينذر باحتمال وقوع أعمال عنف خلال الانتخابات المقبلة في عام 2012.	1
4. تقترح المذكرة أن يشرع مجلس الأمن في عملية "استعراض استراتيجي" رسمية للنظر في الكيفية التي يمكن أن يؤثر بها تقاطع الجريمة العابرة للحدود والإرهاب على جهوده الرامية إلى منع نشوب النزاعات وتسوية النزاعات، ولا سيما في أفريقيا، والنظر في الأدوات المتاحة له لتقليص الحيز الاستراتيجي الذي تتيحه الجريمة العابرة للحدود للجماعات الإرهابية.	0
إننا نشعر بقلق بالغ إزاء رفض قادة جماعات مثل حركة العدل والمساواة وحركة تحرير السودان المتعنتة المشاركة في المحادثات.	1
