en_ar_DEEP	VerConf
ومما يثير القلق بنفس القدر المعلومات المتعلقة بتزايد التوتر بين الأحزاب الحكومية والمعارضة في إطار المسائل الحاسمة بالنسبة لمستقبل كوسوفو، فضلا عن استمرار العناصر المستعدة للجوء إلى العنف.	1
5 - ومدد مجلس الأمن التعليق الجزئي لحظر توريد الأسلحة لتطوير قوات الأمن التابعة لحكومة الصومال الاتحادية في مناسبتين: في القرار 2142 (2014)، لمدة ستة أشهر، وفي القرار 2182 (2014). ) حتى 30 أكتوبر 2015.	0
1. يشجب ويدين بأشد العبارات الأعمال الإرهابية التي يقوم بها تنظيم داعش وأيديولوجيته المتطرفة العنيفة، واستمرار انتهاكاته الجسيمة والمنهجية والواسعة النطاق لحقوق الإنسان وانتهاكات القانون الإنساني الدولي؛	1
إن حجج الجانب الأرمني مثيرة للدهشة بشكل خاص لأنها قدمت في مجلس الأمن، الذي اعتمد في عام 1993 سلسلة من أربعة قرارات تدين استخدام القوة ضد أذربيجان واحتلال أراضيها وتطالب بالتدخل الفوري والكامل وغير المشروط. انسحاب قوات الاحتلال الأرمنية من جميع الأراضي المحتلة في أذربيجان (القرارات 822 (1993)، 853 (1993)، 874 (1993)، 884 (1993)).	1
كما ألقت القبض على 15 طيارًا وفنيًا من قوات حرس الحدود الكولونيل، جميعهم من الاتحاد الروسي وأوكرانيا وبيلاروسيا.	0
وتشدد جنوب أفريقيا على أنه، نظرا لضخامة تلك التحديات، لا بد من وضع استراتيجية شاملة تجمع بين الأمن والجهود الإنسانية والحكم الرشيد والتنمية الاجتماعية والاقتصادية.	1
ومع ذلك، ما زلنا نشعر بالقلق إزاء المبالغة في التركيز على الزيارات إلى البلدان النامية.	1
30. وفي الوقت نفسه، أؤيد بشكل كامل خطط الاتحاد الأفريقي لقيادة بعثة تقييم في نوفمبر/تشرين الثاني لدراسة متطلبات حفظ السلام المستقبلية في المنطقة.	0
وبطبيعة الحال، نشعر بقلق عميق إزاء الوضع في ولايتي جنوب كردفان والنيل الأزرق، نظرا لقربهما الجغرافي من بلادنا.	1
وإذ يؤكد من جديد أنه لا يجوز السماح لأعمال الإرهاب بعرقلة عملية الانتقال السياسي والاقتصادي في العراق، ويؤكد من جديد كذلك التزامات الدول الأعضاء بموجب القرار 1618 (2005) المؤرخ 4 آب/أغسطس 2005 وغيره من القرارات والاتفاقيات الدولية ذات الصلة فيما يتعلق، في جملة أمور، بالإرهابيين الأنشطة في العراق ومنه أو ضد مواطنيه،	1
علاوة على ذلك، فإن ما هو واضح بشكل واضح في كل هذا هو المحاولة الإريترية لحمل مجلس الأمن على تنفيذ أوامره عن طريق احتجاز أفراد بعثة الأمم المتحدة في إثيوبيا وإريتريا كرهائن.	1
لقد أثبت النظام القضائي السوداني للأسف أنه غير قادر أو غير راغب في التحقيق مع مرتكبي جرائم الحرب والجرائم ضد الإنسانية المزعومين في دارفور ومحاكمتهم.	1
إن نزع سلاح مرتكبي هذه الأعمال الوحشية واعتقالهم هو أهم مطلب للمجلس وأوضح حالة لفشل الحكومة في الارتقاء إلى مستوى مسؤولياتها.	1
يتطلب التوجيه الواضح لعمل اللجنة ومديريتها التنفيذية توجيهات سياسية واضحة المعالم في جميع المجالات الرئيسية لولاية اللجنة.	1
يطالب جميع الجماعات المسلحة، ولا سيما عناصر [جماعة مسلحة محددة] بمنع تجنيد الأطفال واستخدامهم، ويطالب كذلك جميع الأطراف بحماية الأطفال الذين أطلق سراحهم أو فصلوا عن القوات المسلحة والجماعات المسلحة واعتبارهم ضحايا، ويؤكد الحاجة إلى إيلاء اهتمام خاص لحماية جميع الأطفال المرتبطين بالجماعات المسلحة وإطلاق سراحهم وإعادة إدماجهم؛	1
184 - وتشير معظم التقارير إلى وجود نمط من الهجمات العشوائية على المدنيين في القرى والمجتمعات المحلية في جميع ولايات دارفور الثلاث بدءا من أوائل عام 2003.	0
6 - يطالب جميع الدول والأطراف في النزاعات المسلحة بالتنفيذ الكامل لجميع قرارات مجلس الأمن ذات الصلة، وبالتعاون الكامل في هذا الصدد مع بعثات الأمم المتحدة لحفظ السلام والأفرقة القطرية في متابعة وتنفيذ هذه القرارات؛	0
ومن أجل مواصلة هذه المعركة، من الضروري أن يقدم المجتمع الدولي مساهمة أكثر جدية، وأن يولي اهتماما أكبر لهذا الجانب الهام من مكافحة الإرهاب.	1
وقد أسفرت عملية الاستعراض عن تأكيد إدراج جميع الأفراد في القائمة، رغم أنهم لم يُدرجوا في القائمة على هذا الأساس فقط، إلا أنهم معروفون في المقام الأول بدورهم في توفير التبرير الإيديولوجي للعنف المتصل بتنظيم القاعدة للمجندين الجدد أو لجمهور أوسع. ويأتي هذا على الرغم من حقيقة أن تدابير العقوبات في حد ذاتها ليس لها تأثير يذكر، إن وجد، على أداتها الرئيسية: القدرة على التواصل والإقناع عبر الإنترنت.	1
