en_ar_DEEPL	MatCoop
(ﻫ) السماح بإنشاء صحف مستقلة وغيرها من وسائل الإعلام؛ والسماح للمواطنين بالوصول بحرية إلى الإنترنت ووسائل التواصل الاجتماعي والاتصالات الدولية والإذاعات والمنشورات الأجنبية، بما في ذلك الثقافة الشعبية للبلدان الأخرى؛ وإلغاء المشاركة الإجبارية في المنظمات الجماهيرية وجلسات التلقين;	1
وبالتالي، فإن النزاع لا يرقى إلى مجرد حالة اضطرابات وتوترات داخلية أو أعمال شغب أو أعمال عنف معزولة ومتفرقة. بل إن متطلبات (أ) وجود جماعات مسلحة منظمة تقاتل ضد السلطات المركزية، و(ب) سيطرة المتمردين على جزء من الإقليم، و(ج) طول أمد القتال، لكي تعتبر هذه الحالة نزاعاً مسلحاً داخلياً بموجب المادة 3 المشتركة بين اتفاقيات جنيف، قد استوفيت.	0
وقد أبلغتني الحكومة اللبنانية أن القوات المسلحة اللبنانية قامت أيضاً باعتقال وترحيل عدد من المتسللين من أصل فلسطيني كانوا يحملون وثائق هوية سورية.	0
وفي هذا الصدد، نظمت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب، وبدعم من هولندا، حلقة العمل الثانية بشأن تنفيذ القرار 1624 (2005) في تموز/يوليه 2012 في الرباط.	1
وستواصل اللجنة تركيزها على تعزيز توافق الآراء داخل المجتمع الدولي بشأن أهمية مكافحة الإرهاب، واتخاذ تدابير عملية تهدف إلى تعزيز قدرة الدول على مكافحة الإرهاب؛ والمساعدة في تحديد ومعالجة المشاكل التي تواجهها الدول في تنفيذ قرار المجلس 1373 (2001)؛ والمساهمة في عملية زيادة عدد الدول الأطراف في الاتفاقيات والبروتوكولات الدولية ذات الصلة بمكافحة الإرهاب.	0
لا يزال إطلاق صواريخ القسام من غزة مستمراً، حتى في هذه اللحظة، موجهاً بشكل متعمد ضد المجتمع المدني، مستهدفاً ومرعباً المدنيين الأبرياء وهم مستلقون في أسرتهم أو جالسون في غرف معيشتهم أو يصطحبون أطفالهم إلى المدرسة.	0
والآن بعد أن أصبحت الوساطة والأنشطة ذات الصلة بارزة للغاية في تجارة الأسلحة الدولية، فمن الأهمية بمكان أن تسن الدول قوانين وأنظمة فعالة لتنظيم هذا النطاق الواسع من السمسرة في الأسلحة في الوقت الحاضر.	0
هاجم حوالي 3,000 من الجنجويد الذين يمتطون الخيول والجمال القرية. وكان بعضهم في مركبات.	0
إن إسرائيل ملزمة بموجب القانون الدولي وبصفتها القوة القائمة بالاحتلال بحماية المدنيين الفلسطينيين، وخاصة الأطفال، وحماية الممتلكات المدنية.	0
يمكن تعزيز التدابير الرامية إلى منع وقمع حركة الإرهابيين عبر الحدود في جميع الدول، لا سيما على الحدود الجنوبية.	1
وحددت عدداً من التدابير التي يتعين على الدول الأعضاء اعتمادها وتنفيذها وأنشأت لجنة مكافحة الإرهاب لرصد تنفيذ تلك التدابير.	1
وفي حين أنه في أوائل عام 2003، لم يصادق سوى عدد قليل جداً من البلدان في أفريقيا على 4 على الأقل من الصكوك القانونية الدولية الـ 12 القائمة آنذاك لمكافحة الإرهاب، فإن معظم البلدان قد صادقت الآن على معظمها.	0
وبالإضافة إلى ذلك، أطلقت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية في الفترة ما بين 23 و27 أبريل/نيسان عملية درع عيد الفصح في منطقة دوروما، وذلك في أعقاب ورود تقارير عن هجومين شنهما جيش الرب للمقاومة في تلك المنطقة.	0
"ويشير مجلس الأمن إلى التزام حكومة تشاد، المبين في الرسالة الموجهة إلى رئيس مجلس الأمن المؤرخة 7 أيلول/سبتمبر 2010 (S/2010/470)، بتحمل المسؤولية الكاملة عن أمن وحماية السكان المدنيين في شرق تشاد، بمن فيهم اللاجئون والمشردون داخليا والعائدون والمجتمعات المحلية المضيفة، مع التركيز بوجه خاص على النساء والأطفال وموظفي الأمم المتحدة وموظفي المساعدة الإنسانية والأصول التابعة لها، وفقا لالتزاماتها بموجب القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين.	1
"إن مجلس الأمن، إذ يشير إلى قراريه 2042 (2012) و 2043 (2012)، يرحب بتعيين الممثل الخاص المشترك للأمم المتحدة وجامعة الدول العربية المعني بسوريا باعتباره خطوة هامة إلى الأمام في التعاون بين المنظمتين، ويعرب عن دعمه لجهوده في مواصلة المساعي الحميدة التي يبذلها الأمين العام في هذا الصدد.	0
أنشأت أربع دول وحدات متخصصة في إنفاذ القانون لمكافحة الإرهاب، واتخذت ثلاث دول خطوات في هذا الاتجاه.	0
أولاً، يرتبط التنفيذ الفعال لنظام العقوبات ارتباطاً مباشراً بجودة المعلومات المتاحة عن أهدافه.	1
وقد أشار الفريق في تقريره الثاني (S/2005/83، الفقرة 135) إلى أن الاتحاد الأوروبي، بوصفه أكثر هذه المناطق تطورا، يضمن لمواطنيه حرية التنقل داخل أراضي دوله الأعضاء الـ 25، في حين أن اتفاق شنغن ألغى الضوابط الحدودية بين العديد من الدول الأوروبية مع تعزيز الضوابط على حدود منطقة شنغن الخارجية وزيادة التعاون الشرطي والقضائي داخل نظام شنغن.	1
كما أن وجود عناصر متطرفة وأنشطتها المزعومة كان أيضًا مصدرًا للقلق.	0
وهي ممتنة لها لأنها وفرت المأوى لعدة مئات الآلاف من اللاجئين في السنوات الأخيرة.	1
إذ يعيد المجلس تأكيد قراريه 1265 (1999) و 1296 (2000) بشأن حماية المدنيين في النزاعات المسلحة، وقراراته المختلفة بشأن الأطفال والنزاع المسلح وبشأن المرأة والسلام والأمن، وكذلك قراره 1631 (2005) بشأن التعاون بين الأمم المتحدة والمنظمات الإقليمية في صون السلام والأمن الدوليين، وإذ يعيد كذلك تأكيد تصميمه على كفالة احترام هذه القرارات ومتابعتها،	1
وإذ يسلم بالدور الهام الذي تضطلع به الترتيبات الإقليمية ودون الإقليمية في منع الحالات التي قد تؤدي إلى الإبادة الجماعية وجرائم الحرب والجرائم المرتكبة ضد الإنسانية والتصدي لها، مع الإشارة بوجه خاص إلى المادة 4 (ح) من القانون التأسيسي للاتحاد الأفريقي،	1
27. ومع بداية هطول الأمطار، حدث انخفاض عام في أعمال العنف بين القبائل، ولا سيما غارات الماشية والصراعات على المياه ومناطق الرعي.	0
ستجري الأطراف مزيداً من الفحص في إطار مفوضية الأمم المتحدة السامية لشؤون اللاجئين (UNHCR) بشأن إقامة الزيارات العائلية عن طريق البر.	1
والتزموا بتوحيد الجهود في الحرب ضد بوكو حرام، وتعهدوا بالانتهاء من إنشاء مقر قيادة قوة العمل المشتركة متعددة الجنسيات بحلول 20 نوفمبر/تشرين الثاني في نيجيريا ونشر كتيبة قوامها 700 جندي لكل منهما داخل الحدود الوطنية.	1
أنشأت خمس منها اختصاصاً قضائياً مناسباً للجرائم ذات الصلة في تشريعاتها.	1
"ويدعو مجلس الأمن بوروندي إلى منع تقديم أي دعم من أراضيها إلى الجماعات المسلحة في جمهورية الكونغو الديمقراطية.	0
"ويلاحظ مجلس الأمن أن عددا من العقبات تقوض الجهود الرامية إلى تأمين وصول الوكالات الإنسانية ووكالات الأمم المتحدة إلى الأشخاص المحتاجين، بما في ذلك الهجمات على العاملين في المجال الإنساني، ومنع السلطات من الوصول، وعدم وجود مشاركة منظمة مع الجهات الفاعلة من غير الدول.	0
"ويشدد مجلس الأمن على ضرورة أن تقوم الدول الأعضاء في حالات ما بعد انتهاء النزاع، بالتشاور مع المجتمع المدني، بما في ذلك المنظمات النسائية، بمعالجة الاحتياجات والأولويات المحددة للنساء والفتيات في استراتيجياتها الوطنية لتحسين ظروفهن الاجتماعية والاقتصادية ومشاركتهن في الأنشطة المدرة للدخل، وحصولهن على التعليم والخدمات الأساسية.	1
وإذ يحث حكومة السودان وحركة التحرير والعدالة وحركة العدل والمساواة - جناح محمد بشر على الوفاء بالالتزامات التي تعهدت بها في وثيقة الدوحة لإحلال السلام، وإذ يحث جميع الأطراف، ولا سيما الحركات المسلحة الأخرى التي لم توقع على وثيقة الدوحة لإحلال السلام، على المشاركة فورا ودون شروط مسبقة وبذل كل جهد ممكن للتوصل إلى تسوية سلمية شاملة على أساس وثيقة الدوحة لإحلال السلام، والاتفاق على وقف دائم لإطلاق النار دون مزيد من التأخير,	0
وأكد على ضرورة تعزيز الحوار داخل المؤسسات الاتحادية الانتقالية وشجع محاوريه على استخدام نفوذهم لتحقيق هذه الغاية.	0
نشر شرطة مدنية دولية مؤهلة ومدربة تدريبا جيدا كعنصر من عناصر عمليات حفظ السلام، لتعزيز قدرة الأمم المتحدة ومساعدة الدولة المضيفة في مجال إنفاذ القانون. (المرجع السابق)	1
وتلاحظ اللجنة أنه لا يوجد دليل على أن قتل 8 من رجال الشرطة وجرح 27 من ضباط الشرطة لم يكن سوى أفعال عفوية لأفراد قاموا بها بشكل عفوي خارج نطاق أوامر التسلسل الهرمي للقوات المسلحة التيمورية.	0
وأعرب الأعضاء عن قلقهم إزاء الوضع الأمني وأكدوا على أنه ما لم تتم معالجته بسرعة وفعالية، فقد تتعثر عملية التطبيع، مما يقوض الجهود التي تبذلها السلطات لتحقيق الاستقرار في الدولة.	0
وإذ يلاحظ مع القلق استمرار التهديد الذي يشكله تنظيم القاعدة وسائر من يرتبط به من أفراد وجماعات ومؤسسات وكيانات مرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد تصميمه على التصدي لجميع جوانب ذلك التهديد، وإذ يأخذ في الاعتبار مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن توصية فريق الرصد المنشأ عملا بالقرار 1267 الواردة في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملا بالقرار 1267 بأن تعامل الدول الأعضاء حركة طالبان المدرجة أسماؤها في القائمة وأفراد تنظيم القاعدة والكيانات المرتبطة به المدرجة أسماؤها في القائمة وكياناته معاملة مختلفة,	0
وقد ناشد منسق الشؤون الإنسانية تقديم مساعدات إنسانية طارئة لمساعدة 20,000 أسرة على البقاء على قيد الحياة في فصل الشتاء.	1
20. ظلت الحالة في وادي كودوري دون تغيير. وفي 22 أيلول/سبتمبر، أجرت بعثة مراقبي الأمم المتحدة في جورجيا وقوة حفظ السلام التابعة لرابطة الدول المستقلة دورية مشتركة في وادي كودوري الأسفل الخاضع لسيطرة الأبخاز، وأبلغت عن هدوء الحالة هناك.	1
4. وبلغ متوسط الإيرادات الشهرية المستحقة لصندوق التعويضات للسنة حتى الآن حوالي 351.2 مليون دولار، مع استمرار تجاوز متوسط المدفوعات الفصلية من التعويضات الممنوحة ما يزيد على بليون دولار.	1
وإذ أكد أعضاء المجلس من جديد إدانتهم لهذا الهجوم الإجرامي على اللاجئين العزل، أعربوا عن توقعهم بأن يتلقوا تقريراً نهائياً عن التحقيق في القريب العاجل.	0
ويفرض قرار مجلس الأمن 1373 (2001) بالفعل التزامات على الدول باتخاذ إجراءات معينة لقمع الإرهاب وتجنيد أعضاء في الجماعات الإرهابية، ومنع حركة الإرهابيين، وتقديم الإرهابيين إلى العدالة.	1
وفي هذا الصدد، قامت المملكة المغربية بالوفاء بجميع التزاماتها، في الوقت المحدد، ولا سيما من خلال الإفراج عن المحتجزين، بمن فيهم الجنود الجزائريين، وتقديم جميع التوضيحات بشأن حالات الاختفاء المزعومة التي طلبتها اللجنة الدولية للصليب الأحمر.	1
ولكننا أيضًا نعارض وندين عمليات الإعدام خارج نطاق القضاء.	0
وأشارت أيضا إلى السوابق الهامة التي أرساها المجلس، ولا سيما إنشاء لجان التحقيق بشأن البوسنة ورواندا ودارفور، والتي مهدت الطريق للمحكمة الدولية ليوغوسلافيا السابقة والمحكمة الجنائية الدولية لرواندا، وإحالة المجلس للحالة في دارفور إلى المحكمة الجنائية الدولية.	1
(ج) تيسير بناء قدرات الدول، بالتعاون مع مجموعة مكافحة غسل الأموال في شرق أفريقيا والجنوب الأفريقي، لإنشاء/تعزيز وحدات الاستخبارات المالية في المنطقة دون الإقليمية وتطوير القدرات التشريعية والتشغيلية للدول لتجميد الأموال دون تأخير.	1
72. لقد قيل الكثير عن تمويل الإرهاب عن طريق المخدرات، بما في ذلك في الاتفاقيات الدولية وقرارات مجلس الأمن.	0
في أذربيجان، تم تركيب معدات للكشف عن الأسلحة ومراقبتها في المعابر الحدودية الدولية.	1
وينص مشروع القانون، الذي سيُعرض على البرلمان، على تخصيص نسبة لا تقل عن 30% من المقاعد في البرلمان للنساء، وتخصيص دائرة واحدة في كل دائرة انتخابية على مستوى المجالس المحلية للمرشحات من النساء، وتخصيص الأحزاب السياسية مقاعد "آمنة" للمرشحات.	1
وفي حين أن هذا الأمر بنّاء، إلا أن المفاوضات المباشرة دون شروط مسبقة، والتي من المتوقع أن يقدم فيها الطرفان مقترحات إقليمية وأمنية في غضون 90 يومًا، لم تتم بعد.	0
وعلى الرغم من التقدم المحرز حتى الآن، من الضروري أن تضاعف الأطراف في الاتفاق وجميع السلطات المعنية جهودها لضمان نجاحها في الوفاء بالموعد النهائي.	0
وبدلاً من ذلك، ينبغي على الدول أن تضع إطاراً قانونياً واضحاً وكاملاً ومتسقاً يحدد الأعمال الإرهابية كجرائم جنائية خطيرة، ويعاقب على هذه الأعمال وفقاً لخطورتها، ويحدد الولاية القضائية، ويساعد المحاكم على تقديم الإرهابيين إلى العدالة.	1
وعلى نحو مماثل، تحتفظ لجنة مجلس الأمن المنشأة عملا بالقرار 1518 (2003) بقائمة غير ملزمة وغير حصرية "للأموال والأصول المالية" و "الموارد الاقتصادية"، مما يشير إلى أن هذه الأخيرة تشمل: "الأصول من كل نوع، سواء كانت ملموسة أو غير ملموسة، منقولة أو غير منقولة، من غير الأموال".	1
(ح) المشاركة بفعالية في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، المنشأة لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، ولا سيما من خلال أفرقتها العاملة ذات الصلة؛	1
64. ويبدو أن حرص الدول واللجنة على الإبقاء على قوائم المنظرين على الرغم من عدم وجود أثر لها مؤشر على اتجاه أوسع نطاقا في مجال مكافحة الإرهاب، وهو مضاهاة الجهود المبذولة للقبض على الإرهابيين واحتجازهم بالجهود المبذولة لمنع الآخرين من أن يصبحوا إرهابيين في المقام الأول.	1
يوم الأحد الماضي، وبمناسبة الذكرى الحادية والعشرين لانطلاقة حركة حماس، تحدى هنية استمرار الرئيس عباس في منصبه إلى حين حل الانقسام الداخلي.	0
وفي القرار نفسه، أدخل المجلس أيضا بعض الاستثناءات من التدابير المستهدفة. وفي 5 كانون الأول/ديسمبر 2011، اعتمد مجلس الأمن القرار 2023 (2011)، الذي وسع نطاق التدابير التقييدية المتعلقة بإريتريا في مجالات "ضرائب الشتات"، وقطاع التعدين الإريتري والخدمات المالية.	1
42. في شراكة مع المنظمات الوطنية والدولية، أنجزت البعثة المتكاملة 10 مشاريع سريعة الأثر منذ حزيران/يونيه، بما في ذلك إعادة تأهيل وتجهيز مراكز الشرطة والدرك في منطقتي غاو وتمبكتو ودعم الجمعيات النسائية. وفي 13 تشرين الأول/أكتوبر، أطلقت البعثة المتكاملة ومنظمة الأمم المتحدة للتربية والعلم والثقافة (اليونسكو) مشروعاً سريع الأثر لإعادة تأهيل أربع مكتبات خاصة في تمبكتو تحتوي على مخطوطات قديمة.	1
وقد التزمت الدول الموقعة على الإعلان بوضع حد لتجنيد الأطفال واستخدامهم من قبل الجماعات والقوات المسلحة.	1
واقتناعا منها أيضا بأن التسوية السياسية للنزاع من شأنها أن تدفع قدما في مكافحة آفة الإرهاب والأنشطة ذات الصلة، التي لا تزال حاضرة في المنطقة، وأن تساعد في القضاء عليها;	0
295. وبالإضافة إلى ذلك، وبالنظر إلى الطابع التمييزي على أسس سياسية للقتل المنهجي والواسع النطاق للمدنيين، فإن هذه الأفعال قد ترقى إلى جريمة الاضطهاد بوصفها جريمة ضد الإنسانية.	0
وبالإضافة إلى ذلك، تنص المادة 75 (3) على أنه يجوز للمحكمة، قبل إصدار أمر الجبر، أن تدعو المحكمة إلى تقديم بيانات من الشخص المدان أو المجني عليهم أو غيرهم من الأشخاص المعنيين أو الدول المعنية أو نيابة عنهم، وأن تأخذها في الاعتبار.	1
ويدعو مجلس الأمن الجماعة الاقتصادية لدول غرب أفريقيا والدول الأعضاء فيها وكذلك شركاءها الدوليين إلى تقديم المزيد من الدعم للجماعة الاقتصادية لدول غرب أفريقيا في هذا الصدد ومواصلة تنسيق المزيد من الجهود الدولية لدعم السلام والاستقرار وسيادة القانون ومكافحة الإفلات من العقاب في غينيا - بيساو.	1
وقد تم الإفراج عن رجال الشرطة في الأسبوع الأول من شهر مارس/آذار بسبب المدة التي قضوها في السجن. وفي 8 آذار/مارس 2008، كتب إليّ السيد عبد العزيز محتجاً على أن الإفراج المبكر عن رجال الشرطة كان بمثابة "عرض للإفلات من العقاب" من قبل السلطات المغربية على أفعال رجال الشرطة.	0
وبالإضافة إلى ذلك، يطبق الاتحاد الأوروبي نظاماً فوق وطني يهدف إلى ضمان تجميد أموال الإرهابيين وأصولهم داخل جميع الدول الأعضاء فيه.	1
:: استنتاجات ونتائج الأنشطة التي قامت بها السلطات اللبنانية في مسرح الجريمة والمناطق المجاورة	1
والفريق على علم بوجود 15 دعوى قضائية مرفوعة في خمس دول أعضاء، وكذلك أمام محكمة العدل الأوروبية، تطعن في تنفيذ الدول الأعضاء لبعض جوانب الجزاءات.	0
(ب) فريق دعم إنفاذ الجزاءات، بتنسيق من فريق الرصد، يتألف من خمسة عشر عضوا على الأكثر من ذوي الخبرة في مجالات مثل: الجمارك وأمن الحدود ومكافحة الإرهاب، على أن يكون مقره في الدول المشار إليها في الفقرة 2 أعلاه، بالتشاور الكامل والتعاون الوثيق مع تلك الدول;	1
▪ توجيه الهجمات ضد المباني والعتاد والوحدات الطبية ووسائل النقل والأفراد باستخدام الشعارات المميزة لاتفاقيات جنيف بما يتوافق مع القانون الدولي;	0
وإذ يلاحظ مع القلق الطابع المتغير للتهديد الذي يمثله تنظيم القاعدة وأسامة بن لادن وحركة الطالبان وغيرهما من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم، ولا سيما الطرق التي يتم بها الترويج للأيديولوجيات الإرهابية،	0
وقد أشار الأمين العام في تقريره الأخير عن حماية المدنيين في النزاعات المسلحة (S/2012/376) إلى أن "الحالة المزرية لحماية المدنيين لم تتغير إلا قليلاً" وأن هناك حاجة واضحة لترجمة الالتزامات المعيارية إلى تحسينات ملموسة في حماية المدنيين على أرض الواقع.	0
A. لمحة عامة 47. تواصل الجماعات المدرجة في القائمة والمنتمية إلى تنظيم القاعدة وحركة طالبان جمع الأموال بوسائل قانونية، مثل التبرعات والمشاريع التجارية المشروعة، وبوسائل غير قانونية، مثل الاختطاف من أجل الحصول على فدية، والابتزاز، والاتجار بالمخدرات، وفرض الضرائب غير المشروعة.	0
8. ستعمل المديرية التنفيذية، بالتعاون مع الجهات المانحة والمنظمات الشريكة الأخرى ذات الصلة، على تكثيف نهجها الإقليمية ودون الإقليمية لمتابعة المبادرات التي سبق أن أطلقتها أو تخطط لها في مجالات منع إساءة استخدام القطاع غير الربحي لتمويل الإرهاب، والحركة غير المشروعة للنقدية وغيرها من الصكوك القابلة للتداول لحاملها عبر الحدود، وتعزيز قدرات ضباط الشرطة والمدعين العامين في مجال مكافحة الإرهاب، ومراقبة الحدود وإدارتها بفعالية، وتعزيز التعاون بين الكيانات دون الإقليمية ذات الصلة.	1
إذا حاول السكان مغادرة الغوطة الشرقية المحاصرة، فإن قناصة النظام السوري يستهدفونهم بشكل مباشر، مما يؤدي كل شهر إلى مقتل العشرات من المدنيين.	0
4. بدأت وحدة الاستخبارات المالية عملها في أوائل التسعينات. وقد أنشئت بموجب تشريع صدر لمعالجة مشكلة متزايدة تتعلق بغسل الأموال من جانب الجماعات الإجرامية المنظمة، وعُدلت في عام 2002 للتعامل مع قمع تمويل الإرهاب. و "تجار النقد" ملزمون بتحديد هوية عملائهم، والاحتفاظ بسجلات لتحديد هوية العميل ونشاط حساب العميل لمدة سبع سنوات على الأقل بعد إغلاق الحساب، وإبلاغ وحدة الاستخبارات المالية بالمعاملات النقدية الهامة (أكثر من 000 7 دولار)، والمعاملات المشبوهة، وتعليمات تحويل الأموال إلى داخل البلد أو خارجه.	1
وأفادت التقارير أن أحد أفراد القوات الموازية كان يرتدي قميصاً أبيض ويرافقه ثلاثة من ضباط الشرطة أطلق النار على المتظاهرين الفارين.	0
وعندما يتم تحديد الوضع، من المتوقع أن يضطلع الاتحاد الأوروبي بدور أكثر بروزاً. ويتعلق ذلك بالشرطة والقضاء، حيث ستكون هناك حاجة إلى وجود مستمر، وإن كان أصغر حجماً وأكثر تخصصاً؛ وإلى رصد ودعم عملية المعايير، التي سيتم دمجها تدريجياً مع عمليات الاتحاد الأوروبي القائمة؛ وإلى جهد مركّز لبناء القدرات.	1
يعوق التبادل التشغيلي للمعلومات نقص القدرات المؤسسية والتشغيلية والتحديات اللغوية.	1
كما ورد في تقرير الأمين العام عن الحالة في أبخازيا، جورجيا (S/2005/657)، المؤرخ 19 تشرين الأول/أكتوبر 2005، حدثت منذ الصيف الماضي بعض التطورات الإيجابية في عملية تسوية الصراع في تلك المنطقة.	1
ويكرر المجلس إدانته الشديدة لهذه الممارسات، ويدعو جميع أطراف النزاع المسلح إلى ضمان الحماية الكاملة والفعالة للمرأة، ويؤكد على ضرورة وضع حد لإفلات المسؤولين عن العنف القائم على نوع الجنس من العقاب.	0
وفي 3 و 7 تشرين الأول/أكتوبر، أصدر المجلس بيانين صحفيين أدان فيهما الهجمات الأخيرة على بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي (SC/11587 و SC/11591).	0
تتوفر مواد إرشادية للمساعدة في تنفيذ الممارسات الفعالة. وتجدر الإشارة في هذا الصدد إلى ورقة أفضل الممارسات التي أعدتها فرقة العمل المعنية بالإجراءات المالية المتعلقة بغسل الأموال بشأن كشف ومنع النقل غير المشروع للنقد والصكوك القابلة للتداول لحاملها عبر الحدود، والمبادئ التوجيهية لمنظمة الجمارك العالمية بشأن مكافحة غسل الأموال وتمويل الإرهاب.	1
وقد مكنت الحلقة الدراسية، التي عقدت في مقر الأمم المتحدة، المدعين العامين المشاركين من تحديد التحديات المشتركة في مقاضاة الجرائم الإرهابية وتبادل النجاحات في تقديم الإرهابيين إلى العدالة بفعالية مع احترام سيادة القانون وحقوق الإنسان.	1
12. يؤكد أن معاهدة عدم انتشار الأسلحة النووية تعترف في مادتها الرابعة بالحق غير القابل للتصرف للأطراف في المعاهدة في تطوير بحوث وإنتاج واستخدام الطاقة النووية للأغراض السلمية دون تمييز وبما يتفق مع المادتين الأولى والثانية، ويشير في هذا السياق إلى المادة الثالثة من معاهدة عدم الانتشار والمادة الثانية من النظام الأساسي للوكالة الدولية للطاقة الذرية;	0
15. منذ تقريري المؤرخ 2 كانون الثاني/يناير 2008 المقدم إلى مجلس الأمن (S/2008/1)، أزالت عملية الأمم المتحدة في كوت ديفوار جميع مراكز المراقبة الـ 17 التي أنشأتها على طول الخط الأخضر باستثناء مركزين اثنين، وذلك تمشيا مع أحكام اتفاق واغادوغو.	1
82. في متابعة لقرارات مجلس الأمن المتعلقة بالأطفال المتأثرين بالنزاع المسلح، ولا سيما القرار 1612 (2005)، أقيمت شراكة قوية بين الأمم المتحدة والمنظمة غير الحكومية "نوفيب الصومال" (NOVIB) للشروع في الإبلاغ والرصد المجتمعي بشأن حقوق الطفل وانتهاكات حماية الطفل.	1
فعلى سبيل المثال، وجدت اللجنة أن النساء اللاتي ذهبن إلى السوق أو كنّ يبحثن عن الماء في تارني بشمال دارفور تعرضن للاختطاف والاحتجاز لمدة يومين أو ثلاثة أيام والاغتصاب من قبل أفراد من الجيش في مارس/آذار 2003 تقريباً.	0
كل هذه التطورات كان لها تأثير ضار على التقدم والنتائج المحققة فيما يتعلق بالسلام والأمن والمصالحة والاستقرار بشكل عام.	0
26. واصلت اللجنة تعاونها مع المنظمة الدولية للشرطة الجنائية (الإنتربول)، بما في ذلك من خلال إصدار الإخطارات الخاصة المشتركة بين الإنتربول ومجلس الأمن التابع للأمم المتحدة التي تهدف إلى تنبيه سلطات إنفاذ القانون الوطنية المعنية المسؤولة عن تنفيذ الجزاءات المفروضة على الأفراد أو الكيانات الخاضعين لتدابير الجزاءات التي فرضها المجلس (انظر الفقرتين 32 و 34 أدناه).	1
(ج) التدابير التي تكفل حماية واحترام حقوق الإنسان للنساء والفتيات، لا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والقضاء.	1
وقد تم بالفعل نشر المجموعة المتقدمة من تلك الكتيبة وسرية من القوات الخاصة في ياموسوكرو وأبيدجان.	1
وعلاوة على ذلك، يدعو المجلس الفريق العامل إلى تنفيذ مجموعة أدواته (S/2006/724) تنفيذا كاملا عن طريق جملة أمور منها القيام بزيارة إلى بلد محدد في غضون سنة واحدة، لدراسة الحالة المشار إليها في مرفقات تقرير الأمين العام من أجل الوفاء بولايته على نحو أفضل وتعزيز قدرته على حماية الأطفال المتضررين من النزاع المسلح.	0
31. ورحبت الدول والعديد من الجهات الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت لجنة القرار 1540 على مواصلة هذا النهج وزيادة جهودها المفيدة بالفعل من أجل تحقيق الشفافية والشمولية.	0
وستعمل العملية أيضا مع الميسر لتشجيع الأطراف على الاتفاق على ترتيب فعال لمراقبة الأسلحة الموضوعة قيد التخزين، تمشيا مع الدور الإشرافي المنوط بعملية الأمم المتحدة في كوت ديفوار وقوة ليكورن بموجب اتفاق واغادوغو.	0
27. وذكرت الممثلة الخاصة للأمين العام ورئيسة بعثة الأمم المتحدة في جنوب السودان أنه قبل اندلاع النزاع في كانون الأول/ديسمبر 2013، أُحرز تقدم كبير في قضايا حماية الطفل، حيث حققت خطة العمل الخاصة بجنوب السودان نجاحاً كبيراً.	1
وفي جميع أنحاء كوسوفو، تم نقل المسؤولية عن عملياتها إلى دائرة شرطة كوسوفو، مع قيام الشرطة الدولية بدور المراقبة.	1
وحيثما أمكن، تعمل الحكومات مع أقاليمها لتشجيعها على صياغة القوانين المحلية المناسبة لمكافحة الإرهاب، ولكن هناك حاجة إلى إدخال تحسينات على هذه الأطر في العديد من الحالات.	1
وإذ يشدد على أن الحوار بين اللجنة المنشأة عملا بالقرار 1267 (1999) ("اللجنة") والدول الأعضاء أمر حيوي لتنفيذ التدابير تنفيذا كاملا،	0
إن التهديد لأمن واستقرار أفغانستان الذي يشكله الإرهابيون والمجرمون والمتورطون في تجارة المخدرات غير المشروعة حقيقي ويجب التصدي له باستمرار.	0
28. وبالنظر إلى الحالة السائدة، أعتقد أن البعثة لا تزال تؤدي دورا هاما في تحقيق الاستقرار ورصد وقف إطلاق النار على الأرض، وأود أن أوصي بتمديد ولايتها لفترة ستة أشهر أخرى، حتى 30 نيسان/أبريل 2006.	0
أما أولئك الذين ولدوا قبل 25 مايو/أيار 1988 أو تم تجنيدهم بعد 25 مايو/أيار 2006، فقد تم تسريحهم على الفور، وفقًا لما نص عليه اتفاق السلام الشامل.	1
