en_ar_DEEP	VerCoop
إن الفظائع التي لا توصف والتي ترتكب ضد نزلاء معسكرات الاعتقال السياسي كوانليسو تشبه أهوال المعسكرات التي أنشأتها الدول الشمولية خلال القرن العشرين.	0
في 18 تموز/يوليه 2011، عقد المجلس جلسة خاصة مع البلدان المساهمة بقوات عسكرية وأفراد شرطة في العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور.	0
ويمنع نقص الأراضي وفرص العمل، فضلاً عن انعدام الأمن، العديد من العائدين من الاستقرار في مجتمعاتهم الأصلية.	0
"ويرحب مجلس الأمن بحقيقة أن التدابير الفعالة لمكافحة القرصنة من خلال زيادة المبادرات الوطنية والثنائية والمتعددة الأطراف فضلاً عن آليات التعاون الإقليمية أدت إلى انخفاض كبير في عدد الهجمات الناجحة المتعلقة بالقرصنة في مناطق مختلفة، ويعترف بالحاجة إلى مواصلة الجهود في إطار هذه التدابير لمكافحة القرصنة لأن هذه المكاسب قابلة للتراجع ما دامت الظروف على الشاطئ مواتية لنشاط القراصنة في البحر.	0
وأدى ذلك إلى مقتل 1045 جندياً وجرح 1452 وإصابة 692 مدنياً.	0
حث أطراف النزاع المسلح على احترام الاستقلال المهني للصحفيين والإعلاميين والأفراد المرتبطين بهم.	1
علاوة على ذلك، فإن الفجوة بين مواقف الرئيس غباغبو وحزبه الحاكم من جهة، ومواقف قوى المعارضة من جهة أخرى، لا تزال واسعة.	0
وفي 23 آب/أغسطس، قدم الرئيس بالنيابة للجنة مجلس الأمن المنشأة عملاً بالقرار 1718 (2006) تقريره الذي يغطي فترة 90 يوماً إلى المجلس بشأن عمل اللجنة.	0
344. وصفت إحدى الشاهدات رعب الحبس في المنطقة التي حددها الخاطفون للنساء والأطفال في كيلك على النحو التالي:	0
ويقوم الفريق بشكل روتيني بتنسيق خطط سفره مع المديرية التنفيذية للجنة مكافحة الإرهاب، ويقدم ملخصات لكل من المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء الذين يدعمون لجنة القرار 1540 (2004) بشأن زياراتها إلى الدول الأعضاء والمنظمات الدولية. ويتطلع الفريق إلى أول زيارة مشتركة له إلى إحدى الدول الأعضاء مع المديرية التنفيذية للجنة مكافحة الإرهاب في شباط/فبراير 2006، ويتوقع أن يصبح ذلك حدثا شائعا بشكل متزايد.	1
26 - وفي عدة تصريحات علنية صدرت خلال الأشهر الستة الماضية، ذكرت قيادة حزب الله أنها قامت برفع مستوى قدراتها العسكرية وأنها ستسعى إلى مواصلة القيام بذلك في تحد صارخ للقرار 1559 (2004).	0
▪ فرض التدابير التأديبية العسكرية المناسبة وتعزيز مبدأ المسؤولية القيادية.	0
وفيما يتعلق بأفريقيا، تناول المجلس الوضع الخطير على الحدود بين رواندا وجمهورية الكونغو الديمقراطية، واستعرض المأزق السياسي المستمر بين إثيوبيا وإريتريا، وقيم تنفيذ حظر الأسلحة المفروض على الصومال، وعزز الجهود الرامية إلى إحياء العملية السياسية المتوقفة في كوت ديفوار.	0
"ويسلم مجلس الأمن بالحاجة إلى الرصد والإبلاغ بشكل منهجي عن التقدم المحرز في حماية المدنيين في الصراعات المسلحة.	1
وستظل اللجنة تركز على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.	1
405- وحتى في الحالات التي تنتقص فيها دولة ما بشكل قانوني من بعض أحكام العهد، فإن الحظر المفروض على الاحتجاز غير المعترف به أو أخذ الرهائن أو الاختطاف هو حظر مطلق.	0
ويدين مجلس الأمن جميع انتهاكات القانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، المرتكبة ضد المدنيين في حالات النزاع المسلح.	0
ونظروا في النُهج الشاملة لمعالجة العوامل المؤدية إلى انتشار التطرف والإرهاب في المنطقة، وأفضل السبل التي يمكن بها لكيانات الأمم المتحدة أن تساعد في التعامل مع هذه الظاهرة وأثرها على السلام والأمن والاستقرار.	1
:: تنفيذ استراتيجية اتصالات أكثر استباقية بهدف تعزيز فهم دور اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب.	1
ولذلك فهو يحث المجلس على التحول من النهج "الموجه نحو الطلب" إلى بذل جهد "أكثر نشاطا" لإثارة اهتمام الدول غير الأعضاء فيما يتعلق بعمله.	1
وأشار آخر إلى أنه يجري الاستعدادات لإنشاء مؤسسة وطنية لحقوق الإنسان.	1
هناك أيضًا تقارير موثوقة تفيد بأن أكثر من 20 شخصًا قد يكونون قد اختفوا، وتخشى أسرهم من الإبلاغ عن اختفائهم إلى السلطات المختصة.	0
"ويرحب مجلس الأمن بإنشاء آلية مراقبة وطنية من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، وفقا لما طلبه إطار مجلس السلم والأمن والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان الشفافية والشمول في هذه الآلية.	1
ونحن نحث جميع الدول الأعضاء على اتخاذ خطوات فورية للامتثال للالتزامات الواردة في القرار 2036 (2012) بحظر تجارة الفحم الصومالي، ولا سيما من جانب الجهات الأكثر نشاطا في هذه التجارة.	0
إدراكًا لأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان [الولاية المتضررة] والترحيب بعملية المشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية ....	1
80 - لدى أربع دول قوانين شاملة لمكافحة الإرهاب.	0
النظر في اعتماد استثناءات عامة من العقوبات الاقتصادية والمالية المستهدفة التي أقرها مجلس الأمن من أجل تسهيل تقديم المساعدات الإنسانية.	0
ورأى الأعضاء أنه ينبغي إعادة النظر في محتوى "القائمة المرجعية" وشكلها الحاليين بهدف إعادة تصميمها، إذا لزم الأمر، ثم استكشاف كفاءتها بعد ذلك على أساس تجريبي.	1
(أ) تشجيع الدول على تعزيز قدرات أنظمتها في مجال مكافحة غسل الأموال وتمويل الإرهاب، مع التركيز بشكل خاص على تنظيم نظم التحويلات المالية البديلة والمنظمات الخيرية؛	1
10 - يوجه المديرية التنفيذية للجنة مكافحة الإرهاب إلى إتاحة المعلومات الواردة في الدراسات الاستقصائية والتقييمات الوطنية لمكافحة الإرهاب، عندما توافق عليها الدول الأعضاء المعنية، ويوجه كذلك المديرية التنفيذية للجنة مكافحة الإرهاب إلى إتاحة المعلومات عن القدرات الإقليمية في مجال مكافحة الإرهاب، عندما توافق عليها لجنة مكافحة الإرهاب، حسب الاقتضاء؛	1
460- واقترحت اللجنة الوطنية في توصياتها اتخاذ تدابير إدارية وقضائية، لا سيما ضرورة دراسة أسباب النزاع وتصحيح الخلل الإداري الذي كان أحد العوامل التي أدت إلى تفاقم النزاع.	1
"ويؤكد مجلس الأمن من جديد أهمية عمل اللجان المنشأة عملا بالقرارات 1267 (1999) و 1373 (2001) و 1540 (2004)، ويواصل دعمه وتوجيهه لهذه اللجان.	1
81 - ويتولى الفريق أيضا مسؤولية مشروع فرقة العمل لإنتاج أفلام وثائقية توضح الطبيعة الحقيقية للإرهاب كما تراها من خلال أعين الجناة والضحايا.	1
11 - وخلال تلك المشاورات غير الرسمية أيضا، قدم ممثلان لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية إحاطة للجنة عبر التداول بالفيديو بشأن ولاية البعثة في مجال رصد الجزاءات، ولا سيما تعقب الأسلحة ووسمها، بناء على طلب. من قبل اللجنة.	0
وعقب المشاورات، أدلى رئيس المجلس ببيان للصحافة، دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى وضع حد للعوائق التي تعترض حرية حركة القوات المحايدة، وحثوا جميع الأطراف على إظهار المسؤولية وضبط النفس حتى تجرى الحملة الانتخابية المقبلة في أجواء سلمية وفي موعدها المقرر.	1
73 - أنشئت إدارة الأمن المدني والتأهب لحالات الطوارئ رسميا في 9 تشرين الثاني/نوفمبر بموجب لائحة بعثة الأمم المتحدة رقم 2000/61.	0
وأكد أعضاء المجلس أيضًا أهمية المشاركة الهادفة للأطراف مع الهيئة الحكومية الدولية المعنية بالتنمية في جهود الوساطة التي تبذلها واحترام اتفاق وقف الأعمال العدائية من أجل عودة السلام والاستقرار مبكرًا إلى جنوب السودان.	0
وكان فريق غرب دارفور يتألف من محققين ومحلل عسكري، يدعمهما خبير أو خبيران في الطب الشرعي، حسب الاحتياجات.	0
3. وفي الإعلان، بالإضافة إلى التأكيد على أهمية التحرك بسرعة نحو إجراء الانتخابات في أكتوبر/تشرين الأول، اتفقت الأطراف على أن تفكيك الميليشيات ونزع سلاحها ينبغي أن يكتمل بحلول 20 أغسطس/آب، وأن الترويكا، التي تضم عملية الأمم المتحدة في كوت ديفوار ومكتب رئيس الوزراء الإيفواري ووساطة الاتحاد الأفريقي، سوف تحدد التدابير الإضافية المطلوبة لتسريع العملية.	0
وعليه، وبالتشاور مع لجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006)، أود إبلاغكم بأنني قمت بتعيين السيد جورج لوبيز (الولايات المتحدة الأمريكية، خبير في الشؤون المالية) والسيد تاكيهيرو ياماموتو (اليابان، خبير). بشأن القضايا النووية)، للعمل في فريق الخبراء والاضطلاع بالمهام المحددة في الفقرة 26 من القرار.	0
25 - حظيت المسيرة المقرر تنظيمها في 25 آذار/مارس بتغطية إعلامية واسعة النطاق واعتبرها البعض تحديا خطيرا للرئيس ومؤسسات الدولة الشرعية.	0
وأعربت بعض الدول الأعضاء أيضا عن قلقها إزاء التوترات في مجمع الحرم الشريف/جبل الهيكل في القدس في الأسابيع السابقة، ودعت الأطراف إلى تجنب الخطوات الانفرادية التي تقوض احتمالات السلام.	1
7 - يطلب إلى الممثل التنفيذي للأمين العام تيسير وتعزيز الحوار بين أصحاب المصلحة الوطنيين والدوليين، ولا سيما في سياق الانتخابات المقبلة، مع مواصلة دعم جهودهم الرامية إلى الحفاظ على السلام والاستقرار؛	1
قرر مجلس الأمن، في الفقرتين 1 و 2 من قراره 2118 (2013)، أن استخدام الأسلحة الكيميائية في أي مكان يشكل تهديدا للسلام والأمن الدوليين، وأدان بأشد العبارات أي استخدام للأسلحة الكيميائية في الجمهورية العربية السورية.	0
يلاحظ، في هذا الصدد، أن بعثات حفظ السلام المتعددة الأبعاد قد يأذن بها مجلس الأمن للقيام، في جملة أمور، بما يلي: (د) توفير الاستجابة السريعة في الإجراءات المتعلقة بالألغام فضلا عن الخدمات الاستشارية والتدريب المصمم خصيصا لتلبية احتياجات السلطات الوطنية، عند الطلب بهدف التمكين من الحد من المخاطر ومساعدة الضحايا وإزالة الألغام وإدارة المخزونات والتخلص منها؛	1
30 - يشجع الدول على تقديم طلبات شطب أسماء الأفراد الذين تأكدت وفاتهم رسميا، لا سيما في حالة عدم تحديد أصول، والكيانات المبلغ عنها أو المؤكدة أنها لم تعد موجودة، مع اتخاذ جميع التدابير المعقولة في الوقت نفسه لضمان عدم وجود أي أصول. الأصول التي كانت مملوكة لهؤلاء الأفراد أو الكيانات لم يتم أو لن يتم نقلها أو توزيعها على الأفراد والجماعات والمؤسسات والكيانات الأخرى المدرجة في قائمة الجزاءات المفروضة على تنظيم القاعدة؛	0
"ويدعو مجلس الأمن المجتمع الدولي إلى توفير الدعم المالي والتقني، حيثما يلزم، فضلا عن التدريب المناسب، من أجل تنفيذ القرار 1325 (2000) على الصعيد الوطني، ويدعو منظومة الأمم المتحدة والمجتمع المدني والجهات الفاعلة الأخرى ذات الصلة إلى القيام التعاون وتقديم المساعدة بما يتماشى مع الأولويات الوطنية للدول الأعضاء، ولا سيما تلك المتضررة من النزاعات المسلحة، في التطوير السريع لخطط العمل الوطنية، والعمل بشكل وثيق مع الآليات الوطنية المسؤولة عن تنفيذ القرار، بما في ذلك، حيثما يكون ذلك مناسبا، من خلال أفرقة الأمم المتحدة القطرية.	1
كما أعرب المجلس عن أسفه لاعتماد جمعية كوسوفو للقرار المذكور، واتفق مع الممثل الخاص في أن مثل هذه القرارات والمقررات التي اتخذتها الجمعية بشأن مسائل لا تدخل في مجال اختصاصها، باطلة وباطلة.	0
العديد من الجرائم المزعومة الموثقة في دارفور كانت واسعة النطاق ومنهجية. وهي تستوفي جميع العتبات المنصوص عليها في النظام الأساسي.	0
ويرحب مجلس الأمن، في هذا الصدد، بالاجتماع الافتتاحي لفرقة العمل المشتركة بين الأمم المتحدة والاتحاد الأفريقي المعنية بالسلام والأمن، الذي عقد في 25 أيلول/سبتمبر 2010، ويشجع فرقة العمل على التركيز على القضايا الاستراتيجية والمسائل الخاصة بكل بلد في قارة أفريقيا. مصلحة لكلتا المنظمتين.	1
▪ طلب من البعثة دعم الحكومة المضيفة في معالجة العنف الجنسي بشكل صريح، وفي عمليات نزع السلاح والتسريح وإعادة الإدماج، وعمليات إصلاح قطاع الأمن ومبادرات إصلاح قطاع العدالة، وفي وضع وتنفيذ خطط عمل ملموسة ومحددة زمنياً لمكافحة العنف الجنسي المرتبط بالصراع.	1
30 - وبشكل عام، كان موقف السلطات الحكومية تجاه اللجنة متعاونا.	1
53 - وبدأت الأمم المتحدة التخطيط لعقد اجتماع تقني بشأن تنمية القدرات في جنوب السودان من أجل تنسيق نهجها.	1
وقاد رئيس الفريق، خوسيه راموس - هورتا، المناقشات نيابة عن الفريق، مشيراً إلى أن الفريق سيركز خلال المرحلة الأولى من عمله على الاستماع إلى آراء جميع الدول الأعضاء باعتبارها مساهمين جماعيين في السلام والأمن. وستشمل المشاورات أيضا لجان الجمعية العامة والمنظمات الإقليمية والبلدان المساهمة بقوات وأفراد شرطة.	1
وتلاحظ اللجنة أنه لا يوجد أي دليل على أن مقتل 8 من رجال الشرطة وجرح 27 من ضباط الشرطة لم يكن سوى أفعال عفوية قام بها أفراد خارج نطاق أوامر التسلسل الهرمي لقوات الدفاع.	1
واتصل بقائد شرطة بيروت بالوكالة العميد ناجي ملاعب وأبلغه بمكالمة السيد النمار وطلب منه مراجعة القاضي مزهر لمعرفة ما إذا كان على علم بهذا القرار.	1
ويحث المجلس [الدولة المتضررة] على الاستمرار في توفير اللجوء لجميع اللاجئين بغض النظر عن أصلهم.	1
يقرر أن [تتمتع البعثة] بالتفويض التالي ...: (هـ) العمل بشكل وثيق مع الحكومة لضمان تنفيذ التزاماتها بمعالجة الانتهاكات الجسيمة ضد الأطفال، وخاصة استكمال خطة العمل لإطلاق سراح الأطفال الموجودين في [القوات المسلحة] ومنع المزيد من التجنيد، بدعم من آلية الرصد والإبلاغ.	0
577 - وقد اتبعت المحاكم المختلطة المنشأة في نزاعات أخرى نموذجين متشابهين ولكن مختلفين.	0
169 - تثبت الأدلة المعروضة على اللجنة أن رئيس الوزراء الكاتيري كان على علم بمزاعم نقل الأسلحة إلى المدنيين بحلول 21 أيار/مايو على الأقل.	0
44 - وعلاوة على ذلك، تشيد الهيئة بالتقدم الذي أحرزته محادثات الجزائر وتدعو جميع الأطراف، ولا سيما قادة الجماعات المسلحة، إلى المشاركة شخصيا في العملية بهدف التوصل إلى اتفاق في أقرب وقت ممكن على أساس من المسودة المقدمة إلى الأطراف من قبل فريق الوساطة، والتي تشكل أرضية صلبة للتفاوض.	1
وفي الوقت نفسه، بمجرد بدء العمل، تفتقر هذه المحاكم إلى آليات التنفيذ الخاصة بها وتحتاج إلى مشاركة المجلس ودعمه المستمر.	0
دعم القرار الذي اتخذته جمهورية الكونغو الديمقراطية بالعمل على تعزيز شفافية الإيرادات في صناعاتها الاستخراجية،	1
وتناقش أدناه مفاهيم التخطيط والأمر والتحريض والمساعدة والتحريض على الجريمة.	0
وباستثناء الاجتماعات المنتظمة لمجلس وزراء الداخلية العرب، لا يحدث أي تبادل منتظم ومؤسسي للمعلومات التشغيلية على المستوى دون الإقليمي.	1
يكرر دعوته السلطات [الوطنية] إلى وضع حد للإفلات من العقاب، بما في ذلك عن طريق تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان والقانون الإنساني الدولي إلى العدالة دون تأخير، ومراعاة ذلك عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وغيرها من الأجهزة الأمنية، وأعمال المرشحين السابقة فيما يتعلق باحترام القانون الإنساني الدولي وحقوق الإنسان.	0
ولم ترد سوى قوائم قليلة بأسماء أشخاص يقدمون المعدات العسكرية أو التدريب للمجموعات المدرجة في القائمة، ويوصي الفريق بأن تتخذ اللجنة تدابير إضافية لتوضيح نطاق حظر الأسلحة.	1
(هـ) السماح بإنشاء صحف مستقلة ووسائل إعلام أخرى؛ السماح للمواطنين بالوصول بحرية إلى الإنترنت ووسائل التواصل الاجتماعي والاتصالات الدولية والبث والمنشورات الأجنبية، بما في ذلك الثقافة الشعبية للبلدان الأخرى؛ وإلغاء المشاركة الإجبارية في المنظمات الجماهيرية وجلسات التلقين؛	0
خلال المناقشة، اتفق الطرفان على ضرورة إعادة التأكيد، في ضوء تغير القيادة على الجانبين خلال العامين الماضيين، على التزامهما بعدم استئناف الأعمال العدائية وعودة المشردين داخليا بشكل آمن وكريم. واللاجئين، في المقام الأول إلى مقاطعة غالي في حدودها القديمة، على النحو الذي أكده إعلان يالطا الصادر عن الجانبين الجورجي والأبخازي (انظر S/2001/242، المرفق، و S/2001/401، الفقرة 6).	1
68 - وفحص الفريق تحركات الرحلات الجوية غير المقررة من كوت ديفوار وإليها. كما تم فحص إحصاءات الحركة الجوية إلى الدول المجاورة مثل غينيا ومالي وبوركينا فاسو وغانا. ومن خلال هذا الفحص، لم يحدد الفريق أي رحلة جوية مشبوهة خلال فترة الحظر (من 15 تشرين الثاني/نوفمبر 2004).	0
29 - وتم التسليم أيضا بأنه ينبغي للجنة، في إطار أنشطتها، أن تواصل التوعية بالمعاهدات المتعددة الأطراف التي تهدف إلى منع انتشار أسلحة الدمار الشامل أو إزالتها، وذلك للمساهمة في عالميتها.	1
وفي قضية أخرى، نظرت المحكمة مرة أخرى في العناصر المختلفة للهجوم الموجه ضد السكان المدنيين كجزء من تعريف الجرائم ضد الإنسانية.	1
"ويحث مجلس الأمن حكومتي جمهورية الكونغو الديمقراطية ورواندا على الاستجابة دون مزيد من التأخير للجهود التي تبذلها البعثة في إطار ولايتها الحالية للقيام، في أقرب وقت ممكن، بإنشاء آلية مشتركة للتحقق من أمنهما المشترك، بما في ذلك التحقق من عبور الحدود - الحركات الحدودية.	1
485- ومن المخيب للآمال أن اللجان حصرت نفسها في جريمة الاغتصاب ولم تنظر في القضايا التي تم الإبلاغ فيها عن أشكال أخرى من الاعتداء الجنسي، بما في ذلك محاولة الاغتصاب.	0
6 - يؤكد أن المتطلبات الواردة في الفقرة 1 (أ) أعلاه تنطبق على الموارد المالية والاقتصادية بجميع أنواعها، بما في ذلك، على سبيل المثال لا الحصر، الموارد المستخدمة لتوفير استضافة الإنترنت أو الخدمات ذات الصلة، المستخدمة لدعم حركة الطالبان المدرجة في هذه القائمة. وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم، بالإضافة إلى الأفراد والجماعات والمؤسسات والكيانات الأخرى المرتبطة بطالبان والتي تشكل تهديدًا للسلام والاستقرار والأمن في أفغانستان وغيرهم من الأفراد والجماعات والمؤسسات أو الكيانات المرتبطة بها؛	0
وينبغي للدول اتخاذ التدابير القانونية اللازمة مثل مصادرة الأموال عندما يكون هناك اشتباه في غسل الأموال أو تمويل الإرهاب.	0
20 - ورغم أن اللجنة تعتزم تناول مسألة التعاون مع المنظمات الدولية والإقليمية ذات الصلة بتعمق كبير في نيسان/أبريل 2007، فقد أيدت توصية فريق الرصد بدعوة ممثلي تلك المنظمات، على أساس كل حالة على حدة للالتقاء باللجنة لتبادل وجهات النظر بما يعود بالنفع على الطرفين.	1
ولكن هذا لا ينبغي أن ينتقص من التنفيذ الكامل للقرار 1559 (2004) وجميع قرارات مجلس الأمن الأخرى المتعلقة بلبنان، والتي تظل أفضل وسيلة لضمان ازدهار لبنان واستقراره على المدى الطويل كدولة ديمقراطية.	0
13. أنشأ الأمين العام اللجان التنفيذية للسلام والأمن والشؤون الإنسانية بهدف توفير منتدى للمسؤولين التنفيذيين على أعلى المستويات لمناقشة وصياغة الاستراتيجيات الرامية إلى منع الصراعات المسلحة وحالات الطوارئ الإنسانية والاستجابة لها.	0
وفي هذا السياق، نعتقد أنه من المهم لفت انتباه مجلس الأمن بشكل جدي إلى التهديدات التي تشكلها المنظمات الدينية الراديكالية والمتطرفة مثل حزب التحرير، وحث المجلس على فرض أشد العقوبات ضد المنظمات الإرهابية.	0
وفي المشاورات المغلقة التي تلت ذلك، أعرب أعضاء المجلس عن دعمهم لبعثة الأمم المتحدة للدعم في ليبيا وأشاروا إلى جهود تحقيق الاستقرار التي تبذلها الحكومة المؤقتة.	1
إن التهديد الذي يشكله الإرهابيون والمجرمون والمتورطون في الاتجار غير المشروع بالمخدرات لأمن أفغانستان واستقرارها هو تهديد حقيقي ويجب التصدي له بشكل مستمر.	0
وإذ يعترف بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان بوروندي، ويرحب بالتقدم المحرز في التحضيرات للمشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية، بما في ذلك من خلال إنشاء لجنة متابعة فنية ومنتدى لممثلي المجتمع المدني،	1
28 - وشددت عدة دول في المنطقة الأفريقية على تصميمها على ضمان اتخاذ التدابير الرامية إلى حماية الجمهور من الأعمال الإرهابية في إطار القانون وبما يتفق مع التزاماتها بموجب القانون الدولي.	1
وكما أشار متكلم ثالث، فإنه بدون التعاون الملتزم بين الأعضاء الدائمين والمنتخبين، سيجد المجلس نفسه باستمرار في طريق مسدود نظرا لأن اتخاذ القرارات يتطلب تسعة أصوات.	1
وستسعى اللجنة إلى ضمان التبادل الكامل للتقارير الوطنية وتقارير الزيارات وغيرها من المعلومات ذات الصلة بين اللجان وأفرقة الخبراء المعنية، بما في ذلك ما يتعلق بالزيارات إلى الدول وغيرها من أشكال السفر الرسمي والمساعدة التقنية.	1
"ويدين مجلس الأمن مقتل مدنيين أبرياء وانتهاكات حقوق الإنسان في شرق جمهورية الكونغو الديمقراطية، ويدعو إلى إجراء تحقيقات كاملة في مثل هذه الحوادث.	0
وقد تتعلق هذه الأمور بما يلي: (أ) التوعية والتوجيه في القطاع الخاص؛ (ب) الإشراف على الجمعيات الخيرية؛ (ج) إجراءات الإنفاذ لضمان امتثال المؤسسات الخيرية لمتطلبات مكافحة غسل الأموال وتمويل الإرهاب؛ (د) المشاركة الدولية. هـ- الأعمال والمهن غير المالية	1
143. ثانياً، يجب على الحكومة وقادة المتمردين التركيز على الجهود الرامية إلى منع التجاوزات، وحماية الأشخاص المعرضين للخطر، وتقديم المسؤولين عن التجاوزات إلى العدالة.	0
وفي الاجتماعات الدولية، تمكن الفريق من الحكم على مدى وعي الدولة بنظام الجزاءات دون الاستفادة من الإعداد.	1
على سبيل المثال، في عام 2009، عدلت تونس القانون رقم 75-2003 الذي يجرم التحريض على ارتكاب أعمال إرهابية من أجل فصل "التحريض على الكراهية" و"التطرف الديني" عن الجرائم الإرهابية.	0
38 - يوصي الفريق بأن يشجع مجلس الأمن واللجنة الدول على تعيين أو إنشاء آليات وطنية لتحديد هوية الأفراد والكيانات واستهدافهم لإدراجهم في القائمة الموحدة استنادا إلى سلطة قانونية محددة بوضوح ومتميزة عن العملية الجنائية.	1
"ويؤكد مجلس الأمن أهمية التوصل إلى حلول دائمة للاجئين والمشردين داخليا، ولا سيما عودتهم الطوعية والآمنة والكريمة، أو إدماجهم محليا أو إعادة توطينهم.	1
وستواصل البعثة، بالتعاون مع فريق التنفيذ الرفيع المستوى التابع للاتحاد الأفريقي وشركاء دوليين آخرين، جهودها لمساعدة الأطراف على كسر الجمود الحالي.	1
:: تعزيز التعاون في تقديم الإرهابيين إلى العدالة، بما في ذلك التعاون في منع الإرهابيين والجرائم والتحقيق معهم ومحاكمتهم	0
"ويرحب مجلس الأمن بقرار الجمعية العامة A/RES/64/289 المنشئ لهيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة (هيئة الأمم المتحدة للمرأة) التي ستدخل مرحلة التشغيل الكامل في كانون الثاني/يناير 2011.	1
(س) التعاون بشكل وثيق مع هيئات الأمم المتحدة المعنية بمكافحة الإرهاب في تقديم معلومات عن التدابير التي تتخذها الدول الأعضاء بشأن عمليات الاختطاف وأخذ الرهائن طلبا للفدية التي يقوم بها تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به، والاتجاهات والتطورات ذات الصلة في هذا المجال؛	0
ويؤدي تبادل المعلومات إلى تعزيز تقييم مخاطر الانتشار للفرص التجارية. ولذلك، فإن تبادل المعلومات أمر بالغ الأهمية لمصلحة جميع الجهات الفاعلة في القطاع الخاص ويفيد الشركات ذات الموارد الأقل مثل المؤسسات الصغيرة والمتوسطة الحجم.	1
