en_ar_DEEP	MatConf
وذكر أن قيادة التجمع الكونغولي من أجل الديمقراطية قد استعادت سيطرتها، وأنها بصدد اعتقال معارضيها.	1
إن عدم الاستقرار الداخلي في كوسوفو من شأنه أن يزيد من صعوبة تحديد وتنفيذ وضع مستقبلي قابل للحياة.	1
يهيب بجميع أطراف النزاع المسلح أن تحترم الطابع المدني والإنساني لمخيمات ومستوطنات اللاجئين، وأن تأخذ في الاعتبار الاحتياجات الخاصة للنساء والفتيات، بما في ذلك في تصميمها.	0
وفي هذا الصدد، نعتقد أن الأعمال الهدامة التي تهدف إلى الحصول على منافع سياسية انفرادية ينبغي إدانتها بشكل قاطع.	0
وفي الجمهورية العربية السورية، فإن العلاقة المحتملة بين أعداد كبيرة من المقاتلين الأجانب المنتسبين إلى تنظيم القاعدة وجبهة النصرة، التي تنشئ جمعيات على أساس لغة مشتركة، يمكن أن تؤدي إلى ظهور شبكات متطرفة عربية وأوروبية جديدة.	1
ويبلغ قوام المركز الآن 544 فردا من أفراد القوات الجديدة وأفراد الدفاع والأمن الوطنيين، من أصل الحد الأقصى المأذون به وهو 568 فردا، بما في ذلك وحدات الشرطة المختلطة.	1
وأكدت اللجنة أيضاً أنه في أعقاب الهجوم على الطويلة في فبراير/شباط 2004، اختطفت مجموعة من نحو 30 طالبة على يد الجنجويد واحتجزت في مخيم حيث تعرضن للاغتصاب مراراً وتكراراً.	1
ويهيب المجلس بالدول الأعضاء، زيادة التعاون الدولي والإقليمي، على أساس المسؤولية العامة والمشتركة، وكذلك تعاونها مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة والهيئة الدولية لمراقبة المخدرات، من أجل مكافحة المخدرات. إنتاج المخدرات والطلب عليها والاتجار بها بصورة غير مشروعة، وتحديد الاتجاهات الناشئة في الاتجار بالمخدرات.	0
إذ يشير إلى قراراته بشأن تجنيد الأطفال واستخدامهم في النزاعات المسلحة،	1
:: نتائج ونتائج الأنشطة التي قامت بها السلطات اللبنانية في مسرح الجريمة والمناطق المجاورة	0
21- وفي مناسبات عديدة، سلط أعضاء اللجنة الضوء على الوظائف التكميلية التي تضطلع بها اللجان الثلاث في مكافحة الإرهاب الدولي والحاجة إلى تبادل المعلومات بشكل مستمر فيما بينها.	0
إن هدف تنظيم القاعدة في العراق هو بناء القدرة على شن هجمات أينما توافرت الأهداف، سواء من خلال أعضائه أو بالتعاون مع الجماعات الموجودة التي ستعمل معه، أو الأفضل من ذلك، أن تحذو حذوه.	1
وشدد الممثل الخاص على أن النساء يعشن في ظروف يرثى لها دون الحصول على الخدمات الصحية وخدمات العدالة، واعتبر أنه سيكون من الصعب للغاية معالجة مثل هذه الحالة، نظرا، على وجه الخصوص، لثقافة الصمت وغياب مؤسسات التحقيق والملاحقة القضائية. .	0
ثم أُجبر أفراد الطاقم على توقيع العقود، التي صاغتها شركة في مومباسا، والتي تضمنت شرط موافقتهم على العمل في إحدى دول منطقة الحرب - الصومال.	1
وقد حددت القوة أيضًا بعض الأصول العسكرية التي لا يتم استغلالها بالكامل حاليًا ويمكن إعادتها إلى أوطانها دون أن يكون لذلك تأثير سلبي على قدرة البعثة على إجراء العمليات.	1
وكما ستتم الإشارة إليه لاحقا، فإن هذا الاستنتاج بشأن مسؤولية العراق يستند إلى انتهاكه لقانون الحرب (حظر التهديد باستخدام القوة أو استخدامها في المادة 2 (4) من الميثاق) وليس إلى انتهاكات قانون الحرب (انتهاكات القانون الإنساني الدولي)، التي تشكل محور التركيز الرئيسي لقرارات لجنة EECC.	1
100. لقد تجاوزت دول المنطقة الفرعية مجرد نهج إنفاذ القانون إلى حد كبير لمعالجة التحدي الذي تشكله الجماعات الإرهابية.	0
وعلى الرغم من عدم ظهور أي حالة فعلية منذ التقرير الأخير للفريق، إلا أن هناك قلقًا مستمرًا من أن الجماعات والأفراد المدرجين في القائمة ما زالوا يطمحون إلى شن مثل هذا الهجوم، إلى جانب عدد من التقارير التي تفيد بأن إمدادات غير مشروعة من المواد الإشعاعية لا تزال موجودة، بما في ذلك في المناطق التي يوجد بها إشعاع. وتنشط القاعدة وطالبان.	0
37. وفي إطار خطة الاستقرار وإعادة الإعمار واستراتيجية الدعم، تم تسليم ثمانية مرافق حكومية إلى السلطات الوطنية. وشملت هذه المرافق مرافق للشرطة والإدارية في إقليمي ماسيسي وروتشورو في شمال كيفو؛ ومرافق للشرطة والإدارية والقضائية في والونجو، جنوب كيفو؛ ومركز تدريب بحري لشرطة الحدود في منطقة إيتوري.	0
وفي مناقشة دور الرئيس، أقر العديد من المشاركين بوجود "فخين" يجب تجنبهما: أولاً، متابعة جدول أعمال وطني لتوجيه المجلس نحو مصالح محددة؛ وثانيًا، افتراض أسلوب قيادة منطوي على الشكليات بشكل مفرط.	0
كانت الأولى عبارة عن شاحنة صغيرة بيضاء تحمل ثلاثة رجال يرتدون الزي الرسمي ومسلحين بأسلحة M16. أما الثانية فكانت شاحنة حمراء تقل ما بين 15 إلى 20 مسلحا، بعضهم يرتدي الزي الرسمي والبعض الآخر بملابس مدنية.	1
(أ) تقديم الدعم، بما في ذلك من خلال جهود الوساطة السياسية، لاستكمال أنشطة نزع السلاح والتسريح وإعادة الإدماج للمجموعات المسلحة [الوطنية] أو دمجها الفعال في الجيش، والتي ستظل خاضعة للتدريب والمعدات الكافية المسبقة؛	0
تتراوح المواقع من تلك التي تم إنشاؤها للترويج لأفراد معينين، مثل شامل باساييف في الشيشان، أو مجموعات، مثل عسكر الطيبة في باكستان، إلى تلك التي تهدف إلى تبرير الإرهاب المرتبط بتنظيم القاعدة بشكل عام، مثل موقع صوت العالم. الجهاد، أو تقديم التدريب الإرهابي، مثل البتار.	1
ويكمن العنصر الذاتي، أو القصد الجنائي، في علم الشريك بأن أفعاله تساعد مرتكب الجريمة في ارتكاب الجريمة.	1
- يواصل الاتحاد الروسي الاحتفاظ بشكل غير قانوني بقاعدته العسكرية في غوداوتا، التي تعمل دون موافقة جورجيا ويتعارض مع الالتزامات الدولية التي تعهدت بها روسيا؛	1
ولذلك، تم اقتراح وضع معايير دولية وربما دور أكثر أهمية للجنة.	0
83 - وزود مقاتلو الحركة الوطنية لكوت ديفوار البعثة بمعلومات عن وجود مقابر جماعية أخرى في مناطق القتال. ويقال إن عدد المقابر الجماعية يبلغ خمسة، ثلاثة منها في مان واثنتان في داناني، على بعد 72 كيلومتراً من مان.	0
232. يصل العدد التقديري للسكان المتأثرين بالصراع في دارفور بالإضافة إلى اللاجئين في تشاد (1.65 مليون نازح داخليا، و 627.000 شخص متأثر بالصراع، و 203.051 لاجئا) إلى رقم مذهل يبلغ حوالي 2.5 مليون شخص متأثرين بطريقة أو بأخرى. آخر - الغالبية العظمى من النازحين من منازلهم.	1
ومع ذلك فقد تمكن بن لادن من الاستفادة من وسائل الاتصالات الحديثة لجذب العديد من المسلمين باعتباره زعيماً روحياً يجعل العنف يبدو بطريقة ما مجيداً وواجباً بدلاً من الإرهاب الذي هو عليه في الواقع.	1
ولم تتلق البعثة معلومات دقيقة عن عدد الأشخاص الذين اعتقلتهم قوات الأمن.	1
148. إن تنفيذ تدابير مراقبة الحدود أمر أساسي للتطبيق العملي لاستراتيجيات الدول لمكافحة الإرهاب.	0
ولا يزال وضع الأقليات يثير القلق، خاصة فيما يتعلق بحرية التنقل والوصول إلى العدالة.	0
158 - وواصل الفريق تعزيز عمل اللجنة من خلال العروض التي قدمها في كلية الحقوق بجامعة كولومبيا، ومن خلال المناقشات مع المؤسسات الأكاديمية في مجال مكافحة الإرهاب مثل مشروع تقييم الحرية الرابعة لمكافحة الإرهاب، ومعهد واتسون في جامعة براون. ومؤسسات التعليم العالي الأخرى.	0
حث الهيئات الإقليمية و/أو دون الإقليمية ذات الصلة على تطوير وتنفيذ السياسات والأنشطة والدعوة لصالح المدنيين المتضررين من العنف الجنسي.	0
وأشارت إلى مقتل 69 من العاملين في المجال الإنساني منذ بداية النزاع، واستخدام العنف الجنسي كشكل من أشكال التعذيب والإيذاء والإهانة والترهيب وكشكل من أشكال العقاب.	1
ولإخفاء هذه الحقائق، يرتدون أحيانًا الزي العسكري لتوصيل تصور خاطئ بأن الجيش الرسمي هو المسؤول عن ارتكاب هذا العنف.	0
يطلب إلى الأمين العام أن يكفل (أ) استمرار رصد حالة الأطفال والإبلاغ عنها، كجزء من التقارير المشار إليها في [الفقرة ذات الصلة] أعلاه، بما في ذلك التعاون الوثيق مع الجهات الفاعلة في مجال حماية الطفل و (ب) مواصلة الحوار مع الأطراف ودفع الصراع نحو تطوير وتنفيذ خطط عمل محددة زمنيا لإنهاء تجنيد واستخدام الجنود الأطفال وغيرها من انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان ضد الأطفال؛	0
59 - وسافر فريق الخبراء على نطاق واسع في كوت ديفوار وفي المنطقة دون الإقليمية وأماكن أخرى في إطار جهوده الرامية إلى تقييم الامتثال للحظر وتحديد التدابير الإضافية التي يمكن اتخاذها لتحسين فعاليته.	0
27 - وستؤكد البعثة مجددا استعداد المجلس لدعم الجهود التي تبذلها السلطات الانتقالية لمكافحة الإفلات من العقاب في جمهورية الكونغو الديمقراطية.	0
وبالإضافة إلى ذلك، واصلت قوات الأمن السورية تنفيذ العمليات على طول الحدود السورية اللبنانية، والتي تم زرع الألغام في جزء منها في الأشهر الأخيرة.	1
علاوة على ذلك، قررت هيئة تنسيق العمل بشأن الأسلحة الصغيرة الشروع في وضع معايير دولية لتحديد الأسلحة الصغيرة، لا تختلف عن المعايير التي تم وضعها بشأن الإجراءات المتعلقة بالألغام ونزع السلاح والتسريح وإعادة الإدماج.	0
وفي يونيو/حزيران 2005، تم أيضًا استخدام محطة الفاكهة لتفريغ 22 مركبة عسكرية من بيلاروسيا (انظر دراسة الحالة الثانية).	1
ثانياً، تؤدي المعلومات المحدودة إلى خلق الإحباط والسخط بين الأشخاص المسؤولين عن التحقق من القائمة، الذين يعتمد عليهم التنفيذ الفعال في معظم الأحيان، مما يزيد من خطر عدم اكتشاف الأسماء المدرجة واحتمال تطبيق التدابير على أهداف غير مقصودة.	1
(و) اتخاذ تدابير فورية لمنع عملاء جمهورية كوريا الشعبية الديمقراطية من القيام بمزيد من عمليات الاختطاف من الأراضي الصينية؛ ملاحقة مرتكبي جرائم الاختطاف ومعاقبتهم بشكل مناسب والمطالبة بتسليم من أصدروا تلك الأوامر حتى تتم محاكمتهم وفقاً للقانون.	1
55 - ولتحسين دعمها اللوجستي للوحدات وأفراد الشرطة المنتشرة في أصعب البيئات في مالي، قامت البعثة بتعيين موظفين للدعم المدني لتسهيل التخطيط اللوجستي وإعداد التقارير لبعض الوحدات العسكرية المنتشرة في كيدال وتيساليت.	0
20 - وفي هذا الصدد، من المهم أن يشجع مجلس الأمن، في قراره 1963 (2010)، المديرية التنفيذية للجنة مكافحة الإرهاب على أن تناقش مع الدول الأعضاء، بموافقتها، إمكانية وضع خطة وطنية شاملة ومتكاملة لمكافحة الإرهاب. استراتيجيات الإرهاب التي تتضمن الاهتمام بالعوامل المؤدية إلى الأنشطة الإرهابية، وفقا لالتزاماتها بموجب القانون الدولي. ومن الأمور ذات الصلة أيضا تأكيد المجلس في قراره 1963 (2010) على الدور الذي يمكن أن تؤديه المنظمات الإقليمية ودون الإقليمية في مكافحة الإرهاب، ولا سيما من خلال تعزيز قدرات الدول الأعضاء على التنفيذ الكامل للقرار 1373 (2001) وتيسير عملية مكافحة الإرهاب. تقديم المساعدة التقنية.	0
ويمكن للمجلس أن يلعب دورا هاما في ضمان إنشاء برامج التعويضات من أجل تلبية احتياجات الضحايا.	0
قد تنطبق أيضًا أحكام أخرى من القانون الجنائي، مثل التسليح غير المصرح به (المادة 185) أو تطوير وإنتاج وحيازة وسائل قتال محظورة (المادة 185أ): تعريض العامة للخطر.	1
216 - وعلى الرغم من أن دول المنطقة دون الإقليمية قد اتخذت خطوات للحد من تعرضها لتنقل الإرهابيين وتسليحهم، لا يزال هناك خطر يتمثل في احتمال دخول الناشطين الإرهابيين ومؤيديهم إلى أراضي تلك الدول بشكل غير قانوني، وقد يتمكنون من شراء المواد اللازمة لشن هجوم إرهابي عن طريق وسائل شبكة إجرامية.	1
التهديدات التي يتعرض لها السلام والأمن الدوليان بسبب الأعمال الإرهابية	1
وإذ يشدد على أهمية بناء قدرات قوات الأمن التابعة للحكومة... وفي هذا الصدد، يؤكد من جديد أهمية إعادة تشكيل قوات الأمن [الوطنية] وتدريبها وتجهيزها والاحتفاظ بها، وهو أمر حيوي بالنسبة لـ الاستقرار والأمن على المدى الطويل في [البلد المتأثر]، وإذ يعرب عن دعمه لبرامج بناء القدرات [الدولية] الجارية، ويشدد على أهمية زيادة الدعم المنسق وفي الوقت المناسب والمستدام من المجتمع الدولي،	0
لقد حان الوقت بالفعل لكي يتخذ المجتمع الدولي، وخاصة مجلس الأمن، تدابير فعالة لمواجهة السياسات والممارسات غير القانونية والإجرامية التي ينتهجها النظام الإسرائيلي، ووضع حد لإرهاب الدولة الذي يمارسه ضد الشعب الفلسطيني وفلسطين. شعوب المنطقة الأخرى.	1
وقد أدى دفع مبالغ ضخمة للفدية إلى تنظيم القاعدة والجماعات التابعة له في السنوات الأخيرة إلى جعل الاختطاف تكتيكاً أساسياً للقاعدة.	1
وأشار المسؤولون أيضًا إلى أن الأسلحة الصغيرة والأسلحة الخفيفة، التي خلفتها الصراعات السابقة في المنطقة، لا تزال متاحة.	1
وهذا أمر مهم لتعزيز قدرة البعثة على توفير حماية حقيقية للسكان المدنيين الكونغوليين، ضحايا كارثة إنسانية واضحة، كما أكد السيد دوس، والانتهاكات الجماعية لحقوق الإنسان، ولا سيما أعمال العنف الموجهة ضد النساء والأطفال. .	0
:: توفير منظور شامل وضمان استهداف جهود الأمن والتنمية على مستوى البلاد لمعالجة الأسباب الجذرية للصراع.	0
42- وتعرض ورقة الموقف صراحة بعض الصعوبات التي يواجهها الوضع الذي تواجهه الحكومة. ويذكر أن الجيش الإيفواري، في حالة الدفاع عن النفس، لم يرد على هجمات المهاجمين إلا بغرض تحرير الأراضي الإيفوارية وضمان سلامة الأشخاص والممتلكات.	1
(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو المرور عبرها، بشرط ألا يكون في هذه الفقرة ما يجبر أي دولة على رفض دخول مواطنيها أو مطالبتهم بمغادرة أراضيها، ولا تنطبق هذه الفقرة في حالة الدخول أو العبور كان ضروريًا لتنفيذ عملية قضائية أو قررت اللجنة، على أساس كل حالة على حدة، أن الدخول أو العبور فقط هو المبرر؛	1
ويتعرض التبادل العملي للمعلومات للعراقيل بسبب الافتقار إلى القدرات المؤسسية والتشغيلية والتحديات اللغوية.	0
ولذلك فإن تغير المناخ لا يؤدي فقط إلى تفاقم التهديدات القائمة للسلام والأمن الدوليين؛ كما أنه يمثل في حد ذاته تهديدًا للسلم والأمن الدوليين.	0
 توجيه الهجمات ضد المباني والمواد والوحدات الطبية ووسائل النقل والأفراد الذين يستخدمون الشارات المميزة لاتفاقيات جنيف بما يتوافق مع القانون الدولي.	1
وقد لعبت الدول الثلاث التي تمت زيارتها دورا نشطا في إنشاء وكالات متخصصة و/أو وحدات شرطة متخصصة في مكافحة الإرهاب وفي ضمان تزويد تلك الوحدات بالتدريب والأدوات اللازمة لأداء واجباتها في مجموعة من المجالات ذات الصلة بمكافحة الإرهاب.	0
في جلسة مجلس الأمن 4679 المعقودة في 20 كانون الأول/ديسمبر 2002، مواصلة لنظره في البند المعنون "حماية المدنيين في الصراعات المسلحة" في جلسته 4660 المعقودة في 10 كانون الأول/ديسمبر 2002، أدلى رئيس مجلس الأمن بالبيان التالي نيابة عن المجلس:	0
7. يلاحظ أن مثل هذه الوسائل للتمويل أو الدعم تشمل، على سبيل المثال لا الحصر، استخدام العائدات المستمدة من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها بصورة غير مشروعة؛	1
وإذ نرحب بإدراج المرأة في بعثات حفظ السلام في المهام المدنية والعسكرية ومهام الشرطة، والاعتراف بأن النساء والأطفال المتأثرين بالنزاعات المسلحة قد يشعرون بمزيد من الأمان عند العمل مع النساء والإبلاغ عن الانتهاكات في بعثات حفظ السلام، وأن وجود حفظة السلام من النساء قد يشجع للمرأة المحلية للمشاركة في القوات المسلحة وقوات الأمن الوطنية، مما يساعد على بناء قطاع أمني يسهل الوصول إليه ويستجيب للجميع، وخاصة النساء.	0
64 - وتمثل الهجمات غير المتكافئة المستمرة على حفظة السلام التابعين للأمم المتحدة، فضلا عن الاغتيالات المستهدفة واختطاف المدنيين، تطورات مثيرة للقلق.	1
وإذ نؤكد من جديد التزام الدول الأعضاء بأن تقوم دون تأخير بتجميد الأموال والأصول المالية الأخرى أو الموارد الاقتصادية للأشخاص الذين يرتكبون أو يحاولون ارتكاب أعمال إرهابية أو يشاركون في ارتكاب أعمال إرهابية أو يسهلون ارتكابها؛ والكيانات المملوكة أو الخاضعة لسيطرة هؤلاء الأشخاص بشكل مباشر أو غير مباشر؛ والأشخاص والكيانات التي تعمل نيابة عن هؤلاء الأشخاص والكيانات أو بتوجيه منهم، بما في ذلك الأموال المستمدة أو المتولدة من الممتلكات المملوكة أو الخاضعة لسيطرة هؤلاء الأشخاص والأشخاص والكيانات المرتبطين بهم بشكل مباشر أو غير مباشر،	0
وعندما طلب منهم تقديم مزيد من التفاصيل، أفاد الضحايا أن مهاجمي الجنجويد ينتمون إلى قبائل عربية، وأنهم، في معظم الحالات، هاجموا على ظهور الخيل أو الجمال وكانوا مسلحين بأسلحة آلية من مختلف الأنواع.	1
30 - وبشكل عام، كان موقف السلطات الحكومية تجاه اللجنة متعاونا.	0
ووفقا لهم، فقد تيتم الأطفال نتيجة للنزاع ويقوم جيش تحرير السودان بالاعتناء بهم.	1
واعترفت الحكومة بالهجوم وعرضت تعويض الضحايا.	0
18 - وألزم البيان المشترك الحكومة بتنفيذ وقف اختياري للقيود المفروضة على وصول جميع الأعمال الإنسانية في دارفور وإزالة مختلف العقبات التي تعترض العمل الإنساني.	0
2 - يهيب بجميع الدول أن تتعاون، في جملة أمور، من أجل تعزيز أمن حدودها الدولية، بما في ذلك عن طريق مكافحة وثائق السفر المزورة، والقيام قدر المستطاع بتعزيز إجراءات فحص الإرهابيين وإجراءات أمن الركاب بهدف منع المذنبين بارتكاب جرائم. السلوك المنصوص عليه في الفقرة 1 (أ) من دخول أراضيها؛	0
ويشهد شمال دارفور، الذي يسجل أقل عدد من ولايات دارفور الثلاث، ما يقدر بنحو 685,200 شخص من المتضررين من النزاع، منهم 403,000 من النازحين داخلياً.	1
ولا يمكن أن يعني ذلك التنازل عن الالتزامات تجاه أولئك الذين يرغبون في العودة إلى ديارهم والذين يحتاجون إلى الدعم لتحقيق تطلعاتهم. ولا يمكن أن يكون بديلاً للسياسات الحالية، بل ينبغي أن يكون مكملاً لها.	0
بعد الهجوم، توجه جميع سكان المنطقة إلى كايلك.	1
إن كون عمليات القتل التي ارتكبتها الحكومة والجنجويد تبدو وكأنها استهدفت بشكل منهجي قبائل الفور والمساليت والزغاوة وغيرها من القبائل الأفريقية لأسباب سياسية، يدل على الطابع التمييزي لعملية القتل، وبالتالي قد يصل إلى حد الاضطهاد كجريمة. ضد الإنسانية.	1
إن غياب هذه المبادئ التوجيهية، بما في ذلك تحديد معايير اختيار القضايا للتحقيق والملاحقة القضائية، ترك اللجان دون توجيهات بشأن الأساليب المناسبة للتحقيق في الجرائم التي تشكل انتهاكات خطيرة لحقوق الإنسان.	1
2. شكل يوضح خليج لا يونيون وجزيرة كونيجو، الملحقة بقطاع غواسكاران والتي تم تأكيد خضوعها للسيادة الهندوراسية بموجب حكم محكمة العدل الدولية الصادر في 11 أيلول/سبتمبر 1992، كما تم تأكيد ذلك بموجب الحكم الصادر في 18 كانون الأول/ديسمبر 2003 إعلان عدم قبول طلب المراجعة الذي قدمته السلفادور بشأن قطاع غواسكاران.	0
"ويؤكد مجلس الأمن من جديد دعمه الكامل للجهود التي تبذلها الأمم المتحدة، ولا سيما أنشطة بعثة الأمم المتحدة الخاصة إلى أفغانستان وأنشطة المبعوث الخاص للأمين العام إلى أفغانستان، في تيسير العملية السياسية ويؤكد من جديد موقفه المتمثل في ضرورة أن تواصل الأمم المتحدة الاضطلاع بدورها المركزي والمحايد في الجهود الدولية الرامية إلى تحقيق أهداف المصالحة الوطنية والتسوية السياسية الدائمة بمشاركة جميع أطراف الصراع وجميع شرائح المجتمع الأفغاني. حل الصراع الأفغاني.	0
ويحدد التقرير أيضا ثلاثة نهج محددة لتعزيز تنفيذ الجزاءات: :: أولا، ردع دفع الفدية لتنظيم القاعدة والجماعات المنتسبة إليه من أجل المضي قدما في تجميد الأصول :: ثانيا، استخدام القياسات الحيوية وتغيير المعايير الوطنية للركاب غير المقبولين لتعزيز حظر السفر ضد الأفراد المدرجون في القائمة :: ثالثا، تحسين التحليل والتدابير الرامية إلى الحد من توافر مكونات الأجهزة المتفجرة المرتجلة التي يستخدمها تنظيم القاعدة والجماعات المنتسبة إليه. لمحة عامة أ. تنظيم القاعدة	1
ثم هاجموا مركز الشرطة وقتلوا شرطيين واستولوا على أسلحة وذخائر.	1
5 - يشدد على أن الأزمة في كوت ديفوار لا يمكن حلها إلا من خلال الحوار والتشاور، بدعم من المجتمع الدولي. ويحث المجلس الطرفين على التحلي بأقصى درجات ضبط النفس والامتناع عن أي استخدام للقوة أو اتخاذ إجراءات انفرادية، الأمر الذي لا يؤدي إلا إلى زيادة تعقيد عملية البحث عن حل؛	0
16 - وبعد ذلك، أُتيحت للدول المستعرضة ثلاثة أشهر لتقديم أي معلومات إضافية لتحديد الهوية أو غيرها من المعلومات التي لها تأثير على الإدراج في القائمة، مثل التحديثات المتعلقة بحالة تشغيل الكيانات المدرجة في القائمة، أو حركة الأفراد المدرجين في القائمة أو حبسهم أو وفاتهم، أو الأفراد الجدد. ووجهت إليهم تهم تتعلق بالإرهاب.	0
وأمر الرئيس غوسماو مقدمي الالتماس بالعودة إلى مركز تدريب قوات الدفاع في ميتينارو والمشاركة في لجنة تحقيق ستنظر في الادعاءات المثارة في الالتماس.	0
إن التقارب المتزايد بين أساليب تمويل الإرهاب، وخاصة على المستوى المحلي، والأنشطة الإجرامية الأخرى، زاد من صعوبة التمييز بين إحداهما والأخرى.	1
16 - وفي محاولة لاحتواء فيروس إيبولا، أغلقت بعض بلدان غرب أفريقيا حدودها وأوقفت الرحلات الجوية التجارية إلى الدول الثلاث الأكثر تضررا، وهي غينيا وليبيريا وسيراليون. وفرضت كوت ديفوار قيودا على الطيران من وإلى الدول الثلاث في 10 آب/أغسطس، أعقبها إغلاق الحدود البرية في 22 آب/أغسطس.	0
حظر العنف ضد الحياة والأشخاص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب؛ الاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ الاغتصاب، والاستعباد الجنسي، والدعارة القسرية، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي.	1
على سبيل المثال، بعد أشهر من الهجمات المستمرة على القرى في المنطقة، تجمع العديد من الأشخاص في دليج بعد فرارهم من قراهم.	1
104 - إن تنظيم المواد المتاحة عادة والتي يمكن للإرهابي المدرب أن يصنع منها جهازا متفجرا هو مهمة أكثر صعوبة.	1
وعثرت اللجنة على أدلة تشير إلى أن القبائل العربية بدأت في الاستقرار في المناطق التي كان يسكنها النازحون في السابق، مما منع عودة النازحين في نهاية المطاف.	1
إن الشبكات الإرهابية التي تشكلت في صراعات اليوم يمكن أن تشكل تهديدا لعقود قادمة.	1
وكان هذا ممكنا إلى حد كبير بفضل قيادة رئيس الوزراء غوسماو، فضلا عن تعاون جميع الأحزاب السياسية الممثلة في البرلمان، بما في ذلك المعارضة، التي أبدت استعدادها للمضي قدما بشأن قضية وطنية ذات أولوية.	0
وفي كثير من الحالات، استمرت الهجمات لعدة ساعات.	1
ومن بين الجنجويد الذين حددتهم اللجنة على أنهم الجناة، يشتبه في قيامهم جميعاً بشن هجمات عشوائية على المدنيين، وهي جريمة حرب.	1
وحتى في أفغانستان، ورغم أن المسؤولين الأفغان وأعضاء قوات التحالف أبلغوا الفريق بأنهم مقتنعون بأن طالبان تستفيد من الإيرادات الضخمة التي تدرها تجارة المخدرات، فإنه من الصعب تقديم أمثلة ملموسة.	1
إن إرساء سيادة القانون بشكل حقيقي في جمهورية الكونغو الديمقراطية يتطلب تشكيل جيش ونظام قضائي وقوة شرطة تتسم بالفعالية والديمقراطية.	0
وحارب موظفو السجن وقوات الأمن في بونتلاند المهاجمين بشجاعة وتمكنوا من منع الاستيلاء على السجن والهروب المحتمل لعناصر حركة الشباب، بما في ذلك خبير في الأجهزة المتفجرة المرتجلة ومنسق القنابل الانتحارية والقراصنة المسجونين وغيرهم.	1
وشددت دولة أخرى على أهمية اتباع نهج مجتمعي، مشيرة إلى أن الأسر والمجتمعات المحلية والمؤسسات المحلية المستنيرة هي الدفاعات الأكثر فعالية ضد الأيديولوجيات المتطرفة العنيفة.	0
وتشعر باكستان بقلق بالغ إزاء ما خلص إليه التقرير من أن التحديات الإنسانية والاقتصادية التي تواجه منطقة الساحل قد تفاقمت بسبب تداعيات الأزمة الليبية.	0
[S] يشدد على أهمية نزع السلاح أو التسريح أو إعادة التوطين أو الإعادة إلى الوطن بشكل دائم، حسب الاقتضاء، وإعادة إدماج الجماعات المسلحة [الوطنية] والأجنبية من أجل تحقيق الاستقرار على المدى الطويل في [البلد المتضرر]، وأهمية المساهمة التي يقدمها الشركاء الدوليون في هذا الحقل.	0
"ويعرب مجلس الأمن عن اعتزامه، عند إنشاء أو تجديد ولاية لجان الجزاءات ذات الصلة، النظر في الأحكام المتعلقة بالأطراف التي تنتهك القانون الدولي المنطبق فيما يتعلق بحقوق الأطفال وحمايتهم في الصراعات المسلحة.	0
وتتواصل الجهود الرامية إلى منع تفشي وباء الكوليرا في مقديشو، بما في ذلك إضافة الكلور إلى إمدادات المياه والتعاون الوثيق مع القطاع الصحي.	0
19 - وشهدت الفترة المشمولة بالتقرير عددا من التقارير التي تتحدث عن أنشطة عسكرية إندونيسية مزعومة في المناطق الحدودية غير المستقرة في أوكوسي.	1
ويدل اختطاف قس فرنسي في الكاميرون على يد بوكو حرام وأنصار الإسلام، أثناء عملهما معاً في نوفمبر/تشرين الثاني 2013، على قدرة هاتين المجموعتين على العمل خارج حدود نيجيريا.	1
قامت البعثة بشراء معدات متخصصة (سيارات إسعاف مصفحة، ومركبات محمية من الألغام، ومعدات طبية)، وتدريب 063 3 جنديا على الوقاية والتخفيف من آثار الأجهزة المتفجرة اليدوية الصنع، و 481 1 جنديا على الإسعافات الأولية، وقامت بتنفيذ أنشطة توجيهية لشركتي البعثة المعنيتين بالتخلص من الذخائر المتفجرة مع الحد من التعرض المسبق لبيئات غير متماثلة وبناء قدرتها على الاستغلال (تعمل الآن ثلاثة فرق لتحديد الأسلحة).	1
وانطلاقا مما تقدم، ترى وزارة خارجية جورجيا أن انسحاب الاتحاد الروسي من القرار الذي اتخذه مجلس رؤساء دول رابطة الدول المستقلة في 19 كانون الثاني/يناير 1996 يشكل تهديدا خطيرا بزعزعة الاستقرار، ويغير الوضع المحيط بالنزاع بشكل كبير، ويقوض القانون القانوني. الإطار الذي يحدد شكل السلام لرابطة الدول المستقلة في منطقة الصراع.	0
ومع ذلك، يتعين اتخاذ المزيد من الخطوات لتجريم التصنيع والحيازة والاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة، فضلا عن المتفجرات.	1
