en_ar_DEEPL	MatConf
ووقعت أيضا مواجهات بين الجماعات المسلحة التابعة لحكومة مالي والجماعات المسلحة الممثلة في محادثات الجزائر، على الرغم من التزام مختلف الأطراف بوقف إطلاق النار. وفي 9 تشرين الأول/أكتوبر، اعترضت القوات الفرنسية والنيجرية قافلة تحمل أسلحة ومدافع هاون وأسلحة مضادة للطائرات كانت تتحرك عبر شمال النيجر باتجاه مالي ودمرتها. وأفادت التقارير أن الأسلحة كانت في طريقها إلى حركة أنصار الدين. وفي 12 أكتوبر/تشرين الأول، اعتقلت قوات الأمن الموريتانية أربعة أشخاص يُشتبه في اتصالهم بالجهاديين وتجنيدهم لصالح تنظيم الدولة الإسلامية في العراق والشام (داعش) في مدينة الزويرات المنجمية في شمال البلاد.	1
وإذ يؤكد أن العقبة الرئيسية التي تحول دون تحقيق سلام دائم في مقاطعتي كيفو الشمالية وكيفو الجنوبية هي وجود وأنشطة الجماعات المسلحة غير المشروعة على الأراضي الكونغولية، بما في ذلك القوات الديمقراطية لتحرير رواندا، كما أقر بذلك قراره 1804 (2008)، والتي تمثل أحد الأسباب الرئيسية للنزاع في المنطقة,	1
إذا لم تتمكن الدول من تنفيذ القرارات التي يتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون أن تتعارض مع قوانينها الخاصة، فإن المجتمع العالمي سيفقد القدرة على اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلم والأمن الدوليين.	0
ويتضمن برنامج العمل اقتراحات ملموسة لتحسين التشريعات والضوابط الوطنية والمساعدة والتعاون الدوليين. ويدعو الدول إلى تلبية الاحتياجات الخاصة للأطفال المتأثرين بالنزاعات المسلحة.	0
وكان الفريق الخاص بغرب دارفور يتألف من محققين اثنين ومحلل عسكري، يدعمهم خبير أو اثنين من خبراء الطب الشرعي، وفقاً للمتطلبات.	0
بعد ذلك، داهم الجنود المنازل واعتقلوا الشباب واقتادوهم إلى حافلات عسكرية.	1
وقد يؤدي هذا التصور إلى زيادة تطرف بعض العناصر القومية الألبانية في كوسوفو وقد يضع الأقليات في كوسوفو تحت تهديد متزايد.	0
ولم يتم بعد تنفيذ هذا الحكم الرئيسي المتبقي من القرار. فهو يؤكد من جديد على قرار التزم به جميع اللبنانيين في اتفاق الطائف عام 1989، في أعقاب الحرب الأهلية.	0
وعلى الرغم من أهمية منع الإرهابيين من تنفيذ هجماتهم، فمن الواضح أن الإرهاب لا يمكن هزيمته بالتدابير الأمنية وحدها، وأن العديد من أعضاء المجتمع الدولي يتطلعون إلى مجلس الأمن لاتخاذ تدابير تحد من الوسائل التي ينشر بها تنظيم القاعدة رسالته وكذلك لتعزيز البرامج التي تهدف إلى تقويضه.	0
وبالانتقال إلى دور مجلس الأمن في مجال التعويضات، لوحظ أن المجلس شُجِّع في عدد من المناسبات على اعتماد تدابير تتعلق بهذا الجانب من المساءلة. فعلى سبيل المثال، وبالإضافة إلى التوصية بإحالة الحالة إلى المحكمة الجنائية الدولية، أوصت لجنة التحقيق الدولية المعنية بدارفور أيضا بأن ينشئ المجلس لجنة دولية للتعويضات - وهو اقتراح لم يحظ باهتمام يذكر ولم يحظ بأي متابعة من المجلس.	0
بعد نصف ساعة، وصلت ثلاث سيارات جيب أخرى من تشاد مدعومة بمروحية عسكرية، ومرة أخرى حدثت مواجهة مع الوحدة العسكرية السودانية أصيب خلالها جندي وعدد من المدنيين.	1
وقد حقق المجتمع الدولي على النحو الواجب في بعض القضايا البارزة المتعلقة بالجريمة المنظمة، بما في ذلك الاتجار بالبشر والمخدرات، وتم تقديم الجناة إلى العدالة.	0
لا يمكن معالجة ظاهرة المقاتلين الإرهابيين الأجانب من خلال الوسائل الأمنية وحدها.	0
13. في الفترة من 13 إلى 17 أيلول/سبتمبر، أجرى برنامج الأغذية العالمي، بالتعاون مع مفوضية الأمم المتحدة لشؤون اللاجئين، استعراض منتصف المدة لبرنامج التغذية في مخيمات اللاجئين في منطقة تندوف، شاركت فيه حكومة الولايات المتحدة ومكتب المعونة الإنسانية التابع للمفوضية الأوروبية بصفة مراقبين.	0
66. وسألت البعثة القادة العسكريين الحكوميين عما إذا كان قد تم تقديم أي شخص إلى العدالة بسبب التجاوزات.	0
لا يزال نصف هؤلاء الأشخاص تقريبًا في عداد المفقودين ويُخشى أن يكون العديد منهم قد قُتلوا.	1
وستواصل المديرية التنفيذية أيضا حوارها البنّاء مع الدول الأعضاء، من خلال الاجتماعات التي تعقد في مقر الأمم المتحدة والزيارات وحلقات العمل والمؤتمرات عبر الفيديو مع المسؤولين في العواصم المعنية، من أجل إطلاع اللجنة على تنفيذ الدول الأعضاء لعناصر قرارات مكافحة الإرهاب ذات الصلة، بما في ذلك آخر المستجدات في تقييمات التنفيذ الأولية، والخطوات الجديدة المتخذة في مجال مكافحة الإرهاب، وآخر المستجدات بشأن تيسير المساعدة التقنية.	0
83. وزود مقاتلو الحركة الوطنية لكوت ديفوار البعثة بمعلومات عن وجود مقابر جماعية أخرى في مناطق القتال. ويقال إن عدد المقابر الجماعية يبلغ خمس مقابر جماعية، ثلاث منها في مان واثنتان في دانانيه على بعد 72 كيلومترا من مان.	0
:: ينبغي أن تكون المنظمات الإقليمية ودون الإقليمية جزءا من نهج متكامل لمكافحة الإرهاب.	0
"ويكرر مجلس الأمن دعوته الدول إلى أن تصبح أطرافا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه المتاحة.	0
السيد موساييف (أذربيجان): بادئ ذي بدء، أود أن أعتذر عن طلب الكلمة مرة أخرى. لقد اعتقدنا أنه سيكون من غير المناسب ومن غير المجدي أن نمر على التعليقات التي أدلى بها ممثل أرمينيا ومحاولته تضليل مجلس الأمن في صمت.	0
يمكن أن يساعد توفير مساحة إضافية لضحايا الإرهاب للمساهمة في المناقشة في مكافحة التحريض بشكل أكثر فعالية. هاء - برامج إعادة التأهيل	0
وقد رحب المكتب بتبادل الخبرات وأفضل الممارسات في مجال تعويضات الضحايا وشجع الدول الأخرى على الاستمرار في هذا المسار.	0
- يشدد على أهمية وجود مستوى مناسب من الخبرة العسكرية لقرارات مجلس الأمن;	0
وعلاوة على ذلك، تشير التقارير المتواترة إلى أن الأشخاص كانوا يُحتجزون بعد المدة القانونية.	1
يطالب جميع الأطراف في النزاعات المسلحة بأن تتخذ على الفور التدابير المناسبة لحماية المدنيين، بمن فيهم النساء والأطفال، من جميع أشكال العنف الجنسي، بما في ذلك تدابير من قبيل إنفاذ التدابير التأديبية العسكرية المناسبة والتمسك بمبدأ مسؤولية القيادة، وتدريب القوات على الحظر القاطع لجميع أشكال العنف الجنسي ضد المدنيين، وفضح الخرافات التي تؤجج العنف الجنسي، وفحص المرشحين للالتحاق بالجيوش الوطنية وقوات الأمن لضمان استبعاد من لهم صلة بالانتهاكات الجسيمة للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، بما في ذلك العنف الجنسي.	0
وقد أعاقت هذه الهجمات والاستفزازات في بعض الأحيان وصول المساعدات الإنسانية بشكل غير مباشر.	1
وفي إندونيسيا، يبدو أن الجماعة الإسلامية في إندونيسيا قد ابتعدت عن الأجهزة المتفجرة المرتجلة الكبيرة المحمولة على مركبات والمكونة من متفجرات تجارية أو بدائية الصنع (كلورات البوتاسيوم والكبريت ومسحوق الألومنيوم مع مادة أولية مثل مادة الـ TNT) كما استخدمت في تفجير بالي الأول في أكتوبر 2002، إلى نهج أكثر استهدافاً حيث يحمل الأفراد قنابل أصغر حجماً إلى المنطقة المستهدفة، كما رأينا في هجمات بالي الثانية في أكتوبر 2005.	1
وفي المشاورات التي أجراها المجلس بكامل هيئته، أعرب أعضاء المجلس عن قلقهم إزاء التدهور المستمر للحالة الإنسانية وأدانوا انتهاكات القانون الإنساني الدولي من قبل جميع أطراف النزاع السوري.	0
20. كرس المجتمع الدولي جهودا ضخمة لمحاولة حل مشكلة وجود الجماعات المسلحة في جمهورية الكونغو الديمقراطية.	0
غير أنه من المهم التذكير بأنه إلى جانب تدابير بناء الثقة تلك، تظل الحكومة الإيفوارية مسؤولة عن سلامة وأمن مواطنيها. وفي 6 أيلول/سبتمبر، في أبيدجان، تعرض وزير الإدارة الإقليمية، عيسى دياكيتي، لهجوم من قبل مجموعة من الوطنيين الشباب.	1
كان الحراس يراقبون السكان الضحايا ويستخدمون السياط التي يحملونها للسيطرة عليهم وإذلالهم.	1
يكمن العنصر الذاتي، أو القصد الجنائي، في أن يكون الشريك على علم بأن أفعاله تساعد الجاني في ارتكاب الجريمة.	1
(ز) لا يمكن اعتبار قائد قوات الدفاع مسؤولاً جنائياً عن إطلاق النار على ضباط الشرطة الوطنية لتيمور - ليشتي من قبل جنود القوات المسلحة التيمورية بعد إقرار وقف إطلاق النار في 25 مايو/أيار;	1
... يحث السلطات [الوطنية] على اتخاذ جميع التدابير اللازمة لحماية حقوق الإنسان، ووضع حد للإفلات من العقاب، والشروع في إجراء تحقيقات لتحديد هوية مرتكبي هذه الأعمال وتقديمهم إلى العدالة، واتخاذ إجراءات لحماية الشهود من أجل ضمان مراعاة الأصول القانونية؛ ويحثها على اتخاذ خطوات للتخفيف من مناخ الخوف الناجم عن القيود المفروضة على حرية التعبير وحرية التجمع;	0
وقد صُممت هذه المجموعات كآلية داخلية لتعزيز الخبرة والاتساق والمساهمة في أنشطة العمل الرئيسية للمديرية التنفيذية، وسيتم إنشاء هذه المجموعات في البداية في المجالات الوظيفية التالية	0
وبينما تستمر تدابير مكافحة القرصنة في إثبات فعاليتها، يجب على المجتمع الدولي أن يواصل دعم الحكومة الصومالية في جهودها للوفاء بالتزاماتها، على النحو المبين في رؤية 2016 والميثاق الصومالي.	0
64. ويشكل استمرار الهجمات غير المتكافئة على قوات الأمم المتحدة لحفظ السلام، فضلا عن الاغتيالات وعمليات اختطاف المدنيين تطورات مثيرة للقلق.	1
وستكون هناك حاجة إلى كتيبة واحدة وأصول تمكين المقر لتأمين مطار كاليمي؛ وتوفير بيئة آمنة للعملية الانتخابية؛ ومراقبة حظر الأسلحة في المطار والموانئ الواقعة على بحيرة تنجانيقا - موبا؛ وردع حركة العناصر المسلحة من كيفو الجنوبية إلى كاتانغا؛ ومراقبة المايي - مايي في شمال ووسط كاتانغا وتشجيعهم على الانضمام إلى عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ وتوفير قدرة على إخراج أفراد البعثة وغيرهم من أفراد الأمم المتحدة الموجودين في شمال كاتانغا وكاساي.	1
:: :: التوصية بخيارات ملموسة لتعزيز استخدام المجلس للأدوات المختلفة للحد من الآثار السلبية لتورط الإرهابيين في الجريمة العابرة للحدود على جهوده الرامية إلى حل النزاعات، ودعم الدول في جهودها الرامية إلى تعزيز الضوابط الحدودية وجهود مكافحة الجريمة العابرة للحدود	0
كانت الحملة الانتخابية التي بدأت للتو محكومة بالقانون الانتخابي واللوائح الصادرة عن الهيئة المشتركة لإدارة الانتخابات ومراقبتها من قبل مراقبين دوليين.	0
"ويلاحظ مجلس الأمن ولايتي بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية وبعثة الأمم المتحدة في جنوب السودان للمساعدة في حماية المدنيين في المناطق المتضررة من جيش الرب للمقاومة ودعم نزع سلاح مقاتلي جيش الرب للمقاومة وتسريحهم وإعادة إدماجهم في بلدانهم.	0
ولم يحرز أي تقدم فيما يتعلق بوضع خطة عمل لوقف تجنيد الأطفال واستخدامهم كجنود عملا بقرارات مجلس الأمن 1539 (2004) و 1612 (2005) و 1925 (2010).	1
في نوفمبر/تشرين الثاني، بدأت وحدة دمج المعلومات من جميع المصادر أعمال البناء لإنشاء وحدة داخل معسكر تمبكتو الجديد.	0
نتيجة لتفشي فيروس الإيبولا، حولت المؤسسات الأمنية الغينية جهودها نحو احتواء تفشي المرض.	0
لدى أربع دول أحكام قانونية كافية لقمع تجنيد الإرهابيين.	0
إن وجود أكبر للأمم المتحدة أمر حيوي في الواقع، ولكن لكي تكون القيمة المضافة لمنظمتنا فعالة تماما، يجب توفير الأموال الكافية من حيث الموظفين والأمن على حد سواء. وقد ذكّرنا السيد إيدي بذلك قبل لحظات قليلة.	0
7. يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع;	1
389. وختاما، واتساقا مع معظم الحوادث التي أبلغت عنها مصادر أخرى، خلصت اللجنة إلى أن معظم الحالات التي انطوت على نهب قامت بها قوات الجنجويد وفي حالات قليلة قامت بها القوات الحكومية.	1
11. ومن الناحية النظرية، فإن أي واردات من الأسلحة الخفيفة يجب أن تحصل على إعفاء من الجماعة الاقتصادية لدول غرب أفريقيا في أبوجا.	1
إذا كانت البنوك متشددة للغاية في تحديد ما يجب فحصه كحالة محتملة لتمويل الإرهاب، فمن المرجح أن تفوت البنوك استخدام أساليب جديدة بقدر ما تكتشف استخدام أساليب قديمة.	0
167. سنت جميع دول المنطقة دون الإقليمية قوانين للهجرة وجوازات السفر لتنظيم الهجرة وأمن وثائق السفر، ووضعت إجراءات لإثبات الهوية الحقيقية للأشخاص قبل إصدار وثائق الهوية.	0
وقد وقعت سلسلة من الحوادث المعزولة التي تراوحت بين التفجيرات والتدريبات المزعومة المرتبطة بتنظيم القاعدة في جنوب أفريقيا.	1
ولا تعتقد حكومتي أنها تتعارض مع القانون الدولي فحسب، بل تعتقد أيضاً أنها تقوض مفهوم سيادة القانون الذي يعد عنصراً أساسياً في مكافحة الإرهاب.	0
وبغض النظر عن الدافع، فلو كانت نية المهاجمين القضاء على المجموعة لما أبقوا على أحد الإخوة.	1
ومن شأن ذلك أيضاً تعزيز التعاون الإقليمي في مجال مكافحة الإرهاب.	0
إن الفظائع التي لا توصف التي تُرتكب ضد نزلاء معسكرات الاعتقال السياسي في كوانليسو تشبه أهوال المعسكرات التي أنشأتها الدول الشمولية خلال القرن العشرين.	1
ولا تفصل هذه الدول بالضرورة الإجراءات المتخذة ضد المدرجين في القائمة عن الإجراءات المتخذة بشكل عام ضد جميع من تعتبرهم إرهابيين.	1
ويُزعم أن جميع الهجمات تورطت فيها عناصر من جيش الرب للمقاومة.	1
فكل عملية دفع فدية تشجع على المزيد من عمليات الاختطاف، مما يخلق حلقة مفرغة من التشجيع والتمويل لتنظيم القاعدة والجماعات التابعة له.	1
فأجاب أن الحرب أزالت المتطلبات الرئيسية لسيادة القانون، وكانت إحدى المشاكل الخاصة التي واجهتها هي غياب القضاة في مواجهة الجيوش الزاحفة.	1
9. يقرر أن تواصل اللجنة المنشأة عملا بالقرار 1540 (2004) تكثيف جهودها الرامية إلى تعزيز تنفيذ جميع الدول للقرار 1540 (2004) تنفيذا كاملا، من خلال برنامج عملها الذي يشمل تجميع المعلومات المتعلقة بحالة تنفيذ الدول للقرار 1540 (2004) وفحصها بشكل عام، وكذلك جهود الدول في مجال التوعية والحوار والمساعدة والتعاون; والذي يتناول على وجه الخصوص جميع جوانب الفقرات 1 و 2 و 3 من ذلك القرار، والتي تشمل (أ) المساءلة، (ب) الحماية المادية، (ج) ضوابط الحدود وجهود إنفاذ القانون، (د) الضوابط الوطنية على الصادرات والشحنات العابرة بما في ذلك الضوابط على توفير الأموال والخدمات مثل تمويل هذه الصادرات والشحنات العابرة؛ ويتضمن، حسب الاقتضاء، أولويات محددة لعمله، مع مراعاة استعراضه السنوي بشأن تنفيذ القرار 1540 (2004)، الذي يعده بمساعدة فريق الخبراء قبل نهاية شهر كانون الأول/ديسمبر من كل عام;	0
ويبدو أن المشاركة مع مجموعة العمل المالي وضوابط مكافحة الفساد والتعاون الدولي في التحقيقات المالية والتصديق على الاتفاقيات الدولية المتعلقة بمكافحة الإرهاب كلها أمور من شأنها تحسين البيئة التنظيمية العامة في الدول.	0
ومن خلال الاستمرار في الالتزام بالتفاعل وتبادل المعلومات مع العضوية الأوسع نطاقاً كجزء من مسؤولياته الأساسية، يمكن للمجلس أن يأمل في تحسين المواقف المتجذرة تجاهه بين عموم الأعضاء.	0
47. يحث بقوة الدول الأعضاء على تقديم جميع المعلومات ذات الصلة بالموضوع إلى أمين المظالم، بما في ذلك أي معلومات سرية ذات صلة، عند الاقتضاء، ويشجع الدول الأعضاء على تقديم المعلومات ذات الصلة في الوقت المناسب، ويرحب بالترتيبات الوطنية التي أبرمتها الدول الأعضاء مع مكتب أمين المظالم لتيسير تبادل المعلومات السرية، ويشجع الدول الأعضاء على مواصلة التعاون في هذا الصدد، بما في ذلك عن طريق إبرام ترتيبات مع مكتب أمين المظالم لتبادل هذه المعلومات، ويؤكد أنه يجب على أمين المظالم أن يمتثل لأي قيود على السرية تفرضها الدول الأعضاء على هذه المعلومات التي تقدمها؛	0
6. الصراع المسلح المعاصر هو السبب الرئيسي لفرار الناس من ديارهم، وهو الآن السبب الأكثر شيوعا لانعدام الأمن الغذائي.	1
يذكر التقرير عددًا من الحالات، لا سيما في قطاع الأمن، والتي تدعو للقلق الشديد.	0
ثامناً. 116 - حظر السفر. لا يزال فريق الرصد يعتبر حظر السفر تدبيرا هاما من تدابير الجزاءات المفروضة على تنظيم القاعدة وحركة طالبان، ولكنه يلاحظ البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون أن يتم اكتشافهم.	1
63. وتحقيقا لهذه الغاية، قد يرغب مجلس الأمن في النظر في اتخاذ إجراءات حازمة ضد من يحاولون عرقلة تنفيذ هذه الأحكام وغيرها من الأحكام الرئيسية لاتفاق بريتوريا، ولا سيما من خلال فرض الجزاءات المحددة الهدف المتوخاة بموجب قرار مجلس الأمن 1572 (2004).	1
وبالإضافة إلى ذلك، يعتبر الالتزام الدولي قد تم الوفاء به في أي وقت وافقت فيه الدولة المسؤولة بعد إبرام معاهدة سلام على أن تدفع للدولة أو الدول الأخرى تعويضات حرب أو تعويضات عن الأضرار التي لحقت برعايا الخصم بغض النظر عما إذا كان قد تم الدفع الفعلي.	0
في السياقات التي تفتقر فيها الأنظمة القضائية الوطنية إلى القدرات ولا تزال ضعيفة بسبب النزاع، يبدو أن الآليات شبه القضائية المخصصة هي الحل المناسب - إن لم يكن ضرورياً - للتعامل بنزاهة مع تدفق المطالبات المتعلقة بالنزاع وتزويد الأفراد بإمكانية الوصول إلى أشكال معينة من التعويضات.	0
يشرفني أن أحيل إليكم طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2048 (2012) بشأن غينيا - بيساو، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.	0
وبالمثل، أبلغت 26 دولة عن اتخاذ تدابير كاملة لتنظيم ومراقبة استيراد وتصدير الأسلحة والمتفجرات، في حين أن المعلومات غير متوفرة فيما يتعلق بالدول الأربع المتبقية.	0
42. يواصل تنظيم القاعدة والمرتبطون به، والممولون الأفراد المرتبطون به، استغلال النظم المالية الرسمية وغير الرسمية من أجل نقل الأموال عبر الحدود وتمويل أنشطتهم.	1
وفي هذه الحالة، يُشتبه في ارتكابهم هجمات عشوائية على المدنيين، وهي جريمة حرب.	1
تعرب البوسنة والهرسك عن قلقها إزاء الجمود السياسي الحالي في تشكيل حكومة جديدة وتحديد عملية إصلاح دستوري واضحة.	0
لم يبخل النظام الأبخازي في جهوده الرامية إلى إضفاء الشرعية على الوضع الديموغرافي المتغير قسراً نتيجة للتطهير العرقي، وخلق ظروف معيشية لا تطاق للعائدين الجورجيين في منطقة غالي.	1
وأخيرًا، هناك حاجة ماسة إلى قيادة أفغانية للتصدي للمخدرات.	0
في جلسة مجلس الأمن 6066، المعقودة في 14 كانون الثاني/يناير 2009، فيما يتصل بنظر المجلس في البند المعنون "حماية المدنيين في النزاعات المسلحة"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
لم تقع العديد من عمليات القتل في الشارع، بل في منازل المتظاهرين المحتملين أو حتى المدنيين الأبرياء الذين استهدفتهم قوات الأمن.	1
لقد كانت هذه مسألة حساسة، حيث كان هناك نقص في الثقة بين بعض ضباط الشرطة في مواقع مختلفة.	0
وتبرر هذا التفسير المبادئ الأساسية للقانون الجنائي الدولي، التي تنص على أن المسؤولية الجنائية الفردية تنشأ عندما يرتكب الشخص جريمة مادية، وكذلك عندما يشارك في أشكال أو طرائق أخرى من السلوك الإجرامي.	1
وتشير المحاولات غير الناجحة التي قام بها أيمن محمد ربيع الظواهري للتوسط في النزاعات الداخلية بين تنظيم القاعدة وجبهة النصرة (التابعة لتنظيم القاعدة في العراق) وكذلك الاقتتال الداخلي المستمر داخل حركة الشباب إلى حدود سلطة الظواهري.	1
وإذ تشير أيضا إلى طلبها إلى الأمين العام جمع معلومات عن المسؤولية عن الحادث المأساوي الذي أدى إلى وفاة رئيسي رواندا وبوروندي,	1
وعلاوة على ذلك، وبموجب العهد الدولي الخاص بالحقوق المدنية والسياسية، لا يمكن حتى في حالات الطوارئ العامة عدم التقيد بحظر استخدام التعذيب.	1
كما دعت إلى الوقف الفوري لجميع أعمال العنف وحثت جميع الأطراف على التصرف بأقصى درجات ضبط النفس والامتناع عن الأعمال الانتقامية، بما في ذلك الهجمات ضد مؤسسات الدولة.	0
205. توصي اللجنة بالنظر في توسيع نطاق مجموعة المرشحين لهذه الوظائف من أجل زيادة القدرة على توظيف أكثر الأشخاص تأهيلا.	0
ومع ذلك، في حين أنه من الصحيح أن قانون حقوق الإنسان يتيح بعض المرونة في التصدي للتحديات الأمنية، إلا أنه يجب على الدول احترام بعض المبادئ الأساسية في جميع الظروف، بما في ذلك مبادئ الضرورة والتناسب والشرعية وعدم التمييز.	0
"ويضع مجلس الأمن في اعتباره الحاجة إلى مواصلة الاستطلاع مع المنظمات والترتيبات الدولية والإقليمية ودون الإقليمية لتبادل الخبرات والدروس المستفادة في المجالات التي يغطيها القرار 1540 (2004)، ومدى توافر البرامج التي يمكن أن تيسر تنفيذ القرار والمجالات التي يمكن أن تقدم فيها المساعدة، بما في ذلك من خلال تعيين جهة اتصال أو منسق لتنفيذ القرار 1540 (2004).	0
وفي هذا الصدد، نظمت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب، وبدعم من هولندا، حلقة العمل الثانية بشأن تنفيذ القرار 1624 (2005) في تموز/يوليه 2012 في الرباط.	0
إن تكتيكاتها هي التكتيكات الكلاسيكية للإرهاب: فرض التغيير السياسي من خلال القتل والترهيب. والقاعدة هي حركة تكفيرية تدعي أنها وحدها التي تعتنق تعاليم الإسلام الحقيقية، وتبرر عنفها بأنه واجب مقدس للدفاع عن كل من يخالفها الرأي وبالتالي فهو كافر ويجوز الاعتداء عليه.	1
وقد حاولوا جاهدين عزل المدنيين عن الصراع. وتمثلت أهداف الحركة الوطنية لكوت ديفوار في استعادة كرامة شعب كوت ديفوار.	0
(ب) تعزيز قدرتها على تجميد أموال الإرهابيين وأصولهم دون تأخير، من خلال وضع آليات "تجميد" وطنية لتكملة الأطر الإقليمية;	1
وتهدف هذه المبادرة، المفتوحة لجميع الدول الأعضاء، إلى تعزيز تخفيضات قابلة للقياس في العنف المسلح في جميع أنحاء العالم وكذلك تحسينات ملموسة في مجال الأمن البشري بحلول عام 2015.	0
كما دعا السيد بياني المجلس إلى عدم إغفال الدور الهام الذي يمكن أن تضطلع به النساء المشردات داخلياً في التفاوض على السلام وضمان حقوق الإنسان الخاصة بهن وتحقيق التنمية في حالات ما بعد النزاع.	0
وأشار أعضاء المجلس إلى ضرورة أن يبذل جميع المرشحين قصارى جهدهم من أجل الحفاظ على أجواء هادئة وسلمية، وأن يتحلوا بضبط النفس، وأن ينتظروا النتائج التي ستعلن وفقاً للإجراءات الدستورية الوطنية وحل خلافاتهم سلمياً، من خلال الآليات القانونية وآليات الوساطة المعمول بها، بما في ذلك اللجنة الوطنية للوساطة.	0
2. بناء الثقة وتعزيز الاستقرار داخل الدولة المضيفة عن طريق تعزيز الحقيقة والمصالحة من خلال:	0
ولوحظ تصاعد التوتر بين السكان المحليين رداً على جباية الضرائب غير القانونية والابتزاز من قبل المسؤولين الأبخاز بحكم الأمر الواقع.	1
129. لدى معظم الدول أحكام كافية للمساعدة القانونية المتبادلة وتسليم المجرمين. ولدى جميع الدول إجراءات لتبادل المعلومات.	0
لقد حان الوقت بالفعل لأن يتخذ المجتمع الدولي، وخاصة مجلس الأمن، تدابير فعالة لمواجهة السياسات والممارسات غير القانونية والإجرامية للنظام الإسرائيلي، ووضع حد لإرهاب الدولة الذي يمارسه ضد الشعب الفلسطيني وشعوب المنطقة الأخرى.	1
5. يهيب بجميع الدول أن تواصل اتخاذ خطوات عاجلة لإنفاذ وتعزيز التدابير المفروضة بموجب القوانين أو الأنظمة المحلية على رعاياها وغيرهم من الأفراد أو الكيانات العاملين في أراضيها من خلال سن تشريعات أو اتخاذ تدابير إدارية، عند الاقتضاء، لمنع انتهاكات التدابير المشار إليها في الفقرة 1 من هذا القرار والمعاقبة عليها، وإبلاغ اللجنة باعتماد هذه التدابير، ويدعو الدول إلى إبلاغ اللجنة بنتائج جميع التحقيقات أو إجراءات الإنفاذ ذات الصلة، ما لم يكن من شأن ذلك أن يخل بالتحقيقات أو إجراءات الإنفاذ؛	0
ومن أجل تعميق مشاركة الأمم المتحدة في هذا المجال، ينبغي للمجلس أن يطلب من هيئاته الرئيسية لمكافحة الإرهاب - المديرية التنفيذية للجنة مكافحة الإرهاب وفريق الدعم التحليلي ورصد الجزاءات - التركيز على تهديد المقاتلين الإرهابيين الأجانب، بما في ذلك تقييم الجهود الوطنية الرامية إلى تطبيق الالتزامات القانونية الدولية القائمة في مواجهة هذا التهديد.	1
واتخذت وحدات الشرطة الخاصة تدابير حماية خاصة في مناطق الأقليات، فضلا عن توفير الأمن للمناسبات الكبرى، والحماية الأساسية لمصهر الرصاص في زفيتشان، ومرافق بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو ومحكمة ميتروفيتشا التي يعمل بها موظفون دوليون.	0
21. وفي منتصف تشرين الثاني/نوفمبر، حدثت مواجهة مسلحة متصاعدة بين قوات الأمن الصربية وما يسمى بجيش تحرير بريسيفو وميدفييدا وبويانوفاتش في منطقة الأمان البرية.	1
117. إن أعمال الإرهاب والتحريض هي مظاهر معقدة للسلوك الإجرامي.	1
في جنوب دارفور، ووفقاً لشهود عيان، هاجم المتمردون ونهبوا مركزاً للشرطة ومكاتب حكومية في ياسين في يناير 2004.	1
وبينما استمر الضغط على قيادة التنظيمين، فإن الوضع في العراق ومناطق الصراع الأخرى أبقى الإرهاب في صدارة الاهتمام العالمي، ولم يكن هناك نقص في المجندين الجدد.	1
بالإضافة إلى ذلك، يُشتبه في مشاركة أحدهم في الاحتجاز غير القانوني لمدنيين واثنين آخرين في قتل مدنيين، وهي جرائم ضد الإنسانية.	1
إن محاولات زعزعة استقرار الوضع الداخلي في لبنان من خلال القيام باغتيالات سياسية غير مقبولة.	0
ولأول مرة منذ بداية الأزمة في عام 2012، قُتل اثنان من العاملين في المجال الإنساني في 29 مايو/أيار في منطقة تمبكتو عندما اصطدمت سيارتهما بجهاز متفجر مرتجل يتم التحكم فيه عن بعد. وتعرضت سيارتان تابعتان لمنظمتين غير حكوميتين دوليتين غير حكوميتين للاختطاف في 8 و9 نوفمبر/تشرين الثاني بالقرب من ميناكا (منطقة غاو).	1
ويجوز للمحتجز أن يستأنف هذا القرار أمام قاضٍ. غير أنه لا توجد ضمانات للوصول الفوري إلى محامٍ.	0
تم فصل النساء والأطفال عن الرجال، واحتجزوا في منطقة حول المسجد، ثم اقتادهم خاطفوهم لاحقًا ليتم اغتصابهم.	1
