en_es_DEEP	MatConf
Por primera vez desde el comienzo de la crisis en 2012, dos trabajadores humanitarios murieron el 29 de mayo en la región de Tombuctú cuando su coche chocó contra un artefacto explosivo improvisado controlado a distancia. Los vehículos de dos organizaciones no gubernamentales internacionales fueron secuestrados los días 8 y 9 de noviembre cerca de Ménaka (región de Gao).	1
Las víctimas fueron enterradas muchos días después del ataque en los alrededores de Kulbus.	1
Seguimos preocupados por el hecho de que, a pesar de todos los intentos de restablecer la paz y la seguridad, los esfuerzos por estabilizar la región oriental de la República Democrática del Congo hayan experimentado importantes reveses recientemente.	0
[P]ele [a la misión] que fortalezca su capacidad de gestión de conflictos completando lo antes posible su estrategia integrada para apoyar los mecanismos locales de resolución de conflictos tribales a fin de maximizar la protección de los civiles; acoge con satisfacción el desarrollo de una estrategia integral sobre la protección de civiles y alienta [a la misión] a continuar y completar su trabajo sobre la estrategia de manera oportuna; y pide nuevamente [a la misión] que, de conformidad con su mandato y sus capacidades actuales, realice patrullas proactivas en zonas con alto riesgo de conflicto localizado.	0
Mi hermana de 8 años también estaba conmigo ese día y también fue violada pero no golpeada.	1
8. Las organizaciones regionales y subregionales deberían trabajar con el Comité contra el Terrorismo y otras organizaciones internacionales para facilitar el intercambio de mejores prácticas en la lucha contra el terrorismo y ayudar a sus miembros a cumplir su obligación de combatir el terrorismo;	0
El mantenimiento por parte de Hizbullah de capacidades militares considerables y sofisticadas fuera del control del Gobierno del Líbano crea de hecho una atmósfera de intimidación y representa un desafío clave para la seguridad de los civiles libaneses y para el monopolio del Gobierno sobre el uso legítimo de la fuerza.	1
13. El último grupo está formado por nuevos reclutas que se han radicalizado o se están radicalizando por los acontecimientos mundiales o por extremistas de sus comunidades que ya han sido seducidos por el mensaje de Al-Qaida, o incluso por sitios web terroristas y en salas de chat en la red. Internet.	1
El Gobierno del Iraq afirma que cumple sus obligaciones en virtud de las resoluciones del Consejo de Seguridad de las Naciones Unidas y sigue políticas de coexistencia pacífica con sus vecinos conducentes a la seguridad y la estabilidad de la región. El Gobierno del Iraq espera con interés que el Consejo de Seguridad de las Naciones Unidas reconozca que se han producido importantes acontecimientos positivos en el Iraq; que la situación en Irak es fundamentalmente diferente de la que prevalecía en el momento de la adopción de la resolución 661 (1990) del Consejo de Seguridad de las Naciones Unidas; y que ha llegado el momento de que Iraq recupere su estatus legal e internacional que prevalecía antes de la adopción por el Consejo de Seguridad de esa resolución y las sanciones posteriores que se le impusieron en virtud del Capítulo VII de la Carta de las Naciones Unidas.	0
La decisión de la UE de iniciar negociaciones para un acuerdo de estabilización y asociación representa un hito en este sentido.	0
Un servicio de información de ese tipo complementaría los servicios de asistencia nacionales que el Equipo ha recomendado anteriormente que establezcan los Estados Miembros (S/2007/132, párrs. 61 a 64, y S/2007/677, párr. 138).	0
23. África Oriental ha sido víctima del terrorismo en el pasado y existe un alto nivel de amenaza terrorista debido a la continua inestabilidad política.	1
El que con el fin de secuestrar una aeronave con destino a país extranjero se apodera de dicha aeronave o, sin permiso, utiliza una aeronave que le ha sido confiada, será castigado con pena privativa de libertad de tres a diez años o con decomiso de bienes.	1
29. Mientras tanto, los esfuerzos del componente de policía de la ONUCI para asesorar al Gobierno de Reconciliación Nacional sobre la reestructuración de las Fuerzas de Defensa y Seguridad de Côte d'Ivoire y ayudar a restablecer una presencia policial civil en todo el país se han visto obstaculizados por la actitud poco cooperativa de las autoridades locales, la ausencia de un plan integral de reforma de las Fuerzas de Defensa y Seguridad de Costa de Marfil y la falta de acuerdo entre las partes de Costa de Marfil sobre el despliegue de agentes de policía y gendarmería de Costa de Marfil en el norte.	0
11. Alienta a este respecto al Gobierno de Burundi a que, en colaboración con todos los socios internacionales, elabore una estrategia de desarme, desmovilización y reintegración y siente las bases para una reintegración socioeconómica sostenible de los soldados desmovilizados, los excombatientes y los refugiados que regresan, los desplazados y otros grupos vulnerables afectados por el conflicto, en particular mujeres y niños, de conformidad con las resoluciones del Consejo de Seguridad 1325 (2000), 1612 (2005), 1674 (2006) y 1820 (2008);	0
Se ha negado a detener a Ali Kushayb y Ahmad Harun.	0
Las atrocidades indescriptibles que se están cometiendo contra los reclusos de los campos de prisioneros políticos de kwanliso se parecen a los horrores de los campos que los Estados totalitarios establecieron durante el siglo XX.	1
Además, uno es sospechoso de haber participado en la detención ilegal de civiles y dos son sospechosos del asesinato de civiles, que constituyen crímenes contra la humanidad.	1
119. Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de supervisar la prohibición de viajar y proponer recomendaciones para mejorarla. Entre ellas figuran una mayor interacción con los Estados miembros y las principales organizaciones internacionales; una investigación sobre el uso de documentos de viaje falsos por parte de terroristas y formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con Interpol sobre formas de mejorar la coordinación entre las Naciones Unidas e Interpol; una exploración de la tendencia emergente de zonas libres de visas y de libertad de movimiento y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas de refugiados y asilo con los esfuerzos antiterroristas de las Naciones Unidas.	0
Las disposiciones de amnistía excluyen la impunidad por la violencia de género.	1
Pueden entrenar reclutas, innovar en su planificación de ataques y llevar a cabo ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue impartiendo entrenamiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaida en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una fuente importante de innovación tecnológica.	1
460. En sus recomendaciones, la Comisión Nacional sugirió medidas administrativas y judiciales, en particular que se estudiaran las causas del conflicto y se rectificara la deficiencia administrativa, que era uno de los factores que agravaban el conflicto.	0
Al concluir la conferencia, se adoptaron declaraciones sobre áreas temáticas clave, como la gobernanza política y económica; desarrollo del sector privado; gestión de recursos naturales; apoyo de la diáspora sierraleonesa; responsabilidad; y marcos para la explotación de los recursos naturales y la asignación de recursos estatales.	0
Este último ha comentado que cuanta más información contengan los avisos especiales, especialmente huellas dactilares, fotografías y números de pasaporte en las versiones restringidas que sólo están disponibles para los organismos encargados de hacer cumplir la ley en sus países miembros, más útiles serán y menos probable es que incidentes como el mencionado anteriormente ocurrirán. INTERPOL también se ha ofrecido a proporcionar orientación a sus miembros sobre el alcance del régimen de sanciones. Además, ha sugerido que debería haber un servicio de información permanente en las Naciones Unidas para atender las preguntas y garantizar que se proporcione información adicional pertinente sobre las personas incluidas en la lista de manera oportuna cuando los Estados Miembros la proporcionen.	0
544. La Comisión ha identificado a 14 Janjaweed sospechosos de haber cometido un crimen internacional bajo el concepto de empresa criminal conjunta.	1
El terrorismo debe entenderse en primer lugar como un delito, injustificable bajo cualquier circunstancia. Sin embargo, también es una manifestación de agravios, articulados de manera inhumana, aborrecible e inaceptable.	0
Además, en la medida en que el proceso de sanciones tenga por objeto fomentar un cambio de conducta, una descripción de los hechos que llevaron a la exclusión de la lista podría guiar al Ombudsman en el contexto del diálogo con los peticionarios y proporcionar ejemplos para las personas y entidades incluidas en la lista en general.	1
3. El notable nivel de compromiso entre el Comité y otros Estados Miembros durante el examen sugirió que un gran grupo de Estados sigue compartiendo la preocupación del Consejo de Seguridad de que debería haber una respuesta internacional coordinada a la amenaza de Al-Qaida y los talibanes.	0
Aunque el Gobierno logró algunos avances según el plan de acción, a saber, el despliegue de fuerzas policiales, no cumplió su compromiso de permanecer fuera de las zonas bajo control de los movimientos armados.	1
Los militares dispararon morteros contra civiles desarmados.	1
v) Colaborar con las organizaciones internacionales y regionales pertinentes para promover el conocimiento y el cumplimiento de las medidas;	0
En términos de una mayor cooperación, propuso una mayor influencia de la red de INTERPOL, por ejemplo, a través de mecanismos regionales para el intercambio de información con los funcionarios encargados de hacer cumplir la ley, así como una mejor orientación sobre la implementación.	0
La Comisión Nacional tenía pruebas de que las fuerzas armadas bombardearon determinadas zonas en las que algunos miembros de la oposición buscaron refugio. Como resultado de ese bombardeo, algunos civiles murieron.	1
Los supervisores de armas de la Misión de las Naciones Unidas en Nepal (UNMIN) registraron y supervisaron el almacenamiento de armas del ejército maoísta para realizar un seguimiento las 24 horas del día.	0
38. El 20 de septiembre, 778 agentes completaron su formación en la Academia de Policía. De ellos, 35 eran mujeres y 148 ex militares.	1
El Consejo instó al Sudán y a Sudán del Sur a que cumplieran plenamente sus compromisos en virtud de los acuerdos de 29 de junio de 2011, relativos a la creación de una zona fronteriza desmilitarizada segura, y de 30 de julio de 2011, relativos al establecimiento de un mecanismo conjunto de verificación y vigilancia de fronteras, y instó a esos gobiernos a que cooperaran plenamente entre sí y brindaran pleno apoyo a la UNISFA, permitiéndole cumplir su mandato.	0
63. Con ese fin, el Consejo de Seguridad tal vez desee considerar la posibilidad de adoptar medidas firmes contra quienes intenten obstruir la aplicación de estas y otras disposiciones clave del Acuerdo de Pretoria, en particular mediante la imposición de sanciones selectivas previstas en la resolución 1572 del Consejo de Seguridad ( 2004).	1
En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no demuestra una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos.	0
89. Hay casos de desapariciones en todos los bandos del conflicto, pero se desconocen las cifras.	1
La cooperación en la subregión mejora continuamente, pero debería fortalecerse aún más, especialmente en las zonas fronterizas, a fin de reforzar los controles contra posibles incursiones terroristas y la proliferación de la delincuencia transnacional.	0
A petición del Banco Central de Somalia, la UNODC elaboró ​​un proyecto de reglamento para combatir el blanqueo de dinero y la financiación del terrorismo, que se entregó al Banco en agosto de 2014.	1
La OACI y la IATA han acordado destacar el trabajo del Comité 1267 y crear conciencia sobre la Lista Consolidada entre sus miembros. F. INTERPOL	0
- destaca la necesidad de que la Secretaría proporcione recomendaciones precisas y claras, al menos un mes antes de la renovación del mandato, sobre el contenido del mandato y cualquier ajuste necesario, teniendo en cuenta la evolución sobre el terreno y las opiniones del país anfitrión, los países que aportan tropas y policías pertinentes, y otras partes, según corresponda;	0
En zonas de crisis y en situaciones posteriores a conflictos, las soluciones a la circulación excesiva de armas pequeñas deben centrarse, además de las medidas básicas de reducción y control, en medios de vida alternativos y sostenibles, teniendo en cuenta al mismo tiempo los factores de género y edad.	0
Identificación de los posibles autores de crímenes internacionales General	1
c) Promover la implementación de nuevas iniciativas para prevenir la financiación del terrorismo en economías predominantemente basadas en efectivo.	0
A pesar de los estrictos controles legales y operativos, en toda la región persisten artesanos y empresas familiares que fabrican armas pequeñas y ligeras.	1
29. También se reconoció que, en el marco de sus actividades, el Comité debería seguir creando conciencia sobre los tratados multilaterales cuyo objetivo es prevenir la proliferación de armas de destrucción en masa o eliminarlas, a fin de contribuir a su universalidad.	0
Las células, ramas o grupos asociados deben ahora funcionar de forma autónoma y financiar sus propias actividades.	1
A pesar de una reciente escalada en el número y la gravedad de sus ataques, el futuro de los talibanes es incierto.	1
Si bien algunos informes han señalado algunos incidentes de destrucción de aldeas y propiedades privadas cometidos por los grupos rebeldes, la mayoría de los informes contienen relatos de testigos que indican que la mayoría de las aldeas fueron destruidas durante los ataques de los Janjaweed, a menudo bajo la dirección y la participación de el apoyo de las fuerzas armadas del Gobierno del Sudán.	1
En Darfur septentrional, que registra el número más bajo de los tres estados de Darfur, se estima que hay 685.200 personas afectadas por el conflicto, de las cuales 403.000 son desplazados internos.	1
De hecho, una mayor presencia de las Naciones Unidas es vital, pero para que el valor agregado de nuestra Organización sea completamente efectivo, será necesario disponer de fondos adecuados tanto en términos de personal como de seguridad. El Sr. Eide nos lo recordó hace unos momentos.	0
Siguiendo la recomendación de la Comisión Internacional de Investigación sobre Costa de Marfil este año, el Consejo de Derechos Humanos estableció el mandato de un experto independiente sobre la situación de Costa de Marfil con la responsabilidad de ayudar al Gobierno y otros actores relevantes en la implementación de las recomendaciones de la Comisión.	0
Los envíos de armas pequeñas a zonas de conflicto desde el extranjero suelen ser envíos de pequeña escala: un goteo constante de armas a través de fronteras porosas.	1
También vale la pena señalar que el Ministro de Asuntos Sociales de Darfur Occidental, que también es Wali Adjunto del Estado de Darfur Occidental, consideró a los aldeanos responsables de la destrucción que provocó su desplazamiento masivo, alegando que permitieron que sus hijos se unieran los rebeldes y utilizar sus propias aldeas para actividades insurgentes.	1
Observando con preocupación la continua amenaza que plantean a la paz y la seguridad internacionales Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella, reafirmando su determinación de abordar todos los aspectos de esa amenaza y considerando las deliberaciones del Comité 1267 por recomendación de el Equipo de Vigilancia 1267 en su undécimo informe al Comité 1267 que los Estados Miembros tratan de manera diferente a los talibanes incluidos en la Lista y a las personas y entidades de Al-Qaida y sus afiliados incluidas en la Lista,	0
La mayoría de los niños anteriormente asociados con grupos armados en Nepal han abandonado los grupos armados sin ninguna medida para su recuperación y reintegración, ni un marco para su protección.	0
Si bien tanto Pristina como Belgrado condenaron enérgicamente el incidente y pidieron el arresto de los perpetradores, cada parte ha afirmado que la otra es responsable de provocar el incidente.	0
295. Además, dado el carácter discriminatorio por motivos políticos del asesinato sistemático y generalizado de civiles, estos actos muy bien pueden constituir un crimen de persecución como crimen de lesa humanidad.	1
Exhortar a las partes en un conflicto armado a que cumplan estrictamente el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados aplicables, incluso en lo que respecta a:	0
Sin embargo, dado que en varios casos células de Al-Qaida no detectadas anteriormente han utilizado esos explosivos con efectos devastadores, varios Estados han adoptado métodos para limitar el acceso a precursores críticos.	1
Instamos a todos los Estados Miembros a que adopten medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de quienes son más activos en ese comercio.	0
21. A mediados de noviembre se produjo una escalada del enfrentamiento armado entre las fuerzas de seguridad serbias y el autodenominado Ejército de Liberación de Presevo, Medveda y Bujanovac (UCPMB) en la zona de seguridad terrestre.	1
Además, la MONUSCO debe seguir protegiendo al personal y los bienes de las Naciones Unidas y, de conformidad con su mandato actual, y siempre que se disponga de suficientes medios de aviación, contener actos violentos que amenacen la protección de los civiles durante el período electoral.	0
En su cumbre de 2013, el Grupo de los Ocho declaró su "rechazo inequívoco" a la financiación del terrorismo mediante pagos de rescates.	0
12. La Dirección Ejecutiva fortalecerá su colaboración con organizaciones internacionales, regionales y subregionales en todas partes del mundo para ayudarlas a preparar y/o implementar planes de acción antiterroristas pertinentes e involucrarlas más directamente en el tratamiento de los problemas de los Estados. necesidades de creación de capacidad, identificadas por el Comité a través de las evaluaciones preliminares de la implementación y las visitas a los países.	0
También destacó importantes precedentes establecidos por el Consejo, en particular el establecimiento de comisiones de investigación sobre Bosnia, Ruanda y Darfur, que allanaron el camino para el Tribunal Internacional para la ex Yugoslavia y el Tribunal Penal Internacional para Ruanda, y la remisión por el Consejo del caso situación en Darfur a la Corte Penal Internacional.	0
En otro caso, el Tribunal volvió a considerar los diferentes elementos de un ataque dirigido contra una población civil como parte de la definición de crímenes de lesa humanidad.	0
La Red Haqqani (TE.H.12.12) sigue estando directamente involucrada en ataques terroristas en Afganistán.	1
Todo el equipo ha sido clasificado de conformidad con las normas establecidas por la Asamblea General y se ha puesto a disposición de otras misiones de mantenimiento de la paz una lista del equipo excedente.	1
Pero no creemos que la soberanía exija que el Consejo guarde silencio cuando los gobiernos masacran a su propio pueblo, amenazando la paz y la seguridad regionales en el proceso.	0
Si bien la presión sobre los dirigentes de ambos grupos ha continuado, la situación en Irak y otras zonas de conflicto ha mantenido al terrorismo en el primer plano de la atención mundial y no ha habido escasez de nuevos reclutas.	1
El Comité, al mantener, actualizar y mejorar su lista consolidada de personas y entidades asociadas con Al-Qaida y los talibanes, y al supervisar eficazmente la aplicación por los Estados Miembros de las sanciones dirigidas a personas y entidades incluidas en la lista, desempeña un papel crucial en las Naciones Unidas. Esfuerzos de las naciones contra el terrorismo.	0
Incluso cuando los incidentes se denuncian a la policía o a otros funcionarios gubernamentales, se toman pocas o ninguna acción para detener a los perpetradores.	1
Otro ha creado un grupo de trabajo interdepartamental sobre migración para implementar medidas que fomenten la integración, incluso en las áreas de habilidades lingüísticas y capacitación laboral, para promover el diálogo con los inmigrantes y monitorear la xenofobia, el racismo y el extremismo.	0
8. El 7 de mayo de 2005, el General Michel Aoun regresó después de 14 años de exilio y formó el Movimiento Patriótico Libre (FPM) para participar en las elecciones legislativas que comenzaron el 29 de mayo y concluyeron tras cuatro rondas el 19 de junio.	1
90. También el 8 de mayo de 2006, el Ministro del Interior Lobato ordenó al comandante de la UPF, Antonio da Cruz, que entregara 15 fusiles de asalto semiautomáticos HK33 en su residencia. Estas armas se encontraban entre las 180 armas de fuego HK33 distribuidas legalmente a la UPF.	1
"Información sobre el cumplimiento por las partes en conflictos armados de poner fin al reclutamiento o la utilización de niños en conflictos armados en violación del derecho internacional aplicable y otras violaciones cometidas contra niños afectados por conflictos armados;	0
VII. Creación de capacidad y apoyo a los procesamientos relacionados con la piratería en la región	0
24. Todos los Estados de la subregión tienen economías basadas en el efectivo, lo que aumenta el riesgo de que la financiación del terrorismo se produzca mediante el transporte físico transfronterizo de moneda y otros instrumentos al portador, y transferencias informales de dinero y valor a través de sistemas de remesas alternativos.	1
Los testigos no tenían claro quién disparó contra ellos: las fuerzas paralelas, la policía o la gendarmería.	1
De hecho, ya es hora de que la comunidad internacional, y especialmente el Consejo de Seguridad, adopten medidas efectivas para contrarrestar las políticas y prácticas ilegales y criminales del régimen israelí y poner fin a su terrorismo de Estado contra el pueblo palestino y otros pueblos de la región.	1
27. Las FARDC siguen estando mal equipadas y mantenidas y la MONUC cree que sería necesaria una mayor presencia militar para ayudar a asegurar las elecciones en varias zonas clave de Katanga.	1
Se creará un sistema según el cual las víctimas de explotación y abuso sexuales serían remitidas caso por caso a una organización no gubernamental que les brindaría el apoyo necesario.	0
Otras tendencias incluyen el uso cada vez mayor de identificaciones falsas para obtener documentos de viaje legítimos y seguros, el mayor uso de Internet y otras tecnologías de comunicación (ya sea para incitar a actos terroristas o atraer nuevos reclutas) y el fenómeno emergente de terroristas que actúan solos o en pequeños grupos. células.	1
Según los informes, se sigue violando el embargo de armas de las Naciones Unidas y ha aumentado la entrada de armas al país.	1
Además, el 14 de febrero fue recibido en Nuakchot por el Presidente de Mauritania, Sidi Mohamed Ould Cheikh Abdellahi, y se reunió con el Ministro de Relaciones Exteriores y Cooperación, Mohamed Saleck Ould Mohamed Lemine, y otros altos funcionarios del Gobierno.	0
Expresa su más sentido pésame y sus condolencias a las víctimas de este atroz acto de terrorismo y a sus familias, así como al pueblo y al Gobierno del Pakistán.	1
En primer lugar, la implementación efectiva del régimen de sanciones está directamente relacionada con la calidad de la información disponible sobre sus objetivos.	0
Los Estados visitados cuentan con medidas y políticas operacionales para la represión del reclutamiento de terroristas.	0
Informes recientes sobre excombatientes que murieron de enfermedades y hambre en el campamento de Kotakoli subrayan la necesidad de que el Gobierno proporcione los recursos necesarios para abordar las malas condiciones en los lugares previos al desarme, la desmovilización y la reintegración, incluso poniendo a disposición los 10 millones de dólares prometidos contribución al nuevo plan.	0
Dos de ellos resultaron heridos, pero lograron sobrevivir gracias a la asistencia de la Cruz Roja.	1
Esto llevó al Consejo de Seguridad a determinar, en su resolución 1556 (2004), que el conflicto en el Sudán constituía una amenaza a la paz y la seguridad internacionales y a la estabilidad en la región y a pedir al Gobierno, en virtud del capítulo VII de la Carta de la Naciones Unidas a cumplir de inmediato los compromisos asumidos en el comunicado conjunto.	0
Decide que todos los Estados Miembros congelarán sin demora todos los fondos, otros activos financieros y recursos económicos que se encuentren en sus territorios y que sean propiedad o estén controlados, directa o indirectamente, por las personas o entidades enumeradas en [el anexo de la resolución que impone sanciones] o [designado por el Comité de Sanciones e involucrado o cómplice en ordenar, controlar o dirigir de otro modo la comisión de abusos graves contra los derechos humanos contra personas en el [Estado afectado], incluso participando o cómplice en la planificación, orden, orden o realizar ataques, en violación del derecho internacional, incluidos bombardeos aéreos, contra poblaciones e instalaciones civiles; o por personas o entidades que actúen en su nombre o personas y entidades que actúen por cuenta de dichas personas o en su nombre o bajo su dirección], y decide además que todos los Estados miembros velarán por que se impida que cualquier fondo, activo financiero o recurso económico se haga disponibles por sus nacionales o por cualquier persona o entidad dentro de sus territorios, para o en beneficio de las personas o entidades enumeradas en [anexo de la resolución que impone sanciones] o personas designadas por el Comité.	1
El Comité también siguió alentando al Equipo de Vigilancia a seguir intensificando su papel en el fortalecimiento de la capacidad de los Estados Miembros para aplicar plenamente el régimen de sanciones del Consejo de Seguridad contra Al-Qaida y las personas y entidades asociadas. A este respecto, el Comité alentó la cooperación entre el Equipo de Vigilancia y la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, que sirve como integrador de sistemas para las iniciativas de creación de capacidad dentro del marco de sanciones del Consejo.	0
3. Durante el período que abarca el informe, el Coordinador de Alto Nivel, Embajador Gennady Tarasov, centró sus actividades en la tarea de fomentar la confianza y la cooperación entre Kuwait y el Iraq con miras a fortalecer su participación práctica en la búsqueda de personas y bienes desaparecidos y alentar lograr avances visibles y significativos hacia la aplicación de los objetivos del párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.	0
20. En Indonesia, muchos de los implicados en ataques anteriores han sido procesados ​​con éxito y, en los últimos años, JI ha sido eclipsado por grupos como JAT y Mujahidin Indonesia Timur (MIT) (no incluido en la lista), dirigidos por un ex miembro de JI y JAT.	1
18. Toma nota de la entrada en vigor de la Convención sobre el empleo, almacenamiento, producción y transferencia de minas antipersonal y su destrucción, de 1997, y del Protocolo enmendado sobre prohibiciones o restricciones del empleo de minas, trampas explosivas y otros dispositivos (Protocolo II) anejo a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que pueden considerarse excesivamente nocivas o de efectos indiscriminados, de 1980, recuerda las disposiciones pertinentes contenidas en ella y señala el efecto beneficioso que su aplicación tendrá sobre la seguridad de los civiles;	0
30. Dado que se ha suspendido la financiación multilateral, el Gobierno de Côte d'Ivoire depende de la cosecha de cacao para mantener su solvencia y poder pagar a sus funcionarios públicos, incluidos los militares. El cacao desempeña un papel importante al proporcionar fondos para las actividades de adquisiciones militares extrapresupuestarias y extrapresupuestarias del Gobierno y, aunque la cantidad de ingresos procedentes del cacao ha disminuido, el porcentaje que se deduce de lo disponible sigue siendo alto.	1
248. Muchos de los ataques terrestres y aéreos contra aldeas provocaron la matanza indiscriminada de civiles.	1
Es igualmente importante que el compromiso de una misión con las Naciones Unidas y otros actores humanitarios no socave la independencia y neutralidad de dichos actores y la percepción de los mismos.	0
Por ejemplo, un número considerable de ellos estaban relacionados con muerte, tortura, lesiones personales, dolor y angustia mental, toma de rehenes y pérdidas y daños a bienes inmuebles y personales.	1
Según numerosos relatos y testimonios, este respaldo a las fuerzas paralelas proviene del interior del palacio presidencial.	0
Observó que 69 trabajadores humanitarios habían sido asesinados desde el inicio del conflicto y que la violencia sexual se había utilizado como forma de tortura, para herir, degradar, intimidar y como forma de castigo.	1
Algunos Estados Miembros reiteraron la necesidad de una mayor coordinación entre las entidades de lucha contra el terrorismo de las Naciones Unidas.	0
Exhorto a las autoridades libanesas a que hagan todo lo posible para arrestar a los responsables de este intento de asesinato y llevarlos ante la justicia.	0
En este sentido, un equipo multidisciplinario de las Naciones Unidas visitará pronto la República Centroafricana, la República Democrática del Congo, el Sudán y Uganda para evaluar la amenaza del LRA y hacer recomendaciones para fortalecer y coordinar mejor los esfuerzos de las Naciones Unidas para ayudar a abordar el problema del LRA. en la subregión.	0
Todos los Estados han tipificado como delito en su derecho interno la provisión de refugio seguro a los terroristas y sus partidarios y el uso de sus territorios para cometer o preparar actos terroristas contra otros Estados o sus ciudadanos.	1
Israel está obligado, según el derecho internacional y como potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, y a salvaguardar la propiedad civil.	0
Como en ocasiones anteriores, el Asesor Especial advirtió sobre las acciones de "saboteadores" que estaban socavando la transición del Yemen y amenazando su paz, seguridad y estabilidad. Dijo que el país se encontraba en un momento crítico. Describió el avance de las milicias hutíes, que invadieron Saná y ocuparon varios edificios públicos. Además, informó de un aumento de los ataques de AlQaida en la Península Arábiga, algunos relacionados con la situación política y de seguridad general, y expresó preocupación por la situación en el sur del país.	1
El número de efectivos de 1.435 efectivos en enero de 2006 se redujo a 715 como resultado de los acontecimientos ocurridos en el primer semestre de 2006.	1
Estados Unidos insta a las Naciones Unidas y a la PNH a redoblar los esfuerzos de investigación.	0
Se nos impidió incluso condenar la violencia y respaldar un plan pacífico desarrollado por los propios vecinos de Siria.	0
49. Está claro que, cuando la MINURCAT comience su retirada de Birao el 21 de octubre de 2010, las fuerzas nacionales de la República Centroafricana tal vez no estén inmediatamente en condiciones de desplegar y mantener tropas adicionales.	0
Expresamos nuestra grave preocupación por la difícil situación de los palestinos en la Franja de Gaza.	0
9. A finales de agosto, el personal que prestaba servicio en el Cuerpo de Protección de Kosovo (KPC) era de 3.029 miembros activos, incluidas 157 minorías.	1
Era necesario trabajar más para concienciar a todos los Estados Miembros de que las sanciones de las Naciones Unidas son de apoyo, no punitivas; brindar asistencia a los Estados Miembros que implementan las sanciones de las Naciones Unidas; y tener más en cuenta los derechos de las personas, entidades y Estados miembros designados para medidas específicas.	0
27. El Representante Especial del Secretario General y Jefe de la UNMISS afirmó que antes del estallido del conflicto en diciembre de 2013 se habían logrado muchos progresos en cuestiones de protección de los niños y que el plan de acción de Sudán del Sur había tenido un éxito significativo.	0
Los Estados deben adoptar un enfoque integral al negar refugio seguro, ya que se requieren varias medidas interrelacionadas para garantizar la eficacia. Estas incluyen medidas legislativas, de aplicación de la ley, de control de fronteras, de refugiados y de asilo.	0
Esto requerirá una posición clara, particularmente -si se me permite hablar con franqueza- por parte de los Estados Unidos de América.	0
a) si con el acto causa lesiones corporales graves,	1
Ella y el padre del Sr. Abu Adass, Tayssir, habían estado detenidos ilegalmente durante aproximadamente 10 días.	1
A la fecha de corte de este informe, un total del 37% del efluente del DF, que fue entregado por el MV Cape Ray los días 30 y 31 de agosto de 2014, ya había sido destruido.	1
Condenamos enérgicamente estas prácticas, que constituyen una violación flagrante del derecho internacional y las normas humanitarias. Por lo tanto, hacemos un llamado a la comunidad internacional, al Cuarteto y a todos los demás interesados ​​a que intervengan de manera inmediata y decisiva para instar a Israel a poner fin a estas acciones, que plantean una grave amenaza a la paz y la seguridad en el Oriente Medio. La violencia sólo engendra violencia. La región quedará atrapada en un círculo vicioso del que le resultará difícil salir.	0
Las fronteras porosas siguen planteando desafíos para un control fronterizo eficaz, y se debe hacer más para desarrollar enfoques regionales y mejores prácticas (por ejemplo, vigilancia comunitaria) para abordar esos desafíos.	0
El Consejo condena todos los ataques de grupos armados locales y extranjeros que amenazan a la población, así como a la paz y la estabilidad de la República Centroafricana y la subregión, incluidos los ataques del 19 de julio y el 24 de noviembre perpetrados por la Convención de Patriotas por la Justicia y la Paz en Birao. .	0
Creación urgente de una estación de radio de las Naciones Unidas y mejora de las actividades de información, medios de comunicación, educación y capacitación de las Naciones Unidas en Côte d'Ivoire, especialmente sobre cuestiones relacionadas con los derechos humanos, a fin de fomentar un clima de respeto mutuo y tolerancia entre todas las comunidades grupos en el país;	0
Dada la escala y magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la recopilación de elementos probatorios creíbles para la identificación de los presuntos autores son tareas difíciles que no deben tomarse a la ligera.	0
Muy pocos Estados han actualizado exhaustivamente su marco jurídico para incluir leyes antiterroristas específicas.	0
El padre de familia afirmó que, durante el intento de huir de su casa, se habían topado con seis hombres árabes que violaron a su hija de 25 años delante de él, su esposa y sus hijos pequeños.	1
Además, y lo que es más importante, la Comisión ha reunido material sustancial sobre diversas personas, instituciones, grupos de personas o comités influyentes que han desempeñado un papel importante en el conflicto de Darfur, incluida la planificación, orden, autorización y fomento de ataques.	0
