en_es_DEEP	VerCoop
El Gobierno afgano ha instado al Comité a dar una respuesta más flexible a sus propuestas de exclusión de la lista, temiendo que su incapacidad para lograr la exclusión le priva de un sistema de recompensa esencial para los talibanes que se reconcilian, con lo que corre el riesgo de que regresen a los combates.	0
"El Consejo de Seguridad agradece al Secretario General su informe de fecha 3 de agosto de 2004, que se volvió a publicar el 23 de agosto de 2004 (S/2004/616), y reafirma la importancia vital que el Consejo atribuye a la promoción de la justicia y el estado de derecho, y a la publicación -conflicto reconciliación nacional.	1
En la 6900ª sesión del Consejo de Seguridad, celebrada el 15 de enero de 2013, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
Proporcionar espacio adicional para que las víctimas del terrorismo contribuyan al debate puede ayudar a contrarrestar más eficazmente la incitación. E. Programas de rehabilitación	0
El levantamiento progresivo de la línea verde sigue basándose en una evaluación exhaustiva de las amenazas; consultas con el centro de mando integrado; y la mejora de la situación general de seguridad, en particular la baja probabilidad evaluada de enfrentamiento militar entre los antiguos beligerantes.	1
7. Exhorta a todos los Estados a que se abstengan de realizar una explosión de ensayo nuclear y firmen y ratifiquen el Tratado de Prohibición Completa de los Ensayos Nucleares (TPCE), con lo que el tratado entrará en vigor lo antes posible;	1
Sin embargo, los Estados aún necesitan reforzar sus programas y su cooperación e implementar las últimas mejores prácticas y estándares internacionales de control de armamentos.	1
Los policías apostados en el puente se sintieron abrumados por la confluencia de los dos grupos de manifestantes. Hicieron dos disparos al aire y luego intentaron huir.	0
Afirmando su determinación de adoptar medidas apropiadas y eficaces contra cualquier amenaza a la paz y la seguridad internacionales causada por la proliferación de armas nucleares, químicas y biológicas y sus sistemas vectores, de conformidad con sus responsabilidades primordiales, según lo dispuesto en la Carta de las Naciones Unidas,	1
Dada la escala y magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la recopilación de elementos probatorios creíbles para la identificación de los presuntos autores son tareas difíciles que no deben tomarse a la ligera.	1
"El Consejo de Seguridad, recordando sus resoluciones 2042 (2012) y 2043 (2012), acoge con satisfacción el nombramiento del Representante Especial Conjunto para Siria de las Naciones Unidas y la Liga de los Estados Árabes como un importante paso adelante en la cooperación entre ambas organizaciones y expresa su apoyo a sus esfuerzos por continuar los buenos oficios del Secretario General a este respecto.	1
Azahari Husin, el fabricante de bombas más conocido de Jemaah Islamiyah hasta su muerte en noviembre de 2005, formó, además de un número indeterminado de estudiantes ordinarios, a varios otros instructores que todavía están en libertad y pueden transmitir sus conocimientos a células de todo el mundo. El sudeste de Asia.	0
La Comisión encontró pruebas que indicaban que las tribus árabes habían comenzado a establecerse en zonas anteriormente habitadas por los desplazados, impidiendo así aún más el eventual regreso de los desplazados.	0
Las críticas a la labor del Consejo y del Comité en esta esfera corren el riesgo de manchar todo el régimen de sanciones contra Al-Qaida y los talibanes, y no deben socavar el apoyo universal del que ha disfrutado hasta ahora.	0
Se pronunciaron discursos de apertura en nombre del Ministerio Federal de Relaciones Exteriores de Alemania, el Presidente del Comité establecido en virtud de la resolución 1540 (2004), la Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, la Comisión Europea, el Departamento de Estado de los Estados Unidos y la Oficina Federal de Asuntos Económicos y Control de Exportaciones.	1
Recordando la declaración de su Presidente de 8 de julio de 1999 (S/PRST/1999/21) y destacando su llamamiento para que se incluya, según proceda, en acuerdos de paz específicos y, caso por caso, en las operaciones de mantenimiento de la paz de las Naciones Unidas mandatos, de términos claros para el desarme, la desmovilización y la reintegración de los excombatientes, incluida la eliminación segura y oportuna de armas y municiones,	1
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional humanitario y de derechos humanos aplicable, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto la importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo,	1
156. El Equipo ha seguido promoviendo y alentando el intercambio con los expertos designados para ayudar al Comité contra el Terrorismo y a la emergente Dirección Ejecutiva del Comité contra el Terrorismo, y ha participado en tres reuniones del Comité en las que se han hecho presentaciones sobre esferas pertinentes para la El trabajo del equipo.	1
a) El jefe de la subdivisión de la Oficina de Asuntos de Desarme realiza un examen sustantivo del proyecto para determinar su coherencia;	0
El Gobierno del Líbano también me ha informado de que las Fuerzas Armadas Libanesas habían aumentado aún más su presencia, levantado nuevos puestos de control y reforzado los controles alrededor de las posiciones de los grupos armados palestinos con sede en la República Árabe Siria, al sur de Beirut y en el valle de Beqaa. El 7 de octubre, el ejército libanés llevó a cabo redadas contra puestos ocupados por grupos armados palestinos con sede en Siria en el valle de Beqaa, durante las cuales se incautaron armas.	1
De manera similar, en términos de destinatarios de reparaciones, era importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas.	0
b) Trabajar con los Estados y la Subdivisión de Prevención del Terrorismo de la Oficina de las Naciones Unidas contra la Droga y el Delito para promover las mejores prácticas y facilitar el desarrollo de capacidades y la capacitación de los miembros del poder judicial, los organismos encargados de hacer cumplir la ley y otros funcionarios públicos pertinentes en los procedimientos para solicitar y prestación de asistencia en investigaciones penales, asistencia jurídica mutua y cuestiones de extradición;	1
El Comité también acordó reemplazar el sistema numérico actual, que cambia cada vez que se agrega un individuo o entidad a la lista, por un número de referencia permanente.	1
Instamos a todos los Estados Miembros a que adopten medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de quienes son más activos en ese comercio.	0
33. Por lo tanto, con el apoyo de la comunidad internacional y las partes en el conflicto, se emprenderá y logrará seriamente la aplicación del acuerdo de alto el fuego.	1
Sin embargo, nos preocupan los informes de que se ha intensificado la tensión entre los partidos gobernantes y de oposición.	0
El Consejo también expresa su preocupación por los continuos informes de ataques del LRA en la República Centroafricana, hasta Bangassou al oeste, así como en la República Democrática del Congo.	0
92. La comisión de investigación recomienda que los Estados y las organizaciones de la sociedad civil fomenten oportunidades de diálogo y contacto entre pueblos en esferas como la cultura, la ciencia, los deportes, la buena gobernanza y el desarrollo económico que proporcionen a los ciudadanos de la República Popular Democrática de Corea oportunidades para intercambiar información y estar expuestos a experiencias fuera de su país de origen.	1
Esta discriminación tradicional bajo el sistema songbun se complicó recientemente por la creciente mercantilización en la República Popular Democrática de Corea y por la influencia del dinero, incluidas las divisas, en la capacidad de las personas para tener un mayor acceso a sus derechos económicos, sociales y culturales.	0
e) La reunión inaugural del Grupo de Contacto Internacional sobre Libia, que se celebrará en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos realizados por los países vecinos y el Representante Especial del Secretario General para Libia para crear condiciones propicias para el diálogo entre todas las partes libias, con excepción de los grupos terroristas conocidos.	1
26. Además, en el examen amplio se reconoció el importante número de medidas que los Estados han adoptado para cumplir las obligaciones dimanantes de la resolución 1540 (2004), pero se identificaron algunas esferas en las que los Estados han adoptado menos medidas, como las armas biológicas, los sistemas vectores, el control nacional listas, y acceso a materiales relacionados y financiación de actividades de proliferación prohibidas o ilícitas.	0
En las consultas privadas que siguieron, los miembros del Consejo destacaron la importancia de reanudar las negociaciones entre israelíes y palestinos y condenaron las acciones unilaterales, en particular la construcción de asentamientos en territorios ocupados, que socavaron los esfuerzos del Cuarteto por lograr una solución negociable del conflicto.	1
12. Exhorta al Gobierno de Burundi a que prosiga sus esfuerzos para garantizar la promoción y protección de los derechos humanos y, junto con sus socios internacionales, apoye y fortalezca las capacidades de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Defensor del Pueblo de conformidad con con la resolución A/RES/48/134 de la Asamblea General sobre instituciones nacionales para la promoción y protección de los derechos humanos, y pide además al Gobierno que continúe su lucha contra la impunidad y adopte las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos , los derechos sociales, económicos y culturales consagrados en la Constitución de Burundi y de conformidad con sus obligaciones en virtud del derecho internacional;	1
Se han creado en respuesta a denuncias de violaciones del derecho internacional humanitario y de los derechos humanos en contextos de conflicto, así como en situaciones de altos niveles de violencia, a menudo, pero no exclusivamente, relacionadas con procesos electorales o políticos, que implican graves violaciones del derecho de los derechos humanos.	0
Se hundió con mal tiempo cerca de la costa somalí en julio de 2013 tras un fallo mecánico y desde entonces los piratas retuvieron a los miembros de la tripulación supervivientes en tierra.	0
Actualmente se están explorando opciones para facilitar la ocupación del nuevo complejo lo antes posible.	1
6. Confirma además que los requisitos del párrafo 1 a) supra se aplicarán también al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista de Sanciones contra Al-Qaida;	0
211. Todos los Estados de esta subregión han establecido unidades operativas de inteligencia financiera, aunque algunos todavía están trabajando para mejorar la capacidad.	0
... destacando la importancia de investigar [los presuntos abusos de los derechos humanos y violaciones del derecho internacional humanitario], incluidos los que ocurrieron durante toda la ... crisis, cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de esas violaciones deben rendir cuentas y ser llevados ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de las personas detenidas ..., instando al Gobierno a que incremente y acelere sus esfuerzos para combatir la impunidad,	1
Las cuestiones relativas a crímenes de lesa humanidad se evaluaron sobre la base de las definiciones establecidas en el derecho penal internacional consuetudinario y en el Estatuto de Roma de la Corte Penal Internacional.	0
Decide que todos los Estados adoptarán las medidas necesarias para impedir la venta o el suministro a [el Estado afectado], por sus nacionales o desde sus territorios o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo, incluidas armas y municiones, vehículos y equipos militares, equipo paramilitar y piezas de repuesto para los mencionados, sean o no originarios de sus territorios.	1
Exhorta a las partes en conflictos armados a contraer y aplicar compromisos específicos y con plazos determinados para combatir la violencia sexual, que deberían incluir, entre otras cosas, la emisión de órdenes claras a través de cadenas de mando que prohíban la violencia sexual y la prohibición de la violencia sexual en códigos de conducta, manuales de campaña militares o equivalentes; y pide además a esas partes que asuman y apliquen compromisos específicos sobre la investigación oportuna de los presuntos abusos a fin de que los perpetradores rindan cuentas;	1
283. Sobre la base de sus investigaciones y del patrón de ataques aéreos que ha establecido, la Comisión considera que los militares son responsables de un gran número de ataques aéreos indiscriminados que resultaron en la muerte de numerosos civiles.	0
e) Presentar un programa de trabajo integral al Comité para su examen y aprobación, según sea necesario, en el que el Equipo de Vigilancia debería detallar las actividades previstas para cumplir sus responsabilidades, incluidos los viajes propuestos, sobre la base de una estrecha coordinación con la Dirección Ejecutiva y el Comité Ejecutivo y el grupo de expertos del Comité 1540 para evitar duplicaciones y reforzar las sinergias;	1
Al concluir el trabajo de todos los paneles de Comisionados de la UNCC en junio de 2005, se determinó que 1,55 millones de reclamaciones (de 2,69 millones) habían tenido éxito.	1
El Panel de Expertos recomendó, entre otras cosas, el establecimiento de un mecanismo internacional independiente con funciones concurrentes para monitorear el proceso de rendición de cuentas nacional y realizar investigaciones independientes.	1
Todos los Estados excepto uno cuentan con legislación para regular las organizaciones sin fines de lucro, pero solo uno ha introducido y aplica efectivamente disposiciones legales para prevenir la financiación del terrorismo a través de organizaciones sin fines de lucro.	0
43. El Consejo de Seguridad y sus grupos de vigilancia de las sanciones han tratado de mejorar la vigilancia de las excepciones a los embargos de armas vigentes en la República Democrática del Congo y Liberia.	1
En este contexto, también observo que el Presidente Abbas se ha referido a la solicitud de la Autoridad Palestina de establecer una misión diplomática palestina en Beirut, lo que contribuiría a la formalización de las relaciones entre los pueblos libanés y palestino.	0
El Programa de Acción contiene sugerencias concretas para mejorar la legislación y los controles nacionales y la asistencia y cooperación internacionales. Exhorta a los Estados a abordar las necesidades especiales de los niños afectados por conflictos armados.	0
El Gobierno del Sudán presentó a la Comisión un documento en el que se enumeraban los ataques a convoyes humanitarios.	0
También ha llegado el momento de que Belgrado abandone su posición negativa respecto de la participación de los serbios de Kosovo.	1
a) Adoptar y aplicar marcos jurídicos nacionales de lucha contra el terrorismo que sean integrales y coherentes e incluyan todos los delitos terroristas establecidos en los instrumentos internacionales de lucha contra el terrorismo, al mismo tiempo que se ajusten a las normas internacionales de derechos humanos;	0
Mi Representante Especial participó en ambos debates. El 16 de agosto, el Secretario de Estado de Juventud y Deportes inauguró el Parlamento de la Juventud (véase S/2010/85, párr. 105), integrado por 130 jóvenes (incluidas 66 niñas) de entre 12 y 17 años que se someterán a dos años de capacitación en liderazgo y habilidades de representación, así como oportunidades para entablar un diálogo sobre cuestiones políticas que afectan a los jóvenes.	1
(n) Coordinar y cooperar con el punto focal nacional de lucha contra el terrorismo u organismo coordinador similar en el país de la visita, cuando corresponda;	0
Cooperación con el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004)	1
Pero a pesar de esos avances, todavía hay que superar los desafíos a la autoridad del Gobierno y a su control efectivo sobre su territorio nacional.	0
Un asesor militar del Departamento de Operaciones de Mantenimiento de la Paz respondió a las preguntas formuladas por los miembros del Consejo.	1
Sin embargo, el potencial restante del MRC para socavar los avances tangibles en la estabilización de Ituri sigue siendo preocupante, en particular dada la incapacidad hasta ahora del Gobierno de Transición para llevar a los líderes de los grupos armados ante la justicia y evitar su entrada y salida de Uganda.	0
37. En julio de 2007, el Gobierno presentó un proyecto de ley para crear una Comisión de la Verdad y la Reconciliación, que actualmente está siendo consultada con varias partes interesadas.	1
Además, durante la visita del Equipo al Sudán, se proporcionó información oficial sobre grupos asociados con Al-Qaida que contrabandeaban armas a través de Eritrea hacia elementos de Al-Qaida en la Arabia Saudita.	1
Reafirma que todas las partes en el conflicto están obligadas a cumplir las obligaciones que les impone el derecho internacional humanitario y, en particular, los Convenios de Ginebra del 12 de agosto de 1949, y que las personas que cometan u ordenen la comisión de violaciones graves de los Convenios son individualmente responsables respecto de tales incumplimientos.	1
58. Si bien muchos Estados Miembros han dicho al Equipo que el régimen hace una contribución positiva a sus esfuerzos nacionales para combatir a Al-Qaida y los talibanes, el examen puso a prueba su nivel de apoyo al exigir contribuciones considerables, especialmente de los Estados más afectados por la amenaza.	1
19. El establecimiento del grupo sobre la resolución 1624 (2005) y los aspectos de derechos humanos de la lucha contra el terrorismo permitirá, en primer lugar, que la Dirección Ejecutiva contribuya al examen por el Comité de cómo podría ayudar a los Estados Miembros a abordar cuestiones como la incitación a el terrorismo y los diálogos interculturales planteados en la resolución 1624 (2005).	1
Junto con las 12 convenciones temáticas contra el terrorismo, y a falta de una definición universalmente aceptada de terrorismo, la Lista constituye tanto un símbolo de determinación internacional como una medida práctica para abordar el desafío global a la paz y la seguridad internacionales que plantea Al-Qaida. , los talibanes y sus asociados.	1
12. En resumen, aunque los ataques de las milicias contra civiles no se produjeron en la escala masiva o sistemática observada en los meses anteriores al comunicado conjunto, esos ataques han continuado y se han intensificado últimamente.	0
9. Solicita al Secretario General que adopte las disposiciones necesarias para apoyar la labor del mecanismo de seguimiento, como gasto de la Organización y a través de un Fondo Fiduciario de las Naciones Unidas establecido para este fin, afirma que este Fondo Fiduciario será establecido por el Secretario -General, alienta a los Estados a contribuir al Fondo y a contribuir, a través del Secretario General, con personal, equipo y servicios al mecanismo de seguimiento; y solicita además al Secretario General que mantenga informado periódicamente al Comité establecido en virtud de la resolución 1267 (1999) sobre los arreglos financieros que respaldan el mecanismo;	1
El Programa contra la Delincuencia Marítima de la ONUDD sigue apoyando a los Estados de la región que están enjuiciando la piratería, incluidos Kenya, Mauricio, Seychelles y la República Unida de Tanzania.	1
La Misión está examinando con algunos dirigentes combatientes rwandeses y con el Gobierno de Transición las modalidades técnicas de repatriación, y ha hecho pública la decisión adoptada por el Gobierno de Ruanda de no enjuiciar a ningún combatiente que regresara y tuviera 14 años o menos en el momento del genocidio de 1994. .	1
Creemos firmemente que esa visita contribuirá enormemente a la revitalización del proceso de paz y allanará el camino para nuevos acontecimientos positivos en la región devastada por el conflicto.	1
Revisión y mantenimiento de la Lista 25. Reconoce que el conflicto en curso en el Afganistán y la urgencia que el Gobierno del Afganistán y la comunidad internacional atribuyen a una solución política pacífica del conflicto requieren modificaciones oportunas y expeditas de la Lista, incluida la adición y eliminación de personas y entidades, insta al Comité a que decida oportunamente sobre las solicitudes de exclusión de la Lista, solicita al Comité que revise periódicamente cada entrada en la Lista, incluso, según corresponda, mediante exámenes de las personas que se consideren reconciliadas, las personas cuyas entradas carezcan de identificadores, las personas que se reporten fallecidas y las entidades que se reporten o se confirme que han dejado de existir, encomienda al Comité que establezca directrices para esos exámenes en consecuencia, y solicita al Equipo de Vigilancia que distribuya al Comité cada seis meses:	1
Mayor rendición de cuentas por las violaciones de derechos humanos, incluida la violencia de género; Se desarrollaron herramientas jurídicas sensibles al género. G.5. Desarrollar y proporcionar programas de apoyo a las víctimas con perspectiva de género, incluidos programas de asistencia jurídica y protección de testigos.	0
Durante el período comprendido entre el 1 y el 10 de octubre de 2014, se denunciaron 20 violaciones del alto el fuego a lo largo de la línea de control y 22 violaciones a lo largo de la frontera de trabajo, que provocaron 12 bajas civiles, 52 civiles heridos y 9 militares heridos en el lado paquistaní.	0
Para acelerar el proceso de aprobación, se podría alentar a los Estados a que proporcionen al Comité toda la evidencia o documentación de apoyo disponible, como órdenes de arresto, notificaciones existentes de Interpol, acusaciones formales o decisiones o transcripciones judiciales.	0
También se señaló que, debido a que la CPI carece de mecanismos de aplicación, era importante que el Consejo siguiera involucrado en las situaciones que remitía a la Corte y tomara medidas para promover la cooperación de las partes relevantes con la Corte.	1
Los organismos estatales encargados de hacer cumplir la ley y de seguridad de Bosnia y Herzegovina han estado haciendo esfuerzos por implementar medidas para mejorar la cooperación, y el grupo de trabajo del Tribunal establecido conjuntamente por el Gabinete del Primer Ministro y el Representante Especial/Oficina del Alto Representante de la Unión Europea continúa supervisando la implementación. de esas medidas. El 8 de agosto, el acusado Milan Lukic fue detenido en Argentina, el 25 de agosto Dragan Zelenovic fue detenido en Siberia occidental y el 13 de septiembre Sredoje Lukic se entregó a las autoridades de la República Srpska en Banja Luka.	0
"El Consejo de Seguridad considera que las sanciones son una herramienta importante para luchar contra el terrorismo y subraya la importancia de aplicar pronta y eficazmente las resoluciones pertinentes, en particular las resoluciones 1267 (1999) y 1989 (2011) del Consejo de Seguridad como instrumento clave en la lucha contra el terrorismo. .	0
49. Confirma que ningún asunto debe dejarse pendiente ante el Comité por un período mayor de seis meses, a menos que el Comité determine caso por caso que circunstancias extraordinarias requieren tiempo adicional para su consideración, de conformidad con las directrices del Comité;	1
Naturalmente, estamos profundamente preocupados por la situación en los estados de Kordofán del Sur y Nilo Azul, dada su proximidad geográfica a nuestro país.	0
Además, aunque la situación general de seguridad se ha mantenido tranquila y pacífica desde que Timor-Leste asumió formalmente la plena responsabilidad de la seguridad el 20 de mayo, el contrabando, el comercio ilegal y el cruce de fronteras deben percibirse como motivo de preocupación, al igual que las tensiones relacionadas con las manifestaciones en Dili el pasado mes de julio.	0
18. Reitera que las misiones políticas especiales y de mantenimiento de la paz de las Naciones Unidas pueden, si así lo encomienda el Consejo, ayudar a crear capacidades para los gobiernos anfitriones, según lo soliciten, para implementar compromisos bajo los instrumentos globales y regionales existentes y abordar el tráfico ilícito de armas pequeñas. y armas ligeras, entre otras cosas mediante programas de recolección de armas, desarme, desmovilización y reintegración, mejora de la seguridad física y prácticas de gestión de arsenales, mantenimiento de registros y capacidades de rastreo, desarrollo de sistemas nacionales de control de exportaciones e importaciones, mejora de la seguridad fronteriza y fortalecimiento de las instituciones judiciales. , vigilancia y otras capacidades de aplicación de la ley;	0
13. Los Comisionados decidieron que, a fin de recomendar "medidas para garantizar la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período antes mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debería ser la vía principal para la rendición de cuentas por estos presuntos crímenes y violaciones", necesitarían hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.	1
Acogiendo con beneplácito la mayor cooperación y el intercambio de información entre la UNAMID y el Grupo de Expertos facilitados por las directrices del Departamento de Operaciones de Mantenimiento de la Paz y la decisión de la UNAMID de establecer un centro de coordinación para facilitar el intercambio de información con el Grupo de Expertos sobre el embargo de armas,	1
La Unión Democrática y Popular de Costa de Marfil pide claridad y justicia en relación con estos abusos.	1
Ambos enfoques serán esenciales para enfrentar el desafío del terrorismo.	1
El 25 de mayo, el Presidente del Comité establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes, Embajador Heraldo Muñoz de Chile, presentó al Consejo el primer informe oral de 120 días, como exige el párrafo 12 de la resolución 1526 (2004), sobre la labor del Comité y su Equipo de Apoyo Analítico y Monitoreo de Sanciones.	1
Este es el séptimo informe del Equipo de Apoyo Analítico y Vigilancia de Sanciones desde su creación en marzo de 2004; Algunos de los temas son familiares y pocos son completamente nuevos.	1
El Consejo de Seguridad reitera la necesidad de que todas las partes interesadas, incluidos los gobiernos y la comunidad de donantes, se centren más en los efectos a largo plazo de los conflictos armados en los niños y los impedimentos para su plena rehabilitación y reintegración en sus familias y comunidades, mediante, entre otras cosas, otras cosas, abordar la necesidad de brindar atención médica adecuada, mejorar el intercambio de información sobre programas y mejores prácticas, y garantizar la disponibilidad de recursos, financiación y asistencia técnica adecuados para apoyar estrategias o planes de acción nacionales en el área de protección y bienestar infantil, y programas comunitarios, teniendo en cuenta los "Principios de París para proteger a los niños contra el reclutamiento ilegal por fuerzas o grupos armados", con miras a garantizar la sostenibilidad a largo plazo y el éxito de su respuesta programática a la liberación, rehabilitación y reintegración de todos los niños asociados con fuerzas y grupos armados.	1
"A este respecto, el Consejo de Seguridad acoge con satisfacción la noticia del 1 de mayo de 2011 de que Osama bin Laden nunca más podrá perpetrar tales actos de terrorismo y reafirma que el terrorismo no puede ni debe asociarse con ninguna religión, nacionalidad, civilización o grupo. .	1
30. Alienta a los Estados a que presenten solicitudes de exclusión de la lista de personas cuya muerte se haya confirmado oficialmente, en particular cuando no se identifiquen activos, y de entidades de las que se haya informado o confirmado que han dejado de existir, adoptando al mismo tiempo todas las medidas razonables para garantizar que los activos que habían pertenecido a esas personas o entidades no han sido ni serán transferidos ni distribuidos a otras personas, grupos, empresas y entidades incluidos en la Lista de Sanciones contra Al-Qaida;	0
"El Consejo de Seguridad reitera su exigencia a todas las partes en los conflictos armados de que cesen inmediata y completamente todas las formas de violencia contra las mujeres y las niñas, incluidos los actos de violencia sexual.	0
Después de visitar Angola y la República Democrática del Congo, mi Representante Especial sobre la violencia sexual en los conflictos, Margot Wallström, emitió una declaración el 16 de marzo en la que pedía a ambos países que investigaran las denuncias de violencia sexual en relación con las expulsiones y que adoptaran medidas prácticas para prevenir tales crímenes.	1
Israel está obligado, según el derecho internacional y como potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, y a salvaguardar la propiedad civil.	0
347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento.	0
Reafirmando su resolución 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a los esfuerzos internacionales para erradicar el terrorismo, de conformidad con la Carta de las Naciones Unidas,	1
En la reunión del 21 de mayo se hizo referencia específica a la cuestión de las armas, tal como se describe en el párrafo 93.	1
De manera similar, el Consejo podría exigir explícitamente a los Estados miembros que impidan que las personas y entidades incluidas en la lista tengan acceso, establezcan o mantengan instalaciones de entrenamiento militar o terrorista dentro de sus fronteras, ampliando así el alcance del embargo de armas para cubrir el entrenamiento y el reclutamiento de manera integral.	1
Sin embargo, un hilo común que une prácticamente todas las áreas es la necesidad apremiante de asegurar recursos adecuados para las instituciones del Estado y las fuerzas de seguridad nacionales en términos de un número suficiente de personal adecuadamente capacitado y equipado, así como el apoyo logístico y la infraestructura adecuada para brindar Servicios estatales.	1
El Presidente del Panel, José Ramos-Horta, dirigió las discusiones en nombre del Panel y advirtió que durante la etapa inicial de su trabajo, el Panel se concentraría en escuchar las opiniones de todos los Estados miembros como contribuyentes colectivos a la paz y la seguridad. , con consultas que incluirán también a los comités de la Asamblea General, las organizaciones regionales y los países que aportan contingentes y policías.	1
El Consejo de Seguridad reitera su exigencia a las fuerzas armadas de que se sometan plenamente al control civil.	0
Estos casos también fueron objeto de investigaciones por parte del Grupo Conjunto de Investigación, que está compuesto por las dos partes, la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, y tiene la tarea de determinar si los incidentes violentos constituyen violaciones del acuerdo de Moscú de 1994.	0
En ese contexto, a pesar de que las Naciones Unidas en general y el Consejo de Seguridad en particular toman más en serio la lucha contra el terrorismo, hay pruebas limitadas de un esfuerzo genuinamente común para crear una respuesta internacional más unificada al terrorismo.	0
Se están desarrollando normas y procedimientos comunes en seis áreas clave: el código de conducta; materiales y estrategias de capacitación; estandarización de procedimientos para la remisión de quejas dentro de una agencia; alcance comunitario; normalización de procedimientos para los asociados en la ejecución de los organismos de las Naciones Unidas y la MONUC de conformidad con el boletín del Secretario General (ST/SGB/2003/13) sobre medidas especiales para la protección contra la explotación y el abuso sexuales; y la transmisión de quejas recibidas por una agencia sobre un incidente que involucra a un miembro del personal de otra agencia.	0
También pidió el fin inmediato de toda violencia e instó a todas las partes a actuar con la máxima moderación y abstenerse de tomar represalias, incluidos los ataques contra las instituciones del Estado.	1
13. Si bien se sabe que la mayoría de los Estados de la subregión han establecido unidades de aplicación de la ley antiterrorista, sólo tres Estados han establecido estructuras institucionales adecuadas y la coordinación interinstitucional necesaria para abordar las cuestiones de lucha contra el terrorismo.	0
65. La Dirección, junto con el Centro de Cooperación Mundial contra el Terrorismo y con el apoyo de los Gobiernos de los Países Bajos y Alemania, celebró un taller subregional para los Estados miembros de África Oriental sobre la vigilancia eficaz de remesas alternativas para prevenir el abuso de la financiación del terrorismo, en Addis Abeba, en diciembre de 2013. El objetivo del taller era crear conciencia sobre el riesgo que corren los remitentes informales de dinero que podrían utilizarse para financiar actividades terroristas; promover un diálogo entre las agencias reguladoras, los funcionarios encargados de hacer cumplir la ley y los remitentes de dinero; promover la inclusión financiera e identificar las mejores prácticas.	1
Los testigos no tenían claro quién disparó contra ellos: las fuerzas paralelas, la policía o la gendarmería.	0
[D]alcanzando la importancia de desarmar, desmovilizar, reasentar o repatriar permanentemente, según corresponda, y reintegrar a los grupos armados [nacionales] y extranjeros para la estabilización a largo plazo del [país afectado], y de la contribución hecha por los socios internacionales en este campo.	1
ii) Desarme, utilizando todos los medios necesarios, de todos los grupos armados y milicias en el este de la República Democrática del Congo;	0
El segundo es pedir una vez más que el Consejo de Seguridad adopte medidas urgentes y esenciales para detener el derramamiento de sangre en Siria.	0
En Libia, Ansar al-Sharia ha fortalecido su presencia en el este, en particular en Derna y Benghazi, y ha llevado a cabo numerosos asesinatos de miembros de las fuerzas de seguridad nacionales y otras instituciones del Estado.	0
32. Alienta a los Estados Miembros, al descongelar los activos de una persona fallecida o de una entidad cuya existencia se haya informado o confirmado como resultado de su exclusión de la lista, a recordar las obligaciones establecidas en la resolución 1373 (2001) y, en particular, impedir que los activos descongelados se utilicen con fines terroristas;	1
Acogiendo con beneplácito el establecimiento de la Oficina del Ombudsman de conformidad con la resolución 1904 (2009) y la mejora del mandato del Ombudsman en las resoluciones 1989 (2011) y 2083 (2012), observando la importante contribución de la Oficina del Ombudsman al brindar mayor equidad y transparencia, y recordando el firme compromiso del Consejo de Seguridad de garantizar que la Oficina del Ombudsman pueda seguir desempeñando su función con eficacia, de conformidad con su mandato,	1
El respeto por los derechos de los demás -incluidos los opositores políticos- tiene que convertirse en la prueba clave para todos aquellos que aspiran a conducir al país hacia la estabilidad, la unidad y la prosperidad.	1
