en_es_DEEPL	MatCoop
Para decidir si una entrada de la Lista carece de identificadores, el Comité suele aplicar las normas utilizadas por INTERPOL, que publica para los organismos nacionales encargados de la aplicación de la ley notificaciones especiales de INTERPOL - Consejo de Seguridad de las Naciones Unidas sobre todas las personas y entidades incluidas en la Lista que tienen un mínimo de dos identificadores.	1
Sin embargo, el Equipo recomienda que el Consejo de Seguridad señale a los Estados Miembros que están obligados por el régimen de sanciones a impedir el uso de Internet para el suministro, la venta o la transferencia directos o indirectos de asesoramiento técnico, asistencia o capacitación relacionados con actividades militares a las personas y entidades incluidas en la lista desde sus territorios o por sus nacionales fuera de ellos.	0
También ha firmado 51 acuerdos con las unidades de inteligencia financiera de Estados extranjeros para intercambiar información sobre transacciones relacionadas con la financiación del terrorismo.	1
Destacando la necesidad de intensificar la lucha contra el terrorismo a escala nacional y de reforzar, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en este ámbito sobre la base de los principios de la Carta de las Naciones Unidas y de las normas del Derecho internacional, incluido el respeto del Derecho internacional humanitario y de los derechos humanos,	1
Parece más probable que el cambio real provenga de la protesta popular que de actos de violencia encubiertos.	0
El Sr. Sidikou destacó que, aunque Al-Shabaab había sufrido retrocesos militares, el grupo seguía conservando un número apreciable de sus combatientes y equipos, principalmente en las zonas rurales, y consideró que esto probablemente estaba pensado para mantener una lucha asimétrica prolongada.	0
- Introducción de un mecanismo de gestión transparente y buena gobernanza para combatir el fraude y la corrupción.	1
La Comisión recomienda además que, de las personas que recibieron las armas de las F-FDTL los días 24 y 25 de mayo, sólo se procese a las que las utilizaron en actividades delictivas posteriores.	0
6. El 10 de noviembre de 2011, el Comandante del Mando Aliado de la Fuerza Conjunta de Nápoles encomendó al Comandante de la KFOR que prosiguiera las operaciones para mantener y establecer puntos de control de acceso, y eliminar selectivamente los controles de carretera, a lo largo de las principales carreteras de suministro a los puntos de cruce Gate 1 y DOG 31, a fin de crear las condiciones necesarias para restablecer la libertad de circulación sin restricciones y un entorno seguro para todos, de conformidad con la resolución 1244 (1999) del Consejo.	1
No obstante, cabe destacar la calidad del apoyo prestado por las fuerzas francesas a la MINUSMA en varios ámbitos:	1
La remodelación de las prisiones y centros de detención de Kosovo, que se encontraban en muy mal estado, también ha sido una de las principales prioridades del Departamento de Justicia de la UNMIK.	1
Como demuestra el apéndice de la presente carta, las fuerzas del régimen han sido especialmente brutales en la ciudad de Raqqa, donde han aprovechado la tapadera de los ataques aéreos dirigidos por Estados Unidos contra el ISIS para masacrar a civiles inocentes a una escala sin precedentes.	0
Al mismo tiempo, Alemania y la UE han condenado reiteradamente en el pasado las atrocidades terroristas que han causado la muerte de cientos de israelíes.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
18. Estas tendencias se manifiestan en varias situaciones de conflicto contemporáneas que figuran en el orden del día del Consejo.	0
La cooperación y la coordinación en los controles fronterizos entre Estados contiguos son especialmente importantes para proporcionar una vigilancia y una cobertura eficaces a lo largo de extensas fronteras abiertas y porosas.	1
275. La extradición de terroristas también sigue enfrentándose a muchos obstáculos y no es ni fácil ni sencilla.	1
Sigue siendo importante promover un régimen de sanciones selectivas de las Naciones Unidas más eficaz y basado en pruebas.	0
Sin embargo, ambas partes siguieron absteniéndose de tratar directamente entre sí. Todos los contactos conocidos entre las dos fuerzas armadas adoptaron la forma de reuniones y comunicaciones escritas con la MINURSO.	1
49. El Gobierno también prosiguió sus esfuerzos para proporcionar asistencia alimentaria a las poblaciones vulnerables y en situación de inseguridad alimentaria con el apoyo del Programa Mundial de Alimentos (PMA), en particular a través del programa de nutrición maternoinfantil del Ministerio de Salud (47.000 beneficiarios en 2010 al 30 de junio), el programa de alimentación escolar del Ministerio de Educación (241.000 beneficiarios) y el programa de alimentos por trabajo/activos (600 beneficiarios), dirigido a las comunidades en situación de inseguridad alimentaria. El 27 de mayo se inauguró una planta de producción de alimentos nutritivos mezclados para su distribución a través del Programa de Nutrición Maternoinfantil, con el apoyo técnico y de gestión del PMA.	1
En consecuencia, los observadores señalaron la necesidad de formar a abogados y personal judicial y encargado de hacer cumplir la ley, así como la importancia de establecer garantías creíbles de independencia frente a las presiones e intimidaciones que pudieran ejercer los miembros de los clanes y las comunidades étnicas.	1
Reconoce los efectos perjudiciales de la proliferación de armas, en particular de armas pequeñas, sobre la seguridad de los civiles al alimentar los conflictos armados, alienta [a la misión] a que prosiga sus esfuerzos para prestar asistencia al Gobierno de [la zona afectada] en relación con el proceso de desarme civil, en particular reforzando la capacidad de las autoridades locales para disuadir los conflictos intercomunales y supervisando las iniciativas de desarme civil forzoso en un esfuerzo por evitar operaciones de desarme que podrían exacerbar la inseguridad en [la zona afectada].	1
Hay información de que, dado que tenían un control general efectivo sobre el personal militar que luchaba para los grupos rebeldes, eran conscientes de algunos crímenes cometidos por dicho personal militar o, como mínimo, deberían haber sabido lo que estaba ocurriendo, pero no tomaron ninguna medida para impedir que se perpetraran las atrocidades.	0
Estos dos elementos son, en primer lugar, el actus reus consistente en matar, causar lesiones corporales o mentales graves o infligir deliberadamente condiciones de vida que puedan acarrear la destrucción física y, en segundo lugar, sobre la base de un criterio subjetivo, la existencia de un grupo protegido que sea el objetivo de los autores de la conducta delictiva.	0
Hay que seguir trabajando para concienciar a todos los Estados Miembros de que las sanciones de las Naciones Unidas son de apoyo, no punitivas; para prestar asistencia a los Estados Miembros que aplican las sanciones de las Naciones Unidas; y para tener más en cuenta los derechos de las personas, las entidades y los Estados Miembros designados para medidas selectivas.	1
En este punto, baste decir que, tanto en virtud de la Convención de 1948 como de las normas correspondientes del derecho consuetudinario, el genocidio comprende diversos actos contra miembros de un grupo nacional, étnico, racial o religioso (matar a miembros de un grupo; causar graves daños físicos o mentales a miembros de un grupo; infligir deliberadamente a un grupo condiciones de vida que hayan de acarrear su destrucción física, total o parcial; imponer medidas destinadas a impedir los nacimientos en el seno del grupo; trasladar por la fuerza a los niños de un grupo a otro grupo), cometidos con la intención de destruir, total o parcialmente, al grupo.	1
19. El programa nacional de reinserción y rehabilitación comunitaria, que se espera que absorba un número de casos de 6.000 excombatientes, ha facilitado el registro y la elaboración de perfiles del personal de las Forces nouvelles.	1
Para enmarcar el debate del Consejo en septiembre, el Consejo debería pedir al Secretario General que informe sobre el alcance del problema de los combatientes terroristas extranjeros, su efecto en los conflictos actuales y los esfuerzos de las Naciones Unidas para abordarlo.	0
39. Las víctimas de trata sujetas a órdenes de expulsión siguieron recibiendo asistencia a través del programa de refugio del pilar de desarrollo institucional.	1
Los Estados de la subregión participan cada vez más en proyectos y programas regionales (que fomentan la solicitud, recopilación e intercambio de información e inteligencia) como medio de mejorar la capacidad para hacer frente a las amenazas fronterizas del terrorismo y la delincuencia organizada.	1
En un estudio realizado en el campo de Mornei, en Darfur Occidental, los equipos médicos atendieron a unas 20 víctimas de violencia sexual entre abril y junio de 2004.	1
Integración de la perspectiva de género en el diseño y la realización de evaluaciones medioambientales post-conflicto.	1
En este contexto, observo también que el Presidente Abbas se ha referido a la petición de la Autoridad Palestina de establecer una misión diplomática palestina en Beirut, lo que contribuiría a la formalización de las relaciones entre los pueblos libanés y palestino.	1
Concebidos como un mecanismo interno para mejorar la experiencia y la coherencia y contribuir a las principales actividades de trabajo de la Dirección Ejecutiva, estos grupos se establecerán inicialmente en las siguientes áreas funcionales:	1
Ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin ánimo de lucro de la financiación del terrorismo.	0
"a) Establecer los hechos y circunstancias pertinentes a los incidentes de los días 28 y 29 de abril, 23, 24 y 25 de mayo y los acontecimientos o cuestiones conexos que contribuyeron a la crisis, incluidas las cuestiones relacionadas con el funcionamiento del sector de la seguridad;	1
Impartir un curso de formación completo a todos los representantes de los países sobre cuestiones humanitarias, con especial atención a la sensibilización en materia de género.	1
(a) Hubo un estado de caos en el lugar del crimen no sólo durante las primeras horas posteriores a la explosión, durante las cuales gran parte de la atención se centró en extinguir el incendio, salvar a los heridos y buscar a los desaparecidos, sino lamentable e innecesariamente durante mucho más tiempo.	0
Las filas de los peticionarios y sus simpatizantes aumentaron notablemente, a partir del segundo día de la protesta, con la llegada de terceros, en particular miembros del grupo conocido como Colimau 2000.	0
90. No obstante, los Estados del Foro de las Islas del Pacífico han avanzado mucho en la aplicación de diversas medidas antiterroristas en cumplimiento de la resolución 1373 (2001).	1
En Kenia, 160 presuntos piratas han sido procesados y 4 siguen en juicio.	0
119. Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de supervisar la prohibición de viajar y proponer recomendaciones de mejora. Entre ellas figuran una mayor interacción con los Estados Miembros y las principales organizaciones internacionales; una investigación sobre el uso de documentos de viaje falsos por terroristas y las formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con la Interpol sobre las formas de mejorar la coordinación entre las Naciones Unidas y la Interpol; un estudio de la tendencia emergente de las zonas libres de visados y de libertad de circulación y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas en materia de refugiados y asilo con las actividades de las Naciones Unidas de lucha contra el terrorismo.	1
El 20 de julio, el Consejo se reunió en debate abierto (4174ª sesión) para estudiar su papel en la prevención de conflictos armados.	1
La resolución 1373 (2001) del Consejo de Seguridad, adoptada tras los atroces atentados del 11 de septiembre de 2001 en Estados Unidos, constituyó un hito en los esfuerzos realizados en el ámbito de las Naciones Unidas.	1
En los últimos años se han creado mecanismos regionales de cooperación policial, incluida la cooperación en materia de alerta temprana e inteligencia, que han mejorado sustancialmente el nivel de cooperación regional.	1
Este Estado señaló que utilizaba los medios de comunicación y programas específicos para promover la tolerancia y el diálogo entre todas las confesiones y nacionalidades étnicas y que muchos de sus Estados constituyentes habían establecido comités o grupos interconfesionales integrados por diferentes líderes religiosos para promover el entendimiento y la tolerancia.	1
50. Durante el período que abarca el informe, se desplegaron temporalmente medios de aviación de la MINUSMA en Kidal para llevar a cabo operaciones de reconocimiento y vigilancia de los movimientos de los grupos armados, especialmente en el valle de Tilemsi (región de Gao).	1
Los africanos han dejado muy clara su preocupación por la situación en Zimbabue.	0
(c) Saqueos por parte de soldados eritreos de viviendas particulares, comercios y otras entidades;	0
50. Cuatro Estados han desarrollado estrategias y creado estructuras institucionales para luchar contra el terrorismo. Las fuerzas del orden de estos Estados coordinan algunas de sus actividades antiterroristas.	1
También se mencionó a Chad y Guinea en el contexto de la alerta temprana, donde el deterioro de la situación humanitaria tenía implicaciones potenciales para la estabilidad regional.	0
De hecho, el propio Azerbaiyán incumple dichas resoluciones, que instan a las partes implicadas a proseguir las negociaciones en el marco del Grupo de Minsk de la Organización para la Seguridad y la Cooperación en Europa (OSCE), así como a través de distintos contactos entre ellas.	0
Al igual que la cuestión de los vínculos entre narcotráfico y terrorismo, el tema de la piratería entró en la agenda del Consejo a través de las situaciones de conflicto que ya existían, destacando las situaciones africanas -sobre todo Somalia y el Golfo de Guinea-.	0
48. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió prestando apoyo para el establecimiento y funcionamiento de clínicas jurídicas que se ocupan de cuestiones de violencia sexual; nueve de las clínicas, gestionadas por organizaciones no gubernamentales locales, han empezado a funcionar desde enero. El 21 de marzo, la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y la policía de la MONUSCO, en colaboración con la Misión de Policía de la Unión Europea, iniciaron un curso de dos meses de formación de instructores sobre técnicas de investigación de delitos de violencia sexual en Bajo Congo para 50 agentes de la policía judicial.	1
154. Aunque la Comisión recibió información de una fuente según la cual un socio de confianza del Sr. Hariri había manipulado los dispositivos de interferencia antes de la explosión, la Comisión no ha podido corroborar esta información.	1
"El Consejo de Seguridad apoya las conversaciones a seis bandas y pide su pronta reanudación con vistas a lograr la desnuclearización verificable de la península coreana de forma pacífica y a mantener la paz y la estabilidad en la península coreana y en el noreste de Asia.	0
Condenando el continuo flujo ilícito de armas dentro y hacia la República Democrática del Congo y declarando su determinación de continuar vigilando de cerca la aplicación del embargo de armas y otras medidas establecidas por su resolución 1807 (2008),	0
La cooperación en la subregión mejora continuamente, pero debe reforzarse aún más, especialmente en las zonas fronterizas, para reforzar los controles contra posibles incursiones terroristas y la proliferación de la delincuencia transnacional.	1
Fuerzas y cuerpos de seguridad: creación de unidades antiterroristas	1
:: Algunos miembros subrayaron la necesidad de que la comunidad internacional se esfuerce colectivamente por promover una mayor armonía y diálogo cultural y religioso, señalando que el terrorismo no tiene credo, cultura ni religión.	0
La UNODC organizará un taller nacional sobre cooperación internacional en asuntos penales relacionados con el terrorismo, la delincuencia organizada transnacional y la corrupción para Namibia en marzo de 2014.	0
2. Decide que todos los Estados adopten las siguientes medidas con respecto a Usamah bin Ladin, los miembros de la organización Al-Qaida y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos, a los que se hace referencia en la lista creada en virtud de las resoluciones 1267 (1999) y 1333 (2000) que actualizará periódicamente el Comité establecido en virtud de la resolución 1267 (1999), denominado en lo sucesivo "el Comité";	1
La UNMIS también está estableciendo nuevas bases de apoyo a los referendos para prestar apoyo a nivel de condado en el sur de Sudán.	1
106. Todos los Estados, excepto uno, han cumplido el plazo fijado por la OACI para expedir documentos de viaje legibles por máquina.	1
Tras un prolongado enfrentamiento con la multitud, el subcomandante Babo desarmó a seis agentes de la UIR del este y les quitó los chalecos antibalas. Fueron escoltados hasta los vehículos que les esperaban.	0
12. Reitera su agradecimiento a los socios de la UA que ya apoyan la MISCA, a saber, los Estados Unidos, Francia y la Unión Europea (UE), toma nota con satisfacción del apoyo técnico prestado por las Naciones Unidas de conformidad con el párrafo 37 de la resolución 2127 (2013) del Consejo de Seguridad, de 5 de diciembre de 2013, así como de las contribuciones ya efectuadas al Fondo Fiduciario establecido por el Secretario General de las Naciones Unidas de conformidad con el párrafo 43 de la resolución 2127 (2013), por Canadá y Luxemburgo, y de las promesas realizadas por Japón y el Reino Unido.	1
8. Mediante su resolución 2128 (2013), el Consejo de Seguridad modificó los requisitos de notificación asociados al embargo de armas, decidiendo que las autoridades de Liberia tuvieran la responsabilidad principal de notificar al Comité, al menos con cinco días de antelación, el envío de cualquier suministro de armas letales y material conexo, o cualquier prestación de asistencia, asesoramiento o formación relacionados con actividades militares u otras actividades del sector de la seguridad para el Gobierno de Liberia.	1
:: 19 de septiembre de 2005, una persona muere y dos resultan heridas en una pequeña explosión en la oficina de información kuwaití en Beirut.	0
El Consejo anima a los Estados vecinos a cooperar con la Fuerza de Respuesta de la Unión Africana para acabar con la amenaza del Ejército de Resistencia del Señor.	0
:: 21 de junio de 2005, el ex dirigente del Partido Comunista Libanés George Hawi muere al explotar su coche cerca de su casa en Wata Musaytbeh.	0
Algunos Estados necesitan reforzar aún más sus sistemas judiciales para poder llevar a cabo enjuiciamientos por terrorismo en plena conformidad con el Estado de Derecho.	1
Tras la segunda batalla por el control de Baidoa, Habsade volvió a recibir apoyo logístico de sus aliados de Mogadiscio.	1
Esto incluyó sesiones de iniciación a la llegada para toda la policía y el personal civil de la UNMIT.	1
El sistema de las Naciones Unidas está llevando a cabo iniciativas de programación conjunta en el marco de la estrategia de apoyo con buenos resultados, aunque es necesario reforzar el vínculo entre los distintos programas y los esfuerzos del Gobierno en materia de estabilización.	1
El gobierno ha cooperado en programas para formar a la policía en legislación sobre derechos humanos, pero hay pocos indicios de que haya seguido adelante haciéndola responsable de su cumplimiento.	1
También pidió el cese inmediato de toda violencia e instó a todas las partes a actuar con la máxima moderación y abstenerse de tomar represalias, incluidos los ataques contra las instituciones del Estado.	0
En otras palabras, a las poblaciones que sobreviven a los ataques contra las aldeas no se las mata directamente en un esfuerzo por erradicar el grupo, sino que se las obliga a abandonar sus hogares y a vivir juntas en zonas seleccionadas por el Gobierno.	0
206. Los Estados de la subregión son muy conscientes de la amenaza de la financiación del terrorismo y están alerta ante los riesgos asociados.	0
Las conclusiones del informe se basan en una recopilación de testimonios de primera mano de víctimas y testigos.	1
La labor de las Naciones Unidas en el desarrollo de estrategias regionales y nacionales de lucha contra el terrorismo ofrece un buen marco político para que los países colaboren.	1
Se han producido una serie de incidentes aislados, desde atentados con bomba hasta presuntos entrenamientos vinculados a Al Qaeda en Sudáfrica.	0
Como mínimo, debería atenuar su sufrimiento obligando al Estado sudanés a reparar su daño.	1
Un informe muy citado de junio de 2005 del International Crisis Group, según el cual un helicóptero destruido en Yamusukro por los franceses el 6 de noviembre de 2004 era guineano, es incorrecto, como demostró la auditoría del Grupo.	1
"El Consejo de Seguridad reafirma la importancia del principio de no devolución, el derecho de los refugiados a regresar voluntariamente a Siria y anima a los países vecinos de Siria a proteger a todas las personas que huyen de la violencia en Siria, incluidos los palestinos.	1
9. Pide al Secretario General que adopte las disposiciones necesarias para apoyar la labor del mecanismo de vigilancia, como gasto de la Organización y por conducto de un Fondo Fiduciario de las Naciones Unidas establecido a tal efecto, afirma que dicho Fondo Fiduciario será establecido por el Secretario General, alienta a los Estados a que contribuyan al Fondo y a que aporten, por conducto del Secretario General, personal, equipo y servicios al mecanismo de vigilancia; y pide además al Secretario General que mantenga informado periódicamente al Comité establecido en virtud de la resolución 1267 (1999) sobre las disposiciones financieras de apoyo al mecanismo;	0
17. Exige que todas las partes en los procesos de Goma y Nairobi respeten el alto el fuego y apliquen sus compromisos de manera efectiva y de buena fe, pide a todos los grupos armados que depongan inmediatamente las armas y se presenten sin más demora ni condiciones previas a las autoridades congoleñas y a la MONUC para su desarme, repatriación, reasentamiento y/o reintegración, según proceda;	1
Por ejemplo, Burkina Faso concede importancia a la lucha contra el extremismo violento y trabaja para contrarrestar los intentos de reclutamiento de terroristas.	0
Observando con preocupación la continua amenaza que representan para la paz y la seguridad internacionales Al-Qaida, Usamah bin Ladin y los talibanes, así como otras personas, grupos, empresas y entidades asociados con ellos, y reafirmando su determinación de hacer frente a todos los aspectos de dicha amenaza,	0
53. Las Naciones Unidas han empezado a planificar una reunión técnica sobre el desarrollo de capacidades en Sudán del Sur para coordinar su enfoque.	0
Expresó la esperanza de que el debate del Consejo aumentara la concienciación sobre las próximas necesidades, ayudara a generar niveles suficientes de apoyo político, financiero, humano y logístico, y promoviera así el objetivo compartido de utilizar el instrumento del mantenimiento de la paz en favor de la paz y la seguridad internacionales.	0
"Información sobre el cumplimiento por las partes en conflictos armados para poner fin al reclutamiento o la utilización de niños en conflictos armados en violación del derecho internacional aplicable y otras violaciones que se están cometiendo contra los niños afectados por conflictos armados;	1
Cinco han establecido una jurisdicción adecuada para los delitos pertinentes en su legislación.	1
Debemos rechazar cualquier intento de socavar la soberanía y la integridad territorial de Somalia.	0
Cuando se disponía de dicha corroboración y la víctima identificaba al autor o autores, se recomendaba el enjuiciamiento de los casos y se remitían a la fiscalía del distrito.	1
▪ Lanzar un ataque del que quepa esperar que cause incidentalmente muertos o heridos entre la población civil o daños a bienes de carácter civil, o una combinación de ambos, que resulte excesiva en relación con la ventaja militar concreta y directa prevista;	0
"El Consejo de Seguridad observa que el sufrimiento humano a gran escala es una consecuencia y a veces un factor que contribuye a la inestabilidad y a nuevos conflictos, ya sea debido a desplazamientos, agresiones violentas u otras atrocidades.	1
10. El 7 de septiembre, el Grupo de Trabajo Conjunto de Alto Nivel del Gobierno del Chad y las Naciones Unidas celebró su tercera reunión para evaluar la situación sobre el terreno con respecto a la protección de la población civil y la aplicación de las medidas adoptadas por el Gobierno para llevar a cabo las tareas establecidas en el párrafo 2 de la resolución 1923 (2010).	1
En la situación actual, extremadamente difícil, hacemos un llamamiento tanto a israelíes como a palestinos para que eviten la escalada del conflicto y empiecen a cumplir sus obligaciones en virtud de la Hoja de Ruta, a fin de reavivar las perspectivas de paz.	0
El Consejo ha acogido con satisfacción el acuerdo de alto el fuego del 8 de abril, ha expresado su pleno y activo apoyo a los esfuerzos de la Unión Africana para establecer la comisión de alto el fuego y las unidades de protección, y ha hecho un llamamiento a las partes sudanesas para que faciliten el despliegue inmediato de observadores en Darfur.	0
Durante este periodo, llevó a cabo investigaciones en lugares específicos, como campos de desplazados internos y pueblos destruidos, así como con contactos del Ejército de Liberación del Sudán y funcionarios del Gobierno.	1
Los miembros del Consejo también reconocen la necesidad de establecer una oficina integrada de las Naciones Unidas en la República Centroafricana, como se subraya en las conclusiones formuladas por una delegación de la Comisión de Consolidación de la Paz tras su reciente visita al país.	1
8. La Comisión iniciará sus actividades en una fecha que determinará el Secretario General y que se comunicará oficialmente al Gobierno de Pakistán.	0
"El Consejo de Seguridad toma nota con interés de la importante propuesta del Secretario General de crear una Comisión de Consolidación de la Paz y comparte el objetivo de mejorar la capacidad de las Naciones Unidas para coordinarse con los donantes y los países que aportan contingentes y realizar actividades de consolidación de la paz, en particular desde el inicio de las operaciones de mantenimiento de la paz, pasando por la estabilización, la reconstrucción y el desarrollo.	1
A su vez, el Comité tendrá que seguir promoviendo un mayor sentido de apropiación del régimen de sanciones y asegurarse de que proporciona un apoyo real a los esfuerzos nacionales de los Estados que tratan de hacer frente a la amenaza de Al Qaeda y los talibanes.	0
El ACNUR impartió formación a los funcionarios competentes de Bielorrusia y Ucrania con el fin de garantizar una aplicación eficaz y justa de las disposiciones sobre la determinación del estatuto de refugiado establecidas en la Convención de 1951.	1
:: Proporcionar una perspectiva global y garantizar que los esfuerzos en materia de seguridad y desarrollo a nivel nacional se dirijan a abordar las causas profundas de los conflictos.	1
Organizaciones internacionales y regionales: Secretaría de la Comunidad del Caribe, Comisión Europea, Servicio Europeo de Acción Exterior, Organización para la Seguridad y la Cooperación en Europa, Organización para la Prohibición de las Armas Químicas, Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006), Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, Comité establecido en virtud de la resolución 1540 (2004) y Grupo de Expertos, Organización Internacional de Policía Criminal, Organización Mundial de Aduanas.	1
La Comisión ha determinado, además, que los atacantes de las tres categorías han sido identificados por las víctimas y otros testigos como Janjaweed.	0
Afirmó que los campos de desplazados internos se utilizaban ahora como lugares desde los que lanzar ataques contra el Gobierno.	0
Además, el PNUD y la UNIPSIL colaboraron en la preparación de módulos de formación para la policía sobre diversos temas, entre ellos la ley electoral y las normas de profesionalidad aplicables en el desempeño de sus funciones.	1
Varios incidentes ocurridos durante el período que abarca el informe indican roces entre la fuerza de mantenimiento de la paz de la CEI y la parte georgiana, incluida la detención de camiones de la fuerza de mantenimiento de la paz de la CEI (véase párr. 17), la detención temporal de un soldado de la fuerza de mantenimiento de la paz de la CEI, la instalación de contadores de electricidad en los puestos de control de la fuerza de mantenimiento de la paz de la CEI y una manifestación de protesta por la presencia de la fuerza de mantenimiento de la paz de la CEI en Georgia.	0
Los esfuerzos en estos ámbitos, complementados por las actividades de los grupos de trabajo establecidos para aplicar los acuerdos alcanzados entre los Presidentes de la Federación de Rusia y Georgia en Sochi en marzo de 2003 (véase S/2003/412, párr. 5), tratan de abordar las preocupaciones acuciantes de las partes y, de esta forma, fomentar la confianza entre ellas con el objetivo último de entablar negociaciones sobre una solución política global del conflicto, utilizando como punto de partida el documento titulado "Principios básicos para la distribución de competencias entre Tiflis y Sujumi" y su carta de envío (véase S/2002/88, párr. 3).	1
Menos de la mitad de los 140 Estados que presentaron informes en virtud de la resolución 1455 (2003) indicaron qué medidas habían adoptado para restringir o regular la circulación de productos preciosos, y los que lo hicieron se refirieron generalmente sólo a los controles previstos en la legislación aduanera y fiscal.	1
60. En su resolución 1783 (2007), el Consejo de Seguridad pidió al Secretario General que siguiera adoptando las medidas necesarias para garantizar el pleno cumplimiento en la MINURSO de la política de tolerancia cero de las Naciones Unidas respecto de la explotación y los abusos sexuales.	0
Aunque existe una preocupación válida por no debilitar las sanciones o parecer "blandos" con el terrorismo, la mejora de los procedimientos de supresión de nombres de la lista reforzaría las sanciones al tiempo que añadiría equidad.	0
21. También ha habido informes persistentes de que helicópteros marfileños estaban estacionados en Guinea y que uno de los helicópteros destruidos en noviembre de 2004 por las fuerzas francesas había sido prestado por Guinea.	1
19. En cuanto a la prohibición de viajar, en virtud del párrafo 10 de la resolución 1807 (2008), el Consejo estableció exenciones para los viajes por motivos humanitarios, incluidas las obligaciones religiosas, para promover la paz y la reconciliación nacional y la estabilidad en la región y para el tránsito de personas que regresen al territorio del Estado de su nacionalidad o participen en los esfuerzos para llevar ante la justicia a los autores de violaciones graves de los derechos humanos o del derecho internacional humanitario.	1
53. INTERPOL también está creando el Sistema de Rastreo Electrónico de Armas de INTERPOL para ayudar a los organismos nacionales encargados de la aplicación de la ley a rastrear los movimientos y usos ilícitos de las armas de fuego.	1
9. En su resolución 22/13, el Consejo de Derechos Humanos instó al Gobierno de la República Popular Democrática de Corea a cooperar plenamente con la investigación de la comisión, a permitir el acceso sin restricciones de los miembros de la comisión para visitar el país y a proporcionarles toda la información necesaria para que puedan cumplir su mandato.	0
33. De conformidad con el Decreto Presidencial Nº 2004-236 por el que se movilizaban las fuerzas armadas nacionales y las instrucciones recibidas durante la reunión del 24 de marzo entre el Presidente, el Primer Ministro, los Ministros de Defensa y de Seguridad Interior, así como los jefes correspondientes de la policía nacional, la gendarmería y las FANCI, las fuerzas de seguridad se situaron en muchas zonas de la periferia de la ciudad, en particular en los lugares donde estaba previsto que tuvieran lugar concentraciones de protesta y manifestaciones.	0
Por primera vez desde el inicio de la crisis en 2012, dos trabajadores humanitarios murieron el 29 de mayo en la región de Tombuctú al chocar su vehículo contra un artefacto explosivo improvisado teledirigido. Dos vehículos de organizaciones no gubernamentales internacionales fueron secuestrados los días 8 y 9 de noviembre cerca de Ménaka (región de Gao).	0
Timor Oriental El 10 de mayo, el Representante Especial del Secretario General para Timor Oriental, Kamalesh Sharma, informó al Consejo en una sesión pública.	0
