en_es_TRANSFORMERS	MatCoop
64. El hecho de que los Estados y el Comité estén dispuestos a mantener las listas de ideólogos a pesar de la falta de efectos parece indicar una tendencia más amplia en la lucha contra el terrorismo, que consiste en equiparar los esfuerzos por capturar y detener a terroristas con los esfuerzos por impedir que otros se conviertan en terroristas en primer lugar.	1
Los acontecimientos recientes en la región refuerzan las preocupaciones expresadas sistemáticamente a la misión por sus interlocutores.	0
El régimen fue modificado en las resoluciones 1333 (2000) y 1390 (2002) para imponer tres medidas selectivas (congelación de activos, prohibición de viajar y embargo de armas) contra personas y entidades asociadas con los talibanes y Al-Qaida. Se dispone de exenciones a la congelación de activos y la prohibición de viajar El 17 de junio de 2011, el Consejo aprobó por unanimidad las resoluciones 1988 (2011) y 1989 (2011), que dividieron el régimen en dos, estableciendo un comité para Al-Qaida y otro para los talibanes.	0
Ø Instar a los órganos regionales o subregionales pertinentes a que elaboren y apliquen políticas, actividades y actividades de promoción en beneficio de los niños afectados por los conflictos armados.	0
h) Elaborar metodologías para mejorar la eficacia de la cooperación con los distintos Estados, las organizaciones subregionales, regionales e internacionales, los acuerdos multilaterales relativos a los controles de las exportaciones y las entidades pertinentes del sistema de las Naciones Unidas, y evaluar el nivel de cooperación entre los Comités establecidos en virtud de las resoluciones 1540 (2004), 1267 (1999) y 1373 (2001), evaluando, en particular, el nivel de intercambio de información y coordinación sobre las visitas a los países, y formular recomendaciones concretas, si procede, para aumentar la cooperación.	1
Exhortando a los Estados a que colaboren urgentemente para prevenir y reprimir los actos de terrorismo nuclear, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes, y mediante medidas apropiadas para reforzar el marco jurídico existente con miras a asegurar que los autores de delitos de terrorismo nuclear rindan cuentas efectivamente,	0
También abordó los peligrosos brotes de violencia en el Líbano entre las Fuerzas Armadas Libanesas y los pistoleros de Fatah al-Islam alrededor de los campamentos de refugiados palestinos.	0
21. También ha habido informes persistentes de que helicópteros de Côte d'Ivoire están estacionados en Guinea y de que Guinea ha prestado uno de los helicópteros destruidos en noviembre de 2004 por las fuerzas francesas.	1
Ambos gobiernos son asociados esenciales del Comité en sus esfuerzos por hacer que el régimen sea más eficaz y esté más centrado en la amenaza, y ofrecieron muchas sugerencias útiles, así como información detallada al Equipo sobre los acontecimientos recientes.	1
Por ejemplo, la Dirección Ejecutiva del Comité contra el Terrorismo ha trabajado extensamente con los Estados para fortalecer su capacidad de gestión de fronteras a fin de controlar los movimientos terroristas y su capacidad de justicia penal para hacer frente al blanqueo de dinero.	1
El intercambio operacional de información se ve obstaculizado por la falta de capacidad institucional y operacional y por los problemas lingüísticos.	1
La mayoría de los Estados de la subregión han promulgado leyes que regulan la importación y exportación de armas.	1
En un esfuerzo por contener el ébola, algunos países del África occidental cerraron sus fronteras y suspendieron los vuelos comerciales a los tres Estados más afectados, a saber, Guinea, Liberia y Sierra Leona. Côte d'Ivoire impuso restricciones de vuelo a los tres Estados el 10 de agosto, seguidas de un cierre de la frontera terrestre el 22 de agosto.	1
Celebrará su decimoséptima sesión plenaria en Dubai (Emiratos Árabes Unidos), paralelamente a la cuarta conferencia de los Emiratos Árabes Unidos sobre la lucha contra la piratería, en la última semana de octubre de 2014.	0
Nos preocupa profundamente el hecho de que la violencia en el Oriente Medio siga perpetrándose por una parte contra la otra, a pesar de la clara expresión de repugnancia ante esa situación por parte de la comunidad internacional y el Consejo de Seguridad.	0
Recordando la Declaración del Presidente del Consejo de Seguridad (S/PRST/2012/17), de 4 de mayo de 2012, sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
11. El Gobierno o las instituciones del Estado han emprendido o previsto otras investigaciones, entre ellas una investigación realizada por una comisión parlamentaria, una investigación realizada por el Ministerio de Derechos Humanos y una investigación realizada por el Ministerio de Justicia a través de una comisión nacional que debería establecerse en breve.	1
El Grupo de Trabajo 3, presidido por la República de Corea, apoyó los esfuerzos de los Estados, la industria marítima y los grupos de trabajadores para proteger a los buques de la piratería frente a las costas de Somalia.	1
Otra esfera en la que la Dirección Ejecutiva considera que es posible seguir trabajando es una mayor integración de los enfoques de derechos humanos en los programas de lucha contra el terrorismo.	1
En el contexto de la recodificación del derecho penal sustantivo, el Gobierno propuso que las personas jurídicas fueran penalmente responsables de una serie de delitos, incluidos los delitos de terrorismo y los relacionados con el terrorismo, como el blanqueo de dinero y la financiación del terrorismo.	1
La KFOR prosigue sus operaciones para prevenir la violencia étnica y proteger los lugares patrimoniales, y se mantiene vigilante para disuadir las posibles amenazas dirigidas contra las organizaciones internacionales y las bases militares.	1
1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Côte d'Ivoire, que amenazan gravemente la paz y la estabilidad en la región del África occidental;	0
El Consejo de Seguridad considera que los refugios seguros para terroristas siguen siendo una preocupación importante y reafirma la necesidad de que los Estados fortalezcan su cooperación para encontrar, negar refugio y llevar ante la justicia, sobre la base del principio de extraditar o juzgar, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugios seguros.	0
50. Recuerda su decisión de que, cuando el Estado proponente presente una solicitud de supresión de la Lista, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución terminará con respecto a esa persona, grupo, empresa o entidad después de 60 días, a menos que el Comité decida por consenso, antes de que finalice ese período de 60 días, que las medidas permanecerán vigentes con respecto a esa persona, grupo, empresa o entidad; siempre que, en los casos en que no exista consenso, el Presidente, a petición de un miembro del Comité, presente la cuestión de si suprimirá de la Lista a esa persona, grupo, empresa o entidad para que adopte una decisión al respecto en un plazo de 60 días; y siempre que, además, en caso de que tal solicitud, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución permanezca en vigor durante ese período con respecto a esa persona, grupo, empresa o entidad hasta que el Consejo de Seguridad decida la cuestión;	1
El Consejo alienta a las autoridades de Burundi a que colaboren con el Representante Especial del Secretario General para establecer un mecanismo que ponga fin a la impunidad y promueva la reconciliación.	1
Los organismos encargados de hacer cumplir la ley están bien estructurados y han establecido organismos, comités y dependencias especiales de lucha contra el terrorismo.	1
El Sr. Malik quería enviar oficiales de la UNPOL con el Coronel Reis para reunirse con el General de Brigada Ruak. El Coronel Reis se negó, creyendo que la presencia de más oficiales de policía con camisas azules agravaría la situación.	0
Es parte de un mantra que se repite constantemente ante este Consejo que ya no es cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las terribles dificultades que enfrentan las fuerzas israelíes para tratar de proteger a sus ciudadanos y reducir al mínimo los daños a la vida palestina cuando los terroristas a los que se enfrentan muestran tan poca preocupación por la vida palestina como lo hacen por la vida israelí.	0
La estrategia se centra en el valor que el Comité y su Dirección Ejecutiva añaden a la lucha mundial de las Naciones Unidas contra el terrorismo, informando a diversos destinatarios sobre las iniciativas del Comité y las actividades de la Dirección Ejecutiva en todo el mundo.	1
En julio de 2009 se celebrará un seminario para los Estados Miembros de la Comunidad del Caribe sobre la redacción de respuestas a los tres comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.	1
Además, la restricción eritrea afecta drásticamente a la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y sus operaciones, en la medida en que la continuación de la ocupación de pequeños puestos en lugares aislados -- que constituyen 18 de 40 lugares -- se ha vuelto insostenible y ya no es viable desde el punto de vista operacional.	0
El alcance de la contaminación por municiones en racimo es cada vez más evidente a medida que avanza la labor de Landmine Action.	1
Aliento al Gobierno del Iraq a que adopte rápidamente nuevas medidas prácticas para cumplir las obligaciones que le incumben en virtud del párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.	0
Por ejemplo, la misión de las Naciones Unidas de determinación de los hechos sobre el conflicto de Gaza utilizó las audiencias públicas como parte de su metodología de investigación para garantizar un proceso inclusivo, dar voz a las víctimas donde no habían sido escuchadas y apoyar sus derechos a la verdad y la justicia.	1
Financiación "El Consejo de Seguridad expresa su profunda preocupación por el hecho de que los yacimientos petrolíferos y la infraestructura conexa controlados por el EIIL, el FAN y, posiblemente, otras personas, grupos, empresas y entidades asociados con Al-Qaida, están generando una parte importante de los ingresos de los grupos, que apoyan sus esfuerzos de reclutamiento y fortalecen su capacidad operacional para organizar y llevar a cabo ataques terroristas.	0
Nos preocupa profundamente que, a menos que se ejerza una firme voluntad de todas las partes para reducir el terrorismo y la violencia, el proceso de paz no tenga éxito.	0
c) Hacer responsables a las personas o entidades jurídicas de los delitos relacionados con la financiación del terrorismo;	0
Los Estados Unidos instan a las autoridades de Haití a que cumplan su promesa de llenar las seis vacantes en el Tribunal Supremo del Tribunal de Casación antes del 3 de octubre de 2011.	0
94. Todos los Estados, salvo uno, que carece de información, han elaborado estrategias y estructuras institucionales para combatir el terrorismo, y existe una coordinación total o parcial entre los organismos encargados de hacer cumplir la ley que se ocupan de las cuestiones relacionadas con la lucha contra el terrorismo.	1
Además, el Fondo Monetario Internacional prestó apoyo presupuestario directo por valor de 60 millones de dólares en 2007 en el marco de su asistencia de emergencia después de los conflictos y lo mismo hará en 2008, incluso en apoyo de las elecciones y la rehabilitación social.	1
3. Asesinato de militares enemigos detenidos	0
La Comisión ha determinado, además, que los atacantes de las tres categorías han sido identificados por las víctimas y otros testigos como Janjaweed.	0
Llamó al Jefe en funciones de la Policía de Beirut, General Naji Mulaeb, le informó de la llamada del Sr. Nammar y le pidió que comprobara con el Magistrado Mezher si tenía conocimiento de esa decisión.	0
Este último elemento ha suscitado cierta preocupación entre los expertos en derechos humanos, incluido el anterior Relator Especial sobre la promoción y protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo, por considerar que podría ser excesivo pedir a los Estados que penalicen la promoción indirecta.	0
A nivel mundial, las donaciones de beneficencia son un recurso financiero indispensable, en particular para muchos Estados en desarrollo y para los Estados que han sufrido grandes desastres.	1
76. Prosiguieron los esfuerzos para reclutar a miembros de las comunidades minoritarias en el Cuerpo de Protección de Kosovo.	1
Ø Instar a los órganos regionales y/o subregionales pertinentes a que elaboren y apliquen políticas, actividades y actividades de promoción en beneficio de las mujeres y las niñas afectadas por los conflictos armados.	0
Existen varios instrumentos y planes de estabilización (STAREC, Estrategia Internacional de Apoyo a la Seguridad y la Estabilización, islas de estabilidad), pero parece faltar un enfoque común dentro del propio sistema de las Naciones Unidas.	1
El Consejo pide a la MONUC que siga vigilando las denuncias de violencia extrajudicial e informe al Consejo.	0
Encomendar a las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas autorizadas por el Consejo de Seguridad, cuando proceda y caso por caso, que contribuyan imparcialmente a la protección de la población civil, incluidas las que se encuentren bajo amenaza inminente de violencia física, dentro de sus zonas de operaciones.	0
159. El hecho de que en la comunidad internacional se haya desarrollado un conjunto de normas consuetudinarias que regulan los conflictos armados internos se ve confirmado por diversos elementos.	1
Además, el PNUD y la UNIPSIL ayudaron a preparar módulos de capacitación para la policía sobre una serie de cuestiones, incluida la ley electoral y las normas aplicables de profesionalidad en el desempeño de sus funciones.	1
266. Evidentemente, la cuestión de la proporcionalidad no se planteó cuando no había grupos armados presentes en la aldea, ya que el ataque estaba dirigido exclusivamente contra civiles.	0
En el comunicado conjunto se comprometía al Gobierno a aplicar una moratoria sobre las restricciones al acceso a toda la labor humanitaria en Darfur y a eliminar diversos obstáculos a la labor humanitaria.	1
Al concluir la reunión, el Comité aprobó un documento final orientado hacia el futuro en el que se instaba a todos los Estados Miembros a que garantizaran la tolerancia cero del terrorismo y a que adoptaran medidas urgentes para prevenir y combatir el terrorismo en todas sus formas y manifestaciones mediante la aplicación plena y efectiva de la resolución.	1
Además, el Equipo ha intercambiado información con los expertos del Comité 1540, los expertos de Somalia y Liberia, así como con las organizaciones no gubernamentales y académicas pertinentes.	1
14. Decide que los Estados Miembros, a fin de impedir que Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella obtengan, manipulen, almacenen, utilicen o traten de tener acceso a todo tipo de explosivos, ya sean explosivos militares, civiles o improvisados, así como a materias primas y componentes que puedan utilizarse para fabricar artefactos explosivos improvisados o armas no convencionales, incluidos (aunque no exclusivamente) los componentes químicos, las cuerdas detonantes o los venenos, adopten medidas apropiadas para promover el ejercicio de la vigilancia por sus nacionales, las personas sujetas a su jurisdicción y las empresas constituidas en su territorio o sujetas a su jurisdicción que participen en la producción, venta, suministro, compra, transferencia y almacenamiento de esos materiales, incluso mediante la emisión de buenas prácticas, y alienta además a los Estados Miembros a que compartan información, establezcan asociaciones y desarrollen estrategias y capacidades nacionales para contrarrestar los artefactos explosivos improvisados;	1
10. Decide que la prohibición de viajar impuesta en el apartado b) del párrafo 1 no se aplicará a las personas identificadas de conformidad con el párrafo 9 supra, cuando el Comité determine, caso por caso únicamente, que esa entrada o tránsito está justificada, decide además que toda exención de esa índole aprobada por el Comité sólo se concederá durante el período solicitado para cualquier viaje al lugar o lugares especificados, encomienda al Comité que adopte una decisión sobre todas esas solicitudes de exención, así como sobre las solicitudes de enmienda o renovación de exenciones previamente concedidas, o sobre una solicitud de cualquier Estado Miembro de revocar las exenciones previamente concedidas, dentro de los diez días siguientes a su recepción; y afirma que, a pesar de toda exención de la prohibición de viajar, las personas incluidas en la Lista siguen sujetas a las demás medidas indicadas en el párrafo 1 de la presente resolución;	1
4. La Dependencia de Inteligencia Financiera entró en funcionamiento a principios del decenio de 1990 y fue establecida mediante legislación promulgada para hacer frente a un problema cada vez mayor de blanqueo de dinero por parte de grupos delictivos organizados, y enmendada en 2002 para ocuparse de la represión de la financiación del terrorismo. Los "agentes de efectivo" están obligados a identificar a sus clientes, mantener registros de la identificación de los clientes y la actividad de la cuenta de clientes durante al menos siete años después del cierre de la cuenta, y a informar a la Dependencia de Inteligencia Financiera sobre transacciones en efectivo importantes (más de 7.000 dólares), transacciones sospechosas e instrucciones de transferencia de fondos hacia o fuera del país.	1
El Consejo espera con interés examinar el informe anual del Secretario General sobre la aplicación de su resolución 1820 (2008).	0
Además, el intercambio de información sobre la cooperación interinstitucional, las actividades de aplicación de la ley, la planificación voluntaria de la aplicación y los datos sobre el calendario fueron una de las medidas propuestas para mejorar la comprensión por el Comité de las medidas nacionales de aplicación de conformidad con la resolución 1540 (2004).	0
248. Muchos de los ataques terrestres y aéreos contra aldeas causaron la muerte indiscriminada de civiles.	0
La Dirección Ejecutiva también ha establecido relaciones particularmente estrechas con algunas organizaciones regionales y subregionales, en particular la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo en las Américas, el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados del África Occidental, el Programa de fomento de la capacidad de la Autoridad Intergubernamental para el Desarrollo contra el Terrorismo y la Comunidad del África Meridional para el Desarrollo en África; en Europa, el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa; el Foro de las Islas del Pacífico en el Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Asia Sudoriental en Asia.	1
Destacamos las trágicas consecuencias que esos mensajes tuvieron recientemente en otros lugares del continente.	0
Las amenazas terroristas a esta región son algo diferentes en su origen y naturaleza, pero sus efectos son similares.	0
Como consecuencia de ello, no hay cifras exactas sobre el número de armas pequeñas y armas ligeras actualmente en circulación en todo el mundo.	0
Tengo el honor de informarle de que he recibido del Gobierno del Pakistán una solicitud de que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra del Pakistán, Mohtarma Benazir Bhutto.	0
Este conflicto es también una guerra de información (manipulación y desinformación).	0
Decide por la presente, habiendo recibido la solicitud de [el Estado afectado], establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de genocidio y otras violaciones graves del derecho internacional humanitario cometidas en el territorio [del Estado afectado] y a los ciudadanos [del Estado afectado] responsables de genocidio y otras violaciones de ese tipo cometidas en el territorio de Estados vecinos entre [fechas]....	1
o El 27 de noviembre de 2014, aviones de combate del régimen atacaron la escuela Dar al-Salam en la ciudad de Raqqa, destruyendo parcialmente uno de los edificios escolares.	0
Insta a los órganos regionales y subregionales competentes, en particular, a que consideren la posibilidad de formular y aplicar políticas, actividades y actividades de promoción en beneficio de las mujeres y las niñas afectadas por la violencia sexual en los conflictos armados.	0
La Dirección Ejecutiva, en colaboración con los donantes y otras organizaciones asociadas pertinentes, intensificará sus enfoques regionales y subregionales para llevar a cabo iniciativas ya iniciadas o previstas en las esferas de la prevención del uso indebido del sector sin fines de lucro para financiar el terrorismo, el movimiento transfronterizo ilícito de efectivo y otros instrumentos negociables al portador, el aumento de la capacidad de lucha contra el terrorismo de los agentes de policía y los fiscales, el control y la gestión eficaces de las fronteras y la promoción de la cooperación entre las entidades subregionales pertinentes.	1
Exige que los grupos armados rebeldes pongan fin de inmediato a la violencia e insta a todas las partes a que reanuden el diálogo en el marco del acuerdo de Sirte de 25 de octubre de 2007.	0
Consideran a los serbios de Kosovo como instrumentos de Belgrado y, por lo tanto, como parte de una amenaza permanente para su futuro.	0
El nuevo Gobierno democrático del Pakistán ha heredado la imposición de problemas políticos, económicos y de seguridad.	0
Observando que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	0
La dirección clara de la labor del Comité y de su Dirección Ejecutiva requiere una orientación normativa claramente articulada en todas las esferas clave del mandato del Comité.	0
Además, Chile considera que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena de los ataques suicidas contra civiles únicamente.	0
Decide por la presente establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas].	0
Todos los Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo cuatro han aplicado plenamente esas medidas.	1
Ø Instar a los países que aportan contingentes y fuerzas de policía a que velen por la plena rendición de cuentas en los casos de EAE en que participe su personal y a que informen al Secretario General sobre las medidas adoptadas.	0
6. Subraya que está plenamente dispuesto a imponer medidas selectivas contra las personas designadas por el Comité de conformidad con los párrafos 9, 11 y 14 de la resolución 1572 (2004), que, entre otras cosas:	0
a) Aplique la legislación nacional aprobada sobre la lucha contra el terrorismo, teniendo presentes las normas internacionales de derechos humanos;	1
En los últimos años, los Estados de la subregión (por ejemplo, Bosnia y Herzegovina, Bulgaria y Serbia) han ratificado algunos de los instrumentos más recientes de lucha contra el terrorismo.	1
485. Es decepcionante que los comités se limitaran al delito de violación y no tramitaran los casos en que se denunciaron otras formas de abuso sexual, incluido el intento de violación.	0
153. La subregión ha avanzado considerablemente en el cumplimiento de la resolución 1373 (2001), en particular en la lucha contra la financiación del terrorismo y en la adopción de medidas relativas al control portuario y aeroportuario.	1
Todo el equipo se ha clasificado de conformidad con las normas establecidas por la Asamblea General y se ha puesto a disposición de otras misiones de mantenimiento de la paz una lista de equipo sobrante.	0
Alentar a las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas autorizadas por el Consejo de Seguridad, según proceda y caso por caso, a que impidan la apropiación y confiscación ilegales de tierras y bienes pertenecientes a refugiados y desplazados internos y garanticen la protección de los refugiados y desplazados internos que regresan.	1
Habiéndose reunido en Argel a instancias de Argelia en un esfuerzo constante por alinear más estrechamente las posiciones de los movimientos armados en el norte de Malí a fin de crear todas las condiciones para el éxito de las futuras negociaciones con el Gobierno de Malí,	1
No obstante, cabe señalar la calidad del apoyo prestado por las fuerzas francesas a la MINUSMA en varias esferas:	1
La adición de esos nombres demuestra además la continua preocupación del Comité por la amenaza que representan los talibanes para la paz y la seguridad internacionales.	0
Su evaluación se publica en informes bimensuales, práctica que ha contribuido a crear conciencia sobre los problemas de derechos humanos.	1
No todos los Estados han establecido el principio aut dedere aut judicare en el derecho interno de conformidad con las disposiciones de los instrumentos internacionales contra el terrorismo.	1
Sin embargo, a fin de asegurar la continuación de este amplio programa de actividades relativas a las minas, se ha solicitado financiación adicional de los donantes para 2008.	1
c) Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la Constitución, el sistema electoral, la policía y el poder judicial.	1
68. El Grupo examinó los movimientos de vuelos no programados desde y hacia Côte d'Ivoire, así como las estadísticas del tráfico aéreo a países vecinos, como Guinea, Malí, Burkina Faso y Ghana, y no identificó ningún vuelo sospechoso durante el período del embargo (a partir del 15 de noviembre de 2004).	1
La Ley penal del Sudán y la Ley de procedimiento penal no contienen disposiciones sustantivas y procesales que puedan aplicarse a la situación especial de los delitos cometidos durante un conflicto armado.	0
Al parecer, el 24 de enero de 2005, la ONUCI autorizó a las FACI a volar desde Yamoussoukro a la base aérea de Abidján su avión Mi-24 y un BAC 167 Strikemaster, después de que el equipo de observadores militares de las Naciones Unidas en Yamoussoukro los inspeccionara en busca de armas.	1
278. La Comisión también observa que en varias ocasiones Janjaweed ha atacado y matado específicamente a niños, entre ellos en Kailek y Surra, a los que se ha hecho referencia anteriormente, y ha recibido numerosos informes de asesinatos aleatorios o selectivos de niños, a veces en circunstancias horribles como la quema o la mutilación.	0
Dos Estados han tipificado como delito la financiación del terrorismo, mientras que otros cinco han introducido algunas disposiciones jurídicas para abordar la cuestión.	1
38. Debido a la estación de lluvias, las actividades relativas a las minas se suspendieron en gran medida hasta finales de septiembre, cuando comenzó la aplicación de la estrategia de educación sobre el riesgo de las minas, proyecto financiado por la Agencia Australiana para el Desarrollo Internacional (AusAID).	1
Prevención y eliminación del reclutamiento de niños soldados en violación del derecho internacional.	1
En su opinión, "un pueblo es un área pequeña, no fácil de dividir en secciones, por lo que todo el pueblo se convierte en un objetivo militar".	0
Reafirmando que no debe permitirse que los actos de terrorismo perturben la transición política y económica del Iraq, y reafirmando además las obligaciones que incumben a los Estados Miembros en virtud de la resolución 1618 (2005), de 4 de agosto de 2005, y otras resoluciones y convenciones internacionales pertinentes con respecto, entre otras cosas, a las actividades terroristas dentro y fuera del Iraq o contra sus ciudadanos,	0
En una nueva muestra de hostilidad, Hamas celebró su vigésimo séptimo aniversario desfilando 2.000 de sus combatientes armados y cohetes montados en camiones a través de Gaza.	0
El Consejo de Seguridad recuerda su apoyo a los esfuerzos del Secretario General por establecer el Tribunal Especial para el Líbano de manera oportuna, como medio de poner fin a la impunidad en el Líbano e impedir nuevos asesinatos en el Líbano.	0
Acojo con beneplácito las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada para tratar con el grupo armado y mejorar la protección de los civiles.	0
Uso terrorista de Internet para la instrucción de explosivos	0
En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, a la tercera generación) sobre la base del principio de culpabilidad por asociación.	0
Exhorta a [el Estado afectado a que facilite] el socorro internacional para el desastre humanitario mediante una moratoria de todas las restricciones que puedan obstaculizar la prestación de asistencia humanitaria y el acceso a las poblaciones afectadas.	1
En la medida de lo posible, los gobiernos colaboran con sus territorios para alentarlos a redactar las leyes nacionales de lucha contra el terrorismo apropiadas, pero en muchos casos es necesario mejorar esos marcos.	1
Se ha creado un equipo ampliado de asesores de la MPUE para prestar apoyo y asesoramiento especializado en cuestiones policiales.	1
Tras una minuciosa investigación, el Gobierno de los Estados Unidos determinó que Ahmed Abu Khattalah era una figura clave en esos ataques armados.	1
Los ancianos del clan y las autoridades kenianas intervinieron a mediados de agosto para ayudar a resolver la disputa.	1
La Organización Internacional para las Migraciones siguió apoyando el desarrollo del servicio de migración de la policía nacional mediante un amplio programa de fomento de la capacidad, proporcionando apoyo jurídico técnico para revisar la legislación de inmigración y asilo y ayudando a establecer un sistema de información sobre gestión de fronteras.	1
31. Alienta a los Estados a que presenten solicitudes de supresión de nombres de las listas de personas cuya muerte se haya confirmado oficialmente, en particular cuando no se ha identificado ningún activo, y a que presenten solicitudes de supresión de nombres de las listas, y a que, al mismo tiempo, adopten todas las medidas razonables para asegurar que los bienes que habían pertenecido a esas personas o entidades no hayan sido o no vayan a ser transferidos o distribuidos a otras personas, grupos, empresas y entidades incluidos en la Lista relativa a las sanciones contra Al-Qaida;	1
El Consejo de Seguridad subraya la necesidad de que los Estados Miembros en situaciones posteriores a conflictos, en consulta con, entre otras cosas, la sociedad civil, incluidas las organizaciones de mujeres, aborden las necesidades y prioridades específicas de las mujeres y las niñas en sus estrategias nacionales para mejorar sus condiciones socioeconómicas, su participación en actividades generadoras de ingresos y su acceso a la educación y a los servicios básicos.	1
Las milicias siguen atacando, alegando que no forman parte de ningún acuerdo, y el Gobierno no las ha detenido.	0
c) Refuerce los programas de supervisión judicial de las actividades policiales y promueva el diálogo continuo con los mecanismos internacionales y regionales pertinentes con miras a asegurar el cumplimiento de las obligaciones internacionales en materia de derechos humanos en el contexto de la lucha contra el terrorismo.	1
En primer lugar, la Corte se estableció teniendo en cuenta los crímenes que podrían amenazar la paz y la seguridad.	1
La MONUSCO siguió prestando asistencia técnica para examinar los expedientes de los presos a fin de determinar los casos de detención preventiva prolongada a la atención de las autoridades judiciales, con el fin de reducir el hacinamiento en las cárceles.	1
1. Exhorta a los Estados a que renueven su compromiso de prevenir y combatir el genocidio y otros delitos graves con arreglo al derecho internacional, reafirma los párrafos 138 y 139 del Documento Final de la Cumbre Mundial 2005 (A/60/L.1) sobre la responsabilidad de proteger a las poblaciones del genocidio, los crímenes de guerra, la depuración étnica y los crímenes de lesa humanidad, y subraya la importancia de tener en cuenta la experiencia adquirida en el genocidio contra los tutsis de 1994 en Rwanda, durante el cual también murieron hutus y otros que se opusieron al genocidio;	0
421. La función de la policía en el conflicto actual dista mucho de ser clara.	0
Reconociendo que el fortalecimiento de las instituciones nacionales de derechos humanos y el respeto de los derechos humanos, las debidas garantías procesales, la lucha contra la delincuencia y la violencia sexual y de género, y el fin de la impunidad son esenciales para garantizar el estado de derecho y la seguridad en [el país afectado],	1
a) La distinción entre combatientes y civiles y la protección de los civiles, en particular contra la violencia contra la vida y la persona, en particular el asesinato (esta norma se reafirmó en algunos acuerdos concertados por el Gobierno del Sudán con los rebeldes);	0
Por su parte, dirigentes y partidarios del Gobierno acusaron al MPCI y a otros "movimientos rebeldes" de utilizar fuerzas extranjeras y cometer atrocidades, en particular el asesinato de docenas de miembros de la gendarmería en Bouaké.	0
Independientemente del motivo, si la intención de los atacantes hubiera sido aniquilar al grupo, no habrían perdonado a uno de los hermanos.	0
Algunos miembros exhortaron al Consejo a que contribuyera más a los esfuerzos para que las partes regresaran a las negociaciones con miras a la solución biestatal y dijeron que los asentamientos israelíes socavaban las perspectivas de paz.	0
Advirtió que existía el riesgo de que invitar a un Grupo de Amigos, incluidos los no miembros del Consejo, a participar en el proceso de adopción de decisiones del Consejo pudiera causar ineficiencias.	0
158. El Equipo ha promovido aún más la labor del Comité mediante presentaciones en la Facultad de Derecho de la Universidad de Columbia y debates con instituciones académicas en la esfera de la lucha contra el terrorismo, como el Cuarto Proyecto de Evaluación de la Libertad contra el Terrorismo, el Instituto Watson de la Universidad Brown y otras instituciones terciarias.	0
Un soldado sufrió una lesión leve en el dedo como resultado de una explosión de granada.	0
En África occidental, la UNOWA ha desempeñado un papel destacado en apoyo de los esfuerzos por aplicar el Plan de Acción Regional de la Comunidad Económica de los Estados de África Occidental para hacer frente al creciente problema del tráfico ilícito de drogas, la delincuencia organizada y el uso indebido de drogas en África occidental.	0
La capacidad de impedir que los terroristas se organicen y circulen libremente a través de los territorios de los Estados Miembros de la subregión (especialmente en el Sahel) depende no sólo de la eficacia de la cooperación bilateral y subregional, sino también de las medidas adoptadas para establecer los mejores códigos y prácticas internacionales relacionados con la aplicación de la ley y el control fronterizo y de la protección y vigilancia eficaces de las fronteras, las costas y las regiones del interior.	1
Cuatro Estados han establecido dependencias especializadas en la lucha contra el terrorismo encargadas de hacer cumplir la ley y tres han adoptado medidas en ese sentido.	0
