en_es_GOOGLE	MatConf
23. África Oriental ha sido víctima del terrorismo en el pasado y existe un alto nivel de amenaza terrorista debido a la continua inestabilidad política.	1
101. Desde noviembre de 2004, el Gobierno de Côte d&#39;Ivoire ha tratado de reparar, mantener y reconstruir la FACI como una declaración política de que el poder aéreo proporciona al Gobierno una ventaja militar que las FN no tienen.	1
Por lo tanto, los Estados de Asia central se enfrentan a una grave amenaza terrorista transnacional que requiere respuestas regionales concertadas y coordinadas.	1
18. Gulbuddin Hekmatyar (QI.H.88.03) es visto principalmente como una amenaza a la paz y la seguridad del Afganistán.	0
En una muestra adicional de hostilidad, Hamas celebró su vigésimo séptimo aniversario haciendo desfilar a 2.000 de sus combatientes armados y cohetes montados en camiones a través de Gaza.	1
Sin embargo, en mi opinión, la respuesta a esto no es que se deba gastar menos en tribunales híbridos, sino que se debe prestar más atención y financiación a los sistemas de justicia nacionales posconflicto en su conjunto.	0
La región tiene una baja presencia e influencia de fuerzas militantes opositoras, incluso si estas fuerzas utilizan rutas de transporte y dependen de refugios en la provincia de Farah.	0
Recordando las conclusiones del informe final (S/1994/1405) de la Comisión de Expertos, establecida en virtud de la resolución 935 (1994) del Consejo de Seguridad, entre las que figuraba que &quot;existen pruebas abrumadoras que demuestran que los actos de genocidio contra el grupo tutsi fueron perpetrados&quot;, y señalando que durante el genocidio, los hutus y otros que se oponían a él también fueron asesinados,	1
:: 14 de febrero de 2005, Rafik Hariri y otras 22 personas mueren en una explosión masiva en una zona costera del centro de Beirut.	1
17. Creemos que, en conjunto, las medidas anteriores proporcionan la base para un enfoque estratégico para fortalecer las fuerzas en favor de la paz en Somalia. Este enfoque complementaría las medidas ya adoptadas por el Consejo para contener el conflicto.	0
Aunque los partidos de Costa de Marfil no han respondido formalmente a las propuestas del Facilitador, las propuestas han formado la base para la discusión del grupo de trabajo que está desarrollando el marco para la reunificación de las fuerzas armadas.	0
▪ Salah Suliman Ayyash, conductor de 33 años de la organización médica Al Ihya en Rif Dimashq, fue asesinado por fuerzas del régimen cuando intentaba entrar en Zibdeen el 27 de noviembre de 2014.	1
Desde entonces, las autoridades de Kivu del Norte han arrestado a varias personas con presuntas conexiones con el Sr. Nkunda.	1
Subrayando que mejorar el diálogo y ampliar el entendimiento entre civilizaciones, en un esfuerzo por prevenir ataques indiscriminados contra diferentes religiones y culturas, y abordar los conflictos regionales no resueltos y toda la gama de cuestiones globales, incluidas las cuestiones de desarrollo, contribuirá a la cooperación internacional, que al es necesario para sostener la lucha más amplia posible contra el terrorismo,	0
Algunos informes han dado a entender, y unos pocos han determinado, que los elementos del crimen de genocidio están presentes en las pautas y la naturaleza de las violaciones cometidas por el Gobierno y sus milicias.	1
También abordó los peligrosos brotes de violencia en el Líbano entre las Fuerzas Armadas Libanesas y los pistoleros de Fatah al-Islam alrededor de los campos de refugiados palestinos.	1
Describe cuestiones de interés y concluye con la insistencia de las mujeres somalíes a que la comunidad internacional plantee cuestiones de género, incluso ante los líderes somalíes.	0
Las circunstancias de los asesinatos siguen sin estar claras.	1
Los repetidos ataques contra diplomáticos internacionales en Bengasi y Trípoli demuestran esa presencia.	1
La MONUSCO está planificando y preparando operaciones militares contra las FDLR, teniendo en cuenta el carácter disperso del grupo y su inmersión en la población local.	1
La comisión trabajó durante dos años, durante los cuales identificó más de 800 lugares de detención, unos 50.000 casos de tortura y 200.000 muertes, y unos 2 millones de personas desplazadas como resultado de la depuración étnica, y llevó a cabo una amplia investigación sobre violaciones sistemáticas, incluidas más de 500 declaraciones juradas de víctimas que identificaron a sus perpetradores.	1
Según informes, el 4 de septiembre el LRA atacó aldeas bodo y nahua en Ecuatoria Occidental, matando a ocho y secuestrando a dos niños, uno de los cuales escapó más tarde.	1
19. La Liga de Jóvenes Comunistas parece haber absorbido a muchos miembros de las milicias disueltas del PCN-M. Muchos niños reclutados durante la campaña de reclutamiento posterior al alto el fuego de 2006 no se unieron al ejército maoísta.	1
El Consejo de Seguridad condena todos los actos de violencia y otras formas de intimidación dirigidas deliberadamente al personal humanitario, así como los ataques al personal de mantenimiento de la paz.	0
El jeque Yusuf Indohaadde trasladó a miembros de la milicia del aeródromo de Baledogle a posiciones al noreste de Jowhar.	1
Dado que, según informes, se utilizaron SA-7 para atacar aviones de pasajeros israelíes en la vecina Kenia en noviembre de 2002, esta información merece preocupación.	1
334. Se han denunciado las siguientes tendencias: En primer lugar, durante los ataques a las aldeas se produjeron agresiones deliberadas contra mujeres y niñas, incluidas violaciones en grupo. En segundo lugar, mujeres y niñas fueron secuestradas, recluidas durante varios días y violadas repetidamente durante ese tiempo. En tercer lugar, las violaciones y otras formas de violencia sexual continuaron durante la huida y los desplazamientos posteriores, incluso cuando las mujeres abandonaron las ciudades y se dirigieron a los lugares de desplazados para recoger madera o agua.	1
Una vez más tenemos que afirmar que la violencia que ha estallado en el distrito de Gali es una consecuencia lógica de la escalada de la situación de graves violaciones de los derechos de la población pacífica por parte del régimen abjasio, que incita al contrabando de armas y drogas.	1
Sin embargo, a pesar de esta mayor presencia, la temporada de cosecha de avellanas provocó un aumento de las actividades delictivas, incluidos 3 tiroteos, 1 asesinato, 4 secuestros y 40 robos a mano armada.	1
15. Durante todo el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de las milicias continuaron cometiendo violaciones de los derechos humanos contra la población local en zonas donde la MONUC o las FARDC no estaban presentes.	1
Financiación &quot;El Consejo de Seguridad expresa su profunda preocupación por el hecho de que los yacimientos petrolíferos y la infraestructura conexa controlados por el EIIL, el FAN y potencialmente otras personas, grupos, empresas y entidades asociados con Al-Qaida estén generando una parte importante de los ingresos de los grupos, que sustentan su reclutamiento. esfuerzos y fortalecer su capacidad operativa para organizar y llevar a cabo ataques terroristas.	1
Parece más probable que el cambio real provenga de protestas populares que de actos encubiertos de violencia.	1
Apoyar a las organizaciones de mujeres en las comunidades donde se despliegan fuerzas de paz para aumentar la conciencia sobre el VIH/SIDA y fortalecer las estrategias de prevención de la comunidad.	0
36. En otros casos, las misiones políticas especiales del Consejo han desempeñado un papel importante al ayudar a los Estados a reducir el espacio estratégico otorgado a los grupos terroristas mediante su participación en la delincuencia transfronteriza.	0
&quot;El Consejo de Seguridad pide al Secretario General que redoble sus esfuerzos para garantizar el fortalecimiento de las capacidades del Mecanismo de Vigilancia y Presentación de Informes con miras a la aplicación de la resolución 1882 (2009) para permitir una pronta promoción y una respuesta eficaz a todas las violaciones y abusos cometidos contra los niños, entre otras cosas, garantizando que todos los organismos pertinentes de las Naciones Unidas ayuden activamente a recopilar información precisa, objetiva, fiable y verificable sobre los actos de violación y otros actos de violencia sexual cometidos contra los niños, y también garantizando sinergias y evitando superposiciones entre las entidades pertinentes de las Naciones Unidas, a nivel de la sede y de los países, como se solicita en las resoluciones 1882 (2009) y 1888 (2009).	0
Se cree que estas milicias operan principalmente bajo una estructura de gestión tribal.	1
Medidas iniciales 39. Para resolver un delito de esta magnitud se requiere una fuerte capacidad de gestión, funciones claras, coordinación y acceso a competencia, mano de obra, equipo y medios de asistencia suficientes.	0
El Representante Especial dijo que los recientes avances territoriales contra ISIL demostraban que la estrategia, con apoyo militar internacional, estaba avanzando.	1
11. En teoría, cualquier importación de armas ligeras debe contar con una exención por parte de la CEDEAO en Abuja.	1
28. Siguieron consolidándose las relaciones entre la República Democrática del Congo y los países vecinos de la región de los Grandes Lagos. El 21 de enero, los Ministros de Defensa de Burundi, la República Democrática del Congo y Ruanda adoptaron un proyecto de protocolo de la Comunidad Económica de los Países de los Grandes Lagos (CEPGL) sobre defensa y seguridad mutuas. El proyecto de protocolo prevé mecanismos comunes para el control fronterizo y un acuerdo para interceptar a los combatientes de grupos armados que huyen a través de sus fronteras.	0
Dicha estrategia se centra en cómo pueden dirigirse las defensas del Estado contra el terrorismo para proteger las infraestructuras críticas y a los ciudadanos, y cómo respondería el Estado a un ataque terrorista con miras a mitigar los efectos de tal incidente, ayudar a las víctimas y restablecer el orden público. .	1
También se prohibió la participación activa de los veteranos de guerra en futuras ceremonias y se está reescribiendo el libro de reglas para futuras ceremonias.	1
Este ataque, que tuvo lugar el día de una ceremonia de repatriación de nueve cascos azules de la MINUSMA desde Níger, a la que asistió Hervé Ladsous, Secretario General Adjunto de las Naciones Unidas para Operaciones de Mantenimiento de la Paz, es un acto de provocación perpetrado por terroristas que buscan sembrar miedo y desorden en las filas de la Misión.	1
Sin embargo, en muchas zonas del país no hay capacidad de detención ni tribunales en funcionamiento, lo que obliga a las autoridades encargadas de hacer cumplir la ley a liberar a los perpetradores presuntamente peligrosos o solicitar que los contingentes de la MONUC confinan a los sospechosos por razones de seguridad y protección de los civiles.	1
A pesar de los informes que indicaban la existencia de grupos armados a lo largo de la frontera entre el estado de Bahr El Ghazal Occidental y Darfur Meridional, la UNMIS no pudo realizar una evaluación de esas zonas debido a la falta de garantías de seguridad del ELPS.	1
Esa restricción deberá permanecer vigente mientras la participación en dicho viaje genere la obligación de informar sobre asuntos sustantivos.	1
328. Con respecto a las pautas específicas del desplazamiento, la Comisión observa que parece que uno de los objetivos del desplazamiento estaba vinculado a la política contrainsurgente del Gobierno, a saber, eliminar la base de apoyo real o potencial de los rebeldes.	1
Los Estados miembros presentaron información durante la revisión que dará lugar a un total de 465 propuestas de enmiendas a la Lista (y cambios a 217 resúmenes narrativos de los motivos de la inclusión).	0
A primera hora de la mañana del 11 de julio, hombres armados desconocidos irrumpieron en la casa de Abdul Qadir Yahya, un veterano activista por la paz y alto miembro del Centro de Investigación y Diálogo, y lo asesinaron.	1
Como resultado, 1.045 soldados murieron, 1.452 resultaron heridos y, junto con ellos, 692 civiles heridos.	1
5. 6 de octubre de 2012 (Yayladağı/Hatay): A las 14.30 horas, una granada de mortero cayó dentro de la zona de responsabilidad del puesto fronterizo militar de Belengöz.	1
Los participantes en el foro iniciaron un proceso de identificación de elementos para una estrategia nacional sobre la participación de las mujeres en la resolución de conflictos.	0
Según el informe de una comisión ad hoc creada para evaluar las pérdidas y los daños causados durante el levantamiento popular, unas 29 personas murieron y 625 resultaron heridas en las protestas.	1
Desde enero, la MONUSCO ha documentado más de 100 incidentes denunciados contra miembros y partidarios de la oposición política, periodistas y defensores de los derechos humanos.	1
Las mujeres y la prevención y resolución de conflictos Exhorta a todas las partes interesadas a garantizar que la protección de las mujeres y los niños se aborde en la implementación del [acuerdo político], así como en las fases de reconstrucción y recuperación posconflicto, incluido el seguimiento y la presentación de informes continuos. de la situación de las mujeres y los niños.	0
Por lo tanto, su actividad cubre sólo un aspecto de lo que sería un proceso integral de justicia posconflicto.	0
Turquía seguirá ejerciendo sus derechos que emanan del derecho internacional en pleno cumplimiento de las normas y reglamentos establecidos, a fin de proteger a sus ciudadanos y sus fronteras nacionales.	1
Se produjo un enfrentamiento que provocó que la policía acudiera al lugar y se lanzaran gases lacrimógenos.	1
35. Durante el período que abarca el informe continuaron los incidentes de seguridad relacionados con las restricciones a la circulación de la UNMIS en el Sudán meridional.	1
Acogiendo con beneplácito los resultados de la Jirga Consultiva de Paz celebrada el 6 de junio de 2010, en la que participaron 1.600 delegados afganos, que representaban una amplia muestra representativa de todos los grupos étnicos y religiosos afganos, funcionarios gubernamentales, eruditos religiosos, líderes tribales, la sociedad civil y refugiados afganos residentes en Irán y Pakistán, discutieron el fin de la inseguridad y desarrollaron un plan para una paz duradera en el país,	0
No debemos subestimar la amenaza que plantean en el Afganistán las actividades desestabilizadoras de los talibanes y Al Qaeda.	0
De los 238 ataques del régimen en Alepo, sólo 14 han tenido como objetivo a ISIS.	1
En otro caso, los Janjaweed atacaron la aldea de Mallaga en octubre de 2004. Dieciocho hombres murieron y cuatro hombres y dos mujeres resultaron heridos.	1
285. En algunos Estados, las definiciones vagas o demasiado amplias de delitos terroristas siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001).	1
Esta es una obligación internacional que los Estados deben cumplir para garantizar justicia a las víctimas de estos deplorables hechos.	0
En su exposición informativa ante el Consejo en diciembre de 2005 y junio de 2006, el Secretario General Adjunto Gambari describió las graves condiciones humanitarias y de derechos humanos en Birmania, incluida la detención de más de 1.100 prisioneros políticos, así como la salida de Birmania de refugiados, drogas y , VIH/SIDA y otras enfermedades.	1
Como se mencionó anteriormente, la Comisión ha recopilado material sustancial y confiable que tiende a mostrar la ocurrencia de matanzas sistemáticas de civiles pertenecientes a tribus particulares, de causar en gran escala lesiones corporales o mentales graves a miembros de la población pertenecientes a ciertas tribus y de imposición masiva y deliberada a esas tribus de condiciones de vida que provocan su destrucción física total o parcial (por ejemplo, destruyendo sistemáticamente sus aldeas y cultivos, expulsándolos de sus hogares y saqueando su ganado).	1
Instar a las organizaciones humanitarias y de desarrollo a que tomen medidas apropiadas para prevenir la EAS por parte de su personal, incluida la capacitación de concientización previa al despliegue y en el teatro de operaciones y, en el caso de los actores de las Naciones Unidas, para promover y garantizar el cumplimiento, incluso por parte del personal civil de las fuerzas de mantenimiento de la paz de las Naciones Unidas. y otras misiones pertinentes, con el Boletín del Secretario General sobre medidas especiales de protección contra la explotación y el abuso sexuales (ST/SGB/2003/13).	0
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	0
&quot;El Consejo de Seguridad reitera su apoyo al establecimiento de un Grupo Central para mantener la movilización de la comunidad internacional, aumentar las consultas entre las principales partes interesadas para mejorar la coordinación y eficacia de la asistencia a Haití y contribuir a la definición de un estrategia de desarrollo a largo plazo encaminada a promover una paz y una estabilidad duraderas en ese país.	0
También se iniciaron actividades de extensión a la sociedad civil y empresas privadas, centrándose en la posible asistencia técnica y su papel en la implementación de la lucha contra el terrorismo.	0
La labor de organizaciones como la UNESCO, el PNUD y la Alianza de Civilizaciones de las Naciones Unidas que se centran en la prevención de conflictos, la construcción de una cultura de paz, la erradicación de la pobreza y la promoción del desarrollo sostenible y la inclusión social a través de la educación, la cultura y la comunicación en África se ha vuelto fundamental.	0
La razón es que el régimen de sanciones del Consejo de Seguridad, que sigue siendo el único vehículo para una acción verdaderamente global contra las amenazas gemelas de Al-Qaida y los talibanes, sigue adoleciendo de dos debilidades principales: las limitaciones de la Lista Consolidada y la falta de de participación de los Estados miembros.	1
Es esencial buscar enfoques creativos que puedan impedir que los terroristas en las economías basadas en el efectivo adquieran fondos, ya sea en forma de efectivo, mediante el contrabando de bienes o mediante la manipulación ilícita de transacciones basadas en el comercio.	0
Además de las 12 personas que figuran en la Lista como muertas, el Equipo tiene conocimiento de otras siete personas que su Estado de residencia o ciudadanía ha notificado como muertas al Comité, al Equipo o a INTERPOL, y otras 13 cuyas muertes han sido registradas Se ha informado en fuentes abiertas pero aún no se ha notificado oficialmente al Comité o al Equipo.	1
Condenamos enérgicamente los ataques criminales que el grupo terrorista Boko Haram continúa perpetrando en el norte de Nigeria y en los países vecinos.	0
La amenaza a la seguridad y la estabilidad del Afganistán que plantean los terroristas, los delincuentes y quienes participan en el tráfico ilícito de drogas es real y es necesario abordarla continuamente.	0
Muchos interlocutores afirmaron que algunos países vecinos desempeñaban un papel desestabilizador.	0
Declaró que los campamentos de desplazados internos se utilizaban ahora como lugares desde donde lanzar ataques contra el Gobierno.	1
195. Reconociendo la importancia de la subregión como zona de &quot;tránsito&quot;, la mayoría de los Estados han promulgado leyes sobre asilo, movimiento de viajeros y prevención y represión del movimiento transfronterizo de terroristas.	0
9. Con respecto a los acuerdos militares Nos. 2 y Nos. 3, las partes continuaron brindando un alto nivel de cooperación a la MINURSO en el marcado y eliminación de minas y municiones sin detonar.	0
En este sentido, nos preocupa especialmente la continua falta de avances en las áreas de libertad de movimiento de las minorías, retornos sostenibles y representación relevante de las minorías en las estructuras gubernamentales y en el sector público en su conjunto.	0
A ese respecto, otro participante, señalando los crecientes costos de las operaciones de mantenimiento de la paz, lamentó la falta de experiencia militar del Consejo.	0
Los soldados, que estaban armados con armas M16 y granadas propulsadas por rifles, fueron entonces objeto de intenso fuego con armas automáticas desde el este. Respondieron con intenso fuego, incluido el lanzamiento de varias granadas, y fueron reforzados por soldados de las F-FDTL durante todo el día.	1
14. Solicita al Grupo de Expertos que siga investigando la financiación y el papel de los grupos armados, militares y políticos en los ataques contra el personal de la UNAMID en Darfur, y observa que las personas y entidades que planifican, patrocinan o participan en esos ataques constituyen una amenaza para estabilidad en Darfur y, por tanto, puede cumplir los criterios de designación previstos en el párrafo 3 c) de la resolución 1591 (2005);	0
De conformidad con su mandato, el informe establece los hechos y circunstancias pertinentes a los incidentes del 28 y 29 de abril y del 23 al 25 de mayo y otros acontecimientos o cuestiones conexos que contribuyeron a la crisis; aclara la responsabilidad por los hechos y recomienda medidas de rendición de cuentas.	0
Documentar las mejores prácticas sobre cuestiones temáticas y áreas funcionales; revisiones documentales y talleres sobre mejores prácticas; establecer una red electrónica de aprendizaje e intercambio de información entre asesores de género.	0
Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas para extraer información sobre los rebeldes, como castigo o para aterrorizar a la población.	1
En el presente informe se analizan diversos aspectos de la cuestión de las armas pequeñas, haciendo hincapié en los efectos negativos que las armas pequeñas ilícitas tienen en la seguridad, los derechos humanos y el desarrollo social y económico, en particular en zonas de crisis y en situaciones posteriores a conflictos.	1
Además, debido a la alta incidencia de matrimonios mixtos, difícilmente se les puede distinguir en su apariencia física de los miembros de las tribus que supuestamente los atacaron.	1
24. El período de la Administración de Transición de las Naciones Unidas en Timor Oriental (UNTAET) fue de grandes cambios.	0
En Kenia, 160 presuntos piratas han sido procesados y 4 siguen siendo juzgados.	1
Incorporación del análisis de género en la evaluación de las necesidades posteriores al conflicto y en la capacitación conexa. Se puso a prueba una evaluación de las necesidades posteriores a los conflictos que tiene en cuenta las cuestiones de género.	0
49. Durante el período de hambruna, se utilizó el adoctrinamiento ideológico para mantener el régimen, a costa de agravar gravemente el hambre y la inanición.	1
Facilitó una iniciativa con el Centro Africano para mejorar el uso de bases de datos internacionales por parte de los países del Sahel a fin de fortalecer la coordinación, el intercambio de información y la cooperación entre la policía y las autoridades fronterizas.	0
&quot;El Consejo de Seguridad recuerda el compromiso del Gobierno del Chad, esbozado en la carta enviada al Presidente del Consejo de Seguridad de fecha 7 de septiembre de 2010 (S/2010/470), de asumir la plena responsabilidad por la seguridad y la protección de la población civil población del este del Chad, incluidos los refugiados, los desplazados internos, los repatriados y las comunidades de acogida, con especial atención a las mujeres y los niños, el personal y los activos humanitarios y de las Naciones Unidas, de conformidad con sus obligaciones en virtud del derecho internacional humanitario, los derechos humanos y el derecho de los refugiados.	0
Dos civiles mueren, cuatro personas resultan heridas por arma de fuego y dos personas sufren otras heridas graves.	1
60. Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debe abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de una presencia suficiente en todos los distritos y unidades para proporcionar seguimiento, asesoramiento, capacitación, tutoría y apoyo según sea necesario para el desarrollo continuo de capacidades y el desarrollo institucional de la policía nacional.	0
Se cometieron violaciones y delitos de violencia sexual, pero no fueron lo suficientemente generalizados ni sistemáticos como para constituir un crimen de lesa humanidad.	1
El Gobierno y el equipo de las Naciones Unidas en el país, con aportaciones del Banco Mundial, prepararon un folleto sobre los Objetivos, en el que se esboza la situación actual de Timor-Leste y se exponen las implicaciones políticas para el logro de metas e indicadores.	0
Este es el séptimo informe del Equipo de Apoyo Analítico y Vigilancia de Sanciones desde su creación en marzo de 2004; algunos de los temas son familiares y pocos son completamente nuevos.	0
Si bien las medidas contra la piratería siguen resultando eficaces, la comunidad internacional debe seguir apoyando al Gobierno de Somalia en sus esfuerzos por cumplir sus compromisos, como se describe en Visión 2016 y el Pacto de Somalia.	0
o) Cooperar estrechamente con los órganos pertinentes de las Naciones Unidas contra el terrorismo para proporcionar información sobre las medidas adoptadas por los Estados Miembros en relación con los secuestros y la toma de rehenes para pedir rescate por Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella, y sobre tendencias y novedades relevantes en esta área;	0
En la mayoría de los casos, las víctimas señalaron a los Janjaweed como autores de violencia sexual; sin embargo, en varios incidentes presuntamente participaron soldados del Gobierno que actuaban junto con los Janjaweed.	1
Mientras los ataques aéreos del régimen bombardeaban zonas civiles, las fuerzas armadas sirias han desplegado asedios en ciudades enteras.	1
Otros grupos incluidos en la lista, como Lashkar-e-Tayyiba (LeT) (QE.L.118.05), entrenan y reclutan a sus propios agentes en zonas bajo control de los talibanes de Pakistán.	1
No obstante, el Afganistán sigue enfrentando desafíos en su esfuerzo por lograr la estabilidad y el desarrollo. Entre ellos, los más importantes son la situación de seguridad, el empeoramiento de la situación humanitaria, los desafíos al estado de derecho y los derechos humanos, y la violencia continua que ha provocado víctimas civiles, que siguen aumentando.	0
El grupo ha explotado la porosa frontera entre Nigeria y Camerún y ha secuestrado a ciudadanos extranjeros en Camerún.	1
o El 29 de noviembre de 2014, aviones de combate del régimen lanzaron dos misiles contra la mezquita Nawawi en la ciudad de Raqqa, matando a 11 personas, entre ellas un niño, e hiriendo a otras 16.	1
Además, el PNUD y la UNIPSIL ayudaron en la preparación de módulos de capacitación para la policía sobre una variedad de cuestiones, incluida la ley electoral y las normas aplicables de profesionalismo en el desempeño de sus funciones.	0
Además, entre el 27 de septiembre de 2003 y mayo de 2004, los Janjaweed atacaron persistentemente siete aldeas cercanas a Nyala.	1
Al expresar su profunda solidaridad con las víctimas del terrorismo y sus familias, destaca la importancia de ayudar a las víctimas del terrorismo y brindarles a ellas y a sus familias apoyo para afrontar su pérdida y su dolor, reconoce el importante papel que desempeñan las redes de víctimas y supervivientes para contrarrestar terrorismo, incluso denunciando con valentía las ideologías violentas y extremistas y, en este sentido, acoge con beneplácito y alienta los esfuerzos y actividades de los Estados Miembros y del sistema de las Naciones Unidas, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) en este ámbito,	0
94. A pesar de los recientes avances, las limitaciones logísticas, políticas y de seguridad harán extremadamente difícil la desmovilización y reintegración previstas de 180.000 excombatientes antes de que finalice el período del Acuerdo General de Paz.	1
89. Si bien los Estados de la subregión cuentan con la legislación y las instituciones necesarias para combatir el contrabando de personas, armas y explosivos, falta la aplicación práctica de medidas para vigilar y prevenir los movimientos transfronterizos ilegales.	1
En la resolución 22/13, el Consejo encargó a la comisión que investigara las violaciones sistemáticas, generalizadas y graves de los derechos humanos en el Estado, con miras a garantizar la plena rendición de cuentas, en particular, por violaciones que pudieran constituir crímenes de lesa humanidad.	0
295. Además, dado el carácter discriminatorio por motivos políticos del asesinato sistemático y generalizado de civiles, estos actos muy bien pueden constituir un crimen de persecución como crimen de lesa humanidad.	1
El Equipo de Vigilancia recomienda que el Comité elabore normas mínimas de identificación de las entradas y facilite sus procedimientos para eliminar entradas cuando haya pruebas suficientes para considerarlas muertas o extintas.	0
La población víctima era vigilada por guardias que utilizaban los látigos que portaban para controlarlos y humillarlos.	1
Ambas partes en el Acuerdo General de Paz designaron puntos focales para los niños y los conflictos armados.	0
:: 2 de junio de 2005, el periodista Samir Kassir muere al explotar su coche en el este de Beirut.	1
El informe señala que un número considerable de niños fueron reclutados por el Partido Comunista de Nepal-Maoísta (CPN-M) antes de la firma del acuerdo de alto el fuego y trasladados a acantonamientos.	1
a) Desarrollar enfoques más integrados y mecanismos más eficaces para garantizar una sólida cooperación e intercambio de información de inteligencia entre los organismos pertinentes de lucha contra el terrorismo, a nivel nacional e internacional;	0
Muchos de ellos contaron historias similares de haber sido detenidos por las FSI, esposados, con los ojos vendados, desnudados y detenidos durante un período de tiempo mientras los interrogaban sobre el Sr. Abu Adass y sus afiliaciones con grupos islámicos; la mayoría informó que compartía con sus interrogadores su opinión de que el Sr. Abu Adass era un hombre solitario e introvertido que no tenía la inteligencia para ser capaz de cometer tal crimen.	1
En la 6900ª sesión del Consejo de Seguridad, celebrada el 15 de enero de 2013, en relación con el examen por el Consejo del tema titulado &quot;Amenazas a la paz y la seguridad internacionales causadas por actos terroristas&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
Posteriormente, en julio, el Centro inició un curso sobre investigaciones de violencia de género para la policía nacional, y hasta la fecha ha capacitado a un total de 40 agentes de policía nacional (30 mujeres).	0
En Italia, por ejemplo, la Unidad Político-Militar establecida por la Oficina del Primer Ministro está integrada por altos representantes de todos los departamentos y organismos gubernamentales responsables de la lucha contra el terrorismo y tiene funciones amplias e integrales.	0
Además, según el Comité Internacional de la Cruz Roja (CICR), siguen sin resolverse 3.476 casos de personas desaparecidas en Kosovo, de las cuales aproximadamente 600 son de etnia serbia y romaní.	1
10. La OTAN ha proporcionado fuerzas adicionales para garantizar un entorno seguro para las elecciones a la Asamblea Nacional y a los consejos provinciales previstas para el 18 de septiembre (véase el párr. 15).	0
97. Se ha observado que en algunos casos, debido a la urgencia percibida y la particularidad de las amenazas terroristas, las investigaciones y respuestas antiterroristas llevadas a cabo por las fuerzas nacionales encargadas de hacer cumplir la ley y de seguridad pueden haber estado desvinculadas de consideraciones de derechos humanos en comparación con las actividades penales ordinarias. situaciones policiales, lo que genera importantes lagunas.	1
El Comité también siguió alentando al Equipo de Vigilancia a seguir intensificando su papel en el fortalecimiento de la capacidad de los Estados Miembros para aplicar plenamente el régimen de sanciones del Consejo de Seguridad contra Al-Qaida y las personas y entidades asociadas. A este respecto, el Comité alentó la cooperación entre el Equipo de Vigilancia y la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, que sirve como integrador de sistemas para iniciativas de creación de capacidad dentro del marco de sanciones del Consejo.	0
Sin embargo, si bien las medidas pueden tener una aplicación limitada en la zona fronteriza entre Afganistán y Pakistán o en las zonas no gobernadas del sur del Sahara, abordan tres requisitos esenciales de un grupo terrorista: dinero, movimiento y medios para atacar.	0
La dotación del centro asciende ahora a 544 Forces nouvelles y personal de defensa y seguridad nacionales, del máximo autorizado de 568, incluidas las unidades mixtas de policía.	1
Se le pidió que colaborara en la filmación de la retirada de la caravana el 14 de febrero de 2005 durante la reunión con el juez de instrucción, pero no se mencionó nada más sobre la retirada de los vehículos de la comitiva de la escena del crimen.	0
A petición del Gobierno de Transición, el 25 de agosto mi Representante Especial transmitió al Presidente Kabila, en nombre del Comité Internacional de Apoyo a la Transición, un documento conceptual sobre el establecimiento de una cuarta comisión conjunta encargada de abordar cuestiones de buena gobernanza y administración económica.	0
Ningún Estado puede luchar contra el terrorismo por sí solo, porque el carácter transnacional de la amenaza terrorista requiere cooperación y coordinación con otros Estados.	0
También apoya otras actividades relacionadas con la implementación del objetivo del Grupo de Contacto de abordar la piratería en todos sus aspectos.	0
Utilizar la presencia de un civil u otra persona protegida para hacer ciertos puntos, áreas o fuerzas militares inmunes a operaciones militares;	1
Para identificar a los perpetradores, la Comisión decidió que debe haber un conjunto confiable de material consistente con otras circunstancias verificadas, que tienda a demostrar que se puede sospechar razonablemente que una persona está involucrada en la comisión de un delito.	0
Como tal, la ciudad de Kabul representa un entorno rico en objetivos potenciales, y se han producido varios ataques contra instalaciones militares y embajadas occidentales.	1
Instando al Gobierno de Sudán, al Movimiento por la Liberación y la Justicia (LJM) y al Movimiento por la Justicia y la Igualdad-Mohamed Bashar (JEM-Bashar) a cumplir los compromisos asumidos en el DDPD, e instando a todas las partes, en particular a otros movimientos armados que no lo han hecho firmó el DDPD, a comprometerse inmediatamente y sin condiciones previas y a hacer todos los esfuerzos posibles para alcanzar un acuerdo de paz global sobre la base del DDPD, y a acordar un alto el fuego permanente sin más demora,	0
18. En el comunicado conjunto se comprometió el Gobierno a aplicar una moratoria sobre las restricciones de acceso a toda la labor humanitaria en Darfur y a eliminar diversos obstáculos a la labor humanitaria.	0
