en_es_DEEPL	VerConf
Somalíes bien informados y otras personas que conocen de cerca la evolución de la situación en ambos bandos afirman, respecto a la probabilidad de un enfrentamiento militar, que no es una cuestión de si ocurrirá, sino de cuándo.	1
Naturalmente, estamos profundamente preocupados por la situación en los estados de Kordofán del Sur y Nilo Azul, dada su proximidad geográfica a nuestro país.	1
Estos casos también fueron objeto de investigaciones por parte del Grupo Mixto de Investigación, compuesto por las dos partes, la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, y encargado de determinar si los incidentes violentos constituyen violaciones del acuerdo de Moscú de 1994.	0
Por lo tanto, la Comisión considera que los sucesos de tortura pueden constituir un crimen contra la humanidad y, dado el carácter discriminatorio de los ataques, también pueden implicar el delito de persecución como crimen contra la humanidad.	1
Sin embargo, sigue existiendo la posibilidad de una ruptura total de la ley y el orden, además del colapso de la frágil economía y la desintegración de las instituciones del autogobierno palestino.	1
Sudán ha firmado, pero aún no ratificado, el Protocolo Facultativo de la Convención sobre los Derechos del Niño relativo a la participación de niños en los conflictos armados.	0
"El Consejo de Seguridad insta a los Estados Miembros a que mejoren la cooperación bilateral, internacional, regional y subregional para prevenir los viajes de combatientes terroristas extranjeros desde sus territorios o a través de ellos, incluso mediante un mayor intercambio de información con el fin de identificar a los combatientes terroristas extranjeros, comprender las pautas de viaje de los combatientes terroristas extranjeros e intercambiar prácticas de evaluación del riesgo de los viajeros y de control fronterizo basadas en pruebas, teniendo en cuenta la necesidad de hacer frente a los retos que plantean las rutas de viaje evasivas de los combatientes terroristas extranjeros.	0
La Iglesia Católica y organizaciones de la sociedad civil expresaron su preocupación por que las conmutaciones pudieran contribuir a la percepción de impunidad, aunque el Presidente explicó que las conmutaciones se habían concedido en consulta con, entre otros, el Gobierno, los miembros del Parlamento y las familias de las víctimas y los autores, y de conformidad con la Constitución y las leyes aplicables.	1
Fueron puestos en libertad de inmediato y han vuelto al servicio activo, en contravención del reglamento del servicio militar. El 28 de julio, cada una de las viudas de los ocho policías nacionales asesinados recibió 2.500 dólares, tal y como ordenó el Tribunal de Distrito de Dili en su sentencia de diciembre de 2007.	0
12. Expresa su apoyo a la inclusión, cuando proceda, en los acuerdos de paz y en los mandatos de las misiones de mantenimiento de la paz de las Naciones Unidas, de medidas específicas y adecuadas para el desarme, la desmovilización y la reintegración de los excombatientes, prestando especial atención a la desmovilización y reintegración de los niños soldados, así como de disposiciones claras y detalladas para la destrucción de los excedentes de armas y municiones y, a este respecto, recuerda la declaración de su Presidente de 8 de julio de 1999;	0
(d) El Comité velará por que todas las medidas adoptadas por los Estados miembros para luchar contra el terrorismo respeten todas las obligaciones que les incumben en virtud del derecho internacional, en particular el derecho internacional relativo a los derechos humanos, el derecho de los refugiados y el derecho humanitario;	0
También es indiscutible que, como Potencia ocupante, Armenia es directamente responsable de la comisión de esos delitos.	1
Varios Estados han tipificado como delito el reclutamiento con el fin de cometer actos terroristas.	1
Instó al Líder Supremo a prevenir y reprimir los crímenes contra la humanidad, y a garantizar que los autores son procesados y llevados ante la justicia.	1
Subraya la responsabilidad de los equipos de tareas de las Naciones Unidas en los países para la supervisión y presentación de informes y de los equipos de las Naciones Unidas en los países, en consonancia con sus respectivos mandatos, de garantizar un seguimiento eficaz de las resoluciones del Consejo de Seguridad sobre los niños y los conflictos armados, supervisar e informar de los progresos al Secretario General en estrecha cooperación con su Representante Especial para la cuestión de los niños y los conflictos armados y garantizar una respuesta coordinada a las cuestiones relacionadas con los niños y los conflictos armados;	0
Nos preocupa especialmente la falta de formación de los funcionarios de nivel medio y las importantes carencias que aún existen en el ámbito judicial.	1
Durante ese periodo, tanto la amenaza de Al Qaeda, los talibanes y sus asociados como el régimen de sanciones del Consejo de Seguridad dirigido contra ellos han cambiado considerablemente.	1
Añadió que estos intercambios estaban en curso. El Enviado Personal indicó que en varias ocasiones el Gobierno marroquí había expresado su decepción por el contenido del último informe y de su última exposición ante el Consejo en las consultas informales de abril de 2014.	1
No obstante, Afganistán sigue afrontando retos en su empeño por lograr la estabilidad y el desarrollo. Entre ellos destacan la situación de la seguridad, el empeoramiento de la situación humanitaria, los problemas relacionados con el Estado de Derecho y los derechos humanos, y la violencia continuada que ha provocado víctimas civiles, que siguen aumentando.	1
No obstante, la situación sigue siendo preocupante dada la larga frontera que separa nuestros dos países, sobre la que es difícil ejercer control.	1
En la 5798ª sesión del Consejo de Seguridad, celebrada el 11 de diciembre de 2007, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:	0
Profundamente preocupado por el creciente número de víctimas, incluidos niños, causado por actos de terrorismo motivados por la intolerancia o el extremismo en diversas regiones del mundo,	0
En el pasado, era habitual que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por familiares cercanos (incluidos los antepasados, hasta la tercera generación) basándose en el principio de culpabilidad por asociación.	0
De acuerdo con esta política, en cuanto tuvo conocimiento de la presencia indeseable de los rebeldes ugandeses del Ejército de Resistencia del Señor (ERS), mi Gobierno no dudó en absoluto en darles un ultimátum para que abandonaran inmediatamente el territorio nacional.	1
Interpol, en su 74ª Asamblea General, celebrada en septiembre de 2005, adoptó la resolución AG-2005-RES-05 sobre la cooperación entre las Naciones Unidas e Interpol, que crea una difusión especial para las personas incluidas en la lista consolidada que Interpol puede publicar a petición del Comité y que alertará a los Estados de que determinadas personas son objeto de sanciones de las Naciones Unidas.	0
23. Aunque la situación de seguridad en el norte ha sido relativamente tranquila, el 31 de agosto un miembro del contingente marroquí de la ONUCI fue brutalmente asesinado en Bouaké.	0
Las investigaciones de la MINUSTAH y de la Policía Nacional de Haití sobre el secuestro y posterior asesinato sugirieron que el crimen tuvo una motivación política, pero no pudieron establecer de forma concluyente la responsabilidad.	0
23. Durante las recientes visitas sobre el terreno a campos de refugiados, emplazamientos para desplazados internos y aldeas cercanas, la MINURCAT registró menos denuncias de abusos contra los derechos humanos.	0
El Comité de Derechos Humanos ha enunciado claramente este derecho en su Observación General 27. En varias ocasiones, el Comité de Derechos Económicos, Sociales y Culturales ha declarado que los desalojos forzosos son prima facie incompatibles con los requisitos del Pacto de Derechos Económicos, Sociales y Culturales.	1
El Viceministro de Asuntos Exteriores de Afganistán declaró que había sido un año de hitos significativos, pero que los logros habían tenido un precio. Subrayó que el terrorismo seguía siendo una fuerte amenaza.	1
Subrayar la responsabilidad de las partes en un conflicto armado de respetar, proteger y satisfacer las necesidades básicas de la población civil que se encuentre bajo su control efectivo.	0
Sin embargo, mujeres y niños también fueron víctimas de asesinatos en el transcurso de muchos ataques.	0
La reunión, organizada conjuntamente por la Dirección Ejecutiva y el Consejo de Europa, se centró en la prevención del terrorismo.	0
Los miembros del Consejo expresaron de nuevo su profunda indignación por todos los iraquíes, así como por los nacionales de otros Estados, que han sido asesinados, secuestrados, violados o torturados por el EIIL, así como por su reclutamiento y utilización de niños.	0
40. También hago un llamamiento a los dirigentes de Hezbolá para que pongan fin a todos los esfuerzos por adquirir armas y crear capacidades paramilitares al margen de la autoridad del Estado.	1
22. El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	0
A pesar de estos retos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas en las que la responsabilidad de la seguridad se ha traspasado a las fuerzas de seguridad afganas.	1
Sin embargo, a pesar de la creciente atención y de los recientes avances positivos en este ámbito, siguen existiendo numerosos problemas sobre el terreno en lo que respecta a la aplicación, en particular problemas relacionados con la continua falta de claridad en torno al concepto y la operacionalización de la protección de civiles, los mecanismos de coordinación interna y externa, la alerta temprana y la respuesta rápida, el apoyo a las fuerzas de seguridad del gobierno anfitrión, las capacidades de las tropas y la dotación de recursos.	1
El Consejo de Seguridad observa que los equipos multidisciplinarios de evaluación de las Naciones Unidas, con el consentimiento de los Estados anfitriones, podrían ayudar y apoyar a los Estados en la separación de combatientes y civiles.	0
Sin embargo, la capacidad del Estado libanés para ejercer plenamente su autoridad en todo su territorio ha seguido siendo limitada. Una serie de incidentes de seguridad han puesto de manifiesto una vez más las amenazas que suponen para la seguridad del Líbano los grupos armados que escapan al control del Estado y la proliferación de armas.	1
Seguir gravemente preocupados por la amenaza del terrorismo y el riesgo de que agentes no estatales puedan adquirir, desarrollar, traficar o utilizar armas nucleares, químicas y biológicas y sus sistemas vectores,	1
El Consejo reitera su más enérgica condena de tales prácticas y hace un llamamiento a todas las partes en los conflictos armados para que garanticen la protección plena y efectiva de las mujeres, e insiste en la necesidad de poner fin a la impunidad de los responsables de la violencia de género.	1
El componente policial de la ONUCI también proporciona apoyo técnico y asesoramiento al centro de mando integrado en lo que respecta a la reforma del sector de la seguridad.	0
Desde el comienzo del estancamiento político tras las elecciones del 29 de marzo, el Secretario General ha expresado su preocupación por el proceso y la violencia por motivos políticos.	1
El Equipo informa sobre los progresos realizados por la comunidad internacional en la restricción de los movimientos de terroristas y de quienes les apoyan, incluida la reciente iniciativa conjunta de Interpol y el Consejo de Seguridad, que dio lugar a una notificación internacional, completa con identidad, descripción, fotografías y huellas dactilares, para las personas incluidas en la Lista Consolidada.	0
Instamos a todas las partes a que actúen con moderación y eviten acciones o declaraciones provocadoras que puedan desencadenar más violencia.	1
"El Consejo de Seguridad subraya que no se tolerará ningún intento de perturbar el proceso de paz y transición en la República Democrática del Congo, ni siquiera mediante el apoyo a grupos armados.	1
Subrayando que el terrorismo sólo puede ser derrotado mediante un enfoque sostenido y global que implique la participación y colaboración activas de todos los Estados y organizaciones internacionales y regionales para impedir, perjudicar, aislar e incapacitar la amenaza terrorista,	0
"El Consejo de Seguridad pide a Burundi que impida todo apoyo desde su territorio a los grupos armados de la República Democrática del Congo.	1
Hubo acuerdo en que la MONUC debería reforzarse para alcanzar cuanto antes la dotación de efectivos prevista en su mandato, a fin de que pueda desempeñar eficazmente las tareas que se le han asignado.	0
Como fiscal, me ocuparé de cualquier impugnación judicial presentada por el Presidente Al-Bashir y otros sospechosos ante los tribunales.	1
En consonancia con las orientaciones políticas del Comité sobre derechos humanos y lucha antiterrorista, la Dirección Ejecutiva incorpora los derechos humanos a su estrategia de comunicación, subrayando que los Estados deben garantizar que sus medidas antiterroristas cumplen las obligaciones que les impone el Derecho internacional.	0
Sólo el Estado de derecho, respaldado por fuerzas iraquíes bien entrenadas, apoyado por una infraestructura y una economía prósperas y dinamizado por un proceso electoral libre y justo, podría derrotar a quienes desean desestabilizar el país.	0
Se ha negado a detener a Ali Kushayb y Ahmad Harun.	1
"El Consejo de Seguridad considera que las sanciones son una herramienta importante en la lucha contra el terrorismo, y subraya la importancia de la aplicación rápida y efectiva de las resoluciones pertinentes, en particular, la resolución 1267 (1999) y 1989 (2011) del Consejo de Seguridad como instrumento clave en la lucha contra el terrorismo.	1
El Alto Representante/Representante Especial dejó claro que, debido a la incapacidad de las autoridades de la República Srpska y del Ministerio del Interior de la República Srpska en particular, de detener a las personas acusadas de crímenes de guerra y a la no adhesión de Bosnia y Herzegovina a la Asociación para la Paz de la OTAN, se encargaría a la Comisión que elaborara recomendaciones para establecer una estructura policial única y eficaz para toda Bosnia y Herzegovina.	1
"El Consejo de Seguridad recuerda todas sus resoluciones y declaraciones sobre la lucha contra el terrorismo, reitera su enérgica condena del terrorismo en todas sus formas y manifestaciones, independientemente de quién lo cometa y de dónde y con qué propósitos, y expresa su determinación de combatir por todos los medios el terrorismo en todas sus formas y manifestaciones, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional aplicable en materia de derechos humanos, refugiados y derecho humanitario".	1
Expone los motivos de preocupación y concluye con el llamamiento de las mujeres somalíes para que la comunidad internacional plantee cuestiones de género, también a los dirigentes somalíes.	1
La respuesta a esto, en mi opinión, no es que se deba gastar menos en tribunales mixtos, sino que se debe prestar más atención y financiación a los sistemas nacionales de justicia post-conflicto en su conjunto.	1
Los líderes somalíes deben trabajar por un proceso político abierto a todos aquellos dispuestos a rechazar la oposición violenta.	1
"El Consejo de Seguridad reconoce y alienta además los esfuerzos de la Liga de los Estados Árabes por contribuir a los esfuerzos colectivos para resolver pacíficamente los conflictos en Oriente Medio, así como por promover respuestas internacionales a las transformaciones experimentadas en la región, al tiempo que reafirma su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de los países de la región y con los propósitos y principios de la Carta.	0
Las autoridades estuvieron de acuerdo en que los albaneses étnicos habían sido víctimas de discriminación social e institucional y aceptaron que las medidas de fomento de la confianza, como la inclusión de albaneses étnicos en el cuerpo de policía local y una mayor representación en las estructuras políticas, contribuirían en gran medida a disminuir las tensiones y a lograr la estabilidad a largo plazo en la región.	0
Reiteró con firmeza su condena personal del incidente, que, en su opinión, estaba enviando señales muy indeseables y equivocadas de cara a las elecciones de 2012, y que podría anular y desbaratar los logros nacionales conseguidos en términos de renovación de la imagen del país, consolidación de la paz y consolidación de la paz, que con tanto esfuerzo se lograron con la ayuda de nuestros socios en el desarrollo y de la comunidad internacional.	1
Colombia, Chile, Paraguay y Perú también han promulgado leyes que otorgan a sus autoridades policiales poderes especiales de investigación.	0
Rogerio Lobato fue considerado para el puesto de Secretario de Estado de Defensa, pero se le denegó, después de que el general Taur Matan Ruak amenazara con abandonar las fuerzas de defensa. Roque Rodrigues fue nombrado.	1
El consorcio creará y mantendrá un repositorio en línea para recopilar y poner a disposición de investigadores, analistas y responsables políticos las aportaciones inéditas de los participantes en el Grupo de Contacto que reflejen sus opiniones sobre los esfuerzos internacionales emprendidos desde 2008 para combatir la piratería frente a las costas de Somalia.	0
Tomamos nota de las preocupaciones en materia de seguridad que, según Israel, le obligan a continuar esos sobrevuelos, concretamente las acusaciones de violaciones del embargo de armas establecido en virtud de la resolución 1701 (2006).	1
La Comisión también ha establecido que las fuerzas armadas gubernamentales, el aparato de seguridad del Estado y la inteligencia militar son responsables de confinamiento y detención ilegales de civiles.	1
Partiendo de lo anterior, el Ministerio de Asuntos Exteriores de Georgia sostiene que la retirada de la Federación Rusa de la decisión de 19 de enero de 1996 del Consejo de Jefes de Estado de la CEI crea una grave amenaza de desestabilización, altera sustancialmente la situación en torno al conflicto y socava el marco jurídico, que determina el formato de paz de la CEI en la zona de conflicto.	1
Reiterando su grave preocupación por la continuación de las hostilidades por parte de milicias y grupos armados extranjeros en la parte oriental de la República Democrática del Congo, y por la amenaza que suponen para la celebración de elecciones en la República Democrática del Congo,	1
La relación entre Al Qaeda y los talibanes parece estrecha. En su mensaje de vídeo del 19 de septiembre de 2007, Al-Zawahiri* volvió a referirse al mulá Omar (TI. O.4.01) como el líder supremo, y aunque los talibanes siempre pueden reclutar más soldados rasos, carecen de comandantes experimentados para sustituir a los muchos que han sido asesinados y han recurrido a Al-Qaeda no sólo para recibir adiestramiento, sino también para suplir las carencias.	0
Las autoridades francesas están muy preocupadas por el continuo deterioro de la situación en el norte de la Franja de Gaza durante la semana pasada.	1
"los antagonismos entre fuerzas políticas opuestas ensombrecen el reciente éxito democrático del país y amenazan su avance hacia una estabilidad duradera" (S/2011/540, párr. 55).	1
El Consejo reitera su intención de seguir luchando enérgicamente contra la impunidad y defender la rendición de cuentas con los medios adecuados.	1
Timor Oriental sigue afrontando importantes retos para reducir la pobreza y crear oportunidades de empleo, en particular para su población juvenil.	1
En este contexto, creemos que es importante llamar la atención del Consejo de Seguridad sobre las amenazas que representan las organizaciones religiosas radicales y extremistas como Hizb ut-Tahrir e instar al Consejo a que imponga las sanciones más enérgicas contra las organizaciones terroristas.	1
Pueden entrenar reclutas, innovar en la planificación de sus atentados y llevarlos a cabo. Lashkar-e-Tayyiba (QE.L.118.05) sigue proporcionando adiestramiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaeda en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una importante fuente de innovación tecnológica.	0
9. El tribunal de distrito dictaminó inicialmente que el Gobierno no había probado que la rama neerlandesa de Al-Haramain, separada y aparte de la organización internacional, hubiera apoyado el terrorismo.	1
La MONUSCO está planificando y preparando operaciones militares contra las FDLR, teniendo en cuenta el carácter disperso del grupo y su inmersión entre la población local.	0
Además, el 14 de febrero fue recibido en Nuakchot por el Presidente de Mauritania, Sidi Mohamed Ould Cheikh Abdellahi, y se reunió con el Ministro de Asuntos Exteriores y Cooperación, Mohamed Saleck Ould Mohamed Lemine, y otros altos cargos del Gobierno.	0
169. Las pruebas de que dispone la Comisión demuestran que el Primer Ministro Alkatiri tenía conocimiento de las denuncias de transferencia de armas a civiles al menos el 21 de mayo.	1
Sin embargo, nos preocupan los informes según los cuales se ha intensificado la tensión entre los partidos del gobierno y de la oposición.	1
Sin embargo, observamos que sin un sector de la justicia y la seguridad resistente, la floreciente paz y estabilidad del país podrían verse amenazadas.	1
:: Llevar a cabo un examen más detallado en los ámbitos en los que el examen inicial de los informes haya revelado lagunas en la información o en la aplicación en relación con todos los aspectos de la resolución que abarque todas las medidas requeridas, para cada tipo de arma, o sus respectivos sistemas vectores, y para los materiales relacionados con ellas, incluida la modificación de las matrices cuando resulte útil.	0
Mauricio introdujo un nuevo sistema de control fronterizo en 2009, en el que los datos de los pasajeros se registran en una base de datos inmediatamente después de su llegada o salida del aeropuerto internacional.	0
Como primer paso, pedí al Sr. van Walsum que estableciera contactos con las partes y los Estados vecinos para conocer sus opiniones sobre el camino a seguir.	0
"El Consejo de Seguridad reafirma su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de Siria y de todos los demás Estados afectados por el conflicto sirio, así como con los propósitos y principios de la Carta de las Naciones Unidas.	0
El General Moges concluyó su presentación advirtiendo de que, con la llegada de la estación seca, aumenta el riesgo de que se reanuden las hostilidades, y por ello UNISFA ha incrementado sus patrullas, pero subrayó que sin diálogo no será posible evitar que la situación se deteriore en algún momento.	1
Sin embargo, la propia naturaleza de la mayoría de los crímenes internacionales implica, por regla general, que son cometidos por funcionarios del Estado o con su complicidad; por lo tanto, a menudo es mejor dejar su enjuiciamiento a otros mecanismos.	1
El rápido deterioro de la economía, agravado por la persistencia del conflicto, también es motivo de preocupación.	0
La evolución de la situación en esa dirección pondría en peligro los esfuerzos por restaurar y reconstruir el país y, a largo plazo, amenazaría la paz y la estabilidad en toda la región.	1
Mi país ha expresado en repetidas ocasiones su preocupación por la población civil de esa zona y su opinión de que es importante que la MONUC se despliegue allí para protegerla.	1
Hemos tomado nota de la cautela expresada por el Secretario General y la misión de evaluación técnica con respecto a la reforma del sector de la seguridad, y especialmente con respecto a la PNTL.	1
Israel está obligado, en virtud del derecho internacional y como potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, y a salvaguardar la propiedad civil.	1
39. Entre los instrumentos regionales, Costa de Marfil ha ratificado la Carta Africana de Derechos Humanos y de los Pueblos (1992) y firmado el estatuto por el que se crea el Tribunal Africano de Derechos Humanos y de los Pueblos.	0
El nuevo Gobierno democrático de Pakistán ha heredado imponentes retos políticos, económicos y de seguridad.	1
Expresando su preocupación por las continuas amenazas que plantean la transferencia ilícita, la acumulación desestabilizadora y el uso indebido de armas pequeñas y ligeras para la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y su eficacia en el cumplimiento de los mandatos de mantenimiento de la paz ...	1
Se nos impidió incluso condenar la violencia y respaldar un plan pacífico desarrollado por los propios vecinos de Siria.	1
Esto no afectaría a la conclusión de la Comisión de que el Gobierno de Sudán no ha llevado a cabo una política de genocidio en Darfur.	0
Esto requerirá una posición clara, en particular -si se me permite hablar con franqueza- de los Estados Unidos de América.	1
Otro se refirió a los riesgos del aumento de los flujos migratorios, los movimientos radicales y la activación de redes terroristas internacionales en las inmediaciones de Europa, aunque afirmó que no detectaba ninguna amenaza inmediata para su territorio.	1
v. Con el fin de asistir al Gobierno en la aplicación de su programa y de consolidar y reforzar los mecanismos de seguimiento existentes, se creará un Grupo de Trabajo Internacional (GTI) a nivel ministerial, que se reunirá una vez al mes en Côte d'Ivoire para evaluar, supervisar y hacer el seguimiento del proceso de paz, incluida la hoja de ruta acordada en Pretoria y cualquier otro acuerdo posterior, constatando el grado de cooperación de las partes y demás actores implicados, su respeto de los compromisos contraídos y, en su caso, cualquier actitud susceptible de obstaculizar la conclusión satisfactoria del proceso de paz y reconciliación en Costa de Marfil, y formular las recomendaciones oportunas al Consejo de Paz y Seguridad de la UA y al Consejo de Seguridad de las Naciones Unidas.	0
La situación a lo largo de la frontera libanesa con Siria también sigue siendo preocupante.	1
Destacando la obligación de todos los Estados miembros de aplicar plenamente la resolución 1373 (2001), incluso en lo que respecta a los talibanes o Al-Qaida, y a cualesquiera individuos, grupos, empresas o entidades asociados con Al-Qaida, Usamah bin Ladin o los talibanes, que hayan participado en la financiación, planificación, facilitación, reclutamiento, preparación, perpetración o cualquier otro tipo de apoyo a actividades o actos terroristas, así como de facilitar el cumplimiento de las obligaciones en materia de lucha contra el terrorismo de conformidad con las resoluciones pertinentes del Consejo de Seguridad,	1
Para nosotros, independientemente de las designaciones que se hagan y de las razones que se aduzcan para nombrar a un enviado especial, el acto sólo puede equivaler al establecimiento de un "nuevo mecanismo".	0
26. Durante el periodo que abarca el informe, la MINUSMA documentó varias exacciones cometidas por las MDSF, incluido el uso excesivo de la fuerza que dio lugar a ejecuciones extrajudiciales. El 3 de octubre, en la ciudad de Gao, guardias de prisiones dispararon a un detenido desarmado que se estaba rindiendo tras un intento fallido de fuga de la prisión. El 16 de noviembre, también en la ciudad de Gao, un soldado de las fuerzas armadas malienses abrió fuego indiscriminadamente en un lugar público, lo que causó la muerte de un hombre y heridas a otros cinco.	0
En todas esas conversaciones, me animó encontrar una convergencia de opiniones: todos nos maravillamos de lo mucho que Liberia ha conseguido desde el final de los combates en 2003, pero todos nos dimos cuenta plenamente de lo sobrecogedores que siguen siendo los retos a los que se enfrenta Liberia y de que, en definitiva, no damos nada por sentado.	1
República Centroafricana y su unidad de guardia, la Fuerza de Tarea Regional de la Unión Africana y las fuerzas francesas desplegadas en la República Centroafricana (párr. 54 (a)); suministros de equipo militar no mortífero destinado únicamente a uso humanitario o de protección, y asistencia técnica o capacitación conexas (párr. 54 (b)); ropa de protección, incluidos chalecos antibalas y cascos militares, exportados temporalmente a la República Centroafricana por personal de las Naciones Unidas, representantes de los medios de comunicación y trabajadores humanitarios y de desarrollo y personal asociado, exclusivamente para su uso personal (párr. 54 (c)); suministros de armas pequeñas y otros equipos conexos destinados exclusivamente a ser utilizados en patrullas internacionales que proporcionan seguridad en la Zona Trinacional Protegida del Río Sangha para defenderse de la caza furtiva, el contrabando de marfil y armas, y otras actividades contrarias a las leyes nacionales de la República Centroafricana o a las obligaciones jurídicas internacionales de la República Centroafricana (párr. 54 (d)); suministros de armas y otros equipos letales conexos a las fuerzas de seguridad de la República Centroafricana, destinados exclusivamente a apoyar o utilizar en el proceso de reforma del sector de la seguridad en la República Centroafricana, según lo aprobado previamente por el Comité (párr. 54 (e)); u otras ventas o suministro de armas y material conexo, o suministro de asistencia o personal (párr. 54 (f)).	0
Si los Estados no pueden aplicar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de adoptar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	1
Esta normativa nos preocupa seriamente. Podría tener consecuencias demasiado trascendentales.	1
La situación humanitaria en Somalia sigue siendo motivo de gran preocupación.	1
Sus primeras decisiones fueron nombrar al Jefe Adjunto de la Policía de Beirut, General Naji Mulaeb, responsable del lugar de los hechos y asignarle la tarea de retirar todos los cadáveres y heridos del lugar, extinguir los incendios y, a continuación, retirar a todas las personas del lugar y cerrarlo [declaración de un testigo].	0
19. En Libia, el colapso del control estatal tras la caída del régimen de Gadafi en 2011, unido a un control fronterizo ineficaz y a un arsenal de armas y armamento, dio lugar al desarrollo de un importante mercado ilícito de armas en el país que alimentó el conflicto existente tanto a nivel interno como en la región del Gran Sahel.	0
Estos Estados no separan necesariamente la acción contra los que figuran en la Lista de la acción emprendida en general contra todos los que consideran terroristas.	0
Condenar y exigir el cese inmediato de los actos de violencia sexual cometidos en el contexto de conflictos armados y asociados a ellos.	1
