en_es_TRANSFORMERS	VerConf
Su participación en el terrorismo abarca una amplia gama de actividades: atentados con bombas, incluidos atentados suicidas con bombas, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, entrenamiento terrorista, falsificación de documentos y prestación de una amplia gama de apoyo financiero y material, incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al-Qaida.	0
La aprobación por el Parlamento de la ley electoral permitiría a la Comisión Electoral Independiente establecer el calendario electoral y proceder a la organización de las elecciones.	0
Sin embargo, era dudoso que los contingentes de las FARDC desplegados en la provincia pudieran establecer un control efectivo y sostenido sobre toda Katanga y limitar considerablemente la capacidad de los Mayi-Mayi de hostigar a la población local y explotar ilegalmente los recursos naturales.	0
17. Las exenciones a la prohibición de viajar permiten viajar cuando el Comité determina que esos viajes están justificados por razones humanitarias, incluidas las obligaciones religiosas, o cuando el Comité llega a la conclusión de que una exención promovería los objetivos de las resoluciones del Consejo en favor de la paz y la reconciliación nacional en Côte d'Ivoire y la estabilidad en la región.	0
Esta enmienda, que está en consonancia con el artículo 5 del Convenio del Consejo de Europa para la prevención del terrorismo, impondría una pena de 30 años de prisión a los delincuentes.	0
Las camionetas tenían DShK (12,7 mm de trípode montado ametralladoras) instalado en la parte posterior, y uno tenía un sistema de lanzacohetes Hound que se utilizaba para disparar cohetes hacia y a través de la aldea.	0
Casi dos años después de la última exposición informativa sobre la situación en la región de los Grandes Lagos (zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una sesión privada el 21 de julio de 2011 para examinar la constante amenaza del Ejército de Resistencia del Señor a la seguridad regional.	1
La falta de participación en esas instituciones impedirá que se avance en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.	1
La tendencia a resolver las diferencias políticas y proteger los intereses mediante el uso de armas continúa y se sustenta en la adquisición continua y en rápido aumento de armas de fuentes fuera de Somalia, en violación del embargo de armas.	0
El oficial encargado del lugar del crimen, General Naji Mulaeb, de las Fuerzas de Seguridad Interna, llegó al lugar a las 13.05 horas del 14 de febrero de 2005 y publicó un informe de fecha 3 de marzo de 2005 sobre el examen del lugar del crimen realizado por las autoridades libanesas [Dirección General de las Fuerzas de Seguridad Interna, Unidad de Policía de Beirut, Ref. No 95] en el que se indica lo siguiente:	0
De hecho, el Comité 1540 parece estar bien situado para promover la cooperación entre esas entidades y explorar oportunidades de financiación.	0
Es necesario adoptar medidas para reprimir adecuadamente la financiación del terrorismo.	1
Los días 3 y 7 de octubre, el Consejo emitió comunicados de prensa en los que condenaba los recientes ataques contra la MINUSMA (SC/11587 y SC/11591).	1
La prevención de la movilidad transfronteriza de los terroristas también requiere el uso de tecnología y equipo, como lectores y escáneres, en los puestos de control fronterizos para capturar datos de los viajeros en tiempo real y verificar esos datos con bases de datos nacionales e internacionales sobre alerta y delincuencia.	0
A cambio, las autoridades de Belgrado tienen que poner fin a su táctica de obstrucción, que impide a los serbios de Kosovo participar en las instituciones públicas de Kosovo. La "política de presidencia vacante" conlleva grandes riesgos de que la historia de Kosovo se escriba sin los serbios de Kosovo.	1
En julio se completó la planificación integrada para orientar la participación y las operaciones de las Naciones Unidas en apoyo de la ejecución del mandato antes y después de que concluyera el período del referéndum, y tanto la UNMIS como el equipo de las Naciones Unidas en el país establecieron estructuras para coordinar las prioridades establecidas.	0
n) Supervisar la aplicación de las medidas impuestas en virtud del párrafo 1 de la resolución 1807 (2008), en cooperación, según proceda, con los gobiernos interesados y con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004), incluso inspeccionando, según considere necesario y sin previo aviso, la carga de aeronaves y de cualquier vehículo de transporte que utilice los puertos, aeropuertos, aeródromos, bases militares y cruces fronterizos en Kivu del Norte y Kivu del Sur e Ituri;	0
- El terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad;	1
96. La Comisión observó que la Ley de las fuerzas de seguridad nacional, modificada en 2001, otorgaba a las fuerzas de seguridad amplias facultades, entre ellas la de detener sin cargos ni acceso a un juez por un período de hasta nueve meses.	1
El Consejo de Seguridad reitera también su llamamiento a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados para que se ocupen de todas las demás violaciones y abusos cometidos contra los niños y asuman compromisos y medidas concretos a este respecto.	0
Durante el período que abarca el informe, la MINURCAT prosiguió sus esfuerzos por incorporar la conciencia sobre el VIH/SIDA.	0
La gran mayoría de los puestos fronterizos de la policía terrestre carecen de los instrumentos y el equipo necesarios para llevar a cabo sus misiones, y los organismos nacionales de control fronterizo no cooperan suficientemente entre sí ni con sus homólogos de los Estados vecinos.	1
Durante el conflicto armado de Côte d'Ivoire de 2002-2003, se estimó que el número de liberianos que luchaban por el Gobierno de Côte d'Ivoire oscilaba entre 1.500 y 2.500, mientras que cerca de 1.000 habían combatido junto con rebeldes de Côte d'Ivoire (véase S/2004/972).	0
Antecedentes Las Naciones Unidas desempeñan un papel central en la lucha contra el terrorismo mundial.	0
d) Impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos;	0
347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y actos de violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento.	0
Es evidente que, cuando la MINURCAT comience su retirada de Birao el 21 de octubre de 2010, es posible que las fuerzas nacionales de la República Centroafricana no estén inmediatamente en condiciones de desplegar y mantener tropas adicionales.	1
El proceso de examen ha dado lugar a la confirmación de la inclusión en la lista de todas las personas que, si bien no figuran únicamente sobre esta base, son conocidas principalmente por su función de justificación ideológica de la violencia relacionada con Al-Qaida a nuevos reclutas o a un público más amplio, a pesar de que las propias sanciones tienen poco o ningún efecto en su instrumento fundamental: la capacidad de comunicarse y persuadir a través de Internet.	1
Organizaciones internacionales y regionales: Secretaría de la Comunidad del Caribe, Comisión Europea, Servicio Europeo de Acción Exterior, Organización para la Seguridad y la Cooperación en Europa, Organización para la Prohibición de las Armas Químicas, Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006), Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, Comité establecido en virtud de la resolución 1540 (2004) y Grupo de Expertos, Organización Internacional de Policía Criminal, Organización Mundial de Aduanas.	0
a) Exhortar a las partes en conflictos armados a que cumplan las obligaciones que les incumben en virtud del derecho internacional humanitario de adoptar todas las medidas necesarias para proteger a los civiles y facilitar el paso rápido y sin trabas de los envíos, el equipo y el personal de socorro;	0
Además, y lo que es importante, la Comisión ha reunido material sustancial sobre diversas personas, instituciones, grupos de personas o comités influyentes que han desempeñado un papel importante en el conflicto de Darfur, incluida la planificación, el orden, la autorización y el fomento de los ataques.	0
Solicitar la cooperación de los Estados y las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad en la detención y entrega de presuntos autores de genocidio, crímenes de lesa humanidad, crímenes de guerra u otras violaciones graves de las normas de derechos humanos.	0
El 30 de agosto de 2010, el SPLA estableció una Dependencia de Protección de la Infancia en Bilpham, Estado de Ecuatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el SPLA.	0
La Dirección Ejecutiva del Comité contra el Terrorismo ha facilitado la organización de seminarios sobre la gestión de las fronteras en varias regiones y tiene previsto continuar esta práctica en el futuro. Los Estados Miembros deberían: a) aplicar procedimientos más activos de prevención, inspección y detección, basándose en evaluaciones de riesgos, el intercambio y análisis de información de inteligencia y la cooperación internacional en los cruces fronterizos oficiales y a lo largo de fronteras abiertas o porosas;	0
Reconociendo también la recomendación simultánea de la Comisión de que se necesita asistencia internacional continua para ayudar a las autoridades libanesas a llegar al fondo de este acto terrorista, y que es esencial que la comunidad internacional haga un esfuerzo sostenido por establecer una plataforma de asistencia y cooperación junto con las autoridades libanesas en la esfera de la seguridad y la justicia,	0
La Dirección Ejecutiva propone tres pequeños ajustes en su organización y práctica operacional para reflejar mejor sus nuevas prioridades y las nuevas actividades propuestas.	0
También sostuvo que, dada la importancia de la lucha contra el terrorismo internacional, la congelación preventiva y temporal de fondos, que permitía excepciones para gastos básicos, no constituía una injerencia arbitraria, inapropiada o desproporcionada en el derecho de propiedad.	0
c) Decidió que la Dirección Ejecutiva continuaría funcionando como misión política especial bajo la orientación normativa del Comité durante el período terminado el 31 de diciembre de 2010 y decidió además realizar un examen provisional a más tardar el 30 de junio de 2009 y un examen amplio de la labor de la Dirección Ejecutiva antes de que expirara su mandato;	0
La rendición de cuentas [U] urge al Gobierno del [país afectado] a garantizar la plena aplicación de su "política de tolerancia cero" con respecto a la disciplina y las violaciones de los derechos humanos, incluida la violencia sexual y de género, cometidas por elementos de las [fuerzas armadas] e insta además a que todas las denuncias de tales violaciones se investiguen a fondo, con el apoyo de [la misión], y a que todos los responsables sean llevados ante la justicia mediante un proceso sólido e independiente.	1
Tengo el honor de informarle de que he recibido del Gobierno del Pakistán una solicitud de que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra del Pakistán, Mohtarma Benazir Bhutto.	0
Teniendo en cuenta que muchas dependencias de inteligencia financiera del Asia meridional se establecieron recientemente, el desarrollo de las capacidades es una preocupación prioritaria.	0
Se estableció una Dependencia de Género y Desarrollo en la Sede y una red de coordinadores de cuestiones de género en los planos nacional y regional.	0
Como se dijo anteriormente, en Darfur existe un conflicto armado prolongado, no de carácter internacional, entre las autoridades gubernamentales y los grupos armados organizados.	0
El Consejo reitera su intención de seguir luchando enérgicamente contra la impunidad y respetando la rendición de cuentas con los medios adecuados.	1
El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 efectivos militares, incluidos 200 observadores y 125 oficiales de Estado Mayor, hasta 120 agentes de policía civil y el personal civil apropiado.A partir del 1° de junio de 2004, por un período inicial de seis meses, la ONUB estaría integrada inicialmente por las fuerzas de la Misión Africana en Burundi.	0
266. Evidentemente, la cuestión de la proporcionalidad no se planteó cuando no había grupos armados presentes en la aldea, ya que el ataque estaba dirigido exclusivamente contra civiles.	0
Tenemos que reconocer nuestra gran preocupación por la situación actual en el Afganistán.	1
El Comité, con la asistencia de su Dirección Ejecutiva, organizó una serie de actos especiales con los Estados Miembros y las organizaciones internacionales y regionales sobre cuestiones de interés común y actual, incluida la lucha contra el terrorismo mediante el uso de nuevas tecnologías de la información y las comunicaciones.	0
Durante el conflicto, más de 2 millones de personas han muerto y 4,5 millones han sido desplazadas por la fuerza de sus hogares.	0
En 1993, en el mejor de los casos, esa visión era borrosa, y en ese momento era imposible definir objetivos finales que hubieran estado a punto de satisfacer las preocupaciones de ambos pueblos.	1
También se necesitará asistencia bilateral de los donantes para dar una respuesta significativa a las amenazas a la seguridad que plantean las corrientes de drogas y armas.	0
En cuanto a las dimensiones militares de la reforma del sector de la seguridad, el Gobierno ha dejado claro que desea depender en gran medida de la ayuda bilateral para aumentar la capacidad del ejército.	1
Casi la mitad de las solicitudes son presentadas por personas sin asistencia letrada y el Ombudsman adopta medidas para garantizar que ningún solicitante sufra perjuicio porque no tiene representación letrada.	0
7. Pide al Secretario General que, tras la aprobación de la presente resolución y actuando en estrecha consulta con el Comité, nombre, de conformidad con las normas y los procedimientos de las Naciones Unidas, a un máximo de ocho miembros del Equipo de Vigilancia, incluido un coordinador, que demuestren una o más de las siguientes esferas de competencia relacionadas con las actividades de la organización Al-Qaida y/o los talibanes, entre ellas: la lucha contra el terrorismo y la legislación conexa; la financiación del terrorismo y las transacciones financieras internacionales, incluidos los conocimientos técnicos bancarios; los sistemas alternativos de envío de remesas, las organizaciones de beneficencia y el uso de correos; la vigilancia de las fronteras, incluida la seguridad portuaria; los embargos de armas y los controles de exportación; y el tráfico de drogas;	0
También aprovecho esta oportunidad para subrayar mis preocupaciones con respecto a los desafíos en el contexto de las elecciones federales y gubernatoriales que se celebrarán en Nigeria en febrero de 2015, y los graves riesgos de violencia que podrían producirse debido a los ataques de Boko Haram o a la impugnación de los resultados de las elecciones.	1
Además de examinar la Lista, el Equipo examina la aplicación de las tres sanciones: la congelación de activos, la prohibición de viajar y el embargo de armas.	0
La falta de tierras y empleos, así como la inseguridad, impiden que muchos repatriados se asienten en sus comunidades originales.	1
Nuestra principal preocupación a ese respecto es el hecho de que, según el informe, ninguna de las ocho normas primarias se ha aplicado plenamente.	1
Su evaluación se publica en informes bimensuales, práctica que ha contribuido a crear conciencia sobre los problemas de derechos humanos.	0
Progresos realizados en la eliminación de las armas químicas sirias por los Estados partes que acogen actividades de destrucción	0
Dado que Hizbullah mantiene estrechos vínculos con varios Estados de la región, en particular con la República Islámica del Irán, como ha reconocido públicamente el propio Secretario General de las milicias, exhorto a esos Estados a que alienten la transformación del grupo armado en un partido exclusivamente político y su desarme, de conformidad con los requisitos del Acuerdo de Taif y la resolución 1559 (2004), en el interés superior de la paz y la estabilidad regionales.	1
Condenando la incidencia de los secuestros y la toma de rehenes con el fin de recaudar fondos o obtener concesiones políticas, y expresando la necesidad de que se aborde esta cuestión,	1
Se trata de la financiación de campañas, las actividades electorales y el orden público, el acceso a los medios de comunicación y el uso indebido de los recursos públicos con fines políticos.	1
Juntos, avanzaremos hacia el día en que las fuerzas iraquíes asuman la plena responsabilidad del mantenimiento de la seguridad y la estabilidad en el Iraq.	0
12. Exhorta al Gobierno de Burundi a que prosiga sus esfuerzos para asegurar la promoción y protección de los derechos humanos y, junto con sus asociados internacionales, apoye y fortalezca la capacidad de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Ombudsman de conformidad con la resolución A/RES/48/134 de la Asamblea General, relativa a las instituciones nacionales de promoción y protección de los derechos humanos, y exhorta además al Gobierno a que continúe su lucha contra la impunidad y adopte las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos, sociales, económicos y culturales consagrados en la Constitución de Burundi y de conformidad con sus obligaciones en virtud del derecho internacional;	0
Estas reuniones proporcionan al Comité información inestimable tanto sobre la aplicación del régimen de sanciones como sobre la amenaza que representan Al-Qaida y sus afiliados, y proporcionan un foro para que los funcionarios de inteligencia y seguridad de diferentes países se pongan en contacto entre sí y con el Equipo e intercambien información.	1
La Comisión no pudo confirmar la afirmación del Gobierno de que soldados y civiles heridos habían muerto dentro del edificio del hospital.	1
"El Consejo de Seguridad subraya la importancia de que las partes en el Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, las cuestiones pendientes del Acuerdo General de Paz, y para resolver las cuestiones críticas posteriores al referéndum de manera pacífica y mutuamente beneficiosa, incluidas la frontera, la seguridad, la ciudadanía, las deudas, los activos, la moneda y los recursos naturales.	0
Se trata de una obligación internacional que los Estados deben cumplir para garantizar la justicia a las víctimas de estos deplorables acontecimientos.	1
El único interés y exigencia inequívoca de Uganda ha sido que los terroristas del Ejército de Resistencia del Señor sean desarmados, detenidos y llevados ante la justicia sin demora.	1
Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que actualmente experimentan ese cambio histórico y profundo puede dar lugar a tensiones y preocupaciones concretas en materia de seguridad.	1
41. Las Naciones Unidas también impartieron capacitación a la Asociación de Medios de Información para Mujeres a fin de que pudieran crear conciencia pública sobre los derechos humanos y el VIH/SIDA.	0
Algunos observadores siguen sin estar convencidos de la importancia de la amenaza, y otros critican la prioridad que se da a las amenazas químicas, biológicas, radiológicas y nucleares sobre otros aspectos del terrorismo o los tipos de amenaza.	1
Hoy no hay duda de que la verdadera intención era evitar que los detalles de sus acciones destructivas sin sentido bajo las órdenes de la CIA se hicieran públicos.	1
La Unión Europea condena esa violencia de los maoístas, que ha causado considerables sufrimientos y penurias al pueblo nepalés.	1
Esta sigue siendo una de las principales formas en que las fuerzas negativas acceden a las armas y se les permite reorganizarse.	0
El Subsecretario General de Asuntos Políticos informó del aumento de los ataques del Ejército de Resistencia del Señor en 2011 y destacó las graves consecuencias para los civiles y la situación humanitaria.	0
22. Tras vigilar los movimientos de desplazados internos hacia Kosovo y hablar con personas de origen albanés en el sur de Serbia propiamente dicho, el ACNUR informó de que los desplazados internos habían huido por temor a ser atrapados entre las líneas de fuego y uno de los motivos de preocupación general por la formación de fuerzas policiales y militares en el valle de Presevo.	1
El 10 de noviembre, el Consejo fue informado en consultas privadas por el Representante Permanente Adjunto de Luxemburgo ante las Naciones Unidas, Olivier Maes, en nombre del Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006) relativa a la República Popular Democrática de Corea, sobre la labor del Comité durante el período comprendido entre el 5 de agosto y el 9 de noviembre, información que se presentó de conformidad con el apartado g) del párrafo 12 de la resolución 1718 (2006).	0
Otro testigo declaró que el día después del asesinato Faysal Al-Rasheed había insistido en que el caso se había resuelto y que el autor era el Sr. Abu Adass, como terrorista suicida y que el cuerpo del Sr. Abu Adass seguía en la escena del crimen.	0
En los Emiratos Árabes Unidos, la Dependencia Central de Inteligencia Aduanera aporta información e inteligencia a los perfiles de riesgo instalados en el sistema electrónico de despacho de aduanas.	0
Los autores de actos terroristas han sido detenidos y posteriormente llevados ante la justicia en varias jurisdicciones.	0
Observando con profunda preocupación el aumento de la violencia y el aumento de los combates entre tribus, así como la violencia sexual y basada en el género y la impunidad, y reiterando su profunda preocupación por los ataques contra el personal humanitario y el personal de mantenimiento de la paz, la seguridad de los civiles, y exhortando a todas las partes en Darfur a que pongan fin de inmediato a las acciones ofensivas y se abstengan de nuevos ataques violentos que causen la consiguiente mala situación de la ayuda humanitaria y restrinjan el acceso humanitario a las poblaciones necesitadas,	0
Algunos Estados Miembros también expresaron su preocupación por las tensiones en el complejo de Haram al-Sharif/Monte del Templo en Jerusalén en semanas anteriores, e instaron a las partes a que evitaran adoptar medidas unilaterales que socavaran las perspectivas de paz.	0
El Consejo de Seguridad observa con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos, el desarrollo social y económico de todos los Estados Miembros y socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha vuelto más difusa, con el aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia o el extremismo, y expresa su determinación de combatir esa amenaza.	1
La reciente promulgación por el Consejo de Ulemas de un decreto religioso en el que se condenan los estupefacientes y otras actividades conexas puede contribuir a desalentar el cultivo de adormidera.	1
Permítaseme comenzar reiterando la profunda preocupación de la Unión Europea por la situación en Somalia y por las consecuencias regionales de su conflicto.	1
85. Las fuerzas armadas también cuentan con una unidad operativa denominada Inteligencia de Fronteras, cuya función primordial es reunir información.	0
El Comité se esfuerza por asegurar que la Lista sea dinámica y responda a la evolución de la amenaza que plantea Al-Qaida.	1
Tras visitar Angola y la República Democrática del Congo, mi Representante Especial sobre la violencia sexual en los conflictos, Margot Wallström, emitió una declaración el 16 de marzo en la que pedía a ambos países que investigaran las denuncias de violencia sexual en relación con las expulsiones y adoptaran medidas prácticas para prevenir esos delitos.	0
Es necesario seguir investigando los efectos de las diferentes formas de comunicación en el riesgo y la amenaza de incitación y, por tanto, de los actos terroristas, pero cabe afirmar que la rápida evolución de la tecnología de las comunicaciones ha hecho que el riesgo de incitación en todo el mundo sea hoy mayor que en 2005.	0
Mientras los Estados no impongan ninguna obligación a las personas incluidas en la Lista de acatar la prohibición de viajar, tal vez vean poco riesgo en tratar de evitarla.	0
Esto incluye evitar el uso de términos que parecen aceptar las afirmaciones de justificación religiosa de Al-Qaida; el Equipo sigue argumentando que el uso de términos religiosos por parte de comentaristas y políticos no musulmanes al describir a Al-Qaida, por conveniente, común o bien intencionado, hace más difícil socavar su mensaje y aislarlo de su comunidad objetivo.	1
169. La explosión que mató al Sr. Hariri y a otras 22 personas tuvo lugar sobre el terreno.	0
Dispuesto a seguir prestando asistencia al Líbano en la búsqueda de la verdad y en la responsabilización de los responsables de este acto terrorista por su delito,	0
Aunque también ha habido ataques de fuerzas rebeldes, la Comisión no ha encontrado pruebas de que estén generalizados o de que hayan sido dirigidos sistemáticamente contra la población civil.	0
Aparte de estas cuestiones operacionales, como política general, el Ombudsman tratará las solicitudes presentadas como confidenciales.	0
La mayoría de la población de la región rechaza con razón un simple retorno al statu quo ante, ya que no se puede esperar que dure una tregua basada en un resultado tan limitado.	1
El Equipo de Vigilancia ha intensificado su labor encaminada a establecer vínculos con expertos académicos y de la sociedad civil a fin de comprender mejor la naturaleza cambiante de la amenaza que plantean Al-Qaida y las personas y entidades asociadas, mediante el diálogo con los estudiosos y los órganos académicos pertinentes.	1
La mayoría de los posibles testigos que residían fuera del Estado tenían miedo de testificar, incluso de manera confidencial, porque temían por la seguridad de los familiares y suponían que su conducta seguía siendo vigilada clandestinamente por las autoridades.	1
Los miembros de la comisión destacaron que la historia demostraba que los Estados que cometían crímenes tan atroces contra su propio pueblo eran una fuente perpetua de inestabilidad e inseguridad para sus vecinos.	1
También informó de que el mecanismo de verificación había cancelado varias misiones debido a la resistencia presentada por las fuerzas de Sudán del Sur.	0
Condenando todos los ataques contra el personal de mantenimiento de la paz y el personal humanitario de las Naciones Unidas, independientemente de sus autores, y destacando que los responsables de esos ataques deben ser llevados ante la justicia.	1
La situación sobre el terreno también es preocupante desde el punto de vista humanitario, y el Secretario General confirma que el Iraq está atravesando una crisis importante y afirma que la situación sigue deteriorándose.	1
95. La estructura y organización de los servicios de inteligencia sirios y libaneses en el Líbano en el momento de la explosión, incluidos los protocolos de presentación de informes, muestran un efecto generalizado en la vida cotidiana del Líbano.	0
También es digno de mención que otros altos representantes libaneses, como el ex Primer Ministro Najib Miqati, han declarado que "no debe haber armas ni dentro de los campamentos ni fuera de ellos".	1
Además, existe la preocupación de que el tráfico activo de armas a cambio de drogas procedente del Afganistán pueda conducir a la financiación del terrorismo en los Estados vecinos del Asia central, mediante las actividades de mensajeros en efectivo.	1
El elemento subjetivo necesario (conciencia del carácter sistemático del desplazamiento forzoso) sería inherente al hecho de que ese desplazamiento constituía claramente una política gubernamental aplicada sistemáticamente por las autoridades gubernamentales competentes y los Janjaweed.	0
La relación entre estas dos partes se había deteriorado a mediados de 1975, y el 11 de agosto de 1975 la UDT lanzó un ataque armado preventivo contra la FRETILIN, que se lanzó el 20 de agosto de 1975, fecha que se conmemora ahora como el día de la fundación de las Fuerzas Armadas para la Liberación Nacional de Timor Oriental (FALINTIL).	0
Sólo en cinco Estados se aplican parcialmente medidas para prevenir el abuso de los procedimientos de asilo.	0
Según la Red Siria de Derechos Humanos, en noviembre el régimen sirio mató a seis activistas de los medios de comunicación, incluido uno que murió bajo tortura en un centro de detención del régimen sirio, e hirió a otros cinco.	0
5. Subraya el hecho de que la crisis de Côte d'Ivoire sólo puede resolverse mediante el diálogo y las consultas, con el apoyo de la comunidad internacional, e insta a las partes a que actúen con la máxima moderación y se abstengan de recurrir a la fuerza y a la acción unilateral, lo que no puede sino complicar aún más la búsqueda de una solución;	0
A pesar de la gran cantidad de pruebas que lo respaldan, en ningún momento el Gobierno de los Estados Unidos ha manifestado su intención de enjuiciar a Luis Posada Carriles por sus actividades terroristas.	1
Desde el comienzo del estancamiento político tras las elecciones del 29 de marzo, el Secretario General ha expresado su preocupación por el proceso y la violencia por motivos políticos.	1
Condena en los términos más enérgicos todas las formas de violencia sexual y de otra índole cometidas contra civiles en los conflictos armados, en particular las mujeres y los niños, y se compromete a velar por que todas las operaciones de apoyo a la paz utilicen todas las medidas viables para prevenir esa violencia y hacer frente a sus efectos cuando tenga lugar.	1
Al mismo tiempo, Cuba condena los atentados suicidas con bombas y otros actos contra civiles israelíes, que son víctimas inocentes de la espiral de violencia provocada por la política de su Gobierno, así como la manipulación de esos actos aislados para cuestionar el ejercicio legítimo de la legítima defensa del pueblo palestino y justificar las actividades, ya sean a gran escala o selectivas, contra la población palestina.	1
En cuarto lugar, la piratería frente a las costas de Somalia es un problema internacional que requiere nuestros esfuerzos colectivos y nuestra contribución.	1
El Consejo de Seguridad insta a todas las partes en los conflictos armados, incluidas las partes no estatales, a que pongan fin a esas prácticas.	1
En general, con su atención centrada en Belgrado, los grupos políticos serbios de Kosovo no han formulado una política clara sobre una serie de cuestiones críticas, incluida la futura participación de los serbios de Kosovo en la Estructura Administrativa Provisional Mixta.	1
El Comité nacional recomendó que se establecieran comités de investigación judicial encargados de las siguientes denuncias: ejecuciones extrajudiciales; la captura por grupos árabes de dos aldeas de la tribu fur en la localidad de Kas; y los incidentes de muerte e incendio de algunos de los heridos en hospitales de las aldeas de Buram, Meleit y Kelebs.	0
151. Otros, como el Grupo de Trabajo, si bien reconocen las ventajas de esas medidas para la aplicación de la ley, consideran que la introducción de una reglamentación obligatoria podría violar los derechos humanos básicos.	1
Sin embargo, a pesar de esos avances, todavía hay que superar los desafíos a la autoridad del Gobierno y a su control efectivo sobre su territorio nacional.	1
Si bien ninguna de las partes parece dispuesta a volver a la guerra, existe un patrón preocupante de escalada y desestabilización que podría conducir a un enfrentamiento en gran escala y poner en peligro más vidas civiles.	1
El Consejo de Seguridad expresa su reconocimiento a los países participantes en la Misión de Estabilización de las Naciones Unidas en Haití (MINUSTAH), y espera que los países que se han comprometido a aportar contingentes y policía civil hagan todo lo posible por acelerar el pronto despliegue de su personal.	0
En un estudio de septiembre de 2005 sobre terroristas nacidos en el extranjero que habían operado en los Estados Unidos se llegó a la conclusión de que alrededor de dos tercios habían cometido fraude para entrar o permanecer en el país, y que más de un tercio posteriormente habían sido acusados de fraude en pasaportes o visados o de hacer declaraciones falsas a un funcionario de inmigración.	0
La ONUCI también está contratando personal para su Dependencia de Conducta del Personal.	0
El Comité seguirá centrándose en el fortalecimiento del consenso en el seno de la comunidad internacional sobre la importancia de la lucha contra el terrorismo, la adopción de medidas prácticas destinadas a aumentar la capacidad de los Estados en la lucha contra el terrorismo, la ayuda a identificar y abordar los problemas a que se enfrentan los Estados en la aplicación de la resolución 1373 (2001) del Consejo y la contribución al proceso de aumento del número de Estados que son partes en los convenios y protocolos internacionales pertinentes de lucha contra el terrorismo.	0
El Grupo presenta a continuación tres estudios de casos -- sobre la energía aérea, los vehículos de uso militar y los mercenarios y los mecánicos -- para que el Comité examine y adopte una decisión oportuna sobre si violan el embargo.	0
Como muestra esta lista parcial, es evidente la tendencia a que la comunidad internacional recurra cada vez más a las comisiones de investigación y las misiones de determinación de los hechos en el contexto de las actividades de rendición de cuentas.	0
En su resolución 1521 (2003), el Consejo de Seguridad estableció también un comité para supervisar la aplicación de las medidas y un grupo de expertos para proporcionar al Comité información sobre la aplicación de las medidas y los progresos realizados en el cumplimiento de las condiciones para el levantamiento de las sanciones.	0
El concepto multiétnico de Kosovo y Metohija propuesto en el informe ha sido prácticamente abandonado, lo que es particularmente evidente en el establecimiento del sistema judicial en Kosovo y Metohija (párr. 57).	1
Estas recomendaciones sugieren que el Comité: a) aliente a los Estados a que, antes de proponer una inclusión en la lista, y sin perjuicio de su derecho a seguir presentandola, consideren la posibilidad de ponerse en contacto con el Estado de residencia y/o ciudadanía del designado propuesto; b) aclare el procedimiento que ha de seguirse en los casos en que personas inocentes con un nombre similar al de una parte incluida en la lista hayan congelado erróneamente sus bienes por un Estado; c) exija que los Estados remitan peticiones de supresión de la lista al Comité, aun cuando se opongan a las peticiones particulares, para que el Comité pueda adoptar la decisión definitiva; d) aumente el número de Estados que puedan presentar peticiones de supresión de la lista; e) procuren adoptar una decisión sobre la supresión de la lista en un plazo determinado, cuando sea posible, y notifiquen el resultado al Estado solicitante; f) aclaren que la supresión de la lista está disponible, en determinadas condiciones, tanto para una parte que haya sido designada erróneamente como para quienes renuncien al terrorismo y demuestren a satisfacción del Comité que ya no están asociados con Al-Qaida o los talibanes; y g) permitan, en circunstancias apropiadas, la supresión de la lista de personas fallentes de la lista (S/2005/572, párrs.	0
