en_es_DEEPL	VerCoop
Alrededor de las 12.30 horas, el Sr. Malik y el Coronel Reis, Asesor Jefe de Instrucción Militar, que también había oído las comunicaciones por radio, hablaron por separado con el Representante Especial del Secretario General. Ambos solicitaron y obtuvieron permiso para intervenir.	1
Aunque esto es constructivo, las negociaciones directas sin condiciones previas, en las que se espera que las partes presenten propuestas territoriales y de seguridad en un plazo de 90 días, siguen sin producirse.	0
"El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y sigue prestándoles su apoyo y orientación.	1
Además, el Consejo de Seguridad hace un llamamiento a todos los actores para que adopten las medidas adecuadas y necesarias para garantizar el respeto de los principios de protección de los refugiados y las obligaciones derivadas del derecho de los refugiados, incluido el carácter civil y humanitario de los campos de refugiados.	1
40. El Gobierno del Líbano me ha informado de que había adoptado importantes medidas para restringir esa afluencia de armas y personas y la libre circulación de armamento y elementos armados hacia y desde los campamentos de refugiados palestinos en el Líbano en las últimas semanas, en particular desde finales de septiembre de 2005.	0
"El Consejo de Seguridad expresa su preocupación por el uso cada vez mayor que hacen los terroristas y quienes les apoyan de la tecnología de las comunicaciones con el fin de radicalizar hacia el terrorismo, reclutar e incitar a otros a cometer actos terroristas, incluso a través de Internet, y financiar y facilitar los viajes y las actividades posteriores de combatientes terroristas extranjeros.	0
Insta a los signatarios del [acuerdo de paz] a que trabajen en pro de una solución sostenible para el retorno voluntario, la reinstalación, la reintegración y la seguridad de las personas desplazadas, incluso abordando las cuestiones relativas a la tenencia de la tierra, con el apoyo del sistema de las Naciones Unidas, y a que cumplan a este respecto sus compromisos de conformidad con el ... Acuerdo Político y sus obligaciones en virtud del derecho internacional.	1
A pesar de nuestra valoración de que sigue siendo difícil lograr un alto el fuego completo en estos momentos, sigo siendo de la opinión de que la comunidad internacional debe dejar clara su postura sobre la necesidad de un cese inmediato de las hostilidades y de un esfuerzo mucho mayor y más creíble por parte de Israel para proteger a los civiles y las infraestructuras civiles mientras se desarrollan urgentemente las condiciones para dicho cese.	0
El Programa se relanzó como Programa del Sector de la Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y pretende ser más activo en este ámbito, entre otras cosas mediante conferencias sobre desradicalización y compromiso de la comunidad para luchar contra el terrorismo.	1
51. Sigo firmemente comprometido con la aplicación de la resolución 1559 (2004) en aras de la paz y la estabilidad regionales, en un momento especialmente difícil y desafiante.	0
Sin embargo, Irak sigue enfrentándose a fuerzas terroristas que incorporan elementos extranjeros que llevan a cabo horribles atentados y actos terroristas en un intento de frustrar el desarrollo político y económico de Irak.	0
De conformidad con el artículo 3 común a los cuatro Convenios de Ginebra, el derecho internacional humanitario es aplicable también en los conflictos armados de carácter no internacional.	0
Creemos, sin embargo, que una retirada brusca sería contraproducente y crearía un vacío sin precedentes, sobre todo teniendo en cuenta que las condiciones propicias para la esperada inversión a gran escala y el desarrollo sostenible aún no están del todo establecidas.	0
63. A fin de facilitar la movilización y coordinación de la asistencia financiera en apoyo de la aplicación de los procesos previstos en el Acuerdo de Uagadugú, el Programa de las Naciones Unidas para el Desarrollo ha establecido dos fondos fiduciarios. El primero, en apoyo de los programas de recuperación, ha recibido contribuciones por valor de 8,4 millones de dólares, y se han prometido otros 12,4 millones de dólares.	0
Durante el ataque se utilizaron dos helicópteros artillados y un avión Antonov, posiblemente con fines de reconocimiento.	0
Después de un conflicto, la rendición de cuentas es fundamental para ayudar a un país o una sociedad a reconciliarse consigo mismos y a las comunidades a seguir adelante.	0
:: La existencia y la labor del TPIY impulsaron la creación de tribunales nacionales en Serbia, Bosnia y Croacia	1
28. A la vista de la situación reinante, creo que la MINURSO sigue desempeñando un importante papel estabilizador y de supervisión del alto el fuego sobre el terreno y quisiera recomendar que su mandato se prorrogue por un nuevo período de seis meses, hasta el 30 de abril de 2006.	1
7. Hace un llamamiento a todos los Estados para que se abstengan de realizar una explosión nuclear de prueba y firmen y ratifiquen el Tratado de Prohibición Completa de los Ensayos Nucleares (CTBT), con lo que el tratado entrará en vigor en una fecha próxima;	1
Informó al Presidente Lahoud y al General Ghazali de la explosión en el momento en que se produjo [declaración de un testigo].	0
Decididos a facilitar en lo sucesivo una respuesta eficaz a las amenazas mundiales en el ámbito de la no proliferación,	1
(e) La reunión inaugural del Grupo Internacional de Contacto sobre Libia, que se celebrará en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos emprendidos por los países vecinos y el Representante Especial del Secretario General para Libia para crear condiciones propicias al diálogo entre todas las partes libias, con excepción de los grupos terroristas conocidos.	1
El Consejo pide al Secretario General que siga facilitando y desplegando orientaciones sobre el tratamiento de la violencia sexual para la formación previa al despliegue e inductiva del personal militar y policial, y que ayude a las misiones a elaborar procedimientos específicos para cada situación con el fin de abordar la violencia sexual sobre el terreno y garantizar que se preste apoyo técnico a los países que aportan contingentes y fuerzas de policía con el fin de incluir orientaciones para el personal militar y policial sobre el tratamiento de la violencia sexual en la formación previa al despliegue e inductiva.	1
102. La Comisión descubrió que, ante la rebelión en Darfur lanzada por dos movimientos rebeldes a principios de 2003, el Gobierno recurrió a varias tribus árabes para que le ayudaran en la lucha.	0
"El Consejo de Seguridad exhorta a los Estados de la Región a que continúen ayudándose mutuamente, en la mayor medida posible, en la prevención, investigación, enjuiciamiento y castigo de los actos de tráfico de drogas y delincuencia organizada transnacional conexa, y a que lleven ante la justicia a quienes financian, planifican, apoyan o cometen tales actos, de conformidad con el derecho internacional".	1
Toda privación de libertad debe realizarse de conformidad con lo dispuesto en el artículo 9: no debe ser arbitraria; debe basarse en motivos y procedimientos establecidos por la ley; debe facilitarse información sobre los motivos de la detención; y debe existir un control judicial de la detención, así como una indemnización en caso de infracción.	1
Las filas de los peticionarios y sus simpatizantes aumentaron notablemente, a partir del segundo día de la protesta, con la llegada de terceros, en particular miembros del grupo conocido como Colimau 2000.	1
9. Pide al Comité contra el Terrorismo que, además del informe solicitado en el párrafo 8, informe oralmente al Consejo, por conducto de su Presidente, al menos cada 180 días, sobre la labor general del Comité contra el Terrorismo y de su Dirección Ejecutiva y, según proceda, en conjunción con los informes de los Presidentes del Comité establecido en virtud de la resolución 1267 (1999) y del Comité establecido en virtud de la resolución 1540 (2004), y alienta la celebración de reuniones informativas oficiosas para todos los Estados Miembros interesados;	1
Aunque cree que el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo tiene un papel importante que desempeñar, debe reconocerse que los comités antiterroristas del Consejo han profundizado en el trabajo sobre esta cuestión y lo han hecho más eficaz mediante regímenes de presentación de informes, misiones de evaluación y la facilitación de asistencia técnica.	1
Las grandes sumas, aunque no son críticas para el éxito de un ataque, ahora es menos probable que estén disponibles.	0
Algunos Estados necesitan reforzar aún más sus sistemas judiciales para poder llevar a cabo enjuiciamientos por terrorismo en plena conformidad con el Estado de Derecho.	0
"El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas. El Consejo recuerda a los Estados que deben velar por que las medidas que adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
Dicho esto, varias intervenciones señalaron el posible papel del Consejo en este ámbito, que podría ir más allá del establecimiento de programas internacionales de reparaciones, hasta la autorización del uso de activos congelados en virtud de regímenes de sanciones para efectuar reparaciones, así como el posible apoyo a programas nacionales de reparaciones.	1
Además, el PNUD y la UNIPSIL colaboraron en la preparación de módulos de formación para la policía sobre diversos temas, entre ellos la ley electoral y las normas de profesionalidad aplicables en el desempeño de sus funciones.	0
En el apartado d) del párrafo 3 de su resolución 1587 (2005), el Consejo de Seguridad pidió al Grupo de Supervisión que siguiera perfeccionando y actualizando la información sobre el proyecto de lista de personas y entidades que violan las medidas aplicadas por los Estados Miembros de conformidad con la resolución 733 (1992), dentro y fuera de Somalia, y de quienes las apoyan activamente, a los efectos de posibles medidas futuras del Consejo, y que presentara esa información al Comité establecido en virtud de la resolución 751 (1992) cuando éste lo considerara apropiado.	1
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren especial peligro durante los conflictos armados y las situaciones posteriores a los conflictos, y observa que los miembros de la sociedad civil que trabajan en cuestiones relacionadas con los derechos humanos de las mujeres pueden ser blanco de ataques en varias de estas situaciones.	0
Los principales elementos de su declaración, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2013/3).	1
Si los Estados no pueden aplicar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de adoptar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	0
Además, el Equipo ha intercambiado información con los expertos del Comité 1540, los expertos de Somalia y Liberia, así como con organizaciones no gubernamentales y académicas pertinentes.	0
Además, en principio, el establecimiento de una línea de información entre la Oficina del Defensor del Pueblo y la Secretaría sobre asuntos sustantivos representa una incursión directa y significativa en la independencia de la Oficina, tanto en términos de percepción como en la práctica.	1
De hecho, un oficial de la UNPOL informó de la presencia de ametralladoras en el tejado del antiguo edificio de la Fuerza de las Naciones Unidas para el Mantenimiento de la Paz (PKF) durante la tarde del 24 de mayo.	0
"El Consejo de Seguridad acoge con satisfacción los considerables progresos realizados por Timor Oriental en el fortalecimiento de las capacidades institucionales y de recursos humanos de las instituciones del Estado, incluidos los sectores de la seguridad, la justicia y la gobernanza, que desempeñan un papel crucial en la salvaguardia de la estabilidad y la promoción de la democracia.	1
Reiterando la necesidad de que todos los Estados y las partes no estatales en los conflictos cumplan plenamente las obligaciones que les impone el derecho internacional aplicable, incluida la prohibición de todas las formas de violencia sexual,	1
56. Actualmente, las autoridades gubernamentales afirman que no han identificado a los miembros de las brigadas y atribuyen estos actos a posibles ajustes de cuentas.	0
Pido a las autoridades libanesas que desplieguen todos sus esfuerzos para detener a los responsables de este intento de asesinato y llevarlos ante la justicia.	1
Subraya la importancia del acceso seguro y sin trabas del personal humanitario a la población civil en los conflictos armados, hace un llamamiento a las partes interesadas, incluidos los Estados vecinos, para que cooperen plenamente con el Coordinador de Asuntos Humanitarios de las Naciones Unidas y los organismos de las Naciones Unidas en la facilitación de dicho acceso, invita a los Estados y al Secretario General a que señalen a su atención la información relativa a la denegación deliberada de dicho acceso en violación del derecho internacional, cuando dicha denegación pueda constituir una amenaza para la paz y la seguridad internacionales, y, a este respecto, expresa su disposición a examinar dicha información y, cuando sea necesario, a adoptar las medidas oportunas.	1
"El Consejo de Seguridad subraya la importancia de una respuesta internacional coordinada a las causas de los conflictos y reconoce la necesidad de elaborar estrategias eficaces a largo plazo y hace hincapié en la necesidad de que todos los órganos y organismos de las Naciones Unidas apliquen estrategias preventivas y adopten medidas en sus respectivas esferas de competencia para ayudar a los Estados Miembros y a las organizaciones regionales y subregionales a erradicar la pobreza, reforzar la cooperación y la asistencia para el desarrollo y promover el respeto de los derechos humanos y las libertades fundamentales".	1
81. El Equipo también está a cargo de un proyecto de grupo de trabajo para producir documentales que ilustren la verdadera naturaleza del terrorismo vista a través de los ojos de los autores y las víctimas.	1
9. Exhorta a los Estados miembros a que exijan que las líneas aéreas que operan en sus territorios proporcionen información anticipada sobre los pasajeros a las autoridades nacionales competentes a fin de detectar la salida de sus territorios, o el intento de entrada en ellos o de tránsito por ellos, por medio de aeronaves civiles, de personas designadas por el Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) ("el Comité"), y exhorta además a los Estados miembros a que comuniquen al Comité toda salida de ese tipo de sus territorios, o todo intento de entrada en sus territorios o de tránsito por ellos, de esas personas, y a que compartan esa información con el Estado de residencia o nacionalidad, según proceda y de conformidad con el derecho interno y las obligaciones internacionales;	1
La reducción de la amenaza que suponen los grupos armados congoleños y extranjeros para la población civil, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios clave que guíen la retirada gradual de la MONUSCO.	0
Esto significa que tiene el mandato de determinar los hechos relacionados con las posibles violaciones del derecho internacional humanitario y de los derechos humanos cometidas en Darfur.	1
4. En Argelia, la Organización de Al Qaeda en el Magreb Islámico (QE.T.14.01) sigue representando una amenaza activa y peligrosa, no sólo para Argelia, sino también para los países del Sahel, en particular Mauritania y, más recientemente, Malí.	0
Está bien establecido que el Comité debe tener en cuenta todas las mejores prácticas, códigos y normas internacionales que sean relevantes para la aplicación de la resolución 1373 (2001), mientras supervisa la aplicación por parte de los Estados.	1
En este sentido, queremos ir más allá y decir que creemos que la única forma de mejorar la seguridad y la estabilidad en Somalia es capacitar a las fuerzas de seguridad somalíes para que sometan a los insurgentes más virulentos y permitan al Gobierno ampliar sus zonas de autoridad en la medida de lo posible si fracasan las negociaciones de paz.	0
"El Consejo de Seguridad subraya la importancia de que las partes en el Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, en las cuestiones pendientes del Acuerdo General de Paz y en la resolución de cuestiones críticas posteriores al referéndum de forma pacífica y mutuamente beneficiosa, como la frontera, la seguridad, la ciudadanía, las deudas, los activos, la moneda y los recursos naturales.	1
La Fiscal Adjunta Bensouda centró su intervención en el papel y el impacto de la Corte Penal Internacional en el refuerzo de la investigación y el enjuiciamiento de los delitos graves que preocupan a la comunidad internacional.	0
Este sector requiere una protección especial contra la financiación del terrorismo, ya que el abuso de las organizaciones sin ánimo de lucro puede crear daños duraderos a las propias organizaciones y desalentar las donaciones caritativas en general.	0
(d) Con la aportación del grupo de trabajo del Comité sobre asistencia y su grupo de trabajo sobre cooperación con organizaciones internacionales, incluidos los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1373 (2001), cuando proceda, seguir organizando actividades de divulgación en los planos internacional, regional y subregional y participando en ellas; estar preparados para hacer hincapié en los programas de asistencia y participar en ellos, promover el intercambio de experiencias, lecciones aprendidas y prácticas eficaces y estar dispuestos a facilitar los ofrecimientos o las solicitudes de asistencia;	0
Cincuenta y cuatro Estados informaron de que disponían de salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de las personas sujetas a sanciones.	0
Algunos Estados miembros también expresaron su preocupación por las tensiones en el complejo Haram al-Sharif/Monte del Templo, en Jerusalén, en las semanas anteriores, y pidieron a las partes que evitaran dar pasos unilaterales que socavaran las perspectivas de paz.	1
32. Alienta a los Estados miembros a que, cuando descongelen los activos de una persona fallecida o de una entidad de la que se haya comunicado o confirmado que ha dejado de existir como consecuencia de una exclusión de la lista, recuerden las obligaciones establecidas en la resolución 1373 (2001) y, en particular, impidan que los activos descongelados se utilicen con fines terroristas;	1
Condenando el continuo flujo ilícito de armas dentro y hacia la República Democrática del Congo y declarando su determinación de continuar vigilando de cerca la aplicación del embargo de armas y otras medidas establecidas por su resolución 1807 (2008),	0
El 20 de julio, el Consejo se reunió en debate abierto (4174ª sesión) para estudiar su papel en la prevención de conflictos armados.	0
Adopción de una declaración presidencial en la que se pide, entre otras cosas, la reafirmación de la solidaridad internacional en la lucha contra el terrorismo y se insta a los Estados miembros a redoblar sus esfuerzos antiterroristas.	1
En los últimos años, los Estados de la subregión (por ejemplo, Bosnia y Herzegovina, Bulgaria y Serbia) han ratificado algunos de los instrumentos más recientes de lucha contra el terrorismo.	0
Así, cuando ningún Estado se oponga o presente una solicitud de exclusión de la lista o cuando la información presentada sea insuficiente o contradictoria, el asunto podría remitirse a la Oficina.	1
En cuanto a la situación humanitaria, a Guatemala le preocupa que, según la Oficina de Coordinación de Asuntos Humanitarios (OCHA), 20 millones de personas en el Sahel requieren asistencia humanitaria, particularmente en Mauritania, Níger, Burkina Faso y Chad.	0
39. A tal efecto, los Jefes de Estado y de Gobierno convienen en la necesidad de revisar los textos jurídicos vigentes, en particular el Protocolo relativo al Mecanismo de prevención, gestión y resolución de conflictos, mantenimiento de la paz y seguridad, y el Protocolo complementario sobre democracia y buen gobierno, con el fin de reflejar las mejores prácticas en materia de mandatos presidenciales.	1
Uno de los soldados cogió al niño y lo tiró a un lado de la carretera.	0
Es muy preocupante que la retórica se haya exacerbado por ambas partes, la República de Sudán y la República de Sudán del Sur.	0
[Exhorta a [la misión] a que refuerce su capacidad de gestión de conflictos completando lo antes posible su estrategia integrada de apoyo a los mecanismos tribales locales de resolución de conflictos a fin de maximizar la protección de los civiles; acoge con satisfacción la elaboración de una estrategia global sobre la protección de los civiles y alienta a [la misión] a que prosiga y complete su labor sobre la estrategia de manera oportuna; y exhorta de nuevo a [la misión] a que, en consonancia con su mandato y sus capacidades actuales, realice patrullas de manera proactiva en las zonas de alto riesgo de conflicto localizado.	1
Las autoridades subrayaron que no hay refugiados marfileños ni campos en Ghana.	1
450. Una serie de graves deficiencias impiden que el sistema de justicia de Sudán actúe de forma rápida y adecuada para hacer frente a los abusos.	0
42. El Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), junto con el Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001), participó en la duodécima Reunión de Jefes de Servicios Especiales, Agencias de Seguridad y Organizaciones Policiales sobre la lucha contra el terrorismo, organizada por el Servicio Federal de Seguridad de la Federación de Rusia.	1
▪ Utilizar la inanición de la población civil como método de guerra privándola de los objetos indispensables para su supervivencia, incluida la obstaculización deliberada de los suministros de socorro previstos en el Derecho Internacional Humanitario aplicable.	0
El 30 de agosto de 2010, el SPLA estableció una Unidad de Protección de la Infancia en Bilpham, estado de Equatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el SPLA.	0
562. Hay otra razón más específica por la que los dirigentes políticos y militares del ELS y del MJI no pueden negarse a aceptar la responsabilidad por cualquier delito cometido por sus tropas sobre el terreno si dichos dirigentes se abstuvieron de impedir o reprimir esos delitos.	0
Alentar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad, según proceda y caso por caso, a que apoyen los mecanismos nacionales para abordar las cuestiones relativas a la vivienda, la tierra y la propiedad o su establecimiento por las autoridades nacionales.	1
Hacer un llamamiento a las partes en conflicto armado para que respeten el derecho internacional humanitario aplicable y el estatuto civil de los periodistas, los profesionales de los medios de comunicación y el personal asociado, así como sus equipos e instalaciones.	1
Afirmó que las fuerzas armadas marfileñas reciben regularmente formación en derecho internacional humanitario y que la protección de los civiles forma parte del credo del ejército marfileño.	1
74. En el actual programa de trabajo se han logrado avances significativos en la sensibilización de los parlamentarios, a través de los actos celebrados en Ginebra con la UIP y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.	1
Pide a todas las partes que respeten el carácter civil y humanitario de los campos de refugiados y los emplazamientos de desplazados internos ...	1
Los trabajadores de ayuda humanitaria fueron acosados y agredidos con frecuencia durante los incidentes de bandidaje.	0
Una organización informó de métodos de asesinato crueles e inhumanos, como dos casos de asesinato por crucifixión.	0
Determinar que la situación en Afganistán constituye una amenaza para la paz y la seguridad internacionales en la región,	0
Soy consciente de la determinación y los esfuerzos realizados por Pakistán para buscar la verdad y llevar ante la justicia a todos los financiadores, autores, organizadores, patrocinadores y conspiradores de este acto terrorista para que rindan cuentas.	1
En las consultas a puerta cerrada que se celebraron a continuación, los miembros del Consejo subrayaron la importancia de reanudar las negociaciones israelo-palestinas y condenaron las acciones unilaterales, en particular la construcción de asentamientos en los territorios ocupados, que socavan los esfuerzos del Cuarteto en pro de una solución negociable del conflicto.	1
17. Las reuniones cuatripartitas semanales permitieron a ambas partes, junto con la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, debatir periódicamente asuntos relacionados con la seguridad en la zona de conflicto.	1
"El Consejo de Seguridad renueva su llamamiento a los Estados para que se adhieran lo antes posible a todos los convenios y protocolos internacionales pertinentes relativos al terrorismo y apliquen aquellos de los que sean parte.	1
160. Como se ha descrito en los párrafos 89 a 94 supra, el Ministro del Interior armó a civiles, algunos de los cuales estuvieron presuntamente implicados posteriormente en la comisión de actos delictivos.	0
Los grupos de trabajo, que hasta ahora han estado formados exclusivamente por las partes del Acuerdo General de Paz, se reunieron los días 9 y 10 de agosto y han seguido reuniéndose esporádicamente desde entonces.	1
Sugirieron la creación de más redes o la vinculación de las ya existentes y subrayaron la importancia de las reuniones cara a cara y los intercambios entre homólogos. Los participantes recomendaron considerar el "proceso de Wiesbaden" a este respecto.	1
La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar la aplicación; la segunda radica en las diversas formas en que los Estados interpretan sus obligaciones, y la tercera se refiere al alcance del embargo de armas y su pertinencia para la metodología en constante evolución de sus objetivos. A. Aplicación del embargo de armas	0
Expresando su preocupación por todas las violaciones y abusos de los derechos humanos, el Consejo hace un llamamiento a las autoridades libias para que investiguen y lleven ante la justicia a los autores de todos esos actos, incluidos los cometidos contra niños.	1
"El Consejo de Seguridad recuerda sus resoluciones y las declaraciones de su Presidencia sobre la consolidación de la paz después de los conflictos, en particular las resoluciones S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2 y S/PRST/2011/4, y reafirma la importancia decisiva de la consolidación de la paz como fundamento de la paz y el desarrollo sostenibles después de los conflictos.	1
Se adoptaron declaraciones presidenciales sobre los niños y los conflictos armados (S/PRST/2002/12), Timor Oriental (S/PRST/2002/13), las elecciones en Sierra Leona (S/PRST/2002/14), la admisión de nuevos miembros (S/PRST/2002/15), Kosovo (S/PRST/2002/16), la República Democrática del Congo (S/PRST/2002/17) y la FNUOS (S/PRST/2002/18).	0
Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podría resolverse mediante la celebración de elecciones.	1
Tengo el honor de informarle de que he recibido del Gobierno de Pakistán una solicitud para que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra de Pakistán, Mohtarma Benazir Bhutto.	1
91. El Equipo de Vigilancia tiene el mandato de estudiar la naturaleza cambiante de la amenaza e informar al respecto, entre otras cosas mediante el diálogo con especialistas y organismos académicos pertinentes.	1
3. Las tensiones políticas en torno a las elecciones de 2012 aumentaron durante el periodo que abarca el informe. El 9 de septiembre de 2011, un convoy en el que viajaba el brigadier Julius Maada Bio (ret.), candidato presidencial del SLPP, fue atacado por partidarios del APC en Bo, en la región meridional, y resultó herido.	0
Expresaron su preocupación por el amplio uso de Internet por parte de Al Qaeda y sus asociados, por la irresponsabilidad de algunos medios de comunicación en su cobertura de temas delicados y por el uso terrorista de los teléfonos por satélite.	0
El Coordinador Especial informó de que continuaba la calma general en el sur del Líbano, aunque se habían producido algunos incidentes de seguridad durante el período que abarca el informe, incluido el lanzamiento de cohetes hacia Israel desde el sur del Líbano durante el conflicto relacionado con Gaza en julio y agosto y dos graves incidentes de seguridad en la zona de las granjas de Shab'a (sector oriental).	0
La resolución establece obligaciones jurídicamente vinculantes para todos los Estados de disponer y hacer cumplir medidas apropiadas y eficaces contra la proliferación de armas nucleares, químicas y biológicas y sus sistemas vectores.	1
Tras la adopción de la resolución 2100 (2013) del Consejo de Seguridad por la que se estableció la MINUSMA con el apoyo a la preservación cultural como parte de su mandato, la UNESCO ha seguido trabajando con los socios de las Naciones Unidas para integrar la salvaguardia del patrimonio cultural en la operación de mantenimiento de la paz y en los esfuerzos de recuperación.	0
7. En el Norte de África y en la región del Sahel-Sáhara ha aumentado el impacto de los grupos armados, entre ellos Al Qaeda en el Magreb Islámico, con ideologías extremistas.	0
43. El Consejo de Seguridad y sus grupos de supervisión de sanciones han tratado de mejorar la supervisión de las excepciones a los embargos de armas vigentes en la República Democrática del Congo y Liberia.	1
En muchos casos, los ataques duraron varias horas.	0
(b) Alentar a los Estados a que adopten medidas prácticas y estrategias nacionales para reprimir el reclutamiento por parte de grupos terroristas, respetando al mismo tiempo las obligaciones pertinentes en materia de derechos humanos;	1
Condenando en particular la violencia sexual perpetrada por [milicias y grupos armados, así como por elementos de las fuerzas armadas y policiales nacionales] y otros servicios de seguridad e inteligencia, subrayando la urgente necesidad de que [el Estado afectado], en cooperación con [la misión de mantenimiento de la paz] y otros actores pertinentes, ponga fin a dicha violencia y haga comparecer ante la justicia a los autores, así como a los altos mandos a sus órdenes, y pidiendo a los Estados miembros que presten asistencia a este respecto y continúen proporcionando ayuda médica, humanitaria y de otro tipo a las víctimas.	0
También señalaron que la mayor disponibilidad de información sobre los efectos nocivos de la piratería había propiciado cambios positivos en antiguos focos de piratería.	1
El Comité considera que estas medidas reducirán el riesgo de que terceros, incluidas las instituciones financieras no bancarias y las empresas y profesionales no financieros, actúen involuntariamente contraviniendo los requisitos de congelación de activos.	1
Haciendo un llamamiento a la comunidad internacional, en particular a los países de la región y a los vecinos de Iraq, para que apoyen al pueblo iraquí en su búsqueda de la paz, la estabilidad, la seguridad, la democracia y la prosperidad, acogiendo con satisfacción las Conferencias de Vecinos Ampliadas celebradas en Sharm El-Sheikh, Estambul y Kuwait y su papel de apoyo a los esfuerzos del Gobierno de Iraq para lograr la seguridad y la estabilidad en Iraq, y sus resultados positivos para la paz y la seguridad regionales e internacionales, congratulándose asimismo de que la Conferencia Ampliada de Vecinos, celebrada en Kuwait el 22 de abril de 2008, haya aprobado el mandato del mecanismo de apoyo, y observando que el éxito de la aplicación de la presente resolución contribuirá a la estabilidad regional,	1
79. Las pruebas disponibles muestran que la gran mayoría de los cadáveres que siguen en los depósitos de cadáveres a la espera de la autopsia presentan heridas de bala.	0
1. El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) abarca el período comprendido entre el 1 de enero y el 31 de diciembre de 2009.	1
"El Consejo de Seguridad apoya las conversaciones a seis bandas y pide su pronta reanudación con vistas a lograr la desnuclearización verificable de la península coreana de forma pacífica y a mantener la paz y la estabilidad en la península coreana y en el noreste de Asia.	1
"El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional de la CEMAC y pide que prosiga la reestructuración de las fuerzas de defensa y seguridad de la República Centroafricana.	1
El Comité seguirá centrándose en promover la aplicación de la resolución 1373 (2001) por parte de los Estados y en adoptar medidas prácticas destinadas a mejorar la capacidad de lucha contra el terrorismo de los Estados.	0
Proporcionar un espacio adicional para que las víctimas del terrorismo contribuyan al debate puede ayudar a contrarrestar más eficazmente la incitación. E. Programas de rehabilitación	0
La Dirección Ejecutiva del Comité contra el Terrorismo también está dirigiendo una iniciativa mundial de tres años de duración, en nombre del Grupo de Trabajo sobre la Lucha contra la Financiación del Terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y con el apoyo de varios Estados y organizaciones donantes, para desarrollar un entendimiento común de prácticas sólidas para luchar contra la financiación del terrorismo a través del sector.	0
El Consejo reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se recupera de un conflicto pueda asumir los abusos cometidos en el pasado contra la población civil y evitar que se cometan en el futuro.	1
6. El Comité también opinó que en los casos en que se confirmara el fallecimiento de una persona y se estableciera que no poseía bienes o que no figuraba en la Lista ningún beneficiario de bienes, el Comité debería proceder a suprimir a esa persona de la Lista (párr. 19).	0
Debe prestarse apoyo al proceso de reforma del sector de la justicia, en estrecha colaboración con el equipo de las Naciones Unidas en el país. También debe apoyarse el establecimiento y fortalecimiento de mecanismos de rendición de cuentas en las fuerzas de seguridad y defensa.	1
"El Consejo de Seguridad hace hincapié en la responsabilidad primordial del Gobierno de la RDC de reforzar la autoridad del Estado y la gobernanza en el este de la RDC, incluso mediante una reforma efectiva del sector de la seguridad que permita la reforma del ejército y la policía, y de poner fin a la impunidad de los abusos de los derechos humanos y las violaciones del derecho internacional humanitario, e insta al Gobierno de la RDC a que aborde las cuestiones de la explotación ilegal y el contrabando de recursos naturales.	1
