en_es_DEEP	VerConf
El día de la explosión se interrogó a 10 personas y durante los dos meses siguientes se entrevistó a unas 40 personas.	0
Deslizándose de un lado a otro a través de estas fronteras hay una población migrante de jóvenes combatientes -guerreros regionales- que ven la guerra principalmente como una oportunidad económica.	0
Los intentos de los Estados por lograr la solución pacífica de los conflictos son un proceso continuo.	0
Sin embargo, el Equipo recomienda que el Consejo de Seguridad señale a los Estados Miembros que están obligados por el régimen de sanciones a impedir el uso de Internet para el suministro, la venta o la transferencia directa o indirecta de asesoramiento técnico, asistencia o entrenamiento relacionado con actividades militares. actividades a personas y entidades incluidas en la Lista desde sus territorios o por sus nacionales fuera de sus territorios.	1
Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en violación de las obligaciones internacionales que les son aplicables, el asesinato y la mutilación de niños, la violación y otros actos de violencia sexual cometidos principalmente contra niñas, el secuestro y el desplazamiento forzado y la denegación del acceso humanitario a los niños , ataques contra escuelas y hospitales, así como trata, trabajo forzoso y todas las formas de esclavitud y todas las demás violaciones y abusos cometidos contra niños afectados por conflictos armados.	1
"El Consejo de Seguridad reitera que la creciente amenaza que plantean los combatientes terroristas extranjeros es parte de las nuevas cuestiones, tendencias y acontecimientos relacionados con las resoluciones 1373 (2001) y 1624 (2005), y alienta al Comité contra el Terrorismo a celebrar reuniones especiales en 2015. con la participación de los Estados Miembros y las organizaciones internacionales y regionales pertinentes para debatir formas de detener el flujo de combatientes terroristas extranjeros e impedir que los terroristas exploten Internet y los medios sociales para reclutar e incitar a actos terroristas, respetando al mismo tiempo los derechos humanos y las libertades fundamentales, y en cumplimiento de otras obligaciones derivadas del derecho internacional y, a este respecto, señala la importancia de que el Comité celebre reuniones en las regiones afectadas sobre cuestiones relacionadas con el mandato del Comité;	1
11. Los criterios de inclusión del régimen de sanciones contra los talibanes se establecen en los párrafos 2 y 3 de la resolución 2160 (2014) y se refieren a la asociación con los talibanes para constituir una amenaza a la paz, la estabilidad y la seguridad del Afganistán.	1
o El 30 de noviembre de 2014, aviones de combate del régimen lanzaron un misil contra la ciudad de Andan, matando a 11 personas, entre ellas 1 niño. Deraa	0
24. Solicita al Comité contra el Terrorismo que, dentro de su mandato actual y con el apoyo de la Dirección Ejecutiva y Ejecutiva, identifique las principales deficiencias en la capacidad de los Estados Miembros para aplicar las resoluciones 1373 (2001) y 1624 (2005) del Consejo de Seguridad que puedan obstaculizar la capacidad de los Estados para detener el flujo de combatientes terroristas extranjeros, así como identificar buenas prácticas para detener el flujo de combatientes terroristas extranjeros en la implementación de las resoluciones 1373 (2001) y 1624 (2005), y facilitar la asistencia técnica, específicamente promoviendo el compromiso entre los proveedores. de la asistencia para el desarrollo de capacidades y de los destinatarios, especialmente aquellos en las regiones más afectadas, incluso mediante el desarrollo, cuando lo soliciten, de estrategias antiterroristas integrales que abarquen la lucha contra la radicalización violenta y el flujo de combatientes terroristas extranjeros, recordando el papel de otros actores relevantes actores, por ejemplo el Foro Global Contra el Terrorismo;	0
Said Arif está asociado con Al-Qaida o cualquier célula, afiliado, grupo escindido o derivado del mismo por "participar en la financiación, planificación, facilitación, preparación o perpetración de actos o actividades por, junto con, en nombre de, en en nombre o en apoyo de" y "reclutamiento para" Jabhet al-Nusra, también conocido como el Frente Al-Nusrah para el Pueblo del Levante (QE.A.137.14).	0
Además, la restricción impuesta por Eritrea afecta dramáticamente la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y sus operaciones, hasta el punto de que la continua ocupación de pequeños puestos en lugares aislados, que constituyen 18 de 40 lugares, se ha vuelto insostenible y ya no es operacional viable.	0
Reafirmando su llamamiento a todos los Estados para que se adhieran a los convenios y protocolos internacionales contra el terrorismo lo antes posible, sean o no partes en convenios regionales sobre la materia, y a que cumplan plenamente las obligaciones que les imponen aquellos de los que son parte fiesta,	0
Mi Gobierno reconoce las numerosas expresiones de condena e indignación que esta atrocidad ha generado. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este crimen espantoso.	1
En lugar de ello, los Estados deberían establecer un marco jurídico claro, completo y coherente que tipifique los actos terroristas como delitos penales graves, los penalice según su gravedad y ayude a los tribunales a llevar a los terroristas ante la justicia.	0
Preocupado por las actividades armadas y el bandidaje en [los países afectados] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que resultan en graves violaciones de los derechos humanos y del derecho internacional humanitario.	1
También expresó que el hecho de que el Parlamento libanés no haya elegido un nuevo Presidente había socavado la estabilidad y la resiliencia del Líbano desde el comienzo del conflicto en la República Árabe Siria.	1
Los desafíos que enfrenta el país exigen que los líderes haitianos forjen un vínculo común.	1
Los lanzamientos de cohetes Qassam desde Gaza siguen, incluso mientras hablamos, dirigidos deliberadamente contra la comunidad civil, apuntando y aterrorizando a civiles inocentes mientras yacen en sus camas, se sientan en sus salas de estar o llevan a sus hijos a la escuela.	1
En particular, señalaron que la ley modificada sobre la Comisión Electoral Independiente no preveía la representación de las Forces Nouvelles en sus órganos locales y no establecía la primacía de la Comisión Electoral Independiente sobre el Instituto Nacional de Estadística en el proceso electoral.	1
Exhorta a todas las partes a respetar el carácter civil y humanitario de los campos de refugiados y los lugares de desplazados internos...	0
Aliento a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan fortaleciendo la cooperación para abordar las amenazas transfronterizas a la seguridad.	0
Lo que todo el mundo debe hacer es rechazar las voces extremistas que encuentran consuelo en las viejas costumbres y que creen que es imposible para serbios y albaneses normalizar sus relaciones alcanzando un compromiso histórico.	1
Solicitar a todas las partes que garanticen el acceso de las organizaciones pertinentes, según corresponda, a todas las prisiones y lugares de detención.	0
En 2006, más de 324 niños fueron secuestrados en 136 incidentes de secuestro en grupo; más de 210 fueron secuestrados en noviembre de 2006 y el resto entre mayo y diciembre de 2006.	0
Además, muchas instituciones financieras se quejan de que se les ha dado poca o ninguna información sobre qué buscar como posibles indicadores de transacciones de financiación del terrorismo.	1
iii) Mejora de la capacidad de las autoridades [nacionales] en [la zona afectada por la violencia], incluidos los organismos nacionales encargados de hacer cumplir la ley, el poder judicial y el sistema penitenciario, para brindar la seguridad necesaria a los refugiados, los desplazados internos, los civiles y los trabajadores humanitarios con respeto a las normas internacionales de derechos humanos.	0
El Primer Ministro Seniora llegó a un acuerdo con los miembros de la segunda delegación, integrada por grupos armados palestinos con sede en Damasco, para crear una comisión de seguimiento que se encargaría de examinar todas las cuestiones, incluida la de las armas. El 13 de octubre, el Gabinete libanés, tras aprobar por unanimidad la posición del Primer Ministro, decidió crear dicha comisión, con el objetivo de resolver mediante el diálogo la cuestión de las armas palestinas en los campamentos.	0
Durante el período que abarca el informe, el componente de policía de la UNMIS se centró en capacitar al Servicio de Policía del Sudán meridional en materia de seguridad para el referéndum y ayudarlo a preparar sus planes de seguridad para el referéndum.	0
"El Consejo de Seguridad reitera su exigencia a todas las partes en los conflictos armados de que cesen inmediata y completamente todas las formas de violencia contra las mujeres y las niñas, incluidos los actos de violencia sexual.	1
Expresando su preocupación por los continuos informes, incluidos los informados por el Secretario General en [informe pertinente], sobre abusos de los derechos humanos y violaciones del derecho internacional humanitario, incluso contra mujeres y niños, y los informes de un aumento de incidentes de violencia sexual, en particular aquellos atribuidos a hombres armados, destacando la importancia de investigar esas presuntas violaciones y abusos... cometidos por todas las partes, independientemente de su estatus o afiliación política, reafirmando que los responsables de tales violaciones deben rendir cuentas y ser llevados ante la justicia independientemente de su orientación política. afiliación, respetando al mismo tiempo los derechos de las personas detenidas..., instando al Gobierno a aumentar y acelerar sus esfuerzos para combatir la impunidad,	1
El párrafo 2 del artículo 21 del anexo de la resolución 1757 (2007) del Consejo de Seguridad establece que, si las actividades del Tribunal Especial no han concluido al final de su mandato actual, "el Acuerdo se prorrogará... por un nuevo período". (s) lo determinará el Secretario General en consulta con el Gobierno [del Líbano] y el Consejo de Seguridad".	0
En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no demuestra una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos.	1
En el contexto de la posible imposición de sanciones por violación y otros actos de violencia sexual, el Consejo ha pedido a las misiones y órganos pertinentes de las Naciones Unidas que compartan toda la información pertinente con los comités de sanciones pertinentes del Consejo de Seguridad.	0
Sin embargo, los niños todavía están asociados con el ejército maoísta y no hubo avances para lograr su liberación formal; Todavía hay niños que mueren y resultan heridos en manifestaciones políticas y por artefactos explosivos abandonados durante el conflicto.	0
Del 3 al 8 de julio, la MINUSTAH organizó una sesión de capacitación sobre el tema "Mujeres y liderazgo" para posibles candidatas a las próximas elecciones. El 25 de agosto, la MINUSTAH, junto con una organización no gubernamental local, lanzó un programa de radio semanal con el objetivo de sensibilizar a las candidatas y a las votantes.	0
13. En el comunicado conjunto se comprometió al Gobierno a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y garantizar que todas las personas y grupos acusados ​​de abusos de los derechos humanos fueran llevados ante la justicia sin demora.	0
Exhorta a todas las partes a que cooperen plenamente con la comisión internacional independiente de investigación creada por el Consejo de Derechos Humanos [fecha] para investigar los hechos y circunstancias que rodean las denuncias de graves abusos y violaciones de los derechos humanos cometidos en [el país afectado] ..., y pide al Secretario General que transmita este informe al Consejo de Seguridad y a otros órganos internacionales pertinentes	0
:: Un llamamiento al Consejo de Seguridad para que establezca, de conformidad con la Unión Africana, una fuerza internacional para neutralizar a los grupos armados, apoyar la reconciliación nacional y construir instituciones democráticas y estables en Libia.	0
Por eso Grecia había insistido en la necesidad de aclarar, en el sexto párrafo del preámbulo, en el que el Consejo insta a "progresar hacia la reanudación de las negociaciones para una solución integral", que se debe reafirmar que esas negociaciones deben tener lugar entre las dos comunidades.	1
2. Durante el período que abarca el informe, ha persistido el estancamiento entre las partes sobre cómo lograr una solución mutuamente aceptable que permita al pueblo del Sáhara Occidental ejercer su derecho a la libre determinación.	1
372. Un detenido presentaba algunas cicatrices en la espalda y el brazo, producto de los golpes.	0
Además, el Equipo ha intercambiado información con los expertos del Comité 1540, los expertos de Somalia y Liberia, así como con organizaciones académicas y no gubernamentales pertinentes.	0
El Consejo exige que el Gobierno del Sudán se retire inmediatamente de la zona de Abyei.	1
:: Destacar las buenas prácticas para abordar los riesgos específicos y responder a las necesidades, capacidades y prioridades de las mujeres y niñas refugiadas, desplazadas internas y apátridas en fuga, durante el desplazamiento y al regresar, incluidas las necesidades particulares de diferentes grupos de mujeres y niñas que están sujetos a formas múltiples e interseccionales de discriminación, en consulta con las organizaciones locales de la sociedad civil y las propias mujeres y niñas	0
"El Consejo de Seguridad destaca la urgente necesidad de fortalecer las instituciones militares y policiales en Libia.	1
Observando con preocupación la continua amenaza que plantean a la paz y la seguridad internacionales Al-Qaida, Usama bin Laden y los talibanes, y otras personas, grupos, empresas y entidades asociados con ellos, y reafirmando su determinación de abordar todos los aspectos de esa amenaza,	1
Cuando sea apropiado, un vínculo más fuerte entre la reforma del sector de seguridad y el levantamiento de un embargo de armas puede proporcionar un incentivo eficaz para el éxito de dicha reforma. Esto también es importante desde el punto de vista de prevenir una recurrencia del conflicto en situaciones frágiles posteriores a un conflicto.	0
I. Preocupaciones generales en materia de protección de la población afectada por el conflicto	1
23. Pide al Comité que distribuya al Consejo una lista de los Estados que al 31 de marzo de 2004 no hayan presentado informes de conformidad con el párrafo 6 de la resolución 1455 (2003), incluido un resumen analítico de las razones aducidas por los Estados para no presentar informes ;	0
2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial Antiterrorista, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo presente el peligro de La convergencia del terrorismo con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el terrorismo cibernético, exige una cooperación mundial aún más fuerte para la supresión de este flagelo de los últimos días.	1
Consciente de que estas dos milicias mantienen estrechos vínculos regionales, espero que el Gobierno de la República Árabe Siria actúe de manera constructiva en este proceso.	0
Durante nuestras conversaciones anteriores, Bélgica compartió la preocupación expresada por el Secretario General sobre el peligro que la violencia en el Iraq representa para una sociedad, unas instituciones y un proceso político que siguen siendo frágiles.	1
El Subsecretario General interino informó sobre los acontecimientos políticos en Ucrania, incluida la celebración de las elecciones parlamentarias del 26 de octubre y las elecciones celebradas por los rebeldes en Donetsk y Lugansk el 2 de noviembre, que habían sido deploradas por el Secretario General. y muchos en la comunidad internacional.	1
Esto es inaceptable y contradice incluso la prohibición de las minas terrestres declarada públicamente por las fuerzas antigubernamentales.	1
La mayoría de los Estados han establecido en su legislación obligaciones de debida diligencia con los clientes y mecanismos de información que obligan a las entidades financieras y a determinados profesionales a identificar a sus clientes y reportar actividades sospechosas a las autoridades.	0
Al considerar la evolución del riesgo de incitación, hay que tener en cuenta que las formas y medios de comunicación han evolucionado sustancialmente desde la aprobación de la resolución 1624 (2005).	1
Además, la obligación internacional debía considerarse cumplida cada vez que, después de la celebración de un tratado de paz, el Estado responsable había acordado pagar al otro Estado o a los otros Estados reparaciones de guerra o una indemnización por los daños causados ​​a los nacionales del adversario, independientemente de que el pago efectivo se hubiera efectuado alguna vez.	0
Los Estados Unidos instan a las autoridades de Haití a cumplir su promesa de cubrir las seis vacantes en el Tribunal Supremo de Casación antes del 3 de octubre de 2011.	1
"El Consejo de Seguridad apoya firmemente los esfuerzos por promover el diálogo nacional, la reconciliación y una amplia participación política para garantizar la unidad, la paz, la seguridad y la estabilidad en Irak.	0
a) Una amenaza al proceso de paz y reconciliación nacional en Côte d'Ivoire, en particular bloqueando la aplicación del proceso de paz, tal como se menciona en el Acuerdo Político de Uagadugú;	0
La Comisión no pudo confirmar la afirmación del Gobierno de que soldados y civiles heridos habían muerto dentro del edificio del hospital.	1
Al parecer, el grupo tiene fuertes vínculos con AlQaida en la Península Arábiga y ha proporcionado entrenamiento en Somalia a terroristas individuales de Nigeria y países más próximos a sus fronteras.	0
Es importante dar a las mujeres, que son las primeras víctimas de la violencia en todas sus manifestaciones, un papel primordial en el mantenimiento y la consolidación de la paz, y es aún más importante y urgente hacerlo en el proceso de prevención de conflictos.	1
"El Consejo de Seguridad expresa grave preocupación tras los informes sobre la afluencia inusual y repentina de miles de misseriya a la ciudad de Abyei y sus alrededores, que podría obligar a cambios importantes en la composición étnica de la zona.	1
74. Se lograron avances significativos en el actual programa de trabajo para aumentar la concienciación entre los parlamentarios, a través de los eventos celebrados en Ginebra con la UIP y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.	0
27. Decide que cuando el Estado designante presente una solicitud de exclusión de la lista, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de esta resolución terminará con respecto a esa persona, grupo, empresa o entidad después de 60 días, a menos que el Comité decida por consenso. antes de que finalice ese período de 60 días, las medidas permanecerán en vigor con respecto a ese individuo, grupo, empresa o entidad; siempre que, en los casos en que no exista consenso, el Presidente, a petición de un miembro del Comité, someterá la cuestión de si se debe eliminar de la lista a esa persona, grupo, empresa o entidad al Consejo de Seguridad para que éste adopte una decisión en un plazo de 60 días. días; y siempre que, en caso de tal solicitud, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de esta resolución permanecerá en vigor durante ese período con respecto a esa persona, grupo, empresa o entidad hasta que se resuelva la cuestión. decidido por el Consejo de Seguridad;	0
"El Consejo de Seguridad expresa preocupación por el uso cada vez mayor por los terroristas y sus partidarios de la tecnología de las comunicaciones con el fin de radicalizarse hacia el terrorismo, reclutar e incitar a otros a cometer actos terroristas, incluso a través de Internet, y financiar y facilitar los viajes y las actividades posteriores de combatientes terroristas extranjeros.	1
Estamos seriamente preocupados por la obstinada negativa de los dirigentes de grupos como el Movimiento por la Justicia y la Igualdad y el Movimiento de Liberación del Sudán a participar en las conversaciones.	1
11. Subraya que las organizaciones internacionales y regionales especializadas tienen un papel importante que desempeñar en la creación de una comprensión de la amenaza terrorista y en la facilitación de la cooperación internacional en el ámbito de la lucha contra el terrorismo, especialmente mediante la prestación de asistencia técnica y conexa, según se solicite.	0
La Representante Especial lamentó que la situación de los derechos humanos siguiera marcada por constantes violaciones y advirtió que la situación podría empeorar aún más con la adopción y aplicación de un nuevo proyecto de ley de seguridad.	1
Las personas y células asociadas con Al-Qaida y sus afiliados siguen innovando en materia de objetivos, tácticas y tecnología.	1
El coronel Reis y el señor Malik tuvieron un acalorado intercambio verbal.	1
Posteriormente, en julio, el Centro inició un curso sobre investigaciones de violencia de género para la policía nacional, y hasta la fecha ha capacitado a un total de 40 agentes de policía nacional (30 mujeres).	0
La gran mayoría de los puestos fronterizos de la policía terrestre carecen de herramientas y equipo para desempeñar sus misiones, y los organismos nacionales de control de fronteras no cooperan suficientemente entre ellos ni con sus homólogos de los Estados vecinos.	1
La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, lo que los hace más reconocibles y menos propensos a viajar con una identidad falsa.	0
Como resultado de esta violación, la víctima quedó embarazada y luego dio a luz a un niño.	0
Sin embargo, en 2007, después de que se emitiera la orden de arresto contra Harun y Kushayb, el Presidente AlBashir se negó públicamente a implementarla, desafió la autoridad del Consejo de Seguridad y declaró que Harun había hecho lo que se le había ordenado.	1
2. Figura que muestra la Bahía de La Unión y la Isla Conejo, anexa al sector de Goascarán y confirmada como bajo soberanía hondureña por la sentencia de la Corte Internacional de Justicia del 11 de septiembre de 1992, y confirmada además por la sentencia del 18 de septiembre de 1992. de diciembre de 2003 declarando inadmisible el recurso de revisión interpuesto por El Salvador respecto del sector Goascarán.	1
Condenar y pedir el cese inmediato de las incitaciones a la violencia contra civiles en situaciones de conflicto armado.	1
Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible para impedir que los militantes ataquen a Israel y provoquen así su respuesta.	1
A finales de 2013, pareció haber un aumento en el número de ejecuciones públicas por motivos políticos.	0
Queda por ver si puede unirse con los extremistas de Nigeria en una alianza eficaz.	0
La mayoría de la gente en la región rechaza con razón un simple retorno al status quo ante, ya que no se puede esperar que una tregua basada en un resultado tan limitado dure.	1
A este respecto, nos preocupa especialmente la continua falta de avances en las áreas de la libertad de movimiento de las minorías, los retornos sostenibles y la representación pertinente de las minorías en las estructuras gubernamentales y en el sector público en su conjunto.	1
El proyecto de ley, que se presentará ante el Parlamento, establece que un mínimo del 30 por ciento de los escaños del Parlamento se reservarán para mujeres; que un distrito en cada circunscripción a nivel de consejo local se reservará para candidatas femeninas; y que los partidos políticos asignarán escaños "seguros" para candidatas femeninas.	0
60. Para apoyar el restablecimiento y la extensión de un nivel mínimo de autoridad estatal sostenible a zonas libres de grupos armados se requiere un mayor compromiso del Gobierno para desplegar la administración del Estado, incluido el personal policial y judicial y penitenciario, con los recursos necesarios.	0
Por último, debemos advertir que no redunda en interés de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación de los pueblos árabes para perseguir sus propios intereses y ejecutar un cambio de régimen.	1
Sin embargo, la información sobre el nivel de implementación del reglamento es escasa.	1
Sin embargo, el Equipo ve una oportunidad de abordar la cuestión a través del embargo de armas y recomienda: (i) que el Comité incluya explícitamente explosivos civiles e improvisados ​​en su documento de explicación de términos; (ii) que el Comité recopile las experiencias de los Estados Miembros en el abordaje de esta amenaza en un documento publicado en su sitio web; y (iii) que el Consejo de Seguridad especifique en cualquier resolución futura sobre el tema que el "material relacionado de todo tipo" incluye explosivos civiles y improvisados.	0
"El Consejo de Seguridad recuerda que la justicia y el estado de derecho a nivel internacional son de importancia clave para promover y mantener la paz, la estabilidad y el desarrollo en el mundo.	0
7. Expresa su firme determinación de considerar la posibilidad de incluir en la lista, de conformidad con la resolución 2161 (2014), a personas, grupos, empresas y entidades asociadas con Al-Qaida que financien, armen, planifiquen o recluten para ellos, o apoyen de otro modo sus actos o actividades, incluidos a través de tecnologías de la información y las comunicaciones, tales como internet, redes sociales o cualquier otro medio;	0
Se cree que los pagos generados por la liberación de barcos, cargamentos y tripulaciones incautados pueden utilizarse para financiar actividades o grupos terroristas.	1
La actividad es parte de un diálogo continuo entre el Programa de Seguridad y Estado de Derecho de las Naciones Unidas y el Gobierno Federal de Transición sobre cuestiones relacionadas con las minas y el apoyo a los procesos que garantizarán que conozca los instrumentos jurídicos internacionales pertinentes y pueda considerar participar en ellos. .	0
Los siete Estados han aplicado sólo parcialmente medidas para prevenir el contrabando de armas y explosivos.	0
Un problema adicional era el hecho de que el Gobierno aparentemente no poseía suficientes recursos militares, ya que muchas de sus fuerzas todavía estaban ubicadas en el sur y las presentes en Darfur estaban ubicadas principalmente en los principales centros urbanos.	0
Cinco Estados aún no son parte en el Protocolo sobre armas de fuego, pero casi todos han introducido legislación de la OEA que tipifica como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y ligeras, municiones y explosivos.	1
56. Es alentador que se hayan logrado avances constantes en las cuatro esferas prioritarias del mandato de la UNMIT, incluidas iniciativas de diálogo sobre cuestiones nacionales críticas, nuevos avances en la reanudación de las responsabilidades policiales primarias por parte de la PNTL, la promulgación del paquete legislativo de seguridad nacional, el Plan de Desarrollo Estratégico Plan y el Plan Estratégico del Sector Justicia para Timor-Leste.	1
De particular interés es la cooperación continua en materia de aplicación de la ley a través del Centro Regional de la Iniciativa Cooperativa de Europa Sudoriental para Combatir la Delincuencia Transfronteriza y la recientemente creada Convención de Cooperación Policial para la Secretaría de Europa Sudoriental.	0
Su innovación fue trasladar el objetivo de los países musulmanes a Occidente, particularmente a los Estados Unidos de América; y al caracterizar su terrorismo como una lucha entre el Islam y sus enemigos, pudo reunir bajo una misma bandera a varios grupos diversos y a menudo en competencia.	1
1. El Consejo de Seguridad, en el párrafo 4 de su resolución 1977 (2011), decidió que el Comité establecido en virtud de la resolución 1540 (2004) debería presentarle un programa de trabajo anual antes de finales de cada mes de mayo.	0
Un análisis de la amenaza que plantean los grupos terroristas en el continente africano suscita gran preocupación; Con razón o sin ella, confunde el extremismo político, religioso e ideológico con el crimen organizado.	1
Destacar la necesidad de excluir y rechazar cualquier forma de amnistía por genocidio, crímenes contra la humanidad, crímenes de guerra u otras violaciones graves de los derechos humanos en los procesos de resolución de conflictos, y garantizar que ninguna amnistía concedida anteriormente sea un impedimento. a ser procesado ante cualquier tribunal creado o asistido por las Naciones Unidas.	0
Tenemos una confianza razonable en que estos grupos no podrán socavar el proceso electoral a nivel nacional.	1
En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar el acceso pleno y seguro de las organizaciones humanitarias, incluida la Agencia de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).	1
Tras su reunión del 8 de septiembre de 2010, el Grupo de Trabajo adoptó sus conclusiones sobre los niños y el conflicto armado en Colombia (véase S/AC.51/2010/3).	0
50. Por consiguiente, el Comité decidió mantener en la Lista, hasta que se disponga de la documentación necesaria, los nombres de 45 personas cuya muerte ya figura en la Lista o ha sido comunicada al Comité por al menos un Estado Miembro.	0
En Lerneb (región de Tombuctú), en septiembre, MAA (Plataforma) advirtió en varias reuniones públicas que castigaría a los miembros de la población local que proporcionaran información a la MINUSMA y a las fuerzas francesas. El 23 de septiembre se encontró el cuerpo de un hombre decapitado en la zona de Zouera, 80 kilómetros al norte de Tombuctú. Fue uno de los cinco hombres secuestrados el 16 de septiembre por AQMI y acusados ​​por esa organización de colaboración con fuerzas internacionales, que desde entonces han desaparecido.	0
Todos los restos han sido trasladados a la base militar de Hilversum donde se está llevando a cabo el proceso de identificación.	0
La prohibición de la privación arbitraria de la libertad; el castigo corporal; castigo colectivo; y la imposición de sentencias y la ejecución de ejecuciones sin sentencia previa pronunciada por un tribunal regularmente constituido, que ofrezca todas las garantías judiciales generalmente reconocidas como indispensables.	0
Dos Estados no han cumplido el plazo de la OACI para introducir documentos de viaje legibles por máquina.	0
Recordando la aprobación de la resolución 2122 y reafirmando la intención de aumentar su atención a las cuestiones de las mujeres, la paz y la seguridad en todas las áreas temáticas de trabajo relevantes de su agenda, incluidas las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
59. En un esfuerzo por ayudar a las instituciones financieras y otros a comprender la variedad de métodos utilizados por las personas y entidades incluidas en la lista para recaudar y mover dinero, el Equipo, como parte del Equipo de Tareas sobre la Ejecución de la Lucha contra el Terrorismo, ha encargado un estudio sobre las actividades terroristas Indicadores de financiación basados ​​en las actividades de personas acusadas y condenadas por actos terroristas.	0
A este respecto, recibí una carta de fecha 6 de diciembre de 2007 del Representante Permanente de Marruecos ante las Naciones Unidas (S/2007/714) y otra de fecha 12 de diciembre de 2007 del Ministro de Asuntos Exteriores y de Cooperación de Marruecos (S/2007/ 731, anexo), cada uno de los cuales alega violaciones de los términos de los acuerdos militares negociados en 1991.	1
4. De conformidad con el apartado 1 c) del documento EC-M-33/DEC.1, la República Árabe Siria debía completar la eliminación de todo el material y equipo de armas químicas en el primer semestre de 2014.	0
En Burundi, la misión pidió a los grupos armados que cesaran todas las hostilidades y comenzaran negociaciones para un alto el fuego sin más demora.	0
Recordando la Declaración Presidencial del Consejo de Seguridad (S/PRST/2011/9) de 2 de mayo de 2011, en la que se señala que Usama bin Laden ya no podrá perpetrar actos de terrorismo,	1
Los miembros del Consejo, reafirmando su condena de este ataque asesino contra refugiados indefensos, expresaron su esperanza de recibir muy pronto un informe final sobre la investigación.	1
De hecho, una mayor presencia de las Naciones Unidas es vital, pero para que el valor agregado de nuestra Organización sea completamente efectivo, será necesario disponer de fondos adecuados tanto en términos de personal como de seguridad. El Sr. Eide nos lo recordó hace unos momentos.	1
"El Consejo de Seguridad condena en los términos más enérgicos los ataques terroristas ocurridos en Argel el 11 de diciembre de 2007 cerca del Tribunal Supremo y de las oficinas de las Naciones Unidas, que causaron numerosos muertos y heridos, y expresa su más sentido pésame y condolencias a las víctimas de este acto atroz del terrorismo y sus familias, y al pueblo y al Gobierno de Argelia.	1
La situación de las minorías sigue siendo motivo de preocupación, especialmente en lo que respecta a la libertad de circulación y el acceso a la justicia.	1
10. Del 24 al 28 de octubre de 2011, la División de Asesoramiento Civil Militar de la Fuerza de Kosovo y la Fuerza de Seguridad de Kosovo (KSF) completaron conjuntamente la fase de armonización de su cuarta evaluación conjunta.	0
Los intentos infructuosos de Aiman ​​Muhammad Rabi al-Zawahiri de mediar en los conflictos internos entre Al-Qaida y Jabhat al-Nusra (una filial de Al-Qaida en el Iraq), así como las persistentes luchas internas dentro de Al-Shabaab, señalan los límites de Al- La autoridad de Zawahiri.	0
20. Desde mi informe (véase S/2007/619, párr. 25), el Real Ejército de Marruecos ha seguido informando de un gran número de presuntas violaciones del acuerdo militar Nº 1 por parte del Frente Polisario en relación con la presencia de personas y vehículos. en la franja de amortiguamiento.	1
Exigir el cese inmediato y completo por parte de todas las partes en el conflicto armado de todos los actos de violencia sexual contra civiles, de conformidad con las resoluciones 1325 (2000), 1820 (2008), 1888 (2009) y 1889 (2009); reclutamiento y utilización de niños de conformidad con las resoluciones 1612 (2005) y 1882 (2009); y ataques indiscriminados contra civiles de conformidad con la resolución 1894 (2009),	1
En la tercera reunión tripartita de Angola, la República Democrática del Congo y ACNUR, celebrada en Luanda los días 28 y 29 de marzo, se llegó a un acuerdo sobre la creación de un grupo de trabajo para discutir el retorno de unos 80.000 refugiados angoleños que viven en la República Democrática del Congo.	0
El Consejo debe pedir el cese inmediato de todas las operaciones militares en Gaza y la retirada de las fuerzas de ocupación israelíes de esa zona.	1
c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;	1
Prevenir y poner fin al reclutamiento de niños soldados en violación del derecho internacional.	0
