id	es	Relevant
2006/s/prst/2006/44/4:2	He stressed the role played by the Media Directorate, the International Committee of Personalities and the International Committee to Support the Transition in promoting the smooth conduct of the electoral process and the calm of the political climate, and renewed its support for them.	1
2005/s/2005/631/56:1	In addition, MINUSTAH documented the deaths of children in Cit̩ Soleil and other poor districts as a result of gang shootings with the Haitian National Police and the continued use of sexual violence against children.	1
2009/s/res/1904_2009_/119:1	Requests for delisting that are not returned to the author shall be immediately transmitted by the Ombudsperson to the members of the Committee, designating States, States of residence, nationality or incorporation in society, relevant United Nations bodies and any other State considered relevant by the Ombudsperson.	1
2014/s/res/2161__2014_/55:1	13. Urges Member States to promote the dissemination of the Al-Qaida Sanctions List as widely as possible, in particular among relevant national agencies, the private sector and the general public to ensure the effective implementation of the measures referred to in paragraph 1, and encourages Member States to urge their respective business and property registers and other relevant public and private registries to regularly collate the information contained in their databases, including information relating to legal owners or usufructaries, with that contained in the Al-Qaida Sanctions List;	1
2010/s/2010/112/97:1	In order for the ninth work programme to be implemented more effectively, and for the work of the experts to be channelled more clearly and effectively, the Committee will put into operation a new system of working groups open to all members of the Committee established pursuant to resolution 1540 (2004). Working groups will focus on important and recurring issues.	1
2010/s/2010/525/6:1	Emphasizing that the measures imposed by resolutions 1572 (2004) and 1643 (2005) continue to contribute to the stability of C̫te d'Ivoire, particularly in the context of the planned presidential elections, and stressing that these measures are aimed at supporting the peace process in C̫te d'Ivoire,	1
2014/s/res/2178__2014_/24:1	Reaffirming its call upon all States to become parties to the international counter-terrorism conventions and protocols, whether or not they are parties to the relevant regional conventions, as well as to comply fully with their obligations under those conventions to which they are parties,	1
2014/s/res/2195__2014_/17:1	Deeply concerned that terrorist groups benefiting from transnational organized crime can contribute to weakening affected States, in particular their security, stability, governance and social and economic development,	1
2014/s/prst/2014/3/403:1	It recalls that the protection of civilians requires a coordinated response from all relevant components of the mission and encourages [the Mission] to enhance, under the authority of the Special Representative of the Secretary-General, the interaction between its civilian and military components at all levels and humanitarian actors in order to consolidate expertise in the protection of civilians.	1
2005/s/2005/761/109:1	Regional counter-terrorism centres, where best practices with regard to the implementation of sanctions can be identified, are also increasing in accordance with the relevant specific conditions.	1
