es	QuadClass
Los criterios utilizados para incluir a una persona o entidad en la lista se establecen en los párrafos 2 y 3 de la resolución 2160 (2014) y se refieren a que esté asociada con los talibanes y constituya una amenaza para la paz, la estabilidad y la seguridad del Afganistán.	3
El proceso de concesión de ascensos fue gestionado plenamente por el Gobierno, con el apoyo de un comité integrado por cinco expertos internacionales (de Australia, Malasia, Nueva Zelandia, Portugal y Singapur) y el apoyo técnico de la policía de la UNMIT.	4
En primer lugar, el terrorismo se debe entender como un delito, injustificable en cualquier circunstancia. Sin embargo, también es una manifestación de reivindicaciones, expresada de una forma inhumana, detestable e inaceptable.	4
Sin embargo, queda mucho camino por recorrer para lograr un cambio efectivo y sostenido en lo que respecta a los productos y resultados sobre el terreno.	4
El Consejo exhorta [al Estado afectado] a que aplique inmediatamente procedimientos adecuados para resolver la cuestión de los derechos de propiedad y a que ponga fin a todo tipo de discriminación contra [la población minoritaria] en el suministro de beneficios sociales y de asistencia para la reconstrucción.	4
Como primera providencia, le pedí al Sr. van Walsum que estableciera contactos con las partes y los Estados vecinos para recabar sus opiniones sobre los próximos pasos que deberán darse.	2
b) Recomendaciones sobre las medidas que podrían adoptarse para mejorar la respuesta a la amenaza que plantean estos combatientes terroristas extranjeros;	4
La Comisión recibió información fidedigna de que varias personas habían sido arrestadas por agentes de seguridad o de los servicios de inteligencia militar.	4
Sin embargo, se necesitan medidas urgentes para dinamizar la Brigada y, al mismo tiempo, conseguir que las brigadas marco contribuyan de forma más activa tanto a las operaciones para neutralizar a los grupos armados como a las actividades para proteger a los civiles.	4
Se cometieron violaciones y actos de violencia sexual, pero no fueron tan generalizados ni sistemáticos como para constituir crímenes de lesa humanidad.	1
Los centros educativos que se negaran a inscribirse o que tuvieran vínculos con organizaciones terroristas prohibidas se clausuraban.	2
Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando para poner fin a la impunidad y fortalecer las instituciones judiciales, el estado de derecho y el respeto de los derechos humanos en [el país afectado], incluidos los de las mujeres y las niñas, así como en el proceso de reconstrucción y reforma del sistema penitenciario en [el país afectado].	4
La retirada de las tropas y los activos militares sirios y la celebración de elecciones legislativas libres y dignas de crédito son requisitos que ya se han cumplido.	2
Asimismo, 26 Estados han declarado que han adoptado todas las medidas necesarias para reglamentar y controlar la importación y exportación de armas y explosivos, pero falta información a este respecto para los cuatro Estados restantes.	2
La Dirección Ejecutiva fortalecerá su colaboración con las organizaciones internacionales, regionales y subregionales de todo el mundo a fin de ayudarlas a preparar o ejecutar planes de acción de lucha contra el terrorismo y lograr que participen más directamente en la atención de las necesidades de creación de capacidad de los Estados que determine el Comité mediante las evaluaciones preliminares de la aplicación y las visitas a los países.	4
Los expertos forenses de la Comisión lograron verificar que algunos de los militares fueron enterrados en trincheras excavadas alrededor del campamento militar, y que todos los civiles fueron enterrados en tumbas colectivas en el cementerio del poblado.	0
Robert Montoya no pudo presentar al Grupo ningún documento que demostrara el intercambio de propiedad de Côte d'Ivoire a la empresa Darkwood o a BSVT.	0
:: Medidas para asegurar la protecciуn y el respeto de los derechos humanos de las mujeres y las niсas, particularmente en lo relativo a la constituciуn, el sistema electoral, la policía y el sistema judicial.	4
Ello afecta la capacidad de la Misión de desplegar rápidamente personal uniformado para proteger a civiles en peligro en el oeste del país si lo exige la situación, así como de apoyar la actividad general del equipo de las Naciones Unidas en el país.	2
El arsenal de AQIM podría incluir actualmente sofisticadas armas antiaéreas procedentes de Libia, aunque es poco probable que sean operativas.	3
Las dos partes subrayaron la importancia de emprender esa nueva fase en colaboración con los asociados regionales e internacionales, a quienes invitaron a respaldar y apoyar las iniciativas emprendidas en consonancia con los objetivos establecidos por la comunidad internacional para preservar la integridad territorial y la soberanía de Malí y reforzar su unidad nacional.	4
En atención a estos objetivos, la MINUSTAH documentó casos generalizados de arresto ilegal, malos tratos y detención preventiva prolongada.	3
24. Las tropas sirias fueron invitadas al Líbano por el Presidente del Líbano, Suleiman Franjieh, en mayo de 1976, en las primeras etapas de la guerra civil de ese país.	2
La Comisión concluye que los incidentes de tortura podrían constituir un crimen de lesa humanidad y que, dado el carácter discriminatorio de los ataques, también podrían constituir un crimen de persecución como crimen de lesa humanidad.	3
Además, la desaparición del Sr. Abu Adass el 16 de enero de 2005 no ha sido explicada de manera coherente con el concepto de que se convirtiera en un terrorista suicida un mes después.	1
7. Subraya la importancia de asegurar que el Comité siga funcionando eficazmente durante la incorporación de la estructura de apoyo del Comité en la Dirección Ejecutiva del Comité contra el Terrorismo y en tal sentido decide que el Comité siga funcionando con su actual estructura de apoyo hasta que, en consulta con el Secretario General, decida que su Dirección Ejecutiva está en condiciones de funcionar;	4
Los sobrevivientes huyeron de la aldea sin enterrar a sus muertos.	1
... insta a las autoridades [nacionales] a que adopten todas las medidas necesarias para proteger los derechos humanos, poner fin a la impunidad e iniciar investigaciones para identificar a los autores de tales actos y hacerlos comparecer ante la justicia, y a que actúen para proteger a los testigos con el fin de asegurar las garantías procesales; las insta a que tomen disposiciones para mitigar el clima de miedo resultante de las restricciones a la libertad de expresión y a la libertad de reunión;	4
El Comité proporcionó a la Comisión el número de víctimas sufridas y el de armas robadas entre enero de 2003 y noviembre de 2004. Con respecto al ejército, afirmó que habían fallecido 937 soldados, habían resultado heridos 2.264 y habían desaparecido 629, y que habían sido robadas 934 armas. Con respecto a la policía, afirmó que habían fallecido 685 agentes, habían resultado heridos 500 y habían desaparecido 62, y que habían sido robadas 1.247 armas. Con respecto a los servicios de seguridad e inteligencia, afirmó que habían fallecido 64 agentes, había resultado herido 1 y habían desaparecido 26, y que habían sido robadas 91 armas.	1
Sin embargo, los atropellos de los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de preocupación en todo el país.	1
Además, dado el carácter discriminatorio por razones políticas de los asesinatos sistemáticos y generalizados de civiles, esos actos bien pueden calificarse de persecución como crimen de lesa humanidad.	1
Teniendo presente la observación anterior acerca de la estructura de los grupos rebeldes, la Comisión ha reunido suficiente información fidedigna para identificar a cuatro personas que ocupan cargos de importancia en la estructura jerárquica de los distintos grupos rebeldes respecto de los cuales cabe sospechar que son responsables de no prevenir o reprimir, a sabiendas, la comisión de crímenes por los rebeldes.	2
14. Observa el cambiante nexo que existe entre el terrorismo y las tecnologías de la información y las comunicaciones, en particular la Internet, y el uso de esas tecnologías para cometer actos terroristas y para facilitar esos actos mediante su utilización en actividades de incitación, reclutamiento, financiación o planificación relacionadas con el terrorismo, y encarga a la Dirección Ejecutiva del Comité contra el Terrorismo que siga ocupándose de esta cuestión, en consulta con los Estados Miembros, las organizaciones internacionales, regionales y subregionales, el sector privado y la sociedad civil, y que asesore al Comité contra el Terrorismo sobre otros enfoques;	2
El Consejo de Seguridad reconoce el apoyo prestado por los agentes bilaterales y multilaterales, incluidas la Unión Africana, la Unión Europea, la Organización de Cooperación Islámica, la Liga de los Estados Árabes y organizaciones subregionales como la Comunidad Económica de los Estados de África Occidental, la Comunidad de Estados Sahelosaharianos, la Autoridad Intergubernamental para el Desarrollo y la Unión del Magreb Árabe, a las actividades encaminadas a luchar contra el terrorismo en África, y exhorta a la comunidad internacional y al sistema de las Naciones Unidas a que fortalezcan su cooperación con los órganos subregionales de lucha contra el terrorismo, como el Centro Africano de Estudios e Investigación sobre el Terrorismo.	4
Desde agosto de 2005, el programa de las Naciones Unidas sobre seguridad e imperio de la ley presta apoyo técnico y financiero a un seminario y un curso de capacitación sobre aplicación de la ley para la Fuerza de Policía de Somalia en Kampala.	2
Por ejemplo, en octubre y diciembre de 2003, el JEM atacó Kulbus, en Darfur occidental, como se describe más arriba en el documento, y saqueó las tiendas del mercado.	1
12. Exhorta también al Gobierno de Burundi a que siga esforzándose por asegurar la promoción y protección de los derechos humanos y, junto con sus asociados internacionales, apoye y fortalezca la capacidad de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Ombudsman, de conformidad con la resolución 48/134 de la Asamblea General, relativa a las instituciones nacionales de promoción y protección de los derechos humanos, y exhorta además al Gobierno a que continúe su lucha contra la impunidad y tome las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos, sociales, económicos y culturales consagrados en la Constitución de Burundi, con arreglo a sus obligaciones en virtud del derecho internacional;	4
Reforma del sector de la seguridad Reitera la importancia de reforzar, en un marco amplio, la funcionalidad, la profesionalidad y la rendición de cuentas del sector de la seguridad [del país afectado] por medio de procedimientos adecuados de investigación de antecedentes y actividades de capacitación, orientación, equipamiento y empoderamiento, dirigidas tanto a los hombres como a las mujeres, a fin de avanzar más rápidamente hacia el objetivo de que las fuerzas de seguridad [del país afectado] sean autosuficientes, estén equilibradas desde el punto de vista étnico y puedan velar por la seguridad y garantizar el estado de derecho en todo el país.	4
Durante el conflicto, han muerto más de 2 millones de personas y 4,5 millones han debido abandonar por la fuerza sus hogares.	1
La Oficina de Información y Administración supervisará las evaluaciones de final de período en el sistema electrónico de evaluación de la actuación profesional (e-PAS) de todo el personal de la Dirección Ejecutiva y ayudará a fomentar la movilidad de todo el personal que participe en la nueva iniciativa voluntaria de intercambio en redes mediante traslados laterales por grupos integrados en redes, como la red ocupacional de política, paz y seguridad.	2
Los Estados Miembros deben seguir considerando la posibilidad de incluir en la Lista a las personas clave que sean esenciales para impartir adiestramiento o facilitar el reclutamiento de personal para las entidades afiliadas a Al-Qaida.	4
La estabilidad de toda la Región de los Grandes Lagos beneficiará a Uganda.	0
Observando con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de todos los Estados Miembros, además de socavar la estabilidad y prosperidad mundiales, y que esta amenaza ha cobrado un carácter más difuso, con un incremento de los actos terroristas en diversas regiones del mundo, incluidos los motivados por la intolerancia o el extremismo, expresando su determinación de combatir esta amenaza y destacando la necesidad de que la lucha contra el terrorismo siga siendo una prioridad de la agenda internacional,	4
:: Establecimiento de medios de comunicación en el plano local e internacional y centros de difusión de información destinados a apoyar las operaciones de paz.	2
El Consejo de Seguridad reafirma la necesidad de luchar contra todas las formas de terrorismo y que ningún acto terrorista logrará hacer retroceder al Iraq en su camino hacia la paz, la democracia y la reconstrucción, un camino en el que cuenta con el apoyo de su pueblo, del Gobierno del Iraq y de la comunidad internacional.	4
La comunidad internacional se había cansado de lo que, con o sin razón, consideraba que eran dos estructuras lentas, enormes y costosas que, según algunos, tenían una relevancia cuestionable para los más afectados por los crímenes.	0
En consultas privadas, el Enviado Especial informó al Consejo sobre sus prioridades y sus consultas e ideas preliminares respecto del camino a seguir y señaló que el comunicado de Ginebra de 30 de junio de 2014 seguía teniendo vigencia y que había establecido parámetros amplios para lograr una solución negociada en el futuro.	4
Habida cuenta de la escala y la magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la reunión de elementos probatorios fiables para la identificación de los sospechosos son tareas difíciles, que no se pueden tomar a la ligera.	4
Aunque seguiré insistiendo con los Estados que aún no han respondido a mi solicitud de contribuciones para una fuerza multinacional y le pediría que siguiera ayudándome a encontrar un país dispuesto a ponerse al frente de la fuerza, desearía presentar al Consejo las propuestas adjuntas de opciones alternativas (véase el anexo).	4
El último mes, el número de personas afectadas por el conflicto en Darfur siguió aumentando y se registraron 62.000 desplazados más.	3
Para llevar a cabo su plan, tiene previsto unir a varias milicias bajo su control y equiparlas y entrenarlas en Fer Fer (Etiopía) y Waajid (región de Bakool).	2
Como expresión de la determinación de la comunidad internacional de poner límite a la actividad de Al-Qaida, el régimen de la resolución 1267 ha desempeñado un papel prominente concentrando la atención en la necesidad de impedir que los grupos terroristas reciban recursos financieros y limitando los viajes de sus miembros.	4
Los que se entregaron o regresaron a Kailek fueron recluidos contra su voluntad en un pequeño espacio a la intemperie durante largo tiempo (posiblemente más de 50 días).	1
La Misión siguió dando máxima prioridad a la política de tolerancia cero de la explotación y los abusos sexuales, en particular mediante la organización de sesiones informativas y cursos periódicos de capacitación para todo el personal de las Naciones Unidas sobre la prevención de la explotación y los abusos sexuales.	2
Se ha creado un sistema en virtud del cual las víctimas de explotación y abuso sexuales se remitirían, caso por caso, a una organización no gubernamental que le preste el apoyo necesario.	2
Las organizaciones sin fines de lucro administran presupuestos cuantiosos y pueden transferir dinero de una jurisdicción a otra legalmente y con gran facilidad, por lo cual ofrecen un medio relativamente seguro a escala mundial para transferir fondos con un riesgo mínimo de detección. El alto número de beneficiarios de las grandes organizaciones sin fines de lucro también posibilita que los fondos se desvíen a otros fines con muy poco riesgo, en especial cuando las organizaciones sin fines de lucro tienen un estatuto semiautónomo que deja a sus actividades fuera del ámbito de acción de las autoridades de reglamentación y de aplicación de la ley.	1
El Presidente informó al Consejo sobre las deliberaciones del Comité en la reunión celebrada el 3 de septiembre, en la que se había examinado el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y la actualización del informe sobre incidentes preparado por el Grupo de Expertos, también publicado el 1 de agosto, sobre el lanzamiento de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	4
El Consejo considera la posibilidad de utilizar la Comisión Internacional de Encuesta establecida de conformidad con el artículo 90 del Protocolo Adicional I de los Convenios de Ginebra.	4
El Consejo de Seguridad exhorta a la CEDEAO y a sus Estados miembros, así como a sus asociados internacionales, a que sigan prestando apoyo a la ECOMIB en ese sentido y coordinando nuevas iniciativas internacionales en apoyo a la paz, la estabilidad, el estado de derecho y la lucha contra la impunidad en Guinea-Bissau.	2
No puede haber nada más urgente en Sierra Leona que el mantenimiento de la paz, la seguridad y la estabilidad del país.	4
"Especialmente desde que la comunidad internacional ha tomado conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber estado en función de negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; asimismo, la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a ""bandoleros armados"", ""elementos incontrolados"" o incluso al Ejército de Liberación del Sudán y al Movimiento Justicia e Igualdad."	1
El Consejo de Seguridad condena todos los actos de violencia y demás formas de intimidación dirigidas deliberadamente contra personal humanitario, así como los ataques contra personal de mantenimiento de la paz.	4
En esta resolución, el Consejo de Seguridad también me solicitó que estableciera el diseño de la medalla y le presentara a su debido tiempo las modalidades para determinar cómo se nominaría y elegiría a los condecorados en función de los criterios descritos en la resolución.	2
Unos pocos Estados son absolutamente incapaces de aplicar las medidas y los terroristas pueden vulnerar el embargo de armas a su antojo.	1
Los actuales efectivos del centro ascienden a 544 miembros de las Forces Nouvelles y de las fuerzas de defensa y de seguridad nacionales, de un total autorizado de 568, incluidas las unidades mixtas de policía.	0
Tras la retirada de la República Árabe Siria del Líbano, ha llegado también el momento de comenzar a definir nuevamente la relación entre estos dos países vecinos que a lo largo de la historia han sido tan cercanos.	0
El entorno cambiante que reina en el Afganistán plantea preguntas acerca de los grupos del Asia central que actualmente operan en el país, como Jamaat Ansarullah (no incluido en la Lista), la escisión de etnia tayika del Movimiento Islámico de Uzbekistán (QE.I.10.01).	3
En la 47ª sesión oficial, celebrada el 20 de junio de 2014, la Fiscal de la Corte Penal Internacional informó al Grupo de Trabajo sobre la labor de la Corte Penal Internacional en relación con los niños y los conflictos armados.	4
Como ya se ha señalado más arriba, ese enfoque está basado en el mejoramiento del conocimiento de la Dirección Ejecutiva de los retos actuales en la lucha contra el terrorismo, un conocimiento obtenido gracias al diálogo activo con los Estados, en particular en el marco de sus visitas de evaluación a los países. La Dirección Ejecutiva sigue tramitando solicitudes específicas de asistencia técnica relacionadas con las necesidades detectadas en los Estados que ha visitado y lleva a cabo esa labor de manera selectiva eligiendo los donantes que considera más dispuestos a colaborar, bien porque ya participan en programas existentes en un determinado Estado o porque tienen un marcado interés o una clara capacidad técnica en la esfera de que se trate.	2
Se ha avanzado mucho en la aplicación de medidas dirigidas a evitar que los terroristas recurran indebidamente a los procedimientos de solicitud de asilo y del estatuto de refugiado.	2
Las Fuerzas Nacionales de Liberación (PalipehutuFNL), que constituyen una amenaza para la seguridad de Burundi y de la región, deben unirse sin demora al proceso de paz.	4
Indudablemente todas esas medidas han sido útiles para sensibilizar, desarrollar conceptos comunes y luchar contra el riesgo y la amenaza de incitación.	4
En el último de estos (S/2012/376), al igual que en los anteriores (S/2009/277 y S/2010/579), el Secretario General definió cinco retos básicos en torno a los cuales debía girar el debate: promover el cumplimiento del derecho internacional por las partes en conflicto; mejorar el cumplimiento por parte de los grupos armados no estatales; aumentar la protección por las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas; mejorar el acceso con fines humanitarios; y aumentar la rendición de cuentas por las violaciones.	2
A este respecto, durante la aplicación hará falta flexibilidad a fin de asegurar que el marco se ajuste, según sea necesario, para responder a las novedades y los cambios que se produzcan en el contexto.	4
14. Solicita al Grupo de Expertos que siga investigando la financiación y el papel de los grupos armados, militares y políticos en los ataques contra el personal de la UNAMID en Darfur, y observa que las personas y entidades que planifican o patrocinan esos ataques, o participan en ellos, constituyen una amenaza para la estabilidad de Darfur y, por tanto, pueden cumplir los criterios de inclusión en la lista que figuran en el párrafo 3 c) de la resolución 1591 (2005);	2
Asimismo, a pesar de que las víctimas manifestaron a menudo su falta de confianza en la capacidad y voluntad del Gobierno para garantizar su protección, en muchas ocasiones dijeron que la policía había sido una excepción a esa tendencia.	1
En repetidas ocasiones, el Gobierno de la República Centrofricana ha expresado una decidida preferencia por recibir ayuda directa para fomentar la capacidad de sus fuerzas nacionales y ha establecido contactos con varios posibles asociados bilaterales.	2
Después de empezado el proceso de recolección de armas, llegaron otros seis vehículos de las Naciones Unidas que transportaban a oficiales de la UNPOL, entre ellos al Sr. Malik.	2
- Destaca la necesidad de que la Secretaría imparta recomendaciones precisas y claras, a más tardar un mes antes de la renovación de los mandatos, sobre el contenido del mandato y los ajustes que sean necesarios, incluidos los arreglos logísticos, teniendo en cuenta la evolución de la situación sobre el terreno y las opiniones del país anfitrión, los países que aportan contingentes y fuerzas de policía y otras partes pertinentes, según corresponda;	4
La comunidad internacional debe estar preparada para actuar ahora con la misma determinación a fin de proteger los intereses de los serbios de Kosovo y de otras comunidades minoritarias.	4
Se han incrementado las medidas para combatir la delincuencia transnacional y podrían adaptarse a la lucha contra el terrorismo si fuera necesario.	2
Según la información transmitida por diversas organizaciones, hubo casos de violación y violencia sexual durante los ataques a aldeas.	1
El Departamento de Seguridad Civil y Preparación para Situaciones de Emergencia se estableció oficialmente en noviembre en virtud del reglamento No. 2000/61 de la UNMIK.	0
El 13 de marzo de 2014, luego de que el Consejo de Seguridad aprobara la resolución 2136 (2014) el 30 de enero, el Secretario General nombró a seis personas para integrar el Grupo de Expertos hasta el 1 de febrero de 2015, especializadas en armas, grupos armados, aduanas/aviación, financiación, recursos naturales y cuestiones regionales (véase S/2014/183).	2
Todos los Estados, salvo uno, para el cual no se dispone de información, han establecido estrategias y estructuras institucionales de lucha contra el terrorismo, y en ellos existe una coordinación plena o parcial entre los organismos encargados de hacer cumplir la ley que se ocupan de la lucha antiterrorista.	2
Por lo menos tres de los 142 talibanes que figuran en la lista han sido detenidos, pero las acusaciones concretas de que han sido objeto todavía no se conocen claramente.	2
"El sábado 27 de diciembre de 2003, en la localidad de Domai Tamait, en Darfur meridional: ""Nos atacaron temprano por la mañana, sobre las 5.30, que es la hora del rezo matinal. [El testigo muestra una herida de bala que tiene en la pierna.] Los atacantes iban a caballo y en camellos y algunos iban de uniforme."	1
La Dirección Ejecutiva también ha establecido relaciones particularmente estrechas con algunas organizaciones regionales y subregionales, sobre todo con la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de los Estados Americanos en la región de las Américas; el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados de África Occidental, el Programa de fomento de la capacidad contra el terrorismo de la Autoridad Intergubernamental para el Desarrollo (IGAD) y la Comunidad de África Meridional para el Desarrollo en la región de África; el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa en la región de Europa; el Foro de las Islas del Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Asia Sudoriental en la región de Asia.	2
577. Los tribunales mixtos creados en otros conflictos han seguido dos modelos similares, aunque distintos.	0
La intensificación de la aplicación de las normas será fundamental para fomentar la confianza de los serbios de Kosovo y de otras minorías durante un período de mayor tensión política, y será esencial para lograr la confianza de la región y de la comunidad internacional.	4
El Consejo de Seguridad observa que este año se cumplen quince años desde que comenzó a examinar progresivamente la protección de los civiles en los conflictos armados como cuestión temática, y reconoce la persistente necesidad de que el Consejo y los Estados Miembros continúen reforzando la protección de los civiles en los conflictos armados.	4
14. Decide que los Estados Miembros, con el fin de impedir que Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella obtengan, controlen, almacenen o empleen cualquier tipo de explosivos o tengan acceso a ellos, ya sean explosivos de uso militar o civil o explosivos improvisados, así como a las materias primas y los componentes que puedan servir para la fabricación de artefactos explosivos improvisados o armas no convencionales, incluidos los componentes químicos, los cordones detonantes o los venenos, deben adoptar medidas apropiadas para promover la vigilancia por sus nacionales, las personas sujetas a su jurisdicción y las sociedades constituidas en su territorio o sujetas a su jurisdicción que participan en la producción, venta, suministro, compra, transferencia y almacenamiento de esos materiales, en particular mediante la publicación de buenas prácticas, y alienta también a los Estados Miembros a que intercambien información, establezcan alianzas y elaboren estrategias nacionales y desarrollen la capacidad contra los artefactos explosivos improvisados;	2
La función de la policía en el actual conflicto dista de ser clara.	0
En este contexto se indicó que, además de hacer una contribución crucial a la lucha contra la impunidad por sí misma, el establecimiento de tribunales especiales por el Consejo había tenido efectos poderosos a escala nacional: la existencia y la labor del Tribunal Penal Internacional para la ex-Yugoslavia había espoleado el establecimiento de tribunales nacionales para enjuiciar crímenes de guerra en Bosnia y Herzegovina, Croacia y Serbia; y el establecimiento del Tribunal Penal Internacional para Rwanda generó considerable presión para reformar el sistema judicial de Rwanda.	2
"A su juicio, ""una aldea es una zona pequeña que no puede dividirse fácilmente en secciones, por lo cual toda la aldea se convierte en blanco militar""."	1
6. Recuerda las obligaciones a que se hace referencia en el párrafo 2 e) de la resolución 1373 (2001) y las recuerda en particular respecto de los atentados terroristas contra el personal, los miembros de las operaciones de mantenimiento de la paz y las instalaciones de las Naciones Unidas;	4
Respecto a la recomendación del Equipo de Vigilancia sobre el pago de rescate a entidades incluidas en la Lista (párr. 60), el Comité desea hacer referencia al párrafo 5 de la resolución 1904 (2009), en el que el Consejo confirmó que las disposiciones del párrafo 1 a) de la misma resolución se aplicarían también al pago de rescates a las personas, los grupos, las empresas o las entidades que figurasen en la Lista consolidada.	0
:: 14 de marzo de 2005: una contramanifestación organizada por cristianos y suníes exige el retiro de las tropas sirias y la detención del jefe de los servicios de seguridad e inteligencia.	3
Para que el sistema funcione con eficacia, es indispensable que todos los activos objeto de sanciones de una persona o entidad incluida en la Lista sean congelados tan pronto como se hace esa inclusión.	0
Por ello, los países que aportan contingentes y policías deberían asegurar que el personal que destinan a la Misión haya recibido capacitación para la protección de civiles, incluso mediante un proceso de autocertificación.	0
Posteriormente, ese testigo dijo que el General Assef Shawkat, ya fallecido, había obligado al Sr. Abu Adass a grabar la cinta aproximadamente 15 días antes del asesinato, en Damasco.	1
Además del espectacular aumento de la entrada de armas en Somalia, ambos contendientes desarrollan también una gran actividad distribuyendo armas y municiones a sus milicias, equipando a sus hombres con elementos de combate, consiguiendo y almacenando alimentos, medicinas, combustible y otros artículos de primera necesidad para participar en un combate continuado, organizándose en estructuras de tipo militar, intensificando el reclutamiento y el entrenamiento de las milicias, y concibiendo estrategias y planes para vencer militarmente al adversario.	1
Durante ese período la Comisión seguirá investigando el crimen y ayudará a las autoridades libanesas a profundizar la investigación.	2
El Consejo de Seguridad reconoce la necesidad de que los organismos humanitarios mantengan una interacción permanente con todas las partes en los conflictos armados para fines humanitarios, incluidas actividades destinadas a garantizar el respeto del derecho internacional humanitario.	0
Los mecanismos de derechos humanos de las Naciones Unidas han expresado su preocupación, por ejemplo, ante las medidas adoptadas por algunos Estados para restringir y, en algunos casos, tipificar como delito las actividades de ciertos grupos religiosos o de sus miembros.	3
Con la excepción de los casos en que una persona es sorprendida en flagrante delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden de detención para arrestar o detener a una persona.	0
5. Solicita también al Secretario General que, de conformidad con el párrafo 6 de la resolución 1980 (2011), le mantenga informado, a más tardar el 30 de junio de 2011, en el informe final mencionado en el párrafo 2 de la presente resolución y ulteriormente en sus informes siguientes relativos a la ONUCI y la UNMIL, de los acontecimientos, las medidas adoptadas y la labor de coordinación entre la ONUCI y la UNMIL realizada con el objeto de ayudar a los Gobiernos de Côte d'Ivoire y Liberia, respectivamente, a vigilar su frontera y las zonas circundantes, y en particular de la manera en que el personal y el equipo militar redistribuido contribuye a ello, prestando especial atención a todo movimiento de combatientes o transferencia de armas a través de la frontera, y, a este respecto, alienta a la ONUCI y a la UNMIL a que, con arreglo a sus respectivos mandatos, capacidad y zonas de despliegue, ayuden, en colaboración con los Gobiernos de Côte d'Ivoire y de Liberia, respectivamente, a desarmar a quienes ponen en peligro la reconciliación nacional y la consolidación de la paz;	2
El Consejo recuerda a los Estados que deben asegurarse de que las medidas que adopten para luchar contra el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho internacional relativo a los refugiados y el derecho internacional humanitario.	0
La Ombudsman y los funcionarios de su Oficina siguieron manteniendo contactos con representantes del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y la Dirección Ejecutiva del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, así como con la Subdivisión de Prevención del Terrorismo, de la Oficina de las Naciones Unidas contra la Droga y el Delito, y la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos.	0
Esta calificación es necesaria no sólo para los efectos de determinar si estos crímenes constituyen genocidio, sino también para los de identificar a los autores.	0
Es importante recordar, sin embargo, que aparte de esas medidas de fomento de la confianza, el Gobierno de Côte d'Ivoire sigue siendo responsable de la seguridad y la protección de sus ciudadanos. El Ministro de Administración Territorial, Sr. Issa Diakite, fue atacado en Abidján, el 6 de septiembre, por un grupo de Jóvenes Patriotas.	1
El 9 de noviembre de 2005, terroristas suicidas atacaron tres hoteles en Ammán, con un saldo de 60 muertos y por lo menos 115 heridos.	1
Si bien puede resultar poco práctico autorizar a todos los contingentes a llevar a cabo operaciones ofensivas específicas para neutralizar a los grupos armados, se requieren medidas urgentes para que las brigadas marco contribuyan de forma más activa a las actividades de neutralización de los grupos armados y protección de los civiles.	0
El Consejo alienta a los Estados vecinos a que cooperen con el Equipo de Tareas Regional para poner fin a la amenaza del LRA.	4
La Comisión opina, como es natural, que todas las personas, incluso las acusadas de graves delitos, deben considerarse inocentes hasta que se demuestre su culpabilidad en un juicio imparcial.	0
Tráfico de drogas y delincuencia organizada transnacional	1
Teniendo presente asimismo la recomendación de la Comisión a ese respecto según la cual era necesario mantener la asistencia internacional para que las autoridades del Líbano pudiesen aclarar plenamente este acto terrorista y era esencial que la comunidad internacional hiciese un esfuerzo sostenido por establecer, junto con las autoridades del Líbano, una estructura de asistencia y cooperación en el campo de la seguridad y la justicia,	0
Las solicitudes de supresión de un nombre de la Lista que no se devuelvan al autor serán transmitidas de inmediato por el Ombudsman a los miembros del Comité, los Estados proponentes, los Estados de residencia, nacionalidad o constitución en sociedad, los órganos competentes de las Naciones Unidas y cualquier otro Estado que el Ombudsman considere pertinente.	0
La cooperación en la subregión mejora constantemente, pero se debe intensificar aún más, especialmente en las zonas fronterizas, a fin de reforzar los controles contra posibles incursiones terroristas y la proliferación de la delincuencia transnacional.	2
