id	ar	QuadClass
2005/s/2005/662/329:1	:: Results resulting from the activities carried out by the Lebanese authorities at the crime scene and the surrounding areas	2
2005/s/2005/635/46:8	Unrealistic expectations may foster a sense of stagnation in society rather than progress.	3
2011/s/2013/467/78:2	The total number of foreign fighters, leaders and facilitators associated with Al-Qaida killed or arrested has decreased since the last report on that issue (S/2012/971).	2
2014/s/prst/2014/3/895:1	Emphasizes the need to develop a comprehensive [national] security sector reform strategy that focuses on the professionalization of security sector institutions, including oversight bodies, and helps ensure coherence and efficiency and avoid duplication of tasks or gaps, while at the same time encouraging the Government of [the country concerned] to enter into a strategic partnership New cooperation with [the Mission] in the field of security sector reform with the aim of identifying the priorities of each element of the security sector and new approaches that [the Mission] can follow to support the [national] authorities in the field of security sector reform in order to build the capacities of the army, police, justice and other security institutions, To ensure the consolidation of the powers of the [national] State, and requests the Secretary-General to provide the Council with information on these priorities and approaches in an annex to the report to be submitted on [date of report];	2
2010/s/prst/2010/25/130:1	:: Enforce appropriate military disciplinary procedures and adhere to the principle of command responsibility.	0
2012/s/2012/24/22:4	They also reiterated their deep concern about the problems of terrorism, piracy, hostage-taking and the dire humanitarian situation. In this context, they stressed the need for all relevant Security Council resolutions to be implemented expeditiously, including by the transitional federal institutions, as appropriate.	2
2005/s/2005/682/29:1	4 - The mission will emphasize that it is necessary to achieve lasting peace and achieve security and stability for all countries of the region.	2
2014/s/prst/2014/3/143:1	Mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council, in cooperation with the States concerned, to make effective arrangements to investigate violations of international humanitarian law or other serious violations of human rights law and to prosecute those responsible for committing such violations.	4
2000/s/2000/1196/7:5	But the participation of other minorities was very encouraging, especially among the Kosovo Bosniaks and Gorani communities.	1
2000/s/2000/1196/40:4	Special police units supported the Mission&#39;s customs and provided support to the Mission&#39;s police special operations teams.	2
2005/s/2005/634/16:3	As such, it represents an environment rich in potential targets and has launched several attacks against Western military facilities and embassies.	2
2005/s/2005/572/385:2	Since SA-7 systems were reportedly used in the attack on Israeli passenger jet aircraft in neighboring Kenya in November 2002, this information is cause for concern.	1
2003/s/2003/90/133:1	69. Mr. Soro told the mission that they were surprised that the international community had not foreseen the impending conflict in C̫te d&#39;Ivoire, which had been clearly visible since the death of President F̩lix Houphoulier-Boigny.	4
