ar	MatCoop
وقد أفادت تقارير إلى أن السيارات التابعة للصليب الأحمر وعناصره قد شوهدوا في ساحة الأحداث وهم يساعدون المصابين في بعض الأحيان.	1
ورحب المجلس باتفاق وقف إطلاق النار المؤرخ 8 نيسان/أبريل، وأعرب عن تأييده الكامل والفاعل لجهود الاتحاد الأفريقي الرامية إلى إنشاء لجنة لوقف إطلاق النار ووحدة للحماية، ودعا فصائل المعارضة وحكومة السودان إلى تسهيل الانتشار الفوري للمراقبين في دارفور.	0
وقد وقع السودان، لكنه لم يصدق بعد، على البروتوكول الاختياري لاتفاقية حقوق الطفل بشأن إشراك الأطفال في الصراعات المسلحة.	0
(ط) القيام على جناح السرعة بإنشاء محطة إذاعة للأمم المتحدة، وتعزيز أنشطة الأمم المتحدة في مجالات الإعلام ووسائط الإعلام والتوعية والتدريب في كوت ديفوار، ولا سيما المسائل المتصلة بحقوق الإنسان، بما يشجع على تهيئة مناخ من الاحترام المتبادل والتسامح فيما بين جميع المجموعات المحلية في البلد؛	1
تشعر فييت نام بالقلق العميق حيال التدهور المزعج للحالة الأمنية والإنسانية في الجزء الشرقي من جمهورية الكونغو الديمقراطية.	0
في 25 أيار/مايو، قدم رئيس اللجنة المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان، السفير هيرالدو مونيوز، شيلي، التقرير الشفوي الأول إلى المجلس عن فترة 120 يوما، على النحو المطلوب بموجب الفقرة 12 من القرار 1526 (2004) بخصوص أعمال اللجنة وفريقها المعني بالدعم التحليلي ورصد الجزاءات.	0
103 - لدى ست دول هياكل مؤسسية مناسبة وتعاون بين الوكالات للتعامل مع مسائل مكافحة الإرهاب، ولدى تسع دول أخرى بعض السياسات والإجراءات في هذا المجال.	1
651- كذلك توصي اللجنة بأن تشمل التدابير التي تتخذ لكسر حلقة الإفلات من العقاب ممارسة الدول الأخرى للولاية القضائية العالمية كما ورد ذكره في موضع آخر من هذا التقرير.	0
ويحثها على مضاعفة جهودها من أجل توفير الأمن للسكان المدنيين على أراضيها، بما في ذلك الأجانب الذين تمنحهم حق اللجوء.	0
وأشاروا إلى أن الصومال ستظل بحاجة إلى مساعدة كبيرة في مجال بناء القدرات لضمان أن عصابات القراصنة لا تستطيع العودة إلى مستويات ذروتها.	1
"ويكرر مجلس الأمن طلبه إلى دول المنطقة أن توطد التعاون فيما بينها من أجل وضع حد لأنشطة الجماعات المسلحة غير المشروعة، ويؤكد مجددا أن أي تهديد باستعمال القوة أو اللجوء إلى استعمالها ضد السلامة الإقليمية لأي دولة مخالف لميثاق الأمم المتحدة.	0
13 - وفيما يتعلق بتوصية فريق الرصد بشأن دفع فدية للكيانات المدرجة في القائمة (الفقرة 60)، تود اللجنة أن تشير إلى الفقرة 5 من القرار 1904 (2009)، التي يؤكد فيها المجلس أن المقتضيات الواردة في الفقرة 1 (أ) من القرار نفسه تنطبق أيضا على دفع فديات للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في القائمة الموحدة.	1
ويؤكد المجلس على ضرورة إجراء حوار عاجل بين الحكومة الجديدة، لدى تشكيلها، والمجتمع الدولي بشأن سبل مساعدة الحكومة على استخدام المرحلة الانتقالية على نحو بناء بما يحقق أهداف المصالحة والاستقرار والتعمير.	0
162 - وقد لقي فريق الأدلة الجنائية الهولندي مساعدة من أناس عديدين أثناء فحصه لمسرح الجريمة، ومن هؤلاء ضباط شرطة الأدلة الجنائية التابعين لقوة الأمن الداخلي، وفريق من الغواصين البريطانيين، وخبير فرنسي معني بالمتفجرات، وعالم من أيرلندا الشمالية مختص بالأدلة الجنائية، ومهندس إلكترونيات ألماني متخصص في أجهزة التشويش، وفريق من المحققين اليابانيين المعنيين بمسرح الجريمة، وخبير ألماني متخصص في السيارات، وخبير هولندي متخصص في السيارات، وعدد من الأخصائيين اللبنانيين.	1
وسيحصل كل فرد من المحاربين المسرَّحين على بدل إعاشة قدره نحو 940 دولارا من دولارات الولايات المتحدة يدفع منه 25 في المائة عند التسريح؛ و 25 في المائة بعد ذلك بـ 45 يوما؛ والباقي بعد 90 يوما.	1
66 - وسعيا إلى مكافحة ازدياد معدلات الجرائم التي ترتكب في البحر، تعمل المنظمة البحرية لغرب ووسط أفريقيا، بمساعدة المنظمة البحرية العالمية، على تعزيز التعاون فيما بين وكالات إنفاذ القانون عن طريق إنشاء شبكة من وحدات خفر السواحل.	1
وأُبدي تأييد واسع النطاق للجهود الرامية إلى إبطال خطر تحالف القوى الديمقراطية وسائر الجماعات المسلحة في شرق جمهورية الكونغو الديمقراطية، بما في ذلك القوات الديمقراطية لتحرير رواندا، وفقا للتكليف الصادر في القرار 2147 (2014).	0
6 - يطالب جميع الدول والأطراف في النزاعات المسلحة بأن تنفذ جميع قرارات مجلس الأمن ذات الصلة تنفيذا تاما، وبأن تتعاون على نحو كامل في هذا الصدد مع بعثات حفظ السلام التابعة للأمم المتحدة والأفرقة القطرية في متابعة وتنفيذ هذه القرارات؛	0
6 - يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، إنشاء فريق للدعم التحليلــي ورصد الجزاءات لفترة 18 شهرا، يكون مقره نيويورك (يشار إليه أدناه باسم "فريق الرصد")، يعمل تحت توجيهات اللجنة ويناط بمسؤوليات ترد في مرفق هذا القرار؛	1
أولا، بينما تشكل سيراليون العضو الأكثر تقدما في مبادرة ساحل غرب أفريقيا، تعيق وتيرة التقدم البطيء في أماكن أخرى تبادل المعلومات الاستخباراتية والإنذار المبكر.	0
وحيث إن فئات الجرائم الدولية قد أدرجت في جزء آخر من التقرير، يمكن الاكتفاء هنا بالتذكير في عجالة بمختلف طرق المشاركة في ارتكاب الجرائم الدولية التي تنجم عنها المسؤولية الجنائية الفردية.	0
التقدم المحرز في إزالة برنامج الأسلحة الكيميائية السوري	1
118 - تبين المعلومات المقدمة إلى هذه الدراسة الاستقصائية أن التحريض على ارتكاب أعمال الإرهاب لا يزال، في نظر العديد من الدول، يشكل خطرا وتهديدا جسيمين في أنحاء كثيرة من العالم، ولو بدرجات متفاوتة.	0
وأشيد بمقدمة التقرير السنوي للفترة 2007-2008، الذي أعده وفد فييت نام، لتوفيره موجزا وتحليلا فنيا لأنشطة المجلس في جميع المناطق وبشأن المسائل التي تتراوح بين انتشار أسلحة الدمار الشامل ودور المنظمات الإقليمية ودون الإقليمية في الإسهام في المحافظة على السلام والأمن الدوليين.	1
وختاما لهذه الجولة الرابعة من المحادثات، أعرب الطرفان مجددا عن التزامهما بمواصلة المفاوضات في مانهاسيت في موعد يُحدد بالاتفاق المشترك.	0
وتحارب قوات الدفاع الشعبي إلى جانب القوات المسلحة النظامية.	1
في سبيل المساعدة على كفالة قدرة الشرطة المحلية على الاستمرار والاستدامة من الناحية المالية، أحرزت البعثة تقدما في تطوير القدرة المحلية بشأن جداول المرتبات، وتخطيط الميزانيات للوحدات التنظيمية، وتنقيح تكاليف صيانة الأماكن، وترشيد استخدام معدات الشرطة، ومراقبة الموجودات وكشوف المرتبات، وتنفيذ وإدارة الميزانية العامة.	1
وأشارت إلى أن 69 من العاملين في المجال الإنساني قد قتلوا منذ بداية النزاع، واستخدم العنف الجنسي كشكل من أشكال التعذيب، وبقصد الإيذاء والإهانة والتخويف، وكشكل من أشكال العقاب.	0
ومنذ ذلك الحين، اعتقلت السلطات في شمال كيفو العديد من الأشخاص الذين يُدَّعى أن لهم ارتباطات بكوندا.	0
فالهجمات في أفغانستان تُظهر بشكل متزايد تأثير أساليب تنظيم القاعدة في العراق، حيث تُستخدم التفجيرات الانتحارية ويصبح قطع الرؤوس تدبيرا شائعا يعرض دليله في التلفزيون().	0
فعلى سبيل المثال، تتيح صعوبة خفارة الحدود في منطقة الساحل - الصحراء الكبرى بالنسبة لتنظيم القاعدة ببلاد المغرب الإسلامي ومن يرتبطون به حرية التنقل، وجمع الأموال عن طريق التهريب، وحيازة الأسلحة والمتفجرات وتدريب المجندين الجدد على نحو آمن نسبيا.	0
36 - واصلت البعثة، خلال الفترة المشمولة بالتقرير، بذل جهود بهدف تعميم الوعي بفيروس نقص المناعة البشرية/الإيدز.	1
أما النجاح الرئيسي الآخر لتلك الجماعة فيتمثل في بقائها، ولكن صفوفها آخذة في التناقص، وبمرور الوقت، سوف يتم توقيف أو قتل قيادييها البارزين.	0
31 - ورحب كل من الدول والعديد من العناصر الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت لجنة القرار 1540 على أن تواصل هذا النهج وأن تزيد من جهودها المفيدة بالفعل من أجل تحقيق الشفافية وسياسة الشمول.	0
:: أن يُضطلع بالتنسيق المنتظم بين العنصرين المدني والعسكري في البعثات، ومع الأطراف العاملة في المجال الإنساني، من أجل توحيد الخبرة الفنية في ميدان حماية المدنيين.	1
وفي الوقت نفسه، تتمثل العناصر الأساسية الأخرى في عملية بناء المؤسسات هذه في تعزيز سيادة القانون من خلال زيادة فعالية الجهاز القضائي ونزاهته وأدائه العام، وتعزيز مؤسسات إنفاذ القانون بغية الحد من الجريمة المنظمة والعنف الإثني وتقديم كل المجرمين إلى العدالة.	0
وتمشياً مع توجيهات السياسة العامة للجنة بشأن حقوق الإنسان ومكافحة الإرهاب، فقد أدرجت المديرية التنفيذية مسألة حقوق الإنسان ضمن استراتيجيتها في مجال الاتصالات، وشددت على ضرورة أن تعمل الدول على أن تتماشى تدابيرها لمكافحة الإرهاب مع التزاماتها بموجب القانون الدولي.	0
21 - شدد أعضاء اللجنة في مناسبات متعددة على تكامل مهام اللجان الثلاث في مكافحة الإرهاب الدولي والحاجة إلى تبادل مستمر للمعلومات فيما بينها.	0
وإذ يشير إلى قراراته بشأن تجنيد واستخدام الأطفال والنزاعات المسلحة،	0
وعلى الرغم أيضا من أن الحالة الأمنية عموما ما زال يسودها الهدوء والسلام منذ أن تولت تيمور - ليشتي رسميا كامل المسؤولية عن الأمن في 20 أيار/مايو، فإن أعمال التهريب والاتجار غير المشروع والعبور غير المشروع للحدود ينبغي أن ينظر إليها على أنها مدعاة للقلق، وكذلك التوترات المتعلقة بالمظاهرات التي حدثت في ديلي في تموز/يوليه الماضي.	0
وبدأ الجنجويد، الذين يمتطون الخيول والإبل، في مطاردة القرويين، بينما ظلت القوات العسكرية عند سفح الجبل. وقد قصفت أجزاء من الجبال بالهاونات، كما أطلقت نيران الرشاشات على الناس.	0
24 - أُنجز استعراض منتصف المدة لاستراتيجية الرؤية المشتركة في أيلول/سبتمبر 2011، في أعقاب مشاورات مع الحكومة. وأبرز الاستعراض مساهمة أسرة الأمم المتحدة في تنفيذ خطة التغيير التي وضعتها الحكومة، ووفر توجيها نحو نهج برنامجي يتيح مزيدا من التآزر ومزيدا من المرونة في أنشطة الأمم المتحدة.	0
ومن أجل هذا السبب، تثير المديرية التنفيذية دائما مسائل من هذا القبيل خلال الزيارات القطرية، وتعقد حلقات عمل بالفيديو وغير ذلك من سبل التبادل، وترى قيمة مستقبلية في العمل بشكل أكثر كثافة مع الدول بشأن المسائل العملية التي تنطوي عليها هذه النهج.	0
وبغية مواصلة هذا الكفاح، يتحتم أن يسهم المجتمع الدولي إسهاما أكبر وأن يولي مزيدا من الاهتمام لهذا الجانب الهام في مكافحة الإرهاب.	0
(ب) تشجيع الدول في المنطقة دون الإقليمية على الاستفادة من إنفاذ القانون، وفرص التدريب الأخرى من أجل تعزيز تنفيذ قوانين مكافحة الإرهاب؛	0
كما تساعد البعثة المفرزة على إنشاء مكتبة للمراجع تشمل مواد تعليمية تساعد في تدريب أفراد المفرزة مستقبلا.	1
وفي معظم الحالات نجحت السفن - عن طريق اليقظة والوعي بالأوضاع والرد الحازم وفقا لأفضل الممارسات الإدارية للحماية من أعمال القرصنة المنطلقة من الصومال - في منع صعود المهاجمين على متن السفينة.	1
ومع أن هذه المبادرة أتت استجابة لنمو الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية في غرب أفريقيا، فإن وحدات مكافحة الجريمة العابرة للحدود الوطنية ستعمل بوصفها مراكز إنفاذ القانون تدعم القدرات التقنية والتحليلية على الصعيدين الوطني والإقليمي من أجل الاستجابة للتهديدات العابرة للحدود الوطنية.	1
وما زال يتعين على بعض الدول معالجة الشواغل التي أُبديت فيما يتعلق بمدى مراعاة حقوق الإنسان لدى التعامل مع قضايا الإرهاب (مثلا، فترات الاحتجاز الاستثنائية لدى الشرطة والقيود التي تحد من إمكانيات الحصول على محام).	0
وتدخل شيوخ القبيلتين، بالإضافة إلى السلطات الكينية، في أواسط آب/أغسطس، للمساعدة في إيجاد حل لهذا النزاع.	1
وهذا ما يؤثر على قدرة البعثة على نقل الأفراد النظاميين بسرعة لحماية المدنيين المعرضين للخطر في الغرب، إذ اقتضت الحالة ذلك، وكذلك دعم أنشطة الفريق القطري بشكل أعم.	1
ويدين الاتحاد الأوروبي أعمال العنف من هذا القبيل التي ارتكبها الماويون وكابد الشعب النيبالي بسببها صنوفا هائلة من المعاناة والمشقة.	0
وستؤكد مجددا سياسة عدم التسامح المطلق، وضرورة أن تتخذ الدول المساهمة بقوات التدابير التأديبية والقضائية اللازمة، وتوفر العناية الكاملة اللازمة للضحايا.	0
ومن الواضح أن الوزير راموس هورتا أثار الموضوع العام الخاص بتوزيع الأسلحة.	0
وفي العقد الذي انقضى منذ الهجوم الذي وقع في بغداد عام 2003، زاد عدد الخسائر في أرواح العاملين في مجال تقديم المساعدة بمقدار ثلاثة أمثـال، بحيث بلغ أكثر من 100 حالة وفاة كل سنة(أ).	0
ولاحظت اللجنة أيضا أن جمهورية كوريا الشعبية الديمقراطية قد اختطفت أو تسببت قسرا بشكل آخر باختفاء ما يزيد عن 000 200 شخص أو أكثر من جمهورية كوريا والصين واليابان وبلدان أخرى، بما في ذلك بعد نهاية الحرب الكورية.	0
وقد كان هذا ثالث صاروخ يطلق من غزة منذ الصيف الماضي.	0
وتشير تقارير ثابتة إلى أن الناس كانوا يحتجزون لأكثر من المدة القانونية القصوى.	0
34 - وهناك تزايد أيضا في أعداد مراكز مكافحة الإرهاب الإقليمية، حيث يمكن إرساء أفضل الممارسات المتعلقة بتنفيذ الجزاءات، وفقا للظروف الخاصة ذات الصلة.	1
19 - وشهدت الفترة المشمولة بالتقرير ورود عدد من الإفادات بشأن أنشطة عسكرية إندونيسية مزعومة في مناطق إيكوسي الحدودية التي لم يفصل فيها.	0
(أ) تنفيذ التشريعات الوطنية المعتمدة في مجال مكافحة الإرهاب مع مراعاة المعايير الدولية لحقوق الإنسان؛	1
وإجمالا، فقد جمعت اللجنة مواد وشهادات جوهرية للغاية تميل إلى تأكيد قتل الآلاف من المدنيين، وذلك في سياق الهجمات على القرى.	0
6 - اتفاقية قمع الاستيلاء غير المشروع على الطائرات، الموقعة في لاهاي في 16 كانون الأول/ديسمبر 1970؛ صدقت عليها جمهورية تشيكوسلوفاكيا الاشتراكية في 6 نيسان/أبريل 1972، وأصبحت سارية فيها في 6 أيار/مايو 1972.	0
وأكد أعضاء المجلس أيضا أهمية اشتراك الأطراف بشكل جاد مع الهيئة الحكومية الدولية في جهود الوساطة التي تبذلها واحترام اتفاق وقف الأعمال العدائية سعيا إلى عودة مبكرة للسلام والاستقرار في جنوب السودان.	1
وأفيد بأن أحد الموقوفين هو سائق ومرافق ماجد حمدان، شقيق مصطفى حمدان، الذي يدير شركة كانت تقوم بتوفير الأمن لفندق سان جورج.	0
وضع نظام موحد لإدارة ورصد حالات العنف الجنساني؛ وضع قائمة مرجعية لكبار المديرين عن التزامات المفوض السامي الخمسة تجاه اللاجئات.	1
وتبقى أوغندا منشغلة بشأن الوضع الإنساني في دارفور.	0
وبالإضافة إلى ذلك، بينت هجمات حركة الشباب والجماعات التابعة لها التي شنتها في أوغندا وكينيا مدى اتساع نطاق عملياتها وقدرتها على التجنيد في المجتمعات الصومالية في تلك البلدان.	0
"ويرحب مجلس الأمن بإنشاء آلية وطنية للرقابة من جانب رئيس جمهورية الكونغو الديمقراطية جوزيف كابيلا، على النحو المطلوب في إطار السلام والأمن والتعاون والقرار 2098 (2013)، ويدعو رئيس جمهورية الكونغو الديمقراطية إلى ضمان شفافية وشمول هذه الآلية.	0
2 - يكرر تأكيد أن السلطات في البوسنة والهرسك هي التي تتحمل المسؤولية الأساسية عن تحقيق مزيد من النجاح في تنفيذ عملية السلام، وأن استمرار المجتمع الدولي والمانحين الرئيسيين في إبداء الاستعداد لتحمل العبء السياسي والعسكري والاقتصادي لجهود التنفيذ والتعمير سيحدده امتثال جميع السلطات في البوسنة والهرسك ومشاركتها النشطة في تنفيذ اتفاق السلام وإعادة بناء مجتمع مدني، وخاصة بالتعاون الكامل مع المحكمة الجنائية الدولية ليوغوسلافيا السابقة في تعزيز المؤسسات المشتركة وتسهيل عمليات عودة اللاجئين والمشردين؛	0
112 - من الضروري التنسيق فيما بين كيانات الأمم المتحدة في تقديم المساعدة لمكافحة الإرهاب من أجل تفادي الازدواجية وتعزيز الفعالية في تقديم المساعدة، وضمان المزيد من الترشيد في تخصيص الموارد.	1
إذ يلاحظ أن بعض الأطراف في النزاع المسلح قد استجابت لندائه إليها بإعداد وتنفيذ خطط عمل ملموسة محددة زمنياً لوقف تجنيد واستخدام الأطفال خلافا لأحكام القانون الدولي الساري؛	1
78 - القوات المسلحة السودانية قوات مسلحة تقليدية مهمتها حماية الأمن الداخلي والحفاظ عليه().	0
١١ - يعرب عن استعداده للنظر في الطريقة التي يمكن بها لوﻻيات حفظ السﻻم أن تعالج معالجة أفضل اﻷثر السلبي للصراعات المسلحة على المدنيين؛	0
وفي ذلك الصدد، نود أن نذهب أبعد منذ ذلك لنقول إننا نرى أن السبيل الوحيد لتحسين الأمن والاستقرار في الصومال هو تمكين قوات الأمن الصومالية من إخضاع أعتى المتمردين وتمكين الحكومة من توسيع مناطق بسط سلطتها قدر الإمكان إذا فشلت مفاوضات السلام.	0
وأعلنت أن الأمين العام تلقى طلبا من تيمور الشرقية لتصبح عضوا في الأمم المتحدة، ويتطلع إلى نظر المجلس في هذا الطلب.	0
24 - في 13 آذار/مارس وعقب اتخاذ مجلس الأمن قراره 2136 (2014) في 30 كانون الثاني/يناير، عيّن الأمين العام ستةَ أفراد يتمتعون بخبرة في مجالات الأسلحة، والجماعات المسلحة، والجمارك/الطيران، والشؤون المالية، والموارد الطبيعية، والمسائل الإقليمية، للعمل في فريقٍ للخبراء حتى شباط/فبراير 2015 (انظر الوثيقة S/2014/183).	1
36 - يشجع المجلس السلطات البوروندية على التعاون مع الممثل الخاص للأمين العام من أجل إنشاء آلية تمكن من وضع حد لظاهرة الإفلات من العقاب ومن تعزيز المصالحة.	1
ويشارك في البعثة جميع الدول الخمس والعشرين الأعضاء في الاتحاد الأوروبي باستثناء دولة واحدة (420 ضابط شرطة)، إلى جانب دول أخرى غير أعضاء في الاتحاد (52 ضابط شرطة).	1
ولقد انضمت مالي والنيجر إلى عضوية مركز الاستخبارات المشتركة دون الإقليمي الذي أُنشئ حديثا في تمنراست، بالجزائر.	1
27 - وقالت الممثلة الخاصة للأمين العام ورئيسة بعثة الأمم المتحدة في جمهورية جنوب السودان إنه قبل نشوب النزاع في كانون الأول/ديسمبر 2013، أُحرز تقدم كبير فيما يتعلق بمسائل حماية الطفل، إذ حققت خطة العمل الخاصة بجنوب السودان نجاحا كبيرا.	1
واعتمد الاتحاد الروسي أيضا تشريعات لحماية حقوق ضحايا الإرهاب، واتخذ تدابير بشأن ظروف احتجاز الأفراد المشتبه في ارتكابهم عملا إرهابيا.	1
11 - ووفقا للقرار 1963 (2010)، ستساعد المديرية التنفيذية اللجنة أيضا في تنظيم اجتماع خاص مفتوح أمام جميع الأعضاء وأصحاب المصلحة الآخرين، من أجل إحياء الذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة.	1
٤ - كما أنشأ مجلس الأمن، بموجب قراره 1521 (2003)، لجنة للإشراف على تنفيذ التدابير. وأُنشئ فريق من الخبراء لتزويد اللجنة بمعلومات عن تنفيذ التدابير وما أحرز من تقدم نحو الوفاء بالشروط اللازمة لرفع الجزاءات.	1
٤ - وبلغ متوسط الإيرادات الشهرية المتحصلة لصندوق التعويضات منذ بداية السنة حتى الآن قرابة 351.2 مليون دولار، بحيث لا يزال متوسط مدفوعات التعويضات الفصلية يتجاوز بليون دولار.	1
وينص مشروع القانون، الذي سيطُرَح أمام البرلمان، على تخصيص ما لا يقل عن 30 في المائة من مقاعد البرلمان للنساء؛ وعلى تخصيص حي واحد في كل دائرة انتخابية على مستوى المجالس المحلية للمرشحات وعلى تخصيص الأحزاب السياسية مقاعد "آمنة" للمرشحات.	1
344- ووصفت إحدى شاهدات العيان هول الاحتجاز في المنطقة التي حددها المحتجزون للنساء وصغار الفتيات في كايلك على النحو التالي:	0
وفي 3 و 7 تشرين الأول/أكتوبر، أصدر المجلس بيانين صحفيين أدان فيهما الهجمات التي شنت على البعثة المتكاملة مؤخرا (SC/11587 وSC/11591).	0
لقد اتخذ مجلس الأمن قراره 2042 (2012)، بتاريخ 14 نيسان/أبريل 2012 الذي أحاط علما بالتزام الحكومة السورية بخطة المبعوث الخاص للأمم المتحدة السيد عنان، وشدد على ضرورة تنفيذها بكافة عناصرها بشكل سريع وشامل وفوري، ودعا كذلك جميع الأطراف في سوريا، بما في ذلك المعارضة إلى الوقف الفوري للعنف المسلح بجميع أشكاله، كما أعرب عن النية في الإنشاء الفوري، بعد التشاور بين الأمين العام والحكومة السورية، لبعثة مراقبة تابعة للأمم المتحدة في سوريا من أجل مراقبة وقف العنف المسلح بجميع أشكاله من قبل جميع الأطراف.	0
وتحظى إجراءات منح اللجوء بالحماية من إساءة استعمالها على يد الإرهابيين في سبع دول، وتحظى بذلك بصورة جزئية في دولة واحدة.	1
21 - وأفادت تقارير متواترة بأن طائرات مروحية إيفوارية كانت متمركزة في غينيا وأن إحدى الطائرات المروحية التي دمرها الفرنسيون في تشرين الثاني/نوفمبر 2004 كانت مستعارة من غينيا.	1
أولاً، يرتبط التنفيذ الفعال لنظام الجزاءات ارتباطاً مباشراً بجودة المعلومات المتاحة بشأن أهدافها.	1
21 - وقدم الفريق العامل الثالث، برئاسة جمهورية كوريا، دعمه لجهود الدول والقطاع البحري والجماعات العمالية الرامية إلى حماية السفن من القرصنة قبالة سواحل الصومال.	1
ففي الفترة من 3 إلى 8 تموز/يوليه، نظمت البعثة دورة تدريبية بشأن موضوع "المرأة والزعامة" لصالح المرشحات المحتملات في الانتخابات القادمة. وفي 25 آب/أغسطس، بدأت البعثة، مع منظمة غير حكومية محلية، برنامجا إذاعيا أسبوعيا بغية إذكاء وعي المرشحات والناخبات على السواء.	1
يقرر أن يعزز ولاية [البعثة] ويعدلها على النحو التالي: تعزيز حقوق الإنسان وحمايتها: - المساعدة على تعزيز قدرات النظام القضائي، بما يشمل آليات العدالة الانتقالية، وتقوية المؤسسات الوطنية لحقوق الإنسان، والمعاونة في جهود المصالحة الوطنية؛	1
ويتألف قوام المركز في الوقت الراهن من 544 من القوات الجديدة وأفراد الدفاع الوطني والأمن، وذلك من القوام المأذون به بحد أقصى 568 فردا، ويشمل ذلك وحدات الشرطة المختلطة.	0
وندين الاستخدام المفرط للقوة الذي يقوم به الجيش الإسرائيلي في المناطق المكتظة بالسكان مما يُنـزل معاناة وخسائر واسعة النطاق في أعداد غفيرة من المدنيين الفلسطينيين، بمن فيهم الأطفال.	0
(ز) الأشخاص أو الكيانات الذين يدعمون الجماعات المسلحة غير القانونية في الجزء الشرقي من جمهورية الكونغو الديمقراطية عن طريق التجارة غير المشروعة في الموارد الطبيعية؛	0
١٨ - يحيط علما ببدء نفاذ اتفاقية عام ١٩٩٧ بشأن حظر استعمال وتخزين وإنتاج ونقل اﻷلغام المضادة لﻷفراد وتدمير تلك اﻷلغام، والبروتوكول المعدل بشأن حظر أو تقييد استعمال اﻷلغام واﻷفخاخ المتفجرة واﻷجهزة اﻷخرى )البروتوكول الثاني( المرفق باتفاقية عام ١٩٨٠ المتعلقة بحظر أو تقييد استعمال أسلحة تقليدية معينة يمكن اعتبارها مفرطة الضرر أو عشوائية اﻷثر، ويشير الى اﻷحكام ذات الصلة الواردة فيها، ويﻻحظ اﻷثر المفيد الذي سيترتب على تنفيذها بالنسبة لسﻻمة المدنيين؛	1
28 - ستنظر اللجنة، بناء على مقترح للمديرية التنفيذية، في استراتيجية التواصل الموجهة لتعزيز توضيح ما تضطلع به اللجنة والمديرية التنفيذية من دور وأنشطة في مجال مكافحة الإرهاب.	0
وثمة حاجة إلى زيادة فعالية تنفيذ القرار 1624 (2005)، الذي يشجع على الحوار والتفاهم بين الأديان والثقافات بغية التصدي للتحريض على الأعمال الإرهابية بدافع التطرف والتعصب.	0
تدريب أفراد حفظ السلام يطلب إلى الأمين العام أن يكفل توفير التدريب المناسب لموظفي الأمم المتحدة، المشتركين في أنشطة صنع السلام وحفظ السلام وبناء السلام في مجال القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والقانون الدولي للاجئين، بما في ذلك الأحكام المتعلقة بالأطفال ونوع الجنس، ومهارات التفاوض والاتصال والوعي الثقافي والتنسيق المدني - العسكري ويحث الدول والمنظمات الدولية والإقليمية ذات الصلة على ضمان إدراج التدريب المناسب في برامجها المتعقلة بالموظفين المشتركين في أنشطة مماثلة.	1
وردا على هذه الموجة من العنف، نظمت البعثة وشرطة هايتي الوطنية عدة عمليات ناجحة لإنقاذ المختطفين، وألقي القبض على عدد كبير من الخاطفين المشتبه فيهم.	1
فأولا ينبغي أن يكون مفهوما أن الإرهاب جريمة لا يمكن تبريرها تحت أي ظرف من الظروف ولكنه، أيضا، مظهرا من مظاهر التذمر يجري تجسيده بطريقة غير إنسانية بغيضة وممجوجة.	0
يقرر سريان التدابير المشار إليها في الفقرة [المعنية] أعلاه [تدابير حظر السفر وتجميد الأصول] على الأفراد التالين، وعلى الكيانات التالية، حسب الاقتضاء، ووفقاً لما تحدده اللجنة: ... (هـ) الأفراد أو الكيانات العاملون في [البلد المعني] الذين يرتكبون انتهاكات جسيمة تنطوي على استهداف الأطفال أو النساء في حالات النـزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛	0
وأضاف أنه يجد ما يشجعه في التصميم المتجدد لبلدان المنطقة دون الإقليمية على العمل معا للتصدي لتلك التهديدات.	0
:: الطلب إلى البعثة بأن تقدم الدعم إلى الحكومة المضيفة في التصدي للعنف الجنسي بصراحة، في عمليات نزع السلاح والتسريح وإعادة الإدماج، وفي عمليات إصلاح قطاع الأمن ومبادرات إصلاح قطاع العدل، وفي وضع وتنفيذ خطط عمل ملموسة ومحددة زمنياً لمكافحة العنف الجنسي المتصل بالنزاعات.	0
جيم - توفير الأمن للاجئين، والمشردين داخليا، والمدنيين، والعاملين في المجال الإنساني، وفقا للمعايير الدولية لحقوق الإنسان	1
وأكد أعضاء المجلس مرة أخرى على أن الشعب الهايتي والحكومة الهايتية يتحملان أقصى قدر من مسؤولية أساسية في تحقيق المصالحة الوطنية وإقامة بيئة آمنة ومستقرة وإدارة العدالة وإعادة بناء بلدهم.	0
والإرساء الحقيقي لسيادة القانون في جمهورية الكونغو الديمقراطية يتطلب تشكيل جيش وإنشاء نظام للعدالة وقوة للشرطة تكون فعالة وديمقراطية.	0
وفي شمال دارفور، اكتظ مخيم أبو شوك، وهو أكبر مخيمات المشردين داخليا في الولاية، مع وصول أكثر من 000 20 شخص جراء العنف الذي شهدته مواقع عديدة خلال الشهرين الماضيين.	1
واتصل هاتفيا برئيس شرطة مدينة بيروت بالنيابة اللواء ناجي ملاعب وأبلغه بشأن المكالمة الهاتفية التي جاءت من السيد نمّار وطلب إليه التحقق من القاضي مزهر عما إذا كان على علم بهذا القرار.	0
