ar	VerCoop
163 - وقد قدِّم إلى اللجنة تقرير شامل متماسك يتعلق بالاستنتاجات والنتائج المستمدة من فحص مسرح الجريمة.	0
13 - يشجع الدول الأعضاء في الأمم المتحدة على التعاون من أجل حل جميع المسائل العالقة حتى تعتمد بتوافق الآراء مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي ومشروع الاتفاقية الدولية لقمع أعمال الإرهاب النووي؛	1
إنها جزء من ترنيمة يجري ترديدها باستمرار أمام هذا المجلس ولا يزيد التكرار من صحتها، تتجاهل المسؤوليات الفلسطينية والحقوق الإسرائيلية على حد سواء، ولا تعترف بالصعوبات المفرطة التي تواجهها القوات الإسرائيلية في محاولتها حماية مواطنيها وتقليل الأذى الواقع على أرواح الفلسطينيين إلى أقصى حد بينما لا يبدي الإرهابيون الذين تواجههم من الاكتراث بأرواح الفلسطينيين أكثر من اكتراثهم بأرواح الإسرائيليين.	0
١٤ - وانطلقت في الجزائر العاصمة المفاوضات الرسمية لإحلال السلام بين حكومة مالي والجماعات المسلحة في 14 تموز/يوليه، بتيسير من فريق وساطة دولي مؤلف من الأمم المتحدة ومنظمات إقليمية وبلدان مجاورة، وتقوده الجزائر. وترمي المفاوضات إلى تثبيت وقف إطلاق النار والتوصل إلى حل سلمي للنزاع، مع الحفاظ على وحدة مالي الإقليمية. وفي 24 تموز/يوليه، وقعت حكومة مالي والجماعات المسلحة اتفاقا أوليا يضع خريطة طريق لإجراء المزيد من المفاوضات.	1
وتطالب اتفاقية حقوق الطفل فضلا عن ذلك بأن تتعهد الدول الأطراف بحماية الطفل من جميع أشكال الاستغلال الجنسي والانتهاك الجنسي().	0
ووُصف المهاجمون بأنهم كانوا يرتدون نفس الزي الكاكي الذي يرتديه جنود الحكومة، وأنهم كانوا مسلحين ببنادق الكلاشينكوف G-3، وقاذفات الآر.	0
ونلاحظ أن منظمات المجتمع المدني قد أعربت عن قلقها البالغ في هذا الصدد.	0
ينص التعديل على القانون رقم 61/1996 (القانون 284/2004 المؤرخ 8 نيسان/أبريل 2004، والساري اعتبارا من 1 أيلول/سبتمبر 2004 - القانون الجديد المتعلق بغسل الأموال) على أنه بإمكان وحدة التحليل المالي تبادل المعلومات مع سلطات أجنبية لها نفس الصلاحيات، في نطاق ما تحدده المعاهدات الدولية أو على أساس المعاملة بالمثل.	1
دعوة كافة الأطراف المعنية إلى ضمان إدراج المسائل المتعلقة بحماية وحقوق ورفاه النساء والفتيات المتأثرات بالنـزاع، على وجه التحديد، في جميع عمليات السلام واتفاقات السلام وخطط وبرامج الإنعاش والتعمير بعد انتهاء النـزاع.	1
:: أفكار بشأن متى تشكّل حالة ما تهديدا للسلم والأمن الدوليين، بحيث تستوجب إحالتها إلى المحكمة الجنائية الدولية	0
وتقدم الإعفاءات لإمدادات الأسلحة والأعتدة الفتاكة المتصلة بها الموجهة لقوات الأمن الإيفوارية، المقصود منها حصرا أن تستخدم في إطار عملية إصلاح قطاع الأمن في كوت ديفوار، حسب إشعار مسبق يقدم إلى اللجنة.	0
وقد أعد المركز استراتيجية انسحاب لمعالجة نقل المسؤوليات، بما في ذلك مواصلة إزالة أي أخطار متبقية، ونشر الوعي بخطر الألغام ومساعدة الضحايا، إلى الإدارات المناسبة التابعة للهيكل الإداري المؤقت المشترك.	0
213 - ولعبد العال أيضا علاقة ملحوظة بمخزن سلاح كبير اكتشف في جنوب بيروت في تموز/يوليه 2005. ودهمت قوى الأمن الداخلي مخزن السلاح هذا في 26 تموز/يوليه 2005 وأوقفت خمسة أشخاص على علاقة قوية بميليشيا المرابطون السابقة.	0
24 - يوجه المديرية التنفيذية إلى توطيد التعاون مع اللجان الموكلة إليها ولايات منشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) ومع أفرقة الخبراء التابعة لكل منها؛	1
وأعرب العديد من أعضاء الفريق عن تأييدهم القوي للقرار 2185 (2014) وللإحاطة المقدَّمة من رؤساء عناصر الشرطة لأول مرة بوصفهما يوفران أساسا هاما لعمل الفريق بشأن الجوانب المتعلقة بعمل الشرطة في عمليات السلام.	1
وأثناء وجوده هناك التقى أيضا بممثلين لجبهة تحرير أوغادين والجبهة الوطنية لتحرير أورومو. وكان بعضهم قادة للمليشيات قد وصلوا من الدولة المعنية إلى دوساماريب بالطائرة في نيسان/أبريل 2005.	1
فرض إجراءات هادفة وتدريجية لمواجهة ما تبثه وسائط الإعلام من تحريض على الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب وغير ذلك من الانتهاكات الجسيمة للقانون الدولي لحقوق الإنسان.	0
"ويشدد مجلس الأمن على أهمية التوصل إلى حلول دائمة للاجئين والمشردين داخليا، ولا سيما عودتهم بصورة طوعية وآمنة وكريمة، أو إدماجهم أو إعادة توطينهم محليا.	1
بينما سينصب التركيز في الأمد المتوسط على مراقبة مناطق المناجم والقضاء على الخطر الذي تشكله الجماعات المسلحة بإيتوري وتقييد وجود القوات الديمقراطية لتحرير رواندا في مناطق معينة بالنظر إلى عملية نزع السلاح والتسريح والإعادة إلى الوطن وإعادة الإدماج والتأهيل.	0
14 - وستعزز المديرية التنفيذية التزامها مع المنظمات الدولية والإقليمية ودون الإقليمية في كل أرجاء العالم من أجل مساعدتها في وضع و/أو تنفيذ خطط عمل ملائمة في سياق مكافحة الإرهاب وإشراكها بشكل مباشر أكثر في تلبية احتياجات بناء القدرات للدول التي حددتها اللجنة وذلك عن طريق تقييمات التنفيذ الأولية والزيارات القُطرية.	1
232 - والعـــدد التقـــديري للسكان المتــأثرين بالصراع في دارفور، مضافا إليه عدد اللاجـئين في تشاد (1.65 مليون مشرد و 000 627 شخص متأثر بالصراع بطرق أخرى، و 051 203 لاجئا) يصل إلى رقم مذهل إذ يبلغ حوالي 2.5 مليون شخص متأثر بطريقة أو أخرى - أغلبيتهم العظمى بالتشريد من ديارهم.	0
وأحاطت الرئيسة علما بالدعوة الموجهة من فرقة العمل القطرية للرصد والإبلاغ إلى الفريق العامل لزيارة جنوب السودان واقترحت بأن يصدر الفريق العامل بيانا صحفيا بشأن الجلسة المعقودة، بما يتوافق مع اختصاصات الفريق.	1
ومن غير المحتمل أن يكون إدراج هؤلاء الأفراد في القائمة قد أحدث اختلافاً كبيراً بالنسبة لمدى الاهتمام الذي أولتهم إياه السلطات الحكومية، ولكن بما أنهم لم يبدوا أي تغيير في مساندتهم الخطية والشفوية لتنظيم القاعدة أو لحركة الطالبان، وأن كليهما لا يشكلان معياراً للإدراج في القائمة، فقد أوصت الدول بمواصلة إدراجهم في القائمة ووافقت اللجنة على ذلك.	1
وإذ يعرب عن دعمه الكامل للبعثة، وإذ يدين جميع الاعتداءات التي يتعرض لها أفراد الأمم المتحدة العاملون في مجال حفظ السلام وفي المجال الإنساني، بصرف النظر عمن ارتكبها، وإذ يشدد على وجوب إحالة المسؤولين عن تلك الاعتداءات إلى العدالة،	1
التشديد على مسؤولية أطراف النزاع المسلح عن احترام السكان المدنيين الموجودين تحت سيطرتهم الفعلية، وحمايتهم وتلبية احتياجاتهم الأساسية.	1
كذلك، أشاروا إلى أن تعزيز التنسيق وقابلية التشغيل المشترك فيما بين تلك المنظمات، فضلا عن استحداث وتقاسم استراتيجيات موحدة وسياسات تشغيلية وأفضل الممارسات، في المساعي المدنية لاحتواء الأزمات، كل ذلك سيزيد من فعالية وتساوق عملية احتواء الأزمات.	1
يشير إلى أن التراكم المفـــرط للأسلحة الصغيرة والأسلحة الخفيفة وما يترتب عليه من زعزعة للاستقرار يشكلان عائقا كبيرا أمام تقديم المساعدة الإنسانية ويحتمل أن يزيدا من تفاقم النزاعات وإطالة أمدها، وأن يعرضا المدنيين للخطر، وأن يقوضا الأمن والثقة اللازمين من أجل عودة السلام والاستقرار ...	0
66 - وسألت البعثة القادة العسكريين الحكوميين عما إذا كان هناك من قُدِّم إلى العدالة بسبب ما ارتكبه من تجاوزات.	1
122 - ويثور سؤال قانونــي هـام يتعلق بالمليشيات المشار إليها أعــلاه: فمن (بالإضافة إلــى مرتكبي الجريمة أنفسهم) يتحمل المسؤولية الجنائية عن الجرائم المدعى أن الجنجويد يرتكبونها؟	0
"ويشجع مجلس الأمن الدول الأعضاء على إقامة وتعهد نظام جنائي وطني فعال يقوم على سيادة القانون ويتضمن أحكاما للتعاون الجنائي القضائي فيما يتعلق بالتسليم وتقديم المساعدة القانونية المتبادلة، لا سيما من أجل تسريع وتبسيط وإعطاء الأولوية لطلبات التسليم وتقديم المساعدة القانونية المتبادلة في الحالات المتصلة بالإرهاب، وتطبيق أفضل الممارسات الدولية والإقليمية في مجال التسليم وتقديم المساعدة القانونية المتبادلة، بما يتماشى مع القانون الدولي، لا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.	1
"إذ يشدد مجلس الأمن على أن السلام والأمن في العالم كل لا يتجزأ، وإذ يأخذ في اعتباره ما يتسم به العالم من ترابط واعتماد متبادل، يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يمثل واحداً من أشد الأخطار التي تهدد السلام والأمن الدوليين وأن أي أعمال إرهابية هي أعمال إجرامية ولا يمكن تبريرها مهما كانت دوافعها، حيثما ارتكبت وأيا كان مرتكبها.	0
5 - وقد أكدت زيارتي الأخيرة إلى منطقة الساحل اعتقادي بأهمية النظر في مسائل السلام والأمن والتنمية وحقوق الإنسان بطريقة مترابطة.	1
34 - يؤكد أهمية التشاور والتعاون بين الأمم المتحدة ولجنة الصليب الأحمر الدولية والمنظمات المعنية الأخرى ذات الصلة بما فيها المنظمات الإقليمية من أجل تحسين حماية المدنيين في النزاع المسلح؛	1
وإذ يسلّم بأن التنمية والأمن وحقوق الإنسان عناصر يعزز كلٌّ منها الآخر وتتسم بأهمية حيوية بالنسبة إلى فعالية وشمول النهج المعتمد لمكافحة الإرهاب، وإذ يشدد على أن استراتيجيات مكافحة الإرهاب ينبغي أن تتخذ من تحقيق السلام والأمن المستدامين هدفا خاصا من أهدافها،	1
"ويؤكد مجلس اﻷمن من جديد أن الصراع في أفغانستان ﻻ يمكن حله بالوسائل العسكرية وأن السبيل الوحيد إلى السلم والمصالحة هو الوصول عن طريق التفاوض إلى تسوية سياسية تهدف إلى تنصيب حكومة عريضة القاعدة ومتعددة اﻷعراق، تمثل الجميع وتكون مقبولة لدى كافة اﻷفغان.	1
تاسعا - المعايير المرجعية ٥٩ - تركز المعايير المرجعية التي حددتها بصورة مشتركة كل من السلطات المالية والبعثة المتكاملة وفريق الأمم المتحدة القطري على ثلاث مهام ذات أولوية محددة في قرار مجلس الأمن 2164 (2014)، وهي الأمن وتحقيق الاستقرار وحماية المدنيين؛ ودعم عملية الحوار السياسي الوطني والمصالحة الوطنية؛ وتقديم الدعم من أجل إعادة بسط سلطة الدولة في جميع أنحاء البلد، وإعادة بناء قطاع الأمن في مالي، وتعزيز وحماية حقوق الإنسان، وتقديم المعونة الإنسانية.	0
معلومات أساسية يوافق عام 2014 الذكرى السنوية الخامسة عشرة لبدء عمل مجلس الأمن في مجال حماية المدنيين في النزاعات المسلحة.	1
24 - يحث الدول الأعضاء على تكثيف جهودها، استجابة لما تحققه الأطراف من تقدم بيِّـن في إعادة تشكيل مؤسساتها المعنية بإنفاذ القوانين، من أجل توفير التدريب والمعدات والمساعدة ذات الصلة لقوات الشرطة المحلية في البوسنة والهرسك، وذلك على أساس التمويل الطوعـي وبالتنسيــق مــع قــوة الشرطة الدولية؛	1
باسم لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، ووفقا للفقرة 8 من قرار مجلس الأمن 1810 (2008)، أقدم طي هذه الرسالة تقريرا عن نظر اللجنة في استعراض شامل لحالة تنفيذ القرار 1540 (2004) (انظر المرفق).	1
واستهدفت إحدى الغارات مستشفى كنصفرة فدمرت هياكله الأساسية ومعداته.	0
وشدد أيضا على خطر احتدام النـزاع مع استئناف موسم الهجرة، والانتخابات، وعدم وجود حوار.	0
وأمر الرئيس غوسماو مقدمي الالتماس بالعودة إلى مركز تدريب القوات المسلحة التيمورية في متينارو والمشاركة في لجنة تحقيق لبحـث المزاعم التي أثيرت في الالتماس.	0
إن غياب مثل هذه المبادئ التوجيهية، بما في ذلك تحديد معايير اختيار القضايا التي تقتضي التحقيق فيها والمقاضاة عليها، قد حرم اللجان مما يلزم من توجيه فيما يتعلق بالطرق الملائمة للتحقيق في الجرائم التي تشكل انتهاكات جسيمة لحقوق الإنسان.	0
"ويدعو مجلس الأمن حكومة الوحدة الوطنية الانتقالية إلىبدء العمل فورا مع كل من اللجنة الدولية لدعم العملية الانتقالية وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية من أجل وضع آليات لتعزيز التنسيق، وذلك بهدف الإسراع بإصلاح القطاع الأمني واعتماد القوانين الأساسية والإعداد للانتخابات.	0
11 - لا يزال الوجود النشط لميليشيات ذات انتماء عرقي ونابعة من المجتمع المحلي يشكل مصدرا رئيسيا لعدم الاستقرار، ولا سيما في الجزء الغربي من البلد، الذي كان خلال الأشهر الأخيرة مسرحا لصدامات عنيفة بين مجموعات عرقية.	0
13 - وقد أنشأ الأمين العام اللجنتين التنفيذيتين، المعنية بالسلام والأمن، والمعنية بالشؤون الإنسانية، لتكونا منتدى يناقش ويصوغ فيه المديرون على أعلى مستوى استراتيجيات منع نشوب الصراعات المسلحة وحالات الطوارئ الإنسانية والتصدي لها.	0
أيدت اللجنة أيضا التوصية التي تدعو إلى إعادة الدقة في توجيه طلبات تزويدها بالمعلومات إلى الدول التي يعمل فيها الفرد أو الكيان المدرج في القائمة أو يسعى إلى العمل فيها، دون فرض عبء إضافي ثقيل على هذه الدول فيما يتعلق بتقديم التقارير.	1
وأقرّ أعضاء المجلس في تعقيباتهم بالطابع المحدَّد الأهداف لجزاءات المجلس، وبانطباقها على نطاق عريض من الأخطار التي تهدد السلام والأمن الدوليين، بما يشمل، في جملة أمور، مساعدة الدول على استعادة الاستقرار، وحماية السكان المدنيين في حالات النزاع، ومكافحة الإرهاب وانتشار أسلحة الدمار الشامل.	1
الدعوة إلى امتثال أطراف النـزاع المسلح امتثالاً دقيقاً لأحكام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين بما في ذلك ما يتعلق بالنقاط التالية:	1
وطلبت السلطات المختصة تغيير الموعد المحدد لطلبات التعديل الرسمية الواردة من الحكومة العراقية، وهو 31 تشرين الأول/أكتوبر 2005، إلى 31 كانون الأول/ديسمبر 2005، من أجل المراعاة التامة لصعوبات الاتصال بين السلطات المختصة وبين الموردين فيما يتعلق بتمديد مهلة الشحن وصلاحية خطابات الاعتماد.	1
وأفادت الحكومة اللبنانية أيضا بأن القوات المسلحة اللبنانية زادت كذلك من وجودها، وأقامت نقاط تفتيش، وشددت إجراءات المراقبة حول مواقع الجماعات المسلحة الفلسطينية التي توجد مقارها في الجمهورية العربية السورية والموجودة جنوب بيروت وفي سهل البقاع. وفي 7 تشرين الأول/أكتوبر، قام الجيش اللبناني بحملات مداهمة في سهل البقاع لمواقع الجماعات المسلحة الفلسطينية التي توجد مقارها في سورية، حيث جرى الاستيلاء على أسلحة خلال تلك الحملات.	1
167 - سنّت جميع دول هذه المنطقة دون الإقليمية قوانين للهجرة وجوازات السفر لتنظيم أمن الهجرة ووثائق السفر ووضعت إجراءات لتحديد الهوية الحقيقة للأشخاص قبل إصدار وثائق الهوية الخاصة بهم.	0
وعلاوة على ذلك، وبالنظر إلى ارتفاع معدلات الزواج المختلط يصعب التمييز بينهم من ناحية سماتهم الجسدية الخارجية عن أفراد القبائل التي يٌزعم أنهم يعتدون عليهم.	0
فنتائج هذا الحوار ستعزّز أجواء الاستقرار.	1
زيادة المساءلة على انتهاكات حقوق الإنسان بما في ذلك العنف الجنساني؛ تطوير أدوات قانونية تراعي الاعتبارات الجنسانية. زاي - 5 تطوير وتقديم برامج مراعية للاعتبارات الجنسانية تقدم الدعم للضحايا، بما في ذلك تقديم المساعدة القضائية إلى برامج حماية الشهود.	0
يطلب إلى الأمين العام أن يكفل ما يلي: (أ) استمرار رصد حالة الأطفال وتقديم تقارير عنها، في إطار التقارير المشار إليها في الفقرة 12 أعلاه؛ (ب) مواصلة الحوار مع أطراف النـزاع بهدف إعداد خطط عمل محددة بأطر زمنية لوضع حد لتجنيد واستخدام الجنود الأطفال والانتهاكات الأخرى ضد الأطفال بموجب القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان؛	1
ويبدو أن تدابير مساعدة الأشخاص الذين قتل أفراد من أسرهم، وإقرار السلطات الحكومية بمسؤوليتها، وإيضاحها لطبيعة التدابير التي يتعين اتخاذها من أجل تفادي ارتكاب الانتهاكات من جديد أمور ذات أهمية أساسية بالنسبة للمجتمع.	1
ورحّب هؤلاء القادة ببيان رئيس مجلس الأمن المؤرخ 14 تموز/يوليه 2005 وأعربوا عن دعمهم لمبادرة ممثلي الخاص، ولكنهم اغتنموا الفرصة أيضا للإعراب عن قلقهم من أن الرئيس يوسف ورئيس الوزراء جيدي قد يلجآن إلى المواجهة المسلحة معهم.	1
ويثير تغير البيئة في أفغانستان تساؤلات بشأن جماعات آسيا الوسطى التي تعمل هناك حاليا مثل جماعة أنصار الله (غير المدرجة في القائمة)، وهي الجماعة الطاجيكستانية الإثنية المنشقة عن الحركة الإسلامية لأوزبكستان Islamic Movement of Uzbekistan)) (QE.I.10.01).	0
واعترافا للجزائر بدورها ذي المصداقية والبناء في الجهود الرامية إلى تشجيع إيجاد مخرج نهائي للأزمة، أعربت لها الحركات عن ثقتها الكاملة لمواصلة جهودها المبذولة في هذا الصدد وبذل قصاراها من أجل إيجاد حل نهائي للنزاع طالما جرى السعي إليه.	1
وفي هذا الصدد، سيقوم فريق متعدّد التخصّصات من الأمم المتحدة قريبا بزيارة أوغندا وجمهورية أفريقيا الوسطى وجمهورية الكونغو الديمقراطية والسودان لتقييم ما يمثله جيش الرب للمقاومة من تهديد وتقديم توصيات لتعزيز الجهود التي تبذلها الأمم المتحدة للمساعدة في معالجة المشكلة التي يطرحها جيش الرب للمقاومة في المنطقة دون الإقليمية وتحسين تنسيقها.	1
وتنفذ بالكامل تدابير مراقبة الحدود والأمن الداخلي وإنفاذ القانون في معظم الدول، رغم أن بضعة دول لم تبلِّغ عن معلومات كافية تسمح بالتقييم في بعض الفئات الفرعية. 139 - التوصيات ذات الأولوية هي: (أ) تشجيع خطوات تحسين القدرة على تجميد الأموال والأصول المتصلة بالإرهاب دون إبطاء في معظم الدول، وحماية القطاع غير الربحي من إساءة الاستخدام في تمويل الإرهاب؛	1
وقد حصلت اللجنة على أدلة موثوقة على استخدام طائرات الهليكوبتر من طراز Mi-8 و Mi-24 وطائرات طراز أنتونوف خلال الهجمات الجوية على القرى.	0
وهذا هو الشأن بوجه خاص فيما يتعلق بالأشخاص الذين حصلوا على أسلحة من قوات الدفاع ثم أعادوها في وقت لاحق.	0
يطلب إلى [البعثة] تعزيز قدرتها على إدارة النزاع عن طريق الانتهاء في أسرع وقت ممكن من وضع استراتيجيتها المتكاملة الرامية إلى دعم آليات تسوية النزاعات بين القبائل المحلية من أجل توفير أقصى حماية ممكنة للمدنيين؛ ويرحب بوضع استراتيجية شاملة لحماية المدنيين ويشجع [البعثة] على مواصلة واستكمال عملها على وضع الاستراتيجية في وقت مناسب؛ ويطلب مرة أخرى إلى [البعثة]، تسيير دوريات على نحو فعال في المناطق الشديدة الخطورة التي تشهد نزاعات محلية، بما يتماشى مع ولايتها وقدراتها الحالية.	1
وعندئذ، يدرج المجندون تحت قيادة الجيش النظامي، وعادة ما يرتدون نفس الزي الرسمي للوحدة التي يقاتلون معها.	0
:: حظر أخذ الرهائن.	0
ومن الأهمية بمكان مقاضاة حالات العنف المنزلي والاعتداء الجنسي رسميا وفقا للقانون الجنائي الجديد.	0
وتم تبادل موجز لوجهات النظر، أعرب خلاله أحد أعضاء المجلس عن آرائه بشأن القوة، وطرح بلد مساهم بقوات بعض الأسئلة على إدارة عمليات حفظ السلام.	1
التقدم المحرَز في قيام الدول الأطراف التي تُجرى أنشطة تدمير الأسلحة الكيميائية السورية في أراضيها بإزالة هذه الأسلحة	0
254 - ثبت للجنة أيضا أن قوات المتمردين، كانت مسؤولة عن شن هجمات كانت في أغلب الحالات موجهة ضد أهداف عسكرية أو ضد قوات الشرطة أو الأمن.	0
36 - وتمثل أفريقيا وآسيا والمحيط الهادئ 53 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 18 في المائة في عام 2004. أما منطقة الشرق الأوسط، فتمثل 19 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 4 في المائة في عام 2008().	0
ولكن نحن قلقون حيال الأنبـاء التي تفيد بازدياد التوتـر بين الأحزاب الحاكمة وأحزاب المعارضـة.	0
وفي الفترة من 25 تشرين الثاني/نوفمبر إلى 10 كانون الأول/ديسمبر، انضم ممثلي الخاص إلى المشاركين في حملتي السنوية المعنونة "متحدون من أجل إنهاء العنف ضد المرأة"، مع التركيز بشكل خاص على البلدان التي تعاني من النزاعات.	1
وسينظم المكتب حلقة عمل وطنية بشأن التعاون الدولي في المسائل الجنائية ذات الصلة بالإرهاب والجريمة المنظمة العابرة للحدود الوطنية والفساد في ناميبيا في آذار/مارس 2014.	1
"ويشدد على أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تحول دون إجراء انتخابات رئاسية حرة ونزيهة، دون إبطاء، بما ينسجم وقواعد الدستور اللبناني، دون أي تدخل أو تأثير أجنبيين وفي ظل الاحترام الكامل للمؤسسات الديمقراطية.	1
ثانيا، حدث دمار واسع النطاق للقرى في جميع أرجاء ولايات دارفور الثلاث.	0
وذكر رب الأسرة أنهم التقوا، خلال محاولة الفرار من منزلهم، بستة من الرجال العرب الذين اغتصبوا ابنته البالغة من العمر 25 سنة، أمام عينيه وأعين زوجته وأطفاله الصغار.	0
وفيما يلي عرض موجز لتلك التقارير يوضح إطار مهمة تقصي الحقائق والتحقيقات التي اضطلعت بها اللجنة. وفي الفروع التي تلي هذه اللمحة العامة، سيجري عرض فرادى الحوادث بحسب نوع الانتهاك أو الجريمة الدولية المحددة.	0
42 - وشارك رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، مع رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001)، في الاجتماع الثاني عشر لرؤساء أجهزة عمليات الأمن الخاصة والأجهزة الأمنية ومنظمات إنفاذ القانون في مجال مكافحة الإرهاب، ونظم الاجتماع جهاز الأمن الاتحادي في الاتحاد الروسي.	1
وإذ يؤكد أن تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي لمختلف الديانات والثقافات، ومعالجة الصراعات الإقليمية التي لم تحل بعد والقضايا العالمية بكامل نطاقها، بما في ذلك قضايا التنمية، تسهم في تحقيق التعاون الدولي، وهو أمر ضروري في حد ذاته لمواصلة محاربة الإرهاب على أوسع نطاق ممكن،	1
(ب) عدم فرض تدابير فعالة لمنع اغتصاب النساء والفتيات الإثيوبيات؛	0
وقالت 17 دولة أنها لا تعتبر نفسها مهددة، بينما أعربت ثلاث دول عن اعتقادها بعدم وجود خطر على الصعيد الإقليمي.	1
وأعرب عن القلق من ازدياد هدم المباني في فلسطين، ومن الخطر الكامن في نقل تجمّع أم الخير البدوي قسرا، ومن استمرار النشاط الاستيطاني الإسرائيلي، الذي قال إنه يشكل انتهاكا للقانون الدولي.	0
(د) ستكفل اللجنة امتثال أي تدابير تتخذها الدول الأعضاء لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني؛	0
إذ يعيد تأكيد قراريه 1265 (1999)، و 1296 (2000) بشأن حماية المدنيين في الصراعات المسلحة، ومختلف قراراته بشأن الأطفال والصراعات المسلحة وبشأن المرأة والسلام والأمن، فضلا عن قراره 1631 (2005) المتعلق بالتعاون بين الأمم المتحدة والمنظمات الإقليمية على صون السلام والأمن الدوليين، وإذ يعيد كذلك تأكيد تصميمه على كفالة احترام تلك القرارات ومتابعتها،	0
27 - نوّه أعضاء اللجنة في مناسبات عديدة إلى التكامل بين وظائف اللجنة المعنية بالجزاءات المفروضة على تنظيم القاعدة، واللجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1540 (2004)، فيما يتعلق بمكافحة الإرهاب الدولي، والحاجة إلى تنسيق الأنشطة وتبادل المعلومات فيما بين هذه اللجان الثلاث.	1
27 - وعلى الرغم من التأخيرات، أرى من البوادر المشجعة أن جميع الجهات المعنية وافقت الآن على استئناف تبادل الزيارات العائلية، متيحين بذلك لآلاف الأفراد في الإقليم وفي المخيمات الواقعة في منطقة تندوف الاستفادة من هذا البرنامج الإنساني.	0
14 - وإجمالا، تقلص عدد العمليات العسكرية التي تقوم بها القوات المسلحة لجمهورية الكونغو الديمقراطية والمدعومة من بعثة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية. ففي الفترة ما بين 6 و 15 شباط/فبراير، دعمت البعثة عملية القوات المسلحة مابيما مابيا (الفجر الجديد) في منطقة كايابايونغا في كيفو الشمالية التي كان الهدف منها ردع نشاط الجماعات المسلحة وتعزيز حماية المدنيين.	0
:: مواصلة تطوير المبادرات الرامية إلى حظر التحريض ومنعه، وتحديد أفضل الممارسات وتبادل المعلومات، واضعة في اعتبارها ضرورة كفالة أن تتوافق جميع التدابير ذات الصلة مع التزاماتها القانونية الدولية، بما فيها الالتزامات المتعلقة بحقوق الإنسان.	0
وتشير التقارير إلى أن حدة الهجمات والفظائع التي ارتُكبت في أي قرية من القرى نشرت درجة من الخوف في صفوف سكان القرى المجاورة الذين نجوا من تلك الهجمات دفعهم إلى الفرار أيضا إلى مناطق يسود فيها أمن نسبي.	0
ويوصي فريق الرصد اللجنة بأن تضع معايير دنيا لتحديد هوية المدرجين في القائمة وأن تيسر ما تتبعه من إجراءات لشطب الأسماء في حالة وجود أدلة كافية لاعتبار أن حامليها قد فارقوا الحياة.	1
وشدد بعض الوفود على أهمية المحادثات السداسية الأطراف في إيجاد حل للمسألة النووية في شبه الجزيرة الكورية، ودعت هذه الوفود إلى العمل من أجل تهيئة ظروف ملائمة لاستئناف تلك المحادثات.	1
إن جمهورية كوريا الشعبية الديمقراطية ترفض رفضا قاطعا القرار المتعلق بحقوق الإنسان المختلق ضد الجمهورية استنادا إلى مكائد وأكاذيب ومعلومات مضللة والمتخذ رضوخا لقسر الولايات المتحدة وغيرها من البلدان المعادية بطريقة استبدادية وتعسفية.	0
وقد أجرت اللجنة، في الخرطوم، مقابلات مع محتجزين اعتقلتهم قوات الأمن في سجون انفرادية في "بيوت الأشباح" في ظل ظروف مقيتة.	1
وبالإضافة إلى ذلك، سافر فريق الرصد مرتين إلى بلجيكا، مرة لحضور ندوة منظمة الطيران المدني الدولي، ومرة للاجتماع مع ممثلي منظمة الجمارك العالمية؛ وسافر كذلك إلى فرنسا لحضور اجتماع للخبراء بشأن الجزاءات المالية المحددة الأهداف نظمته فرقة العمل المعنية بالإجراءات المالية ولحضور الاجتماع العام الثالث لفرقة العمل.	1
