ar	MatConf
وقد تنطبق أيضا أحكام أخرى من القانون الجنائي مثل التسليح غير المرخص به (المادة 185)، أو تطوير أو إنتاج أو حيازة وسائل حربية محظورة (المادة 185 (أ). تعريض الجمهور للخطر	1
ويمكننا أن نستطرد بذكر الفقر الواسع الانتشار، والمشاكل في إدارة الموارد الطبيعية، والآلاف من اللاجئين والأشخاص المشردين داخليا، والآلاف الإضافية للمقاتلين السابقين الذين ينتظرون إعادة الإدماج، وقطاعات الأمن التي لم يتم إصلاحها، والانتهاكات الشاملة لحقوق الإنسان، والعديد من التهديدات الأخرى التي من المحتمل أن تؤجج صراعا جديدا.	0
"ويحيط مجلس الأمن علماً بالتعاون الجاري بين المنظمة البحرية الدولية ومكتب الأمم المتحدة المعني بالمخدرات والجريمة وشعبة شؤون المحيطات وقانون البحار فيما يتصل بتجميع التشريعات الوطنية المتعلقة بالقرصنة، ويشجع البلدان التي لم تقدم بعد تشريعاتها على القيام بذلك، ويلاحظ أن نُسخ التشريعات الوطنية التي تلقتها الأمانة العامة قد نشرت على الموقع الشبكي للأمم المتحدة.	0
واعتقل النظام زهاء 47 فردا يُعتقد أنهم جُندوا قسرا في قوات النظام.	1
وإذ يؤكد من جديد ضرورة مكافحة ما ينجم عن الأعمال الإرهابية من أخطار تهدد السلام والأمن الدوليين، وذلك بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما يشمل القوانين الدولية السارية وهي قانون حقوق الإنسان، وقانون اللاجئين والقانون الإنساني، وإذ يشدد في هذا الصدد على الدور الهام الذي تؤديه الأمم المتحدة في قيادة هذه الجهود وتنسيقها،	0
وفي الإحاطة التي قدمها وكيل الأمين العام غمباري إلى المجلس في كانون الأول/ديسمبر 2005 وحزيران/يونيه 2006، وصف الظروف الخطيرة التي تتعرض لها حقوق الإنسان والأحوال الإنسانية في بورما، بما في ذلك احتجاز ما يزيد على 100 1 مسجون سياسي، فضلا عن تدفق اللاجئين والمخدرات وفيروس نقص المناعة البشرية/الإيدز وغيره من الأمراض من بورما.	1
وأحاط الممثل الخاص كوبلر المجلس بالهجمات العديدة التي ارتكبتها القوات الديمقراطية المتحالفة في الفترة بين 5 و 18 تشرين الأول/أكتوبر، وتسببت في مقتل أكثر من 40 مدنيا وتشريد المئات بالقرب من بلدة بيني في الأجزاء الشرقية من جمهورية الكونغو الديمقراطية.	1
1 - يُعاقب المجرم بالسجن ثلاث إلى عشر سنوات أو بمصادرة ممتلكاته،	1
وأثناء المسيرة، أبلغ الجيش الملكي المغربي قائد القوة بأن قواته تلقت تعليمات برصد الحالة.	1
6 - وفي 10 تشرين الثاني/نوفمبر 2011، أسند قائد قيادة القوات المشتركة المتحالفة في نابولي إلى قائد قوة كوسوفو مهمة مواصلة العمليات لإنشاء نقاط لمراقبة الدخول والحفاظ عليها، وإزالة الحواجز الطرقية بصورة انتقائية على طول طرق الإمدادات الرئيسية المؤدية إلى نقطتي العبور Gate 1 و DOG 31، وذلك لتهيئة الظروف اللازمة لإعادة حرية التنقل بدون قيود وإيجاد بيئة تتسم بالأمان والأمن للجميع، عملا بقرار المجلس 1244 (1999).	0
تدابير أولية 39 - يتطلب حل جريمة بهذا الحجم وجود قدرة إدارية قوية وأدوار محددة بوضوح وتنسيق قوي وإمكانية الحصول على ما يكفي من الكفاءات والقوة البشرية والمعدات ووسائل المساعدة.	0
ويستند هذا الاستنتاج المتعلق بمسؤولية العراق كدولة، على النحو الذي أُشير إليه لاحقاً، إلى انتهاكه لقانون مسوغات الحرب (منع التهديد باستعمال القوة أو استخدامها، الوارد في المادة 2 (4) من الميثاق)، لا إلى خروقات قانون وقت الحرب (انتهاكات القانون الإنساني الدولي)، التي تشكل محور التركيز الرئيسي لقرارات لجنة المطالبات الخاصة بإثيوبيا وإريتريا.	1
44 - خلال الفترة المشمولة بالتقرير، ظلت الحالة الأمنية في شمال شرق جمهورية أفريقيا الوسطى تعتريها النزاعات العرقية واللصوصية والنشاط الإجرامي عبر الحدود. وظلت هذه أبرز تهديدات للأمن والاستقرار في إقليمي فاكاغا وكوتو العليا.	1
27 - ولا تزال القوات المسلحة لجمهورية الكونغو الديمقراطية سيئة التجهيز والدعم، وتعتقد البعثة أنه يلزم وجود عسكري أقوى للمساعدة في تأمين الانتخابات بالعديد من الجهات الرئيسية في كاتنغا.	1
وما زالت المناطق التي يحاصرها النظام تتعرض لقصف يومي، مما يسفر عن ذبح المدنيين دون أي اهتمام أو تغطية إعلامية.	1
'1` تيسير البحث في المجالات المشمولة بالقرارات الثلاثة التي تتطلب مزيدا من الدراسة، بما في ذلك تحليل توجهات وأساليب الإرهاب على الصعيدين العالمي والإقليمي، وتحليل تدابير مكافحة الإرهاب؛	0
ولم يكن هناك بالمثل أي دليل قط على قيام الحكومة باعتقال مرتكبي الهجمات الموجهة ضد المدنيين، وفقا لما جاء في البيان المشترك والقرار 1556 (2004).	1
وقد يستمر وجود التشدد الأصولي بمظاهره في مناطق بالشرق.	1
وأخيرا، ينبغي أن نحذر من أن استخدام محنة الشعوب العربية لتحقيق مصالح ذاتية وإحداث تغيير في نظام الحكم ليس في مصلحة السلام والأمن الدوليين للمجتمع الدولي، بما في ذلك مجلس الأمن.	0
٥ - يقرر أن على الدول الأعضاء، وفقا للقانون الدولي لحقوق الإنسان وقانون اللاجئين الدولي والقانون الإنساني الدولي، منع وقمع تجنيد أو تنظيم أو نقل أو تجهيز الأفراد الذين يسافرون إلى دولة غير التي يقيمون فيها أو يحملون جنسيتها بغرض ارتكاب أعمال إرهابية أو تدبيرها أو الإعداد لها أو المشاركة فيها، أو توفير تدريب على أعمال الإرهاب أو تلقّي ذلك التدريب، وتمويل سفر هؤلاء الأفراد وأنشطتهم؛	0
وأبلغ الرئيس لحود والعميد غزالة بشأن الانفجار وقت حدوثه [إفادة شاهد].	1
ولم تُعرف حتى الآن الجهة المسؤولة عن هذا الهجوم.	1
وفوق ذلك، يجب ألا تنطوي التدابير التي تعفي من العهد على تمييز على أساس العرق أو اللون أو الجنس أو الدين أو المنشأ الاجتماعي.	0
وأشارت أيضا إلى سوابق مهمة أرساها المجلس، ولا سيما إنشاء لجان التحقيق المعنية بكل من البوسنة والهرسك، ورواندا، ودارفور، التي مهّدت الطريق لإنشاء المحكمة الدولية ليوغوسلافيا السابقة، والمحكمة الجنائية الدولية لرواندا، وقيام المجلس بعرض الحالة في دارفور على المحكمة الجنائية الدولية.	0
وفي 15 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية التابعة للنظامبرميلا متفجرا على مسجد عمر بن الخطاب في حلب فألحقت به أضرارا شديدة.	1
يقرر سريان التدابير المشار إليها في الفقرة [المعنية] أعلاه [تدابير حظر السفر وتجميد الأصول] على الأفراد التالين، وعلى الكيانات التالية، حسب الاقتضاء، ووفقاً لما تحدده اللجنة: ... (هـ) الأفراد أو الكيانات العاملون في [البلد المعني] الذين يرتكبون انتهاكات جسيمة تنطوي على استهداف الأطفال أو النساء في حالات النـزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛	1
وسلـَّمتهم قائمة بأسماء المتهمين الثلاثة الذين هم كبار القادة العسكريين لهذا التجمع، وأبديـتُ ملاحظة مفادها أن اثنين منهم قد رُقيا.	0
وفي عامي 2009 و 2010، ضبطت سلطات الجمارك في غرب أفريقيا (السنغال ومالي ونيجيريا) عدة مرات كميات كبيرة من الأسلحة.	1
وقد تم إغلاق المدارس التي رفضت التسجيل أو التي كانت لها صلات مع منظمات إرهابية محظورة.	0
ونحث إسرائيل على التقيد بالتزاماتها فيما يتعلق بالسكان في الأراضي المحتلة.	0
وفي أغلب حالات الهجمات الأرضية، كان الرجال هم المستهدفين مباشرة بالقتل، وفي بعض الحالات وُجدت أدلة على جهود بذلها مرتكبو الهجمات للإبقاء على حياة النساء.	1
80 - أعرب موظفو عملية الأمم المتحدة في كوت ديفوار بانتظام عن شعورهم بالإحباط من عدم وجود استخبارات جيدة لديهم للمتابعة وعدم وجود المهارات الفنية اللازمة لإنجاز ولايتهم.	0
أحكام العفو تستثني الإفلات من العقاب على العنف الجنساني.	1
248 - وقد أسفر كثير من الهجمات الأرضية والجوية على القرى عن القتل العشوائي للمدنيين.	1
128- ومن الوسائل الأخرى التي يحبذها تنظيم القاعدة تجنيد ونشر عناصر لا علم لأي وكالة إنفاذ للقانون أو وكالة أمنية بهم مما يسهل عليهم السفر دون صعوبة تذكر والحصول على تأشيرات عمل أو تأشيرات دراسية()، و يدّعون كوسيلة أكثر أمنا، فقدان أي وثائق تتضمن أختاما لتأشيرات يحتمل أن تثبت جرمهم بغية الحصول على بديل جديد للمفقود.	1
117 - من الملاحظ، وبخاصة بعد تنبه المجتمع الدولي إلى وقع أعمال الجنجويد، أن ردود فعل حكومة السودان إزاء استعمال هذا الاسم أخذت تتجه فيما يبدو إلى إنكار وجود أية صلات بين الدولة والجنجويد؛ واعتاد معظم المسؤولين على عزو أعمال الجنجويد إلى "قطاع طرق مسلحين" أو إلى "عناصر مارقة" أو حتى إلى جيش تحرير السودان أو حركة العدل والمساواة.	1
وتشمل تلك الانتهاكات أنشطة من قبيل تعزيز الهياكل المادية في المنطقتين المحظورتين المحددتين في الاتفاق وفرض قيود على تنقل المراقبين العسكريين التابعين للأمم المتحدة.	1
25 - تراجع اختطاف الأطفال لأغراض عسكرية الذي ميز فترة النزاع تراجعا ملموسا خلال الفترة المشمولة بالتقرير.	1
(و) المشاركة على نحو نشط في جميع الأنشطة ذات الصلة وتقديم الدعم لها، في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، بما في ذلك ضمن فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب التي أنشئت لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة؛	0
وما زال المجتمع الدولي ملتزما بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي له أن يعزز جهوده لتحقيق التنفيذ التام للقرارات الصادرة في هذا الشأن وللصكوك الدولية لمكافحة الإرهاب.	0
3 - ويعارض الإرهاب في جوهره القيم الأساسية للبشرية المكرسة في ميثاق الأمم المتحدة ووثائق حقوق الإنسان الأساسية.	0
284 - وفي بعض الدول، لا يزال تعريف الجرائم الإرهابية على نحو مبهم أو فضفاض يشكل تحديا أمام التنفيذ الفعال للقرار 1373 (2001).	1
:: النظر في كيفية تأثير هذا العدد غير المسبوق من الأزمات العنيفة على التشريد وعلى حقوق النساء والفتيات وحمايتهن، مع الإشارة بوجه خاص إلى إسهام الخطر المستمر الناشئ عن التطرف العنيف في التشرد وفي الانتهاكات الجسيمة التي تتعرض لها النساء والفتيات	1
إن السودان لا يستهدف الأمم المتحدة بحكم أنه عضو أصيل فيها وملتزم بأحكام ميثاقها ويقدر جهودها في تحقيق الأمن والاستقرار والتنمية في السودان، بل يسعى جاهداً لتطوير هذه العلاقة وفق أحكام ميثاق الأمم المتحدة وقرارات الجمعية العامة ومجلس الأمن ذات الصلة.	0
كما كرروا دعوتهم لجميع الأطراف الأفغانية بأن تعمل سويا من أجل السلام وإنشاء حكومة ذات قاعدة عريضة ومتعددة الأعراق وممثلة للجميع.	0
وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل خطرا على السلام والأمن الدوليين في المنطقة،	1
وإذ يرحب بالعمل المتواصل لحكومة العراق في سبيل وجود عراق اتحادي ديمقراطي تعددي موحّد، تحظى فيه حقوق الإنسان بالاحترام الكامل،	0
ويوفر السجن بنية تحتية ومرافق للصرف الصحي أفضل، ودعما طبيا للسجناء والموظفين، وبرامج تثقيفية للسجناء، وبرامج للتدريب المهني في مجالات من قبيل البناء، والحياكة، والنجارة، وصناعة الطوب.	0
ولا تزال القيود المفروضة على الموارد تعوق إلى حد بعيد فعالية وحدات مكافحة الجريمة المنظمة عبر الوطنية في مالي، رغم أن خلية تابعة لشرطة الأمم المتحدة معنية بمكافحة الجريمة المنظمة عبر الوطنية تتقاسم أماكن العمل مع النظراء الماليين.	1
واعترافا للجزائر بدورها ذي المصداقية والبناء في الجهود الرامية إلى تشجيع إيجاد مخرج نهائي للأزمة، أعربت لها الحركات عن ثقتها الكاملة لمواصلة جهودها المبذولة في هذا الصدد وبذل قصاراها من أجل إيجاد حل نهائي للنزاع طالما جرى السعي إليه.	0
ويزيد ذلك من ضرورة تكثيف الجهود من أجل فرض حظر سفر محدد الأهداف يُنفذ تنفيذا سليما ضد الأفراد المدرجة أسماؤهم في القائمة، لا سيما أولئك الذين يرتبطون ارتباطا وثيقا بأنشطة إقامة الشبكات والتيسير المذكورة.	1
"ولا يزال مجلس الأمن يساوره بالغ القلق إزاء الأنشطة التي تضطلع بها في منطقة الساحل منظمات إرهابية، بما فيها تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، ويكرر الإعراب عن إدانته القوية للهجمات الإرهابية التي ارتكبت مؤخرا في المنطقة.	0
:: تقديم من يقومون بتمويل الأعمال الإرهابية أو يخططون لها أو يدعمونها أو ييسِّرونها للمحاكمة، مع الإشارة خاصة إلى مبدأ "التسليم أو المحاكمة"، وفقا للقانون الدولي، بما في ذلك قانون حقوق الإنسان	0
وتُعنى الأفرقة التقنية، التي تضم ممثلا واحدا على الأقل من كل مجموعة، على التوالي بتقديم المساعدة التقنية؛ وتمويل الإرهاب؛ وأمن الحدود وتهريب الأسلحة وإنفاذ القانون؛ والمسائل القانونية العامة؛ والمسائل التي أثارها قرار مجلس الأمن 1624 (2005)، وكذلك الجوانب المتعلقة بحقوق الإنسان في أنشطة مكافحة الإرهاب في إطار القرار 1373 (2001). وتُعنى الوحدتان بمراقبة الجودة، والاتصالات العامة والتوعية، على التوالي.	0
18 - وقد وصل عدد الأشخاص المتأثرين بالصراع إلى نقطة الاستقرار. ففي 1 أيلول/ سبتمبر كان 3.3 مليون شخص من مواطني دارفور في حاجة إلى مساعدة إنسانية، حيث بلغت نسبة السكان المقيمين 45 في المائة من مجموع المتأثرين. ويبلغ عدد المشردين داخليا من هؤلاء 1.8 مليون شخص.	0
النظر في تطبيق تدابير موجهة الأهداف ومتدرجة بحق أطراف النـزاع المسلح المسؤولة عن عرقلة إيصال المساعدة الإنسانية بما يشكل انتهاكا للقانون الإنساني الدولي، بما في ذلك عبر المشاركة في هجمات ضد الجهات الفاعلة في مجال العمل الإنساني وضد أصولها.	1
وقامت القوات المسلحة التابعة للحكومة فيما بعد بمصادرة أسلحة سكان القرية.	1
وفضلا عن ذلك، ترى اللجنة أن الإقدام على ممارسة الاغتصاب وغيره من أشكال العنف الجنسي أساسا ضد ثلاث قبائل "أفريقية" يشكل دليلا على وجود قصد تمييزي عند الجناة.	1
وقد لاحظ الفريق أن المعارضة قامت في أثناء هذه الفترة بشراء عدد من الأسلحة المضادة للطائرات والذخائر من سوق بكارا للأسلحة.	1
6 - يطالب جميع الدول والأطراف في النزاعات المسلحة بأن تنفذ جميع قرارات مجلس الأمن ذات الصلة تنفيذا تاما، وبأن تتعاون على نحو كامل في هذا الصدد مع بعثات حفظ السلام التابعة للأمم المتحدة والأفرقة القطرية في متابعة وتنفيذ هذه القرارات؛	0
كما أبلغ عن أن الخاطفين يُخضعون أسراهم على نحو متزايد للتعذيب والاغتصاب وغيرها من أشكال المعاملة السيئة.	1
وأكد السفير ظاهر تانين ممثل أفغانستان الدائم لدى الأمم المتحدة على توافق الآراء الدولي الناشئ بشأن استراتيجية انتقالية، ودعا إلى مزيد من الدعم الدولي لقوات الأمن الأفغانية.	0
(ب) المساهمة في حماية المدنيين الذين يحدق بهم خطر العنف البدني في مناطق انتشارها، دون المساس بالمسؤولية الواقعة على عاتق[الدولة المتأثرة] ...	0
ولذلك فليس بمستغرب أن العديد من الدول الأعضاء ترى في الإنترنت مسألة رئيسية في مكافحة انتشار الإرهاب المتصل بتنظيم القاعدة والتهديد الذي يمثله.	1
لكن المسألة الوحيدة التي اتفق عليها المشاركون كانت عدم مناقشة موضوع الأسلحة.	0
283- وبناء على التحقيقات التي أجرتها اللجنة، واستنادا إلى نمط الهجمات الجوية الذي أثبتته، ترى اللجنة أن القوات العسكرية تتحمل المسؤولية عن عدد كبير للغاية من الهجمات الجوية العشوائية التي أودت بحياة العديد من المدنيين.	1
وقد وقعت أعمال اغتصاب وجرائم أخرى من جرائم العنف الجنسي، ولكنها لم تكن واسعة الانتشار ولم تحدث بانتظام بما يصل إلى اعتبارها جريمة ضد الإنسانية.	1
:: شن الهجمات على مبانٍ ومواد ووحدات طبية ووسائل نقل وعاملين يستخدمون الشعارات المميزة المبينة في اتفاقيات جنيف، بما يتمشى والقانون الدولي؛	1
187 - وباستثناء بضع حالات، ليس هناك أي مبررات عسكرية لها صلة بأي نشاط محدد من جانب قوات المتمردين للحوادث المبلغ عن وقوعها. وقد عزز هذا الأمر الانطباع السائد في أوساط المراقبين بأن السكان المدنيين قد استهدفوا عن علم وعمد بغية تحقيق أهداف ومصالح مشتركة أو محددة للحكومة ومليشيات الجنجويد.	1
(و) تفكيك ونزع سلاح جميع الجماعات المسلحة، بما فيها ما يسمى بالقوات الموازية، مع إيلاء الاعتبار الواجب لإمكانية إدماج أفراد تلك الجماعات في الهياكل الأمنية النظامية للدولة، شريطة إعادة تدريبهم وتقيدهم التام بحقوق الإنسان الدولية الواجبة وبالقانون الإنساني؛	0
مع المراعاة أيضا لمضمون القرار 1325 بشأن المرأة والسلم والأمن والقرار 1379 بشأن الأطفال في الصراع المسلح؛ ويرحب بحلقات العمل الإقليمية ويشجع الدول الأعضاء على أن تقدم لها دعمها التشغيلي والمالي.ويطلب مجلس الأمن إلى الأمين العام أن يقدم بحلول حزيران/يونيه 2004 تقريره المقبل عن حماية المدنيين في الصراع المسلح، بحيث يتضمن معلومات عن تنفيذ قرارات مجلس الأمن المتخذة سابقاً بشأن هذا الموضوع وأي مسألة أخرى يود إطلاع المجلس عليها.	0
وتمارس فصائل مختلفة من جماعتي جانتانتريك تيراي موكتي مورشا وماديسي موكتي تايغرز المسلحتين وغيرهما من الجماعات المسلحة أعمال الاختطاف والقتل والابتزاز والتخويف.	1
36 - ويتعين أيضا التأكيد بوضوح على المسؤولية السياسية التي تقع على عاتق من نظموا المسيرة، رغم الحظر المفروض والمناخ المتوتر الذي نشأ عن تحديد "منطقة حمراء" وحشد الجيش والاستعانة به، والبيانات التي صدرت عن أعلى سلطة في الدولة.	1
388 - وقد تبين للجنة أيضا وجود حالات سلب على أيدي حركات المتمردين، ولا سيما أثناء الهجمات التي طالت مراكز الشرطة وغيرها من المنشآت الحكومية، حيث قام المتمردون بنهب الأسلحة من الحكومة.	1
أخيرا، قد يؤدي التنوع المؤسسي والثقافي والعرقي والروحي الواسع النطاق في المجتمعات التي تشهد حاليا تغيّرا تاريخيا عميقا إلى توترات وشواغل أمنية معينة.	0
غير أن لضمان مواصلة هذا البرنامج الشامل لمكافحة الألغام طلب تمويل إضافي من الجهات المانحة بالنسبة لعام 2008.	0
وبينما يعمل التحالف الوطني السوري على التخفيف من معاناة الشعب السوري، نعمل أيضا على إنهاء النزاع الذي هو سبب هذه المعاناة.	0
يقرر الإذن لـ [قوة المنظمة الإقليمية] بأن تتخذ، في حدود الوسائل والقدرات المتاحة لها، جميع التدابير اللازمة لأداء المهام التالية وفقا للاتفاق الذي سيتم التوصل إليه بين [المنظمة الإقليمية] والأمم المتحدة: ...	0
وأشير في هذا السياق إلى أنه، بالإضافة إلى الإسهام إسهاما حاسما في جهود مكافحة الإفلات من العقاب في حد ذاتها، فإن إنشاء المجلس للمحكمتين المخصصتين له أيضا أثر محفز على الصعيد الوطني: فوجود وعمل المحكمة الدولية ليوغوسلافيا السابقة قد شجع إنشاء محاكم وطنية لمحاكمة مرتكبي جرائم الحرب في البوسنة والهرسك وصربيا وكرواتيا؛ كما أن وجود وعمل المحكمة الجنائية الدولية لرواندا أحدثا ضغطا كبيرا على رواندا لإصلاح نظامها القضائي.	0
على الرغم من جميع المساعي لاستعادة السلام والأمن، لا يزال يساورنا القلق، إزاء الانتكاسات الكبيرة التي تعرضت لها مؤخرا جهود تثبيت الاستقرار في المنطقة الشرقية لجمهورية الكونغو الديمقراطية.	0
5 - ونؤكد كذلك بكل احترام أن هناك طرائق أخرى أسرع وأبسط لكفالة حصول ضحايا الأعمال الإجرامية في رواندا على تعويض عادل.	0
9- حثّ مجلس حقوق الإنسان، في قراره 22/13، حكومة جمهورية كوريا الشعبية الديمقراطية على التعاون الكامل مع لجنة التحقيق والسماح لأعضائها بدخول البلد دون قيد، وتزويدهم بجميع المعلومات اللازمة ليتسنى لهم الوفاء بولايتهم.	0
وعقب المشاورات، أدلى رئيس المجلس ببيان إلى الصحافة، دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى وضع حد للعوائق المفروضة على حرية تنقل القوات المحايدة، وحثوا جميع الأطراف على التحلي بالمسؤولية وضبط النفس حتى يتسنى تنظيم الحملة الانتخابية المقبلة في جو آمن وعلى النحو المقرر.	0
ولا تنحصر المساءلة بطبيعة الحال في كفالة المسؤولية الجنائية الفردية عن الانتهاكات. بل هي تتعلق أيضا بإنزال العقوبة على كل من ينتهك القانون؛ وإقامة العدل وكفالة الجبر؛ ومنع معاودة ارتكاب الانتهاكات عن طريق تشجيع تغيير القوانين والسياسات؛ وكفالة إحلال السلام وتحقيق الاستقرار على نحو دائم عن طريق الحرص قدر الإمكان على إنصاف الضحايا عما تكبدوه من أضرار.	1
وعند مناقشة دور رئيس المجلس، أقرّ عدة مشاركين بضرورة تجنب "فخّين": أولهما، اتباع جدول أعمال وطني لتوجيه المجلس نحو مصالح محددة؛ وثانيهما، انتهاج أسلوب قيادةٍ يبالغ في الانعزال والتقيّد بالشكليات.	0
والسبب الثاني هو دعوة مجلس الأمن مرة أخرى إلى الاضطلاع بعمل عاجل وضروري من أجل وقف إراقة الدماء في سوريا.	0
وعلاوة على ذلك، وبالنظر إلى أن الغرض من عملية فرض الجزاءات هو التشجيع على إحداث تغيير في السلوك، يمكن لوصف الوقائع التي أدت إلى الشطب من القائمة أن يرشد أمين المظالم في سياق الحوار الذي يجريه مع مقدمي الطلبات وأن يقدم أمثلة للأفراد والكيانات المدرجة أسماؤهم في القائمة عموما.	1
وإذ يحث [الدولة المتأثرة] على القيام، بالتنسيق مع المجتمع الدولي، بعملية إصلاح شاملة لأجهزة الشرطة والقضاء والسجون، وحماية وتعزيز حقوق الإنسان والحريات الأساسية، ووضع حد للإفلات من العقاب.	0
وأذنت اللجنة للمفوضية، بوصفها أمانة للجنة، بإتاحة إمكانية الاطلاع على محتوى قاعدة البيانات للسلطات المختصة التي تجري تحقيقات موثوقة بهدف ضمان المساءلة عن الجرائم والانتهاكات الأخرى المرتكبة، وكشف حقيقة الانتهاكات المرتكبة، أو تنفيذ الجزاءات المحددة الأهداف التي فرضتها الأمم المتحدة ضد أفراد معينين أو مؤسسات معينة.	0
8 أيار/مايو 2006 وقع حادث عنف في غلينو حيث هوجم ضباط شرقيون من قوة الشرطة الوطنية لتيمور - ليشتي.	1
وكما تنص على ذلك السوابق القضائية ذات الصلة() فإن ''قضية المسؤولية عن ارتكاب جريمة غير الجريمة المتفق عليها في الخطة المشتركة لا تثار، وفقا لملابسات الحالة، إلا إذا (أ) كان من المتوقع ارتكاب مثل تلك الجريمة من قبل أحد أفراد المجموعة، (ب) وقام المتهم بمحض إرادته بتلك المجازفة``.	1
ويواصل العنصر العسكري العمل في ظروف بالغة الصعوبة في الشمال.	1
يشرفني أن أحيل إليكم طيه التقرير الحادي عشر لفريق الدعم التحليلي ورصد تنفيذ الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) والذي مُددت ولايته عملا بالقرار 1904 (2009).	0
22 - اجتمعت اللجنة في 9 نيسان/أبريل 2013 مع ممثلي إدارة الشؤون السياسية وإدارة عمليات حفظ السلام وفريق الرصد والمديرية التنفيذية للجنة المنشأة بموجب القرار 1373 (2001) وفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب.	0
وأضاف هذا المشارك قائلاً إن دور المنسقين السياسيين قد تغيّر تغيّراً كبيرا في السنوات العشر الأخيرة، وأصبح يُشكّل جزءا يتسم بطابع رسمي ومؤسسي أكبر لكل وفد.	0
فقد أدت المصادمات المتكررة بين جنود القوات المسلحة لجمهورية الكونغو الديمقراطية والجماعات المسلحة النشطة في هذه المنطقة إلى خسائر عديدة في صفوف المدنيين.	1
واتفق المشاركون على أن وجود تنظيم القاعدة في شبه الجزيرة العربية في اليمن يطرح تحديا رئيسيا أمام العملية الانتقالية السلمية، وأكدوا ضرورة تقديم الدعم الدولي المحدد الأهداف إلى اليمن لمكافحة الإرهاب.	0
وقدم أيضا معلومات عن الحالة الإنسانية في المناطق التي تسيطر عليها الجماعات المسلحة والتي لا يزال يسودها عدم الاستقرار، ولا سيما في إقليم لوهانسك.	1
''ويعرب مجلس الأمن عن قلقه من أن الطائرات أو وسائل النقل الأخرى التي تنطلق من الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة يمكن استغلالها لنقل الذهب أو الأصناف الثمينة الأخرى والموارد الاقتصادية لتُباع في الأسواق الدولية، أو لنقل الأسلحة والمعدات ليستخدمها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، ويشير إلى أن من يشارك في هذه الأنشطة من الأفراد أو الكيانات قد يحق عليهم الإدراج في قائمة الجزاءات من قبل اللجنة المنبثقة عن القرارين 1267 و 1989؛ ويعرب عن قلقه مما تتناقله التقارير من أن أصنافا ذات أهمية أركيولوجية وتاريخية وثقافية ودينية تُنقل بطرق غير قانونية إلى خارج الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، وهو ما قد تجني منه الجماعتان إيرادات، ويدعو الدول الأعضاء إلى اتخاذ التدابير الملائمة لمنع هذا النشاط التجاري غير القانوني؛ ويذكر في هذا الصدد جميع الدول أنها مطالبة بأن تعمل كي لا تُتاح أي أموال أو أصول مالية أو موارد اقتصادية، بصورة مباشرة أو غير مباشرة، لمصلحة تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وسائر الأفراد والجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة؛ ويتطلع إلى أن تنظر اللجنة المعنية بالجزاءات المفروضة على تنظيم القاعدة نظرة متعمقة في التوصيات ذات الصلة المتعلقة بالتدابير الجديدة الكفيلة بتثبيط هذه الأنشطة كما وردت في التقرير الذي أعده فريق الدعم التحليلي ورصد تنفيذ الجزاءات المفروضة على تنظيم القاعدة عملا بالقرار 2170، وذلك بهدف مواصلة تثبيط الأنشطة التي تقوم بها تلك الجماعات.	0
وفي 18 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية التابعة للنظامبرميلين متفجرين على مدينة معر شمارين فقتلتستة مدنيين من بينهم أربعة أطفال وامرأتان.	1
وفضلا عن ذلك، فإنه من المعروف أن مسرح الجريمة قد عاثت فيه الأرجل في مناسبات عديدة.	1
الإطار الزمني - سيتولى الأمين العام تحديد موعد بدء الاستعراض ونسبة التقدم في إعداده والمدة المطلوبة لذلك، استنادا إلى مشاورات يجريها مع المبعوث الخاص، مراعيا الحالة على أرض الواقع.	0
وفي معظم الحالات، نسب الضحايا ارتكاب أعمال العنف الجنسي إلى الجنجويد؛ غير أنه في عدة حوادث، فيما زعم، اشترك جنود الحكومة مع الجنجويد في القيام بهذه الأعمال.	1
وتواجه هذه الدول تحديات كبيرة أيضا بسبب تدفقات اللاجئين عبر الحدود.	1
ولم يتم التقيد بذلك الموعد. وفي 20 شباط/فبراير 2008، وقع الرئيس غباغبو مرسوما يقضي رسميا بإنشاء فريق عامل لوضع هذا الإطار.	0
