ar	VerConf
وليس من الحكمة ولا من المناسب السماح لإريتريا بالتفكير في نجاح محاولتها لابتزاز مجلس الأمن عن طريق أخذ أفراد البعثة رهائن.	0
- أنه أصبح من السهل، في عالم يتزايد عولمة، أن يستغل الإرهابيون التكنولوجيا والاتصالات والموارد المتطورة لتحقيق أهدافهم الإجرامية؛	1
2 - يدعو جميع الدول إلى التعاون، في جملة أمور، على تعزيز أمن حدودها الدولية بوسائل منها مكافحة وثائق السفر المزورة وإلى القيام، قدر المستطاع، بتعزيز الإجراءات المتعلقة بكشف الإرهابيين وأمن المسافرين بهـدف منع الذين ثبت ارتكابهم للتصرف المشار إليه في الفقرة 1 (أ) من دخول أراضيها؛	0
"ويكرر مجلس الأمن مطالبته جميع الأطراف في النـزاعات المسلحة بالوقف الفوري والكامل لجميع أشكال العنف ضد النساء والفتيات، بما في ذلك أعمال العنف الجنسي.	1
وفي عام 1980، أدخلت القوات الجوية لكوت ديفوار الخدمة ست طائرات خفيفة من طراز Dassault/Dornier Alpha Jet CI لأعمال الهجوم والتدريب.	0
وفي الوقت نفسه، يعتقد وفدي أن الممثلين المنتخبين للأقليات العرقية في الجمعية، وخاصة ممثلي الصرب، سيحققون نتائج أفضل وفوائد أكبر لناخبيهم لو انتهجوا نهجا قائما على المزيد من المشاركة، بدلا من الانسحاب من الجمعية كلما واجهوا موقفا صعبا.	1
وخلصت اللجنة إلى أن وزير الداخلية والقائد العام تجاوزا الإجراءات المؤسسية من خلال النقل غير القانوني للأسلحة داخل المؤسسة؛	0
وفي هذا الشأن، بالرغم من معالجة مكافحة الإرهاب بصورة أكثر جدية من قِبَل الأمم المتحدة بشكل عام ومجلس الأمن بشكل خاص، هناك دليل محدود على بذل جهود حقيقية مشتركة لإيجاد استجابة دولية أكبر للإرهاب.	1
إن قرار طرد العاملين في المجال الإنساني وإسكات الآخرين بالتهديد بالطرد، أو محاولات تقييد حرية حركة العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور تأتي في إطار هذه السياسة المتمثلة في الحد من قدرة المجتمع الدولي على الرصد.	1
وإذ يرحب بجهود السلطات البوروندية لمكافحة الإفلات من العقاب، وبخاصة محاكمة وإدانة بعض مرتكبي مذبحة موينغا،	1
600- وفي ضوء هذه القاعدة القانونية الدولية يجب أن يُنظر إلى التزام السودان بدفع تعويضات عن جميع الجرائم التي ارتكبها في دارفور وكلاؤه ومسؤلوه أو أجهزته بحكم الأمر الواقع.	0
(أ) التشجيع على وضع أهداف قابلة للقياس في مجال الحد من العنف المسلح؛	0
وأنشئت اللجان استجابة لادعاءات أشارت إلى وقوع انتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياق النزاعات()، وكذلك في حالات شهدت درجات عنف مرتفعة ارتبطت في أحيان كثيرة، وإنما ليس بشكل حصري، بالعمليات الانتخابية أو السياسية، وانطوت على انتهاكات جسيمة لقانون حقوق الإنسان().	1
6 - وفي مالي، كاد الإرهابيون أن يدمروا الهياكل الأساسية للدولة، مما أثر على استقرار البلد والمنطقة بأسرها. وما زال تنظيم القاعدة في بلاد المغرب الإسلامي، وجماعة التوحيد والجهاد في غرب أفريقيا، وجماعة أنصار الدين، ينشطون في شمال مالي، مع ما لذلك من آثار تطال البلدان المجاورة. وقد عرَّضوا وجود بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي وأنشطتها للخطر.	0
ويساور باكستان بالغ القلق إزاء ما خلص إليه التقرير من أن التحديات الإنسانية والاقتصادية التي تواجه منطقة الساحل قد تفاقمت من جراء تداعيات الأزمة الليبية.	1
وأعرب عن استمرار قلقه من الإجراءات الانفرادية والقيود والاستفزازات في الأماكن المقدسة في القدس.	1
ولقي 363 من المقتولين حتفهم على أيدي قوات النظام، بمن فيهم 82 طفلا و 48 امرأة، بينما قتلت الدولة الإسلامية 17 شخصا.	0
وتوضح تلك الصكوك، إلى جانب سياسة تحقيق اللامركزية، أدوار ومسؤوليات المجالس المحلية، وموظفي المقاطعات والبرلمانيين والسلطات التقليدية في مجالات صنع القرارات المتعلقة بالتنمية؛ والانتخابات والحفاظ على القانون والنظام؛ وتحصيل الإيرادات المحلية وتوزيعها.	0
وتختلف نهُج إعادة التأهيل بحسب الدول، ولكن يجري إيلاء اهتمام أكبر لتبادل الخبرات ووضع أفضل الممارسات في هذا المجال.	0
9 - وأقامت مؤسسة الحرمين (الولايات المتحدة الأمريكية) (QE.A.117.04) المُدرجة في القائمة دعوى جديدة ضد الحكومة في المحكمة المحلية الاتحادية في ولاية أوريغُن، إضافة إلى دعوى سابقة لا تزال قيد النظر في الولايات المتحدة. وتقول مؤسسة الحرمين إن قرار الولايات المتحدة القاضي بفرض جزاءات ضدها قرار تعسفي لا يستند إلى أدلة مادية، وينتهك أيضا حقها في محاكمة وفق الإجراءات القانونية الواجبة (بعدم شرح الأساس الوقائعي للإجراء الذي اتخذته الحكومة والاعتماد على أدلة سرية لم تطلِع المؤسسة عليها)، وحقها في الحماية من التفتيش والمصادرة دون أسانيد معقولة (استنادا إلى قرار تجميد أصولها)، وحقها في حرية التعبير وتكوين الجمعيات وحرية ممارسة الدين. كما تقول مؤسسة الحرمين إن رفض الحكومة السماح لها باستخدام أصول مجمدة لدفع أتعاب محاميها انتهاك لحقها في الاستفادة من الإجراءات القانونية الواجبة.	1
وقد أُلقي القبض على ثلاثة على الأقل من 142 من عناصر الطالبان أدرجت أسماؤهم في القائمة، رغم أنه من غير الواضح بعد ما هي على التحديد التهم الموجهة إليهم.	0
وأدى انتشار المعلومات الخاطئة إلى تفاقم التمييز والوصم القائمين على الهوية، الأمر الذي أثار العنف داخل المجتمعات المحلية وفيما بينها.	0
وفي حوالي الساعة 00/17 من اليوم ذاته، شاهد شهود من قرية أنكا عددا يتراوح بين 300 و 400 من قوات الجنجويد، يسيرون على الأقدام، و 100 آخرين من الجنجويد، يمتطون الجمال وظهور الخيل، يتقدمون نحو قرية أنكا من جهة قرية باري.	0
ومما يثير بالغ القلق احتدام الخطاب من كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان.	1
وقدمت الضحية، التي تعرضت للاغتصاب 14 مرة على مدار فترة أسبوع واحد، المعلومات التالية:	0
والسبب الثاني هو دعوة مجلس الأمن مرة أخرى إلى الاضطلاع بعمل عاجل وضروري من أجل وقف إراقة الدماء في سوريا.	1
(ج) قيام الجنود الإريتريين بنهب منازل خاصة ومؤسسات تجارية وكيانات أخرى؛	0
30 - وتشمل الأخطار المحتمل أن تنشأ عن عملية جلب الأطراف غير الموقعة إلى طاولة المفاوضات إصرار الأطراف على شروط مسبقة غير واقعية لإجراء المفاوضات. وثمة خطر آخر هو تعنت الأطراف إزاء المفاوضات وفي أثنائها. ويمكن التخفيف من حدة هذه الأخطار بتوحيد مواقف المجتمع الدولي إزاء عملية السلام، والمداومة على الحوار الوثيق مع الأطراف. ومن الأخطار الأخرى إرساء مبادرات تخص عمليات سلام موازية من جانب شركاء إقليميين و/أو دوليين، من شأنها أن تقوض هذا العنصر من عناصر الإطار.	1
ويعتزم الفريق أن يواصل عمله مع الفرع الذي ينبغي أن يكون الشريك المختار في الأمم المتحدة في معظم جهودها لبناء القدرات في مجال مكافحة الإرهاب، تفاديا لازدواجية الجهود.	0
16 - يعرب عن تضامنه العميق مع ضحايا الإرهاب وأسرهم، ويشجع المديرية التنفيذية على أن تضع في الاعتبار الدور الهام الذي يمكن أن تؤديه شبكات الضحايا والناجين في مجال مكافحة الإرهاب، في ظل تعاون وثيق مع فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وأفرقتها العاملة المختصة؛	0
ويظل من المهم تطوير نظام هادف لجزاءات الأمم المتحدة يتسم بمزيد من الفعالية والاستناد إلى الأدلة.	0
واستشهدت إحدى الدول بخطة واسعة النطاق لمكافحة التطرف، اعتمدتها في عام 2006، تهدف إلى مكافحة التطرف في الوقت الذي تحمي فيه أيضا القيم الديمقراطية.	0
وفي هذا المناخ الذي يسوده انعدام الأمن، باتت حرية الأحزاب السياسية في إبداء الرأي مهددة بل مقيدة.	1
وتسعى اللجنة إلى ضمان كون القائمة مرنة تستجيب للتهديدات المتغيرة لتنظيم القاعدة.	1
وقبل فترة قصيرة لا تتجاوز أيار/مايو هذا العام، وخلال مناقشة المجلس (انظر S/PV.6314) لتقرير الأمين العام عن بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو (انظر (S/2010/169، استرعينا انتباه المجتمع الدولي إلى حقيقة أن الحالة في الإقليم أبعد ما تكون عن الاستقرار وتثير قلقا بصورة خاصة.	1
وقد حدَّ ذلك من فعالية المبادرة إلى تحقيق الانتصاف الشامل للضحايا.	1
ومع ذلك، فإن الخيط المشترك الذي يربط افتراضيا بين جميع هذه المناطق تمثل في الحاجة الماسة لتأمين موارد كافية لمؤسسات الدولة وقوات الأمن الوطنية من الأعداد الكافية من الأفراد المدربين تدريبا كافيا ومن المعدات، فضلا عن الدعم اللوجستي والهياكل الأساسية اللازمة لتقديم خدمات الدولة.	0
وبهذا الصدد، أشار مشارك آخر إلى ارتفاع تكاليف عمليات حفظ السلام معربا عن أسفه لافتقار المجلس إلى الخبرات العسكرية.	1
631- وقد تبين للجنة على وجه الخصوص أن قوات الحكومة والميليشيات الخاضعة لسيطرتها قامت في كثير من الحالات بمهاجمة المدنيين وتدمير القرى وحرقها في دارفور، مخالفة بذلك مبادئ القانون الإنساني الدولي وقواعده ذات الصلة.	0
ويدين المجلس جميع الأفعال التي تتخذ من طرف واحد بقصد خلق حقائق على الأرض تؤدي إلى المساس بنتيجة المفاوضات.	1
وفي حالة اتخاذ قرار بمحاكمة جميع الأفراد الذين تسلموا أسلحة بتهمة الحيازة غير المشروعة، فإن بحوزة اللجنة سجلات تحدد هوية هؤلاء الأشخاص.	1
وذكر أحد المتكلمين أن هذا الأمر يعود إلى شعور الكثير من الدول الأعضاء بالإحباط والانعزال إزاء أعمال المجلس.	1
"ويشدد مجلس الأمن على ضرورة معالجة الأسباب الجذرية للنزاع في شرق جمهورية الكونغو الديمقراطية على نحو مستدام، ويكرر تأكيد دعمه لتنفيذ الالتزامات المنصوص عليها في إطار السلام والأمن والتعاون لجمهورية الكونغو الديمقراطية والمنطقة، الذي يعتبر أمرا أساسيا لتحقيق السلام والأمن الدائمين في منطقة البحيرات الكبرى.	0
وكما يوضح تقرير الأمين العام (S/2004/634)، التصدي للمشكلة تحد صعب.	1
"ويكرر مجلس الأمن تأكيد استعداده للقيام، وفقا لقراراته ذات الصلة، بفرض جزاءات على الكيانات والأفراد الذين يوفرون المأوى أو التمويل أو التسهيلات أو الدعم أو التنظيم أو التدريب لجماعات أو أفراد أو يحرضونهم على ارتكاب أعمال عنف أو أعمال إرهابية ضد دول أخرى أو ضد مواطنيها في الصومال أو في المنطقة، وأيضا على سائر الشبكات الإقليمية والجماعات والمؤسسات والكيانات والأفراد الذين لم يقطعوا كل صلاتهم بتنظيم القاعدة والجماعات المرتبطة به، بما فيها تنظيم القاعدة في بلاد المغرب الإسلامي، وحركة التوحيد والجهاد في غرب أفريقيا، وحركة أنصار الدين، وفقا للقرار 2083 (2012).	1
وفي الوقت نفسه، يهدد الرئيس البشير المجتمع الدولي بالثأر، وبالتالي المزيد من الجرائم.	1
- يؤكد ضرورة أن تقدم الأمانة العامة قبل شهر على الأقل من عمليات تجديد الولايات توصيات دقيقة وواضحة بشأن مضمون الولاية وأي تعديلات يلزم إدخالها عليها، مع مراعاة التطورات على أرض الواقع وآراء البلد المضيف والبلدان المعنية المساهمة بقوات وبأفراد شرطة وأطراف أخرى، حسب الاقتضاء؛	0
كما يعلم أعضاء مجلس الأمن، شهدت حالة بعثة الأمم المتحدة في إثيوبيا وإريتريا تدهورا جسيما.	0
وثمة اتفاق عام على أن التصعيد يتزامن مع تكثيف حدة الصراع المسلح الداخلي بين الحكومة وحركتي التمرد: حركة تحرير السودان/جيش تحرير السودان، وحركة العدل والمساواة.	0
يدين استمرار التدفق غير المشروع للأسلحة داخل [الدولة المتأثرة] وإليها انتهاكا للقرارات [التي تنص على الجزاءات]، ويعلن تصميمه على أن يواصل الرصد المباشر لتنفيذ حظر توريد الأسلحة وغيره من التدابير المحددة بموجب قراراته المتعلقة بـ [الدولة المتأثرة].	1
392 - واستنادا إلى المعلومات المتاحة للجنة، يبدو أن النهب الذي قام به الجنجويد أساسا في سياق الهجمات على القرى، تم على نطاق واسع وبتغاض من حكومة السودان من خلال نشر ثقافة الإفلات من العقاب والدعم المباشر للجنجويد.	0
ويطلب الاتحاد الروسي مرة أخرى إلى الجانبين الإسرائيلي والفلسطيني التحلي بضبط النفس وبروح عالية من المسؤولية ونبذ النزعة الأحادية.	1
28 - تُقرّ اللجنة بأنها لم تقم سوى بالخطوات الأولى تجاه بلوغ هذا الهدف، وهو ما يرجع أساسا إلى تأخر تزويد المديرية التنفيذية بالموظفين.	0
نحن، مرة أخرى، ندين قتل المدنيين سواء من الجانب الفلسطيني أو من الجانب الإسرائيلي.	1
428- طلبت اللجنة مرارا إلى الحكومة أن تزودها بمعلومات عن الإجراءات القضائية التي اتخذتها لتقديم مرتكبي الجرائم المزعومة في دارفور إلى العدالة.	1
وأعرب أيضا عن بالغ القلق من الأنباء التي تفيد بظهور بيانات وشعارات تنطوي على تهديد لموظفي الأمم المتحدة والأفراد الدوليين في أثناء المظاهرات الحديثة في أبيدجان.	1
لقد أظهر الحادث في شمال ميتروفيتشا بكل وضوح أن بعثة الاتحاد الأوروبي المعنية بسيادة القانون في كوسوفو، وبالرغم من ولاية مجلس الأمن فيما يتعلق بإعادة تشكيل بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو، تبتعد بصورة متزايدة عن مبدأ الحياد إزاء المركز، مما يقوض موقف الوجود الدولي القائم.	1
وإذ يؤكد أن الجزاءات تشكل بموجب ميثاق الأمم المتحدة أداة هامة في صيانة السلام والأمن الدوليين واستعادتهما، وإذ يشدد في هذا الصدد على ضرورة التنفيذ الصارم للتدابير الواردة في الفقرة 1 من هذا القرار بوصفها أداة هامة في مكافحة الأنشطة الإرهابية،	1
13 - ولقد أسفر التقدم المحرز في السنوات العشر الماضية عن إضعاف بعض الشبكات الإرهابية التي كانت وبالا على المجتمع الدولي منذ أيلول/سبتمبر 2001.	0
وخلال المشاورات غير الرسمية التي عقدتها اللجنة في 22 أيار/مايو، قدم منسق فريق الرصد عرضا شفويا بشأن التهديد الراهن الذي يشكله تنظيم القاعدة والمرتبطون به للسلم والأمن الدوليين.	1
ومن ضمن هذه الإجراءات تجنب استخدام عبارات توحي بقبول ادعاءات القاعدة بالاستناد إلى مبررات دينية؛ وما زال الفريق يرى أن استخدام المعلّقين والسياسيين غير المسلمين لعبارات دينية عند وصف القاعدة، مهما كان ذلك مناسبا أو مألوفا أو عن حسن نية، يزيد من صعوبة تفنيد رسالتها وعزلها عن الجمهور الذي تستهدفه.	1
186 - وهناك إفادات متواترة عن نمط متكرر من الهجمات على القرى والمستوطنات اشتملت في بعض الأحيان على هجمات جوية بواسطة طائرات عمودية مسلحة أو طائرات ثابتة الجناحين (من طراز انطونوف وميغ)، بما في ذلك القصف بالقنابل والرشق بالأسلحة الأوتوماتيكية.	0
وفي 26 تموز/يوليه، أصدر المجلس بياناً صحفياً أدان فيه الهجوم الإرهابي على قوة الأمم المتحدة المؤقتة في لبنان، الذي أصيب فيه ستة من حفظة السلام التابعين للأمم المتحدة المنتميين إلى فرنسا. المسائل المواضيعية ومسائل أخرى	1
وتوجد لدى الدول التي زارتها اللجنة تدابير وسياسات عملية لقمع تجنيد الإرهابيين.	0
وتشجع كل فدية على زيادة عمليات الخطف، وتخلق حلقة مفرغة من التشجيع والتمويل لتنظيم القاعدة والجماعات المنتسبة له.	0
والجواب على هذا في رأيي ليس أن نحدّ من الإنفاق على المحاكم المختلطة، ولكن أن يُوجه المزيد من الجهود والتمويل لنظم العدالة الوطنية في مرحلة ما بعد النزاع بوجه عام.	1
38 - يؤكد من جديد أنه ينبغي لفريق الرصد أن يعمم على اللجنة كل ستة أشهر قائمة بالأفراد المبلغ عن وفاتهم من بين المدرجيـن في قائمة الجزاءات المفروضة على تنظيم القاعدة، مشفوعة بتقييم للمعلومات التي تخصهم، من قبيل شهادة الوفاة، وفي حدود الإمكان، وضع الأصول المجمدة ومكان وجودها وأسماء أي كيانات أو أفراد يمكنهم تلقـي أي أصول ألغي قرار تجميدها، ويشيـر على اللجنة باستعراض هذه الأسماء للبت فيما إذا كان إدراجها في القائمة لا يزال لازما، ويطلب إلى اللجنة شطب أسماء الأفراد الذين تتوافر معلومات موثوقة عن وفاتهم؛	0
وفي ختام أعمال جميع أفرقة المفوضين التابعة للجنة التعويضات في حزيران/ يونيه 2005، نال 1.55 مليون من المطالبات (من أصل 2.69 مليون مطالبة) موافقة على التعويض.	0
ومما له أهمية خاصة استمرار التعاون في مجال إنفاذ القانون من خلال المركز الإقليمي لمكافحة الجريمة عبر الحدود التابع للمبادرة التعاونية لجنوب شرق أوروبا، وأمانة اتفاقية التعاون بين أجهزة الشرطة في جنوب شرق أوروبا المنشأة مؤخراً.	0
ويمكن للمجلس كذلك أن يلزم الدول الأعضاء بصريح العبارة بمنع الأفراد والكيانات المدرجة في القائمة من الوصول إلى مرافق تدريب عسكرية أو إرهابية أو إقامتها أو الاحتفاظ بها داخل حدود تلك الدول، بحيث يتسع نطاق حظر توريد الأسلحة ليشمل التدريب والتجنيد بشكل شامل().	0
أما منظور الشرطة الوطنية، حسبما جرى توضيحه للجنة، فقد كان يتمثل في اعتقال مقدمي الالتماس وتسليمهم للشرطة الوطنية إذا كانوا يتنقلون من مكان إلى آخر، وأنه لم يؤذن بأي عمليات للقبض عليهم.	0
236 - وترد الالتزامات المفروضة على الدول في ما يتعلق بتجريم تمويل الإرهاب في القرار 1373 (2001) والاتفاقية الدولية لقمع تمويل الإرهاب لعام 1999.	0
ويدين وفدي بقوة أعمال العنف تلك ويقدم تعازيه لأسرة طبيب الأطفال المتوفى.	1
وإذ يكرر التزام الدول الأعضاء بمنع حركة الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي الواجب التطبيق، بطرق منها فرض ضوابط حدودية فعالة،	1
:: استكشاف واتباع سبل أكثر فعالية من أجل الحصول على المعلومات الناقصة	0
ويرتكب هذه الأعمال أساسا جنود القوات المسلحة لجمهورية الكونغو الديمقراطية وأفراد الشرطة.	0
فعلى سبيل المثال، يتعلق عدد كبير من هذه الانتهاكات بالموت والتعذيب والإصابة بأضرار شخصية، والألم النفسي والكرب، وأخذ الرهائن، والخسارة والضرر في الممتلكات العقارية والشخصية.	0
ومن المؤسف أن هذا الموقف لم يتغير رغم المحاولات العديدة للجنة من أجل التعاون.	1
ومع أن تدابير مكافحة القرصنة ما زالت تثبت فعاليتها، يتعين على المجتمع الدولي أن يواصل دعم الحكومة الصومالية في جهودها الرامية إلى الوفاء بالتزاماتها على النحو المبين في كل من رؤية عام 2016 والاتفاق الصومالي.	0
"يؤكد مجلس الأمن من جديد التزامه القوي بسيادة سوريا وسائر الدول المتأثرة بالنـزاع السوري واستقلالها ووحدتها وسلامة أراضيها، وبمقاصد ميثاق الأمم المتحدة ومبادئه.	0
ولم يكن راضيا بملاحظاته على مسرح الجريمة، ولكنه كان يأمل في تحسن الوضع في اليوم التالي، نظرا لأن المسؤوليات قد وُزعت في الاجتماع المعقود في وقت سابق.	1
وأعرب المجلس أيضا عن استيائه لاعتماد جمعية كوسوفو هذا القرار، واتفق مع الممثل الخاص في الرأي على أن هذه القرارات التي اتخذتها الجمعية، بشأن مسائل لا تقع ضمن اختصاصها، قرارات باطلة ولاغية.	1
وقد شوهد هؤلاء الأطفال وهم يرتدون زيا رسميا ويحملون أسلحة داخل معسكرات المتمردين وحولها.	0
وقد زاد عدد الهجمات التي استهدفت القوى الأمنية الوطنية والدولية وموظفي المؤسسات العامة والعاملين في المجالات الإنسانية وممثلي الدول. كما ازدادت الهجمات ضد مواقع الاقتراع وكثرت التهديدات ضد أفرقة تسجيل الناخبين.	1
واستشهادا بأحد الأمثلة، أُبلغت اللجنة أنه أثناء هجوم شن على كتوم، شمال دارفور في 1 آب/أغسطس 2003، هاجم المتمردون المحكمة الجنائية وبيوت القضاة ونهبوا محتوياتها.	0
ورفض العميد تاور ماتان رواك طلب الرئيس غوسماو حضور المسيرة وأرسل بـدلا عنـه رئيس أركان القوات المسلحة التيمورية العقيد ليري أنان تيمور.	1
وفي الإمارات العربية المتحدة، تغذي وحدة الاستخبارات الجمركية المركزية تقديرات المخاطر المدرجة في نظام التخليص الجمركي الإلكتروني.	0
(ب) تجريم قيام رعايا هذه الدول عمدا بتوفير الأموال أو جمعها، بأي وسيلة، بصورة مباشرة أو غير مباشرة، أو في أراضيها لكي تستخدم في أعمال إرهابية، أو في حالة معرفة أنها سوف تستخدم في أعمال إرهابية؛	1
وسيعزز المكتب في هذا السياق دون الإقليمي تعاونه بالخصوص مع الجماعة الاقتصادية والنقدية لوسط أفريقيا، والجماعة الاقتصادية لدول وسط أفريقيا، والقوات المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، في المجال الأمني ومجال الإنذار المبكر والوقاية.	0
وتدريب وتوعية جميع الموظفين الآخرين بمسائل حقوق الإنسان وحقوق المرأة والطفل.	0
12 - وفي ما يتعلق بضوابط الحدود والتصدير، بدأ نفاذ قانون ماليزيا للتجارة الاستراتيجية لعام 2010 في 1 كانون الثاني/يناير 2011، واعتمدت فنلندا قانونا جديدا للرقابة على الصادرات.	0
484 - وقد أكدت لجان التحقيق في حالات الاغتصاب أثناء مناقشاتها مع اللجنة بشأن منهجية تلك اللجان، على الإعلان الواسع النطاق عن ولايتها.	0
4 - وبينما ينص كل من اتفاق السلام الشامل واتفاق رصد إدارة الأسلحة والجيوش على أحكام تتعلق بحل المليشيات المرتبطة بالجيش الماوي، لم يورد أي منهما خططا مفصلة في هذا الشأن.	0
واحتفاظ حزب الله بقدرات عسكرية كبيرة ومتطورة خارجة عن سيطرة حكومة لبنان يخلق بالعفل جوا من التهديد ويمثل تحديا رئيسيا لسلامة المدنيين اللبنانيين، ولانفراد الحكومة بحق الاستخدام الشرعي للقوة.	0
فقادة مؤسسات الحكم الذاتي المؤقتة يتهربون عادة من مسؤولياتهم التي أنيطت بهم بموجب القرار 1244 (1999) والإطار الدستوري.	1
وأعرب عن بعض الشواغل - قبل وقت قصير من قبل العديد من المرشحين للرئاسة - حيال نزاهة التسجيل.	1
وتتمثل المسألة الأولى في تحديد أفضل السبل التي يمكن للجنة من خلالها كفالة إسهام تدابير الجزاءات في تعزيز السلام والاستقرار في أفغانستان، وتتمثل المسألة الثانية في التحديات القضائية المستمرة التي تواجهها الدول الأعضاء في تنفيذ هذه التدابير.	0
وقد واصل العقيد القذافي وأفراد أسرته، في بياناتهم العلنية، تهديد المواطنين بحرب أهلية وباحتمال حدوث مجازر جماعية إذا استمرت الاحتجاجات.	1
والإرساء الحقيقي لسيادة القانون في جمهورية الكونغو الديمقراطية يتطلب تشكيل جيش وإنشاء نظام للعدالة وقوة للشرطة تكون فعالة وديمقراطية.	1
وجاء دفع الدائر الابتدائية للمحكمة لإصدار أمر قبض على رئيس دولة في 4 آذار/مارس 2009 ليثير ردود أفعال شعبية كبيرة ويصيب آمال السلام والاستقرار بانتكاسة جديدة.	1
بيد أنه من الواضح أيضا أن قيادة قوات الدفاع اتخذت خطوات محدودة للتحقق من مدى الخطر الذي يشكله ذلك الهجوم أو لاستخدام طرق غير عسكرية لإنهاء الخطر المتصور حدوثه. وفي 25 أيار/مايو، لم تحاول القيادة العليا لقوات الدفاع أن تتصل بشأن هذه الحادثة مع أولئك المسؤولين في قيادة العمليات لقوات الشرطة الوطنية، أو لإشراك رئيس الوزراء أو رئيس الجمهورية في حسم هذه القضية.	1
٧ - يطلب إلى جميع الدول التقيد بأحكام هذا القرار بغض النظر عن وجود أي حقوق أو التزامات ممنوحة أو مفروضة بموجب أي اتفاق دولي أو أي عقد تم إبرامه أو أي ترخيص أو إذن ممنوح قبل تاريخ بدء نفاذ التدابير المفروضة في الفقرة ٤ أعﻻه؛	0
فمثلا، يصف الحكم الصادر في القضية المعروفة بقضية "جاكر الهادي المقبول وآخرين"، كيف أن مجموعة مشتركة من الشرطة والقوات الشعبية المسلحة يبلغ عددها 39 شخصا، تركوا سكان الثابت تحت رحمة مجموعة كبيرة من مهاجمي الفرسان().	1
وخلال شهر أيلول/سبتمبر، حدثت خروقات على كلا الجانبين، وهجمات وهجمات مضادة، وعمليات ثأر وانتقام.	0
ولم تتخذ الحكومة خلال الفترة المشمولة بالتقرير أي تدابير ضد ضباط الشرطة الوطنية غير المعتمدين المذكورين.	1
يؤكد من جديد إدانته القطعية لجميع أعمال الإرهاب وأساليبه وممارساته باعتبارها أعمالا إجرامية ولا مبرر لها أيا كانت بواعثها، وبجميع أشكالها ومظاهرها، أينما ارتُكبت وأيا كان مرتكبوها،	1
وفي الوقت نفسه، فإن مسألة كفالة امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان ما زالت موضوعا رئيسيا للنقاش في هذه المنطقة دون الإقليمية.	1
وفي الوقت الذي يتزايد فيه هذا الخطر، يجب أن يضع المجتمع الدولي وسيلة التصدي له ومواكبته.	1
ونشعر بخيبة الأمل خصوصا إزاء عدد العائدين المتدني للغاية، وهم أفضل مؤشر إلى تقييم الحالة في الإقليم.	1
10 - وستولي اللجنة، وفقاً لولايتها وبالتعاون الوثيق مع لجنتي مجلس الأمن المنشأتين عملاً بالقرارين 1267 (1999) و 1540 (2004)، اهتماماً خاصاً للدول التي لا تتوافر معلومات بشأن تنفيذها للقرار 1373 (2001)، وستناقش كيفية معالجة هذه المسألة على أفضل نحو ممكن.	0
24 - والاقتصاد في كل دول المنطقة دون الإقليمية اقتصاد قائم على التعامل نقدا، وهو ما يزيد من خطر حدوث تمويل للإرهاب عن طريق انتقال العملات وغيرها من السندات المالية الإسمية بصورة مادية عبر الحدود، وعن طريق التحويلات غير الرسمية للأموال والمنقولات من خلال نظم التحويلات البديلة.	0
ويحذر الأمين العام بطريقة لا لبس فيها من أنه لم يستوف حتى الآن أي من المعايير الثمانية استيفاءا تاما.	1
ويحث مجلس الأمن جميع أطراف أي صراع مسلح، بما في ذلك الأطراف من غير الـدول، على إنهاء مثل هذه الممارسات.	1
كما أعرب المجلس عن اعتزامه النظر، عند إنشاء ولاية نظم الجزاءات ذات الصلة أو تعديل تلك النظم أو إعادة النظر فيها، في مسألة إدراج أحكام تتصل بأطراف النزاع المسلح التي تشارك في أنشطة تنتهك القانون الدولي المنطبق المتصل بحقوق الأطفال في النزاع المسلح وحمايتهم.	0
بــاء - الخطر الذي يشكله تنظيم القاعدة وحركة الطالبان	1
وهذه الأقوال الصادرة عن الرئيس الأوغندي، وهي أقوال فظة وجارحة لا يمكن قبولها، وتنطوي على تهديد، تشكل انتهاكا صارخا لميثاق الأمم المتحدة، لا سيما الفقرة 4 من المادة الثانية منه، التي تنص بوضوح على ما يلي: "يمتنع أعضاء الهيئة جميعا في علاقاتهم الدولية عن التهديد باستعمال القوة أو استخدامها ضد سلامة الأراضي أو الاستقلال السياسي لأية دولة أو على أي وجه آخر لا يتفق ومقاصد الأمم المتحدة".	1
وكان من بين المدنيين الـ 57 الذين قُتلوا خمسةُ أطفال (اثنان منهم ماتا أثناء التعذيب)، و 51 من المقاتلين المتمردين.	0
'1` فيما يتعلق بالقيود على السفر، عندما تقرر اللجنة أن هذا السفر مبرر بحاجة إنسانية، بما في ذلك أداء الواجبات الدينية، أو عندما تستنتج اللجنة أن الاستثناء يمكن، من باب آخر، أن يدعم مقاصد هذا القرار؛	0
