ar_en_DEEP	MatConf
The troop strength decreased from 1,435 personnel in January 2006 to 715 personnel as a result of events in the first half of 2006.	1
Locally made firearms. Molotov cocktails. Rockets made improvised in metal workshops.	1
There were tanks, armored personnel carriers, and rocket launchers already stationed in certain areas of Abidjan.	1
These acts are mainly committed by soldiers of the Armed Forces of the Democratic Republic of the Congo and members of the police.	1
:: March 14, 2005, a counter-demonstration led by Christians and Sunnis demanding the withdrawal of Syrian forces and the arrest of the heads of the security and intelligence services.	0
âThe Security Council stresses the need to address the root causes of the conflict in the eastern Democratic Republic of the Congo in a sustainable manner, and reiterates its support for the implementation of the commitments set out in the Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region, which is fundamental to achieving lasting peace and security in the Great Lakes region.	0
In this context, the Security Council looks forward to the International Summit on the Great Lakes Region, scheduled to be held in Luanda on 31 July, to further review the latest developments in the region, including progress achieved in implementing the peace, security and cooperation framework.	0
This finding of Iraq's responsibility as a State, as noted later, is based on its violation of the jus ad bellum (prevention of the threat or use of force, contained in Article 2(4) of the Charter), rather than on breaches of the law of war (violations of international humanitarian law ), which is the main focus of the Claims Commission decisions for Ethiopia and Eritrea.	1
However, he believed - and another speaker agreed - that the Council's initiatives should go beyond achieving coherence in its subsidiary bodies and aim for system-wide coherence within the United Nations when important issues, such as the fight against terrorism, were at stake.	0
Attacks were also launched in 2001 and 2002, but the severity, intensity and frequency of attacks increased significantly in early 2003.	1
He also visited the refugee camp in Laayoune.	0
15. As at 8 September, the total strength of the United Nations Mission in CÃ´te d'Ivoire was 6,430 personnel, compared to the authorized strength of 7,090 personnel, including 200 military observers.	0
The Panel has observed that Al-Qaeda, the Taliban and their affiliates use any type of explosive available, such as military explosives in conflict areas, or the elements needed to make an improvised explosive device, including ammonium nitrate, in other areas (S/2007/132, para. 90). .	1
:: Providing information to Member States and international organizations, upon their request, to assist them in making more effective offers of assistance or, as appropriate, requests for assistance, in order to implement their obligations under resolutions 1540 (2004), 1673 (2006) and 1810 (2008). ), using the matrix as a reference tool to facilitate technical assistance	0
64. The Democratic People's Republic of Korea has been resorting to systematic abductions, denial of repatriation and subsequent enforced disappearances from other countries on a large scale and as part of a State policy since 1950.	1
The committee received evidence that civilians were kidnapped by the leaders of this camp and then detained inside the camp, where they were tortured and assigned to hard labor.	1
Specific reference was made to the issue of arms during the meeting on 21 May, as set out in paragraph 93.	0
32 - The Committee encourages the Executive Directorate to intensify its dialogue with Member States and regional organizations, on several occasions, including Committee visits, regarding the development of comprehensive and integrated strategies to combat terrorism, and to improve and adjust existing structures and implementation mechanisms available to enhance the capabilities of States and organizations to formulate strategies that enable the maximum achievement of Leverage country visits to advise governments on developing these strategies and continue to work closely within the Office and the working groups of the Counter-Terrorism Implementation Task Force.	0
24. On 13 March, following the adoption of Security Council resolution 2136 (2014) on 30 January, the Secretary-General appointed six individuals with expertise in the areas of arms, armed groups, customs/aviation, finance, natural resources and regional issues to serve on a Panel of Experts until February 2015 (see document S/2014/183).	0
It is clear that all institutions of law and order in Iraq face serious challenges.	0
The Council intends to intensify its efforts to combat impunity and support accountability for serious crimes committed against women and girls by providing appropriate means, and draws attention to the full range of justice and reconciliation mechanisms that need to be considered, including national, international and mixed criminal tribunals and commissions. Truth and reconciliation to be considered, including national, international and hybrid criminal tribunals, truth and reconciliation commissions, as well as national victim compensation programmes, institutional reforms and traditional dispute resolution mechanisms.	0
The main security concerns relate to criminal activity and factional fighting.	1
Although government forces in most incidents may not have participated in the destruction, their complicity in the attacks in which that destruction took place, and their presence at the site of its occurrence, are sufficient to make them a partner in responsibility.	1
However, the system continues to face a number of judicial obstacles, albeit before the Commission was able to demonstrate the effectiveness of the ombudsman mechanism.	0
31- The state considers the spread of the Christian religion a very serious threat, because it opposes the ideology of the official personality cult and provides a basis for social and political organization and interaction outside the stateâs orbit.	1
In some cases, national measures taken to respond to the virus have been accompanied by excessive use of force or the imposition of medical quarantine on communities by means that fall short of standards of human dignity.	1
In order to further clear the list of inadequate restrictions, the Group recommends that the Committee, during its triennial review, invite interested States that have proposed names that lack sufficient identification elements to submit a request to remove those names from the list, with a view to allowing the effective implementation of these measures.	0
He warned that the failure of the Democratic Forces for the Liberation of Rwanda to show any concrete commitment by 2 January 2014 would force the Armed Forces of the Democratic Republic of the Congo, with the support of MONUC, to begin military operations to neutralize that group.	1
Elsewhere, effective controls and the necessity of evading detection have forced some groups to adapt and manufacture conventional improvised explosive devices.	1
Arms trafficking has also fostered a protectionist market among armed groups and smugglers who protect illicit trade routes.	1
59. The Group of Experts has traveled extensively in CÃ´te d'Ivoire, the subregion and elsewhere in its efforts to assess compliance with the embargo and to identify additional measures that could be taken to improve its effectiveness.	0
Therefore, most of the human rights violations that occurred during the two days can be described as a massacre, in which summary executions, torture, disappearances of persons and arbitrary arrests were repeatedly committed by units of the security forces and parallel forces in coordination or in collusion with each other.	1
I therefore call on donors to ensure continued assistance to demobilized ex-combatants, and that reintegration activities move forward without disruption.	0
The Maoist militia carried out a range of actions during the conflict, including mobilization, propaganda, acting as an irregular army, and various forms of âlaw enforcementâ in areas under the control of the Communist Party of Nepal (Maoist). When the Maoist militia was disbanded, many of its members reportedly joined the party's Communist Youth League, an organization re-established in December 2006.	1
213 - Abdel-Al also has a notable connection to a large weapons warehouse discovered in southern Beirut in July 2005. Internal Security Forces raided this weapons warehouse on 26 July 2005 and arrested five people with strong ties to the former Al-Mourabitoun militia.	1
The Palestinians must end public incitement to violence and do everything in their power to prevent extremists from attacking Israel, provoking an Israeli response.	0
According to a senior commander of the armed forces, border intelligence soldiers are recruited directly into the army in the same way as regular soldiers.	1
Organized crime and corruption are considered the most serious threats to the stability and sustainability of its institutions.	1
28 - Declares its intention to closely monitor any situations involving the proliferation of nuclear weapons, their means of delivery or related materials, including to or by non-State actors as defined in resolution 1540 (2004), and to take appropriate action. Measures may be necessary, as appropriate, to ensure the maintenance of international peace and security;	1
Noting that it was unclear how many lives had been lost in the fighting that lasted for several days, she said that the Intergovernmental Authority on Development (IGAD) ceasefire monitors had placed the blame for the start of the conflict on the opposition.	1
A Gender Advisor based in the UNAIDS Regional Support Office for East and Southern Africa provides advice on policy and technical aspects of mainstreaming gender and HIV/AIDS issues into national AIDS programmes.	0
More broadly, the Internet has enabled Al-Qaida and its affiliates to spread propaganda to a global audience and thus initiate the indoctrination of potential recruits, including by attracting them to websites associated with the organization.	1
As stated above, a new decision was taken during this session regarding the payment of compensation.	0
While increasing international cooperation in the areas of law enforcement, intelligence and diplomacy, and improving border control systems in Member States, both contribute to making it more difficult for terrorists to travel, the way to successfully implement the sanctions regime lies in the accuracy of the details included in the Consolidated List.	0
In that context, we believe it is important for the Security Council to pay the utmost attention to the threats posed by fundamentalist and extremist religious organizations such as Hizb ut-Tahrir and we urge the Council to impose severe sanctions on terrorist organizations.	0
38 - The proliferation of weapons outside the authority of the state, coupled with the continued presence of militias possessing large quantities of weapons, constitute a source of great concern to me regarding the stability of Lebanon.	0
Most countries have only weak capabilities to freeze funds and assets linked to terrorism without delay.	1
Urge humanitarian and development organizations to take appropriate measures to prevent their personnel from committing any sexual exploitation or abuse, including by conducting pre-deployment and field awareness-raising training, in the case of United Nations actors, and promoting and ensuring compliance with the Secretary-Generalâs Bulletin on Special Measures for Protection from Sexual Exploitation and Abuse (ST/SGB/2003/13), including by civilian personnel of United Nations peacekeeping operations and other relevant missions.	0
The Executive Directorate, on behalf of the Counter-Terrorism Implementation Task Forceâs Working Group on Combating the Financing of Terrorism and with the support of several donor countries and organizations, is also leading a three-year global initiative to build a common understanding of good practices to combat the exploitation of that sector for terrorist financing.	0
In many settings, refugee or internally displaced women are taking on new roles and opportunities for positive change must be built upon and supported.	0
While there is a well-founded concern about weakening sanctions or appearing 'soft' on terrorism, improving de-listing procedures will strengthen sanctions while adding fairness to them.	1
The Group noted in its second report (S/2005/83, para. 135) that the European Union, as the most developed of these regions, guarantees its citizens freedom of movement within the territories of its twenty-five member states, while the Schengen Agreement countries have abolished border controls between many European countries, At the same time, it tightened control over the area outside the borders of the Schengen Agreement and increased police and judicial cooperation within the Schengen system.	0
In addition, one of them is suspected of participating in the illegal detention of civilians, and two of them are suspected of involvement in the killing of civilians as crimes against humanity.	1
Regarding continued cooperation, he proposed increasing the influence of the INTERPOL network through, for example, regional mechanisms for exchanging information with law enforcement officials, as well as strengthening guidance on implementation.	0
After the expected elections, consultations will be required with the newly elected government to determine the nature and level of support that the Ivorian authorities will require from UNOCI in order to hold the legislative and local elections before the process can begin to wind down its work.	0
These numbers do not take into account the likely involvement of groups or individuals on the list in attacks claimed by groups not included on the list, such as the Taliban in Pakistan () or Al-Shabaab in Somalia (e).	1
5 - The international community has achieved great success in its efforts to combat Somali piracy thanks to close cooperation between and among States, regions, organizations, the shipping sector, the private sector, think tanks and civil society.	0
C. Support to people affected by conflict	0
13 - Urges the international community to provide support and assistance to enable States to fulfil their responsibilities to protect refugees and other persons protected under international humanitarian law;	0
European Convention for the Suppression of Terrorism, signed on 13 February 1992; It was ratified by the Federal Republic of Czechoslovakia on 15 April 1992 and entered into force on 15 July 1992.	0
19 - Strongly condemns all acts of sexual and other forms of violence against civilians in armed conflict, in particular against women and children, and pledges to ensure that all peace support operations apply all possible measures to prevent such acts of violence and address their impact wherever they occur;	0
What distinguishes this category of crimes from war crimes is that they are not concerned with isolated or sporadic violations, but rather with violations that (a) may occur in times of peace or in times of armed conflict, and (b) fall within the practice of atrocities (or attacks) on a widespread or systematic basis against the population. Civilians.	1
âThe Security Council also reiterates its call to all parties named in the annexes to the Secretary-Generalâs report on children and armed conflict to address all violations committed against children and the forms of abuse to which they are exposed, and to make specific commitments and take concrete measures in this regard.	1
During the reporting period, one shooting incident, four robberies, three kidnappings and one demonstration were recorded. On 9 July, a UNMIK vehicle was hit by a stone thrown by a local resident in the city of Zugdidi.	1
36. In other cases, the Council's special political missions have played an important role in helping States reduce the strategic space available to terrorist groups by engaging in transnational crime.	0
According to the World Bank, there is no factor more undermining the investment climate than the lack of armed security.	1
The areas besieged by the regime are still subjected to daily bombardment, resulting in the slaughter of civilians without any attention or media coverage.	1
However, since this crime was not the act of individuals but rather the act of a highly organized group, it is very likely that fraud, corruption and money laundering were a motive for individuals to participate in it.	1
428- The Committee has repeatedly requested the Government to provide it with information on the judicial measures it has taken to bring the perpetrators of alleged crimes in Darfur to justice.	0
To this end, I note that the Lebanese leaders have resumed the national dialogue, whose main mandate is to develop a national defense strategy that would address the important issue of weapons outside the control of the State, after the events of May 2008.	0
During the ensuing closed consultations, Council members stressed the importance of making additional efforts to advance security sector reform and establish democratic and effective national institutions.	0
Civilians often find themselves in dire circumstances in places where a peacekeeping operation has not been established. These situations may require the Council's urgent attention.	1
The United Nations Mission in Sudan continues to exchange urgent reports and other vital information with UNAMID regarding air restrictions imposed by the Government of Sudan in South Darfur, and clashes between the Justice and Equality Movement and the Sudanese Armed Forces.	0
Both resolutions stress the responsibility of states to investigate and prosecute persons suspected of committing genocide, crimes against humanity, war crimes or other serious violations of international humanitarian law.	0
This report discusses various aspects of the small arms issue, with an emphasis on the negative impact of illicit small arms on security, human rights and social and economic development, particularly in crisis areas and post-conflict situations.	1
Therefore, it was suggested that international standards be established and that the Committee might play a more prominent role.	0
23. The security situation in most areas of the country remained fragile but generally stable, with only a few incidents reported.	1
It also appears that although the Movement/Army is the larger of the two movements in military terms, the Justice and Equality Movement is a more political movement with limited military capabilities, especially after what was said about the split of the group and the subsequent emergence of the National Movement for Reform and Development (see paragraph 139 below).	1
The actions of some Arab groups have led to the forced displacement of these non-Arab communities.	1
The Australian Government, which currently chairs the Wassenaar Agreement, has presented an initiative to reduce the risks of using these systems to the ASEAN Regional Forum.	0
31. The strength of the Joint Integrated Units, which has remained unchanged since April 2009, is 32,900 personnel (about 83 per cent of its authorized strength of 39,639 personnel).	1
In this regard, we call on the African Union Commission, in close cooperation with ECOWAS and with the support of international partners, including the United Nations, the European Union and other relevant international bodies, to take all necessary measures, including holding a meeting in Mali, on a date No later than February 2015, the Ministers of Defense and Security, Chiefs of Staff, and Heads of Intelligence and Security Services in the countries of the region are required to conduct the necessary studies in order to establish these mechanisms.	0
13. The progress achieved in the past ten years has resulted in the weakening of some terrorist networks that have been a blight on the international community since September 2001.	1
The operation was cancelled, and a crisis could only be averted after the commander of the French Licorne forces, Lieutenant-General Erastorza, telephoned the Chief of Staff of the Ivorian National Army, Lieutenant-General Mango, to inform him that the sortie would be considered a hostile act.	0
Romania reiterates that any terrorist act is unacceptable and must be condemned.	0
The Security Council reaffirms the principle of non-refoulement of refugees as set out in relevant international law instruments, welcomes recent efforts by neighboring countries [affected State] to support the voluntary, safe and dignified return of refugees, and urges host countries to continue to provide international protection to Refugees [who] need it and the international community is encouraged to provide the necessary assistance for this.	0
The committee concluded that the Minister of the Interior and the Commander-in-Chief bypassed institutional procedures by illegally transferring weapons within the institution;	1
In the area of ââcombat operations, the principle of proportionality remains a largely subjective criterion, based on a balance between the expectation and expectation of a military gain and the actual loss of civilian lives or the destruction of civilian targets.	1
Council members are concerned by reports of a Congolese armed forces attack on Equator Province, and have called for an immediate end to the fighting and for all parties to exercise restraint.	1
The international community's commitment to combating terrorism and its determination to eliminate it have been demonstrated primarily through the adoption of numerous legal instruments and the establishment of specialized institutions.	0
91 - The Monitoring Group was mandated to study the changing nature of the threat, including through dialogue with relevant scientists and academic bodies, and to prepare reports thereon.	0
“The Security Council notes with deep concern the postponement of the first round of the presidential elections, which were scheduled to take place on 29 November 2009 in accordance with the communication of the Permanent Advisory Framework of the Ouagadougou Political Agreement of 18 May 2009, endorsed by all Ivorian political actors.	0
Most people in the region rightly reject a return to the status quo ante, as any truce based on such limited results cannot be expected to last.	0
A similar obligation is borne by insurgents for all crimes they may have committed, whether or not the perpetrators are identified and punished.	1
He also reported that the United Nations Disengagement Observer Force continued to monitor the violent clashes that broke out between the Syrian armed forces and armed opposition elements, as well as air strikes launched by the Syrian armed forces, within the buffer zone and the arms control zone.	1
One of them was hovering in the sky of the village, while another was bombing it.	1
13 - Member States, acting under paragraph 10 above, in accordance with Annex 1-A of the Peace Agreement, are authorized to take all necessary measures to ensure compliance with the rules and procedures to be established by the Commander of the Multinational Stabilization Force, governing the control and monitoring of the airspace over Bosnia and Herzegovina in Relates to civil and military air traffic in all its forms;	0
The two press conferences, especially the first press conference, as well as the interrogation of the first suspect, and the arrest of former senior security officials at the suggestion of the Commission, all had a catalytic effect.	1
âThe Security Council reiterates its call on all parties to any armed conflict, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and the rules and principles of international law, in particular international humanitarian law and human rights and refugee law, if they apply, and to implement the relevant Security Council resolutions.â The connection is fully implemented.	0
:: Enforce appropriate military disciplinary procedures and adhere to the principle of command responsibility.	1
The Deputy Foreign Minister of Afghanistan said that the year was full of achievements that constitute important milestones, but the achievements did not come without a price. He stressed that terrorism still represents a strong threat.	0
- Regarding what was stated in paragraphs 46, 48 and 49 about the arms embargo and border control, the truth is that arms smuggling is from Lebanon to Syria, as everyone knows that there are certain groups in Lebanon who participate in attempts to destabilize Syria by supplying terrorist groups. Armed forces in Syria with weapons and money to undermine the stability of Syria.	1
While the Syrian National Alliance works to alleviate the suffering of the Syrian people, we are also working to end the conflict that is the cause of this suffering.	0
It is clear that Minister Ramos-Horta raised the general issue of arms distribution.	0
The term "Janjaweed" in particular has been widely used by victims of attacks to describe their attackers.	1
During these arrests, victims were often subjected to horrific mistreatment, their property was stolen, their homes were looted, and in some cases they were executed without trial.	1
A small number of countries are unable to implement the measures at all, and terrorists are able to break the embargo at will.	1
At this moment, Qassam rocket fire is still being deliberately directed from Gaza against the civilian population, targeting and terrorizing innocent civilians as they sleep in their bedrooms, sit in their living rooms, or take their children to school.	0
She announced that the Secretary-General had received a request from East Timor to become a member of the United Nations, and looked forward to the Council considering this request.	0
28. The Committee acknowledges that it has taken only the first steps towards achieving this goal, mainly due to delayed staffing of the Executive Directorate.	0
In this regard, the request of the Prime Minister, Guillaume Soro, for UNOCI to issue regular public reports on the Ivorian media will contribute to curbing potentially dangerous tendencies in these media that may lead to incitement to election-related violence.	0
81. The ability of commanders to exercise control, maintain situational awareness, and plan and coordinate their activities both vertically and horizontally through the command structure is of central importance to any military or paramilitary operation. Since Al-Qaeda, the Taliban, and those associated with them carry out these activities, they also must possess the necessary means to do so, including communications equipment.	0
The Center then organized a training course on gender-based violence investigations for the National Police in July, from which a total of 40 National Police personnel have benefited so far (including 30 women).	0
Pristina has so far rejected every initiative in this regard.	0
17 - Through its visits to donor countries, the Executive Directorate was able to collect much more accurate information about their regional interests, their capabilities in the field of technical assistance to combat terrorism and their existing programs.	0
5 - My recent visit to the Sahel region confirmed my belief in the importance of considering issues of peace, security, development and human rights in an interconnected manner.	0
We are therefore disappointed that the Secretary-General's report (S/2011/540) recommended only a partial reduction in the troop increase.	0
Established standards for the prosecution and punishment of gender-based crimes; Trial of persons accused of the crime of genocide; Establishing rules relating to jurisprudence; Improving national capacity to prosecute perpetrators of genocide.	0
The Council encourages neighboring countries to cooperate with the Regional Task Force in order to eliminate the threat posed by the Lord's Resistance Army.	0
(d) Prevent those who finance, plan, facilitate or commit terrorist acts from using its territories to implement those goals against other states or against the citizens of those states;	1
These persons may be held responsible, under the principle of joint criminal enterprise, for war crimes committed by others during attacks, namely the killing of civilians, the destruction of civilian objects and looting.	1
It is also noteworthy that other senior Lebanese representatives, such as former Prime Minister Najib Mikati, have declared that âthere should not be any weapons either inside or outside the camps.â	0
One speaker called for close scrutiny of the work of experts who assist sanctions committees by going to the field to examine the situation on the ground.	0
In all these discussions, I was heartened to discover a convergence of views: we all marvel at how much Liberia has achieved since the fighting ended in 2003, but everyone is fully aware of the magnitude of the challenges that still face Liberia, and that we take nothing for granted. Of him in the end.	0
Invite States and regional and subregional organizations to provide technical assistance to local police, judicial personnel and correctional institutions (eg guidance and development of legislation).	0
4. The Security Council, by its resolution 1521 (2003), also established a committee to supervise the implementation of the measures. A group of experts was established to provide the Committee with information on the implementation of the measures and progress made towards meeting the conditions for lifting the sanctions.	0
The latest available information indicates that 35 internally displaced persons were killed in this incident and 10 injured, and that 4,000 internally displaced persons and villagers were forced to flee.	1
The military and police capabilities available to the Mission will be increased, in addition to the Haitian National Police Force and 3,600 local security assistants for the elections (see S/2005/313, para. 10).	1
I also propose to the Security Council to authorize the Secretary-General to provide any assistance he deems necessary to the tripartite commission established by the sister governments of Honduras, El Salvador and Nicaragua, in order to allow the resumption of negotiations on the system of joint sovereignty over the Gulf of Fonseca and the activation of this system, with the aim of developing the Gulf in an integrated manner. Social, economic and environmental aspects.	0
5-6 October 2012 (Yayladag/Hatay): At approximately 14.30, a mortar shell fell in an area under the responsibility of the Belingoz Military Border Post.	1
Noting with deep concern the escalation of violence and increased inter-communal fighting, as well as the continuing manifestations of sexual and gender-based violence and impunity, and reiterating its grave concern at the attacks directed against humanitarian personnel, peacekeepers, and the security of civilians, and calling on all parties in Darfur to stop Immediately launch its aggressive actions and stop continuing its violent attacks, which are deteriorating the situation with regard to humanitarian aid and obstructing its access to needy groups of the population,	1
44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.	0
Article 75 of the Basic Law stipulates that the court may issue a direct order against a convicted person specifying appropriate forms of reparation for the victims, or with respect to them, including restoration of rights, compensation and rehabilitation.	1
Special police units supported the Mission's customs and provided support to the Mission's police special operations teams.	0
Meanwhile, the first two formed police units were deployed on 5 and 22 August respectively.	1
No progress has been made on developing an action plan to stop the recruitment and use of child soldiers pursuant to Security Council resolutions 1539 (2004), 1612 (2005) and 1925 (2010).	1
Its assessment is contained in reports issued twice a month, a practice that has contributed to raising awareness of human rights problems.	0
- The Russian Federation continues to illegally maintain its military base in Godota, which operates without the consent of Georgia, and contrary to the international obligations undertaken by Russia;	1
The impunity of these high-ranking officers is unacceptable and prevents post-conflict societies from recovering sustainably.	0
Reiterating the commitment of Member States to prevent the movements of terrorist groups, including by imposing effective border controls, and, in this context, to work to exchange information promptly and improve cooperation among the competent authorities to prevent the entry and exit of terrorists and terrorist groups from their territories, and to provide terrorists with weapons and financing, would support terrorists,	0
At the beginning of the conflict, most of the fighting appeared to take place in North Darfur and North-West Darfur, and gradually moved southward into South Darfur state, in the last months of 2004.	1
The Security Council renews its call upon States to become parties as soon as possible to all international conventions and protocols relating to terrorism and to implement the conventions and protocols to which they are parties.	0
At the 6492nd meeting of the Security Council held on 28 February 2011 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	0
IX. Benchmarks 59. The benchmarks jointly set by the Malian authorities, MINUSMA and the United Nations country team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely security, stabilization and protection of civilians; Supporting the process of national political dialogue and national reconciliation; Providing support to re-establish state authority throughout the country, rebuilding Mali's security sector, promoting and protecting human rights, and providing humanitarian aid.	0
The Communist Party of Nepal (Maoist) often targeted and recruited many girls, many of whom joined the party to escape the traditional restrictions imposed on them.	1
9 - Executive change - Complex, simultaneous, and multi-strike attacks, examples of which include the Arlit and Agadez attacks in Niger on May 23, 2013, indicate that local groups affiliated with Al-Qaeda are seeking to follow Al-Qaedaâs basic directives, which call for organizing âspectacularâ incidents.	1
The Commission also found that the arrest and detention of persons by State Security and Military Intelligence, including their arrest and detention during village attacks and intelligence operations, may, in addition to being serious violations of international human rights law, also amount to a crime Enforced disappearance as a crime against humanity, as these acts were systematic and widespread.	1
The ability to freeze funds and assets linked to terrorism is often insufficient and limited in all countries.	0
He asked key questions to guide the discussion on the Council's role in ensuring accountability, including the following: What lessons can be learned and good practices can be identified from the Council's efforts to ensure criminal responsibility? What are the challenges facing the various fact-finding mechanisms? How can greater importance be given to redress in order to achieve accountability? What additional steps can the Council take to ensure accountability for violations committed in armed conflicts?	0
631. In particular, the Commission found that government forces and militias under its control in many cases attacked civilians and destroyed and burned villages in Darfur, in violation of the relevant principles and rules of international humanitarian law.	1
Rogerio Lobato was considered for the position of Minister of Defense, but was not given that position after Brigadier General Taur Matan Ruak threatened to leave the Defense Force. Roque Rodriguez was appointed to the position.	0
“The Security Council reaffirms its condemnation of all assassinations targeting Lebanese leaders, especially those that have occurred since October 2004, and demands an immediate end to the use of intimidation and violence against representatives of the Lebanese people and their institutions.	0
âThe Security Council welcomes the significant progress achieved by Timor-Leste in strengthening the institutional and human resource capacities of State institutions, including in the security, justice and governance sectors, which play vital roles in maintaining stability and advancing democracy.	0
The spread of misinformation exacerbated identity-based discrimination and stigma, sparking violence within and between communities.	1
The first is that some countries do not appear to have done enough to ensure implementation of the embargo; The second lies in the different ways in which states interpret their obligations. The third relates to the scope of the arms embargo and its connection to the continuous change in methodologies for achieving its goals.	1
Another State held an international seminar in 2009 on strengthening counter-terrorism cooperation and dialogue among government agencies, the media and civil society.	0
A severe reduction in the number of military units in the mission would reduce the mission's ability to perform prevention tasks and force it, in the event of a crisis, which his country hoped would not happen, to respond using operational concepts that, given all that it entailed, were still unclear. That's a risk.	1
The Security Council notes that United Nations multidisciplinary assessment teams can, with the consent of host States, provide assistance and support in the separation of combatants from civilians.	0
As set out in Article 7 (2) (d) of the Statute of the International Criminal Court, which can be used to determine the customary international law relevant to the issue, what is meant by this prohibition is the deportation or forcible transfer of population and the forcible transfer of the persons concerned from the area in which they are present. lawfully, by expulsion or any other coercive act, without justifications permitted by international law.	1
Many of the reports relate to the abduction of women.	1
In Kenya, 160 individuals suspected of being pirates have been tried, while 4 others are still on trial.	1
âThe Security Council strongly supports efforts to promote national dialogue, reconciliation and broad political participation to ensure unity, peace, security and stability in Iraq.	0
It established military training camps in the greater Mogadishu area, including the Lanta Buru and Hilweni areas, and sent weapons acquired at the Bakara arms market to these camps.	1
7. The Executive Directorate will continue to enhance its cooperation with relevant United Nations bodies, including the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) and the Group of Experts assisting the Security Council Committee established pursuant to resolution 1540 (2004), as well as with numerous international, regional and subregional organizations, including in the context of the Committeeâs visits to Member States.	0
Rehabilitation approaches vary across countries, but greater attention is being paid to sharing experiences and establishing best practices in this field.	0
I have the honour to refer to Security Council resolution 1606 (2005) of 20 June 2005, in which the Council requested me to initiate negotiations with the Government of Burundi and consultations with all relevant Burundian parties on how to implement the recommendations contained in the report of the assessment mission (see S/2005/158) to establish a mixed fact-finding commission and a special chamber within the Burundi court system. I was also requested to report to the Council, by 30 September, on the details of implementation, including costs, structures and timeframe.	0
The Council calls on Member States to intensify their international and regional cooperation, on the basis of the principle of public and shared responsibility, as well as their cooperation with the United Nations Office on Drugs and Crime and the International Narcotics Control Board, in order to combat illicit production, demand for and trafficking in drugs, and to identify emerging trends in the field of drug trafficking. .	0
The Group also held discussions with the Group of Experts established to support the Committee established pursuant to resolution 1540 (2004) to ensure appropriate cooperation between the Group's work in the area of ââthe arms embargo and the work of resolution 1540 experts in the area of âânon-proliferation of weapons of mass destruction to non-State parties.	0
Reports indicate that the severity of the attacks and atrocities committed in any village spread a degree of fear among residents of neighboring villages who survived those attacks, prompting them to also flee to areas where relative security prevailed.	0
20. Decides that the Office of the Ombudsman shall provide assistance to the Committee, when it considers requests for de-listing, and that this Office shall be established for an initial period of 18 months from the date of this decision, and requests the Secretary-General, in close cooperation with the Committee, Appointing a prominent person with high morals, impartiality and integrity, and with high qualifications and experience in relevant fields, such as law, human rights, counter-terrorism and sanctions, to serve as Ombudsman, and assigned the mandate stipulated in Annex II to this resolution. It is also decided that the Ombudsman shall perform the aforementioned duties in a manner Independent and impartial, and to refrain from seeking or receiving instructions from any government;	0
During the meeting, the two parties engaged in a broad exchange of views on the implementation of the Security Council resolutions and on the exercise of the principle of self-determination.	0
The Security Council condemns all acts of violence and other forms of intimidation deliberately directed at humanitarian workers, as well as attacks on peacekeepers.	0
Furthermore, during the Team's visit to Sudan, official information was provided regarding the smuggling of weapons by groups linked to Al-Qaida through Eritrea to Al-Qaida members in Saudi Arabia.	0
49. The Committee encourages the Executive Directorate to continue to work with other United Nations entities to explore the best possible approaches and means for coordinating United Nations activities, in particular with regard to harmonizing working methods and programming of counter-terrorism projects.	0
429. The government also cited three cases in which bombing occurred by mistake. It stated that it compensated the victims of the villages of Habila, Umm Gouzin and Tolo.	1
38. Reaffirms that the Monitoring Team should circulate to the Committee every six months a list of individuals reported dead among those on the Al-Qaida Sanctions List, together with an assessment of information relating to them, such as death certificates and, to the extent possible, the status of frozen assets Its location and the names of any entities or individuals that may receive any assets whose freezing decision was annulled, and calls upon the Committee to review these names to determine whether their inclusion on the list is still necessary, and requests the Committee to delete the names of individuals whose deaths there is reliable information;	0
The Security Council recalls its resolution 2048 (2012), and in this regard reiterates its readiness to consider further measures, as it deems necessary, including targeted sanctions against individuals who undermine efforts to re-establish constitutional order.	1
Given the urgency of the investigation, we sent a telegram bearing the number 2056 and dated 14 February 2005 to the leadership of the district police unit and to the commanders of the police units, requesting that all necessary investigations be carried out within the jurisdiction of each unit regarding the bodies taken to hospitals. In each area, in order to enable their families to identify them, and to inform me of the conduct of the investigation in accordance with established procedures, in a way that enables me to obtain the approval of the relevant authorities to return those bodies to their families.	0
