ar_en_GOOGLE	VerConf
In Khartoum, the committee conducted interviews with detainees who were detained by security forces in solitary confinement in âghost housesâ under abhorrent conditions.	0
Urges all parties concerned, including Member States, United Nations entities and financial institutions, to support the development and strengthening of the capacities of national institutions, in particular judicial and health systems, and local civil society networks, to provide sustainable assistance to victims of sexual violence in situations of armed conflict and post-conflict situations. The conflict ends.	0
&#39;&#39;The Security Council calls on Sudan and Chad to respect and fully implement their mutual obligations, in particular the Doha Agreement of 3 May 2009 and the Dakar Agreement of 13 March 2008, and to interact constructively with the Dakar Liaison Group and the good offices of Libya and Qatar towards the normalization of Their relations, and to cooperate in order to put an end to the cross-border activities of armed groups and to strengthen measures to combat illicit arms trafficking in the region, including through the establishment of effective joint border monitoring.	0
We stressed the recent tragic effects of such messages on other parts of the continent.	1
However, the possibility of a complete collapse of law and order, in addition to the collapse of the fragile economy and the disintegration of Palestinian institutions of self-government, remains.	1
407 - The importance of determining individual criminal responsibility for international crimes, whether committed within the framework of the authority of the State or outside the scope of that authority, is highlighted, in addition to the responsibility of the State, which represents a crucial aspect of the necessity of enforcing rights and protecting them from violation.	0
The mission headed to Daloa by land with a military escort from government forces.	0
In fact, the attacks were most often deliberately directed against civilians and civilian targets.	0
In the case of Zoran, KubriÅ¡kic et al., the Trial Chamber of the International Criminal Tribunal for the former Yugoslavia defines persecution as âthe gross or flagrant deprivation, for discriminatory reasons, of a fundamental right established by international customary law or treaty law, to an extent reaching the same level of gravity as the Other acts prohibited in Article 5().	1
96 - The Monitoring Group examined the implementation of the arms embargo by referring to the methods used by Al-Qaeda and the Taliban when launching their attacks.	0
From part of the engine block found and collected at the crime scene, it was concluded that the engine was that of a Mitsubishi stolen on 12 October 2004 in Sagamihara, Japan.	0
The Secretary-General&#39;s recent report on resolutions 1559 (2004) and 1701 (2006) clearly expressed the importance of disarming Hezbollah and ending arms smuggling across the Lebanese-Syrian border.	1
77 - This section briefly addresses the various groups that have an active role in the ongoing armed conflict in Darfur.	0
There is one country that has neither developed a strategy to combat terrorism nor established the required organizational structures.	1
It is part of a mantra that is constantly repeated before this Council, and the repetition does not make it more true. It ignores both Palestinian responsibilities and Israeli rights, and does not acknowledge the excessive difficulties faced by Israeli forces in trying to protect their citizens and minimize harm to Palestinian lives while terrorists do not Those you face care more about the lives of Palestinians than they care about the lives of Israelis.	1
âThe Security Council believes that the provision of safe haven for terrorists remains a serious concern; and reaffirms the need for States to enhance cooperation with a view to finding any person who supports, facilitates the financing, planning, preparation or commission of terrorist acts, provides safe haven, participates in, or attempts to Participating in this, not granting safe haven to that person, and bringing him to justice based on the principle of extradition or trial.	1
Five States have established in their legislation sufficient jurisdiction to prosecute relevant crimes under their legislation.	0
Reiterating the commitment of Member States to prevent the movement of terrorists or terrorist groups, in accordance with applicable international law, including by imposing effective border controls,	1
Restrictions were also placed on freedom of movement.	0
On November 7, 2014, regime forces bombed the vicinity of the old mosque in the town of Taybeh in the Damascus countryside, wounding 14 civilians as they were leaving the mosque after Friday prayers.	0
9. Notes the parties&#39; support for the Peace Agreement for the purpose of maintaining the multinational stabilization force referred to in the Declaration of the Ministerial Meeting of the Peace Implementation Conference held in Madrid on 16 December 1998 (S/1999/139, annex);	0
This is what makes the Iranian leadership&#39;s irresponsible threatening rhetoric even more disturbing.	1
12 - The Committee will continue to organize meetings and special events on topics and issues of common interest and concern to Member States, with the aim of maximizing the impact of the decisions taken in this regard and maintaining the international communityâs commitment to combating terrorism.	0
âThe Security Council reiterates that ending impunity is essential to achieving national reconciliation in Haiti.	0
On November 7, 2014, regime forces threw an explosive cylinder at Al-Waleed Hospital in the Al-Waer neighborhood in Homs, causing major damage to it.	0
Establishing a clear direction for the work of the Committee and its Executive Directorate naturally requires specific policy guidance relating to all key aspects of the Committee&#39;s mandate.	1
38 - The Security Council, in its resolution 1559 (2004), called for the dissolution and disarmament of all Lebanese and non-Lebanese militias.	1
Like other speakers who have spoken before us, and in line with the statement made by High Representative Ashton, we condemn the action that led to the death of Mr. Dzikovic and the injury of several other people during the protests in Mitrovica North on 2 July.	1
In March 2009, when the arrest warrant for President Omar al-Bashir was issued, some speculated that this judicial order issued against the still-executing head of state of Sudan would undermine the prospects for implementing the 2005 Comprehensive Peace Agreement.	1
(b) Supplying, selling or transferring weapons and related equipment to Al-Qaeda, Osama bin Laden or the Taliban; or (c) recruiting for Al-Qaeda, Osama bin Laden, or the Taliban; or	0
In paragraphs 1, 2 and 7 of resolution 1844 (2008), the Council imposed targeted measures (travel bans, asset freezes and targeted travel bans) against entities and individuals proposed by the Committee to be included in the sanctions list.	0
Third, the Security Council has recognized in several instances that serious violations of human rights and international humanitarian law constitute potential threats to peace and security.	1
(i) Killing at the hands of government forces, militias, or both	0
“The Council expresses deep concern over reports of an unusual and sudden influx of thousands of Misseriya tribe members into Abyei town and its surrounding areas, which may bring about significant changes in the ethnic fabric of the region.	1
Since its inception in January 2003, this operation has aimed to stop the trafficking of diamonds to finance conflicts by ensuring that all quantities of rough diamonds traded among its participants (42 States and the European Community) are accompanied by a valid Kimberley Process certificate.	0
In this context, the Council reaffirms that the main cause of the crisis in Angola is UNITA&#39;s refusal to comply with the relevant substantive provisions of the Lusaka Protocol, and reiterates its request that UNITA comply with its obligations to disarm and allow governmental administration to extend to the territory it controls.	1
Deeply concerned about the activities of armed groups and acts of banditry in the [area], which threaten the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and result in grave violations of human rights and international humanitarian law,	1
Council members expressed their deep concern over reports of renewed fighting and its humanitarian consequences.	1
The situation along the Lebanese border with Syria remains worrying.	1
âThe Security Council reiterates its readiness, in accordance with its relevant resolutions, to impose sanctions on entities and individuals who provide shelter, financing, facilities, support, organization or training to groups or individuals or incite them to commit acts of violence or terrorist acts against other States or against their nationals in Somalia or in the region, as well as on all other regional networks, groups, institutions, entities and individuals who have not severed all ties with Al-Qaeda and its associated groups, including Al-Qaeda in the Islamic Maghreb, the Movement for Oneness and Jihad in West Africa, and the Ansar Dine Movement, in accordance with resolution 2083 (2012). ).	1
âThe Council notes the mandate of both the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo and the United Nations Mission in the Republic of South Sudan to assist in the protection of civilians in areas affected by LRA activities and to support disarmament, demobilization and reintegration activities of LRA combatants, Each in the country in which they are stationed.	0
At the end of the reporting period, a total of 37 per cent of the DF capacity delivered by MV Cape Ray on 30 and 31 August 2014 had already been destroyed.	0
The Council demands the immediate cessation of all attacks launched by the Lord&#39;s Resistance Army, and urges it to release all abductees, and to disarm and demobilize its fighters.	1
No eyewitnesses reported that leaflets were distributed, warnings were given on the radio or by tribal elders, or that planes flew at low altitudes over villages to warn civilians of an imminent attack.	1
27 - On several occasions, I have expressed my firm conviction that the disarmament of Hezbollah and other militias can best be achieved through a Lebanese-led political process that would achieve the ultimate goal of having no weapons or armed forces in Lebanon except those of To the Lebanese state.	0
But the serious danger remains that as a result of that decision - which violates the documents issued by the Bonn and Berlin conferences - the country will face an explosive situation fraught with new armed resistance and internal divisions in the power structures.	1
Investment and social integration depend not only on the status of the region, but also on the emergence of a stable and predictable Kosovo, where the rule of law is respected.	0
9- The Human Rights Council, in its resolution 22/13, urged the Government of the Democratic Peopleâs Republic of Korea to cooperate fully with the Commission of Inquiry and to allow its members to enter the country without restriction, and to provide them with all necessary information to enable them to fulfill their mandate.	1
The Special Representative of the Secretary-General stressed that women live in deplorable conditions without access to health and legal services, and she believed that it would be very difficult to address this situation, especially given the culture of silence and the lack of institutions for investigation and prosecution.	1
Regular area control, cordon and search operations resulted in the arrest of a number of militia members and the seizure of illicit weapons and ammunition, as well as limiting the margin available for maneuvers by militia groups.	0
During that period, there has been a significant change in the threat posed by Al-Qaida, the Taliban and those associated with them, and in the aforementioned sanctions regime.	1
In all these discussions, I was heartened to discover a convergence of views: we all marvel at how much Liberia has achieved since the fighting ended in 2003, but everyone is fully aware of the magnitude of the challenges that still face Liberia, and that we take nothing for granted. Of him in the end.	1
Noting with concern the changing nature of the threat posed by Al-Qaeda, Osama bin Laden, the Taliban and other associated individuals, groups, institutions and entities, in particular the methods they adopt in promoting terrorist ideologies,	1
They said: Why do you live here, you are slaves.	1
Therefore, the purpose of these attacks is clear: to annihilate the moderate Syrians and eliminate our forces in the field.	0
Affirming the obligation of all Member States to fully implement resolution 1373 (2001), including with respect to the Taliban, Al-Qaida, and any individuals, groups, institutions or entities linked to Al-Qaida, Osama bin Laden or the Taliban, It has participated in financing, planning, facilitating, recruiting to commit, preparing for, committing or supporting terrorist activities, as well as its commitment to facilitating the implementation of obligations related to combating terrorism in accordance with the relevant Security Council resolutions.	1
- Because terrorists and their supporters exploit instability and intolerance to justify their criminal acts; The Security Council resolved to address this by contributing to the peaceful resolution of disputes and by working to create an atmosphere of mutual tolerance and respect.	1
12 - Aqeel Al-Aqel filed a lawsuit on May 11, 2005 in the federal court in the District of Columbia against officials in the Department of Justice and the US Departments of State and Treasury, claiming that his designation as a terrorist by the US government on June 2, 2004 constituted a violation of his rights under the Constitution of the United States. Al-Aqel, a Saudi citizen residing in Saudi Arabia, worked as president of the Al-Haramain Islamic Foundation, which was based in Saudi Arabia until the Saudi authorities closed it in 2004. On July 6, 2004, the United Nations included his name on its list under the family name âAl-Aqel.â In addition to several offices affiliated with the Al-Haramain Foundation in Ethiopia, Afghanistan, Albania, Bangladesh, and the Netherlands (the United Nations had included other Al-Haramain Foundation offices in its list both before and after the inclusion).	1
Likewise, the Commission found sufficient evidence that rape and sexual violence continue to be systematically committed against women during their displacement, perpetuating feelings of insecurity among them and fear of leaving internally displaced persons sites.	0
Recalling also that it requested the Secretary-General to collect information on responsibility for the tragic incident that claimed the lives of the Presidents of Rwanda and Burundi,	0
On behalf of the Security Council Committee established pursuant to resolution 751 (1992) concerning Somalia, and in accordance with paragraph 3 (i) of Security Council resolution 1587 (2005), I have the honor to transmit, attached to the present letter, the report of the Monitoring Group on Somalia (see enclosure).	0
The two press conferences, especially the first press conference, as well as the interrogation of the first suspect, and the arrest of former senior security officials at the suggestion of the Commission, all had a catalytic effect.	0
He warned that there was a risk that inviting the Group of Friends, including non-Council members, to participate in the Council&#39;s decision-making process might result in ineffectiveness.	1
Eligibility procedures and criteria for relief and social services, taking into account a gender perspective. E1 - Develop, implement and evaluate gender mainstreaming strategies in all post-conflict reconstruction and rehabilitation programmes	0
68 - I am appalled by the killings of hundreds of innocent civilians and the resulting population displacement in Beni. I also deplore the serious violations of human rights and international humanitarian law occurring in other parts of the country, which are also unacceptable.	0
Its work with regional and subregional organizations should focus on facilitating the interaction of regional and national institutions to address national implementation challenges, such as aligning priorities, harmonizing approaches, facilitating advisory and drafting services, and matching requests and offers for assistance.	0
Together, these challenges constitute political pressure on governments and directly and seriously affect peace, security and stability in the countries concerned.	1
&#39;&#39;The Security Council expresses its concern about the threat posed by unsecured weapons and ammunition in Libya and their proliferation, as they pose a threat to stability, including the risk of their transfer to terrorist and extremist groups, and calls on the Libyan government to take concrete measures to tighten its control over weapons and ammunition stockpiles in Libya. This is by ensuring the proper management of weapons and related materiel, their safe storage, and their effective disposal when necessary, as well as by enhancing border security, and urges neighboring countries to cooperate in this regard with the Libyan authorities in their efforts to ensure the security of their borders.	0
In his report, the Secretary-General notes some improvement measures in all of these areas except for the central issue of local government reform, in particular, decentralization, where progress is lacking.	1
4 - While both the Comprehensive Peace Agreement and the Arms and Armies Monitoring Agreement provide provisions for the dissolution of militias associated with the Maoist army, neither of them provides detailed plans in this regard.	0
Another pointed to the dangers of the increase in migrant flows, extremist movements, and the activation of international terrorist networks in the heart of Europe, despite her confirmation that no direct dangers threatening her region had been discovered.	1
These regulations cover campaign finance, electoral activities, public order, access to the media and the misuse of government resources for political purposes.	1
In other words, the fight against terrorism should be a joint, comprehensive and long-term effort.	0
âThe Security Council recalls its resolutions regarding Osama bin Laden, and its condemnation of the Al-Qaeda network and other associated terrorist organizations, for the multiple criminal terrorist acts they committed aimed at killing many innocent civilians and destroying property.	0
At some point prior to 20 May 2002, Mr. Lobato and his supporters organized marches for veterans in Dili.	0
Options are currently being explored in order to facilitate the occupancy of the new complex as soon as possible.	0
I am deeply concerned about the recent escalation between Gaza and Israel.	1
Other soldiers began beating the other four women, including the witness.	0
1 - Deplores and condemns in the strongest terms the terrorist acts committed by the Islamic State in Iraq and the Levant and its violent extremist ideas, and its continued gross, systematic and widespread violations of human rights and violations of international humanitarian law;	1
We also decided to hold two discussions on the topics of conflict prevention and children in armed conflict on 20 and 26 July, respectively.	0
In this regard, I would like to emphasize once again that, unlike some other well-known cases involving illegitimate and unfounded territorial claims, including under the trumped-up pretext of patronage of ethnic minorities, the right of the people of Palestine to self-determination and to establish Country.	1
âThe Security Council reiterates its call on all parties to armed conflicts to immediately and completely cease all forms of violence against women and girls, including acts of sexual violence.	1
However, in 2007, after issuing arrest warrants for Haroun and Kushayb, President Al-Bashir publicly refused to implement them, challenging the authority of the Security Council and saying that Haroun had done what he was ordered to do.	1
I condemned these restrictions on the freedom of movement of United Nations peacekeeping forces.	1
Strongly condemns the recruitment and use of children as soldiers by parties to armed conflicts, in violation of their applicable international obligations, the killing, maiming, rape and subjection of children to sexual violence, often against girls, their abduction and forced displacement, the denial of humanitarian assistance, attacks on schools and hospitals, as well as their trafficking , subjecting them to forced labor and all forms of slavery, and other violations and abuses committed against children affected by armed conflicts.	1
President Abbas also told me that &quot;the illegal transfer of large quantities of weapons to refugee camps by some Palestinian groups threatens Lebanon and does not serve the Palestinian cause.&quot;	1
Condemning acts of kidnapping and hostage-taking for the purpose of raising funds or obtaining political concessions, and expressing the need to address this matter,	1
The Executive Directorate will also continue its constructive dialogue with Member States through meetings at United Nations Headquarters, visits, workshops and video conferences with officials in relevant capitals, to inform the Committee of Member Statesâ implementation of various elements of counter-terrorism resolutions, including To complete initial implementation assessments, new steps taken to combat terrorism, and complementary measures to facilitate the provision of technical assistance.	0
This report also establishes three specific approaches to strengthening the implementation of sanctions. :: Firstly, preventing ransom payments from being paid to Al-Qaeda and its affiliated groups, with the aim of strengthening the asset freezing process:: Secondly, using biological inferences and making changes in national standards to identify unauthorized passengers using means of travel, in order to reinforce the travel ban on individuals on the list :: Thirdly Promote analysis of improvised explosive devices used by Al-Qaeda and its affiliated groups and take measures to limit the availability of components of such devices.	0
The Security Council recognizes that the human rights of women and girls are seriously jeopardized in situations of armed conflict and post-conflict, and notes that members of civil society active in women&#39;s human rights issues may be vulnerable to targeting in some of these situations.	1
A senior government official who participated in the recruitment process told the Commission that tribal leaders were receiving donations and gifts for their recruitment efforts and according to the number of people they were able to recruit.	0
27. In addition, the Committee decided that the list of items, materials, equipment, goods and technology related to ballistic missile programs contained in the annex to the previous report of the Committee (S/2014/253) overrides the previous list (see S/20142/947) and is subject to the measures imposed by the Security Council in Paragraphs 8 (a), (b) and (c) of resolution 1718 (2006).	1
57 - The self-interest of those who oppose the establishment of a real government has remained one of the constant facts, and the monitoring team revealed in its two previous reports the details of this basic problem that Somalia suffers from. This problem still exists, and the main topic of this report has become the continuing trend towards an escalation in the potential for violence to erupt within a pattern based on protecting entrenched vested interests.	1
24. The Committee, with the assistance of its Executive Directorate, has arranged special events with Member States and international and regional organizations on a number of topical issues of common concern, including combating terrorism through the use of new communications and information technologies.	0
11. In the same informal consultations, the Committee heard, in a video conference, a briefing by, at its request, two representatives of the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo, which addressed the Missionâs mandate with regard to sanctions monitoring and, in particular, the tracing and marking of weapons.	0
The expert group recommended, inter alia, the establishment of an independent international mechanism entrusted with concurrent tasks to monitor the domestic accountability process and conduct independent investigations.	0
On 23 August, the Vice-Chairman of the Security Council Committee established pursuant to resolution 1718 (2006) submitted to the Council his 90-day report on the work of the Committee.	0
The Group believes that the ban could have the greatest impact on these and other high-priority threats, such as the use of man-portable air defense systems, if it were more closely linked to other counter-proliferation and arms control regimes.	1
In their comments, Council members expressed grave concern over recent developments, stressed the need to establish border security mechanisms, and called on both parties to take steps to normalize their relations.	1
But despite these achievements, challenges to the government&#39;s authority and effective control over its national territory still need to be overcome.	1
The Security Council adopted its resolution 2042 (2012), dated 14 April 2012, which took note of the Syrian governmentâs commitment to the plan of the United Nations Special Envoy, Mr. Annan, and stressed the need to implement it with all its elements in a rapid, comprehensive and immediate manner. It also called on all parties in Syria, including In opposition to the immediate cessation of armed violence in all its forms, it also expressed the intention to immediately establish, after consultation between the Secretary-General and the Syrian Government, a United Nations monitoring mission in Syria in order to monitor the cessation of armed violence in all its forms by all parties.	1
âThe Security Council once again expresses its deep concern about the effects of instability in northern Mali on the Sahel region and beyond, and stresses the need to quickly address this crisis through a comprehensive strategic approach with the aim of ensuring the territorial integrity of Mali, restoring stability therein, and preventing continued destabilization of the countries of the Sahel region.	1
These measures are sometimes applied in the context of preventive measures when terrorist acts are allegedly still in the preparatory stage.	1
Most Governments also appear to be strongly committed to ensuring that law enforcement agencies respect human rights, although in some cases serious concerns have been raised about violations by security forces.	1
His unwillingness to uphold the rule of law and ensure respect for the sovereignty and territorial integrity of a UN Member State has undermined his credibility as well as his legal and moral authority.	1
However, widespread strikes and blockades by armed and unarmed political groups, parties and groups have mostly disrupted humanitarian activities and access to health and education services in the Terai region.	0
Uganda&#39;s only concern and categorical demand remains that the LRA terrorists be immediately disarmed, arrested and brought to justice.	1
The short-term focus will be on border and natural resources control in Ituri, restricting the movement of ADF/ONLA elements in North Kivu, and monitoring areas vacated by FDLR following joint operations by MONUSCO and FARDC, Assisting the Congolese National Police to provide security to the population in South Kivu.	0
It is important that cases of domestic violence and sexual assault are formally prosecuted in accordance with the new criminal law.	1
Dutch prosecutors then sought to impose a ban on the foundation, dissolve it, and hand over any credit balances in the organization&#39;s bank account to the state, but the court decided that the government had not proven that the Al-Haramain Foundation&#39;s branch in the Netherlands, which is independent and separate from the international organization, had supported terrorism, Dutch prosecutors stated. They will appeal the court&#39;s ruling, and will seek additional information about Al Haramain and about Mr. Al Aqel from the United States.	1
1 - Condemns violent extremism that can lead to terrorism, sectarian violence and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters give up their weapons and completely cease committing terrorist acts and participating in armed conflicts;	1
Given these groups&#39; long-standing hostility to the United Nations, this suggests a continuing threat to mission personnel.	1
South Africa stresses that, given the scale of these challenges, a comprehensive strategy is required that includes security, humanitarian efforts, good governance, and socio-economic development.	1
115. Two unarmed Eastern Rapid Response Unit officers were attacked by members of the protesting crowd in Gleno on 8 May, as described in paragraphs 61 to 63 above.	0
âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission in Afghanistan, and the efforts of the Special Envoy of the Secretary-General for Afghanistan, to facilitate the political process aimed at achieving the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of society.â Afghan, and reaffirms its position that the United Nations must continue to play its essential and impartial role in international efforts to reach a peaceful settlement of the Afghan conflict.	0
Furthermore, the Monitoring Group&#39;s dealings with Member States and the Committee would change significantly if it became an arbiter in the listing and de-listing decision-making process.	0
Condemns all attacks directed against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice.	1
It is recognized that the Committee should take into account all international codes, standards and best practices relevant to the implementation of resolution 1373 (2001) while monitoring its implementation by States.	0
It is also surprising that no members of the parallel forces were arrested or prosecuted for these crimes.	0
This traditional discrimination practiced under the Songbun regime has been further complicated by the widening application of marketization in the Democratic People&#39;s Republic of Korea and the growing influence of money, including foreign exchange, and its increasing influence on people&#39;s ability to increase their access to their economic, social and cultural rights.	0
However, my delegation notes with regret that the security situation remains a cause for concern.	1
We call on the Palestinian Authority to do everything in its power to stop these attacks.	1
We believe that Somalia faces a challenge similar to that of a marathon runner, because the drafting of the constitution must be completed by 20 April and its adoption completed by 22 May.	1
49. The Government also continued its efforts to provide food assistance to vulnerable and food-insecure segments of the population with support from the World Food Program through the Maternal and Child Nutrition Program of the Ministry of Health (47,000 beneficiaries) in 2010 until 30 June and the School Feeding Program of the Ministry of Health. Education (241,000 beneficiaries) and Food for Work program (600 beneficiaries) targeting communities in need of food. On May 27, a food production factory was opened for distribution through the Maternal and Child Nutrition Programme, with technical and administrative support from the World Food Programme.	0
17. More than 8,000 people were recorded killed in Afghanistan in insurgent-involved incidents during 2007 (A/62/722-S/2008/159, para. 17), compared to 6,000 killed as a result of all types of violence in 2006.	0
Its assessment is contained in reports issued twice a month, a practice that has contributed to raising awareness of human rights problems.	0
The request of the Government of Kuwait regarding the claim related to the real estate ownership of a deceased prisoner should not be accepted, given that this issue actually constitutes a request to submit a claim regarding the part related to the real estate ownership after the expiry of the deadline for accepting claims, and that the Secretariat be requested to inform the Government of Kuwait of this.	1
As I said previously, the double standards when confronting terrorism and terrorist groups is another important matter of deep concern and seriously undermines what the international community is doing in the collective fight against terrorism.	1
We look forward to deepening our relationship with the United Nations in the coming period.	0
This resulted from prioritizing the further reform of the police structure pursuant to a directive from the European Commission for Bosnia and Herzegovina following the failure of Bosnia and Herzegovina to reach an agreement on its accession to the European Union.	1
As previously reported, the destruction of all 12 production facilities is expected to be completed by the end of June 2015, with possible slight delays.	0
During this period, the Commission will continue its investigation into the crime and assist the Lebanese authorities in continuing the investigation.	0
Ms. Tagliavini reported that much of the fighting has stopped since the signing of the Minsk documents, but fighting is still continuing in some strategic locations, including the outskirts of the city in the port of Mariupol on the Black Sea, and around Donetsk airport, without taking into account the ceasefire and the Minsk agreements.	0
International partners and human rights defenders unanimously condemned the government&#39;s decision to expel the Director of the United Nations Joint Human Rights Office following the publication of a human rights report on violations allegedly committed by police during Operation Likofi.	1
19. The establishment of the group on resolution 1624 (2005) and human rights aspects of counter-terrorism will: First, enable the Executive Directorate to contribute to the Committeeâs consideration of how it can assist Member States in addressing issues such as incitement to terrorism and the intercultural dialogue it has raised Resolution 1624 (2005).	0
Problems that remained during the reporting period included illegal side roads established on the administrative border line and smuggling activities.	0
âThe Security Council welcomes the steps taken to implement a strengthened, comprehensive and more regional approach to the humanitarian situation, including assistance to victims of sexual violence and other attacks, and urges further progress in this regard.	0
Terrorist and other non-State armed groups with access to transnational crime markets may have less incentive to exit a conflict situation and enter into a political settlement.	0
Welcoming the continued work of the Government of Iraq towards a unified, federal, democratic, pluralistic Iraq, in which human rights are fully respected,	0
This perception may further radicalize some Albanian nationalist elements in Kosovo, and may place Kosovo&#39;s minorities at increased risk.	1
States cannot ignore this basic obligation without any consequences for their illegal behavior.	1
The Mission&#39;s police strength began to be gradually reduced in April and was reduced in May, to a total of 22 officers.	0
When the situation in Haiti is addressed within the framework of the United Nations, all attention is almost always focused on so-called security issues, which in practice reduces the urgent attention needed to the country&#39;s serious structural, economic and social problems.	1
Although training of the Armed Forces of the Republic of the Congo and Congolese National Police units remains essential, any armed forces training program should be linked to the establishment of an effective supply chain within the army in order to ensure sustainability of efforts and continuity of investment.	0
The plunder mainly affected African tribes, and targeted property necessary for those tribes&#39; survival and livelihood.	0
The Council reaffirms its determination to continue to vigorously combat impunity and support accountability through appropriate means.	1
I commend the introduction to the annual report for 2007-2008, prepared by the delegation of Viet Nam, for providing a summary and substantive analysis of the Council&#39;s activities in all regions and on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.	0
75. In the conflict in Darfur, the Government faces resistance from at least two organized armed rebel groups, the Sudan Liberation Movement/Army and the Justice and Equality Movement.	0
:: Provision of external and internal security (screening procedures to isolate armed elements from civilians; demobilization and disarmament measures; technical assistance and training by international civilian police and/or military observers; establishment of camps away from international borders and danger zones; regional and subregional arrangements).	0
A shift in the Mission&#39;s strength alone will not bring about the changes necessary to implement its mandate more effectively; This must include a change in the behavior of some troop-contributing countries.	1
2 - Instructs the sanctions committees established by the Security Council, including those established pursuant to resolutions 1718 (2006), 1636 (2005), 1591 (2005), 1572 (2004), 1533 (2004), 1521 (2005) and 1518 (2003). 1267 (1999), 1132 (1997), 918 (1994) and 751 (1992) to revise its guidelines accordingly;	0
1 - Decides that all States shall take the following measures with respect to individuals and entities previously designated as the Taliban, and other associated groups, institutions, entities and individuals, as specified in Sections A (âIndividuals Associated with the Talibanâ) and Section B ( âOther entities, groups and institutions associated with the Taliban movementâ) from the consolidated list of the Committee established pursuant to resolution 1267 (1999) and resolution 1333 (2000), as of the date of this resolution, as well as all other individuals, groups, institutions and entities who participate with the Taliban in posing a threat to peace and stability and security in Afghanistan as determined by the Committee established under paragraph 30 (hereinafter referred to as âthe Listâ):	1
On 5 July, the Mission and the Force conducted joint patrols in the Gali district, on 21 August in the Zugdidi sector (both on the Georgian side) and on 22 September in the lower Kodori Valley.	0
Colonel Leary sent messengers to convey the matter to the soldiers who were not within earshot.	0
118 - Terrorism is one of the driving factors in an increasing number of conflict situations, especially in the Sahel and Maghreb regions.	1
118 - There are some other circumstances that must be taken into account with regard to the planning stage of the crime, namely the surveillance measures targeting Mr. Hariri, carried out by the Internal Security Forces, and the fact that the Military Intelligence Service planted eavesdropping devices on Mr. Haririâs phones (see the section entitled ââ Hariri&#39;s phones were tapped.	0
10 people were interrogated on the day of the explosion, while approximately 40 people were interrogated over the following two months.	0
Several delegations felt that decisions to advance outstanding issues were being taken with difficulty in view of the current internal situations, in particular the conflict in South Sudan.	1
Government leaders and supporters, for their part, accused the National Movement of CÃ´te d&#39;Ivoire and other &quot;rebel movements&quot; of using foreign forces and committing atrocities, most notably the killing of dozens of gendarmes in Bouake.	1
Convinced that it is unacceptable, in principle, for anyone, anywhere to escape responsibility for a terrorist act for any reason, including as a result of his or her own obstruction or failure to cooperate sincerely with the investigation,	1
This will require a clear position, especially, frankly, from the United States of America.	1
To avoid a new wave of violence, both parties and the international community must take immediate action.	1
49. It is clear that when MINURSO begins its withdrawal from Berao, on 21 October 2010, national forces in the Central African Republic may not be in a position to deploy and supply additional forces immediately.	1
Therefore, United Nations counter-terrorism bodies should address these shortcomings with more seriousness and dedication.	1
The multi-ethnic character of Kosovo and Metohija mentioned in the report was ignored, and this neglect is most evident in the judicial system that was established in Kosovo and Metohija (para. 57).	1
Calls upon all parties to the conflict to immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, in line with resolution 1820 (2008);	1
Southern Africa&#39;s natural resources, transnational crime, and the availability of small arms in the context of past conflicts can all make that region a target for money launderers, international criminal organizations, drug traffickers, and terrorist groups.	0
The Court of First Instance’s push to issue an arrest warrant against a head of state on March 4, 2009, sparked massive popular reactions and dealt a new setback to hopes for peace and stability.	1
2 - Decides that all States shall take the following measures with respect to Osama bin Laden, members of Al-Qaeda, the Taliban and other associated groups, individuals, projects and entities, as set out in the list established pursuant to resolution 1267 (1999) and resolution 1333 (2000) which will be regularly updated by the Committee established pursuant to resolution 1267 (1999) and resolution 1333 (2000). By Resolution 1267 (1999) hereinafter referred to as âthe Committeeâ:	0
Recalls that the excessive accumulation of small arms and light weapons and the resulting destabilization constitute a major impediment to the provision of humanitarian assistance and are likely to exacerbate and prolong conflicts, put civilians at risk, and undermine the security and confidence necessary for the return of peace and stability...	1
Many of these countries have not reviewed the non-profit sector for risks related to terrorist financing, but the United Kingdom, in particular, has put in place mechanisms to assess and protect this sector, as well as through the Charity Commissionâs international programme, which seeks to secure Communicate operations internationally and help build capacity in other parts of the world.	0
Despite the remarkable progress we have made, the complex political, security and economic environment continues to pose significant challenges to the elected leaders charged with normalizing the situation in our country.	1
70. Within the framework of the Working Group on Combating the Financing of Terrorism of the Counter-Terrorism Implementation Committee and its global initiative on protecting non-profit organizations from being exploited by terrorism, the Directorate organized a regional workshop for Member States from East Africa, in Nairobi in March. March 2012. The workshop discussed national practices and identified oversight shortcomings in the non-profit sector with regard to specific terrorist financing risks.	0
