ar_en_DEEP	VerCoop
At the end of the fourth round of negotiations in late November, there was no change in the parties' positions on the main issues.	1
Urges appropriate regional and subregional bodies to give particular consideration to the development and implementation of policies, activities and information campaigns on behalf of women and girls affected by sexual violence in armed conflict.	1
80. UNOCI staff regularly expressed frustration that they did not have good intelligence to follow up on and the technical skills needed to fulfill their mandate.	0
The Center has prepared a withdrawal strategy to address the transfer of responsibilities, including continued clearance of any remaining hazards, mine awareness and victim assistance, to the appropriate departments of the Joint Interim Administrative Structure.	0
According to witness accounts, civilians including women, children and the elderly were targeted during the attack.	0
Condemns the use of [the national radio and television station] and other media to incite discrimination, hostility, hatred and violence, including against the [relevant United Nations mission], as well as acts of intimidation and violence against journalists and calls for the lifting of all restrictions on the exercise of the right to freedom of expression in [ country in question];	0
13. During the reporting period, the Committee received 14 requests for exemptions from the ban on the supply of non-lethal military equipment pursuant to paragraph 3 of resolution 1356 (2001), one request for exemptions from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007) and one notification pursuant to paragraph 6 of resolution 1744 (2007).	1
The Committee removed five names from the list in January 2010 and another five names in July 2010, two of which were names of deceased individuals and the rest of which were names of individuals considered to have reconciled with the Afghan government.	0
The Executive Directorate will also continue its constructive dialogue with Member States through meetings held at United Nations Headquarters, visits, workshops and video conferences with officials in the capitals concerned, with the aim of informing the Committee of Member Statesâ implementation of the elements of the relevant resolutions on countering terrorism, Including the completion of initial implementation assessments, new steps taken to combat terrorism, and emerging issues related to facilitating the provision of technical assistance.	1
18 - Reiterates that peacekeeping and special political missions can, when mandated by the Council, provide Governments of host countries with capacity-building assistance, as requested, to implement their obligations under existing global and regional instruments and to address the illicit trade in small arms and light weapons , including through weapons collection, disarmament, demobilization and reintegration programmes, enhancing physical security and stockpile management practices, strengthening record-keeping and tracking capacities, developing national export and import control systems, improving border security and strengthening the capacities of judicial, police and other law enforcement agencies;	0
The Committee is also considering the possibility of submitting reports collectively at the regional level, and has requested the Monitoring Team to further study this option.	1
Mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council to promote the establishment of media monitoring mechanisms to ensure the effective monitoring, reporting and documentation of any incidents, sources and content inciting âhate mediaâ.	1
On 5 November, the Council held consultations on the Syrian Arab Republic and heard a briefing via videoconference from Beirut by the Special Adviser to the Secretary-General, Sigrid Kaag, on the implementation of resolution 2118 (2013) and the elimination of the chemical weapons program in the Syrian Arab Republic .	0
(m) Conduct a study on the changing nature of the threat posed by Al-Qaida and the Taliban and on the best measures to confront it, including by establishing a dialogue with relevant researchers and academic bodies, in consultation with the Committee, and submit a report thereon to the Committee;	1
97 - It has been noted that, in some cases, national security and law enforcement forces may have conducted investigations and taken counter-terrorism measures in isolation from human rights considerations, compared to ordinary criminal policing situations, due to the urgency and specificity of terrorist threats, which is This results in major gaps.	0
In order for countries to provide sufficient patrols to guard long coastlines, they must cooperate by exchanging information and surveillance data between coast guards, navies and customs administrations.	1
The Council intends to intensify its efforts to combat impunity and support accountability for serious crimes committed against women and girls by providing appropriate means, and draws attention to the full range of justice and reconciliation mechanisms that need to be considered, including national, international and mixed criminal tribunals and commissions. Truth and reconciliation to be considered, including national, international and hybrid criminal tribunals, truth and reconciliation commissions, as well as national victim compensation programmes, institutional reforms and traditional dispute resolution mechanisms.	0
Mr. Bralo, who was indicted by the International Criminal Tribunal for the former Yugoslavia for war crimes, surrendered himself on 10 November and was transferred to The Hague on 11 November 2004.	0
85 - The armed forces also have an operations unit called Border Intelligence, whose primary role is to collect information.	0
(b) Criminalizing the intentional provision or collection by nationals of these States of funds, by any means, directly or indirectly, on or in their territories to be used in terrorist acts, or in the knowledge that they will be used in terrorist acts;	0
The workshop represented an important opportunity to discuss means that would further facilitate the implementation of the resolution, including aspects related to the submission of reports by all States and fuller implementation.	1
The Chair took note of the invitation extended by the Country Task Force on Monitoring and Reporting to the Working Group to visit South Sudan and suggested that the Working Group issue a press release on the meeting held, in accordance with the terms of reference of the Working Group.	1
âThe Security Council stresses the importance of a coordinated international response to the causes of conflicts, recognizes the need to develop effective long-term strategies and stresses the need for all United Nations organs and agencies to seek to develop preventive strategies and act within their areas of competence to assist Member States and regional and subregional organizations to eradicate poverty and strengthen cooperation.â Development assistance and the promotion of respect for human rights and fundamental freedoms.	1
324. The Commission and its team reviewed extensive evidence of displacement and conducted a large number of interviews with internally displaced persons in Darfur and refugees in Chad.	0
In addition, the Commission concluded that there were other victims and witnesses who identified attackers from all three categories and said they were Janjaweed.	0
The innovation he brought was to transfer the goal from Muslim countries to the West, especially the United States of America. By describing his terrorism as a struggle between Islam and its enemies, he managed to bring together several diverse and often competing groups under one banner.	0
We believe that Somalia faces a challenge similar to that of a marathon runner, because the drafting of the constitution must be completed by 20 April and its adoption completed by 22 May.	0
âThe Security Council bears in mind the need to continue discussing with international, regional and subregional organizations and arrangements the issue of exchanging experiences and lessons learned in the areas covered by resolution 1540 (2004), and the availability of programs that can facilitate the implementation of the resolution and the areas in which they can provide assistance, by means of Including appointing a focal point or coordinator for the implementation of resolution 1540 (2004).	1
âThe Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, including rape and other forms of sexual and gender-based violence, killing and maiming, which are contrary to international law.	1
One of the raids targeted Kansafra Hospital, destroying its infrastructure and equipment.	0
In resolution 22/13, the Council mandated the Committee to investigate the systematic, widespread and gross violations of human rights in this country with a view to ensuring full accountability, especially for violations that may constitute crimes against humanity.	1
44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.	0
Calling on parties to armed conflict to protect United Nations peacekeeping operations and other relevant missions authorized by the Security Council, as well as humanitarian organizations, from the effects of mines and explosive remnants of war, and to make available information regarding the locations of such mines and remnants of which they are aware in the territory in which they operate or will operate. These missions/organizations.	1
91 - The Monitoring Group was mandated to study the changing nature of the threat, including through dialogue with relevant scientists and academic bodies, and to prepare reports thereon.	1
32 - The Committee encourages the Executive Directorate to intensify its dialogue with Member States and regional organizations, on several occasions, including Committee visits, regarding the development of comprehensive and integrated strategies to combat terrorism, and to improve and adjust existing structures and implementation mechanisms available to enhance the capabilities of States and organizations to formulate strategies that enable the maximum achievement of Leverage country visits to advise governments on developing these strategies and continue to work closely within the Office and the working groups of the Counter-Terrorism Implementation Task Force.	1
During the ensuing closed consultations, Council members stressed the importance of making additional efforts to advance security sector reform and establish democratic and effective national institutions.	1
10 - Security Council resolution 1373 (2001) remains of great importance as a topical topic and a key United Nations document in the field of combating terrorism.	1
Many international experts, organizations and agencies in the field of counter-terrorism also believe that it is important to monitor commercially available dual-use systems and items that could be used in terrorist attacks.	1
13. Encourages the Government of Burundi to continue its efforts to expand respect for and protection of human rights, including through the establishment of an independent national human rights body, taking into account the Paris Principles set out in General Assembly resolution 48/134, and further encourages it to put an end to impunity, and to Takes the necessary measures to ensure the full enjoyment by its citizens of their civil, political, social, economic and cultural rights without fear or intimidation, as enshrined in the Constitution of Burundi and stipulated in international human rights instruments, including those ratified by Burundi;	1
The Security Council renews its call upon States to become parties as soon as possible to all international conventions and protocols relating to terrorism and to implement the conventions and protocols to which they are parties.	1
As this partial list demonstrates, there is a clear trend by the international community towards the use of commissions of inquiry and fact-finding missions in the context of accountability efforts.	1
The police officers stationed at the bridge felt that they had lost control due to the meeting of the two groups of demonstrators. They fired twice in the air and tried to escape.	0
These changes, in addition to renewing hope among the people of the Republic, have provided the mission with a new opportunity to improve its consultations with the federal authorities and engage in constructive dialogue on issues of mutual interest.	1
While the threat posed by Al-Qaeda as a global terrorist organization has diminished, the threat of Al-Qaeda affiliates and infectious ideas remains.	0
Calls upon all parties to armed conflicts to immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including measures such as the enforcement of appropriate military disciplinary measures, adherence to the principle of command responsibility, and training of forces to prohibit all forms of sexual violence committed against An absolute ban on civilians, exposing false ideas that fuel sexual violence, and screening candidates to join the national military and security forces to ensure the exclusion of those linked to serious violations of international humanitarian law and international human rights law, including sexual violence.	1
On the one hand, there are those who saw it as natural for the country to determine the conditions for citizenship or nationality, while others, on the other hand, condemned the exploitation of this concept because it was the origin of the explosive crisis in CÃ´te d'Ivoire.	0
Recommendations were also made regarding the participation of national parties to ensure adequate knowledge of the social, political and cultural background of the cases, and at the same time to promote the growth of the national judicial sector.	1
We also decided to hold two debates on the themes of conflict prevention and children in armed conflict on 20 and 26 July, respectively.	1
We have made contact with many of its officials at various levels to urge them to take firm and immediate steps to disarm these terrorists, arrest them, and hand them over to the United Nations Mission in the Democratic Republic of the Congo to stand trial for the crimes against humanity they have committed over the years.	1
208. The Commission submitted to the Commission of Inquiry a list of the number of casualties sustained and the number of weapons stolen during the period from January 2003 to November 2004. With regard to the army, it claimed that 937 individuals were killed, 2,264 individuals were injured and 629 individuals were missing. And 934 weapons were stolen. Regarding the police, the Commission claimed that 685 policemen were killed, 500 policemen were injured, 62 policemen were missing, and that 1,247 weapons had been stolen. Regarding the Security and Intelligence Service, it claimed that 64 members were killed, one member was injured, 26 members were missing, and that 91 weapons were stolen.	0
âThe Security Council calls on the countries of the Sahel, West Africa and the Maghreb to strengthen cooperation and coordination between regions in order to develop comprehensive and effective strategies to combat the activities of terrorist groups in a comprehensive and integrated manner, to prevent the spread of all weapons and to curb transnational organized crime, including illicit activities such as Drug trafficking.	1
The authorities agreed that people of Albanian descent were victims of social and institutional discrimination and recognized that confidence-building measures, such as the integration of ethnic Albanians into the local police force and increasing representation in political institutions, would go a long way towards alleviating tensions and bringing stability to the region. Over a longer period.	1
The Security Council commends the efforts made by the League of Arab States to contribute to collective efforts aimed at settling conflicts in the Middle East through peaceful means, in addition to strengthening international responses to the changes taking place in the region, and encourages it to continue these efforts, reaffirming its strong commitment to the sovereignty, independence, unity and territorial integrity of the States of the region, and to the purposes and principles of the Charter.	1
Calling on parties to the armed conflict, states and other relevant actors to provide assistance in terms of care, rehabilitation and economic and social integration of victims of explosive remnants of war, as well as their families and communities.	0
At the 5764th meeting of the Security Council held on 22 October 2007, in the context of the Councilâs consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	1
However, States should similarly criminalize acts committed against any other State.	0
On Saturday, December 27, 2003, in the village of Domai Tamit in South Darfur: âWe were attacked in the early morning, around the time of dawn prayer, at about 5:30. [The witness showed a bullet wound in his leg]. The attackers were riding horses and camels, and some of them were They wear a uniform.	0
After a lengthy confrontation with the crowd, Deputy Commander-in-Chief Babu disarmed six eastern officers from the Rapid Response Unit and took off their bulletproof vests. They were escorted to vehicles that were waiting for them.	0
As the Panel has previously pointed out, inadequate restrictions serve no useful purpose: sanctions cannot be properly applied against those they target, unwitting members of the public with similar names suffer real consequences, and the private sector and officials at borders and elsewhere waste valuable time and effort. In trying to identify similar names one can never be certain, and the sanctions system as a whole loses support.	0
Repeated attacks on international diplomats in Benghazi and Tripoli demonstrate this presence.	0
The Security Council reaffirms the principle of non-refoulement of refugees as set out in relevant international law instruments, welcomes recent efforts by neighboring countries [affected State] to support the voluntary, safe and dignified return of refugees, and urges host countries to continue to provide international protection to Refugees [who] need it and the international community is encouraged to provide the necessary assistance for this.	1
Four countries specifically introduced measures to suppress terrorist recruitment.	1
âThe Security Council recalls its resolutions 1265 (1999) of 17 September 1999 and 1296 (2000) of 19 April 2000 on the protection of civilians in armed conflict, and the statements of its President of 12 February 1999 (S/1999/6 ) and 15 March 2002 (S/2002/6) and 20 December 2002 (S/2002/41), and reaffirms the need to protect civilians in armed conflicts as an important item on the Councilâs agenda.	1
But urgent measures are needed to revitalize the brigade, while at the same time ensuring a more active contribution from the framework brigades both in terms of operations to disable armed groups and protect civilians.	1
9. Calls upon all States to cooperate fully with the Committee established under paragraph 6 above in carrying out its tasks, including by providing information requested by the Committee pursuant to this resolution;	1
10 - Emphasizes the urgent necessity of the full and immediate implementation of this resolution with respect to foreign terrorist fighters, and stresses the particular and urgent necessity of implementing this resolution with respect to foreign terrorist fighters associated with ISIS, the Al-Nusra Front, and other Al-Qaeda cells or groups associated with it, splintered from it, or affiliated with it, identified by the Committee, and expresses its willingness to consider including in the list, pursuant to resolution 2161 (2014), individuals associated with Al-Qaida who commit the acts identified in paragraph 6 above;	0
Uganda's only concern and categorical demand remains that the LRA terrorists be immediately disarmed, arrested and brought to justice.	0
The Council also decided that the overall force levels of the Mission would consist of up to 2,370 personnel and a police component of up to 2,601 personnel, which were the force levels recommended by the Secretary-General; He called on the Secretary-General to ensure that the Mission's strength in the country remained at approximately its then levels until the submission of his next report to the Council, and to notify in that report of any major changes in the situation.	1
If a decision is made to prosecute all individuals who have received weapons for illegal possession, the Committee will have records identifying these persons.	0
Second, the lack of information creates frustration and discontent among those responsible for verifying the list on which effective implementation depends most, increasing the risk that listed names will not be detected and that measures will be applied to unintended targets.	0
94. Despite recent progress, logistical, political and security constraints will make the demobilization and reintegration of the 180,000 ex-combatants planned by the end of the Comprehensive Peace Agreement period very difficult.	0
Visits by the President to selected countries 29. Pursuant to paragraph 37 of resolution 1822 (2008), the President made two visits in 2009, the first on 9 June 2009, at the invitation of the Russian Federation, where he attended a meeting of the special intelligence service, security agencies and enforcement organizations The law was held in Irkutsk, Russian Federation. On 8 and 9 October 2009, the President traveled to Brussels, Belgium to hold discussions with officials of the European Union institutions on the implementation of sanctions measures by the European Union and its 27 Member States.	1
Reaffirming also its resolution 1368 (2001) of 12 September 2001 and its resolution 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to eradicate terrorism, in accordance with the Charter of the United Nations,	1
The Council recognized the usefulness of annual briefings by military component chiefs and also said that it would welcome police chiefs providing similar briefings to it in order to improve their understanding of operational challenges.	1
In general, the policy of attacking, killing and forcibly displacing members of some tribes does not indicate a specific intention to completely or partially exterminate a group distinguished by certain ethnic, racial, national or religious characteristics.	0
110 - Training is an essential element for the success of any attack, and it is important to recall that the arms embargo specifically includes training (resolution 1617 (2005), paragraph 1 (c)).	0
While one speaker acknowledged that the Council's work had changed dramatically over the past fifteen years, he noted that the trend was toward greater openness.	1
It seems clear that listed terrorists are still able to collect and receive funds from sympathizers outside their immediate circle.	0
At the end of the reporting period, AMISOM consisted of a protection force of 4,100 personnel, 634 military observers and 862 police officers, as well as international civil servants.	0
A number of training courses were organized; Established standardized implementation procedures; Promotional activities were organized emphasizing country strategies to address gender-based violence. H1. Continue to develop and fully implement codes of conduct and disciplinary procedures for all categories of United Nations staff, relevant individuals and partners to prevent and respond to sexual exploitation, strengthen monitoring mechanisms, and effectively investigate and consider cases of alleged misconduct.	0
Then they attacked the police station, killing two policemen and taking weapons and ammunition from it.	0
At the 5798th meeting of the Security Council held on 11 December 2007 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	1
123 - When militias participate with the armed forces in an attack, they can be said to be operating under the effective control of the government, in full accordance with the concept of control (established in 1999 in the Tadic case (Appeal), paras. 98-145).	0
The Commission found evidence indicating that Arab tribes have begun settling in areas previously inhabited by displaced persons, thereby also preventing the eventual return of displaced persons.	0
The aim of this practice was to reduce the possibility of weapons losses as a result of operations undertaken by naval task forces.	0
14 - All victims, including victims of home destruction and eviction incidents, should receive full and adequate compensation.	0
11 - Urges all Member States, in particular the States of the Sahel and Maghreb regions, to coordinate their efforts to prevent the serious threat to international and regional security posed by terrorist groups that cross national borders and seek safe haven in the Sahel region, and to enhance cooperation and coordination in order to put Comprehensive and effective strategies to address in a comprehensive and integrated manner the activities of terrorist groups, prevent the expansion of those groups and limit the spread of all types of weapons and transnational organized crimes;	1
Combating terrorist rhetoric and extremism associated with violence	1
However, I remain concerned about continued restrictions on the freedom of movement of United Nations military observers seeking to visit units, headquarters and fortified points of the parties for verification purposes.	0
Private Francisco Amaral from the Defense Forces appeared at the intersection with the Ministry of Justice. His uniform was stained with blood.	0
The Special Representative of the Secretary-General stressed that women live in deplorable conditions without access to health and legal services, and she believed that it would be very difficult to address this situation, especially given the culture of silence and the lack of institutions for investigation and prosecution.	0
Despite this decision, the destruction continues.	0
I have the honor to inform you that I have received from the Government of Pakistan a request to establish an international commission on the assassination of former Prime Minister of Pakistan, Mohtarma Benazir Bhutto, on 27 December 2007.	1
When discussing the role of the Council President, several participants acknowledged the need to avoid two âtrapsâ: first, to follow a national agenda to direct the Council towards specific interests; Second, adopting a leadership style that exaggerates isolation and adherence to formalities.	1
Porous borders remain a challenge for effective border control, and regional approaches and best practices (eg community policing) need to be developed to address those challenges.	0
It is clear that this was due to the aforementioned countries' rejection of his measures.	0
(e) The Committee attaches great importance to coordination with experts from other subsidiary bodies of the Security Council concerned with counter-terrorism in preparing for visits and in simplifying reporting procedures;	1
They also reiterated their call on all Afghan parties to work together for peace and to establish a broad-based, multi-ethnic and representative government.	1
(d) Issue a declaration of extraordinary danger for the purposes of Article 1 (c) (ii) of the Convention relating to the Safety of United Nations and Associated Personnel, if the Security Council, in its assessment of the circumstances, considers that the prevailing circumstances require such a declaration to be made, and to invite the Secretary-General To inform the Council of the existence of circumstances that require the issuance of such a declaration in its discretion;	1
In the context of the High Commissionerâs call for a deeper analysis of the common goals between the human rights, development and security communities, and then at the level of the United Nations system and member states, she stressed that human rights violations are often a root cause of the outbreak of armed conflicts, as was the case in Somalia and Bosnia and Herzegovina.	1
However, this is far from a simple measure, not least because the national agencies that typically work in the counter-terrorism arena (for example the police, Immigration and Customs Enforcement, intelligence agencies), are not necessarily the agencies responsible for Policies to combat claims of extremist or hate-based ideologies.	0
The Commission notes the emergence of a clear pattern of looting and rape by the Janjawid during the conflict in Darfur, which the individuals identified by the Commission could not have been unaware of.	0
The United States urges the Haitian authorities to fulfill their pledge to fill all six vacancies on the Supreme Court by October 3, 2011.	0
In this context, Council members stressed the need to draw lessons from the armed confrontation that followed the presidential elections held in the country in 2010.	0
Recognizing that most States have made binding legal commitments under treaties to which they are parties, or have undertaken other obligations with the aim of preventing the spread of nuclear, chemical or biological weapons, and have taken effective measures, such as required by the Convention on the Physical Protection of Nuclear Material and the measures recommended in the Code of Conduct for the Safety and Security of Radioactive Sources established by the International Atomic Energy Agency,	1
This working group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies in which participants identified a set of principles that Member States and regional organizations should consider when developing their strategies in this regard.	1
The establishment of regulatory bodies and the continued development of the banking sector are considered among the achievements that contribute to possible economic development.	0
He expressed his continued concern about the unilateral measures, restrictions and provocations in the holy places in Jerusalem.	0
The Force also identified some military assets that were underutilized and could be repatriated without harming the Mission's ability to conduct operations.	0
There is information indicating that they had effective general control over the military personnel fighting for the benefit of the rebel groups, and therefore they were aware of some of the crimes committed by those military personnel, or at least they were supposed to be aware of what was happening, but they did not take any action. To stop the atrocities being committed.	0
- It has become easier, in an increasingly globalized world, for terrorists to exploit advanced technology, communications and resources to achieve their criminal goals.	0
Although the Committee did not accept information indicating that the former Prime Minister gave instructions to Ray Luce to "get rid of" his political opponents during a meeting on 8 May, it is satisfied, on the basis of all the information available to it, that there are reasonable suspicions that the Prime Minister The former was at least aware of the distribution of police weapons to civilians.	0
113. The Group also believes, based on its overall analysis, that the Council may wish to request that all States, in particular arms-exporting countries, exercise the highest degree of responsibility in transactions relating to small arms and light weapons to prevent the illicit transfer and re-export of arms and related materials , in violation of the measures stipulated in the decisions related to Al-Qaeda/Taliban.	1
Conscripts are then placed under regular army command, and usually wear the same uniform as the unit they are fighting with.	0
Calls upon parties to armed conflicts to make and implement specific commitments to combat sexual violence with specific time frames, including, inter alia, issuing clear orders through the chain of command prohibiting sexual violence and enshrining the prohibition of sexual violence in codes of conduct and military field operations manuals or their equivalents. Make and implement specific commitments to investigate alleged attacks in a timely manner and to hold perpetrators accountable;	1
The parties informed their constituencies, including Malian refugees residing in Mauritania and Niger, of the content of the document.	1
At the same time, multiple groups affiliated with Al-Qaeda emerge, often independently, with generational, geographic, ethnic, structural, and operational changes.	0
âThe Security Council reaffirms its primary responsibility for the maintenance of international peace and security in accordance with the Charter of the United Nations, and recognizes the primary responsibility of States to eliminate the phenomenon of piracy and armed robbery at sea.	1
The Council also expresses its concern about continuing reports of LRA attacks in the Central African Republic, in areas extending west to Bangassou, as well as in the Democratic Republic of the Congo.	0
The High Representative/Special Representative has made it clear that, given the failure of the Republika Srpska authorities, in particular the Ministry of the Interior, to arrest persons accused of war crimes, and the failure of Bosnia and Herzegovina to join the NATO Peace Partnership, the Commission will be entrusted with the task of making recommendations for the establishment of a single and effective police structure For the whole of Bosnia and Herzegovina.	0
âThe Security Council welcomes the important continuing efforts made by the African Union and subregional organizations, in line with Security Council resolutions and decisions, to resolve conflicts and promote human rights, democracy, the rule of law and constitutional order in Africa,	1
Strengthening the protection of civilians in armed conflict is at the heart of the work of the United Nations Security Council related to the maintenance of peace and security.	1
The Mission considers that the treatment received by detainees during their arrest and interrogation could be considered acts of torture and other cruel, inhuman or degrading treatment or punishment.	0
63 - The number and scope of terrorist attacks attributed to Al-Qaeda demonstrate that the network remains active and continues to have sufficient financial resources to support its activities.	1
Under this amendment, which is in line with the provisions of Article 5 of the Council of Europe Convention on the Prevention of Terrorism, violators are subject to a prison sentence of 30 years.	0
A number of detainees held by the Moroccan authorities went on a hunger strike during the period extending from the beginning of August to 29 September.	0
The Council stresses its readiness to take action against any party seeking to undermine the peace process by any means, especially by not adhering to this cessation of hostilities or obstructing the talks, the peacekeeping process, or the provision of humanitarian aid.	0
The frequency of attacks is increasing, and this includes attacks launched using rocket artillery, and there are large numbers of people who can be recruited.	0
144. Although the Committee is aware that the Commander of the Defense Force was facing a mass strike of personnel and the need to maintain discipline in the force, it notes significant discrepancies between the actions he took and those required by law. The Defense Force Commander announced to the public on 16 March that the petitioners should be considered civilians starting from 1 March. The Defense Force delegated the provision of legal advice to the internationally appointed Legal Adviser of the Council of Ministers. There was no legal advisor within the Defense Forces or the Ministry.	0
The European Union stressed the need for any national Somali military force to be established within the framework of the national plan to achieve security and stability, and in a manner consistent with the statement of the President of the Security Council of 14 July 2005.	1
4 - Groups affiliated with Al-Qaeda often emerge independently, and changes are observed in them related to generational differences, geographical, ethnic, structural and operational changes.	0
4 - Subparagraph 1 (c) of resolution EC-M-33/DEC.1 requires that the Syrian Arab Republic complete the elimination of all its chemical weapons materials and equipment in the first half of 2014.	1
43 - As the demonstration was scheduled to end at 1 pm on Friday, 28 April, it was clear that there had been a tangible change in the condition of the crowds gathered in front of the Government Palace since the early morning.	0
The results of this dialogue will enhance the atmosphere of stability.	1
The first is that the court was established taking into account crimes that are likely to pose a threat to peace and security.	0
Recognizing that international cooperation measures and any measures taken by Member States to prevent and combat terrorism must be fully complied with the provisions of the Charter of the United Nations,	1
The resolution reiterates the importance of fulfilling those obligations and stresses that neither party should undertake any activity that conflicts with those obligations under the roadmap or prejudges final status negotiations.	0
While most Ivorian stakeholders, including President Gbagbo and Prime Minister Soro, made positive comments about the operations of the mobile courts, the opposition Rally of Republicans complained that many Ivorians were unable to access the mobile courts, particularly in the Western Region, due to The presence of militias, even if they are inactive.	0
Therefore, United Nations counter-terrorism bodies should address these shortcomings with more seriousness and dedication.	0
In this context, I also note that President Abbas referred to the Palestinian Authorityâs request to establish a Palestinian diplomatic mission in Beirut, which will contribute to formalizing relations between the Lebanese and Palestinian peoples.	0
âThe Security Council expresses its deep concern about the repercussions of the refugee crisis resulting from the ongoing conflict in Syria, which threatens stability in the entire region.	0
Emphasizing the support of the Secretary-Generalâs Personal Envoy to Western Sahara, Ambassador Christopher Ross, and his work to facilitate negotiations between the parties, welcoming his ongoing consultations with the parties and neighboring States, and looking forward to his visit in the near future to the region, including Western Sahara, as stated in Statement of the informal meeting on Western Sahara held from 11 to 13 March 2012,	1
Reaffirming its commitment to a political settlement of the conflicts in the former Yugoslavia, which preserves the sovereignty and territorial integrity of all States there within their internationally recognized borders,	1
The interlocutors, from opposition parties and civil society across the country, called on the international community to prevent change to the constitution. The international partners believed that the peaceful transfer of power was a prerequisite for the country's peace and stability in the future.	1
(x) Consult with relevant private sector representatives in cooperation, as appropriate, with national authorities, with the aim of encouraging awareness of, and strengthening compliance with, the travel ban and the arms embargo;	1
These meetings will include periodic briefings from the working groups responsible for tracking progress on monitoring and implementation at the national level; and assistance; Cooperation with international organizations, including the Security Council Committee established pursuant to resolution 1267 (1999) and the Security Council Committee established pursuant to resolution 1373 (2001); Transparency and media awareness.	1
This could mean strengthening powers in specific areas such as the police, judiciary, education, culture, media and economy. This could enable the establishment of horizontal links between municipalities where Kosovo Serbs constitute the majority of the population.	1
It is clear that all institutions of law and order in Iraq face serious challenges.	0
An eighth formed police unit from Nigeria is expected to be deployed in October.	0
58. Since the establishment of the Counter-Terrorism Trust Fund, the Executive Directorate has become more efficient in managing contributions in support of its activities.	1
At the invitation of the President of the Economic and Social Council, the President of the Security Council attended a meeting of ad hoc advisory groups on African countries emerging from conflict (Burundi and Guinea-Bissau).	1
These visits include a total of 8 comprehensive visits (Uganda, Uzbekistan, Libyan Arab Jamahiriya, Lao People's Democratic Republic, South Africa, Cambodia, Egypt, and Saudi Arabia); Two regional visits covering six countries (Belgium, Denmark, Luxembourg, and the Netherlands in Western Europe; Burkina Faso and Senegal in West Africa); seven targeted visits (Australia, Panama, Republic of Korea, Singapore, Madagascar, United Kingdom of Great Britain and Northern Ireland, New Zealand), and three follow-up symptom visits (Bangladesh, Kenya, Mali).	1
Among the 57 civilians killed were five children (two of whom died during torture), and 51 rebel fighters.	0
The victim, who was raped 14 times over a one-week period, provided the following information:	0
Reiterates the importance for all relevant [national] institutions and other actors to fully, sequentially, coordinated and timely implement [national justice programmes] in order to accelerate the establishment of an impartial and transparent justice system, end impunity and contribute to the consolidation of the rule of law throughout Country;	1
She said that ISIS and all other parties to the conflict continue to kill and injure residents and destroy villages, towns and cities with impunity.	0
12 - Refers to its resolution 2161 (2014) and its requirement that all States must ensure that no funds, financial assets or economic resources are made available, directly or indirectly, for the benefit of the Islamic State in Iraq and the Levant, the Al-Nusra Front, or other individuals, groups, institutions and entities. associated with Al-Qaeda, through its nationals or any persons present in its territories, and reaffirms the requirement of its resolution 1373 (2001) that all States prohibit their nationals or any persons or entities within their territories from making available any funds, financial assets, economic, financial or other resources of relevant services, directly or indirectly, for the benefit of persons who commit, attempt, facilitate or participate in terrorist acts, or for the benefit of entities owned or controlled, directly or indirectly, by such persons, or by persons and entities that operate In the name of or at the direction of such persons;	0
Encourages troop- and police-contributing countries, in consultation with the Secretary-General, to consider measures they can take to enhance the awareness and responsiveness of their force members participating in United Nations peacekeeping operations to protect civilians, including women and children, and prevent sexual violence against women and girls in conflict and post-conflict situations, including by working, where possible, to send a greater proportion of women to work in peacekeeping or police ranks.	1
Therefore, the Register has become a tool of direct relevance to the work of the Security Council and the General Assembly on small arms and light weapons.	0
The Group also continued to play an active role in developing measures to combat the financing of terrorism through its participation in the plenary sessions of the Financial Action Task Force on Money Laundering and meetings of regional bodies similar to the Task Force.	0
However, the Social Democratic Party, led by the Deputy Prime Minister, announced that it would not withdraw from the coalition to prevent destabilizing the government.	1
