ar_en_TRANSFORMERS	VerConf
The success of counter-terrorism measures depends primarily on the effective coordination of the efforts of the international community to suppress various forms of support for terrorism, in particular the form of its financing.	0
These include the right to life; the prohibition of torture or cruel, inhuman or degrading punishment; the prevention of slavery, the slave trade and servitude; and freedom of thought, conscience and religion.	0
18. In its fourteenth report, the Panel discussed the threat of attacks by Al-Shabaab (S/2013/467, para. 10), the associated entity of Al-Qaida in East Africa based in Somalia.	1
Our main concern in that regard is the fact that, for the report, none of the eight key standards has yet been fully implemented.	1
Further efforts must be made by the Government of Haiti and international humanitarian organizations in the area of preventive activities, such as the provision of sanitation and clean water.	1
Rigorous radicalization may continue to exist in areas in the east.	0
In general, the policy of attacking, killing and forcibly displaced members of certain tribes does not indicate a specific intention to exterminate totally or partially a group characterized by certain racial, ethnic, national or religious elements.	1
The assets freeze would restrict the financiers of terrorism and limit their access to the formal banking system and their ability to develop partnerships with legitimate entities.	0
"The Security Council calls upon Burundi to prevent any support from its territory to armed groups within the Democratic Republic of the Congo.	1
The changing environment in Afghanistan raises questions about the Central Asian groups currently operating there, such as Ansarullah (not listed), the Tajik ethnic dissident of the Islamic Movement of Uzbekistan (QE.I.10.01).	1
Attacks against national and international security forces, personnel of public institutions, humanitarian workers and representatives of States have increased, attacks against polling sites and threats against voter registration teams have increased.	1
As a result, the cut-off limit for security threats has been exceeded for many countries in Africa and beyond, including members of this Council, exposing their weaknesses.	1
One case of Delta in Western Darfur reported that the victim had been beaten to death.	0
In this regard, and pursuant to the communiqu̩ of the Peace and Security Council of 25 November 2014, we request UNHCR and the countries of the region to redouble their joint efforts to mobilize international support, including through the adoption by the United Nations Security Council of a resolution supporting the establishment and deployment of the joint multinational task force, as well as the establishment of a trust fund.	0
Expressing its concern at the continuing reports, including those contained in the [relevant report of the Secretary-General], of human rights abuses and international humanitarian violations, including against women and children, as well as reports of increased incidents of sexual violence, in particular by armed men, stressing the importance of investigating such alleged violations and abuses by all parties, regardless of their status or political affiliation [...], reaffirming that those responsible for such violations must be held accountable and must be brought to justice regardless of their political affiliation, while respecting the rights of detained persons, and urging the Government to increase and accelerate its efforts to combat impunity,	1
Somali leaders must work towards an open political process for those who are willing to renounce violent opposition.	1
The study of the threat posed by terrorist groups on the African continent reveals a very disturbing reality, as one view, whether rightly or wrongly, combines political, religious and ideological extremism along with organized crime.	1
In situations of armed conflict, the primary responsibility under international law to protect and meet the needs of civilians rests with the party under whose control they find themselves.	0
As the Commission's work progresses, more Witnesses come forward.	0
The Internet has helped Al-Qaida to have a greater impact on the public than the relatively few operations that it has been able to implement, thus thwarting some aspects of the intended impact of the embargo.	0
Although the Defence Forces indicated in 2006 that they had 1,200 M16 weapons in their possession, records reveal the loss of 45 of the same type of weapons, three FN-FCN semi-machine guns, three SKS and two Uzi weapons, all of which were in the custody and control of FN-FCN.	1
We provide basic training (e.g. training in the use of weapons, discipline,...) which may take two weeks or so, depending on individual readiness.	0
Many international leaders, including heads of State, representatives of the United Nations and the majority of the members of the Security Council, have denounced those fleets that have gone to Gaza over the past year and have stressed the need only to transport humanitarian supplies to the region through existing channels.	0
The Afghan authorities and the international community must make it clear that such behaviour is unacceptable.	1
Welcoming the increased representation of women in Parliament, commending the [national] authorities, and stressing the need to increase their role in decision-making on conflict prevention and resolution,	0
Secondly, even if there is a legitimate basis, an asylum-seeker is subject to the prohibition of exceptions in accordance with article 1F, which deprives individuals convicted of serious acts and ordinary crimes of international protection of refugees and ensures that such persons do not abuse asylum laws to avoid being held legally accountable for their acts.	1
In this context, Prime Minister Seniora requested that the United Nations continue to provide assistance and support, enabling this internal dialogue to contribute to a solution of the issue of Lebanese and non-Lebanese militias in Lebanon in full conformity with the Taif Agreement.	0
"The Security Council expresses its deep concern at the tense situation prevailing in Blue Nile and Southern Kordofan States.	1
On 30 August 2010, SPLA established a child protection unit in Belfam, Central Equatoria State, in support of the implementation of the United Nations and SPLA action plan.	0
It also affirms that Rwanda must use its strong influence to ensure that RCD does not take such action.	1
The situation of minorities remains a matter of concern, particularly with regard to freedom of movement and access to justice.	1
The Committee also endorsed the recommendation that requests for information should be addressed more precisely to States in which the listed individual or entity operates or seeks to operate, without imposing a heavy additional reporting burden on those States.	0
The 2013 G-8 Summit declared its "absolute rejection" of the financing of terrorism through ransom payments.	1
The Lebanese Armed Forces informed the United Nations that the deteriorating security situation in the Syrian Arab Republic had prompted additional border control measures to prevent the transfer of arms and the movement of military personnel into and out of Lebanon.	0
173. The Committee notes, however, that the Office &apos; s approach and preparedness for such intervention have been deficient.	1
9. Requests the Secretary-General to make the necessary arrangements to support the work of the monitoring mechanism at the expense of the Organization and through the establishment of a United Nations trust fund to be established for this purpose, stresses that this trust fund shall be established by the Secretary-General, encourages States to make voluntary contributions to the fund and to contribute personnel, equipment and services to the monitoring mechanism through the Secretary-General, and further requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) regularly informed of the financial arrangements in support of these mechanisms;	0
11. The parties stressed the importance of conducting this new phase with regional and international partners and called on them to support and support these efforts in pursuit of the objectives set by the international community aimed at preserving the territorial integrity and sovereignty of Mali and consolidating its national unity.	0
At the same time, the issue of ensuring that counter-terrorism measures comply with human rights obligations remains a key subject of discussion in the subregion.	1
The Catholic Church and civil society organizations expressed concern that the commutation of sentences might contribute to perceptions of impunity, although the President explained that the commutation of sentences was decided in consultation with, inter alia, the Government, members of Parliament, the families of victims and perpetrators, and in accordance with the Constitution and applicable laws.	1
It is also indisputable that Armenia, as the occupying Power, bears direct responsibility for those crimes.	1
Since the beginning of the political impasse following the elections of 29 March, the Secretary-General has expressed his concern about the process and politically motivated violence.	1
In particular, I urge the Abkhaz side to fulfil its previous commitments, to allow the opening of a human rights sub-office in Gali, to allow local youth to receive instruction in their Georgian mother tongue and to accept the deployment of UNOMIG police officers in the Gali district.	0
Apart from its direct consequences, the attack on Aru Charu and nearby villages is a serious concern because it may indicate that militias have begun deliberately targeting internally displaced populations and that Government forces are unable or unwilling to provide effective protection to camps and villages where they reside.	1
The role that MINUSTAH should play was to help Haiti take responsibility for its own security once again, not to carry out that mission indefinitely, and he reiterated that the resolution provided for a responsible reduction of the military component of MINUSTAH over a period of time, based on a comprehensive assessment of the security situation.	0
More than 20 women and young girls were reported to have been raped during the March 2004 attacks by Government forces and Janjaweed on Korma, Northern Darfur.	0
He remained concerned about unilateral actions, restrictions and provocations in holy places in Jerusalem.	1
Although there is much evidence to support this, the United States Government has never shown any intention of prosecuting Luis Posada Carriles for his terrorist activities.	1
Immediately after the explosion, security, military and civil defence agencies, as well as the Red Cross, rushed to the crime scene to perform their duties.	0
Four States have sufficient legal provisions to suppress terrorist recruitment.	0
The High Representative/Special Representative explained that, in view of the failure of the Republika Srpska authorities, particularly its Ministry of the Interior, to arrest persons accused of war crimes and the failure of Bosnia and Herzegovina to join the NATO Peace Partnership, UNHCR would be entrusted with the task of making recommendations for the establishment of a single and effective police structure for the whole of Bosnia and Herzegovina.	1
129. The Committee expresses its conviction that Owan Kiak and his men were involved in crimes against persons and life at the roadblock near Mercado Lama on the afternoon of 25 May, as described in paragraph 87 above.	0
Calls upon all parties to respect the civilian and humanitarian character of refugee camps and internally displaced persons sites...	0
In addition, a mobile team visits remote communities, in particular minority groups, who may not have access to the centres.	0
In Kosovo, responsibility for the province &apos; s operations was transferred to the Kosovo Police Service (KPS), with the international police playing the oversight role.	0
Let me begin by reiterating the European Union &apos; s deep concern over the situation in Somalia and the regional repercussions of its conflict.	1
(p) To cooperate with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999);	0
At the outset, I must express our serious concern about the security situation in that country.	1
My delegation remains concerned about the continuing deterioration of the security situation in Iraq.	1
However, we remain concerned that there is too much focus on visits to developing countries.	1
Emphasizing that the development and maintenance of fair and effective criminal justice systems should be an essential pillar of any strategy to combat terrorism and transnational organized crime,	1
C̫te d &apos; Ivoire &apos; s diamond exports may infiltrate the Kimberley Process import chain, posing a threat to the Kimberley Process Certification Scheme.	1
The European Union now calls on the Government of National Unity to make rapid progress in addressing other aspects of the implementation of the Comprehensive Peace Agreement, including the establishment of the Assessment and Evaluation Commission to monitor progress in this regard as a first step.	0
The sanctions regime is effective only to the extent that it is well understood, particularly by Member States whose participation is crucial in contributing to the strengthening of the List and ensuring its appropriate enforcement.	0
11. The criterion for listing is "to join the Taliban in threatening peace, stability and security in Afghanistan," as set out in paragraphs 2 and 3 of resolution 2160 (2014).	1
We should not underestimate the threat posed by the destabilizing activities of Al-Qaida and the Taliban in Afghanistan.	1
20. Condemns equally strongly all acts of sexual exploitation and abuse of and trafficking in women and children by military, police and civilian personnel involved in United Nations operations, welcomes the efforts of United Nations agencies and peacekeeping operations to implement a zero-tolerance policy in this regard, and requests the Secretary-General and personnel-contributing countries to continue to take all appropriate action to address attacks by such personnel, including through the full implementation without delay of the measures adopted in the relevant General Assembly resolutions based on the recommendations contained in the report of the Special Committee on Peacekeeping Operations, A/59/19/Rev.1;	1
A larger United Nations presence is indeed vital, but in order for the added value of our Organization to be fully effective, sufficient funds must be provided for both staff and security, and Mr. Eide reminded us of this a few moments ago.	1
We are particularly concerned about the indiscriminate proliferation of weapons in Libya and beyond its borders as a result of the conflict.	1
We are also concerned about the re-emergence of cholera, although the mortality rate appears to be declining slowly.	1
22. After monitoring the movements of internally displaced persons towards Kosovo and speaking with ethnic Albanians residing in southern Serbia in particular, UNHCR reported that they had fled for fear of being caught in the crossfire and as a result of general concern about the mobilization of police and military forces in the Presevo Valley.	1
"The Security Council reaffirms its commitment to the protection of civilians in armed conflict and to the continued full implementation of all its previous relevant resolutions, including resolutions 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) and 1894 (2009), as well as all its resolutions on women, peace and security, children and armed conflict, peacekeeping and all relevant statements of its President.	0
However, international human rights mechanisms have raised a number of concerns about alleged violations committed by law enforcement and intelligence agencies during investigations and interrogations.	1
'The Security Council expresses its concern that aircraft or other means of transport originating from the territory controlled by ISIL and ANF can be used to transport gold or other valuable items and economic resources for sale on international markets, or for the transport of arms and equipment for use by ISIL and ANF, recalls that individuals or entities who participate in these activities may be entitled to be included on the sanctions list by the 1267 and 1989 Committee; expresses its concern at reports that items of Aryakological, historical, cultural and religious significance are illegally transferred outside the territory controlled by ISIL and ANF, from which the two groups may receive revenue, and calls upon Member States to take appropriate measures to prevent this illegal commercial activity; states in this regard that all States are required to operate so that no funds, financial assets or economic resources are made available, directly or indirectly, to ISIL, ANF and other individuals, groups, undertakings and entities associated with Al-Qaida, in favour of ISIL and ANF, from which ISIL and other individuals, groups, undertakings and entities may receive revenue; and looks forward to the Committee on Al-Qaida Sanctions to consider in depth the relevant recommendations of the ISIL and the Monitoring of such activities pursuant to the resolution, which the ISIL has received such activities.	1
Deploring the continuing obstacles imposed by the Government of the Sudan on the work of the Panel of Experts during its mandate, including restrictions on the freedom of movement of the Panel of Experts and the African Union-United Nations Hybrid Operation in Darfur (UNAMID), and restrictions on the access of the Panel of Experts to areas of armed conflict and reported violations of human rights and international humanitarian law, while noting the improved interaction between the Government of the Sudan and the Panel of Experts,	1
In his latest report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that "there has been little change in the deplorable situation of the protection of civilians" and that there is a clear need to translate normative commitments into concrete improvements in the protection of civilians on the ground.	1
However, further steps are needed in criminalizing the illicit manufacture, possession and trafficking of small arms and light weapons and explosives.	0
29. Therefore, the highest authorities of the State indicated that, even if a decree prohibiting public demonstrations had not been issued, they would not have allowed the march planned or exceeded because of the danger to public order and order involved.	0
Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any acts of terrorism are criminal and unjustifiable, regardless of their motivation, whenever and by whomsoever committed,	1
However, this does not prejudice the Commission &apos; s conclusion that the Government of the Sudan has not pursued a policy of genocide in Darfur.	0
12. Meanwhile, further progress has been made towards the establishment of a joint intelligence cell within the framework of the tripartite mechanism, and on 16 and 17 August a delegation from the United States visited Kisangani, accompanied by military officers from Rwanda, Uganda and the Congo, to assess progress in the establishment of the cell.	0
The presence and influence of the opposing armed forces are declining in this area, even as they use transport routes and rely on shelters in Farah district.	0
Such acts of terrorism and intimidation, which constitute a pattern of attacks directed not only against Lebanese citizens but also against the principles on which an open democratic society is based, including freedom of the press, must cease.	0
Clearly, these conditions represent the single biggest obstacle to stability and progress in Afghanistan and, if allowed to continue, threaten to disrupt the progress achieved in nearly three years.	1
Furthermore, Chile believes that operative paragraph 2 of the draft resolution contains only a condemnation of suicide attacks against civilians.	1
The members of the Security Council also condemned the continuing attacks on Yemeni security forces in Hadramawt on 9 October and in El Obeid on 8 October, aimed at undermining stability in Yemen.	1
The continuing plight and suffering of the Palestinian people continue to be a tragic reflection of the consequences of the refusal to implement Security Council resolutions and the failure of the Security Council to enforce its resolutions.	1
Reaffirming its call upon all States to become parties as soon as possible to the international conventions and protocols against terrorism, whether or not they are parties to regional conventions on this issue, and to implement fully their obligations under the conventions to which they are party,	0
7. On 7 April 2014, two experts of the United Nations Office on Drugs and Crime, Clement Goresin and Simon Davis, were killed at Galkayo airport in Puntland, Somalia, while on a mission related to the tracing of illicit financial flows from piracy.	0
It also noted that acts of terrorism were considered ordinary offences and were dealt with under standard criminal procedures, rather than under special provisions or before special courts.	1
"The Security Council stresses that RCD/Goma will be held accountable for any extrajudicial executions, including among members of civil society or those held in its detention centres in Kisangani.	1
Taking note of the release by the Frente POLISARIO on 18 August 2005 of the remaining 404 Moroccan prisoners of war, in compliance with international humanitarian law, and calling upon the parties to continue to cooperate with the International Committee of the Red Cross to determine the fate of those who have been missing since the beginning of the conflict,	0
The international community must therefore take the necessary action to prevent Israel from continuing its series of condemned destruction in Gaza and to affirm its rejection of all such Israeli practices, which are in violation of international law and international humanitarian law.	1
Because Hizbullah maintains close relations with a number of States in the region, in particular with the Islamic Republic of Iran, which has been publicly acknowledged by the Secretary-General of the militia itself, I call upon them to promote the transformation and disarmament of the armed group into a purely political party, in accordance with the provisions of the Taif Agreement and resolution 1559 (2004), in the best interest of regional peace and stability.	1
He hoped that the Council &apos; s discussion would raise awareness of future needs and help to achieve adequate levels of political, financial, human and logistical support, thereby supporting the common goal of using the peacekeeping instrument to strengthen international peace and security.	0
The Mission &apos; s four strategic priorities are to build institutions and capacity at the management level; to combat organized crime and corruption; to achieve financial sustainability and sustainability; and to strengthen police independence and accountability.	0
The report confirms the disturbing picture of the situation in the Sahel region and the related security, economic and humanitarian concerns.	1
The Commission has worked for over two years, during which it has identified more than 800 places of detention, some 50,000 cases of torture, 200,000 deaths and some 2 million persons displaced as a result of ethnic cleansing, and conducted a large-scale investigation into cases of systematic rape, including over 500 written confessions from victims who have identified their rapists.b	0
The Council condemns all attacks by local and foreign armed groups that threaten the population, peace and stability of the Central African Republic and the subregion, including the attacks on Birao by the Rassemblement des patriotes pour la justice et la paix on 19 July and 24 November.	1
In eight States, measures are being implemented to prevent the illicit movement of persons across borders, and nine States are actively monitoring and controlling the import and export of arms and explosives.	0
We believe that the issue of supporting the legitimacy of the Government is important because of the existence of a causal relationship, legitimacy and the removal of resistance by informal actors and networks of the nature of the force in Afghanistan.	1
We urge the parties to act with restraint and avoid provocative actions or statements that would trigger further violence.	1
66. Several regional cooperation mechanisms have been established to strengthen the capacity of States to prevent mass incitement and safe haven for terrorists in Latin America and the Caribbean.	0
57. Only three years after its establishment, the DIS force is still in its composition, and DIS has succeeded in demonstrating that it can make a difference with regard to the security of populations at risk in the east.	0
In order to declare a person accused of crimes, it must identify the international crimes for which he or she may be responsible.	0
There is a real awareness of the challenges faced by each individual country.	1
Despite the repeated condemnation of those inhumane acts by Security Council resolutions 1820 (2008), 1888 (2009) and 1960 (2010), which have become the source of hope for millions of victims of women and girls worldwide.	1
"The Security Council stresses the importance of assisting Member States in promoting women's full and equal participation in post-conflict electoral processes and constitutional reforms.	0
(i) To support, including through their political mediation efforts, the disarmament, demobilization and reintegration or effective integration of [national] armed groups, which will continue to be suspended from providing adequate pre-training and equipment;	0
In that context, we remain concerned about the most vulnerable groups in Timor-Leste: the poor and the displaced.	1
All aspects of police education were consolidated under an independent programme in May, and agreement was reached on the establishment of a large-scale training system for Bosnia and Herzegovina.	0
Some concerns were expressed - shortly before many presidential candidates - about the integrity of registration.	1
We would also like to express our concern that the recurrence of such incidents could lead to an unstable situation in the region, which makes it difficult to achieve a peaceful solution to the Kosovo situation, acceptable to both parties.	1
In that regard, we are deeply concerned about the security situation in Afghanistan, which has deteriorated since last year as a result of the repressive activities of the remaining elements of the Taliban and Al-Qaida, inter-warlord disputes and the narcotics trade.	1
In 1993, that vision was at best blurry, and at that time it was impossible to determine the ultimate goal that would be close to responding to the concerns of both peoples.	1
2. This meeting is in implementation of the resolution establishing the two Heads of State, His Excellency Mr. Abdelaziz Bouteflika, President of the People &apos; s Democratic Republic of Algeria, and His Excellency Mr. Ibrahim Abubakar Keita, President of the Republic of Mali, as a strategic tool for the follow-up and implementation of measures which, in the view of the parties, would contribute to the search for a peaceful and lasting solution to the problems of northern Mali.	0
In contrast, the authorities in Belgrade must put an end to their obstructionist attitude, which prevents Kosovo Serbs from participating in Kosovo's public institutions, as the "filled seat policy" poses significant risks to the writing of Kosovo's history without the participation of Kosovo Serbs.	1
"The Security Council reiterates its strong condemnation of the desecration, destruction and destruction of sites of sacred, historic and cultural standing, in particular those on the UNESCO list of World Heritage sites, including but not limited to the city of Timbuktu.	1
19. At the end of the reporting period, there were three individuals on the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014), who were identified on 7 November.	0
This group remains one of the most powerful extremist armed groups in Iraq.	1
The ability of the Lebanese State to extend its full authority over all its territory remains limited, yet a series of security incidents have once again highlighted the threats posed to Lebanon &apos; s security by armed groups outside the control of the State and the proliferation of weapons.	1
For this reason, it is necessary to establish effective, permanent and comprehensive mechanisms for regional cooperation in the areas of law enforcement, border security, mutual legal assistance and extradition.	0
I condemn in the strongest terms the heinous attacks against people who are supporting the Somali people in the fight against organized crime that impedes their country &apos; s development.	1
Of course, we are deeply concerned about the situation in Southern Kordofan and Blue Nile States, given their geographical proximity to our country.	1
(c) Encourage the establishment of procedures to ensure that asylum-seekers and refugees do not commit terrorist acts.	0
The timely collection of objective, reliable and accurate information on conflict-related sexual violence is crucial to formulating the Council &apos; s responses, as well as to strengthening action to prevent sexual violence.	1
We urgently appeal to them to increase their support for the collective initiatives that our States will take, within the framework of the Nouakchott process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security.	1
One or two States expressed concern that if they freeze the assets of a non-profit organization on the list, they would not be able to finance projects under their control, such as orphanages, hospitals or refugee shelters.	0
"The Security Council reiterates its deep concern at the effects of instability in northern Mali on the Sahel region and beyond, and stresses the need to address this crisis rapidly through a comprehensive strategic approach with a view to ensuring the territorial integrity and stability of Mali and preventing further destabilization of the States of the Sahel region.	1
This is because the sanctions regime imposed by the Security Council, which remains the only truly universal mechanism against the twin threats posed by Al-Qaida and the Taliban, continues to suffer from two major weaknesses: restrictions on the Consolidated List and non-participation of Member States.	0
"The Security Council recalls that arrest warrants issued by the International Criminal Court against Joseph Kony, Okot Odhiambo and Dominic Ongwen have yet to be executed on charges including, inter alia, war crimes and crimes against humanity, including murder, rape and the recruitment of children by abduction, and calls upon all States to cooperate with the Ugandan authorities and the International Criminal Court in carrying out those warrants, and to bring to justice those responsible for such atrocities.	0
"The Security Council notes that a number of obstacles undermine efforts to ensure access by humanitarian and United Nations agencies to persons in need, including attacks against humanitarian personnel, and the refusal of the authorities to allow passage and not to engage systematically with non-State actors.	0
12. Demands that all parties cooperate fully with the operations of MONUC and ensure the immediate and unhindered security and access of United Nations and associated personnel in the discharge of their mandate throughout the territory of the Democratic Republic of the Congo, demands in particular that all parties provide MONUC military observers with full access to all destinations, including all ports, airports, airfields, military bases and border crossings, and, in addition, that MONUC human rights monitors be granted access to prisons and integration centres, and requests the Secretary-General to report without delay any failure to comply with these demands;	1
For example, the ruling in the case known as "Jakar al-Hadi al-Amud et al.," describes how a joint group of 39 policemen and the Armed People's Forces left the population of the Thabit at the mercy of a large group of cavalry attackers."	1
At the 5764th meeting of the Security Council, held on 22 October 2007, in connection with the Council's consideration of the item entitled "Threats to international peace and security caused by terrorist acts," the President of the Security Council made the following statement on behalf of the Council:	0
Stressing the obligation of all Member States to implement fully resolution 1373 (2001), including with regard to the Taliban or Al-Qaida, and any individuals, groups, undertakings or entities associated with Al-Qaida, Usama bin Laden or the Taliban that have participated in the financing, planning, facilitation, recruitment, preparation, perpetration or support of terrorist activities, as well as to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,	1
"The Security Council is deeply concerned about attacks against humanitarian workers, which violate the rules of international law.	1
Despite these achievements, however, challenges to the Government &apos; s effective authority and control over its national territory still need to be overcome.	1
80. UNOCI staff regularly expressed frustration at their lack of good follow-up intelligence and technical skills to fulfil their mandate.	1
The use of home-made explosives demonstrates the resilience of Al-Qaida-related terrorists in countries that effectively implement the arms embargo.	0
As members of the Security Council are aware, the situation of the United Nations Mission in Ethiopia and Eritrea has deteriorated dramatically.	0
The Democratic and People &apos; s Union of C̫te d &apos; Ivoire demands that those abuses be highlighted and that the perpetrators be brought to justice.	0
:: Attacks on the civilian population or individual civilians who do not participate directly in hostilities;	0
7. In order to increase the consistency and consistency of the provisions for all documents prepared by the Committee, mechanisms will be established across groups to focus on the various technical areas covered by resolution 1373 (2001) and resolution 1624 (2005), and a Quality Control Unit will be established to review all documents prior to their issuance.	0
The establishment of a clear direction for the work of the Committee and its Executive Directorate naturally requires specific policy guidance related to all key aspects of the Committee &apos; s mandate.	1
Identification of potential perpetrators of international crimes	0
(s) Prohibition of collective punishment);	0
The Council recognized the usefulness of the annual briefings by the heads of military components and also welcomed similar briefings by the heads of police components in order to better understand the operational challenges.	0
Reaffirming the obligation of Member States to freeze without delay funds and any financial assets or economic resources of persons who commit, attempt to commit or participate in or facilitate the commission of terrorist acts; of entities owned or controlled, directly or indirectly, by such persons; or of persons and entities acting on behalf of or at the direction of such persons and entities, including funds derived or generated from property owned or controlled directly or indirectly by such persons and associated persons and entities,	0
The Russian delegation notes with deep regret and concern the information on the continuing violence in Darfur.	1
Condemns all attacks against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice.	1
Despite the reduction in the number of political detention camps and their inmates due to the death of prisoners and the release of others, there are still 80,000 to 120,000 political prisoners in four major political detention camps.	0
27. Owing, inter alia, to the extensive expansion of Western Sahara, it was not possible to obtain a comprehensive picture of the number of mine/ERW incidents in the Territory.	0
In this context, the Council reaffirms that the main cause of the crisis in Angola is UNITA &apos; s refusal to comply with the relevant basic provisions of the Lusaka Protocol, and reiterates its request that UNITA comply with its obligations to disarm and allow the extension of government administration to the territory it controls.	1
The High Commissioner expressed concern about the continuing prevalence of violations and the culture of impunity prevailing throughout the country, particularly in the zone of confidence, and the erosion of the rule of law in areas under the control of the Government and the Forces nouvelles.	1
The Special Representative regretted that the human rights situation continued to be violated and warned that the situation might worsen with the adoption and implementation of a new security bill.	1
Urge States, United Nations entities, regional and subregional organizations and other relevant parties to take appropriate measures to combat any illegal activities affecting children across borders and at the subregional level and any other violations or abuses committed against children in situations of armed conflict in violation of applicable international law.	0
"The Security Council stresses that regional and subregional organizations have an important role to play in addressing the illicit trade in small arms and light weapons and that, where appropriate, the mandates of peacekeeping operations should take into account regional instruments that enable States to identify and trace illicit small arms and light weapons.	0
The Security Council calls upon Member States to cooperate urgently in resolving all outstanding issues with a view to the adoption of the draft comprehensive convention on international terrorism.	0
These attacks took place between August 2002 and January 2003.	1
Much of this intensive effort to enable AMISOM contingents to respond effectively to the threat of mines and improvised explosive devices has been funded through the AFISMA Trust Fund.	0
We raise the issue of violence in order to express our impatience with regard to finding satisfactory and urgent solutions to the enormous challenges to the unity of Iraqi society.	1
In this regard, the Council condemns in the strongest terms the continuing threats and acts of intimidation against MONUC elements.	1
"The Security Council expresses its deep concern at the consequences of the refugee crisis caused by the conflict in Syria, which threatens stability in the entire region.	1
All the physical evidence found at the site was handed over to the Internal Security Forces (General Hisham Al-Awar) and, according to General Azar, there were metal fragments and a gun.	0
"The Security Council, recalling its resolutions 2042 (2012) and 2043 (2012), welcomes the appointment of the Joint Special Representative of the United Nations and the League of Arab States for Syria as an important step forward in cooperation between the two organizations, and expresses its support for the efforts of the Special Representative to continue the good offices of the Secretary-General in this regard.	0
In this regard, we take note of the statements made by Kosovo &apos; s main elected representatives, who immediately condemned that crime and demanded that the perpetrators be brought to justice.	1
Kenya, Mozambique, Seychelles and the United Republic of Tanzania have been or are being provided with coastal maritime surveillance and communication systems to provide a "common image" of the maritime area.	0
"The Security Council is deeply concerned about the devastating humanitarian, political and economic consequences of armed conflicts; and stresses the supreme political and moral necessity of preventing the outbreak and escalation of armed conflicts and the consequent benefits of peace, development and friendly relations among all States.	0
My Government believes that such acts are not only contrary to international law, but also undermine the concept of the rule of law, which is the key element in the fight against terrorism.	1
The Committee seeks to ensure that the List is flexible and responds to the changing threats of Al-Qaida.	1
Regional and bilateral mechanisms for law enforcement cooperation, such as early warning and intelligence cooperation mechanisms, have been put in place.	0
4. Urges the Executive Directorate to continue to strengthen its role in facilitating the provision of technical assistance in the implementation of resolution 1373 (2001) with a view to increasing the counter-terrorism capacities of Member States and regions by addressing their needs in this area, in close cooperation with the Implementation Task Force, as well as with bilateral and multilateral providers of assistance, and welcomes the focused and regional approach of the Executive Directorate in this work;	0
For example, most States still have to criminalize the financing of terrorism and include it in the predicate offence of money-laundering.	1
International crimes such as crimes against humanity and war crimes committed in Darfur may be no less serious and atrocity than genocide.	0
In a region that is complex and vital in the maintenance of international peace and security, the authorities face great difficulties and constraints in responding to the demands and aspirations of an enthusiastic people for reform.	1
''The Security Council expresses its deep concern at the direct threat posed by the activities of armed groups to the safety of the civilian population and to the conduct of humanitarian operations.	1
The risks are undoubtedly high because failure to meet the deadline set in the Comprehensive Peace Agreement for the holding of the referendums could have serious consequences.	1
Although there has in fact been no case since the last report of the Panel, there is still a risk that listed groups and individuals may keep their hopes for such an attack, apart from a number of reports of the continued existence of an illegal stockpile of radioactive materials, including in areas where Al-Qaida and the Taliban are active.	1
There is also a great deal of reliable material indicating that criminal acts have been committed in the context of large-scale or systematic attacks against the civilian population, with knowledge of such attacks.	0
Establish judicial and non-judicial accountability mechanisms in countries emerging from conflict, including, where appropriate, accountability for crimes against women; support the establishment of a gender-balanced committee of judges, commissioners of courts or commissions of inquiry.	0
Many of the documented crimes alleged to have been committed in Darfur are widespread and systematic and meet all the minimum requirements of the Rome Statute.	0
A number of regions have also concluded specific agreements to control the export, import and transit of such weapons.	0
His innovation was the transfer of the target from Muslim countries to the West, particularly the United States of America; as a conflict between Islam and its enemies, he was able to bring together several diverse and often rival groups under one banner.	1
(c) Prevent the direct or indirect supply, sale and transfer from their territories or by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the aforementioned, and technical advice, assistance or training related to military activities; and recalls that all States should implement these measures with respect to listed individuals and entities.	0
The Council should call for an immediate cessation of all military operations in Gaza and the withdrawal of the Israeli occupying forces from the area.	1
An expanded team of EULEX advisers has been established to provide support and technical advice on police matters.	0
France strongly deplores these attacks and calls on all parties to exercise maximum restraint.	1
Accountability urges the Government of [the affected country] to ensure the full implementation of its "zero tolerance policy" regarding violations of discipline and human rights violations, including sexual and gender-based violence, committed by elements of [armed forces], and further urges that all reports of such violations be thoroughly investigated with the support of [the mission], and that all perpetrators be brought to justice in a robust and independent process;	1
