ar_en_TRANSFORMERS	MatCoop
Both parties are committed to the immediate release and reintegration of children associated with the armed forces.	1
27. Owing, inter alia, to the extensive expansion of Western Sahara, it was not possible to obtain a comprehensive picture of the number of mine/ERW incidents in the Territory.	1
The international community, including through the auspices of the United Nations, should use diplomatic influence and provide technical assistance in such areas as political, security and justice sector reforms, the drafting of new constitutions, legal frameworks and electoral institutions and the holding of elections.	0
Aid agencies have mobilized to respond to these conditions, but the unusual water flows resulting from the Goo rainy season have highlighted the need for an advanced early warning system and emergency preparedness plans.	1
The Team also considers the growing international concern regarding the use of the Internet by terrorists and provides views on this issue and all its monitoring activities.	0
The sanctions regime is effective only to the extent that it is well understood, particularly by Member States whose participation is crucial in contributing to the strengthening of the List and ensuring its appropriate enforcement.	1
(b) To contribute to the improvement of the security conditions under which humanitarian assistance is provided and to assist in the voluntary return of refugees and internally displaced persons;	1
The Team also held discussions with the Panel of Experts established to support the Committee established pursuant to resolution 1540 (2004) to ensure appropriate cooperation between the work of the Panel in the area of arms embargoes and the work of 1540 experts in the area of non-proliferation of weapons of mass destruction to non-State actors.	0
For example, in 2009, Tunisia amended Act No. 2003-75 to criminalize incitement to commit terrorist acts, so as to separate "incitement to hatred" and "religious intolerance" from terrorist offences.	1
259. Preventing the cross-border movement of terrorists also requires the use of technology and equipment, such as machine readers and scanners, at border checkpoints to obtain and verify real-time passenger data against national and international notifications and criminal databases.	1
24. The Committee, with the assistance of its Executive Directorate, arranged special events with Member States and international and regional organizations on a number of topical issues of common concern, including counter-terrorism through the use of new communications and information technologies.	1
The Committee will continue to focus on monitoring and promoting the implementation by Member States of resolution 1373 (2001) and on practical measures aimed at strengthening the capacity of States to combat terrorism, including measures aimed at facilitating technical assistance.	1
Recognizing the importance of the subregion as a "transit" region, most States have enacted legislation on asylum, passenger movements and the prevention and suppression of cross-border movement of terrorists.	1
We strongly condemn this morning &apos; s brutal attack on the Imams Ali al-Hadi and Hassan &apos; s military mosque in Samarra, and we share the Iraqi people &apos; s anger at that crime. It is yet another deliberate attempt by terrorists to sow the seeds of discord and fuel sectarian conflict among the Iraqi people.	0
Such precautionary measures are set out in customary international law, as follows: (a) the warrior should (a) do everything possible to verify that the objectives to be attacked are not of a civilian nature; (b) take all feasible precautionary measures when choosing means and methods of warfare to avoid or at least minimize incidental injury to civilians or civilian objects; (c) refrain from launching attacks that may be expected to cause incidental loss of civilian life, injury to civilians or incidental injury to civilian objects, which would be excessive for the specific direct military benefit expected; and (d) give effective advance warning regarding attacks that may affect the civilian population, except in cases of attack, as provided for in article 26 of the Hague Regulations of 1907, or as provided for in article 57 (2) (c) and as provided for in 'unless circumstances permit, i.e. when the warrior considers that the surprise attack is indispensable.	1
The Council stresses the need for all parties to respect and maintain the security and civilian character of camps for refugees and internally displaced persons.	0
24. On 13 March, following the adoption by the Security Council of its resolution 2136 (2014) on 30 January, the Secretary-General appointed six individuals with expertise in arms, armed groups, customs/flight, finance, natural resources and regional issues to serve on a group of experts until February 2015 (see S/2014/183).	1
Call upon parties to armed conflict to take the necessary measures to refrain from and prevent sexual violence and to protect all persons from all forms of exposure, including:	0
One police officer was killed by a soldier 30 minutes later.	0
We are deeply concerned about the insistence of leaders of groups such as the Justice and Equality Movement and the Sudan Liberation Movement (SLM) on refusing to participate in the talks.	0
C. Support to persons affected by conflict	1
17. Exemptions to the travel ban permit travel when the Committee determines that such travel is justified on the basis of humanitarian need, including religious duties, or when the Committee concludes that such exemption would serve the objectives of the Council &apos; s resolutions, in order to achieve peace, national reconciliation in C̫te d &apos; Ivoire and stability in the region.	1
13. Although most States in the subregion are known to have established anti-terrorism law enforcement units, only three have established adequate institutional structures and inter-agency coordination to address counter-terrorism issues.	1
Expressing its full support for the Mission, condemning all attacks against United Nations peacekeeping and humanitarian personnel, regardless of who committed them, and stressing that those responsible for such attacks must be brought to justice,	0
Although very few countries in Africa had ratified at least four of the 12 existing international legal instruments against terrorism in early 2003, most countries have now ratified most of them.	0
For more than five years, the other two States had enacted counter-terrorism laws but had not reported any investigations or prosecutions.	1
The Office for Disarmament Affairs has made efforts to sensitize potential donors in support of regional seminars and workshops organized by the Office.	1
13. The fact-finding mission considering allegations of the use of toxic chemicals as weapons in the Syrian Arab Republic continues its work.	1
However, the Security Council and the Committee have made several changes to their procedures over the years, which have allowed for improved transparency and recognition of basic standards of fairness that would apply if their decisions were judicial in nature.	1
It was essential for States to ensure that their control systems for both military and commercial explosives were as strict as possible.	0
"The Security Council notes that widespread human suffering is an outcome and sometimes a contributing factor to instability and the continuation of conflict, whether caused by displacement, violent aggression or other atrocities.	1
According to international jurisprudence, in case of uncertainty, one may also determine: (a) whether a group of persons is perceived and treated realistically, as belonging to a protected group, and (b) whether such a group considers itself to be covered by one of these groups.	1
The manual is designed to serve as a source of information on best practices related to counter-terrorism, model laws and available assistance programmes.	0
Law enforcement agencies are well organized, and special counter-terrorism agencies, commissions and units have been established.	1
"The Security Council encourages national Governments, the United Nations and regional and subregional organizations to expand and deepen civilian expertise in peacebuilding in the immediate aftermath of conflict, including in countries with experience in peacebuilding or post-conflict democratization, paying particular attention to mobilizing the capacities of developing countries and women, as this is critical to the success of the United Nations in its peacebuilding endeavours.	1
However, in some areas, sectarian tensions remained high, fuelling many attacks.	0
25. Reiterates its invitation to the Secretary-General to continue to transmit relevant information and analysis on the protection of civilians to the Council, if he considers that such information or analysis may contribute to the resolution of the issues before it, requests him to continue to include, as appropriate, observations on the protection of civilians in armed conflict in his written reports to the Council on matters of which he is seized, and encourages him to continue consultations and to take concrete steps to strengthen the capacities of the United Nations in this regard;	0
Four States have taken adequate legal measures to criminalize the provision of safe haven; four have partially done so; and two have not provided the necessary information.	1
Urges the signatories of the [Peace Agreement] to seek a durable solution to the voluntary return, resettlement and reintegration of displaced persons and to ensure their security, including by addressing land tenure issues, with the support of the United Nations system, and in this regard to fulfil their commitments in accordance with the... Political Agreement and their obligations under international law.	0
40. The Government of Lebanon has informed me that it has taken important measures to reduce this flow of weapons and human beings and the freedom of movement of arms and armed elements to and from Palestinian refugee camps in Lebanon in recent weeks, particularly since late September 2005.	1
94. The Committee and INTERPOL have only recently begun the process of developing and issuing bulletins for each of the relevant individuals on the United Nations list.	1
The Council reiterates the need to convene an international conference as soon as possible to implement the Geneva communiqu̩ in order to facilitate a Syrian-led political process leading to a transition that will accelerate an end to the conflict in Syria.	0
100. States in the subregion have gone beyond mere law enforcement approaches to address the challenge posed by terrorist groups.	1
266. Clearly, the issue of proportionality was not raised when there were no armed groups in the village, where civilian attacks were targeted alone.	0
"The Security Council reaffirms its strong commitment to the sovereignty, independence, unity and territorial integrity of Syria and other States affected by the Syrian conflict, and to the purposes and principles of the Charter of the United Nations.	0
Condemns in the strongest terms all acts of sexual and other forms of violence against civilians in armed conflict, in particular against women and children, and undertakes to ensure that all peace support operations apply all possible measures to prevent such acts of violence and to address their impact wherever they occur.	0
Recognizing the importance of communities, the private sector, civil society and the media in raising awareness of the threats posed by terrorism and of addressing them more effectively,	1
While neither side seems ready to return to war, there is a disturbing pattern of escalation and destabilization that could lead to a widespread confrontation that could endanger the lives of more civilians.	0
To take note of the secretariat &apos; s summary of the audit conducted by the Office of Internal Oversight Services of category D Palestinian late awards and claims, liquidation activities, the text proposed by the Office of Internal Oversight Services for inclusion in the part of the Office &apos; s annual report relating to the United Nations Compensation Commission for 2005, the participation of the focal point appointed by the Office in the secretariat &apos; s actions to identify potential duplicate claims in categories A and C, and the United Nations Board of Auditors requested comments on its draft observations regarding the Board &apos; s visits to Jordan and Kuwait, and the Board of Auditors requested comments in response to its draft report on the status of implementation of the recommendations arising from its audit of the Commission &apos; s financial statements for the biennium 2002-2003; the contacts between the Compensation Commission and the Independent Inquiry Committee; to request the secretariat to provide updated information on this matter at a future informal meeting of the Governing Council; and to keep the matter on the agenda of the Governing Council.	1
78. UNODC and OSCE jointly organized a regional expert workshop on the implementation of the universal legal instruments against terrorism as a means of enhancing counter-terrorism cooperation in the Mediterranean basin, held in Malaga, Spain, in September 2013.	1
27. On several occasions, I expressed my firm conviction that the disarmament of Hizbullah and other militias could best be achieved through a Lebanese-led political process that would achieve the ultimate goal of the absence of any weapons or armed forces in Lebanon other than those of the Lebanese State.	1
16. In an effort to contain the Ebola outbreak, some West African countries closed their borders and stopped commercial flights to the three most affected States, Guinea, Liberia and Sierra Leone. On 10 August, C̫te d &apos; Ivoire imposed restrictions on flights to and from the three States, followed by the closure of the land border on 22 August.	1
51. Three States have developed effective legal frameworks to ensure mutual legal assistance and extradition, as well as adequate mechanisms for the rapid and effective exchange of information with other States.	1
Instead of the famous theme of the 2014 World Cup of Football, where three victories hold the world map in the form of the prestigious trophy, the Palestinian Authority caricatures display a "cup" around which three hands turn to three people who raise their hands in surrender.	0
:: Explore how peacebuilding objectives and the specific needs of post-2015 post-conflict countries can be expressed.	0
The Minister of the Interior instructed Commander Da Cruz to give 10 rifles, 6,000 shots and 10 ammunition cabinets to Ray Los in Liquisa.	1
All States of the region are members of the Organization of American States (OAS), which provides regional mechanisms for cooperation at the policy and operational levels.	1
Unfortunately, the Sudanese justice system has demonstrated that it has no capacity or willingness to investigate and prosecute perpetrators of war crimes and crimes against humanity in Darfur.	0
"The Security Council welcomes General Assembly resolution 64/289 establishing a United Nations entity on gender equality and the empowerment of women (UN Women), which will be fully operational in January 2011.	0
The decision of the European Union to commence negotiations with Serbia and Montenegro on the Stabilization and Association Agreement is an important step in this regard.	0
The Security Council encourages Member States to develop comprehensive and integrated counter-terrorism strategies.	1
6. In Mali, terrorists nearly destroyed the State infrastructure, affecting the stability of the country and the entire region; Al-Qaida in the Islamic Maghreb, the West African Unity and Jihad and Ansar Dine continue to operate in northern Mali, with implications for neighbouring countries; they have jeopardized the presence and activities of MINUSMA.	0
:: Provide a comprehensive perspective on seeking and ensuring that security and development efforts at the country level are directed towards addressing the root causes of conflict;	1
One important element is that attacks in a number of villages attacked and burned by militias avoided the annihilation of the entire population who did not escape and instead selectively killed groups of young people.	0
"Weapons of mass destruction and non-proliferation in the framework of best working practices," followed by a training exercise	0
14. Requests the Panel of Experts to continue to investigate the financing and role of armed, military and political groups in carrying out attacks against UNAMID personnel, and recalls that entities and individuals planning, sponsoring or participating in such attacks pose a threat to stability in Darfur and may therefore meet the criteria set out in paragraph 3 (c) of resolution 1591 (2005);	1
The bill, which will be submitted to Parliament, provides for at least 30 per cent of parliamentary seats to be reserved for women; for one district in each electoral district at the local council level to be reserved for women candidates; and for political parties to allocate "safe" seats to women candidates.	1
27. In accordance with paragraph 13 of Security Council resolution 1822 (2008), and in coordination with the designating States, the Team began writing narrative draft summaries of the justification for all listings.	0
For example, several people gathered in Delij after fleeing their villages, following continuous attacks on villages in the area for months.	0
The Department is responsible for the management and administration of the Kosovo Protection Corps as well as the planning and coordination of the implementation of emergency response in natural and other disasters.	1
Between 27 September 2003 and May 2004, 7 villages (near Nyala) were constantly attacked by Janjaweed.	0
In general, the Team has found a high level of commitment to the work of the 1267 Committee and a generally encouraging awareness of the List and the measures.	1
28. The Council is determined to consider individual sanctions against violators of the arms embargo on the Democratic Republic of the Congo.	0
Even in these States, the Executive Directorate has noted that the Government &apos; s attention to four key areas - strengthening border control systems; building the capacity of criminal justice systems to ensure the rule of law; improving coordination and information exchange among relevant national agencies; and strengthening cross-border institutional cooperation with neighbouring States - has apparently affected counter-terrorism capacities, even when development in other sectors remains relatively limited.	1
By pointing out that there would be no consequences for the killing of Yemenis, the immunity deal contributed to prolonging the bloodshed.	0
Recalling resolution 1373 (2001) of 28 September 2001, which established the Counter-Terrorism Committee, and recalling also its other resolutions concerning threats to international peace and security caused by terrorist acts,	1
139. Among these groups, MNRD issued a statement on 6 June stating that it was not a party to the April ceasefire agreement between the Government, SLM/A and JEM, and that it would fight against the Government.	0
Urge relevant regional and/or subregional bodies to develop and implement policies, activities and advocacy for the benefit of internally displaced persons and refugees.	1
'The Security Council urges the Democratic People's Republic of Korea to return immediately to the Six-Party Talks without preconditions, to work for the speedy implementation of the Joint Statement of 19 September 2005, and to abandon all nuclear weapons and existing nuclear programmes.	0
The Council also adopted a presidential statement (S/PRST/2011/17) in which it stressed the need to improve communication between the Security Council, troop- and police-contributing countries, the United Nations Secretariat and other stakeholders in order to foster a spirit of partnership, trust, cooperation and mutual trust, and to ensure that the Security Council benefited from the views of those working on the ground in its decisions on peacekeeping mandates.	1
In a survey conducted in Mornei camp in Western Darfur, medical teams treated some 20 victims of sexual violence from April to June 2004.	1
(b) Prevent the entry into or transit through their territories of such individuals, provided that nothing in this paragraph shall oblige a State to deny entry into or request the departure from its territory of any of its nationals and this paragraph shall not apply if entry or transit is necessary for the fulfilment of a judicial process or in cases where the Committee determines, on a case-by-case basis, that such entry or transit is justified;	0
In addition, the Panel exchanged information with experts of the 1540 Committee, with experts on Somalia and Liberia, as well as with relevant non-governmental and academic organizations.	1
The Commission will allow young people to express their issues as it is a forum that ensures policy coherence and promotes the interest of youth in government policies.	1
Decides that the mandate of [the mission] shall include:... (v) assisting the authorities... [the country concerned] in the development and implementation of a programme for the disarmament, demobilization and reintegration of ex-combatants and the dismantling of militias and self-defence groups, consistent with the objectives of reconciliation and taking into account the special needs of demobilized children;	1
It calls for adherence to international law and for all parties to implement their commitments and the road map in order to realize the vision of two States living side by side in peace and security.	0
Deeply concerned at the frequency of acts of violence in many parts of the world against journalists, media personnel and associated individuals in armed conflict, in particular deliberate attacks against them in violation of international humanitarian law,	0
This could mean strengthening competencies in specific areas such as the police, the judiciary, education, culture, the media and the economy, and could allow for horizontal linkages between municipalities where Kosovo Serbs constitute the majority of the population.	0
In some cases, national HIV responses were accompanied by excessive use of force or the imposition of a medical quarantine on communities by means that fell short of standards of human dignity.	0
(i) To urgently establish a United Nations radio station and to strengthen United Nations activities in the areas of information, media, awareness-raising and training in C̫te d &apos; Ivoire, in particular on human rights issues, thus promoting an atmosphere of mutual respect and tolerance among all communities in the country;	1
9. With regard to military agreements No. 2 and No. 3, the parties have been cooperating significantly with MINURSO with regard to the marking and destruction of mines and unexploded ordnance.	1
The time has indeed come for the international community, in particular the Security Council, to take effective measures to confront the illegal and criminal policies and practices of the Israeli regime and to put an end to its State terrorism against the Palestinian people and other peoples of the region.	0
The Council underlines its readiness to take action against any party that seeks to undermine the peace process by any means, in particular by failing to observe this cessation of hostilities or obstructing talks, peacekeeping operations or the provision of humanitarian assistance.	0
However, large-scale strikes and blockades by armed and unarmed political groups and political parties and groups have disrupted humanitarian activities and, in most cases, access to health and education services in the Tiray area.	0
The Prime Minister reached agreement with the members of the second delegation, consisting of Palestinian armed groups based in Damascus, to establish a follow-up committee to discuss all issues, including the issue of weapons. On 13 October, the Lebanese Council of Ministers, having unanimously endorsed the position of the Prime Minister, decided to establish such a committee, with a view to resolving the issue of Palestinian weapons within the camps through dialogue.	1
Non-European Union member States are working independently to develop legislative frameworks to combat terrorism and to incorporate the offences set forth in the international counter-terrorism instruments into their domestic law.	1
60. Supporting the sustainable restoration and extension of the minimum State authority to areas freed from armed groups requires a strengthened commitment by the Government to deploy the State administration, including police, judiciary and prison personnel, and the necessary resources.	1
The members of the Council also stressed the importance of serious engagement of the parties with IGAD in its mediation efforts and respect for the Agreement on Cessation of Hostilities in the search for an early return to peace and stability in South Sudan.	1
The Russian Federation believes that priority should be given to further strengthening the international legal basis for combating terrorism, in particular by universalizing the existing counter-terrorism conventions, by acceding to them by all States Members of the United Nations.	0
Deploring the continued provision of safe haven by the Taliban to Osama bin Laden and to allow him and others associated with him to run a network of terrorist training camps in Taliban-controlled territory, and the use of Afghanistan as a base for sponsoring international terrorist operations,	0
15. On 2 December, NATO successfully completed its military mission in Bosnia and Herzegovina during a ceremony at Butmir camp in Sarajevo.	1
Standards for the prosecution and punishment of gender-based crimes have been developed; persons accused of genocide have been tried; rules on jurisprudence have been developed; and national capacity to prosecute genocide has been improved.	1
Stressing that terrorism can be overcome only through a sustained and comprehensive approach involving the active participation and cooperation of all States and international and regional organizations to prevent, weaken, isolate and paralyse terrorist threats,	1
In Northern Darfur, Abu Shouk, the largest internally displaced person camp in the state, was overcrowded, with more than 20,000 people arriving as a result of violence in several locations over the past two months.	1
Under this scheme, considerable efforts have been made to cover minority beneficiaries.	1
27. Decides that, when the designating State submits a request for delisting, the requirement for States to take the measures set out in paragraph 1 of this resolution in respect of the individual, group, undertaking or entity under consideration after 60 days, unless the Committee decides by consensus before the end of that 60-day period that those measures shall remain in force in respect of the individual, group, entity or institution; provided that, in the absence of a consensus, the Chairman shall, at the request of a member of the Committee, submit the question of whether to remove the name of the individual, group, undertaking or entity to the Security Council for determination within a 60-day period; and further that, if such a request is made, the requirement for States to take the measures set forth in paragraph 1 of this resolution shall remain in effect during that period in respect of the individual, group, undertaking or entity until the Security Council decides on the matter;	1
Thirty graduates of the first four-week medium-term training programme for senior municipal officials received training in law, economics, public finance, human resources management and conflict resolution.	1
The Committee was informed that an administrative investigation was being carried out by a commission established by the Governor of Southern Darfur in view of the gravity of the accusation and its consequences, which would require an acceleration of the measures required.	1
13. Stresses the need to ensure that all international efforts are mobilized to strengthen MISCA and to mobilize all necessary resources to enable it to carry out its mandate effectively, and to pave the way for the possible deployment of another United Nations peacekeeping operation in line with the relevant provisions of resolution 2127 (2013).	0
2. Decides also that all States, in accordance with their national procedures, shall adopt and enforce appropriate effective laws which prohibit any non-State actor to manufacture, acquire, possess, develop, transport, transfer or use nuclear, chemical or biological weapons and their means of delivery, in particular for terrorist purposes, as well as attempts to engage in any of the foregoing activities, participate in them as an accomplice, assist or finance them;	0
Minority representation in the Kosovo Police Service currently stands at 17 per cent, with 22 per cent female representation.	1
Since, for most purposes, the United Nations needs to send one joint message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its open and independent character and ensure transparency with regard to its procedures, as appropriate.	0
29. UNMIK police have focused on activities aimed at ensuring that all UNMIK police and Kosovo Police Service trainees have practical knowledge of international human rights standards in law enforcement.	1
In late September, the Mission completed the renovation of Iriba prison, resulting in improved conditions of detention of both prisoners and prison security.	1
"The Security Council expresses its intention, when establishing or renewing the mandate of the relevant sanctions committees, to consider provisions concerning parties that violate international law applicable to the rights and protection of children in armed conflict.	0
Subsequently, a commander of the Air Force was arrested by the rebels and detained for three months.	0
(c) Encourage States to strengthen the security of their borders at points of entry with a view to preventing persons, goods illegally transported and arms/explosives across borders, as well as the physical cross-border movement of nominal currencies and securities.	0
:: Clear guidelines/guidance are developed to determine what missions can do to protect civilians, including practical protection measures such as intensive and regular security patrols in potentially unstable areas and the establishment of joint protection teams or early monitoring cells.	1
Establish judicial and non-judicial accountability mechanisms in countries emerging from conflict, including, where appropriate, accountability for crimes against women; support the establishment of a gender-balanced committee of judges, commissioners of courts or commissions of inquiry.	1
67. In conclusion, I would like to thank my Special Representative, Amira Haq, for her leadership, and all UNMIT and United Nations country team staff for their continued efforts in support of the people of Timor-Leste in their quest to advance the issues of peace, stability and development.	1
(d) The establishment of a truth and reconciliation commission in C̫te d &apos; Ivoire, with the support of the United Nations, taking into account the lessons learned and best practices that have emerged in this area over the past few years;	0
On 18 November 2014, the regime &apos; s helicopters dropped two barrel bombs on Ma &apos; ar Shamarin town, killing six civilians, including four children and two women.	0
The programme requires ex-combatants to return openly, renounce weapons and agree to respect the legitimacy of the Government, the rule of law and the community monitoring mechanism, as well as other measures according to the individual concerned.	1
The international community will need a capacity to move this process forward.	0
The Executive Directorate has also established strong relations with some regional and subregional organizations, in particular the Caribbean Community (CARICOM) and the Inter-American Committee against Terrorism of the Organization of American States (OAS) in the Americas; the African Centre for the Study and Research on Terrorism, the African Union, the Economic Community of West African States (ECOWAS) and the Capacity-Building Programme for Counter-Terrorism of the Intergovernmental Authority on Development (IGAD) and the Southern African Development Community (SADC) in Africa; the Council of Europe, the European Union and the Organization for Security and Cooperation in Europe; the Pacific Islands Forum in the Pacific; the Asian Development Bank and the Association of Southeast Asian Nations in Asia.	1
The Court &apos; s Trial Chamber &apos; s decision to issue a warrant for the arrest of a Head of State on 4 March 2009 triggered a major public reaction and set hopes for peace and stability a new setback.	0
44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.	1
On 5 May 2005, the same trucks, carrying arms and food items, returned to Somalia via the border town of Yede in the Bakool region; on 7 May 2005, trucks carrying weapons arrived in Hadr, the capital of the Bakool region, and the weapons were temporarily stored at the Hadar police station.	1
- Since terrorists and their supporters exploit instability and intolerance to justify their criminal acts, the Security Council is determined to address this by contributing to the peaceful resolution of disputes and by working to create an atmosphere of mutual tolerance and respect;	0
The following is a summary of those reports, which sets out the framework for the Commission &apos; s fact-finding mission and investigations: in the sections following this overview, individual incidents will be presented by type of violation or specific international crime.	1
The Government of the Syrian Arab Republic affirms that it is continuing to fulfil its duty to protect its citizens, disarm terrorism and hold the perpetrators accountable. It also affirms that it is continuing its efforts to find a political solution to the crisis in Syria, in cooperation with the Special Envoy, Mr. Kofi Annan, and by consolidating the democratic achievements that it has begun since March last year in various areas, including the abolition of the state of emergency, the promulgation of the Multi-Party Act, the Local Elections Act, the Freedom of Information Act, attention to the economic situation of citizens, the promulgation of the new Constitution and other legislation aimed at strengthening political life and deepening pluralism and democracy and leading to the launching of an integrated reform process.	1
After the battle, the Group obtained two (2) metal containers of ammunition and photographs of other ammunition containers, which the Group &apos; s sources claimed to have been provided by the State concerned.	1
The Lebanese security teams (police and army) worked hand in hand with the Commission &apos; s security team to ensure the safety and security of the Commission &apos; s personnel and premises.	1
"The Security Council recognizes the importance of assisting in the prevention of future conflicts by addressing their root causes in a legitimate and just manner.	0
The members of the Council also looked forward to a follow-up meeting of the Ethiopian authorities in The Hague in the near future with a view to determining the modalities for the speedy implementation of the delimitation decision.	0
(b) Continue to identify the needs of States with regard to strengthening and supporting rule of law institutions and proactively integrating human rights and the rule of law in their recommendations for technical assistance to States with a view to strengthening national terrorist prosecution systems and improving international cooperation;	1
Development of a unified system for managing and monitoring cases of gender-based violence; development of a checklist for senior managers on the High Commissioner &apos; s five commitments to refugee women.	1
(a) Building the capacity of their systems to combat money-laundering and the financing of terrorism, with a particular focus on financial intelligence units, freezing the funds and assets of terrorists and regulating charities;	1
The work of the United Nations in developing regional and national counter-terrorism strategies provides a good political framework for countries to cooperate.	1
:: Report of the Office for the Coordination of Humanitarian Affairs, "To stay and deliver: good practice for humanitarians in complex security environments" (2011).	1
56. All but one State has taken some steps to establish a comprehensive legal framework to combat terrorism that includes terrorism-related offences.	1
However, the Commission found no evidence that they were so widespread and systematic as to constitute a crime against humanity.	1
The regime &apos; s forces killed 231 people, the extremists killed three and the armed groups killed two.	0
:: Results of activities carried out by the Lebanese authorities at the crime scene and adjacent areas	1
187. With the exception of a few cases, there is no military justification for any specific activity by rebel forces for reported incidents, which has reinforced the perception among observers that the civilian population has been knowingly and deliberately targeted in order to achieve common or specific goals and interests of the Government and Janjaweed militias.	0
At the same meeting, pursuant to paragraph 41 of resolution 2093 (2013), the Coordinator of the Monitoring Group on Somalia and Eritrea presented the Group &apos; s assessment of the progress made by the Federal Government of Somalia in establishing the logistical infrastructure for arms management and the application of arms control procedures.	0
The establishment of the Joint Mission Analysis Cell has significantly increased the Mission &apos; s capacity to analyse and share information throughout the Mission, but the Mission has continued to lack access to reliable tactical information.	1
The Security Council stresses that an inclusive political settlement and the deployment of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) are essential for the restoration of peace and stability in Darfur.	1
These new "recruitors" referred to by the civilian population and others as "Janjaweed," a traditional term Darfurian, means an armed and outlaw bandit riding a horse or camel.	0
50. During the reporting period, MINUSMA air assets were temporarily deployed to Kidal to conduct reconnaissance and surveillance of movements of armed groups, particularly in the Telmisi Valley (Gao region).	1
Urge relevant regional and/or subregional bodies to formulate and implement policies, activities and advocacy campaigns for children affected by armed conflict.	0
The September 2013 attack on the "Wistgit" trading centre in Nairobi, Kenya, demonstrates the capabilities of Al-Shabaab, even after its retreat in Somalia.	0
The Group investigated the supply of these vehicles to northern C̫te d &apos; Ivoire, but encountered an obstacle as a result of its inability to inspect the Forces nouvelles vehicles closely, but took photographs of a number of these vehicles that were part of a military convoy in Bouak̩.	1
In paragraph 3 of that resolution, the Council requested me, in consultation with the Committee established pursuant to resolution 751 (1992) concerning Somalia, to re-establish, within 30 days of the adoption of that resolution, the Monitoring Group referred to in paragraph 3 of resolution 1558 (2004) for a period of six months, with the mandate set out in subparagraphs 3 (a) to (i) of resolution 1630 (2005).	0
The Council stresses the need to strengthen cross-border cooperation between law enforcement agencies, including through the integration of maritime security into security sector reforms and the adoption of bilateral and regional agreements to facilitate action, in accordance with international law, against drug trafficking by sea and to prosecute those suspected of such trafficking, following maritime interdiction operations on the high seas, and calls for continued support from the United Nations Office on Drugs and Crime and other relevant international and regional organizations.	1
26. In addition to the reports on its visits, the Team submitted approximately 15 papers in response to requests from the Committee, addressing issues such as the reporting strategy of Member States; listed individuals believed to have died; exemptions from the travel ban; cooperation with INTERPOL; humanitarian exemptions; possible cases of non-compliance; views of the private financial sector in the sanctions regime; the checklist; working with international and regional organizations; the use of the Internet for terrorist purposes; and a table of experiences of Member States in implementing sanctions.	0
Decides hereby to establish an international tribunal solely for the purpose of prosecuting persons responsible for serious violations of international humanitarian law committed in the territory of [the State concerned] between [two dates]...	0
The Global Counter-Terrorism Strategy, which was of great importance in reaffirming the collective commitment of the international community to addressing the threat of terrorism to all, was adopted unanimously by the General Assembly later in 2006.	1
The Monitoring Group has not been informed of cases of arrests of listed individuals at the border since the last report of the Group, and the Committee has received no reports in this regard.	1
The Mission &apos; s four strategic priorities are to build institutions and capacity at the management level; to combat organized crime and corruption; to achieve financial sustainability and sustainability; and to strengthen police independence and accountability.	0
132. Pending the Committee &apos; s and INTERPOL &apos; s determination of how best to proceed, the Team hopes that the INTERPOL database will provide additional information on the identity of the individuals on the Consolidated List.	1
The remarks made by Deputy Prosecutor Bensouda focused on the role and impact of the International Criminal Court in promoting the investigation and prosecution of serious crimes of concern to the international community.	1
Welcoming the continued progress made by Burundi in achieving peace, stability and development, and stressing the need for the United Nations system and the international community, including the international financial institutions and development partners of Burundi, to continue to support the peace consolidation process and the long-term development of Burundi,	1
4. The Commission is also concerned with the classification of violations of international human rights law and international humanitarian law that it may establish, from the point of view of international criminal law, which is implicitly required for the other tasks it has set for the Security Council Committee, namely (a) to determine whether such violations amount to genocide and (b) to identify the perpetrators of such violations.	1
It is recommended that United Nations contributions to the stabilization plan be harmonized and coordinated in the context of the next revision of the United Nations Development Assistance Framework.	1
The President informed the Council that, in the course of the Committee &apos; s consultations, the Monitoring Group had provided a briefing on its findings regarding the recovery of Somali assets abroad and had discussed the issue of the prohibition of coal and weapons by international naval forces on the high seas and within the territorial waters of Somalia.	0
Training of peacekeeping personnel requests the Secretary-General to ensure that appropriate training is provided to United Nations personnel involved in peacemaking, peacekeeping and peace-building activities in international humanitarian, human rights and refugee law, including provisions on children and gender, negotiation and communication skills, cultural awareness and civil-military coordination, and urges States and relevant international and regional organizations to ensure that appropriate training is included in their programmes for personnel involved in similar activities.	1
Similarly, the full deployment of the civilian police component of the Mission, as mandated by the Security Council, remains unresolved.	1
15. UNOMIG military observers continued their mandated tasks through daily ground patrols, a liaison secretariat with local authorities and coordination with the Collective Peacekeeping Force of the Commonwealth of Independent States, as well as with law enforcement agencies from both sides.	1
