es_en_TRANSOFMERS	VerCoop
The authorities stressed that there were no refugees or camps in CÃ´te d'Ivoire in Ghana.	1
Security conditions in most parts of the country remained fragile, but generally stable, with few incidents reported.	0
The current strength of the centre stands at 544 members of the Forces nouvelles and the national defence and security forces, out of an authorized total of 568, including mixed police units.	0
The opposition ended the rally with a call for civil disobedience to prevent the passage of the bill. On October 30, protesters broke the police cordon and looted the National Assembly building.	0
The promotion process was fully managed by the Government, supported by a committee of five international experts (Australia, Malaysia, New Zealand, Portugal and Singapore) and technical support from UNMIT police.	1
âThe Security Council welcomes the measures taken by national, international and mixed criminal courts and tribunals against alleged perpetrators of serious crimes against children in situations of armed conflict in violation of applicable international law.	1
The girls were detained for three days; they were raped and then released.	0
While local cells are known to be involved in small-scale criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating on both sides of the Afghanistan-Pakistan border, the Islamic Republic of Iran and Uzbekistan levy transit taxes on those transporting drugs for the benefit of the Taliban, there is still little convincing evidence of large-scale involvement of terrorist groups in drug trafficking or other organized crime.	0
92. The commission of inquiry recommends that States and civil society organizations promote opportunities for dialogue and contacts among individuals in areas such as culture, science, sports, good governance and economic development, to provide the citizens of the Democratic People's Republic of Korea with the opportunity to exchange information and receive experiences from countries other than their own.	1
Underlining the importance of the Arusha Peace Agreement for a peaceful resolution of the conflict in Rwanda and the need for all parties to reaffirm their commitment to its full implementation,	1
As Al-Qaida and its associates will use any available explosive to carry out their attacks, the Team recommends that the Committee encourage Member States to apply the expression âweapons and related materials of all typesâ in the arms embargo against Al-Qaida to all types of explosives, whether military, civilian or improvised, as well as to raw materials and components that may be used to manufacture DEI or non-conventional weapons, including but not limited to chemical components, detonating cords, fertilizers and poisons.	0
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	0
Emphasizes the importance of ensuring access by relevant organizations, as appropriate, to all prisons and places of detention of the [affected country], and calls for full respect for relevant international law, including humanitarian law and human rights law...	1
The Government of Egypt confirmed that by the end of July it would deploy a formed police unit, which will be based in Bukavu, South Kivu, in response to the additional requirements set out in Security Council resolution 1843 (2008).	0
On 16 March, after visiting Angola and the Democratic Republic of the Congo, my Special Representative on Sexual Violence in Conflict, Margot WallstrÃ¶m, issued a statement calling on both countries to investigate allegations of sexual violence related to expulsions and to take practical measures to prevent such crimes.	1
While the physical protection of civilians from violence remains important, greater attention should be paid to protection through the development of political and civil processes, the deployment of reconciliation efforts at the community level and the establishment of a protective environment in close coordination with the United Nations country team and other actors working for the same purpose.	1
On 24 November, in the Council Chamber, the Chairperson of the Committee established pursuant to resolution 1591 (2005) concerning the Sudan, Ambassador MarÃ­a Cristina Perceval (Argentina), presented the relevant quarterly report and updated the Council on the activities of the Committee during the reporting period. She referred, inter alia, to collaboration with Member States in the region to identify information gaps and communicate capacity-building needs to promote the implementation of sanctions.	1
All reporting States believe that they have effective protection against the acquisition of weapons by listed individuals or entities, but only 38 Member States have indicated that they have amended existing laws and regulations to introduce arms embargo measures; 106 States did not refer to the consolidated list in describing their policy processes.	0
It should be added that the concept of superior responsibility also applied to internal armed conflicts, as had been held authoritatively by international criminal tribunals, and the legal opinion of States agreed.	1
As there have not been many entries on the List concerning individuals or entities providing military equipment or training to such groups, the Team recommends that the Committee take further steps to clarify the scope of the arms embargo.	1
At the request of the Central Bank of Somalia, UNODC developed draft regulations on combating money-laundering and the financing of terrorism, which were submitted to the Bank in August 2014.	0
The officer in charge of the crime scene, General Naji Mulaeb, of the Internal Security Forces, arrived at the scene at 1305 hours on 14 February 2005. He has issued a report dated 3 March 2005 on the review carried out by the Lebanese authorities [General Directorate of the Internal Security Forces, Beirut Police Unit, reference No. 95], stating:	0
The Group also visited the Niangoloko police checkpoint and inspected the âmovement registerâ but noted no irregularities; there had been some confiscations of handguns and handguns.	1
Official sources have reported that at least three listed Al-Qaida-related individuals have been killed.	0
:: The Security Council can be more effective by encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be assessed? How can the Council âincentivizeâ States to act against impunity?	1
One of the witnesses described the terrifying experience in the area where the captors detained the women and girls in Kailek:	0
In addition, it was also proposed to exchange information on inter-agency cooperation, enforcement, voluntary implementation planning and time data, among other options, in order to enhance the Committee's understanding of national implementation measures in accordance with resolution 1540 (2004).	1
Supporting the decision of the Democratic Republic of the Congo to strive for greater transparency in the revenues of its extractive industries,	1
In most States visited, there is a need to improve crisis management plans to gather evidence, prevent secondary bombs from causing casualties and ensure adequate evacuation in the event of a major terrorist attack.	0
In this regard, and in accordance with the communiquÃ© of the Peace and Security Council of 25 November 2014, we call on the Commission and the countries of the region to redouble their joint efforts to mobilize the necessary international support, including the adoption by the United Nations Security Council of a resolution supporting the establishment and deployment of the joint multinational task force, as well as the establishment of a trust fund.	1
The Assistant Secretary-General also noted that ISIL and all other parties to the conflict were killing and wounding people and destroying villages, towns and cities with impunity.	0
1. Expresses its determination to take appropriate measures for the further development of cooperation between the United Nations and regional and subregional organizations in the maintenance of international peace and security, in accordance with Chapter VIII of the Charter of the United Nations, and invites regional and subregional organizations with conflict prevention or peacekeeping capabilities to incorporate those capacities within the framework of the United Nations standby system of forces, services and equipment;	0
(a) Victims of crimes who have suffered significant bodily injury or impairment of their physical or mental health as a result of serious crimes;	0
The Security Council, by its resolution 1575 (2004) of 22 November 2004, requested Member States, through or in cooperation with the European Union, to report to it on the activity of the European Union military mission in Bosnia and Herzegovina (EUFOR), through appropriate channels and at least every three months.	1
It is essential that cases of domestic violence and sexual assault are formally prosecuted in accordance with the penal code.	0
Combating terrorist rhetoric and violent extremism	1
The report included a grim description of the situation in the region, characterized by more acts of violence and terrorism.	0
They are rewarded when they report other citizens suspected of committing such "crimes".	0
âThe Security Council stresses the importance of achieving durable solutions for refugees and internally displaced persons, including their safe, dignified and voluntary return, or their local integration or resettlement.	1
(c) Prevent the direct or indirect supply, sale and transfer to such persons, groups, undertakings or entities from their territory or by their nationals outside their territory or by their flag vessels or aircraft of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary gear and spare parts, as well as technical advice, assistance or training related to military activities;	0
Since arriving in Nairobi on 27 May 2005, my Special Representative has stressed to the leaders of the subregion and other stakeholders the need to establish a coordinated approach to dealing with Somali leaders and to urge them to engage in dialogue and refrain from military action to resolve differences in the transitional federal institutions. On 10 June, he met in Kampala with President Yoweri Museveni of Uganda and on 29 June had discussions with President Ismail Omar Guelleh of Djibouti and with the Executive Secretary of IGAD in Djibouti.	1
The two witnesses who had participated in the investigation process, Mr. Donghyuk and Ms. Lee, spoke of their personal experiences in the Democratic People's Republic of Korea before escaping as refugees.	1
The Commission will provide a forum for young people to express themselves and ensure political coherence by promoting the interests of youth in government policies.	0
This fragmented control of the Somali maritime environment has created or promoted three important sources of income for local governments: (a) commercial export from Somalia of a large quantity of charcoal, including products; (b) unhindered access by foreign fishing vessels to Somali marine and fisheries resources; and (c) widespread piracy.	0
Once the future status has been determined, there will be a need for an international presence (military and civilian) with the necessary resources to lead the implementation of the agreement in a stable and orderly manner.	0
The letter indicated that the Committee was considering the recommendations contained in the report with a view to improving the measures relating to sanctions imposed and their implementation.	1
In particular, consideration should be given to expanding the dissemination of job announcements by referring them to professional associations and changing the language requirements of posts.	1
The Commission is of course of the view that all persons, including those accused of serious crimes, should be considered innocent until proven guilty in a fair trial.	0
The destruction specifically affected areas inhabited by African tribes, in particular the Fur, Zaghawa and Masalit.	0
This has resulted in a significant improvement in the security situation in Mitrovica, as well as in the provision of judicial and detention services; however, there has been little or no progress in the return of displaced Kosovo Serbs and Kosovo Albanians to their respective homes on both sides of the Ibar River.	0
In close cooperation with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay particular attention to States that lack information on how they implement resolution 1373 (2001) and will consider how best to address the problem.	1
Such policies should take into account the four pillars of the programme on women, peace and security (participation, conflict prevention, protection and relief and recovery), which ensures the inclusion of refugee and internally displaced women in all protection, prevention, participation and relief and recovery activities.	1
This is the result of the political negotiation at the Somali National Reconciliation Conference, which is largely based on the power of militia leaders and their clan associations.	1
The Council expresses its deep concern that civilians continue to constitute the majority of the victims of violence committed by parties to armed conflict, including as a result of deliberately targeted attacks, the indiscriminate and excessive use of force, the use of civilians as human shields and sexual and gender-based violence, as well as all other acts committed in violation of applicable international law.	0
This was important as the Council, by virtue of its actions, created obligations under international law and should therefore be able to enforce them.	0
At the 5898th meeting of the Security Council, held on 27 May 2008, in connection with its consideration of the item entitled âProtection of civilians in armed conflictâ, the President of the Security Council made the following statement on behalf of the Council:	1
The Committee considers that this will reduce the risk that third parties, in particular non-bank financial institutions, non-financial corporations and professionals, will act, inadvertently, in contravention of the assets freeze requirements.	1
In particular, the Executive Directorate is requested to encourage States to develop strategies against incitement to terrorist acts motivated by extremism and intolerance.	1
The European Union's European arrest warrant offers an effective alternative to the traditional extradition process, allowing direct contact and empowering judicial authorities.	0
âThe Security Council recalls its resolution 2048 (2012) and, in this regard, reiterates its readiness to consider further measures, including, if it deems necessary, targeted sanctions against persons who undermine efforts to restore constitutional order.	0
Welcoming and supporting the steps taken to conclude treaties on nuclear-weapon-free zones, and reaffirming the conviction that the establishment of internationally recognized nuclear-weapon-free zones on the basis of arrangements freely arrived at among the States of each affected region, and in accordance with the 1999 guidelines of the United Nations Disarmament Commission, promotes global and regional peace and security, strengthens the nuclear non-proliferation regime and contributes to the achievement of the objectives of nuclear disarmament,	1
Uganda is concerned about the humanitarian situation in Darfur.	0
Calling upon States to work together, with a sense of urgency, to prevent and suppress acts of terrorism, in particular by enhancing their cooperation and fully complying with international conventions, and by implementing appropriate measures to strengthen the existing legal framework to ensure that perpetrators of crimes of nuclear terrorism are effectively held accountable,	1
:: Expressing the desire to join forces and promote intercommunity harmony among all components of Azawad society;	0
The Mission is reviewing with some Rwandan fighters'leaders and with the Transitional Government the technical modalities of repatriation, and has issued the decision of the Government of Rwanda not to prosecute any former combatants who were 14 years of age or younger during the 1994 genocide.	1
When the work of all panels of Commissioners of the United Nations Compensation Commission came to an end in June 2005, 1.55 million claims (out of a total of $2.69 million) had been identified as compensation.	1
This is unacceptable and must be strongly rejected, especially by the Security Council, using the mechanisms at its disposal.	0
The transfer of competencies in these sensitive areas cannot work without a strong policy of supervision, intervention and sanction.	0
The purpose of these visits was to monitor implementation, including the collection of examples of best practices, in order to disseminate the work of the Security Council Committee, affirm the international consensus that is essential for the success of the sanctions regime, and monitor the spread and scope of Al-Qaida and the Taliban in order to be better able to make suggestions to the Committee for its future work.	1
The Committee strongly recommends that Member States establish such national bodies to coordinate and discuss counter-terrorism issues. III. Non-reporting	1
As for the condition that an attack must be "systematic", it is required that the acts be organized and that they are not likely to occur at random.	0
The Council emphasized that reform of the defence and security sectors, the fight against impunity and the fight against illicit drug trafficking remained priority areas for peacebuilding in Guinea-Bissau and urged the country's armed forces to respect civilian authority and oversight.	1
The Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004), whose mandate was extended by Security Council resolution 1904 (2009) concerning Al-Qaida and the Taliban and associated individuals and entities, has the honour to transmit its eleventh report pursuant to resolution 1904 (2009).	1
Throughout the period of its mandate, the Monitoring Group kept the Security Council Committee established pursuant to resolution 751 (1992) informed of its activities by submitting fortnightly reports through the United Nations Secretariat and by reporting mid-term to United Nations Headquarters in New York in July 2005.	1
âThe Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to [the affected country], and encourages neighbouring countries of [the affected country] to protect all persons fleeing violence in [the affected country], including [the inhabitants of a specific area of the region]. It urges all Member States, on the basis of the principles of burden-sharing, to support those countries in providing assistance to refugees and affected communities...	1
In accordance with paragraph 37 of resolution 1822 (2008), the President undertook two visits in 2009. On 9 June 2009, at the invitation of the Russian Federation, he attended a meeting of special services, security agencies and law enforcement organizations, held in Irkutsk, Russian Federation, on 8 and 9 October 2009, the President travelled to Brussels to discuss with officials of European Union institutions the implementation of sanctions by the European Union and its 27 member States.	1
Retaining that level of funding would render any Government useless, and, more rightly, an authority in occupied territory. If funds were not immediately unblocked, the achievements of State consolidation, including improved governance that would benefit the Palestinian people and the development of law and order security forces in the West Bank, would be jeopardized.	0
1. It provides it to the legitimately elected Government, which has received the support of the international community, and provides it at its request. 2. The aim of the assistance is to increase the capacity of the police and enhance security so that the President can move to Mogadishu, the capital of the country, and exercise his mandate. This aspiration will not be realized until armed groups are disarmed, as required by the legitimate Government. 3. The task of disarming armed groups and consolidating the power of legitimate authorities is a prerequisite for combating the deep-rooted pockets of terrorism in Somalia, and is compatible with global counter-terrorism policies, in order to ensure that no new `talibÃ¡n' in Somalia does arise.	0
" The Security Council, recalling its resolutions 2042 (2012) and 2043 (2012), welcomes the appointment of the Joint Special Representative for Syria of the United Nations and the League of Arab States as an important step forward in cooperation between the two organizations and expresses its support for its efforts to continue the good offices of the Secretary-General in this regard.	1
While Al-Qaida has not developed as an organization and its leading leaders have failed to focus their supporters on key operational issues and have not been able to move them to take concrete action, as the Al-Qaida movement has continued to grow, inspired by a general message of resistance to real or imagined injustices.	0
In addition, on 25 June, the Council of Eminent Persons presented to the Transitional Government a plan outlining priorities for the successful continuation of the transition: public security, justice, elections, political governance and economic measures.	1
:: Provision of technical assistance in the preparation and implementation of legislation to combat the dissemination of hate messages.	0
All the remains were transferred to the Hilversum military base, where the identification process is carried out.	0
We believe that it is unacceptable for us to deviate from that principle as the fragile situation in the province could be plunged into widespread destabilization.	0
We have noted with concern that the Secretary-General believes that many of the factors fuelling the 2006 crisis remain present in society, making it vulnerable to instability.	0
However, the situation remains worrying, as the long borders between us are difficult to control.	0
(a) In the place of events, chaos reigned not only during the first hours after the explosion, where the priority was to extinguish the fire, save the wounded and locate the disappeared, but unfortunately and unnecessarily for much longer;	0
5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the forty revised recommendations of the Financial Action Task Force (FATF) on combating money-laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, seize and manage assets of criminal origin, in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and encourages States in the African region to continue their collaboration with FATF-like regional agencies, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money-Laundering (GBDAOM) and the Middle East and North Africa Financial Action Group (GAFIOMAN);	0
While the sanctions regime could force some Taliban to remain in remote areas, and the Team notes that this may be one of the reasons why some main Taliban want their names removed from the List, the preventive objective pursued by such measures is largely not met.	0
(c) To support the efforts of the Government of [the affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights, including all forms of sexual and gender-based violence, to promote and protect human rights and to combat impunity, including through the implementation of the Government's âzero-tolerance policyâ with regard to violations of discipline and human rights and humanitarian law committed by members of the security forces, in particular those recently integrated.	1
Deploring the continuing obstacles that the Government of the Sudan has imposed on the work of the Panel of Experts during the course of its mandate, including restrictions on the freedom of movement of the Panel of Experts and UNAMID, and limitations on the Panel's access to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly occurred, but noting that interaction between the Government of the Sudan and the Panel of Experts has improved,	0
With the intensification of the fighting, the F-FDTL reinforced their positions in the hills by sending a navy ship to Tibar Bay.	0
Similarly, with regard to recipients of reparations, it was important to have a perspective that went beyond individual victims and also took into account affected communities;	0
The important political results of the high-level meeting on counter-terrorism held by the Security Council on 20 January 2003 in New York have resulted in greater recognition of the central role of the United Nations in the fight against this global danger.	1
... stressing the importance of investigating [presumed abuses and violations of international humanitarian law], including those committed during the... crisis and committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, respecting the rights of detainees..., urging the Government to intensify and expedite its efforts to combat impunity,	1
While some time might pass before the Treaty entered into force, it could be a useful tool for further progress in the implementation of the sanctions regime established pursuant to resolution 1267.	1
I repeat again today what I said on 31 January (see S/PV.6710), it is unacceptable that the Council should be prevented from assuming its responsibilities.	0
The timetable for the completion of the destruction of Syrian chemical weapons is contained in the comprehensive report on the elimination of the Syrian chemical weapons programme (paragraph 25 of document EC-76/DG.16, dated 4 July 2014), of which the Council took note at its seventy-sixth session.	0
I have the honour to transmit to you a letter dated 28 October 2005, addressed to you by His Excellency Mr. Isaias Afwerki, President of the State of Eritrea, concerning the peace process in the border conflict between Eritrea and Ethiopia.	1
I am particularly concerned about the present unstable situation that could deteriorate further if the political situation does not change and if the socio-economic situation continues to be unmet.	0
" The Security Council welcomes, in this regard, the inaugural meeting of the joint United Nations-African Union task force on peace and security, held on 25 September 2010, and encourages the task force to focus on strategic and country-specific issues of interest to both organizations on the continent.	1
- Emphasize the importance of ending impunity for violations of international humanitarian law and human rights law as part of a comprehensive approach aimed at achieving sustainable peace, justice, truth and national reconciliation.	0
Methodology and staffing Methodology The four strategic priorities of the Mission are: institution-building and capacity-building at the leadership level; combating organized crime and corruption; improving financial viability and sustainability; and promoting police independence and accountability.	1
On 23 May, the vehicles were delivered to Rai Los, along with 31 PNTL Police Reserve Unit uniforms. On 24 May, Rai Los and his men, dressed in these uniforms, participated in the attack on F-FDTL soldiers carrying out patrol duties.	0
" The Security Council notes with concern that the above-mentioned threats may endanger the security of countries on its agenda, including States emerging from conflict, and urges coordination of United Nations and Member States'efforts to combat these threats.	1
7. Calls upon all States to refrain from conducting nuclear tests and to sign and ratify the Comprehensive Nuclear-Test-Ban Treaty so that it can enter into force at an early date;	1
While joint operations against the Alliance of Patriots for a Free and Sovereign Congo (APCLS) and the Defence of Nduma for the Congo/Cheka (CND/Cheka) continue in North Kivu, MONUSCO continues to play a role in the areas affected by LRA activities in Orientale Province.	0
New regional and bilateral mechanisms for law enforcement cooperation have been established, for example with regard to early warning mechanisms and intelligence cooperation.	0
The arrest and physical assault of United Nations personnel is totally unacceptable.	0
14. Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to the Sudan (E/CN.4/2005/7/Add.2)	0
During the reporting period, the Committee received 14 requests for exemption from the arms embargo for non-lethal military equipment, pursuant to paragraph 3 of resolution 1356 (2001), one request for exemption from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007), and one notification pursuant to paragraph 6 of resolution 1744 (2007).	1
The Commission notes that crimes of sexual violence committed in Darfur can be considered rape, crimes against humanity or sexual slavery, a crime against humanity.	0
According to data from a survey conducted in Mornei camp in Western Darfur, medical teams assisted some 20 victims of sexual violence between April and June 2004.	0
At the 7109th meeting of the Security Council, held on 12 February 2014, in connection with the Council's consideration of the item entitled âProtection of civilians in armed conflictâ, the President made the following statement on behalf of the Council:	1
In total, 179 officers (59 women) of the national police and 93 UNMIT police officers (12 women) were trained.	0
Mainstreaming a gender perspective into coordinated actions to prevent and respond to armed conflict and humanitarian emergencies.	0
The Council considers using the International Fact-Finding Commission established in accordance with article 90 of Additional Protocol I to the Geneva Conventions.	1
At international meetings, the Team has had the opportunity to discuss State awareness of the sanctions regime without preparation.	1
Requests all those involved in the negotiation and implementation of peace agreements to adopt a gender perspective that takes into account and includes, inter alia: (a) the special needs of women and girls during repatriation and resettlement processes, as well as in post-conflict rehabilitation, reintegration and reconstruction activities; (b) measures to support local women's peace initiatives and indigenous conflict resolution processes and to involve women in all mechanisms for the implementation of peace agreements; (c) measures to ensure the protection and respect of the human rights of women and girls, particularly with regard to the constitution, the electoral system, the police and the judicial system.	1
The main aspects of their statements, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2013/3).	1
Al-Qaida in Iraq (AQI) (QE.J.115.04) recently changed its name to the Islamic State of Iraq and the Levant (ISIL) in order to legitimize its operations in the Syrian Arab Republic and distance itself from the Al-Qaida brand.	0
At the 5764th meeting of the Security Council, held on 22 October 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	1
These States are aware of the importance of cooperation, information-sharing and coordination among the various agencies, as well as between the regional and national levels.	0
Calls for full respect for human rights, fundamental freedoms and international humanitarian law throughout [the affected country], notes with concern restrictions on the freedom of the media and attacks against journalists...	1
In this regard, it is vital to emphasize once again that, in considering whether the killing of civilians constitutes a war crime or a crime against humanity, it should be borne in mind that the presence of non-civilians does not deprive the population of its civilian character.	1
" The Security Council calls upon the Secretary-General to intensify his efforts to ensure the strengthening of the capacity of the monitoring and reporting mechanism to implement resolution 1882 (2009), in order to facilitate prompt action and an effective response to all violations and abuses committed against children, including by ensuring that all relevant United Nations agencies actively contribute to the collection of accurate, objective, reliable and verifiable information on rape and other sexual violence committed against children, ensuring synergies and avoiding overlap among relevant United Nations entities, at Headquarters and at the country level, as requested in resolutions 1882 (2009) and 1888 (2009).	1
While air piracy off the coast of Somalia remains a serious problem, we ask the international community not to forget that the solution must be found on land rather than at sea. The comprehensive resolution of the Somali conflict must address all the causes of piracy and other problems, including the exploitation of marine resources and the dumping of toxic wastes.	0
Political pressure on UNMIK has increased significantly, and attempts have been made to challenge its role under resolution 1244 (1999) and the Constitutional Framework.	0
14. Requests the Panel of Experts to continue to investigate the financing and role of armed, military and political groups in attacks against UNAMID personnel in Darfur, and notes that individuals and entities planning, sponsoring or participating in such attacks constitute a threat to the stability of Darfur and can therefore meet the listing criteria contained in paragraph 3 (c) of resolution 1591 (2005);	0
Its evaluation is contained in bimonthly reports, a practice that has contributed to raising awareness of human rights issues.	0
Equipment for weapons detection and surveillance has been installed at Azerbaijan's international border crossings.	0
Said Arif is associated with Al-Qaida or a cell, affiliated entity, splinter group or derived from it for âparticipating in the financing, planning, facilitation, preparation or commission of acts or activities carried outâ by Jabhet al-Nusra, alias of the Al-Nusra Front for the Peoples of the Levant (QE.A.137.14), âor performed in or under his name, together with or in support of himâ and ârecruiting for himâ.	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, the threats posed by terrorist acts to international peace and security,	0
8. Stresses the importance of safe and unhindered access for humanitarian personnel to civilians in armed conflict, calls upon all parties concerned, in particular neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in order to facilitate such access, invites States and the Secretary-General to bring to their attention information related to the deliberate denial of such access in violation of international law, where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and, where necessary, to take appropriate measures;	1
During the reporting period, information was received on alleged activities of the Indonesian army in the disputed border area of Oecussi.	0
(b) To contribute to the protection of civilians in imminent danger of physical violence in the areas in which it is deployed, without prejudice to the responsibility of the [affected State]...	0
The Council urges the [affected State] to continue to provide asylum to all refugees regardless of their origin.	1
40. Welcomes the regular submission by the Government of Afghanistan of information on the content of the List and the impact of targeted sanctions in countering threats to the peace, stability and security of Afghanistan and in supporting the Afghan-led reconciliation initiative;	1
Overall, Kosovo Serb political groups, whose focus is on Belgrade, have not formulated a clear policy on a number of critical issues, including the future involvement of Kosovo Serbs in the Joint Interim Administrative Structure.	0
The Chair took note of the invitation extended to the Working Group by the Task Force on Monitoring and Reporting in the Country (CTFMR) to visit South Sudan and proposed that the Working Group issue a press release on the meeting, in accordance with the mandate of the Working Group.	1
Resolution 1521 (2003) and resolution 1532 (2004), calling for the assets freeze, were expected to be made available to the national process to compensate victims, as compensation was not included in the mandate of the Tribunal.	1
With regard to the first two points: since the submission of the fourth report of the Czech Republic, much progress has been made in both areas; the amendment of the Anti-Money Laundering Act was adopted on 8 April 2004 and entered into force on 1 September 2004; it sets out the obligation to report suspicious transactions associated not only with money-laundering but also with the financing of terrorism, and more clearly defines the natural and legal persons to which it applies.	0
It is impossible to reconcile arms being carried outside the official armed forces with participation in power and government in a democracy.	0
Seventy-two per cent of planned police personnel have been deployed (five per cent of such personnel are female).	0
The aim of this initiative was to increase security in the region, strengthen the Juba Valley Alliance and reconcile General "Morgan" and the Alliance, who for years have been fighting for control of territories in the Juba Valley.	0
However, we do not believe that sovereignty demands that the Council remain silent when Governments slaughter their own people, threatening regional peace and security in that process.	0
The Committee has also agreed to replace the current numbering system, which changes each time the name of another person or entity is added, with a permanent reference number.	1
Most States have legislation on money-laundering, four of which incorporate the financing of terrorism as a predicate offence.	0
Urges the signatories [of the peace agreement] to work towards a sustainable solution that will allow the voluntary return, resettlement, reintegration and security of displaced persons, including by addressing land tenure problems, with the support of the United Nations system, and in this regard to fulfil their commitments under the Political Agreement... and their obligations under international law.	1
(c) Further calls upon all parties listed in the annexes to the report of the Secretary-General on children and armed conflict to address all other violations and abuses committed against children and to take concrete action and commitments in this regard;	1
Despite these initiatives, regional counter-terrorism efforts continue to face considerable challenges.	0
In its presidential statement of 4 September (S/PRST/2008/33), the Security Council requested the Secretary-General to seek and contact States that could provide the necessary financial resources, personnel, equipment and services for a multinational force for Somalia.	1
The President of the Security Council, in his letter inviting non-members to participate in the wrap-up meeting, had encouraged all speakers to provide frank and focused assessments of the role of the Council in addressing any or all of the above-mentioned issues so that all interventions could serve as a useful guide for the future work of the Council.	1
217. For example, the Commission would recommend the establishment of a national compensation programme, which would not simply amount to monetary compensation but should consider all necessary measures to that effect, including recognition of guilt, compensation for tangible economic damage, public and complete dissemination of the facts in question (including through the publication of this report), the establishment of rehabilitation programmes and administrative sanctions against the persons of the institutions responsible.	1
This is the essence of the humanitarian traditions of CÃ´te d'Ivoire: a society with a strong democratic spirit, longing for the rule of law and respect for the human rights of all, without discrimination on grounds of nationality or origin.	1
3. Also recalls that media equipment and facilities constitute civilian objects and, as such, shall not be subject to attacks or reprisals unless they are military targets;	0
2. Reaffirms the need for full respect for the military agreements reached with the United Nations Mission for the Referendum in Western Sahara (MINURSO) on the ceasefire, and calls upon the parties to accede fully to those agreements;	0
Those responsible for terrorist acts have been arrested and then brought to justice in several jurisdictions.	0
The Executive Directorate will strengthen its collaboration with international, regional and subregional organizations around the world to assist them in preparing or implementing counter-terrorism action plans and enable them to participate more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits.	1
It is not assessed that there will be any significant change in the overall security situation, although a slow but systematic increase in crime-related incidents is projected.	0
One State noted that the best way to achieve this goal was to inculcate a sense of civic duty and the recognition that people must communicate their concerns to law enforcement authorities.	0
The Chairman of the Committee and the Chairs of the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism and the Security Council Committee established pursuant to resolution 1540 (2004) made two joint briefings to the Council in 2013.	1
There was widespread support for efforts to neutralize the threat posed by ADF and other armed groups, such as FDLR, in eastern Democratic Republic of the Congo, as mandated by resolution 2147 (2014).	1
Bilateral donor assistance will also be needed to enable a meaningful response to the security threats posed by drug and arms trafficking.	1
This unpleasant political incident was strongly condemned in a press release issued immediately after the incident by the Office of President Ernest Bai Koroma and in numerous press releases subsequently issued by other political interest groups, including APC and PMDC parties, the Independent Media Commission, the Political Parties Registration Commission and the Campaign for Good Governance.	0
:: On 9 November 2014, regime helicopters dropped several barrel bombs on Dael town and killed six people, including two children, in addition to damage to residential buildings.	0
Deeply concerned at the frequency of acts of violence committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflict, including deliberate attacks in contravention of international humanitarian law,	0
Some Member States also expressed concern at the tensions that had occurred in the complex of buildings on the Mosques and Temple Mount in Jerusalem in the previous weeks and called upon the parties to avoid unilateral measures that undermined the prospects for peace.	1
The concept of creating baseline inventories by organizing a small arms survey as an initial phase of project development is beginning to be established and has proved useful in project development and evaluation.	0
