es_en_DEEP	MatCoop
i) Take immediate measures to ensure gender equality in practice, such as providing equal access to women in public life and employment; eradicate laws, regulations and practices that discriminate against women; adopt measures to address all forms of violence against women, including domestic violence, sexual violence and sexist violence perpetrated by State agents or in State institutions, and respond immediately and effectively to trafficking in women and address the structural causes of women's vulnerability to these types of violence.	1
Demanding that all parties to the armed conflict immediately and completely end all acts of sexual violence against civilians, in accordance with resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009), the recruitment and use of children, in accordance with resolutions 1612 (2005) and 1882 (2009), and indiscriminate attacks against civilians, in accordance with resolution 1894 (2009),	0
The United States urges the United Nations and the Haitian National Police to redouble vetting efforts.	0
e) Persons operating in the Democratic Republic of the Congo who commit serious violations of international law against children or women in situations of armed conflict, such as murder and mutilation, acts of sexual violence, kidnappings and forced displacement;	0
1. In accordance with paragraph 4 of Security Council resolution 1956 (2010), in which the Council requested that the Government of Iraq submit to it a written report, no later than 1 May 2011, on progress made in the transition to a mechanism to replace the Development Fund, we wish to inform the Council that the Government of Iraq has finalized the arrangements that will ensure a full and effective transition to the mechanism. Such measures consist of the following:	1
:: Respect for the right of refugees and internally displaced persons to return voluntarily and in conditions of safety and dignity to their places of origin.	1
9. Commends the Lebanese authorities for the courageous decisions they have already taken in relation to the investigation, including on the recommendation of the Commission, and in particular for the arrest and charging of former Lebanese security officials suspected of are involved in this terrorist act and encourages the Lebanese authorities to persevere in their efforts with the same determination in order to fully clarify this crime;	0
The Security Council notes with interest the important proposal of the Secretary-General to establish a peacebuilding commission and shares the objective of enhancing the capacity of the United Nations to coordinate with donors and troop-contributing countries and to carry out carry out peacebuilding activities, in particular since the beginning of peacekeeping operations through stabilization, reconstruction and development.	1
- Allow the return to Kosovo and Metohija of an agreed number of Serbian military and police personnel (paragraph 4, paragraphs 6 and 10 of annex II and paragraph 4 of the military and technical agreement).	1
Turkey is fully aware of the intentions of the Government of the Syrian Arab Republic, which have been manifested through various forms of aggression and provocation, including attacks on innocent civilians across the border.	0
The Register has therefore become an instrument directly relevant to the work of the Security Council and the General Assembly on small arms and light weapons.	1
Considering that many of South Asia's financial intelligence units have only recently been established, capacity development is a priority concern.	1
Chad and Guinea were also mentioned in the early warning context, where deteriorating humanitarian situations had potential implications for stability in the region.	0
Additionally, Ms. Bellamy introduced three child delegates to the children's forum -- Wilmot, from Liberia; Eliza, from Bosnia and Herzegovina, and JosÃ©, from East Timor -- who made personal statements describing the experiences of children caught up in armed conflict and calling for an end to wars.	0
Information sharing allows for better assessment of the proliferation risks present in business opportunities and is therefore crucial for all private sector participants and benefits companies with fewer resources, such as small and medium-sized enterprises.	0
Underlining the need to intensify the fight against terrorism at the national level and to strengthen, under the auspices of the United Nations, effective international cooperation in this field based on respect for the principles of the Charter of the United Nations and the norms of international law, including respect for international humanitarian and human rights law,	1
The Group observed at Abidjan airport in August 2005 three Mitsubishi L-200 four-wheel drive vehicles, registered to the FANCI, travelling around the military base with personnel and equipment.	0
There is also a wealth of credible evidence suggesting that criminal acts have been knowingly committed as part of widespread or systematic attacks against the civilian population.	0
It was also noted that, as the Court lacked enforcement mechanisms, it was important for the Council to remain involved in situations it referred to the Court and to take measures to promote the cooperation of relevant parties with the Court.	0
Three States have enacted legal provisions to authorize extradition, mutual legal assistance and the exchange of information and have concluded relevant bilateral treaties or other agreements with other States.	1
The Working Group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants defined a set of principles that Member States and regional organizations should take into account when formulating their respective strategies.	0
On 24 July 2008, the Committee had an exchange of views with the Special Representative of the Secretary-General for Somalia, Mr. Ahmedov Ould-Abdallah, regarding the request made by the Council in paragraphs 6 and 7 of resolution 1814 ( 2008).	0
The Security Council expresses serious concern at reports of an unusual and sudden influx of thousands of Misseriyas into the town of Abyei and its surroundings, a phenomenon that could force major changes in the ethnic composition of the area.	0
He also held discussions with investigators from the Special Court for Sierra Leone and continued to meet with the Group of Experts established pursuant to Council resolution 1533 (2004) on arms flows to the Democratic Republic of the Congo.	0
The secretariat was composed of criminal investigators, human rights observers, legal advisers, a political adviser, a military sector reform expert, a police sector reform expert, a data management officer, security officers and other administrative support staff.	1
He also referred to important precedents set by the Council, in particular the establishment of the commissions of inquiry on Bosnia, Rwanda and Darfur, which paved the way for the International Criminal Tribunal for the Former Yugoslavia and the International Criminal Tribunal for Rwanda and the referral by the Council of the situation in Darfur to the International Criminal Court.	1
Several States have criminalized recruitment for the purposes of terrorist acts.	0
Some States' definitions of terrorism appear ambiguous or overly broad and should be brought into line with international standards.	0
The project will be implemented by the United Nations Office for Project Services (UNOPS) and implemented by the municipalities of the Pristina and Gnjilane regions.	1
Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS.	0
1) Whoever, with the purpose of hijacking an aircraft to take it to a foreign country, takes control of it, or uses for this purpose without permission an aircraft that has been entrusted to him, will be punished with a prison sentence of 3 to 10 years. or with confiscation of assets.	0
Although the ASEAN Convention on Combating Terrorism has not yet entered into force, the ASEAN Treaty on Mutual Legal Assistance has been ratified by nine States and is in force.	1
In accordance with resolution 1963 (2010), the Executive Directorate will also assist the Committee in organizing a special session, open to all members and other relevant stakeholders, to celebrate the tenth anniversary of the adoption of resolution 1373 (2001). ) and the establishment of the Committee.	1
Furthermore, many modern state institutions were created during the UNTAET period, including the National Parliament, the Council of Ministers, local government structures, the police service and the defense force.	1
Such meetings and activities contribute to raising awareness of the international community on issues related to counter-terrorism and provide a useful forum for States and organizations to discuss emerging threats and capacity-building initiatives to address terrorism-related challenges.	0
20. Encourages Member States to promptly exchange information with other Member States, in particular with States of origin, destination and transit, when they discover any travel of persons included on the Al-Qaida Sanctions List;	0
Although most Ivorian stakeholders, such as President Gbagbo and Prime Minister Soro, were satisfied with the functioning of the mobile courts, the opposition party Rassemblement des rÃ©publicains complained that many Ivorian citizens 'Ivoire had not been able to access them, especially in the west of the country, due to the presence of militias, even when they were inactive.	0
The Security Council underlines the need for Member States in post-conflict situations, in consultation with, inter alia, civil society, including women's organizations, to address the specific needs and priorities of women and girls in their national strategies to improve their socioeconomic conditions, their participation in income-generating activities and their access to education and basic services.	1
Associated cells, branches or groups must now operate autonomously and finance their activities themselves.	0
Such a consultation point would complement the national assistance centers that the Team has recommended in the past that Member States establish (S/2007/132, paras. 61-64 and S/2007/677, para. 138).	1
It is impossible to describe in this report all the murder cases that the Commission has documented.	0
A workshop for Member States of the Caribbean Community will be held in July 2009 to draft responses to the three Security Council Committees dealing with counter-terrorism.	1
In order to respond to this request from the Security Council, the Committee expects that, before the end of November 2009, the Executive Directorate will submit to it for its consideration a first update of the study on the implementation of resolution 1373 (2001) at the global level.	1
In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.	0
I have the honor to transmit herewith the report of the Security Council Committee established pursuant to resolution 2048 (2012) concerning Guinea-Bissau, which gives an account of the activities carried out by the Committee between 1 January and December 31, 2014.	0
It was expected that resolution 1521 (2003) and resolution 1532 (2004), which called for the freezing of assets, would be made available to the national process to compensate victims, as compensation was not included in the mandate of the Court.	0
In this regard, the Security Council urges the authorities in charge of the transition period to quickly take measures to effectively combat impunity and promote justice by prosecuting those responsible.	0
In most of the States visited, improved crisis management plans are needed to gather evidence, prevent secondary bombs from causing casualties and ensure adequate evacuation in the event of a major terrorist attack.	1
Courses taught; formulation and implementation of uniform operating procedures; advocacy activities focusing on national strategies to address gender-based violence. H.1 Enhance and fully implement codes of conduct and disciplinary procedures for all categories of United Nations staff, related personnel and partners to prevent and respond to sexual exploitation, improve monitoring and investigation mechanisms and effective resolution of alleged cases of misconduct.	1
Noting recent developments and initiatives at the international, regional and subregional levels to prevent and suppress international terrorism, also noting the work of the Global Counter-Terrorism Forum, in particular that it has recently approved a comprehensive set of good practices to address the phenomenon of foreign terrorist fighters and has published other framework documents and good practices in areas including countering violent extremism, criminal justice, corrections, kidnapping for ransom, supporting victims of terrorism and community-oriented policing activities, to assist interested States in the practical implementation of the United Nations counter-terrorism legal and policy framework and to complement the work of relevant United Nations entities in counter-terrorism. terrorism in such areas,	1
:: States are encouraged to compare the fingerprints of restricted versions of broadcasts with their police database to check whether they match those in their own system (section VI.C, para. 80)	1
Furthermore, the Mission must continue to protect United Nations personnel and assets and, in accordance with its current mandate and subject to sufficient aviation resources being made available to it, and containing violent acts that threaten the protection of civilians during the electoral period.	1
3. Decides further that all States should adopt and enforce effective measures to establish national controls to prevent the proliferation of nuclear, chemical or biological weapons and their delivery systems, including by establishing adequate controls on related materials, and, with To this end, they must:	1
Once all the facts were examined and analyzed, we came to the conclusion that in all probability it was a surface explosion.	0
The work of the United Nations to formulate regional and national counter-terrorism strategies provides a good political framework for collaboration between countries.	1
Some of the issues examined are: the lack of a clear and well-defined sanctions policy, the lack of staff training, the establishment of a culture of sanctions compliance at all levels of the institutions and the general effectiveness of the technologies of vigilance.	0
The large extension of borders, inaccessible and often open, makes their effective management very difficult and lends itself to the activities of transnational criminal and terrorist groups.	0
General GuÃ©Ã¯, former head of the military junta, was executed along with seven people around him.	0
In conclusion, the High Commissioner pointed out three measures to strengthen the working relationship between the Security Council and the human rights bodies of the United Nations.	0
An additional protocol was adopted in Addis Ababa on 8 July 2004 to establish bodies and mechanisms for the implementation of the Convention.	1
The determining element of genocidal intent, however, seems to be missing, at least as far as the central government authorities are concerned.	0
The Security Council recalls its demand that all parties to an armed conflict fully comply with their obligations under international law relating to the protection of civilians in armed conflict, including journalists, media professionals and related personnel.	0
In July the Center taught a course on gender violence investigation techniques and to date a total of 40 agents (30 women) of the national police have been trained.	1
The Security Council emphasizes that all civilians affected by armed conflict, including those who suffer losses as a result of acts legitimate under international law, deserve assistance and recognition of their inherent dignity as human beings.	0
In December 2007, under the guidance of the Personnel Conduct and Discipline Unit, a comprehensive and mandatory program was completed to train all MINURSO personnel on the standards they must follow, including on the prevention of sexual exploitation, abuse and harassment.	1
On the ground, the situation is complex and disturbing, especially for minority communities.	0
This is important to strengthen the Mission's capacity to provide genuine protection to the Congolese civilian population, victims of an obvious humanitarian disaster, as Mr. Doss stressed, and of massive violations of human rights, in particular acts of violence directed against women and children.	0
In other words, the right of victims of serious human rights violations (in particular war crimes, crimes against humanity and genocide) to reparation (including compensation) for harm resulting from them has now been incorporated into international law. those transgressions.	1
The Group of Experts traveled extensively in CÃ´te d'Ivoire, the subregion and elsewhere in its aim to assess compliance with the embargo and establish any complementary measures that could be adopted to increase its effectiveness.	1
Not all States have a specific counter-terrorism strategy, but all have established policies and practices in this area and created a national center or agency, managed on a basis established by law, to be responsible for counter-terrorism measures.	1
In this regard, the Council commends the efforts made to date by the Central African Republic, the Democratic Republic of the Congo, the Republic of South Sudan and Uganda to end the threat posed by the LRA, and urges these countries, as well like other countries in the region, to not give up in that effort.	0
Noting that women were living in deplorable conditions, without access to health services and justice, the Special Representative indicated that she considered it would be very difficult to correct this situation, particularly given the prevailing culture of silence and the lack of institutions to investigate and prosecute.	0
The areas besieged by the regime continue to suffer daily bombings, which cause massacres among the civilian population and receive no attention or media coverage of any kind.	0
I call upon all stakeholders to ensure that the deadline of 2 January 2015 for the completion of the voluntary disarmament of the FDLR remains binding and non-negotiable.	0
At the request of the President, the United Nations Mission for Ebola Emergency Response (UNMEER) established a small office in Bamako, which became operational on 26 November, under the direction of an Ebola crisis manager in charge of Provide support to the Government to stop the Ebola outbreak and promote its preparedness to combat the disease. On December 13, the last known patient was discharged from the hospital.	0
(a) Ensure that customs officials have the necessary practical measures and resources to detect and prevent cross-border movements of cash and bearer negotiable instruments, as well as to detect and prevent arms smuggling;	1
Notes that a series of measures are necessary for the international community to share the burden borne by African States hosting refugees and to contribute to their efforts towards the security and civil and humanitarian character of refugee camps and settlements , including in the areas of law enforcement, the disarmament of armed elements, the suppression of arms trafficking in refugee camps and settlements, the separation between refugees and other persons who are not entitled to the international protection that is granted to refugees or do not need international protection for other reasons, and the demobilization and reintegration of ex-combatants.	1
11. Also declares that it is willing to consider how peacekeeping mandates could more effectively address the negative effects that armed conflict has on civilian populations;	0
An important element is the fact that in a number of villages attacked and burned by militiamen and government forces, the aggressors refrained from exterminating the entire population that had not fled, but proceeded to selectively kill groups of young men.	0
28. Declares its determination to closely monitor any situation relating to the proliferation of nuclear weapons, their delivery systems or related material, both to and from non-State actors, as defined in resolution 1540 (2004), and, as appropriate , to adopt the necessary measures to ensure the maintenance of international peace and security;	0
Once the future status has been determined, it will be necessary to have an international presence (military and civil) that has the necessary resources to direct the implementation of the agreement in a stable and orderly manner.	1
In the opinion of my delegation, to prevent new outbreaks of violence and instability in the northern region of Kosovo, it remains essential that the reconciliation process is accompanied by policies aimed at guaranteeing the socio-economic stability of the communities in a non-discriminatory manner.	0
The purpose of the study is to present the current general trends in the implementation of the resolution, with a view to identifying the vulnerable points of the regions or the aspects in which certain groups of States find special difficulties in the implementation and therefore could benefit from the adoption of a regional or subregional approach to combat terrorism.	1
The fruit terminal is located next to the military terminal in an isolated part of the port, which is why military-type equipment is unloaded there.	0
A senior Al-Itihaad leader in charge of training camps purchased AK-47 assault rifles, PKM machine guns, RPG-7 rocket launchers, F1 hand grenades, grenade launchers, 60 and 82 millimeter mortar ammunition on the weapons market. Irtogte between November 7 and 21, 2004. The same individual purchased 2 PKM machine guns, 10 SG-43 medium machine guns, 120 Tokarev TT-33 pistols and 60 magazines for AK-47 assault rifles on November 27, 2004, as well as 16 PKM machine guns and ammunition for RPG-7 rocket launchers on 15 January 2005 (S/2005/153, annex II).	0
x) Consult with relevant private sector representatives, in coordination with national authorities, as appropriate, to improve awareness and compliance with travel ban and arms embargo measures;	0
The strategy emphasizes the value that the Committee and its Executive Directorate add to the United Nations global fight against terrorism, and informs different sectors of the target audience about the Committee's initiatives and the activities of the Executive Directorate in everyone.	1
However, depending on the success of counter-terrorism and counter-drug activities in Afghanistan, they should lose much of their influence over time.	0
Some witnesses living in Anka reported that at approximately 5:00 p.m. on the same day, between 300 and 400 Janjaweed militiamen traveling on foot and another 100 on camels and horses advanced towards Anka from Barey.	0
The Mission acquired specialized equipment (armored ambulances, vehicles with anti-mine protection and medical equipment); trained 3,063 personnel in the prevention and mitigation of the effects of attacks with improvised explosive devices and 1,481 personnel in first aid, presented orientation activities for the two companies of the Mission in charge of the disposal of explosive munitions with little experience in asymmetric environments and created capacity in this regard (three weapons identification teams are already operational).	0
Rather, States should establish a clear, comprehensive and coherent legal framework that expressly classifies acts of terrorism as serious crimes, punishes such acts according to their seriousness, determines the applicable jurisdiction and facilitates the courts' prosecution of terrorists.	1
Decides that [the Mission] will have the following mandate in [the affected country], in consultation with the United Nations country team...: Security and protection of civilians c) Liaise with the Government [of the country affected] and the Office of the United Nations High Commissioner for Refugees (UNHCR) to support efforts to relocate refugee camps located near the border, and to provide UNHCR with the necessary logistical support to do so, where appropriate. possible and reimbursable; ... e) Support the initiatives of the national and local authorities of the [affected country] aimed at resolving local tensions and promoting reconciliation efforts at the local level, in order to improve conditions for the return of internally displaced persons.	1
d) Facilitate capacity building on international cooperation with partners in the subregion. a) Engage more actively with relevant organizations in the subregion (Eastern and Southern Africa Anti-Money Laundering Group, SADC and Southern African Police Chiefs Regional Cooperation Organization) to focus on activities aimed at overcoming deficiencies and improving the implementation of the resolution;	0
My delegation firmly condemns these acts of violence and expresses its condolences to the family of the deceased pediatrician.	0
That, when monitoring the use of compensation in activities to solve environmental problems, the Commission should take into account the final results of the monitoring and evaluation study of the oil-polluted coastline of Saudi Arabia, in particular the Commission's compensation for the claim No. 5000451.	0
As you know, on December 12, 2000, I witnessed the signing of the Agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers in an official ceremony hosted by the President Abdelaziz Bouteflikla.	1
They also detained 15 FACI pilots and technicians, all from the Russian Federation, Ukraine and Belarus.	0
Following its meeting on September 8, 2010, the Working Group adopted its conclusions on children and the armed conflict in Colombia (see S/AC.51/2010/3).	0
Meanwhile, resources are being mobilized with the support of UNOCI, UNICEF and the World Food Program to rehabilitate and reintegrate 511 child soldiers, including 204 girls, who have been released by Forces Nouvelles leaders and handed over to the UNICEF.	1
The Team appeared before the Working Group established pursuant to Security Council resolution 1566 (2004) to examine terrorism and sanctions.	0
PNTL files show that the PNTL Commander General signed the delivery of an F2000 automatic machine gun and 2,000 cartridges to the Minister of the Interior.	1
Banning illegal cross-border movement is vital in the fight against terrorism, drug trafficking and commercial smuggling.	0
34. Stresses the importance of consultations and cooperation between the United Nations, the International Committee of the Red Cross and other relevant organizations, including regional organizations, in improving the protection of civilians in armed conflict;	0
g) The obligation to take precautions to minimize accidental loss and damage caused by attacks, such that each party must make every effort to ensure that the targets are military objectives and to choose means or methods of combat to minimize loss of civilian life;	1
Animated by the desire to continue providing assistance to Lebanon in the search for the truth and in bringing about the criminal responsibility of the participants in this terrorist act,	1
During our previous debate, Belgium had shared the concern expressed by the Secretary-General about the dangers that violence in Iraq represents for a society, institutions and political process that remain fragile.	0
Law enforcement specialists will be concentrated in a specialized and autonomous task force.	1
:: The Security Council can be more effective by encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be evaluated? How can the Council "incentivize" States to act against impunity?	0
