es	VerConf
Informó al Presidente Lahoud y el General Ghazali sobre la explosión en el momento en que ésta ocurrió [declaración de un testigo].	0
Hemos expresado nuestra seria preocupación por el sufrimiento de los palestinos en la Franja de Gaza.	1
Al mismo tiempo, una de las cuestiones que sigue suscitando los debates más intensos en la subregión es la de lograr que las medidas de lucha contra el terrorismo respeten las obligaciones en materia de derechos humanos.	1
El Consejo expresa su profunda preocupación ante el hecho de que los civiles sigan constituyendo la mayoría de las víctimas de los actos de violencia cometidos por las partes en los conflictos armados, como consecuencia de los ataques dirigidos deliberadamente contra ellos, el uso indiscriminado y excesivo de la fuerza y la violencia sexual y por razón de género.	0
En particular, señalaron que la versión enmendada de la ley sobre la Comisión Electoral Independiente no preveía la representación de las Forces Nouvelles en sus órganos locales y no proclamaba la primacía de la Comisión sobre el Instituto Nacional de Estadística en el proceso electoral.	1
Asimismo, a pesar de que las víctimas manifestaron a menudo su falta de confianza en la capacidad y voluntad del Gobierno para garantizar su protección, en muchas ocasiones dijeron que la policía había sido una excepción a esa tendencia.	0
Observando una vez más con profunda preocupación que milicias y grupos armados extranjeros continúan las hostilidades en la parte oriental de la República Democrática del Congo y la amenaza que esas hostilidades significan para la celebración de elecciones en la República Democrática del Congo,	1
Los soldados de la FARDC y las fuerzas de policía son los principales autores de estos actos.	0
Reiterando su profunda preocupación por el hecho de que, a pesar de su repetida condena de la violencia contra las mujeres y los niños, incluidas todas las formas de violencia sexual en situaciones de conflicto armado, y no obstante sus llamamientos dirigidos a todas las partes en los conflictos armados para que pongan fin a esos actos con efecto inmediato, tales actos siguen ocurriendo y en algunas situaciones se han vuelto sistemáticos y generalizados.	1
Un Estado no ha formulado una estrategia sobre la materia ni cuenta con las estructuras de organización necesarias.	1
- Condenar y pedir el cese inmediato de los actos de violencia sexual cometidos en el contexto de un conflicto armado y vinculados con éste.	1
Además de informar la labor de los mecanismos de información sobre los derechos humanos y de servir de archivo seguro de la información proporcionada por los interesados pertinentes, la labor de esa estructura facilitaría los esfuerzos de las Naciones Unidas por enjuiciar o exigir responsabilidades a los principales responsables de los crímenes de lesa humanidad.	0
La misión examinará con las autoridades ugandesas la forma de hallar una solución para el conflicto, incluida la aplicación de la ley de amnistía para los miembros del Ejército de Resistencia del Señor que no hayan cometido las violaciones más graves de los derechos humanos y del derecho humanitario internacional, en el contexto de los recientes intentos de negociación y de los procedimientos establecidos por la Corte Penal Internacional para enjuiciar a los responsables de las violaciones graves de los derechos humanos y el derecho humanitario internacional.	0
La Red Siria para los Derechos Humanos no pudo documentar con detalle estos casos ya que están sometidos a la prohibición y la persecución de las fuerzas del régimen y los grupos extremistas.	0
Observando con preocupación la constante amenaza que, 10 años después de la aprobación de la resolución 1267 (1999), representan para la paz y la seguridad internacionales Al-Qaida, Osama bin Laden y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos, y reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza,	1
Cuatro Estados han promulgado medidas jurídicas adecuadas para tipificar como delito el proporcionar cobijo, mientras que cuatro lo han hecho parcialmente y dos no han facilitado información al respecto.	0
Instamos a la Autoridad Palestina a que haga todo lo posible para poner fin a esos ataques.	1
La amenaza de Al-Qaida y los talibanes	1
Para continuar en esta lucha, es necesario que la comunidad internacional haga una contribución de mayor peso y preste más atención a este importante aspecto de la lucha contra el terrorismo.	1
También observó que los actos de terrorismo estaban tipificados como delitos comunes y se trataban con arreglo a los procedimientos penales estándar y no con arreglo a normas especiales o por tribunales especiales.	1
En el párrafo 67 de su opinión el Abogado General expone cinco razones por las que el control minucioso no es aplicable en este contexto: a) el carácter preventivo de las sanciones contra Al-Qaida; b) el contexto internacional del acto impugnado; c) la necesidad de alcanzar un equilibrio entre las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las evaluaciones del Comité 1267; y e) las mejoras de los procedimientos de supresión de la Lista por el Comité 1267 en los últimos años, particularmente desde la decisión de 2008 del Tribunal de Justicia de la Unión Europea en la causa Kadi.	1
El sábado 27 de diciembre de 2003, en la localidad de Domai Tamait, en Darfur meridional: "Nos atacaron temprano por la mañana, sobre las 5.30, que es la hora del rezo matinal. [El testigo muestra una herida de bala que tiene en la pierna.] Los atacantes iban a caballo y en camellos y algunos iban de uniforme.	0
24. Insta al Grupo Internacional de Trabajo, que recibirá regularmente informes del Grupo de Mediación, y al comité de sanciones establecido en virtud de la resolución 1572 (2004), de 15 de noviembre de 2004, a que realicen una estricta evaluación, supervisión y seguimiento de los progresos logrados en relación con las cuestiones mencionadas en los párrafos 14 a 18 supra;	0
Decide establecer un tribunal internacional con la finalidad exclusiva de enjuiciar a los presuntos responsables de graves violaciones del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas] ...	0
24. Insta a los Estados Miembros a que, en respuesta a los logros demostrables de las partes en cuanto a la reestructuración de sus policías, redoblen sus esfuerzos por proporcionar, mediante fondos aportados voluntariamente y en coordinación con la Fuerza Internacional de Policía, adiestramiento, material y ayuda a las fuerzas de policía locales de Bosnia y Herzegovina;	0
La Comisión reconoce que el Jefe de las Fuerzas de Defensa se enfrentó a un abandono masivo de personal y a la necesidad de mantener la disciplina de las fuerzas, pero observa discrepancias significativas entre las medidas que adoptó y los procedimientos que exigía la ley. El Jefe de las Fuerzas de Defensa anunció públicamente el 16 de marzo que, desde el 1° de marzo, los peticionarios eran considerados civiles. Las Fuerzas de Defensa habían pedido asesoramiento jurídico al asesor jurídico del Consejo de Ministros designado internacionalmente, ya que no había ninguno en las F-FDTL ni en el Ministerio.	1
La información más reciente indica que 35 desplazados internos murieron como resultado de la violencia, 10 quedaron heridos y más de 4.000 desplazados y habitantes de las aldeas se vieron obligados a huir.	0
Según un testigo, se ordenó a personal de las Fuerzas de Seguridad Interna que vigilara al Sr. Hariri a fines de enero y principios de febrero de 2005.	0
El Consejo tiene la intención de combatir enérgicamente la impunidad con los medios apropiados, y señala a la atención toda la gama de mecanismos de justicia y reconciliación que hay que considerar, entre ellos cortes y tribunales penales nacionales, internacionales y `mixtos' y comisiones de la verdad y la reconciliación.	0
El Consejo de Seguridad considera que las sanciones son un instrumento importante en la lucha contra el terrorismo, y subraya la importancia de la aplicación rápida y efectiva de las resoluciones pertinentes, en particular las resoluciones del Consejo de Seguridad 1267 (1999) y 1989 (2011), como instrumento clave en la lucha contra el terrorismo.	1
8. Subraya la importancia de que el personal humanitario tenga acceso seguro y sin obstáculos a los civiles en los conflictos armados, hace un llamamiento a todas las partes interesadas, en particular a los Estados vecinos, para que cooperen plenamente con el Coordinador de la Asistencia Humanitaria de las Naciones Unidas y los organismos de las Naciones Unidas a fin de facilitar ese acceso, invita a los Estados y al Secretario General a que señalen a su atención información relacionada con la denegación deliberada de ese acceso en violación del derecho internacional, cuando esa denegación pueda constituir una amenaza para la paz y la seguridad internacionales y, a ese respecto, manifiesta que está dispuesto a examinar esa información y, cuando sea necesario, a adoptar medidas adecuadas;	0
La prohibición del movimiento transfronterizo ilegal es vital en la lucha contra el terrorismo, el narcotráfico y el contrabando comercial.	1
El Coronel Reis condujo a los agentes de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia. Llevaba la bandera de las Naciones Unidas.	0
Durante el período que se examina se ajustó la composición del equipo mixto de observación y verificación en Gao para incluir a todos los miembros de los grupos armados de la Coordinadora y la Plataforma, así como a representantes de Argelia, el Chad, Mauritania y el Níger. Del 19 al 22 de noviembre el equipo de Gao llevó a cabo una misión de determinación de los hechos en Didi, a ambas orillas del río Níger.	0
El Consejo de Seguridad reitera también su apoyo al Representante Especial del Secretario General, Sr. Ahmedou OuldAbdallah, por sus esfuerzos para hacer avanzar el proceso político en Somalia.	0
También condeno el desprecio temerario que muestra Hezbolá por los deseos del Gobierno electo del Líbano y por los intereses del pueblo libanés y la región en general.	1
Las Fuerzas Armadas Libanesas informaron a las Naciones Unidas que el deterioro de la situación de seguridad en la República Árabe Siria las había llevado a reforzar las medidas de control de la frontera para prevenir la entrada de armas y personal militar al Líbano y su salida de él.	0
Aunque oficialmente no han aceptado a Al-Shabaab como parte de Al-Qaida, Usama bin Laden y Aiman al-Zawahiri (QI.A.6.01) han manifestado claro interés por la situación imperante en Somalia y la han utilizado como punto de atracción para reclutar efectivos en todo el mundo e impartirles allí entrenamiento paramilitar e indoctrinarlos.	1
1. Condena inequívocamente todos los actos, métodos y prácticas terroristas por considerarlos criminales e injustificables, independientemente de su motivación y dondequiera y por quienquiera que sean cometidos, en todas sus formas y manifestaciones, en particular los que puedan representar una amenaza para la paz y la seguridad internacionales;	1
La mayoría de los niños que han estado vinculados con grupos armados de Nepal han salido sin ningún tipo de medidas para su recuperación y reintegración, ni un marco para su protección.	0
Es evidente que la Comisión tal vez no esté en condiciones de desempeñar esas funciones si no ha determinado previamente a) si las transgresiones constituyen crímenes internacionales y, en la afirmativa, b) a qué categorías de crímenes corresponden (crímenes de guerra, de lesa humanidad, genocidio u otros crímenes).	1
Condené esas restricciones a la libertad de circulación del personal de mantenimiento de la paz de las Naciones Unidas.	1
7. Confirma además que las disposiciones del párrafo 1 a) se aplican también al pago de rescates a personas, grupos, empresas o entidades que figuren en la Lista relativa a las sanciones contra Al-Qaida, independientemente de cómo se pague el rescate y de quién efectúe el pago;	0
Se ha negado a detener a Ali Kushayb y Ahmad Harun.	1
Más tarde los rebeldes capturaron a un comandante de la fuerza aérea, el que permaneció detenido durante aproximadamente tres meses.	0
Los dos dirigentes sentaron las bases para un diálogo continuo entre el Líbano y los palestinos, que a mi juicio constituye una importante medida para superar definitivamente un pasado difícil y reafirmar la soberanía e independencia política del Líbano.	0
Calendario. El inicio, la evolución, y la duración del examen general serán determinados por el Secretario General, sobre la base de las consultas celebradas por el Enviado Especial, teniendo en cuenta la situación sobre el terreno.	0
:: Se mantenga una coordinaciуn sistemбtica entre los componentes civiles y militares de la misiуn y con los agentes humanitarios con el fin de consolidar los conocimientos adquiridos en materia de protecciуn de la poblaciуn civil.	0
Reconoce los efectos perjudiciales que la proliferación de armas, en particular las armas pequeñas, tienen en la seguridad de los civiles al exacerbar los conflictos armados, alienta a [la Misión] a que siga prestando asistencia al Gobierno de [la zona afectada] en relación con el proceso de desarme de los civiles, en particular reforzando la capacidad de las autoridades locales para prevenir los conflictos entre comunidades y supervisando las iniciativas de desarme obligatorio de los civiles a fin de evitar las operaciones de desarme que puedan agravar la inseguridad en [la zona afectada].	0
Considerar la posibilidad de remitir las situaciones de genocidio, crímenes de lesa humanidad o crímenes de guerra a la Corte Penal Internacional.	0
El Consejo de Seguridad tiene presente además la necesidad de seguir examinando junto con las organizaciones y los acuerdos internacionales, regionales y subregionales la posibilidad de intercambiar las experiencias y enseñanzas adquiridas en los ámbitos que abarca la resolución 1540 (2004), la disponibilidad de programas que podrían facilitar la aplicación de dicha resolución y los ámbitos en que puedan prestar asistencia, incluso mediante la designación de un punto de contacto o coordinador para la aplicación de la resolución 1540 (2004).	0
El 4 de marzo instó a que se dictasen órdenes de detención contra funcionarios del Estado, provocando la indignación popular y debilitando las esperanzas de paz y estabilidad.	1
En su 14º informe, el Equipo examinó la amenaza de Al-Shabaab, entidad afiliada a Al-Qaida en África oriental con base en Somalia, de lanzar ataques contra los gobiernos regionales y la comunidad internacional (S/2013/467, párr. 10).	1
Algunos Estados necesitan reforzar sus sistemas judiciales aún más para que los procesos contra el terrorismo se lleven a cabo en total consonancia con el estado de derecho.	0
Aparte de las reuniones periódicas del Consejo de Ministros Árabes de Interior, no existe un intercambio regular e institucionalizado de información operacional en la subregión.	0
Lamento este resultado decepcionante, que contrasta tan marcadamente con la excepcional voluntad política y la disposición a hacer contribuciones militares que los Estados Miembros han manifestado en la lucha contra la piratería.	1
Los Estados Unidos deben desistir de este deliberado desprecio, práctica que han mantenido durante casi siete años y que ha llevado al deterioro de la situación en la región.	1
En cumplimiento de esas resoluciones este órgano debe exigir al Gobierno de los Estados Unidos juzgar de inmediato a Luis Posada Carriles por sus actos terroristas o extraditarlo a la República Bolivariana de Venezuela, cuya justicia lo reclama desde hace años.	1
m) Estudiar e informar al Comité sobre los cambios que se produzcan en la naturaleza de la amenaza que representan Al-Qaida y los talibanes y las medidas más eficaces para hacerle frente, incluso entablando un diálogo con las instituciones académicas y los especialistas pertinentes, en consulta con el Comité;	0
Los miembros de esa delegación acordaron con el Primer Ministro "iniciar la organización de la presencia armada palestina en los campamentos para garantizar la seguridad".	0
Tomamos nota de las inquietudes en materia de seguridad que, según Israel, lo obligan a proseguir esos vuelos, sobre todo de las supuestas violaciones del embargo sobre las armas establecido en virtud de la resolución 1701 (2006).	1
Ahora que esta amenaza aumenta, la respuesta de la comunidad internacional debe evolucionar y mantenerse a la par.	1
Existen además obstáculos de procedimiento que limitan el acceso de las víctimas a la justicia.	0
Acogiendo con beneplácito los esfuerzos de las autoridades de Burundi por luchar contra la impunidad, en particular los juicios y las condenas de algunos de los perpetradores de la matanza de Muyinga,	1
Por ejemplo, la mayoría de los Estados aún tiene que tipificar como delito la financiación del terrorismo y declararlo delito determinante respecto del blanqueo de dinero.	1
:: Hacer padecer hambre, como método de guerra, a las personas civiles, privбndolas de los bienes indispensables para su supervivencia, incluida la obstaculización intencionada de los suministros de socorro de acuerdo con lo dispuesto en el derecho internacional humanitario.	0
Es fundamental que los casos de violencia doméstica y de ataques sexuales sean formalmente procesados de conformidad con el código penal.	1
Además del espectacular aumento de la entrada de armas en Somalia, ambos contendientes desarrollan también una gran actividad distribuyendo armas y municiones a sus milicias, equipando a sus hombres con elementos de combate, consiguiendo y almacenando alimentos, medicinas, combustible y otros artículos de primera necesidad para participar en un combate continuado, organizándose en estructuras de tipo militar, intensificando el reclutamiento y el entrenamiento de las milicias, y concibiendo estrategias y planes para vencer militarmente al adversario.	0
El Consejo de Seguridad condena enérgicamente el hecho de que los civiles sean el blanco deliberado de los combatientes en los conflictos armados y exige a todos los interesados que pongan fin a tales violaciones del derecho internacional humanitario y del derecho relativo a los derechos humanos.	1
El Consejo expresa grave preocupación por situaciones en que fuerzas y grupos armados persisten en cometer violaciones y abusos contra los niños expuestos a los conflictos armados y las situaciones posteriores a conflictos y afectados por ellos, ignorando abiertamente el derecho internacional aplicable y las resoluciones del Consejo sobre esta cuestión.	0
Estos activos, cuyo monto asciende a 2.319.386 dólares, elevan el total de los activos congelados en los 32 Estados que han comunicado haber adoptado medidas a cerca de 91 millones de dólares (a los tipos de cambio de junio de 2005), excluidos los activos congelados en cinco Estados que no especificaron los importes.	0
En total, se impartió capacitación a 179 agentes (59 mujeres) de la policía nacional y 93 agentes de la policía de la UNMIT (12 mujeres).	0
El Consejo de Seguridad observa con profunda preocupación las consecuencias humanitarias del conflicto en el pueblo de Angola.	1
La policía lanzó gases lacrimógenos para dispersar a los simpatizantes de ambos partidos, que estaban arrojando piedras en las calles.	0
Tenemos razones para confiar en que estos grupos no lograrán socavar el proceso electoral a nivel nacional.	1
A este respecto, recibí una carta de fecha 6 de diciembre de 2007 del Representante Permanente de Marruecos ante las Naciones Unidas (S/2007/714) y otra de fecha 12 de diciembre de 2007 del Ministro de Relaciones Exteriores y Cooperación de Marruecos (S/2007/731, anexo) en las que denunciaban violaciones de los términos de los acuerdos militares negociados en 1991.	1
Según la Corte Internacional de Justicia, las disposiciones del artículo 3 común a los Convenios de Ginebra constituyen un criterio mínimo aplicable a todos los tipos de conflictos armados y reflejan lo que la Corte en 1949 [en la causa Corfu Channel] llamó "consideraciones elementales de humanidad".	0
Las denuncias de violaciones de menores, incluso de niñas muy jóvenes, sigue siendo una cuestión muy preocupante. La MONUC ha participado regularmente en las comisiones regionales sobre violencia sexual a fin de fortalecer el apoyo a las menores víctimas de violación.	0
Si bien queda fuera del mandato de la UNMISET, la reciente decisión de una Corte de Apelaciones de Indonesia en virtud de la cual se revocaban cuatro sentencias condenatorias dictadas por el Tribunal Especial de Derechos Humanos de Indonesia afecta directamente a la cuestión más amplia de adjudicar responsabilidades.	1
Su creación ha respondido a denuncias de violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario en situaciones de conflicto y en situaciones de altos niveles de violencia, con frecuencia (aunque no exclusivamente) relacionadas con procesos electorales o políticos en los que se han producido violaciones graves de los derechos humanos.	1
9. Pide al Secretario General que encomiende al Grupo establecido en virtud del apartado a) del párrafo 4 de la resolución 1363 (2001), cuyo mandato termina el 19 de enero de 2002, la vigilancia, por un período de 12 meses, de la aplicación de las medidas mencionadas en el párrafo 2 de la presente resolución;	0
La Declaración, recordando al mundo que las víctimas de delitos deben ser tratadas con compasión y respeto, reconoce su derecho a que se les haga justicia, a que se las trate en forma equitativa y a que se les otorgue una reparación en la forma de resarcimiento, indemnización u otras modalidades de asistencia por los perjuicios que hayan sufrido.	0
También deseamos manifestar nuestra preocupación de que la recurrencia de dichos incidentes pueda conducir a una situación de inestabilidad en la región que dificulte una solución pacífica a la situación de Kosovo, que sea aceptable para las partes.	1
No. 61/1996 (Ley No. 284/2004, de 8 abril de 2004, en vigor desde el 1º de septiembre de 2004 - nueva Ley de lucha contra el blanqueo de dinero) se dispone que la Dependencia de Análisis Financiero puede intercambiar información con autoridades extranjeras que gocen de la misma competencia, ya sea dentro del ámbito determinado por un tratado internacional o sobre la base de la reciprocidad.	0
Por ejemplo, en 2009, Túnez modificó la Ley núm. 2003-75 que tipifica como delito la incitación a cometer actos terroristas con el fin de diferenciar la "incitación al odio" y la "radicalización religiosa" de los delitos de terrorismo.	0
El 12 de noviembre el Consejo aprobó por unanimidad la resolución 2184 (2014), en la que prorrogó otros 12 meses la autorización concedida a Estados y organizaciones regionales para combatir la piratería frente a las costas de Somalia. En la resolución se subrayaba la necesidad de una respuesta amplia a la piratería, en particular abordando sus causas subyacentes; se pedía la liberación inmediata e incondicional de todos los rehenes mantenidos por los piratas somalíes; y se instaba a los Estados a que velaran por que las actividades de lucha contra la piratería tuvieran en cuenta la necesidad de proteger de la explotación a las mujeres y las niñas.	0
Observando con preocupación que la amenaza del terrorismo ha cobrado un carácter más difuso, con un incremento de los actos terroristas en diversas regiones del mundo, incluidos los motivados por la intolerancia o el extremismo, y expresando su determinación de combatir esta amenaza,	1
Por consiguiente, el cambio climático no solo estaba exacerbando las amenazas existentes a la paz y la seguridad internacionales; también constituía en sí una amenaza a la paz y la seguridad internacionales.	1
i) Ataques cometidos por las fuerzas armadas del Gobierno y los Janjaweed Con el análisis de otros informes y su labor de investigación, la Comisión determinó que durante el conflicto las fuerzas armadas del Gobierno del Sudán y los Janjaweed habían atacado aldeas de Darfur, con distinta intensidad durante determinadas horas.	0
El Presidente Gusmão ordenó a los peticionarios que regresaran al centro de capacitación de las F-FDTL en Metinaro y participaran en una comisión de investigación que examinaría las denuncias hechas en la petición.	1
Sr. Le Luong Minh (Viet Nam) (habla en inglés): El terrorismo es una preocupación común de todos los miembros de las Naciones Unidas y de la comunidad internacional en general.	1
Tan solo el mes pasado, en una declaración formulada el 27 de mayo de 2011, el Secretario General Ban Ki-moon expresó su opinión de que la asistencia y los bienes que tengan por destino Gaza deben enviarse por rutas legítimas y mediante los canales establecidos y dejó en claro que las flotillas conllevan el potencial de generar una escalada y desencadenar un conflicto violento.	0
El Consejo condena todas las demás violaciones del derecho internacional, incluido el derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados, cometidas contra los niños en situaciones de conflicto armado.	1
La aprobación de una declaración de la presidencia en que se pida, entre otras cosas, la reafirmación de la solidaridad internacional en la lucha contra el terrorismo y se inste a los Estados Miembros a que pongan mayor empeño en la lucha contra el terrorismo.	0
Destacando que sólo es posible vencer el terrorismo con un enfoque sostenido y amplio que entrañe la participación y colaboración activas de todos los Estados y organizaciones internacionales y regionales para frenar, debilitar, aislar y neutralizar la amenaza terrorista,	0
El Consejo exige que se ponga fin de inmediato a todos los ataques del LRA e insta a ese Ejército a que libere a todas las personas secuestradas y a que deponga las armas y se desmovilice.	1
Ello afecta la capacidad de la Misión de desplegar rápidamente personal uniformado para proteger a civiles en peligro en el oeste del país si lo exige la situación, así como de apoyar la actividad general del equipo de las Naciones Unidas en el país.	0
Manifestaron preocupación por el uso amplio hecho de Internet por Al-Qaida y sus asociados, por la actitud irresponsable de algunos medios de difusión demostrada por la forma en que trataban cuestiones delicadas y por el uso de teléfonos satelitales por terroristas.	0
577. Los tribunales mixtos creados en otros conflictos han seguido dos modelos similares, aunque distintos.	0
La Comisión ha logrado establecer una relación detallada y precisa de los hechos acontecidos en abril y mayo que dieron por resultado un considerable número de muertos y heridos y extensos daños materiales.	0
La Comisión no logró confirmar una denuncia formulada por el Gobierno de que algunos soldados y civiles heridos habían sido asesinados dentro del hospital.	1
El Comité está también estudiando la posibilidad de la presentación de informes colectivos regionales y ha pedido al Equipo de Vigilancia que siga estudiando esta posibilidad.	0
El 17 de marzo, el G7 publicó un memorando en que formulaba quejas contra el Presidente de la República y enumeraba los obstáculos y dificultades que era preciso superar para hacer avanzar el proceso de paz.	1
Condenamos el uso desproporcionado de la fuerza por parte de las fuerzas armadas israelíes en zonas densamente pobladas, que ha causado grandes sufrimientos y pérdidas a numerosos civiles palestinos, incluidos niños.	1
Un asesor militar del Departamento de Operaciones de Mantenimiento de la Paz (DOMP) contestó las preguntas de los miembros del Consejo.	0
Podríamos seguir mencionando la pobreza generalizada, los problemas de gestión de los recursos naturales, los miles de refugiados y desplazados internos, a los que hay que añadir miles de excombatientes a la espera de ser reintegrados, los sectores de la seguridad débiles y sin reformar, las violaciones masivas de los derechos humanos y muchas otras amenazas que podrían instigar un nuevo conflicto.	1
Muchos miembros del Consejo pusieron de relieve que la resolución 2118 (2013) aún no se había cumplido plenamente y que el Consejo debía seguir vigilando atentamente los esfuerzos por lograr la eliminación del programa de armas químicas de la República Árabe Siria hasta que esta se hubiera completado, así como la eliminación de la utilización de armas químicas, que constituía una violación de las disposiciones de la resolución 2118 (2013).	1
En ocasiones, estas medidas se inscriben en el contexto de la acción preventiva, cuando los actos terroristas están supuestamente en su fase preparatoria.	1
c) Impedir el suministro, la venta y la transferencia, directos o indirectos, a esas personas, grupos, empresas o entidades desde su territorio o por sus nacionales fuera de su territorio o mediante buques o aeronaves de su pabellón, de armas y materiales conexos de todo tipo, incluidos armas y municiones, vehículos y pertrechos militares, pertrechos paramilitares y las piezas de repuesto correspondientes, así como asesoramiento técnico, asistencia o adiestramiento relacionados con actividades militares;	0
El Consejo alienta a que se establezcan o fortalezcan, según proceda, mecanismos subregionales o regionales de cooperación, coordinación e intercambio de información, en particular la cooperación aduanera transfronteriza y las redes de intercambio de información, con miras a prevenir, combatir y erradicar el comercio ilícito de armas pequeñas y armas ligeras a través de las fronteras.	0
Nos preocupa en especial el ínfimo número de retornos de refugiados, que son los indicadores más útiles para evaluar la situación en la provincia.	1
La Comisión recibió pruebas en las que se demostraba que los jefes del campamento habían secuestrado a civiles y los habían retenido en el campamento, donde habían sido sometidos a torturas y forzados a trabajar.	0
El Consejo considera la posibilidad de utilizar la Comisión Internacional de Encuesta establecida de conformidad con el artículo 90 del Protocolo Adicional I de los Convenios de Ginebra.	0
El Presidente Al-Bashir tomó represalias diplomáticas contra Kenya y la amenazó con aplicarle sanciones económicas y comerciales.	1
La presencia de elementos extremistas y sus presuntas actividades también han sido motivo de preocupación.	0
Al mismo tiempo, Cuba expresa su condena de los ataques suicidas con bombas y otros actos dirigidos contra civiles israelíes, víctimas inocentes de la espiral de violencia que ocasiona la política de su Gobierno, a la vez que se opone a la manipulación de dichos actos aislados para cuestionar el ejercicio de la legítima defensa por parte del pueblo palestino, y justificar las acciones, tanto selectivas como a gran escala, contra la población palestina.	1
Nos preocupa que el éxito de las elecciones presidenciales esté en riesgo de desvanecerse debido a la falta de progresos en la formación del Gobierno.	1
75. En el conflicto de Darfur se enfrentan el Gobierno del Sudán y al menos dos grupos armados rebeldes, el SLM/A y el JEM.	0
Cuba comparece una vez más ante el Consejo de Seguridad para denunciar y condenar de la manera más enérgica la complicidad y absoluta responsabilidad del Gobierno de los Estados Unidos con la liberación de este individuo.	1
La Comisión ha tenido acceso a una enorme cantidad de informes procedentes de diversas fuentes que documentan que en todo Darfur, desde principios de 2003 hasta la fecha de publicación del presente informe, se ha cometido un gran número de asesinatos de civiles.	0
Para el éxito de cualquier operación militar o paramilitar es indispensable que los mandos puedan ejercer control, evaluar la situación imperante y planificar y coordinar su acción vertical y horizontalmente a través de la estructura de mando. Dado que Al-Qaida, los talibanes y sus asociados llevan a cabo actividades de ese tipo, deben contar con los medios necesarios, incluido equipo de comunicaciones.	1
De la información obtenida por la Comisión se deduce que el saqueo perpetrado principalmente por los Janjaweed en el contexto de los ataques contra diferentes localidades se llevó a cabo en una escala amplia y con el consentimiento del Gobierno del Sudán, que mantuvo una política de impunidad y apoyó directamente a los Janjaweed.	0
Entre esas personas se encuentran las que se identifiquen como fundamentales para el adoctrinamiento y el reclutamiento de terroristas suicidas.	0
De hecho, el propio Azerbaiyán viola esas resoluciones, en las cuales se insta a las partes interesadas a emprender negociaciones en el marco del Grupo de Minsk de la Organización para la Seguridad y la Cooperación en Europa (OSCE), así como por medio de distintos contactos entre ellas.	1
Otros diarios como "Fraternité Matin" y "Notre Voie", que apoyan el partido político del Frente Popular de Côte d'Ivoire, publican artículos nacionalistas e incitan a una guerra sin tregua.	0
Sin embargo, la no intervención activa para restablecer la estabilidad en ese país ya pone en entredicho la eficacia de la comunidad internacional e implica enormes cantidades de costosos recursos.	1
En muchos casos, las milicias que atacan pueblos y aldeas "africanos" tienden a emplear epítetos despectivos, como "esclavos", "negros", "nuba" o "zurga", que darían a entender que ven las víctimas como miembros de un grupo distinto.	0
En términos de una mayor cooperación, propuso que se ampliara la función de la red de la INTERPOL, por ejemplo, por conducto de mecanismos regionales de intercambio de información con funcionarios encargados de hacer cumplir la ley, así como de más orientación sobre la aplicación.	0
Los comités rechazaron un mínimo demasiado elevado de casos porque, del interrogatorio de las víctimas, deducían que el delito denunciado no constituía una violación porque no se había producido penetración, o que las denunciantes habían confundido las palabras árabes que significan "opresión" y "violación", y habían presentado, por error, denuncias de otras formas de abuso o violencia, como los golpes.	1
Reitera su exigencia de que todas las partes en conflictos armados pongan fin completamente y con efecto inmediato a todos los actos de violencia sexual, y su llamamiento a que esas partes asuman y cumplan compromisos concretos y con plazos determinados para combatir la violencia sexual, que deben incluir, entre otras cosas, la impartición de órdenes claras a través de las cadenas de mando que prohíban la violencia sexual, y la rendición de cuentas por el incumplimiento de esas órdenes, la prohibición de la violencia sexual en los códigos de conducta y los manuales de campaña de las fuerzas militares y de policía o su equivalente, y a que asuman y cumplan compromisos concretos sobre la investigación oportuna de los presuntos abusos; además exhorta a todas las partes pertinentes en conflictos armados a que, en el marco de esos compromisos, cooperen con el personal apropiado de las misiones de las Naciones Unidas que supervisa su cumplimiento; y exhorta a las partes a que designen, según proceda, un representante de alto nivel encargado de asegurar el cumplimiento de dichos compromisos;	1
Entre sus temas figuran la financiación de la campaña electoral, las actividades electorales y el orden público, el acceso a los medios de comunicación de masas y el uso indebido de recursos gubernamentales para fines políticos.	1
En segundo lugar, la información limitada produce frustración y desinterés entre las personas que tienen que consultar la Lista y de quienes más depende la eficacia de su empleo, lo cual aumenta el peligro de que no se descubran nombres incluidos en la Lista y de que las medidas se apliquen a quienes no están destinadas.	0
En marzo de 2014 la UNODC organizará un seminario para Namibia sobre la cooperación internacional en asuntos penales relacionados con el terrorismo, la delincuencia organizada transnacional y la corrupción.	0
Si bien nos complace observar que unos 10 millones de electores afganos ya han sido empadronados, nos sigue preocupando que aún no se haya empadronado a un número suficiente de electores en el sur y el sudeste del país, sobre todo por consideraciones de seguridad.	1
Como se indica en el informe del Secretario General (S/2004/634), se trata de un desafío realmente abrumador.	1
