es	MatCoop
Muchos de los presuntos crímenes documentados en Darfur han sido generalizados y sistemáticos y cumplen todos los requisitos enunciados en el Estatuto de Roma.	0
Organización de un curso completo de capacitación para todos los representantes en los países sobre cuestiones humanitarias, con especial atención a la concienciación sobre las cuestiones de género.	1
El Comité también acoge con satisfacción la labor de la Dirección Ejecutiva para seguir cooperando estrechamente con los expertos de los Comités del Consejo de Seguridad establecidos en virtud de la resolución 1540 (2004) y de las resoluciones 1267 (1999) y 1989 (2011), en particular mediante el intercambio periódico de información e informes sobre las misiones y la preparación de documentos y declaraciones conjuntos de los Presidentes de los Comités al Consejo.	1
En el marco del proyecto para agentes no estatales de la UNIPSIL, la Comisión de Inscripción de Partidos Políticos siguió desempeñando un papel fundamental en la ejecución de programas de desarrollo de la capacidad de los partidos políticos, incluidas sus secciones de mujeres y jóvenes, para mitigar y resolver los conflictos.	1
A. Necesidades actuales Desde la imposición de las medidas del Consejo de Seguridad contra Côte d'Ivoire, el Gobierno ha limitado la adquisición de armas y municiones. Esto se debe a un programa intensivo de adquisiciones con anterioridad al embargo y al uso limitado de armas y municiones durante el breve período de intenso conflicto armado en 2004.	0
Cuando apruebe una operación de las Naciones Unidas, el Consejo debería tener en cuenta la contribución esencial de la policía militar y civil a la estabilización de las situaciones de crisis y el mantenimiento de la seguridad.	1
Después de la llegada de las tropas francesas no se habían ordenado ejecuciones sumarias de gendarmes en Bouaké.	0
Por tanto, el Registro se ha convertido en un instrumento directamente pertinente a la labor del Consejo de Seguridad y de la Asamblea General en relación con las armas pequeñas y las armas ligeras.	1
El Equipo siguió promoviendo y fomentando los intercambios con los expertos nombrados para ayudar al Comité contra el Terrorismo y a la nueva Dirección Ejecutiva del Comité contra el Terrorismo, y participó en tres reuniones del Comité en que se hicieron exposiciones sobre esferas pertinentes a la labor del Equipo.	0
Esta organización, en su 74a Asamblea General, celebrada en septiembre de 2005, aprobó la resolución AG-2005-RES-05, sobre cooperación entre las Naciones Unidas y la Interpol, en la que se crea una notificación especial para las personas incluidas en la lista consolidada que podrá emitir la Interpol a solicitud del Comité y que pondrá en alerta a los Estados de que determinadas personas son objeto de sanciones de las Naciones Unidas.	1
El Consejo reconoce que el desarrollo y la seguridad se refuerzan recíprocamente y son vitales para un enfoque eficaz y amplio de la lucha contra el terrorismo.	0
No obstante, los Estados del Caribe han aprobado el Tratado sobre asistencia judicial recíproca en materia de asuntos penales graves para la región del Caribe (incluidos los delitos relacionados con el terrorismo, la financiación del terrorismo, el blanqueo de dinero y el tráfico de drogas).	1
El Teniente General Dos Santos Cruz añadió que era posible que los principios de mantenimiento de la paz de las Naciones Unidas -- a saber, el consentimiento de las partes, la imparcialidad y la no utilización de la fuerza salvo en legítima defensa y en defensa del mandato -- no siempre se aplicaran contra grupos criminales armados en las misiones contemporáneas, y que su aplicación podría revisarse y adaptarse a las amenazas contemporáneas y al contexto de la violencia que los civiles inocentes y efectivos de mantenimiento de la paz sufrían en zonas de conflicto.	1
Un importante líder de Al-Itihaad encargado de campamentos de entrenamiento compró fusiles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, fusiles lanzagranadas, munición de mortero de 60 y 82 milímetros en el mercado de armas de Irtogte entre el 7 y el 21 de noviembre de 2004. El mismo individuo compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas Tokarev TT-33 y 60 cargadores para rifles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y munición para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II).	0
En ella se definieron distintas medidas que debían adoptar y aplicar los Estados Miembros y se estableció el Comité contra el Terrorismo para que verificara su aplicación.	1
Incluso cuando el Estado ha formulado reservas válidas a ciertas disposiciones del Pacto, es absoluta la prohibición de las detenciones no reconocidas, la toma de rehenes o los secuestros.	1
Armas de fuego caseras. "Cóckteles" Molotov. Cohetes improvisados fabricados en talleres de metalurgia.	0
El Comité siguió cooperando con la Organización Internacional de Policía Criminal (INTERPOL), entre otras cosas mediante notificaciones especiales de la INTERPOL y el Consejo de Seguridad destinadas a comunicar a las autoridades nacionales encargadas de hacer cumplir las sanciones los nombres de las personas o entidades que son objeto de medidas impuestas por el Consejo (véanse los párrs. 32 y 34).	1
La secretaría quedó integrada por investigadores penales, observadores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector de la policía, un funcionario de gestión de datos, oficiales de seguridad y demás personal de apoyo administrativo.	1
:: El 9 de noviembre de 2014, unos helicópteros del régimen lanzaron varias bombas de barril contra la localidad de Dael y causaron la muerte de seis personas, incluidos dos niños, además de daños en edificios residenciales.	0
En la víspera de la manifestación el Comandante General de la PNTL, Sr. Martins, dictó una orden por escrito relativa al despliegue de la PNTL y al uso de la fuerza: la Policía del Distrito de Dili realizaría patrullas a pie, la Unidad de Escolta protegería a los dirigentes estatales y la Unidad de Reserva de la Policía patrullaría "zonas de importancia fundamental".	1
También respalda otras actividades relacionadas con la consecución de los objetivos del Grupo de Contacto para luchar contra la piratería en todos sus aspectos.	1
Además, la MINUSTAH está evaluando actualmente la necesidad de aeronaves especializadas de observación para que lleven a cabo operaciones de vigilancia y de patrulla en las zonas fronterizas terrestres y las zonas costeras, que son generalmente inaccesibles.	1
Toda tendencia a la radicalización en las instituciones de enseñanza sería competencia del Ministerio de Educación.	1
Con ese propósito, la Oficina de Información y Administración usará el sistema seguro en línea de rastreo y distribución de documentos incorporado recientemente al sitio web del Comité para distribuir materiales de la Dirección Ejecutiva a los miembros del Comité y a la Secretaría.	1
Para llevar a cabo de forma eficaz las tareas de protección es necesario que participe una amplia variedad de agentes, así como la celebración de minuciosas consultas entre, por ejemplo el Consejo de Seguridad, la Secretaría y los países que aportan contingentes y fuerzas de policía, antes de establecer una misión de mantenimiento de la paz y durante todo su ciclo de vida.	1
Posteriormente, fue asesinado en Siria.	0
En otros países, como consecuencia de la eficacia de los controles y la necesidad de no ser detectados, los grupos terroristas se han visto obligados a adaptar sus técnicas y a improvisar artefactos utilizando productos más fáciles de obtener.	0
Paralelamente a los 12 convenios sobre el terrorismo y a falta de una definición de terrorismo aceptada universalmente, la lista es tanto un símbolo de la determinación de la comunidad internacional como una medida práctica para hacer frente al desafío global contra la paz y la seguridad internacionales planteado por Al-Qaida, los talibanes y sus asociados.	0
En todo el mundo se han invertido importantes recursos en iniciativas destinadas a mejorar el diálogo y la comprensión entre civilizaciones y a combatir la incitación motivada por el extremismo y la intolerancia.	1
i) Intensificar su cooperación con las organizaciones internacionales, regionales y subregionales y establecer modalidades operativas con cada una de ellas, que tengan en cuenta las diferencias existentes entre sus capacidades y mandatos, entre ellas intercambios a nivel operativo, exposiciones informativas al Comité y de este, y mejores acuerdos de intercambio de información;	0
- Exhortar a los Estados a que cumplan las obligaciones que les incumben de investigar, buscar, enjuiciar o extraditar a las personas sospechosas de haber cometido actos de genocidio, crímenes de guerra, crímenes de lesa humanidad u otras infracciones graves del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, independientemente de su estatus o afiliación política.	1
Enver Hoxhaj, de Kosovo, dijo que la independencia de Kosovo era un hecho no negociable y que las instituciones de Kosovo estaban abiertas a todo aquel que buscase cambios políticos a través de medios institucionales, incluidos los políticos serbios de Kosovo en la parte septentrional de Kosovo.	0
Un Estado señaló que había establecido un centro para el diálogo interconfesional y había organizado y acogido numerosos actos conexos.	1
A ese respecto, en una carta de fecha 1º de agosto de 2008 dirigida al Presidente del Consejo de Seguridad, el Comité remitió sus recomendaciones al Consejo de Seguridad sobre la imposición de medidas específicas contra las personas y entidades designadas por el Comité.	1
El Relator Especial sobre la Promoción y Protección de los Derechos Humanos y las Libertades Fundamentales en la Lucha contra el Terrorismo realizó una visita oficial a Burkina Faso del 8 al 12 de abril de 2013 por invitación del Gobierno a fin de obtener información sobre la situación actual en Burkina Faso y, de ese modo, ayudar al Gobierno en su labor de lucha contra el terrorismo respetando los derechos humanos y promoviendo la aplicación de los instrumentos internacionales.	1
Ésta es la esencia de las tradiciones humanitarias de Côte d'Ivoire: una sociedad con un firme espíritu democrático, que ansía el Estado de derecho y el respeto de los derechos humanos de todos, sin discriminación por motivos de nacionalidad ni origen.	0
En este contexto, quisiera también destacar que el Presidente Abbas se ha referido a la solicitud de la Autoridad Palestina de establecer una misión diplomática de Palestina en Beirut, que contribuiría a formalizar las relaciones entre los pueblos libanés y palestino.	1
Dos sospechosos en este ataque están detenidos en la cárcel construida por el Programa sobre la Delincuencia Marítima de la UNODC.	0
En las actividades de lucha contra el terrorismo no deben existir "dobles raseros" ni medidas unilaterales de uso de la fuerza que puedan debilitar la cohesión de la coalición contra el terrorismo y desestabilizar la situación a nivel regional y mundial.	1
Estos instrumentos, junto con la política de descentralización, aclaran las funciones y responsabilidades de los consejos locales, los oficiales de distrito, los parlamentarios y las autoridades tradicionales en las esferas de la adopción de decisiones con respecto al desarrollo; las elecciones y el mantenimiento de la ley y el orden público; y la recaudación y asignación de ingresos locales.	1
La situación imperante en Siria es motivo de profunda y creciente preocupación para las Naciones Unidas.	0
El Equipo señaló en su segundo informe (S/2005/83, párr. 135) que la Unión Europea, la más desarrollada de estas zonas, garantiza a sus ciudadanos la libertad de circulación dentro del territorio de sus 25 Estados miembros, mientras que con el Acuerdo de Schengen se eliminaron los controles fronterizos entre muchos de los Estados europeos, al tiempo que se reforzaban los controles ejercidos en las fronteras externas del espacio de Schengen y se aumentaba la cooperación judicial y policial dentro del sistema de Schengen.	1
Dadas las cuantiosas transferencias de remesas de los trabajadores a la subregión y el uso muy difundido en la región de recurrir a mecanismos de transferencia informales no bancarios, reviste importancia prioritaria que se adopten medidas para reglamentar los sistemas alternativos de envío de remesas e impedir la utilización indebida de las organizaciones sin ánimo de lucro para esos fines.	1
Acogiendo con beneplácito el papel que desempeña la Unión Africana en la solución de conflictos en el continente africano y expresando su apoyo a las iniciativas de paz emprendidas por la Unión Africana, y por conducto de organizaciones subregionales,	0
Muchas de ellas contaron historias parecidas según las cuales las Fuerzas de Seguridad Interna les habían detenido, maniatado, vendado los ojos y desnudado, manteniéndolos presos durante algún tiempo mientras se les interrogaba sobre el Sr. Abu Adass y sus relaciones con grupos islámicos. La mayoría de esas personas compartían la opinión de sus interrogadores de que el Sr. Abu Adass era una persona solitaria e introvertida que no tenía la inteligencia suficiente para cometer un crimen semejante.	0
Una conclusión común es que, en sus operaciones antisubversivas, el Gobierno ha cometido actos contra la población civil, directamente o utilizando grupos armados, que constituyen graves transgresiones de los derechos humanos y del derecho humanitario.	0
En la declaración están esbozadas cuestiones de interés y hacia su final está recogida la exhortación urgente de las mujeres somalíes a la comunidad internacional para que plantee las cuestiones de género, incluso a los líderes somalíes.	0
2. Reafirma la necesidad de que se respeten plenamente los acuerdos militares concertados con la Misión de las Naciones Unidas para el Referéndum del Sáhara Occidental (MINURSO) respecto del alto el fuego y exhorta a las partes a que se adhieran plenamente a esos acuerdos;	1
El Consejo recuerda a los Estados que deben asegurarse de que las medidas que adopten para luchar contra el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho internacional relativo a los refugiados y el derecho internacional humanitario.	1
Aumento de la rendición de cuentas por las infracciones de los derechos humanos, incluidos los casos de violencia por motivos de género; creación de instrumentos jurídicos que tengan en cuenta las cuestiones de género. G.5 Formulación y ejecución de programas de apoyo a las víctimas que tengan en cuenta las cuestiones de género, incluidos programas de asistencia jurídica y protección de testigos.	1
c) Decidió que la Dirección Ejecutiva siguiera actuando como misión política especial, con la orientación normativa del Comité, durante el período que terminaría el 31 de diciembre de 2010, y decidió también hacer un examen provisional de la labor de la Dirección Ejecutiva antes del 30 de junio de 2009 y examinarla a fondo antes de que concluyera su mandato;	1
Al 31 de agosto, más de 29.000 refugiados habían regresado a sus países de origen, entre ellos 11.724 que habían recibido asistencia de la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados, y unos 18.000 habían regresado espontáneamente a Liberia.	1
Algunos de esos soldados fueron asesinados en el acto.	0
El éxito de las medidas antiterroristas depende en gran medida de la coordinación de las gestiones de la comunidad internacional encaminadas a reprimir las diversas formas de apoyo al terrorismo, en especial su financiación.	0
En otro informe se indica que dos mujeres fueron violadas en el campamento de desplazados internos de Kassab, en Darfur septentrional, en junio de 2004.	0
Exige que todas las partes pongan fin inmediatamente a todas las formas de violencia y vulneración de los derechos humanos cometidas contra la población civil [del país afectado], en particular la violencia basada en el género, incluida la violación y otras formas de violencia sexual ...	0
Los supervisores de armas de la Misión de las Naciones Unidas en Nepal (UNMIN) registraron y supervisaron el almacenamiento de las armas del ejército maoísta, que serían vigiladas permanentemente.	1
La orden de detención europea de la Unión Europea ofrece una alternativa eficaz al tradicional proceso de extradición, permitiendo el contacto directo y empoderando a las autoridades judiciales.	1
67. La República Popular Democrática de Corea utilizó sus servicios de inteligencia y sus fuerzas terrestres y navales para proceder a los secuestros y detenciones.	0
Si bien el impacto operativo de la plana mayor de Al-Qaida ha disminuido desde la muerte de Osama bin Laden y varios otros líderes clave, las redes de Al-Qaida siguen evolucionando y se han convertido en un fenómeno más complejo con la participación en todo el mundo de una amplia variedad de partidarios y combatientes activos.	0
La mayoría de los Estados de la subregión han promulgado leyes para reglamentar la importación y exportación de armas.	1
La reunión tenía por objeto iniciar un diálogo con el sector privado, conocer mejor las dificultades que experimentaba la comunidad financiera para aplicar el régimen de sanciones, encontrar el modo de simplificar el cumplimiento y hacerlo más económico y eficaz y concebir ideas para mejorarlo.	0
Desde que terminó el último mandato a mediados de marzo de 2005, las relaciones entre el Gobierno Federal de Transición y la oposición han empeorado gravemente, lo que ha incrementado en gran medida la probabilidad de que se produzca una confrontación militar importante entre ambos.	0
Uno de los detenidos era el conductor y guardaespaldas de Majed Hamdan, el hermano de Mustapha Hamdan, que dirige una empresa que al parecer se ocupa de la seguridad en el Hotel St.	0
Por conducto de sus tres grupos de trabajo sobre estrategia marítima, el marco jurídico y pesca, el Mecanismo ha venido prestando apoyo, con financiación del Reino Unido, a los coordinadores de la lucha contra la piratería en el Gobierno Federal y en cada región.	1
El embargo incluye "armas y materiales conexos de todo tipo, incluidos armas y municiones, vehículos y pertrechos militares, pertrechos paramilitares y las piezas de repuesto correspondientes.	0
Una vez más, condenamos la matanza de civiles, sean éstos palestinos o israelíes.	0
Algunos miembros señalaron la importancia de la coordinación -- entre los comités de sanciones del Consejo, los grupos de expertos y los Estados Miembros, así como entre las entidades de las Naciones Unidas, las misiones sobre el terreno y los comandantes de las fuerzas -- para asegurar la aplicación efectiva de las sanciones del Consejo.	0
Los Jefes de Estado se comprometieron a aunar esfuerzos para luchar contra Boko Haram, a concluir el establecimiento de la sede del equipo de tareas multinacional conjunto en Nigeria, a más tardar el 20 de noviembre, y a desplegar, dentro de las fronteras nacionales, sendos contingentes de 700 efectivos.	1
En primer lugar, durante la parte inicial del período abarcado por el mandato del Grupo de supervisión, las actividades de vigilancia de las fuerzas navales extranjeras desplegadas en el Golfo de Adén afectaron la disponibilidad de armas en el mercado de Bakaraaha.	0
:: La prohibiciуn de la toma de rehenes.	1
9. Pide al Secretario General que encomiende al Grupo establecido en virtud del apartado a) del párrafo 4 de la resolución 1363 (2001), cuyo mandato termina el 19 de enero de 2002, la vigilancia, por un período de 12 meses, de la aplicación de las medidas mencionadas en el párrafo 2 de la presente resolución;	1
d) Una visita de promoción por parte del Presidente del Comité contra el Terrorismo o el Director Ejecutivo (o ambos), quizá acompañados por uno o varios miembros del Comité, destinada a fomentar la concienciación general sobre la amenaza terrorista y que atraiga una gran atención política, del Gobierno o el Parlamento en cuestión, sobre la importancia de la aplicación de la resolución 1373 (2001) (por ejemplo, mediante la aprobación de leyes de lucha contra el terrorismo);	1
En algunas zonas, hay pruebas fehacientes de hostigamiento, y amenazas de los grupos armados de volver a reclutar a los menores liberados; además la falta de seguridad sigue dificultando la reintegración.	0
Reafirmando la necesidad de que todas las partes en los conflictos armados respeten los principios humanitarios de la humanidad, la neutralidad, la imparcialidad y la independencia a fin de garantizar la prestación de asistencia humanitaria, la seguridad de los civiles que reciben asistencia y la seguridad del personal humanitario, el personal de las Naciones Unidas y su personal asociado,	0
Se recomienda que las contribuciones de las Naciones Unidas al programa de estabilización se ajusten y armonicen como parte del próximo examen del Marco de Asistencia de las Naciones Unidas para el Desarrollo (MANUD).	1
Es alentador que el Gobierno de la República Democrática del Congo haya adoptado medidas para actuar contra los terroristas del Ejército de Resistencia del Señor que ingresaron en el país desde el Sudán.	1
Cabe esperar que los debates sobre la cuestión que mantenga la Asamblea den un importante impulso adicional al establecimiento de un sistema mundial eficaz para conjurar nuevos peligros y amenazas por el bien de todos los miembros de la comunidad internacional.	0
Unos 8.490 excombatientes han recibido apoyo para la reintegración del PNUD y sus asociados en la ejecución en el Sudán Septentrional.	1
A mediados de noviembre se produjo una intensificación de los enfrentamientos armados entre las fuerzas de seguridad serbias y el autoproclamado Ejército de Liberación de Presevo, Medvedja y Bujanovac (UCPMB) en la zona de seguridad terrestre.	0
En el marco de la revisión, se revisaron 488 nombres de personas, grupos y entidades sujetos al régimen de sanciones impuesto a Al-Qaida y los talibanes a fin de actualizar sus entradas o excluirlas de la Lista cuando el Comité decidió que su presencia no era ya pertinente.	1
Bajo la orientación general de la sede de la Misión, los jefes de las oficinas regionales de la MONUC son los responsables de elaborar y llevar a cabo planes de acción regionales para prevenir la explotación y los abusos sexuales en sus respectivas zonas.	1
En la práctica, ambas comisiones hicieron averiguaciones sobre los verdaderos derechos de propiedad a efectos de restitución, en lugar de conceder indemnización, en consonancia con la voluntad política de primar el retorno de las personas que habían sido desplazadas como consecuencia de la discriminación étnica y las hostilidades a sus lugares de origen sobre otras soluciones duraderas.	1
El Consejo de Seguridad reitera su llamamiento a todas las partes en los conflictos armados, incluidas las partes no estatales, para que cumplan cabalmente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular y en cuanto sean aplicables el derecho internacional humanitario y el relativo a los derechos humanos y los refugiados, y para que apliquen plenamente las decisiones pertinentes del Consejo de Seguridad.	0
Sólo dos Estados han tipificado como delito la financiación del terrorismo, y otros dos han adoptado algunas disposiciones jurídicas sobre la materia.	1
Según su declaración, estaba en su oficina cuando fue alertado acerca de la explosión.	0
Los principales criterios para ir reduciendo la MONUSCO deberían ser que disminuya la amenaza que entrañan los grupos armados congoleños y extranjeros para los civiles, se establezcan instituciones estatales más sólidas y responsables, y se refuercen las prácticas democráticas para reducir el riesgo de inestabilidad.	1
Las medidas contra la financiación del terrorismo han mejorado en toda la subregión, pero sigue habiendo deficiencias, especialmente en lo que respecta a los mecanismos para la congelación de activos, la reglamentación de los sistemas alternativos de envío de remesas y la vigilancia de las organizaciones sin fines de lucro.	1
Reafirmando su resolución 1540 (2004) y la necesidad de que todos los Estados apliquen plenamente las medidas contenidas en ella, y exhortando a todos los Estados Miembros y a las organizaciones internacionales y regionales a cooperar activamente con el Comité establecido en virtud de dicha resolución, incluso en el curso del examen amplio pedido en la resolución 1810 (2008),	1
Esa fue la razón de que, tan pronto comprobó la presencia indeseable de los rebeldes ugandeses del Ejército de Resistencia del Señor, el Gobierno de mi país no dudó ni un solo instante en formularles un ultimátum, conminándolos a abandonar inmediatamente el territorio nacional.	0
Se han incrementado las medidas para combatir la delincuencia transnacional y podrían adaptarse a la lucha contra el terrorismo si fuera necesario.	1
Las delegaciones convinieron en que la Lista Consolidada era útil y la consideraron una parte importante de las iniciativas nacionales e internacionales de lucha contra Al-Qaida y sus asociados.	0
De acuerdo con las pruebas de que dispone la Comisión, al menos desde el 21 de mayo el Primer Ministro Alkatiri tenía conocimiento de las denuncias de transferencia de armas a civiles.	0
El Consejo de Seguridad reconoce la necesidad de prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, incluida la procedente de las ganancias obtenidas mediante actividades de delincuencia organizada, como la producción ilícita y el tráfico de drogas y sus precursores químicos, y la importancia de mantener la cooperación internacional con tal fin.	0
En los últimos años, varios Estados de la subregión (como Bosnia y Herzegovina, Bulgaria y Serbia) ratificaron algunos de los instrumentos más recientes en la materia.	1
Esos actos son absolutamente inaceptables. La Autoridad Palestina debe poner fin a esos ataques y enjuiciar a los autores.	0
Procedimientos y criterios que tengan en cuenta las cuestiones de género para determinar el derecho a beneficiarse de los servicios de socorro y servicios sociales E.1 Formulación, aplicación y evaluación de las políticas y estrategias sobre la incorporación de una perspectiva de género en todos los programas de reconstrucción y rehabilitación después de los conflictos.	1
Además, subraya la necesidad de la adhesión sin reservas al proceso de integración de las fuerzas armadas, según el espíritu del Acuerdo global e inclusivo.	0
También firmó 51 acuerdos con las unidades de inteligencia financiera de otros Estados para intercambiar información sobre transacciones vinculadas a la financiación del terrorismo.	1
La Comisión servirá de foro para que los jóvenes se expresen y garantizará la coherencia política promoviendo los intereses de la juventud en las políticas del Gobierno.	1
También es indiscutible que, como Potencia ocupante, Armenia tiene la responsabilidad directa de la comisión de esos delitos.	0
Considerando estos ejemplos, cabe concluir que hay situaciones en las que el Consejo de Seguridad, al enfrentarse a crímenes atroces contra los derechos humanos, actúa en nombre de la justicia.	1
En sus sesiones informativas al Consejo de diciembre de 2005 y junio de 2006, el Secretario General Adjunto Gambari describió las graves condiciones humanitarias y de derechos humanos reinantes en Birmania, incluida la detención de más de 1.100 prisioneros políticos, así como la salida de Birmania de refugiados, drogas, el VIH/SIDA y otras enfermedades.	0
b) Recibir de personas incluidas en la Lista solicitudes de exención de las medidas indicadas en el párrafo 1 b) de la presente resolución y transmitirlas al Comité para que determine, en cada caso, si se justifican la entrada o el tránsito, encomienda al Comité que examine esas solicitudes en consulta con los Estados de tránsito y de destino y cualquier otro Estado que corresponda, decide además que el Comité únicamente aceptará exenciones a las medidas indicadas en el párrafo 1 b) de la presente resolución previo acuerdo de los Estados de tránsito y de destino, y le encomienda además que, por conducto del punto focal, notifique su decisión a esas personas;	0
Regreso y reintegración seguros, voluntarios y en condiciones dignas Exhorta a todas las partes interesadas a que se aseguren de que en todos los procesos y acuerdos de paz y en toda la planificación para la recuperación y reconstrucción después de los conflictos se tengan en cuenta las necesidades especiales de las mujeres y los niños y se incluyan medidas concretas para la protección de los civiles, incluidas ... iii) la creación de condiciones conducentes al regreso voluntario, seguro, digno y sostenible de los refugiados y los desplazados internos.	1
Muchos Estados también deberán seguir enfrentándose a cuestiones como la radicalización, el extremismo violento y los movimientos transfronterizos de terroristas.	0
El 16 de septiembre la MINUSMA y el UNICEF hicieron una inspección de los elementos armados del MAA (Coordinadora) y el MNLA destinados en Ber (región de Tombuktú) e identificaron a cinco menores, de edades comprendidas entre los 15 y los 17 años, así como a dos jóvenes que probablemente habían sido reclutados cuando todavía eran menores.	0
Subraya el papel que la Dirección de Medios de Difusión, el Comité Internacional de Personalidades y el Comité Internacional de Apoyo a la Transición han desempeñado para favorecer el buen desarrollo del proceso electoral y la tranquilidad del clima político, y les renueva su apoyo.	1
No obstante, al Gobierno, en su calidad de órgano superior responsable de las políticas, también le cupo la responsabilidad de atender los problemas críticos que aquejaban a esas instituciones.	1
Con esa reunión especial se procuraba dar el primer paso para crear mayor conciencia a nivel regional sobre el régimen de sanciones contra Al-Qaida y alentar una mayor colaboración entre el Comité y los países del Sahel y el Magreb.	1
En el contexto de la conclusión del mandato de la Misión el 31 de diciembre de 2010, el Consejo de Seguridad encomia, sin perjuicio de la responsabilidad primaria que incumbe al Gobierno del Chad, la contribución de la MINURCAT a la protección de los refugiados, los desplazados internos y los agentes humanitarios en el este del Chad y sus esfuerzos por aumentar la capacidad del Destacamento Integrado de Seguridad (DIS) del Chad.	0
El Comité reconoce que la no presentación de informes podría indicar un "cansancio en la preparación de informes" general como consecuencia del número de éstos que los Estados Miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas.	1
El Presidente Gusmão ordenó a los peticionarios que regresaran al centro de capacitación de las F-FDTL en Metinaro y participaran en una comisión de investigación que examinaría las denuncias hechas en la petición.	0
d) El enfrentamiento armado entre soldados de las F-FDTL y agentes de la PNTL en el cuartel general de esta última el 25 de mayo, que provocó numerosos heridos y la muerte de un soldado de las F-FDTL, Bure.	0
Por ejemplo, en Darfur occidental las fuerzas rebeldes atacaron en octubre de 2003 una comisaría de policía de Tongfuka.	0
49. Durante el período de hambruna, el adoctrinamiento ideológico se utilizó para mantener el régimen, al precio de agravar seriamente el hambre y la inanición.	0
Hay nuevos sistemas de seguridad fronteriza, como la inspección reforzada de mercancías y la introducción en la mayoría de Estados de documentos de viaje de lectura mecánica, como pidió la Organización de Aviación Civil Internacional (OACI), que han complicado sustancialmente las actividades transnacionales de los terroristas.	1
La Fiscal lamentó que hubiera empeorado la situación de Libia en materia de seguridad, que hubiera aumentado la inestabilidad política y que, como consecuencia de ello, el clima imperante no fuera propicio a cerrar la brecha de impunidad en el país.	0
La Dirección Ejecutiva del Comité de las Naciones Unidas contra el Terrorismo, por ejemplo, ha trabajado intensamente con los Estados para fortalecer su capacidad de gestión de las fronteras a fin de controlar los movimientos de los terroristas y su capacidad en materia de justicia penal para combatir el blanqueo de dinero.	1
El Consejo de Seguridad condena enérgicamente la continuación de la violencia y las violaciones de los derechos humanos por todos los grupos armados, concretamente las ejecuciones sumarias, la violencia sexual y de género y el reclutamiento y la utilización de niños a gran escala, exige que todos los grupos armados pongan fin de inmediato a todas las formas de violencia y actividades desestabilizadoras y que sus miembros se dispersen, depongan sus armas y desmovilicen a los niños de sus filas, todo ello de manera inmediata y permanente, y reitera que los responsables de violaciones de los derechos humanos y del derecho internacional humanitario deberán rendir cuenta de sus actos y deben quedar inhabilitados para integrarse en las FARDC o en otros elementos de las fuerzas de seguridad estatales.	0
Establecimiento de un proyecto para la incorporación de la perspectiva de género en la actividad general, con asignaciones presupuestarias específicas.	1
Tomar nota de la información facilitada por la secretaría respecto de la auditoría realizada por la Oficina de Servicios de Supervisión Interna de los pagos de indemnizaciones, reclamaciones palestinas tardías de la categoría D y actividades de liquidación, del proyecto de texto de la sección sobre la Comisión de Indemnización que se incluirá en el informe anual de 2005 de la Oficina de Servicios de Supervisión Interna, de la participación del representante nombrado por esa Oficina en la labor que estaba realizando la secretaría para determinar posibles duplicaciones de reclamaciones de las categorías A y C, de la petición de la Junta de Auditores de las Naciones Unidas de que se formularan comentarios sobre su proyecto de observaciones acerca de las visitas de la Junta de Auditores a Jordania y Kuwait en relación con los pagos, de la petición de la Junta de que se le transmitieran las observaciones sobre su proyecto de informe acerca de la situación de la aplicación de las recomendaciones derivadas de su auditoría de los estados financieros de la Comisión correspondientes al bienio 2002-2003, y de las comunicaciones que la Comisión había mantenido con el Comité de Investigación Independiente; pedir a la secretaría que facilitara información actualizada sobre esa cuestión en una futura reunión oficiosa del Consejo de Administración; y mantener esa cuestión en el programa del Consejo de Administración.	1
Eritrea ha venido organizando, adiestrando y enviando a Etiopía todo tipo de gángsters y elementos terroristas para crear confusión en nuestro país y provocar inestabilidad política.	0
2. Decide que las personas previamente designadas como talibanes y las demás personas, grupos, empresas y entidades asociadas con ellos cuyos nombres figuraran en la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos o empresas asociados con los talibanes") de la Lista consolidada mantenida por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas en la fecha de aprobación de la presente resolución ya no formen parte de la Lista consolidada, sino que figuren en la Lista que se describe en el párrafo 1, y decide además que todos los Estados sigan tomando las medidas que se describen en el párrafo 1 contra esas personas, grupos, empresas y entidades incluidos en la Lista;	1
