es	MatConf
La declinación de Al-Qaida es en parte consecuencia de la campaña internacional incesante por poner límites a su influencia y en parte resultado de su propia conducta.	0
La Misión preguntó a los dirigentes militares del Gobierno si se había hecho comparecer a alguien ante la justicia por haber cometido excesos.	0
Tal como se indicará posteriormente, esta determinación sobre la responsabilidad estatal del Iraq se basa en su violación del jus ad bellum (la prohibición de la amenaza o el uso de la fuerza, enunciada en el Artículo 2 4) de la Carta) más que en sus transgresiones del jus in bello (violaciones del derecho internacional humanitario), que constituyen el principal ámbito en que se enfocan las determinaciones de la Comisión de Reclamaciones Eritrea-Etiopía.	1
El Comité seguirá organizando reuniones y eventos especiales sobre temas y cuestiones de preocupación e interés común para los Estados Miembros, con miras a aprovechar al máximo los efectos de las resoluciones y mantener el compromiso de la comunidad internacional de luchar contra el terrorismo.	0
"El Consejo de Seguridad recuerda sus resoluciones relativas a Osama bin Laden y su condena de la red Al-Qaida y otros grupos terroristas asociados por sus múltiples actos terroristas criminales, que persiguen el objetivo de causar la muerte de numerosos civiles inocentes y la destrucción de bienes.	1
El 24 de julio de 2005 se violó este acuerdo porque la FACI preparó su Mi-24P para operaciones militares en respuesta a un presunto ataque contra Anyama.	0
Cuatro Estados han establecido dependencias especializadas de lucha contra el terrorismo y tres han adoptado medidas con ese fin.	1
23. Solicita al Equipo de Apoyo Analítico y Vigilancia de las Sanciones, a que, en estrecha cooperación con otros órganos de las Naciones Unidas de lucha contra el terrorismo, presente un informe al Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) en un plazo de 180 días, y a que proporcione oralmente información preliminar actualizada al Comité en un plazo de 60 días sobre la amenaza que plantean los combatientes terroristas extranjeros que se unan al EIIL, el Frente Al-Nusra y todos los grupos, empresas y entidades asociados con Al-Qaida, o que sean reclutados por ellos, y en particular:	0
Esta enmienda, que está en consonancia con el artículo 5 del Convenio del Consejo de Europa para la prevención del terrorismo, entrañaría una pena de 30 años de prisión para los autores.	1
El Consejo exhorta a los combatientes que siguen integrando el LRA a que abandonen las filas del grupo y participen en el proceso de desarme, desmovilización, reintegración, repatriación y reasentamiento.	0
Algunos incluso admitieron que el Gobierno seguía a los rebeldes hasta las aldeas, porque era allí donde se escondían, y que la destrucción era resultado de los combates que se entablaban a continuación.	1
Información sobre la medida en que las partes en conflictos armados hayan puesto fin al reclutamiento y la utilización de niños en conflictos armados en violación del derecho internacional aplicable y a otras infracciones de que sean víctimas los niños afectados por los conflictos armados;	0
El notable nivel de colaboración entre el Comité y otros Estados Miembros durante la revisión indicó que un amplio grupo de Estados sigue compartiendo la inquietud del Consejo de Seguridad ante la conveniencia de dar una respuesta internacional coordinada a la amenaza que representan Al-Qaida y los talibanes.	0
En ese sentido, el Comité también ha subrayado la importancia de las disposiciones que exigen que la detención se realice en lugares públicamente reconocidos como centros destinados a esos fines y que exista el debido registro de los nombres de los detenidos y los lugares de detención.	1
El Consejo de Seguridad pone de relieve la importancia de explorar la capacidad actual y potencial de las organizaciones regionales y subregionales por lo que respecta a la paz y la seguridad, incluyendo, entre otras, todas las actividades de prevención de conflictos, fortalecimiento de la confianza, solución de conflictos, establecimiento de la paz, mantenimiento de la paz y consolidación de la paz después de los conflictos, y acoge con satisfacción el diálogo regional y la promoción de normas comunes, así como de enfoques regionales comunes para la solución de controversias y otras cuestiones relacionadas con la paz y la seguridad.	0
Los líderes de Al-Qaida, limitados en su acción por las medidas internacionales, tal vez no puedan traducir su apoyo en actos de violencia coordinados bajo su control, pero siguen atrayendo a adeptos, algunos de los cuales están decididos a cometer actos de terrorismo en su nombre, sin necesidad de creer que sus actos forman parte de un programa político más amplio.	1
89. Las fuerzas del Servicio Nacional de Seguridad e Inteligencia son fuerzas regulares cuya misión es supervisar la seguridad interna y externa del Sudán, vigilar sucesos relevantes, analizar su importancia y los peligros que entrañan y recomendar medidas de protección.	1
19. Reitera la necesidad de seguir mejorando la cooperación que mantienen el Comité 1540, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes, y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001), relativa a la lucha contra el terrorismo, entre otras cosas, si procede, aumentando el intercambio de información, la coordinación sobre las visitas a los Estados, en el marco de sus respectivos mandatos, la asistencia técnica y otras cuestiones pertinentes para los tres comités, y manifestando su intención de ofrecer orientación a los comités sobre ámbitos de interés común a fin de coordinar mejor sus actividades;	0
En un comentario ampliamente difundido dirigido a los habitantes de Kulbus, pueblo que los rebeldes no habían logrado capturar en diciembre de 2003, el Presidente dijo: "nuestra prioridad de ahora en adelante es eliminar la rebelión, y nuestro objetivo es cualquier elemento que se encuentre fuera de la ley ... Utilizaremos el ejército, la policía los mujahideen y los jinetes para aplastar la rebelión". El Ministro de Justicia dijo a la delegación especial de la Comisión de Desarrollo y Cooperación del Parlamento Europeo durante su visita en febrero de 2004: "el Gobierno ha establecido un tipo de relación con los Janjaweed.	1
La Comisión ha constatado también que los rebeldes han matado a civiles, aunque se han registrado pocos incidentes y muertes de esa índole.	1
Se desplegaría un segundo batallón en la localidad meridional de Kamina para proteger el aeródromo; proporcionar un entorno seguro para el proceso electoral en su zona de operaciones; vigilar a los Mayi-Mayi del sur y alentarlos a participar en el proceso de brassage, o de desarme, desmovilización y reintegración; apoyar y orientar a las FARDC, específicamente en Kamina.	0
La MINURCAT continuó cumpliendo todas las tareas operacionales previstas en su mandato, como mantener una capacidad de respuesta rápida, proteger a las fuerzas y mantenerse al corriente de la situación en los alrededores de las zonas de acantonamiento.	1
38. Reafirma que el Equipo de Vigilancia transmitirá al Comité cada seis meses una lista de las personas incluidas en la Lista relativa a las sanciones contra Al-Qaida de cuyo fallecimiento se haya tenido noticia, junto con una evaluación de la información pertinente, como el certificado de defunción y, en la medida de lo posible, la situación y ubicación de los bienes congelados y los nombres de las personas o entidades que podrían recibir los bienes descongelados, encomienda al Comité que examine esas entradas para decidir si siguen siendo apropiadas, y exhorta al Comité a que elimine las entradas de las personas fallecidas cuando se disponga de información fidedigna sobre la defunción;	0
:: Conclusiones y resultados de las actividades efectuadas por las autoridades libanesas en el lugar del delito y zonas adyacentes	0
Incluso en el Afganistán, donde los funcionarios afganos y los miembros de las fuerzas de la coalición han comunicado al Equipo su convencimiento de que los talibanes se benefician de los enormes ingresos generados por el comercio de la droga, es difícil señalar ejemplos concretos.	1
El terrorismo representa, sin lugar a dudas, una de las amenazas más graves para la paz y la seguridad internacionales y sigue siendo un importante motivo de preocupación no solo para los Estados de África, sino para la comunidad internacional en su conjunto.	0
Exige que todas las partes pongan fin inmediatamente a todas las formas de violencia y vulneración de los derechos humanos cometidas contra la población civil [del país afectado], en particular la violencia basada en el género, incluida la violación y otras formas de violencia sexual ...	1
Nos preocupa profundamente el hecho de que, a menos que ambas partes hagan gala de una firme voluntad de poner fin al terrorismo y la violencia, el proceso de paz no tendrá éxito.	0
Las Fuerzas Armadas Sudanesas (FAS) han redesplegado todas sus fuerzas del Sudán Meridional, mientras que el redespliegue del SPLA, controlado y verificado, sigue siendo del 34,8% de los efectivos previstos (59.168).	1
iii) El aumento de la capacidad de las autoridades nacionales de [la zona afectada], incluidos los organismos nacionales de policía, el poder judicial y el sistema penitenciario, para proporcionar la seguridad necesaria a los refugiados, los desplazados internos, los civiles y los trabajadores humanitarios, respetando las normas internacionales de derechos humanos.	0
Desarrollo de la capacidad de los Estados para prevenir la proliferación de armas de destrucción en masa y responder a los ataques perpetrados con ellas	0
La introducción de cambios en la estructura de policía de Bosnia y Herzegovina requerirá el apoyo de expertos internacionales de policía.	0
Por ejemplo, en el caso del genocidio, una persona que intente asesinar a un conjunto de personas que pertenezcan a un grupo protegido con la intención concreta de destruir al grupo (total o parcialmente) puede tener como motivo el deseo de apropiarse de los bienes pertenecientes a ese grupo o conjunto de personas, el impulso de vengarse de ataques anteriores cometidos por los miembros de ese grupo o el deseo de complacer a sus superiores que desprecian a ese grupo.	1
El Departamento de Justicia de la UNMIK ha asignado también alta prioridad a la renovación de las prisiones y los centros de detención de Kosovo, que estaban en muy mal estado.	0
Sobre esa base, el mayor número de víctimas procedían de Abobo: el 63% de las personas muertas, el 35% de las heridas o torturadas y el 40% de las desaparecidas. Las víctimas provenientes de Anyama ocupaban el segundo lugar, con el 10% de las personas muertas, seguidas por las de Koumassi, con el 13% de las personas heridas o torturadas y el 35% de los desaparecidos.	1
Observa que la acumulación excesiva y el efecto desestabilizador de las armas pequeñas y las armas ligeras representan un obstáculo considerable para la prestación de asistencia humanitaria y pueden exacerbar y prolongar los conflictos, poner en peligro a los civiles y menoscabar la seguridad y la confianza necesarias para la restauración de la paz y la estabilidad ...	0
Las que consiguieron regresar han dado testimonio fidedigno de la presencia de muchos de los desaparecidos en centros de detención secretos y extraoficiales que mantiene el aparato de seguridad en diferentes lugares de la región de Darfur.	1
El 26 de julio de 2005, el Consejo de Seguridad aprobó la resolución 1612 (2005) sobre los niños y los conflictos armados.	0
Además, del 23 al 27 de abril, la MONUSCO puso en marcha la operación Escudo Oriental en la zona de Doruma después de que se recibieran noticias de dos ataques cometidos por el LRA en esa zona.	1
Subraya la necesidad de una estrategia general [nacional] para la reforma del sector de la seguridad que se centre en la profesionalización de las instituciones de ese sector, incluidos los órganos de supervisión, y que contribuya a garantizar la coherencia y la eficiencia y evite duplicaciones o lagunas, alienta al mismo tiempo al Gobierno de [el país afectado] a participar en una nueva alianza estratégica con [la Misión] en el ámbito de la reforma del sector de la seguridad con el fin de determinar las prioridades de cada componente del sector y los posibles enfoques del apoyo de [la Misión] a las autoridades [nacionales] en el ámbito de la reforma del sector de la seguridad para aumentar la capacidad del ejército, la policía, la justicia y otras instituciones de seguridad y consolidar la autoridad del Estado [nacional], y solicita al Secretario General que le presente esas prioridades en un anexo de su informe de [fecha del informe].	0
d) Facilitar la creación de capacidad sobre cooperación internacional con los socios de la subregión. a) Participar más activamente con las organizaciones pertinentes de la subregión (el Grupo de Lucha contra el Blanqueo de Dinero en África Oriental y Meridional, la SADC y la Organización para la Cooperación Regional de los Jefes de Policía de África Meridional) para centrarse en las actividades destinadas a superar las deficiencias y mejorar la aplicación de la resolución;	0
Consideramos que la postura de Armenia constituye un claro desafío al proceso de solución del conflicto y una grave amenaza para la paz y la seguridad regionales e internacionales.	0
La misión técnica de evaluación se reunió con una gran diversidad de interesados internacionales y de Côte d'Ivoire, entre otros el Presidente Gbagbo, el Primer Ministro Soro, los Jefes de Estado Mayor de las fuerzas de defensa y de seguridad de Côte d'Ivoire y de las Forces Nouvelles, representantes de los partidos políticos y dirigentes de las instituciones nacionales responsables de la aplicación de los principales procesos contemplados en el Acuerdo de Uagadugú.	0
En julio de 2005, el 93% de los detenidos se encontraba en situación de detención preventiva prolongada, pero actualmente la cifra podría ser más alta.	1
En julio de 2010, Angola aprobó leyes para establecer medidas preventivas y restrictivas contra el blanqueo de dinero y la financiación del terrorismo. Además, el 15 de abril de 2010 solicitó formalmente su adhesión al Grupo de Lucha contra el Blanqueo de Dinero en África Oriental y Meridional.	0
En su resolución 2122 (2013), el Consejo se comprometió a prestar mayor atención a las cuestiones relativas a las mujeres, la paz y la seguridad en todas las esferas temáticas pertinentes de que se ocupa, en particular la protección de los civiles en los conflictos armados, la consolidación de la paz después de los conflictos, la promoción y el fortalecimiento del estado de derecho en el mantenimiento de la paz y la seguridad internacionales, la paz y la seguridad en África, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, y el mantenimiento de la paz y la seguridad internacionales.	0
Muchos de ellos también invierten en programas sociales para tener una mejor comprensión y prevenir la radicalización y el posible reclutamiento de terroristas, y han participado, en mayor o menor medida, en los diálogos en torno a la lucha contra el terrorismo.	0
En 2009 y 2010 hubo varias incautaciones de grandes cantidades de armas de guerra en África Occidental (Malí, Nigeria y Senegal).	1
Insto al Gobierno a asegurar el acceso del personal de las Naciones Unidas a todos los sitios de detención en Darfur.	0
La Misión siguió coordinando el apoyo a la ejecución de la estrategia nacional sobre violencia sexual y basada en el género, en cuyo marco se están ejecutando cinco programas referentes a la prevención y la protección, la lucha contra la impunidad, la asistencia multisectorial, la reforma del sector de la seguridad, y los datos y la distribución en el distrito de Ituri y Kivu del Sur.	0
Los informes de secuestros de niños durante los ataques recientes a la población civil demuestran el altísimo precio que pagan los niños de Darfur en esta guerra civil.	1
El Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican a la prestación de servicios de alojamiento de contenidos y servicios conexos en Internet, pero los terroristas y los grupos terroristas pueden utilizar ampliamente los servicios de Internet.	1
Reconociendo que la consideración de la cuestión de la protección de los periodistas en los conflictos armados por el Consejo de Seguridad se basa en la urgencia y la importancia de esa cuestión, y reconociendo la valiosa función que puede desempeñar el Secretario General para suministrar más información a ese respecto,	0
El tráfico transfronterizo de carbón vegetal ha servido de sustento a Al-Shabaab y le ha permitido respaldar sus incursiones en Kenya.	1
Durante el ataque de los Janjaweed a la aldea de Mengarassa, en Darfur occidental, perpetrado en noviembre de 2003, se secuestró a 20 niñas que fueron llevadas al campamento de Ammar.	1
El Consejo de Seguridad reitera también su llamamiento a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados para que hagan frente a todas las demás violaciones y abusos cometidos contra los niños y adopten medidas y compromisos concretos al respecto.	1
La detección del transporte ilegal de dinero y de instrumentos negociables al portador a través de las fronteras y la coordinación entre las aduanas, las unidades de inteligencia financiera y los funcionarios encargados de hacer cumplir las leyes al respecto no existen o son insuficientes.	0
Muchas veces, los civiles se veían obligados a desplazarse a consecuencia de los ataques.	1
Subrayando que uno de los principales obstáculos para la paz duradera en los Kivus es la presencia y las actividades de grupos armados ilegales en territorio congoleño, incluidas las Fuerzas Democráticas de Liberación de Rwanda (FDLR), como señaló en su resolución 1804 (2008), y que esta presencia es una de las principales causas del conflicto en la región,	1
La Comisión también constató que grupos rebeldes habían perpetrado ataques, en casi todos los casos contra objetivos del ejército, la policía o las fuerzas de seguridad.	1
- Conscientes de que las actividades de estos grupos armados son perjudiciales para la paz y la seguridad de la región y ponen en peligro el proceso electoral de la República Democrática del Congo	1
Por ejemplo, a los Estados de la región del Sáhara les resulta difícil hacer frente al problema de los campamentos de adiestramiento móviles dirigidos por la organización Al-Qaida en el Magreb Islámico (QE.T.14.01.).	1
- Destacar en las resoluciones pertinentes la importancia de lograr soluciones duraderas para los refugiados y las personas desplazadas, en particular su regreso y reintegración en condiciones de seguridad y en forma voluntaria y digna, y de promover su plena participación en la planificación y gestión de esas soluciones.	0
87. El Comité de Jefes del Estado Mayor Conjunto planifica todas las operaciones militares desde Jartúm.	1
En su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Grupo de Evaluación de las Declaraciones prosiguió las entrevistas con el personal principal del programa de armas químicas sirias, mantuvo reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos emplazamientos.	0
Para apoyar el restablecimiento y la ampliación de un nivel mínimo de la autoridad del Estado a las zonas libres de grupos armados se requiere un mayor compromiso del Gobierno a destinar a esas zonas a funcionarios del Estado, especialmente agentes de policía y personal judicial y penitenciario, proporcionándoles los recursos necesarios.	0
También visitó el campamento de refugiados de El-Aaiún.	0
Consciente de la exigencia del pueblo del Líbano de que se identifique y haga rendir cuenta de sus actos a todos los responsables del atentado terrorista con bombas que causó la muerte del ex Primer Ministro del Líbano, Sr. Rafiq Hariri,	1
Muchas de las denuncias se refieren a secuestros de mujeres.	1
Sobre el terreno, la situación es compleja e inquietante, en especial para las comunidades minoritarias.	1
g) La obligación de tomar precauciones a fin de reducir al mínimo las pérdidas y los daños accidentales causados por ataques, de tal manera que cada parte debe hacer todo lo posible para asegurarse de que los blancos sean objetivos militares y elegir medios o métodos de combate para reducir al mínimo las pérdidas de vidas civiles;	0
La violencia que se produjo en Rai Kotu en la tarde del 28 de abril ocasionó la muerte de un civil, según se describe en los párrafos 50 y 51.	1
Los presos fueron trasladados sobre la base de información digna de crédito en el sentido de que podía realizarse un intento de liberarlos de la cárcel de Bukavu.	1
Celebro los progresos que se han hecho en la limpieza de minas y restos explosivos de guerra en el Sáhara Occidental.	0
En ambos casos, los milicianos obligaron a las mujeres a punta de pistola a desnudarse, las violaron y las abandonaron en la carretera desnudas.	1
Deseamos señalar a la atención de la comunidad internacional el hecho alarmante de que al retirarse de la mencionada decisión, la Federación de Rusia ya no se considera sujeta a la obligación de impedir la venta y el suministro a la parte abjasia de todo tipo de armamentos, equipo de defensa y repuestos, municiones, vehículos blindados y otro equipo (párr. 3), así como tampoco a impedir la contratación de sus propios ciudadanos ni su reclutamiento en cualquier grupo armado en la zona de conflicto (párr. 5 a)).	1
Alienta a los países que aportan contingentes y fuerzas de policía a que, en consulta con el Secretario General, estudien las medidas que podrían adoptar para aumentar la concienciación y la capacidad de respuesta de su personal que participa en operaciones de mantenimiento de la paz de las Naciones Unidas para proteger a los civiles, incluidos las mujeres y los niños, e impedir la violencia sexual contra las mujeres y las niñas en los conflictos y las situaciones posteriores a éstos, y a que, siempre que sea posible, desplieguen un porcentaje más alto de mujeres en las fuerzas de policía o de mantenimiento de la paz.	0
Es evidente que todas las instituciones encargadas de establecer el orden público enfrentan graves desafíos.	0
Además, la MINUSTAH está evaluando actualmente la necesidad de aeronaves especializadas de observación para que lleven a cabo operaciones de vigilancia y de patrulla en las zonas fronterizas terrestres y las zonas costeras, que son generalmente inaccesibles.	0
Me sigue preocupando que la desconfianza entre las partes, sumada a la continua presencia de las milicias, pueda provocar tensiones, y posiblemente inseguridad e inestabilidad dentro y fuera del Líbano.	1
Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)	1
Desde octubre de 2013, ha frustrado dos ataques de piratas y ha trasladado a Seychelles a cinco sospechosos de actos de piratería para su enjuiciamiento.	1
Dos civiles resultan muertos, cuatro personas resultan heridas de bala y dos personas sufren otras lesiones graves.	1
El Equipo ha concluido que la amenaza que plantea Al-Qaida sigue diversificándose por la evolución de una serie de entidades afiliadas a esa organización de manera imprecisa y el aumento del número de personas y células radicalizadas autónomamente, que se apoyan en la ideología de Al-Qaida.	0
La información más reciente indica que 35 desplazados internos murieron como resultado de la violencia, 10 quedaron heridos y más de 4.000 desplazados y habitantes de las aldeas se vieron obligados a huir.	1
Algunos Estados de la región aplican la Estrategia para luchar contra la radicalización y la captación de terroristas de la Unión Europea, de 2005, que tiene por objeto desbaratar las actividades de redes y personas que conduzcan al terrorismo; garantizar que el discurso de la opinión mayoritaria prevalezca sobre el extremismo; promover con mayor intensidad la seguridad, la justicia, la democracia y las oportunidades para todos".	0
Preocupado por las actividades armadas y el bandidaje en [los países afectados], que suponen una amenaza para la seguridad de la población civil, la realización de las operaciones humanitarias en esas zonas y la estabilidad de dichos países, y que dan lugar a graves violaciones de los derechos humanos y el derecho internacional humanitario.	0
Las fuerzas de seguridad sirias habían cometido una serie de violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario. Algunas de esas violaciones podían constituir crímenes de guerra y crímenes de lesa humanidad.	1
Para camuflar estos hechos, a veces visten uniformes militares a fin de trasmitir la percepción errónea de que el componente militar oficial es el responsable de esa violencia.	0
La Comisión Nacional para los Jóvenes fue puesta en funcionamiento por el Presidente Koroma el 25 de noviembre de 2011. Se espera que lidere la promoción y armonización del desarrollo de la juventud en el marco del Ministerio de Empleo de los Jóvenes y Deportes.	0
Del 24 al 28 de octubre de 2011, la División de Asesoramiento Civil y Militar de la KFOR y la Fuerza de Seguridad de Kosovo completaron conjuntamente la etapa de armonización de su cuarta evaluación conjunta.	0
En la 5764ª sesión del Consejo de Seguridad, celebrada el 22 de octubre de 2007, en relación con el examen del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
El Consejo de Seguridad aprobó la resolución 1894 (2009) relativa a la protección de los civiles en los conflictos armados, en la que se pidió que las actividades de protección de los civiles encomendadas recibieran prioridad cuando se asignaran los recursos y las capacidades, que se preparara un concepto operacional para la protección de los civiles y se llevaran a cabo en toda la misión actividades de planificación y capacitación en la materia.	0
Este año, con el fin de orientar las promesas de contribuciones de los nuevos donantes, la UNMIK preparó "Kosovo: reconstrucción 2000", un programa de reconstrucción e inversiones públicas para orientar a los donantes hacia las prioridades de la Estructura Administrativa Provisional Mixta.	0
No obstante, la Comisión observa que hubo deficiencias en la preparación y la metodología aplicada por la UNOTIL en esta intervención.	0
El personal de la ONUCI se queja constantemente de no disponer de inteligencia fidedigna para dar cumplimiento a su mandato así como de la falta de conocimientos técnicos.	0
El ataque lo dirigían los militares. Los árabes robaban.	1
c) La Comisión tendrá atribuciones para determinar el lugar y las modalidades a los efectos de entrevistar funcionarios sirios u otras personas de esa nacionalidad que considere pertinentes a la investigación;	0
La visita a Bouaké tuvo lugar un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia de la cesación del fuego en Duékoué.	1
China debería plantear al Líder Supremo de la República Popular Democrática de Corea y a otras altas autoridades la cuestión de los secuestros e infanticidios de niños con derecho a la nacionalidad china, de la obligación de abortar impuesta a las mujeres repatriadas y de otras violaciones de los derechos humanos de que son víctimas las personas repatriadas de China.	1
El Consejo de Seguridad observa con preocupación que las amenazas mencionadas anteriormente pueden poner en peligro la seguridad de los países que figuran en su programa, entre ellos los Estados que salen de un conflicto, e insta a coordinar las medidas de las Naciones Unidas así como las de los Estados Miembros para luchar contra estas amenazas.	0
7. Exhorta a todos los Estados a que se abstengan de llevar a cabo ensayos nucleares y a que firmen y ratifiquen el Tratado de prohibición completa de los ensayos nucleares, de modo que pueda entrar en vigor en fecha cercana;	0
La MINURCAT intentó visitar los lugares en los que se produjeron los ataques, pero los dirigentes locales le negaron el acceso.	1
El Consejo de Seguridad acoge con beneplácito la conclusión en forma pacífica del proceso de inscripción para el referéndum en el Sudán Meridional en el Sudán y alienta a las partes a que mantengan este impulso con miras a la celebración de unos referendos pacíficos y fidedignos el 9 de enero de 2011 que reflejen la voluntad del pueblo.	0
Sin embargo, los atropellos de los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de preocupación en todo el país.	1
El Consejo de Seguridad expresa su profunda preocupación por las consecuencias de la crisis de refugiados causada por el conflicto de Siria, que tiene efectos desestabilizadores en toda la región.	0
Proporcionó información detallada sobre las violaciones y los abusos cometidos contra los niños en el Yemen.	1
Procedimientos y criterios que tengan en cuenta las cuestiones de género para determinar el derecho a beneficiarse de los servicios de socorro y servicios sociales E.1 Formulación, aplicación y evaluación de las políticas y estrategias sobre la incorporación de una perspectiva de género en todos los programas de reconstrucción y rehabilitación después de los conflictos.	0
Animado del deseo de seguir prestando asistencia al Líbano en la búsqueda de la verdad y en hacer efectiva la responsabilidad penal de los participantes en este acto terrorista,	0
En este contexto, el Consejo de Seguridad acoge con beneplácito la decisión adoptada por la Cumbre de la Unión Africana en Sirte, el 3 de julio, de incrementar la dotación de la AMISOM para alcanzar el nivel de efectivos prescrito, y hace un llamamiento a los Estados miembros de la Unión Africana para que proporcionen el personal militar y de policía necesario.	0
Acogiendo con beneplácito los progresos que Burundi continúa realizando hacia la paz, la estabilidad y el desarrollo, y poniendo de relieve la necesidad de que el sistema de las Naciones Unidas y la comunidad internacional, incluidas las instituciones financieras internacionales y los asociados de Burundi para el desarrollo, mantengan su apoyo a la consolidación de la paz y el desarrollo a largo plazo en el país,	0
La UNODC elaboró dos guías prácticas para ayudar a los funcionarios de justicia penal de la región del Sahel a hacer frente a las actividades terroristas.	0
En uno de los incidentes, ocurrido en Korcha-Turgu, a primera hora de la mañana, un día del mes de agosto de 2003, centenares de árabes Janjaweed vestidos de uniforme militar verde y montados a caballo y en camellos rodearon y atacaron el pueblo y comenzaron a disparar contra los hombres y niños.	1
La mayoría de los testigos potenciales residentes fuera del Estado expresaron sus temores a declarar, incluso a título confidencial, porque temían por la seguridad de sus familiares y suponían que su conducta seguía siendo clandestinamente vigilada por las autoridades.	0
en modo alguno cabe interpretar que la conclusión de que las autoridades de gobierno no propiciaban ni pusieron en práctica en Darfur una política de genocidio, directamente o por conducto de los milicianos bajo su control, significa que los crímenes cometidos en esa región hayan sido menos graves.	0
Existe también un cúmulo de antecedentes verosímiles que dan a entender que se han cometido a sabiendas actos criminales como parte de ataques generalizados o sistemáticos contra la población civil.	1
5. Confirma que lo dispuesto en el párrafo 1 a) se aplica a los recursos económicos de todo tipo, incluidos, entre otros, los utilizados para prestar servicios de Internet o servicios conexos en apoyo de quienes figuren en la Lista, así como otras personas, grupos, empresas o entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán;	0
El Ministerio de Justicia ha establecido, con asistencia técnica proporcionada por la ONUCI, una célula especializada de redespliegue de personal de la justicia y los servicios penitenciarios, para facilitar el proceso de redespliegue en los servicios policial, de justicia y penitenciario.	0
El mantenimiento por Hizbullah de una considerable capacidad militar compleja que se encuentra fuera del control del Gobierno del Líbano genera efectivamente un clima de intimidación y constituye un desafío fundamental para la seguridad de los civiles libaneses y el monopolio del Gobierno del uso legítimo de la fuerza.	1
No obstante, la información facilitada por los shartai y omdas que acompañaban a la Comisión Nacional, así como las pruebas disponibles, indican que, en medio de la violencia del conflicto, todas las partes participaron en el incendio de las aldeas.	1
Los atacantes obligaron a la víctima a separarse del grupo, le vendaron los ojos, la empujaron de espaldas al suelo y la violaron.	1
También se señalan los problemas crecientes a que se hace frente en el Afganistán y en la zona fronteriza entre el Afganistán y el Pakistán y las amenazas continuas en el norte de África, al mismo tiempo que no disminuye el nivel de actividad en otras partes.	0
Las entidades afiliadas a Al-Qaida, Tehrik-e Taliban Pakistan (TTP) (QE.T. 132.11), Lashkar-e-Tayyiba y Harakat ul-Mujahidin (QE.H.8.01), siguen desempeñando un papel importante en la insurgencia en el Afganistán.	1
Además, si los nombres están mal identificados existe el riesgo de que se apliquen sanciones a quien no corresponde.	0
Bin Laden necesita ofrecer un contrapeso a la acción de Zarqawi y demostrar que puede seguir actuando en todas partes del mundo montando ataques espectaculares en otros lugares, para poder retomar el proyecto estratégico que había adoptado antes de perder su base en el Afganistán en 2001.	1
b) Consolidar la prestación de asistencia técnica destinada a aumentar la capacidad de los Estados Miembros en la lucha contra el terrorismo y asegurar que esas actividades se ajusten a las necesidades de los países;	0
La Misión y las fuerzas de mantenimiento de la paz llevaron a cabo patrullas conjuntas el 5 de julio en el distrito de Gali, el 21 de agosto en el sector de Zugdidi (junto con la parte georgiana) y el 22 de septiembre en el valle del bajo Kodori.	0
Podríamos seguir mencionando la pobreza generalizada, los problemas de gestión de los recursos naturales, los miles de refugiados y desplazados internos, a los que hay que añadir miles de excombatientes a la espera de ser reintegrados, los sectores de la seguridad débiles y sin reformar, las violaciones masivas de los derechos humanos y muchas otras amenazas que podrían instigar un nuevo conflicto.	0
34. Decide examinar dentro de 18 meses la aplicación de las medidas enunciadas en la presente resolución y hacer los ajustes que sean necesarios para apoyar la paz y la estabilidad en el Afganistán;	0
El 20 de septiembre 778 agentes terminaron su formación en la academia de policía. De estos agentes, 35 eran mujeres y 148 ex militares.	1
Una de las testigos describió así la terrorífica experiencia vivida en la zona donde los captores mantuvieron detenidas a las mujeres y niñas en Kailek:	1
Es imposible describir en el presente informe todos los casos de asesinato que la Comisión ha documentado.	1
85. Las fuerzas armadas están también compuestas por una unidad operacional denominada Servicio de Inteligencia de Fronteras, cuya función principal es recabar información.	0
