es	VerCoop
En ese sentido, el Consejo de Seguridad insta a las autoridades encargadas del período de transición a que rápidamente tomen medidas para luchar de manera efectiva contra la impunidad y promover la justicia mediante el enjuiciamiento de los responsables.	1
Expresando su profunda preocupación por las actividades armadas y el bandidaje en [la región afectada], que suponen una amenaza para la seguridad de la población civil, la realización de las operaciones humanitarias en esas zonas y la estabilidad de dichos países, y que dan lugar a graves violaciones de los derechos humanos y el derecho internacional humanitario.	0
La mejor forma de hacer frente al problema es dando a conocer las oportunidades que los métodos de pago nuevos crean para transferir fondos en forma encubierta y fuera del control de los gobiernos.	1
Los centros educativos que se negaran a inscribirse o que tuvieran vínculos con organizaciones terroristas prohibidas se clausuraban.	0
Las Naciones Unidas estaban examinando la mejor manera de fortalecer la capacidad de lucha contra el terrorismo de las misiones políticas especiales, las operaciones de mantenimiento de la paz y los equipos de las Naciones Unidas en los países.	1
35. Decide, a fin de colaborar con el Comité en el cumplimiento de su mandato, que el Equipo de Vigilancia 1267, establecido en virtud del párrafo 7 de la resolución 1526 (2004), preste también apoyo al Comité por un período de 30 meses, con el mandato enunciado en el anexo A de la presente resolución, y solicita al Secretario General que adopte todas las disposiciones necesarias a esos efectos;	1
b) Recibir de personas incluidas en la Lista solicitudes de exención de las medidas indicadas en el párrafo 1 b) de la presente resolución y transmitirlas al Comité para que determine, en cada caso, si se justifican la entrada o el tránsito, encomienda al Comité que examine esas solicitudes en consulta con los Estados de tránsito y de destino y cualquier otro Estado que corresponda, decide además que el Comité únicamente aceptará exenciones a las medidas indicadas en el párrafo 1 b) de la presente resolución previo acuerdo de los Estados de tránsito y de destino, y le encomienda además que, por conducto del punto focal, notifique su decisión a esas personas;	1
"El Consejo de Seguridad reafirma su compromiso respecto de la protección de los civiles en los conflictos armados y de la aplicación continuada y plena de todas sus anteriores resoluciones pertinentes, incluidas las resoluciones 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) y 1894 (2009), así como de todas sus resoluciones relativas a las mujeres, la paz y la seguridad, los niños y los conflictos armados, y el mantenimiento de la paz, y de todas las declaraciones pertinentes de su Presidencia.	1
En el futuro, estas organizaciones regionales, y en particular la Unión Europea, deberán desempeñar el papel más destacado en Kosovo.	1
Sin embargo, la Fiscalía cree que no deberíamos esperar al término de las actuaciones judiciales en la Corte para que las víctimas de los delitos procesados reciban asistencia.	1
Expresando su pleno apoyo a la MONUC, condenando todos los ataques contra el personal de mantenimiento de la paz de las Naciones Unidas y el personal humanitario, independientemente de quienes sean sus autores, e insistiendo en que los responsables de esos ataques deben comparecer ante la justicia,	1
Los miembros expresaron su disposición a examinar, a su debido tiempo, los informes actualizados sobre la planificación de una transición sin sobresaltos hacia un marco sostenible de asistencia para el desarrollo al término del mandato de la UNOTIL, en mayo de 2006.	1
Por lo que se refiere a los instrumentos regionales, Côte d'Ivoire ha ratificado la Carta Africana de Derechos Humanos y de los Pueblos (1992) y ha firmado el Estatuto por el que se establece la Corte Africana de Derechos Humanos y de los Pueblos.	1
Es por lo tanto indispensable que el mando y control de las operaciones de las fuerzas armadas se ejerzan a nivel central.	0
El Presidente informó al Consejo sobre las deliberaciones del Comité en la reunión celebrada el 3 de septiembre, en la que se había examinado el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y la actualización del informe sobre incidentes preparado por el Grupo de Expertos, también publicado el 1 de agosto, sobre el lanzamiento de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	1
Además, el 25 de junio, el Consejo de Personas Eminentes presentó al Gobierno de Transición un plan en el que exponía a grandes rasgos las prioridades para la satisfactoria continuación de la transición: seguridad pública, justicia, elecciones, gobernanza política y medidas económicas.	1
El Representante Especial instó al Consejo a proporcionar un apoyo continuo a los esfuerzos de la Oficina por detener las amenazas transfronterizas para la seguridad en esa región, como el Ejército de Resistencia del Señor, la piratería en el Golfo de Guinea, el tráfico de armas pequeñas y los efectos potencialmente desestabilizadores del regreso de muchos migrantes económicos desde zonas en situación de crisis (por ejemplo, Libia).	0
La Comisión reconoce que el Jefe de las Fuerzas de Defensa se enfrentó a un abandono masivo de personal y a la necesidad de mantener la disciplina de las fuerzas, pero observa discrepancias significativas entre las medidas que adoptó y los procedimientos que exigía la ley. El Jefe de las Fuerzas de Defensa anunció públicamente el 16 de marzo que, desde el 1° de marzo, los peticionarios eran considerados civiles. Las Fuerzas de Defensa habían pedido asesoramiento jurídico al asesor jurídico del Consejo de Ministros designado internacionalmente, ya que no había ninguno en las F-FDTL ni en el Ministerio.	0
38. Alienta a todos los Estados Miembros, en particular a los Estados proponentes y los Estados de residencia o nacionalidad, a que presenten al Comité información adicional, junto con documentos acreditativos, para identificar a las personas, los grupos, las empresas y las entidades incluidas en la Lista e información de otra índole, como datos actualizados sobre el funcionamiento de las entidades, los grupos y las empresas incluidos en la Lista, los desplazamientos, el encarcelamiento o el fallecimiento de las personas que figuran en la Lista y otros sucesos importantes, a medida que se disponga de esa información;	1
En julio de 2007, el Gobierno presentó un proyecto de ley relativo al establecimiento de una Comisión para la Verdad y la Reconciliación y actualmente se están celebrando consultas al respecto con distintos interesados.	1
El Consejo de Seguridad debe reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional ante esta amenaza.	0
La celebración de la primera sesión abierta del Consejo de Paz y Seguridad sobre los niños afectados por los conflictos armados y su propuesta de nombrar un Enviado Especial de la Unión Africana para los Niños en África también mereció aprobación.	1
Algunos Estados tienen la capacidad de congelar sin demora los fondos y activos vinculados al terrorismo, aunque en la mayoría de los casos se trata de una capacidad limitada.	0
I. Cuestiones generales relativas a la protección de poblaciones afectadas por conflictos	0
También nos preocupa la reaparición de casos de cólera, aunque, al parecer, la tasa de mortalidad está disminuyendo lentamente.	0
3. Los Estados tienen que llevar ante la justicia a quienes financien, planeen, apoyen o cometan actos terroristas o proporcionen refugio seguro, de conformidad con el derecho internacional y en especial basándose en el principio de extradición o enjuiciamiento;	0
Reiterando la necesidad de asegurar que el presente régimen de sanciones contribuya efectivamente a los esfuerzos que se realizan para combatir la insurgencia y preste apoyo a la labor del Gobierno del Afganistán para avanzar en la reconciliación a fin de lograr la paz, la estabilidad y la seguridad en el Afganistán,	0
La capacidad de la mayoría de los Estados de congelar fondos y activos vinculados al terrorismo es insuficiente, aunque algunos Estados han logrado adelantos a este respecto.	0
El Consejo de Seguridad acoge con beneplácito también las recientes mejoras introducidas en los procedimientos del Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011), en particular con respecto a la eficaz y valiosa labor de la Oficina del Ombudsman, establecida en virtud de la resolución 1904 (2009).	1
En cuanto al debate sobre la modificación de los procedimientos, el Equipo concuerda en que como parte de cualquier reforma se debería promover el carácter más jurídico que el Consejo ha tratado de dar al régimen en años recientes, por ejemplo mediante la introducción del criterio de "asociado con" establecido en la resolución 1617 (2005), así como los resúmenes de los motivos de inclusión y los mecanismos de revisión previstos en la resolución 1822 (2008).	1
Encomiando los esfuerzos de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID), el Mediador Principal Conjunto de la Unión Africana y las Naciones Unidas, el Secretario General de las Naciones Unidas, la Liga de los Estados Árabes, el Grupo de Alto Nivel de la Unión Africana encargado de la aplicación de las recomendaciones para el Sudán y los líderes de la región para promover la paz y la estabilidad en Darfur, y reiterando su pleno apoyo a esos esfuerzos, y expresando su firme apoyo al proceso político iniciado con la mediación de la Unión Africana y las Naciones Unidas,	1
Exige que todas las partes pongan fin inmediatamente a todas las formas de violencia y vulneración de los derechos humanos cometidas contra la población civil [del país afectado], en particular la violencia basada en el género, incluida la violación y otras formas de violencia sexual ...	0
Las Fuerzas Armadas Libanesas informaron a las Naciones Unidas que el deterioro de la situación de seguridad en la República Árabe Siria las había llevado a reforzar las medidas de control de la frontera para prevenir la entrada de armas y personal militar al Líbano y su salida de él.	0
El Consejo de Seguridad toma nota de la decisión de la Cumbre de la Unión Africana en Sirte en la que se pide al Consejo que imponga sanciones contra aquellos que, incluida Eritrea, prestan apoyo a los grupos armados que se dedican a socavar la paz y la reconciliación en Somalia y la estabilidad regional.	0
Las autoridades señalaron también que seguían circulando armas pequeñas y armas ligeras provenientes de anteriores conflictos en la región.	0
B. Normas vinculantes para los rebeldes El Movimiento y Ejército de Liberación del Sudán y el Movimiento Justicia e Igualdad, al igual que todos los insurgentes que han adquirido un cierto grado de organización, estabilidad y control efectivo del territorio, poseen personalidad jurídica internacional y, por lo tanto, son vinculantes para ellos las normas pertinentes del derecho internacional consuetudinario sobre los conflictos armados internos a que se hace referencia en los párrafos anteriores. Es probable que esto también sea cierto del Movimiento Nacional de Reforma y Desarrollo.	1
A fin de agilizar el proceso y asegurar la disponibilidad de suficiente personal calificado, la Comisión recomienda que se estudien los medios de ampliar la base de posibles candidatos.	1
A Viet Nam le preocupa profundamente el alarmante deterioro de las condiciones de seguridad y humanitarias en la zona oriental de la República Democrática del Congo.	0
56. Alienta a los Estados Miembros a que, cuando descongelen los activos de una persona fallecida o de una entidad que, según se haya informado o confirmado, haya dejado de existir como consecuencia de la exclusión de su nombre de la Lista, recuerden las obligaciones impuestas en la resolución 1373 (2001) y, en particular, impidan que los activos descongelados se utilicen con fines terroristas;	1
La función de la policía en el actual conflicto dista de ser clara.	0
Cabe recordar también que, a pesar de esta amplia base de políticas, la gran mayoría de los miembros de los dos movimientos rebeldes procedía principalmente de tres tribus, a saber, los fur, los masalit y los zaghawa.	0
En cuanto a Burundi, la misión había hecho un llamamiento a los grupos armados para que se pusiera fin a todas las hostilidades y entablasen sin más demora negociaciones que condujeran a una cesación del fuego.	1
Se denunció que las milicias Janjaweed y las fuerzas del Gobierno violaron, quemaron y golpearon, obligaron a las mujeres a desnudarse y abusaron verbalmente y humillaron a la población civil en numerosas ocasiones durante sus ataques.	0
El Consejo de Seguridad reitera también su grave preocupación por las consecuencias de la inestabilidad en el norte de Malí para la región del Sahel y otros lugares, y destaca la necesidad de reaccionar con rapidez a esta crisis, utilizando un enfoque estratégico y amplio, a fin de asegurar la integridad territorial de Malí y restaurar su estabilidad e impedir que la inestabilidad se extienda a otros Estados del Sahel.	0
El Consejo de Seguridad reitera también su llamamiento a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados para que hagan frente a todas las demás violaciones y abusos cometidos contra los niños y adopten medidas y compromisos concretos al respecto.	0
En la carta se indicaba que el Comité estaba examinando las recomendaciones contenidas en el informe a fin de mejorar las medidas relativas a las sanciones impuestas y su aplicación.	1
Decide que la prohibición de viajar impuesta en virtud del párrafo 1 b) no se aplicará a las personas descritas en el párrafo 9, cuando el Comité determine, caso por caso, que la entrada o el tránsito se justifican, decide también que las exenciones de ese tipo aprobadas por el Comité solo podrán concederse por el período solicitado para viajar al lugar o los lugares especificados, encomienda al Comité que adopte una decisión respecto de las solicitudes de exención de ese tipo, así como de las solicitudes para modificar o prorrogar exenciones concedidas anteriormente o la solicitud de un Estado Miembro de revocar exenciones concedidas anteriormente en un plazo de diez días tras su recepción, y afirma que, pese a cualquier exención relativa a la prohibición de viajar, las personas incluidas en la Lista siguen estando sujetas a las demás medidas descritas en el párrafo 1 de la presente resolución;	0
El Consejo de Seguridad observa con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de los Estados, y socava la estabilidad y la prosperidad mundiales, y que esta amenaza ha cobrado un carácter más difuso, con un incremento de los actos terroristas en diversas regiones del mundo, incluidos los actos motivados por la intolerancia y el extremismo, y reafirma su determinación de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluidas las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables, las amenazas a la paz y la seguridad internacionales causadas por los actos terroristas.	0
El Consejo de Seguridad reitera su disposición a imponer sanciones a las personas y entidades que brinden refugio, financien, faciliten, apoyen, organicen, adiestren o inciten a personas o grupos para que cometan actos de violencia o terrorismo contra otros Estados o sus ciudadanos en Somalia o en la región, de conformidad con sus resoluciones pertinentes, y a otras redes regionales, así como a particulares, grupos, empresas y entidades que no rompan todos sus vínculos con Al-Qaida y los grupos asociados, entre ellos Al-Qaida en el Magreb Islámico (AQMI), el `Movimiento para la Unidad y la Yihad en África Occidental' (MUJAO) y Ansar Eddine, de conformidad con la resolución 2083 (2012).	0
La comisión ha autorizado al ACNUDH, en su calidad de secretaría residual de la comisión, a que proporcione acceso a los materiales existentes en la base de datos a las autoridades competentes que llevan a cabo investigaciones creíbles a efectos de asegurar la responsabilidad por los crímenes y otras violaciones cometidas, establecer la verdad sobre las violaciones cometidas o aplicar las sanciones específicas impuestas por las Naciones Unidas a personas físicas o jurídicas.	0
Se debe considerar que todos los comandantes son responsables de las violaciones graves cometidas por los combatientes que se encuentran bajo su control.	0
El Consejo condena toda acción unilateral que tenga por objeto crear situaciones sobre el terreno que perjudiquen los resultados de las negociaciones.	0
Haciendo especial hincapié en que la continuación de la labor internacional para promover el diálogo y mejorar el entendimiento entre las civilizaciones, en un intento por prevenir que se atente indiscriminadamente contra diferentes religiones y culturas, y la solución de los conflictos regionales no resueltos y los muy diversos problemas mundiales, en particular los problemas de desarrollo, contribuirán a fortalecer la lucha internacional contra el terrorismo,	1
Desde mi informe al Consejo de Seguridad de 2 de enero de 2008 (S/2008/1), la ONUCI ha eliminado 15 de los 17 puestos de observación que había establecido a lo largo de la línea verde, de conformidad con lo estipulado por el Acuerdo de Uagadugú.	0
Los principales problemas de seguridad guardan relación con las actividades delictivas y la lucha entre facciones.	0
:: Era preciso lograr una mayor coherencia en el establecimiento y los mandatos de los mecanismos de determinación de hechos;	1
En total, 12 Estados han adoptado disposiciones para reglamentar la producción, la venta y la transferencia de armas y explosivos, aunque sólo dos han aplicado plenamente esas medidas.	0
Convenio Europeo para la Represión del Terrorismo; se firmó el 13 de febrero de 1992, fue ratificado el 15 de abril de 1992 y entró en vigor en la República Federativa de Checoslovaquia el 15 de julio de 1992.	0
El Equipo recuerda a los Estados que, contrariamente a lo que dan a entender el Grupo de alto nivel sobre las amenazas, los desafíos y el cambio y otros, hace mucho que el Comité estableció criterios para incluir o excluir nombres de la lista.	0
Los Estados Miembros presentaron información durante la revisión que conducirá a un total de 465 enmiendas propuestas a la Lista (y cambios en 217 resúmenes descriptivos de los motivos para la inclusión).	1
Se quemaron dos vehículos y se saquearon las oficinas de la planta baja.	0
c) Alentar a los Estados a adoptar medidas para impedir que las redes informales de envío de remesas de los trabajadores se utilicen indebidamente para los fines de la financiación del terrorismo.	1
En Egipto, seguimos instando a un traspaso pacífico e inmediato del poder a un Gobierno civil.	0
El Consejo de Seguridad reitera su llamamiento a los Estados de la región para que intensifiquen su cooperación con miras a poner fin a las actividades de los grupos armados ilegales, y reitera que todo recurso a la amenaza o al uso de la fuerza contra la integridad territorial de un Estado es contrario a la Carta de las Naciones Unidas.	1
40. Acoge con beneplácito la presentación periódica de información por parte del Gobierno del Afganistán sobre el contenido de la Lista y los efectos de las sanciones selectivas en lo que concierne a contrarrestar las amenazas a la paz, la estabilidad y la seguridad del Afganistán y a apoyar la iniciativa de reconciliación dirigida por el Afganistán;	1
Muchos de ellos también invierten en programas sociales para tener una mejor comprensión y prevenir la radicalización y el posible reclutamiento de terroristas, y han participado, en mayor o menor medida, en los diálogos en torno a la lucha contra el terrorismo.	1
"El Consejo expresa su reconocimiento a los países participantes en la Misión de Estabilización de las Naciones Unidas en Haití (MINUSTAH) y espera que los países que se han comprometido a aportar contingentes y policía civil harán todo lo posible por agilizar el pronto despliegue de su personal.	1
Acojo favorablemente las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada con el objetivo de hacer frente a ese grupo armado y mejorar la protección de los civiles.	1
iv) Preparar y actualizar periódicamente, al menos una vez al mes, un calendario de actividades de divulgación u otras actividades similares, que abarque períodos futuros de por lo menos seis meses y que incluya información sobre otras actividades de los Estados interesados, así como de las organizaciones internacionales, regionales y subregionales pertinentes, del Comité contra el Terrorismo, del Comité establecido en virtud de la resolución 1267 (1999) y de otros órganos de las Naciones Unidas;	1
Los recursos naturales de la región, la delincuencia transfronteriza y la disponibilidad de armas pequeñas debido a conflictos armados pasados hacen que la subregión quede potencialmente expuesta a blanqueadores de dinero, delincuentes internacionales, traficantes de drogas y grupos terroristas.	0
Posteriormente, en 2006, la Asamblea General aprobó por unanimidad la Estrategia global contra el terrorismo, lo que tuvo gran importancia para reafirmar el compromiso colectivo de la comunidad internacional en la lucha contra la amenaza común del terrorismo	0
El Consejo de Seguridad también invita a los tres comités a que sigan cooperando con el grupo de trabajo establecido en virtud de la resolución 1566 (2004).	1
¿Es el genocidio más grave que otros crímenes internacionales? Se sostiene generalizadamente que el genocidio es el más grave de los crímenes internacionales.	0
- Asesorar al Gobierno ..., según proceda, sobre la reforma del sector de la seguridad y la organización del futuro ejército nacional, incluido el establecimiento de un mecanismo efectivo de investigación de antecedentes, de conformidad con las normas internacionales;	1
11. Encomienda al Comité que coopere con los demás comités de sanciones del Consejo de Seguridad, en particular con el establecido en virtud de la resolución 1988 (2011); Inclusión en la Lista	1
:: El 18 de noviembre de 2014, unos helicópteros del régimen lanzaron dos bombas de barril sobre Maar Shmarien y provocaron la muerte de seis civiles, de los cuales cuatro eran niños y dos eran mujeres.	0
También firmó 51 acuerdos con las unidades de inteligencia financiera de otros Estados para intercambiar información sobre transacciones vinculadas a la financiación del terrorismo.	0
Los crímenes internacionales tales como crímenes de lesa humanidad y crímenes de guerra que se han perpetrado en Darfur pueden no ser menos graves o menos atroces que el genocidio.	1
La comunidad internacional necesitará fuerza para llevar adelante el proceso del estatuto.	1
Decide que las medidas [de prohibición de viajar y congelación de activos] mencionadas en el párrafo [pertinente] de la presente resolución se aplicarán a las siguientes personas y, cuando corresponda, entidades, designadas por el Comité: ... e) las personas o entidades que operan en [el país afectado] y que cometan graves violaciones mediante actos dirigidos deliberadamente contra ... mujeres en situaciones de conflicto armado, incluidos asesinatos y mutilaciones, actos de violencia sexual, secuestros y desplazamientos forzados;	0
Es necesario introducir cambios en el proceso con arreglo al cual se comunican los motivos para suprimir un nombre de la Lista o mantenerlo, a fin de garantizar que se comuniquen en tiempo oportuno y se ofrezca un contenido sustantivo que refleje adecuadamente el análisis y las conclusiones de la examinadora independiente.	1
El Consejo de Seguridad subraya la necesidad de hacer que quienes hayan perpetrado, organizado, financiado y patrocinado este censurable acto de terrorismo comparezcan ante la justicia, e insta a todos los Estados a que, de conformidad con las obligaciones que les incumben en virtud del derecho internacional y de la resolución 1373 (2001) y de acuerdo con la resolución 1624 (2005), cooperen activamente con las autoridades de Argelia a este respecto.	1
Con el apoyo del PNUD y la financiación del Fondo de las Naciones Unidas para la Consolidación de la Paz, la Comisión de Lucha contra la Corrupción creó una secretaría para gestionar la aplicación de la estrategia nacional de lucha contra la corrupción.	0
El Consejo de Seguridad sigue estando sumamente preocupado por la inseguridad y la significativa crisis humanitaria que se está produciendo en la región del Sahel, que se ve complicada aun más por la presencia de grupos armados, incluidos movimientos separatistas y redes terroristas y delictivas, y por la intensificación de sus actividades, así como por la continua proliferación de armas desde dentro y fuera de la región, que suponen una amenaza para la paz, la seguridad y la estabilidad de los Estados de esa región y, a ese respecto, destaca la importancia de que se apliquen todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las relativas a los embargos de armas.	1
Durante todo el año 2007, en el Afganistán hubo más de 8.000 bajas como consecuencia de incidentes en que participaron insurgentes (A/62/722-S/2008/159, párr. 17), en comparación con 6.000 muertos en 2006 en actos de violencia de todo tipo.	0
Insta a todas las partes interesadas a que cumplan las obligaciones internacionales que les son aplicables en relación con la protección de los niños afectados por un conflicto armado, así como las promesas concretas que han hecho al Representante Especial del Secretario General para la Cuestión de los Niños y los Conflictos Armados, al UNICEF y a otros organismos de las Naciones Unidas, y cooperen plenamente con las misiones de las Naciones Unidas para el mantenimiento de la paz y los equipos de las Naciones Unidas en los países ... en el seguimiento y la materialización de esas promesas.	1
La decisión de la Unión Europea de iniciar negociaciones con Serbia y Montenegro para concertar un acuerdo de estabilización y asociación representa un hito al respecto.	1
Esperamos que en lo sucesivo podamos profundizar nuestra relación con las Naciones Unidas.	1
Cabe recordar que Jean-Pierre Bemba, después de haber desmentido en un principio las denuncias y haberlas caracterizado de campaña de calumnias orquestada por sus enemigos, admitió la veracidad de los cargos y prometió enjuiciar a los presuntos autores de esos delitos.	1
El Juez Mezher aceptó la propuesta en las condiciones siguientes. Que los vehículos se filmaran en el lugar del suceso, que fueran marcados y numerados; también debían ser filmados durante el transporte y una vez más a su llegada al cuartel de Helou, donde debían ser cubiertos y custodiados las 24 horas del día para evitar que se destruyeran pruebas.	1
c) El desplazamiento de equipo y pertrechos militares hacia la región de Darfur que el Comité establecido en el párrafo 3 a) de la resolución 1591 (2005) apruebe con antelación, previa solicitud del Gobierno del Sudán;	0
También se señalan los problemas crecientes a que se hace frente en el Afganistán y en la zona fronteriza entre el Afganistán y el Pakistán y las amenazas continuas en el norte de África, al mismo tiempo que no disminuye el nivel de actividad en otras partes.	0
Los participantes examinaron enfoques integrales para abordar los factores que conducen a la propagación del extremismo y el terrorismo en la región y la mejor manera en que las entidades de las Naciones Unidas pueden ayudar a responder al fenómeno y sus repercusiones sobre la paz, la seguridad y la estabilidad.	1
La Autoridad expresa su agradecimiento a la Unión Africana y a las Naciones Unidas por la asistencia multifacética que han prestado a las iniciativas emprendidas en la región para alcanzar una solución pacífica.	1
Inclusión en la Lista 10. Alienta a todos los Estados Miembros a que presenten al Comité establecido en virtud del párrafo 30 infra ("el Comité"), para su inclusión en la Lista, los nombres de personas, grupos, empresas y entidades que participen, por cualquier medio, en la financiación o el apoyo de los actos o actividades que se describen en el párrafo 3 supra;	1
El Consejo de Seguridad acoge con beneplácito la resolución 64/289 de la Asamblea General, en que se estableció la Entidad de las Naciones Unidas para la Igualdad entre los Géneros y el Empoderamiento de la Mujer (ONUMujeres), que comenzará a funcionar plenamente en enero de 2011.	1
El Consejo de Seguridad y sus grupos de vigilancia de las sanciones han tratado de aumentar la vigilancia de las excepciones a los embargos de armas en vigor en la República Democrática del Congo y en Liberia.	1
El Gobierno y el equipo de las Naciones Unidas en el país, con las aportaciones del Banco Mundial, prepararon un folleto sobre los Objetivos de Desarrollo del Milenio, en el que se expone la situación en la que se encuentra actualmente Timor-Leste y se explican las consecuencias normativas de alcanzar las metas y los indicadores establecidos.	0
El Grupo adoptó la estructura de una mesa redonda en la que los representantes del Gobierno Federal de Somalia y las autoridades regionales de lucha contra la piratería celebraron deliberaciones junto con los órganos de las Naciones Unidas y de la Unión Europea y Oceans Beyond Piracy.	1
También puso de manifiesto las diferencias en el modo de percibir la amenaza, incluso entre países vecinos.	0
11. Insta a todos los Estados Miembros, en particular los Estados del Sahel y el Magreb, a que coordinen sus esfuerzos para prevenir la grave amenaza que representan para la seguridad internacional y regional los grupos terroristas que cruzan las fronteras y buscan refugio en la región del Sahel, mejoren la cooperación y la coordinación a fin de elaborar estrategias inclusivas y efectivas para luchar de manera amplia e integrada contra las actividades de grupos terroristas, impidan la expansión de esos grupos y limiten la proliferación de todas las armas y la delincuencia organizada transnacional;	1
La Comisión Nacional para los Jóvenes fue puesta en funcionamiento por el Presidente Koroma el 25 de noviembre de 2011. Se espera que lidere la promoción y armonización del desarrollo de la juventud en el marco del Ministerio de Empleo de los Jóvenes y Deportes.	1
La Interpol ha señalado que cuanta más información se incluya en las notificaciones especiales, en particular impresiones dactilares, fotografías y números de pasaporte en las versiones de distribución reservada que están sólo a disposición de los organismos de aplicación de la ley de los países miembros, tanto más útiles serán y tanto menos probables serán los incidentes como el mencionado. La Interpol también se ha ofrecido para dar orientación a sus miembros sobre el alcance del régimen de sanciones. Además, ha sugerido que se establezca un punto de consultas permanente en las Naciones Unidas para contestar preguntas y asegurar que se suministre sin demora información adicional pertinente sobre las personas mencionadas en la Lista cuando ha sido presentada por Estados Miembros.	1
Actualmente, no se sabe con certeza cuándo podrá concretarse un pacto sobre la reestructuración de la policía que permita entablar negociaciones sobre el Acuerdo de Estabilización y Asociación, pero la Unión Europea sigue dispuesta a participar en las ulteriores negociaciones tan pronto como se llegue a un acuerdo que satisfaga las condiciones impuestas por la Comisión Europea.	1
La interacción con la sociedad civil puso de manifiesto que la población no entendía bien el mandato de la MONUSCO y desconocía su capacidad. La población local creía que solo la Brigada de Intervención de la Misión podía adoptar medidas enérgicas para proteger a los civiles, lo cual no es exacto.	0
El resultado final debe ser estable y sostenible, por tanto no deben establecerse plazos artificiales.	1
No puedo dejar de insistir en el riesgo que entraña la falta de helicópteros militares para la eficacia operacional de la fuerza.	0
En promedio, los ingresos mensuales del Fondo de Indemnización durante el año en curso han sido de aproximadamente 351,2 millones de dólares, y el promedio de los pagos trimestrales de indemnizaciones siguió siendo superior a 1.000 millones de dólares.	0
Sin embargo, cada vez era más evidente una actitud más constructiva hacia la UNMIK.	1
Cuando la UNMIK y la KFOR pidieron datos acerca de la presencia del Ejército en el Cuerpo de Protección de Kosovo, recibieron una respuesta muy típica del comandante del Cuerpo, que dijo que, habida cuenta de sus competencias limitadas, no podía facilitar más información.	0
Pueden adiestrar a combatientes, planificar sus activistas de manera innovadora y perpetrar ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue proporcionando adiestramiento especializado a terroristas, entre otras cosas en fabricación de dispositivos explosivos improvisados. Al-Qaida en la Península Arábiga (AQPA) (QE.A.129.10) sigue siendo una importante fuente de innovación tecnológica.	0
El Consejo reconoció la conveniencia de las reuniones anuales en las que impartan información los jefes de los componentes militares y señaló que acogería complacido reuniones análogas con los jefes de los componentes de policía a fin de mejorar la comprensión de los problemas operacionales.	1
En el actual programa de trabajo se realizaron avances sustanciales para aumentar la concienciación entre parlamentarios, mediante los actos organizados en Ginebra con la Unión Interparlamentaria y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.	1
9. Pide al Secretario General que disponga lo necesario para apoyar la labor del mecanismo de vigilancia, como gasto de la Organización y con cargo a un Fondo Fiduciario de las Naciones Unidas establecido para este fin, afirma que este Fondo Fiduciario será establecido por el Secretario General, alienta a los Estados a que aporten contribuciones al Fondo y a que proporcionen, por conducto del Secretario General, personal, equipo y servicios al mecanismo de vigilancia, y pide también al Secretario General que mantenga al Comité establecido en virtud de la resolución 1267 (1999) informado periódicamente acerca de los arreglos financieros de apoyo al mecanismo;	1
Preocupa el deterioro del nivel de vida de la población como secuela de las dificultades que debieron ser afrontadas en 2008, en particular por la crisis alimentaria global y el azote de los huracanes que asolaron la isla.	0
5. Insta a todos los Estados a que, promulgando leyes o mediante disposiciones administrativas, según proceda, sigan adoptando medidas urgentes para hacer cumplir y hacer más estrictas las medidas dispuestas en sus leyes o reglamentos internos contra sus nacionales y otras personas o entidades que operen en su territorio, a fin de prevenir y sancionar el incumplimiento de las medidas citadas en el párrafo 1 de la presente resolución, y a que informen al Comité de la adopción de tales medidas, e invita a los Estados a que comuniquen al Comité los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que ello redunde en perjuicio de las investigaciones o las medidas coercitivas;	1
Según los testimonios, miles de miembros de las fuerzas de seguridad podrían haber estado en actividad en esos días en Abidján.	0
2. Reafirma la necesidad de que se respeten plenamente los acuerdos militares concertados con la Misión de las Naciones Unidas para el Referéndum del Sáhara Occidental (MINURSO) respecto del alto el fuego y exhorta a las partes a que se adhieran plenamente a esos acuerdos;	0
Una cuestión clave que interesa a las dos partes tiene que ver con la supresión de nombres de talibanes de la Lista consolidada establecida en virtud de las resoluciones 1267 (1999) y 1333 (2000), asunto que es de competencia exclusiva del Comité.	1
