ar	QuadClass
واقتناعا منها أيضا بأن التسوية السياسية للنزاع من شأنها أن تساعد في مكافحة آفة الإرهاب والأنشطة المرتبطة به والتي لا تزال قائمة في المنطقة كما أن من شأنها أن تسهل القضاء عليها؛	1
(أ) إذا أسفر فعله عن ضرر بدني جسيم؛	0
46 - ويتسم الوضع ميدانيا بأنه معقد ومدعاة إلى القلق - لا سيما بالنسبة لطوائف الأقليات.	0
56 - وتؤكد السلطات الحكومية حاليا أنها لم تكتشف هوية الأفراد الذين يشكلون هذه الكتائب وتنسب هذه الأفعال إلى تصفيات حسابات.	1
وإذ يشير إلى البيان الذي أدلى به رئيسه في ٨ تموز/يوليه ١٩٩٩ )S/PRST/1999/21(، وإذ يؤكد دعوته إلى القيام، حسب اﻻقتضاء، وفي إطار اتفاقات سﻻم محددة وعلى أساس كل حالة على حدة في نطاق وﻻيات اﻷمم المتحدة المتصلة بحفظ السﻻم؛ بإدراج أحكام صريحة تتعلق بنزع سﻻح المقاتلين السابقين وتسريحهم وإعادة إدماجهم، بما في ذلك التخلص من اﻷسلحة والذخائر بشكل مأمون يتسم بحسن التوقيت؛	4
٢ - وفي الفقرة 8 من ذلك القرار، قرر مجلس الأمن أن ينشئ فريقا عاملا تابعا للمجلس يُعهد إليه باستعراض تقارير الآلية المشار إليها في الفقرة 3 من القرار، وباستعراض التقدم المحرز في وضع خطط العمل المشار إليها في الفقرة 7 من القرار وتنفيذها، وبالنظر في أي معلومات أخرى تقدم إليه في هذا الصدد.	2
9 - يطلب إلى الأمين العام أن يعهد إلى فريق الرصد المنشأ عملا بالفقرة 4 (أ) من القرار 1363 (2001)، الذي تنتهي فترة ولايته في 19 كانون الثاني/يناير 2002، برصد تنفيذ التدابير المشار إليها في الفقرة 2 من هذا القرار، لفترة 12 شهرا؛	2
وأوصى فريق الخبراء بأمور من بينها إنشاء آلية دولية مستقلة يُعهد إليها بتنفيذ مهام متزامنة لمراقبة عملية المساءلة المحلية وإجراء تحقيقات مستقلة.	0
28 - المجلس مصمم على النظر في فرض جزاءات فردية على منتهكي الحظر على توريد الأسلحة إلى جمهورية الكونغو الديمقراطية.	1
وتملك بعض الدول قدرة على تجميد الأموال والأصول المرتبطة بالإرهاب دون إبطاء، رغم أنها قدرة محدودة في معظم الأحيان.	0
ثم إن استبعاد أشكال أخرى من الاعتداء الجنسي من نطاق التحقيق قد ترك عددا كبيرا من الادعاءات دون معالجة.	0
ويشجع مجلس الأمن الدول الأعضاء على وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب.	0
(ج) يكون للجنة سلطة تقرير مكان وأساليب إجراء المقابلات مع المسؤولين والأشخاص السوريين الذين ترتأي اللجنة أن لهم صلة بالتحقيق؛	0
وفي مناطق الأزمات وحالات ما بعد انتهاء النـزاعات، من الضروري أن تركِّز الحلول المتعلقة بالانتشار المفرط للأسلحة الصغيرة - إلى جانب التدابير الأساسية للحد من الأسلحة والرقابة عليها - على إيجاد سبل بديلة ومستدامة لكسب الرزق مع مراعاة عاملي نوع الجنس والسن.	0
200 - وأفضل وجهة نظر متماسكة قدمتها الحكومة بشأن الصراع عرضتها لجنة أنشأها وزير الداخلية بصفته ممثل رئيس الجمهورية لشؤون دارفور.	0
دعوة أطراف النـزاع المسلح إلى حماية عمليات حفظ السلام التابعة للأمم المتحدة والبعثات الأخرى ذات الصلة التي يأذن بها مجلس الأمن وكذلك المنظمات الإنسانية من آثار الألغام ومخلفات الحرب من المتفجرات وإتاحة المعلومات المتعلقة بمواقع هذه الألغام والمخلفات التي لديها علم بها في الإقليم الذي تعمل فيه أو ستعمل فيه هذه البعثات/ المنظمات.	0
وأرحب أيضا بالمبادرات التي تتخذها لجنة حوض بحيرة تشاد لإيجاد حلول دائمة للحد من الإرهاب والتمرد العنيف والتطرف من خلال استراتيجية مشتركة.	4
:: ينشأ بموجب قرار يصدر عن الجمعية العامة ويخضع لسلطتها.	0
ولم تقبل الحكومة مجندين من جميع القبائل.	0
ولا تزال التقارير تتحدث عن انتهاكات لحقوق الإنسان، ارتبط العديد منها بعناصر غير مدربة انضمت إلى القوات المسلحة لجمهورية الكونغو الديمقراطية من المؤتمر الوطني للدفاع عن الشعب والجماعات المسلحة.	1
وفي 7 تشرين الثاني/نوفمبر 2014، قصفت قوات النظام محيط المسجد القديم ببلدة الطيبة في ريف دمشق فأصابت 14 مدنيا أثناء خروجهم من المسجد بعد صلاة الجمعة.	1
42 - وقبل أن تشرع قوات الأمن في ما قامت به، رأى أولئك الذين تمكنوا من الخروج إلى الشوارع أن لا أحد قد بدأ بعد المسيرة أو تصرف بطريقة تنطوي على تهديد أو استفزاز.	1
وبُذلت في إطار هذا المخطط جهود كبيرة لتغطية المستحقين من الأقليات.	0
وإدراكا منه أن حماية موظفي المساعدة الإنسانية وموظفي الأمم المتحدة والأفراد المرتبطين بها تعد من الأمور المثيرة للقلق في حالات الصراع المسلح وغيره من الحالات،	0
وقام الحزب الشيوعي النيبالي (الماوي) في أحيان كثيرة باستهداف وتجنيد العديد من الفتيات اللاتي التحق الكثير منهن بالحزب للهرب من القيود التقليدية المفروضة عليهن.	1
وفي أواخر أيلول/سبتمبر، استكملت البعثة تجديد سجن إريبا، مما أدى إلى تحسن ظروف احتجاز السجناء وأمن السجن على السواء.	2
(ج) تشجيع الدول على اتخاذ الخطوات المناسبة لحماية قطاعها غير الربحي من إساءة استغلاله في تمويل الإرهاب.	0
"""ويحيط مجلس الأمن علما بافتتاح مركز الامتياز الدولي في مجال مكافحة التطرف العنيف، في أبو ظبي في 14 كانون الأول/ديسمبر 2012."	0
28 - تواصل توطيد العلاقات بين جمهورية الكونغو الديمقراطية والبلدان المجاورة في منطقة البحيرات الكبرى. وفي 21 كانون الثاني/يناير، اعتمد وزراء دفاع بوروندي وجمهورية الكونغو الديمقراطية ورواندا مشروع بروتوكول الجماعة الاقتصادية لبلدان منطقة البحيرات الكبرى للدفاع والأمن المشترك. وينص مشروع البروتوكول على إنشاء آليات مشتركة لمراقبة الحدود وعلى اتفاق لإيقاف المقاتلين من الجماعات المسلحة الفارين عبر الحدود.	2
"""يؤكد مجلس الأمن كذلك ضرورة العمل بكافة السبل، وفقا لميثاق الأمم المتحدة، على مكافحة الأخطار التي تهدد السلم والأمن الدوليين بسبب الأعمال الإرهابية."	4
(ج) تدمير المنشآت العامة أو شبكات النقل والاتصالات، بما في ذلك شبكات المعلومات، والمنشآت الثابتة في الجرف القاري، ومحطات الطاقة والماء، والمرافق الطبية وغيرها من المرافق الهامة، أو الأماكن والممتلكات العامة ، أو إلحاق الضرر بأي منها بهدف تعريض حياة البشر للخطر، أو النيل من سلامة أي من المنشآت أو الشبكات أو الأماكن، أو تعريض الممتلكات لخطر الضرر الفادح؛	0
:: تحليل الحيز الاستراتيجي الذي تتيحه المشاركة في الجريمة العابرة للحدود للجماعات الإرهابية الضالعة في أنشطة مدرجة حاليا في جدول أعمال مجلس الأمن	0
ويشكل استمرار تدفق المقاتلين غير السوريين إلى الجبهة أمراً يبعث على القلق، وهو شاغل مشترك لمجموعة من السلطات الوطنية التي ما فتئت تتابع هذه المشكلة.	0
١٠ - يعرب عن استعداده لﻻستجابة لحاﻻت الصراع المسلح التي يُستهدف فيها المدنيون أو تعطل فيها عمدا المساعدة اﻹنسانية الموجهة للمدنيين، وذلك بسبل من بينها النظر في اتخاذ التدابير المﻻئمة الموضوعة تحت تصرف المجلس وفقا لميثاق اﻷمم المتحدة، ويﻻحظ، في هذا الصدد، التوصيات ذات الصلة الواردة في تقرير اﻷمين العام؛	4
(أ) إذا تسبب عمدا، عن طريق الفعل المذكورة في الفقرة 1 أعلاه، في موت شخص أو	0
35 - وأعرب الفريق في أحيان كثيرة عن أن صلاحية النظام لمجابهة تهديد تنظيم القاعدة وحركة الطالبان مرهون بأن تتضمن القائمة الموحدة الأسماء الصحيحة لا المغلوطة.	0
ومجلس الأمن يذكِّر بالتزامات الدول القاضية باحترام القانون الإنساني الدولي، بما فيه اتفاقيات جنيف الأربع، والعمل على فرض احترامه، ويؤكد مسؤوليتها عن وضع حد للإفلات من العقاب وملاحقة المسؤولين عن الإبادة الجماعية والجرائم المرتكبة بحق الإنسانية والانتهاكات الجسيمة للقانون الإنساني.	0
ويعتقد الفريق أن الشيء الأمثل أن تحفظ الأموال المجمدة مركزيا في أشكال منخفضة المخاطر وبأسعار فائدة مثل السندات الحكومية أو في المصارف المركزية لتقليل مخاطر الخسارة وضمان المراقبة السليمة.	0
ويجب على الحكومة أيضا أن تراعي بجدية، في عمليتَي الميزنة والتخطيط، الاحتياجات اللوجستية المستمرة للشرطة الوطنية.	0
فهناك اليوم، كما ذُكر من قبل، صراع مسلح طال أمده وغير ذي طابع دولي في دارفور بين السلطات الحكومية وجماعات مسلحة منظمة.	1
:: تشجيع الدول على تعزيز الحوار والتعاون، بما في ذلك مع المجتمع المدني والأوساط الأكاديمية والصناعية، لمواجهة التهديد الذي يمثله الاتجار غير المشروع بالأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها وما يتصل بها من مواد	4
"19 - في 12 آب/أغسطس، أطلق برنامج العدالة الوطني المسمى ""برنامج دعم العدالة""، الذي يدعمه الاتحاد الأوروبي وبعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد وبرنامج الأمم المتحدة الإنمائي، عملية تنافسية للتعاقد مع منظمة أو منظمات غير حكومية لإنشاء وتشغيل ثلاثة مراكز للمساعدة القانونية في شرقي تشاد."	2
يطلب إلى جميع الأطراف المعنية أن تحرص على أن تدمج على وجه التحديد في جميع عمليات السلام واتفاقات السلام وخطط وبرامج الإنعاش والإعمار بعد انتهاء النـزاع المسائل المتعلقة بحماية الأطفال المتضررين من النـزاعات المسلحة وبحقوقهم ورفاههم.	0
8 - وفي حين لم تتطور القاعدة كتنظيم، ولم يتمكن قادتها الرئيسيون من حشد مناصريهم وراء مسائل تنفيذية رئيسية أو توجيههم صوب القيام بعمل محدد، تواصل القاعدة كحركة ازدهارها وتستلهم قوتها من رسالة مقاومة عامة لظلم حقيقي أو متصوّر.	0
26 - اعتُمد قرار مجلس الأمن 1564 (2004) في إطار الفصل السابع من ميثاق الأمم المتحدة. وكان مجلس الأمن قد قرر من قبل في الفقرة 21 من ديباجة القرار 1556 (2004) أن الوضع في السودان يمثل تهديدا للسلام والأمن الدوليين ولاستقرار المنطقة، بموجب المادة 39 من الميثاق.	0
ويعزى ذلك إلى أن نظام الجزاءات الذي فرضه مجلس الأمن والذي لا يزال يمثل الآلية الوحيدة حقا للعمل العالمي ضد الخطرين التوأمين اللذين يشكلهما تنظيم القاعدة وحركة الطالبان ما برح يعاني من موطني ضعف رئيسيين هما: القيود التي تكبل القائمة الموحدة وعدم مشاركة الدول الأعضاء.	0
"في جلسة مجلس الأمن 6897 المعقودة في 20 كانون الأول/ديسمبر 2012، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتعلق بنظر المجلس في البند المعنون ""بناء السلام بعد انتهاء النـزاع"":"	4
ثم مر مقدمو الالتماس عبر مسار خال تحت حراسة اثنتين من مركبات وحدة الاستجابة السريعة وبالقرب من منطقة السوق تعرض مقدموا الالتماسات إلى إطلاق النار عليهم. وأتى إطلاق النار من كل من ضباط وحدة الاستجابة السريعة الذين كانوا في مركبات الحراسة ومن أفراد من الجمهور وقُتل أحد المدنيين بسلاح أطلق من مسافة بعيدة. وأصيب ثمانية من المدنيين من جراء طلقات من أسلحة نارية. وأصيب اثنان من رجال الشرطة واثنان من المدنيين بإصابات خطيرة أخرى.	1
وأشار رئيس الفريق العامل إلى القلق الدائم الذي يساور بعض البلدان بشأن نطاق المنطقة الشديدة الخطورة.	0
يطلب إلى جميع الأطراف المعنية التقيد بالالتزامات الدولية المنطبقة عليها في ما يتصل بحماية الأطفال المتضررين من الصراعات المسلحة، فضلا عن الالتزامات المحددة التي تعهدت بها للممثل الخاص للأمين العام المعني بالأطفال والصراعات المسلحة ولمنظمة الأمم المتحدة للطفولة (اليونيسيف) ووكالات الأمم المتحدة الأخرى، والتعاون التام مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية...	4
13 - يشجع الدول الأعضاء في الأمم المتحدة على التعاون من أجل حل جميع المسائل العالقة حتى تعتمد بتوافق الآراء مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي ومشروع الاتفاقية الدولية لقمع أعمال الإرهاب النووي؛	4
وإذ يسلّم بضرورة إبداء القادة المدنيين والعسكريين، وفقا لمبدأ مسؤولية القيادة، التزاما وإرادة سياسية فيما يتعلق بمنع العنف الجنسي ومكافحة الإفلات من العقاب وإنفاذ مبدأ المساءلة، وبأن التقاعس في ذلك يمكن أن يوحي بأن وقوع أعمال العنف الجنسي خلال النـزاعات أمر يمكن التسامح بشأنه،	0
ودون وجود نموذج موحد أو متفق عليه لشهادة المستعمل النهائي الموثقة، لا يكون لدى الوكالات الحكومية في دول المرور العابر وسائل تذكر للتحقق من صحتها.	0
27 - يشير إلى قراره بأنه يجوز للأفراد والكيانات الذين يلتمسون رفع أسمائهم من القائمة، دون رعاية إحدى الدول الأعضاء، أن يقدموا طلبات الرفع من القائمة إلى آلية مركز التنسيق المنشأة عملا بالقرار 1730 (2006)؛	0
"في الجلسة 5798 التي عقدها مجلس الأمن في 11 كانون الأول/ديسمبر 2007 بصدد نظر المجلس في البند المعنون ""الأخطار التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية""، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	4
257 - تُعد المراقبة الفعالة للحدود أساسية للتنفيذ الفعال لتدابير مكافحة الإرهاب عملا بالقرار 1373 (2001)، إذ تشكل خط الدفاع الأول ضد حركة الإرهابيين عبر الحدود، والنقل غير المشروع للسلع والبضائع عبر الحدود.	0
105 - على الرغم من تحسن تدابير مكافحة تمويل الإرهاب في جميع أنحاء المنطقة دون الإقليمية، لا تزال هناك جوانب قصور، ولا سيما في مجال إنشاء آليات لتجميد الأموال، وتنظيم النظم البديلة لتحويل الأموال، ومراقبة المنظمات غير الربحية.	0
وفي معظم الحالات نجحت السفن - عن طريق اليقظة والوعي بالأوضاع والرد الحازم وفقا لأفضل الممارسات الإدارية للحماية من أعمال القرصنة المنطلقة من الصومال - في منع صعود المهاجمين على متن السفينة.	0
ودعا السيد البياني المجلس إلى عدم إهمال الدور الهام الذي يمكن أن تؤديه المشردات داخليا في التفاوض بشأن السلام، وكفالة ما لهن من حقوق الإنسان، وتحقيق التنمية في حالات ما بعد انتهاء النـزاع.	4
وأبلغ عن وقوع أعمال اغتصاب أخرى للنساء خلال الهجمات حول ميسكي وديسا وأم بارو شمال دارفور؛ وأزرني وكورنوي ونيرتيت وموكجار غرب دارفور.	1
:: ينبغي النظر في سبل مبتكرة لوضع نظم شاملة يعزز بعضها بعضا تربط بين المحكمة الجنائية الدولية وأي محكمة مختلطة ممكنة في المستقبل والهيئات الوطنية، وكذلك المحاكمات الجنائية وبرامج الجبر.	4
- وفيما يلي أسماء بعض المقتولين على يد قوات النظام:	1
وتحقيقا لهذا الغرض، فقد خُولت صلاحيات واسعة النطاق، تشمل الوصول دون عوائق إلى كافة سجلات الملكية في البوسنة والهرسك.	0
5 - ونؤكد كذلك بكل احترام أن هناك طرائق أخرى أسرع وأبسط لكفالة حصول ضحايا الأعمال الإجرامية في رواندا على تعويض عادل.	0
وخصصت هولندا أكثر من 400 مليون يورو لدعم خطة عمل لمدة أربع سنوات، بدأ تنفيذها عام 2007، لمنع التطرف.	0
وإذ يشدد على أنه لا يمكن دحر الإرهاب إلا باتباع نهج يتسم بالمثابرة والشمول يقوم على مشاركة جميع الدول والمنظمات الدولية والإقليمية وتعاونها بفعالية في منع التهديدات الإرهابية وإضعافها وعزلها وشل حركتها،	4
68 - وأرحب بالتقدم المحرز في إزالة الألغام والمتفجرات من مخلفات الحرب في الصحراء الغربية.	0
51 - وأظل ملتزما التزاما راسخا بتنفيذ القرار 1559 (2004) من أجل إحلال السلام والاستقرار في المنطقة، في فترة تشهد صعوبات وتحديات كبيرة بصفة خاصة.	0
وللإسراع بعملية الموافقة، يمكن تشجيع الدول على أن تقدم للجنة أي أدلة أو وثائق داعمة متاحة، مثل أوامر القبض أو نشرات (الإنتربول) الموجودة أو قرارات الاتهام أو الأحكام القضائية أو نسخ منها.	0
(ي) الاعتقالات غير المشروعة، والمعاملة التعسفية في السجون الإريترية، والمعاملة اللاإنسانية وسوء ظروف التغذية والسكن في معسكرات الاعتقال؛	1
3 - قُدّمت إلى مكتب أمينة المظالم 13 حالة جديدة خلال الفترة المشمولة بهذا التقرير، ليصل العدد الكلّي للطلبات المقدّمة لرفع أسماء من القائمة منذ إنشاء المكتب إلى 49 طلبا في 31 تموز/يوليه 2013.	0
12 - يشدد على أن معاهدة عدم انتشار الأسلحة النووية تقر في مادتها الرابعة بالحق الثابت للأطراف في المعاهدة في تطوير بحوث وإنتاج واستخدام الطاقة النووية في الأغراض السلمية دونما تمييز، وبما يتفق مع المادتين الأولى والثانية من المعاهدة، ويشير في هذا السياق إلى المادة الثالثة من معاهدة عدم انتشار الأسلحة النووية والمادة الثانية من النظام الأساسي للوكالة الدولية للطاقة الذرية؛	0
٩ - يطلب إلى جميع الدول التعاون تعاونا كامﻻ مع اللجنة المنشأة بموجب الفقرة ٦ أعﻻه وهي تضطلع بمهامها، بما في ذلك تقديم المعلومات التي تطلبها اللجنة عمﻻ بهذا القرار؛	4
وفي الحالات التي قد لا يكون فيها إدراج اسم في القائمة مناسبا، فإن مجلس الأمن، بموجب قراره 1822 (2008)، كلف اللجنة بإجراء مراجعة سنوية لجميع الأسماء المدرجة في القائمة والتي لم يتم النظر فيها منذ ثلاث سنوات أو أكثر.	0
وتم منذ إنشاء النظام تدريب مجموع 673 موظفا، منهم 594 من ضباط السجون و 169 موظفا مدنيا.	0
ويطلب المجلس كذلك إلى الأمين العام أن يقترح في تقريره السنوي المقبل إطارا استراتيجيا ليستند إليه تنفيذ الأمم المتحدة للقرار في العقد المقبل، يتضمن أهدافا ومؤشرات، ويأخذ في الحسبان العمليات ذات الصلة داخل الأمانة العامة.	0
وضع نظام موحد لإدارة ورصد حالات العنف الجنساني؛ وضع قائمة مرجعية لكبار المديرين عن التزامات المفوض السامي الخمسة تجاه اللاجئات.	0
فهو يشجع المجتمعات المحلية لكي تقوم برصد الذات، ولكي تتصدي للآراء الاستقطابية من دون تدخل الحكومة باعتبار ذلك وسيلة أكثر استدامة لمنع التطرف داخل المجتمعات المحلية.	0
فقد أخرج القائد العام للشرطة الوطنية أسلحة من المستودعات الوطنية دون علم الضابط المسؤول عن المستودع. وفي 23 آذار/مارس، أرسل 60 سلاحا من طراز Steyr و50 صندوق ذخيرة إلى مجمّع وحدة الشرطة الاحتياطية في أليو. وفي 15 نيسان/ابريل، أرسلت 10 أسلحة من طراز Steyr وذخيرتها إلى مركز الشرطة في ليكويسا.	0
169 - حدث الانفجار الذي قتل السيد الحريري و 22 آخرين فوق الأرض.	1
وتم إنشاء فريق موسع من مستشاري بعثة شرطة الاتحاد الأوروبي لتقديم الدعم والمشورة الفنية في مسائل الشرطة.	2
"وتطبِّق دولتان إجراءات جنائية خاصة، من قبيل الاحتجاز الوقائي ومنح ""صلاحيات خاصة"" لاتباع بعض أساليب التحقيق."	0
وكان يتعين تسريح الأفراد الذين ولدوا قبل 25 أيار/مايو 1988 أو جندوا بعد 25 أيار/مايو 2006 فورا حسبما يقتضيه اتفاق السلام الشامل.	0
كما تنظر اللجنة في إمكانية تقديم التقارير بشكل جماعي على الصعيد الإقليمي، وطلبت من فريق الرصد إجراء المزيد من الدراسة لهذا الخيار.	0
كما يدعو مجلس الأمن اللجان الثلاث إلى مواصلة تعاونها مع الفريق العامل المنشأ عملا بالقرار 1566 (2004).	4
28 - تُقرّ اللجنة بأنها لم تقم سوى بالخطوات الأولى تجاه بلوغ هذا الهدف، وهو ما يرجع أساسا إلى تأخر تزويد المديرية التنفيذية بالموظفين.	0
13 - وخلال الفترة من 13 إلى 17 أيلول/سبتمبر، أجرى البرنامج بتعاون مع المفوضية، استعراضَ منتصف المدة لبرنامجه الغذائي في مخيمات منطقة تندوف، الذي شاركت فيه حكومة الولايات المتحدة ومكتب المساعدة الإنسانية التابع للمفوضية الأوروبية بصفة مراقبين.	2
وهم يسعون للحصول على هذه الأسلحة لأنها صغيرة الحجم وتجعل الإرهابيين قادرين على الهجوم آمنين من مسافة بعيدة وإحداث أضرار كبيرة.	1
(أ) ضمان نشر المعلومات المتعلقة بالقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين، على أوسع نطاق ممكن،	0
كما قامت بزيارة 30 موقعا من المواقع التي وقعت فيها أحداث، والتقت بالسلطات المحلية، ولا سيما القوات المسلحة.	4
ويبدو أيضا أنه وإن كانت الحركة/الجيش هي أكبر الحركتين من الناحية العسكرية، فإن حركة العدل والمساواة حركة سياسية بدرجة أكبر وذات قدرات عسكرية محدودة، وخاصة بعد ما قيل عن انقسام الجماعة والظهور اللاحق للحركة الوطنية للإصلاح والتنمية (انظر الفقرة 139 أدناه).	0
وقدمت الممثلة الخاصة عرضا موجزا للقتال الذي اندلع في بانتيو بولاية الوحدة في 26 تشرين الأول/أكتوبر.	1
وألحق القصف أضرارا بالمسجد والمنازل القريبة منه.	1
وتقع مسؤولية مكافحة الاتجاه نحو التطرف في المؤسسات التعليمية على عاتق وزارة التعليم.	0
وتُعنى الأفرقة التقنية، التي تضم ممثلا واحدا على الأقل من كل مجموعة، على التوالي بتقديم المساعدة التقنية؛ وتمويل الإرهاب؛ وأمن الحدود وتهريب الأسلحة وإنفاذ القانون؛ والمسائل القانونية العامة؛ والمسائل التي أثارها قرار مجلس الأمن 1624 (2005)، وكذلك الجوانب المتعلقة بحقوق الإنسان في أنشطة مكافحة الإرهاب في إطار القرار 1373 (2001). وتُعنى الوحدتان بمراقبة الجودة، والاتصالات العامة والتوعية، على التوالي.	2
وإضافة إلى توجيه عمل آليات الإبلاغ في مجال حقوق الإنسان وأداء دور مستودع المحفوظات الآمنة للمعلومات المقدمة من أصحاب المصلحة المعنيين، ينبغي أن يسهل عمل الهيئة الجهود التي تبذلها الأمم المتحدة لملاحقة أكبر المسؤولين عن الجرائم المرتكبة في حق الإنسانية أو مساءلتهم بطرق أخرى؛	2
3 - ويعارض الإرهاب في جوهره القيم الأساسية للبشرية المكرسة في ميثاق الأمم المتحدة ووثائق حقوق الإنسان الأساسية.	3
(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو مرورهم العابر بها، على ألا يُلزم أي شيء في هذه الفقرة أي دولة برفض دخول رعاياها إلى أراضيها أو مطالبتهم بمغادرتها؛ وعلى ألا تنطبق هذه الفقرة حيث يكون الدخول أو المرور العابر ضروريا للقيام بإجراءات قضائية أو عندما تحدد اللجنة، حالة بحالة فقط، أن الدخول أو المرور العابر له ما يبرره؛	1
وتتمثل أهداف البرنامج في المساعدة على تنفيذ الإصلاحات الهيكلية اللازمة لتمكين الدولة الكونغولية من بسط سلطتها في جميع أنحاء البلد، وتعزيز قدرات المجتمعات المحلية على التصدي للصدمات التي تنجم عنها أضرار، وإتاحة الفرص الاقتصادية للشباب العاطلين عن العمل وغيرهم من الفئات المعرضة للخطر الشديد، وعلى تحقيق فوائد ملموسة للسلام في المقاطعات الغربية.	2
وهناك اتفاق على ضرورة تعزيز بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لبلوغ قوامها المأذون به في أسرع وقت ممكن كي تؤدي بفعالية المهام الموكلة إليها.	4
59 - ويتسم حظر السفر بفعالية خاصة ضد ممولي تنظيم القاعدة وحركة الطالبان، الذين قد يجدون صعوبة في استخدام هوية مزورة أو التملص بطرق أخرى من القيود المفروضة على تحركاتهم.	3
"وهو يدين بشدة الطالبان لما قامت به في تموز/يوليه ١٩٩٩، بعد مضي أسبوع واحد فقط على اجتماع مجموعة ""الستة زائد اثنين"" في طشقند، من شن هجوم جديد بالرغم من مطالبات المجلس المتكررة بوقف القتال."	3
11 - وانطلاقا من تحقيق ذي مسارين، أحدهما لبناني والآخر تضطلع به الأمم المتحدة، انبثق تحقيق تكاملي موحد، مضت به قدما، جنبا إلى جنب، كل من اللجنة والسلطات اللبنانية.	2
'1` فيما يتعلق بالقيود على السفر، عندما تقرر اللجنة أن هذا السفر مبرر بحاجة إنسانية، بما في ذلك أداء الواجبات الدينية، أو عندما تستنتج اللجنة أن الاستثناء يمكن، من باب آخر، أن يدعم مقاصد هذا القرار؛	1
وعلى الرغم من هذا القرار، تتواصل عمليات التدمير.	1
وفيما يتعلق بطلب الرئيس كابيلا من البعثة المساعدة على تدريب 20 وحدة من وحدات الشرطة وتزويدها بالمعدات ونشرها في حاميات، فلا يزال التقدم المحرز محدودا بسبب الافتقار إلى الدعم التكميلي من الجهات المانحة لتوفير المعدات الأساسية اللازمة (انظر S/2010/164).	2
ويشمل ذلك من يتحدد أن لهم أهمية محورية في التلقين العقائدي للانتحاريين وتجنيدهم().	1
وعقب هذا التبادل، ناقش الفريق المسألة مع اللجنة، وفاتح دولا أخرى ببرامج مماثلة من أجل توسيع نطاق بحثه.	4
وتتضمن مذكرة وزارة الخارجية الروسية مقترحا بأن تتخذ البلدان الأعضاء في رابطة الدول المستقلة خطوات مشابهة، وأن تنسحب من نظام القيود التي فرضت على أبخازيا في عام 1996.	0
وأخيرا، فإن معظم المعلومات المستقاة من مصادر والمتصلة بمصير السيد أبو عدس تشير إلى الجمهورية العربية السورية وإلى مسؤولين سوريين وكذلك إلى مسؤولين لبنانيين معينين. ومع أنه من الصحيح أن القليل من هذه المعلومات المستقاة من المصادر هو الذي جرى التثبت من صحته بشكل مستقل، فإن من المهم ملاحظة عدم وجود معلومات تشير إلى أي كيان متواطئ في اختفائه أو إلى أنه كان مفجرا انتحاريا.	1
10 - وفي 24 تموز/يوليه 2008، أجرت اللجنة تبادلاً للآراء مع السيد أحمدو ولد عبد الله، الممثل الخاص للأمين العام المعني بالصومال، فيما يتصل بطلب المجلس الوارد في الفقرتين 6 و 7 من القرار 1814 (2008).	4
أتشرف بأن أحيل إليكم رسالة مؤرخة 28 تشرين الأول/أكتوبر 2005 موجهة إليكم من صاحب الفخامة السيد أسياس أفورقي، رئيس دولة إريتريا، بشأن عملية السلام لإنهاء الصراع على الحدود بين إريتريا وإثيوبيا.	4
(هـ) تولي اللجنة أهمية فائقة للتنسيق مع الخبراء من الهيئات الفرعية الأخرى التابعة لمجلس الأمن والمعنية بمكافحة الإرهاب في التحضير للزيارات وفي تبسيط إجراءات تقديم التقارير؛	4
:: شن هجمات ضد السكان المدنيين أو ضد مدنيين أفراد غير مشاركين في الأعمال العدائية مباشرة؛	1
وليس من الواضح في الوقت الراهن متى سيتم التوصل إلى اتفاق بشأن إعادة تشكيل هياكل الشرطة يسمح ببدء تلك المفاوضات، غير أن الاتحاد الأوروبي على استعداد دائم لتقديم المساعدة لإجراء مزيد من المفاوضات بمجرد التوصل إلى اتفاق يستوفي شروط المفوضية الأوروبية.	4
(و) اتخاذ تدابير فورية لمنع عملاء جمهورية كوريا الشعبية الديمقراطية من اختطاف المزيد من الأشخاص من الأراضي الصينية؛ وملاحقة الجناة ومعاقبتهم العقاب المناسب وطلب تسليم من أمَروا بذلك من أجل محاكمتهم وفقاً للقانون.	1
وشدد الأمين العام المساعد في عرضه للتقرير على الخطر المتمثل في احتمال تدهور الحالة الأمنية، بالرغم من الهدوء السائد في المنطقة، ولا سيما نتيجة لإدراج السلطات السودانية أبيي كدائرة انتخابية في الانتخابات الرئاسية لعام 2015.	3
